"year","season_id","team_id","date","home_team","home_team_id","home_team_score","home_team_conference","home_team_conference_id","home_team_division","away_team","away_team_id","away_team_score","away_team_conference","away_team_conference_id","away_team_division","neutral_site","game_result","innings","slug","game_info_url","contest_id","division"
2022,15860,527083,"02/26/2022","Adrian",527083,10,"Michigan Intercol. Ath. Assn.",873,3,"Wis.-Oshkosh ",526949,4,"WIAC",1473,3,"Birmingham, AL","W",NA,"/contests/2169306/box_score","https://stats.ncaa.org/contests/2169306/box_score",2169306,3
2022,15860,527083,"02/27/2022","Adrian",527083,7,"Michigan Intercol. Ath. Assn.",873,3,"Centre ",527122,5,"SAA",30169,3,"Birmingham, AL","W",NA,"/contests/2169766/box_score","https://stats.ncaa.org/contests/2169766/box_score",2169766,3
2022,15860,527083,"02/28/2022","Birmingham-So.",527051,6,"SAA",30169,3,"Adrian",527083,2,"Michigan Intercol. Ath. Assn.",873,3,NA,"L",NA,"/contests/2169803/box_score","https://stats.ncaa.org/contests/2169803/box_score",2169803,3
2022,15860,527083,"03/02/2022","Piedmont",527037,8,"USA South",842,3,"Adrian",527083,16,"Michigan Intercol. Ath. Assn.",873,3,NA,"W",NA,"/contests/2170061/box_score","https://stats.ncaa.org/contests/2170061/box_score",2170061,3
2022,15860,527083,"03/04/2022","Berry",526967,13,"SAA",30169,3,"Adrian",527083,7,"Michigan Intercol. Ath. Assn.",873,3,NA,"L",NA,"/contests/2170241/box_score","https://stats.ncaa.org/contests/2170241/box_score",2170241,3
2022,15860,527083,"03/05/2022","Adrian",527083,16,"Michigan Intercol. Ath. Assn.",873,3,"Greensboro ",527162,1,"USA South",842,3,"Rome, GA","W",NA,"/contests/2170770/box_score","https://stats.ncaa.org/contests/2170770/box_score",2170770,3
2022,15860,527083,"03/06/2022","Adrian",527083,9,"Michigan Intercol. Ath. Assn.",873,3,"Denison ",527139,19,"NCAC",897,3,"Rome, GA","L",NA,"/contests/2170923/box_score","https://stats.ncaa.org/contests/2170923/box_score",2170923,3
2022,15860,527083,"03/11/2022","Greensboro",527162,4,"USA South",842,3,"Adrian",527083,14,"Michigan Intercol. Ath. Assn.",873,3,NA,"W",NA,"/contests/2171808/box_score","https://stats.ncaa.org/contests/2171808/box_score",2171808,3
2022,15860,527083,"03/13/2022","Adrian",527083,7,"Michigan Intercol. Ath. Assn.",873,3,"William Peace",527034,9,"USA South",842,3,NA,"L",NA,"/contests/2172419/box_score","https://stats.ncaa.org/contests/2172419/box_score",2172419,3
2022,15860,527083,"03/16/2022","Adrian",527083,15,"Michigan Intercol. Ath. Assn.",873,3,"Siena Heights",NA,8,NA,NA,NA,NA,"W",NA,"/contests/2263407/box_score","https://stats.ncaa.org/contests/2263407/box_score",2263407,3
