"year","season_id","team_id","date","home_team","home_team_id","home_team_score","home_team_conference","home_team_conference_id","home_team_division","away_team","away_team_id","away_team_score","away_team_conference","away_team_conference_id","away_team_division","neutral_site","game_result","innings","slug","game_info_url","contest_id","division"
2023,16340,548400,"02/01/2023","Miles",548500,4,"SIAC",913,2,"AUM",548400,3,"Gulf South",858,2,NA,"L","10","/contests/2389630/box_score","https://stats.ncaa.org/contests/2389630/box_score",2389630,2
2023,16340,548400,"02/04/2023","AUM",548400,4,"Gulf South",858,2,"Lenoir-Rhyne",548318,6,"SAC",12850,2,NA,"L","10","/contests/2389701/box_score","https://stats.ncaa.org/contests/2389701/box_score",2389701,2
2023,16340,548400,"02/04/2023","AUM",548400,4,"Gulf South",858,2,"Lenoir-Rhyne",548318,8,"SAC",12850,2,NA,"L",NA,"/contests/2407806/box_score","https://stats.ncaa.org/contests/2407806/box_score",2407806,2
2023,16340,548400,"02/05/2023","AUM",548400,11,"Gulf South",858,2,"Lenoir-Rhyne",548318,0,"SAC",12850,2,NA,"W",NA,"/contests/2389807/box_score","https://stats.ncaa.org/contests/2389807/box_score",2389807,2
2023,16340,548400,"02/09/2023","Albany St. (GA)",548443,7,"SIAC",913,2,"AUM",548400,0,"Gulf South",858,2,NA,"L",NA,"/contests/2389913/box_score","https://stats.ncaa.org/contests/2389913/box_score",2389913,2
2023,16340,548400,"02/10/2023","Embry-Riddle (FL)",548367,6,"Sunshine State",919,2,"AUM",548400,5,"Gulf South",858,2,NA,"L",NA,"/contests/2389947/box_score","https://stats.ncaa.org/contests/2389947/box_score",2389947,2
2023,16340,548400,"02/11/2023","AUM",548400,1,"Gulf South",858,2,"Florida Tech ",548476,3,"Sunshine State",919,2,"Daytona Beach, FL","L",NA,"/contests/2390032/box_score","https://stats.ncaa.org/contests/2390032/box_score",2390032,2
2023,16340,548400,"02/12/2023","Embry-Riddle (FL)",548367,3,"Sunshine State",919,2,"AUM",548400,2,"Gulf South",858,2,NA,"L",NA,"/contests/2390136/box_score","https://stats.ncaa.org/contests/2390136/box_score",2390136,2
2023,16340,548400,"02/15/2023","Ga. Southwestern",548313,4,"Peach Belt",12923,2,"AUM",548400,3,"Gulf South",858,2,NA,"L","10","/contests/2390236/box_score","https://stats.ncaa.org/contests/2390236/box_score",2390236,2
2023,16340,548400,"02/17/2023","AUM",548400,13,"Gulf South",858,2,"Christian Brothers",548557,6,"Gulf South",858,2,NA,"W",NA,"/contests/2390270/box_score","https://stats.ncaa.org/contests/2390270/box_score",2390270,2
2023,16340,548400,"02/18/2023","AUM",548400,3,"Gulf South",858,2,"Christian Brothers",548557,5,"Gulf South",858,2,NA,"L",NA,"/contests/2390556/box_score","https://stats.ncaa.org/contests/2390556/box_score",2390556,2
2023,16340,548400,"02/18/2023","AUM",548400,4,"Gulf South",858,2,"Christian Brothers",548557,2,"Gulf South",858,2,NA,"W",NA,"/contests/2408875/box_score","https://stats.ncaa.org/contests/2408875/box_score",2408875,2
