"year","season_id","team_id","date","home_team","home_team_id","home_team_score","home_team_conference","home_team_conference_id","home_team_division","away_team","away_team_id","away_team_score","away_team_conference","away_team_conference_id","away_team_division","neutral_site","game_result","innings","slug","game_info_url","contest_id","division"
2023,16340,548807,"02/25/2023","Adrian",548807,9,"Michigan Intercol. Ath. Assn.",873,3,"Webster ",548658,4,"SLIAC",12974,3,"Birmingham, AL","W",NA,"/contests/2391980/box_score","https://stats.ncaa.org/contests/2391980/box_score",2391980,3
2023,16340,548807,"02/26/2023","Adrian",548807,2,"Michigan Intercol. Ath. Assn.",873,3,"Spalding ",548769,10,"SLIAC",12974,3,"Birmingham, AL","L",NA,"/contests/2392297/box_score","https://stats.ncaa.org/contests/2392297/box_score",2392297,3
2023,16340,548807,"02/27/2023","Birmingham-So.",548776,6,"SAA",30169,3,"Adrian",548807,5,"Michigan Intercol. Ath. Assn.",873,3,NA,"L",NA,"/contests/2392307/box_score","https://stats.ncaa.org/contests/2392307/box_score",2392307,3
2023,16340,548807,"02/28/2023","LaGrange",548711,12,"CCS",30251,3,"Adrian",548807,3,"Michigan Intercol. Ath. Assn.",873,3,NA,"L",NA,"/contests/2392484/box_score","https://stats.ncaa.org/contests/2392484/box_score",2392484,3
2023,16340,548807,"03/03/2023","Adrian",548807,28,"Michigan Intercol. Ath. Assn.",873,3,"Kean ",548909,6,"NJAC",891,3,"Port Charlotte, FL","W",NA,"/contests/2392811/box_score","https://stats.ncaa.org/contests/2392811/box_score",2392811,3
2023,16340,548807,"03/04/2023","Adrian",548807,10,"Michigan Intercol. Ath. Assn.",873,3,"Rhode Island Col. ",548604,4,"Little East",867,3,"Port Charlotte, FL","W",NA,"/contests/2393064/box_score","https://stats.ncaa.org/contests/2393064/box_score",2393064,3
2023,16340,548807,"03/04/2023","Adrian",548807,13,"Michigan Intercol. Ath. Assn.",873,3,"Swarthmore ",548639,16,"Centennial",9683,3,"Port Charlotte, FL","L",NA,"/contests/2393225/box_score","https://stats.ncaa.org/contests/2393225/box_score",2393225,3
2023,16340,548807,"03/10/2023","Adrian",548807,13,"Michigan Intercol. Ath. Assn.",873,3,"Greensboro ",548885,5,"USA South",842,3,"High Point, NC","W",NA,"/contests/2394352/box_score","https://stats.ncaa.org/contests/2394352/box_score",2394352,3
2023,16340,548807,"03/11/2023","Adrian",548807,2,"Michigan Intercol. Ath. Assn.",873,3,"Montclair St. ",548937,4,"NJAC",891,3,"High Point, NC","L",NA,"/contests/2423980/box_score","https://stats.ncaa.org/contests/2423980/box_score",2423980,3
2023,16340,548807,"03/11/2023","Adrian",548807,6,"Michigan Intercol. Ath. Assn.",873,3,"Maryville (TN) ",548926,4,"CCS",30251,3,"Greensboro, NC","W",NA,"/contests/2394891/box_score","https://stats.ncaa.org/contests/2394891/box_score",2394891,3
2023,16340,548807,"03/16/2023","Adrian",548807,3,"Michigan Intercol. Ath. Assn.",873,3,"CWRU",548841,6,"UAA",1471,3,NA,"L",NA,"/contests/2424926/box_score","https://stats.ncaa.org/contests/2424926/box_score",2424926,3
2023,16340,548807,"03/16/2023","Adrian",548807,8,"Michigan Intercol. Ath. Assn.",873,3,"CWRU",548841,17,"UAA",1471,3,NA,"L",NA,"/contests/2424964/box_score","https://stats.ncaa.org/contests/2424964/box_score",2424964,3
2023,16340,548807,"03/22/2023","Adrian",548807,12,"Michigan Intercol. Ath. Assn.",873,3,"Heidelberg",548894,4,"OAC",901,3,NA,"W",NA,"/contests/2397208/box_score","https://stats.ncaa.org/contests/2397208/box_score",2397208,3
2023,16340,548807,"03/26/2023","Adrian",548807,3,"Michigan Intercol. Ath. Assn.",873,3,"Denison",548863,11,"NCAC",897,3,NA,"L",NA,"/contests/2396237/box_score","https://stats.ncaa.org/contests/2396237/box_score",2396237,3
2023,16340,548807,"03/26/2023","Adrian",548807,0,"Michigan Intercol. Ath. Assn.",873,3,"Denison",548863,6,"NCAC",897,3,NA,"L",NA,"/contests/2398316/box_score","https://stats.ncaa.org/contests/2398316/box_score",2398316,3
2023,16340,548807,"03/28/2023","Adrian",548807,6,"Michigan Intercol. Ath. Assn.",873,3,"Ohio Wesleyan",548587,3,"NCAC",897,3,NA,"W",NA,"/contests/2397899/box_score","https://stats.ncaa.org/contests/2397899/box_score",2397899,3
2023,16340,548807,"03/28/2023","Adrian",548807,4,"Michigan Intercol. Ath. Assn.",873,3,"Ohio Wesleyan",548587,3,"NCAC",897,3,NA,"W",NA,"/contests/2410477/box_score","https://stats.ncaa.org/contests/2410477/box_score",2410477,3
2023,16340,548807,"03/29/2023","Denison",548863,17,"NCAC",897,3,"Adrian",548807,4,"Michigan Intercol. Ath. Assn.",873,3,NA,"L",NA,"/contests/2398675/box_score","https://stats.ncaa.org/contests/2398675/box_score",2398675,3
2023,16340,548807,"03/30/2023","Adrian",548807,9,"Michigan Intercol. Ath. Assn.",873,3,"Calvin",548836,3,"Michigan Intercol. Ath. Assn.",873,3,NA,"W",NA,"/contests/2426782/box_score","https://stats.ncaa.org/contests/2426782/box_score",2426782,3
2023,16340,548807,"04/03/2023","Calvin",548836,6,"Michigan Intercol. Ath. Assn.",873,3,"Adrian",548807,8,"Michigan Intercol. Ath. Assn.",873,3,NA,"W",NA,"/contests/2399345/box_score","https://stats.ncaa.org/contests/2399345/box_score",2399345,3
2023,16340,548807,"04/03/2023","Calvin",548836,7,"Michigan Intercol. Ath. Assn.",873,3,"Adrian",548807,6,"Michigan Intercol. Ath. Assn.",873,3,NA,"L",NA,"/contests/2409090/box_score","https://stats.ncaa.org/contests/2409090/box_score",2409090,3
2023,16340,548807,"04/04/2023","Trine",548783,6,"Michigan Intercol. Ath. Assn.",873,3,"Adrian",548807,5,"Michigan Intercol. Ath. Assn.",873,3,NA,"L","15","/contests/2400015/box_score","https://stats.ncaa.org/contests/2400015/box_score",2400015,3
2023,16340,548807,"04/07/2023","Hope",548897,0,"Michigan Intercol. Ath. Assn.",873,3,"Adrian",548807,4,"Michigan Intercol. Ath. Assn.",873,3,NA,"W",NA,"/contests/2400647/box_score","https://stats.ncaa.org/contests/2400647/box_score",2400647,3
2023,16340,548807,"04/08/2023","Adrian",548807,4,"Michigan Intercol. Ath. Assn.",873,3,"Hope",548897,12,"Michigan Intercol. Ath. Assn.",873,3,NA,"L",NA,"/contests/2401099/box_score","https://stats.ncaa.org/contests/2401099/box_score",2401099,3
2023,16340,548807,"04/08/2023","Adrian",548807,11,"Michigan Intercol. Ath. Assn.",873,3,"Hope",548897,13,"Michigan Intercol. Ath. Assn.",873,3,NA,"L",NA,"/contests/2410594/box_score","https://stats.ncaa.org/contests/2410594/box_score",2410594,3
2023,16340,548807,"04/12/2023","Adrian",548807,5,"Michigan Intercol. Ath. Assn.",873,3,"Trine",548783,1,"Michigan Intercol. Ath. Assn.",873,3,NA,"W",NA,"/contests/2401651/box_score","https://stats.ncaa.org/contests/2401651/box_score",2401651,3
2023,16340,548807,"04/14/2023","Albion",548808,3,"Michigan Intercol. Ath. Assn.",873,3,"Adrian",548807,9,"Michigan Intercol. Ath. Assn.",873,3,NA,"W",NA,"/contests/2428839/box_score","https://stats.ncaa.org/contests/2428839/box_score",2428839,3
2023,16340,548807,"04/15/2023","Adrian",548807,10,"Michigan Intercol. Ath. Assn.",873,3,"Albion",548808,9,"Michigan Intercol. Ath. Assn.",873,3,NA,"W",NA,"/contests/2402122/box_score","https://stats.ncaa.org/contests/2402122/box_score",2402122,3
2023,16340,548807,"04/15/2023","Adrian",548807,9,"Michigan Intercol. Ath. Assn.",873,3,"Albion",548808,8,"Michigan Intercol. Ath. Assn.",873,3,NA,"W",NA,"/contests/2409513/box_score","https://stats.ncaa.org/contests/2409513/box_score",2409513,3
2023,16340,548807,"04/18/2023","Trine",548783,3,"Michigan Intercol. Ath. Assn.",873,3,"Adrian",548807,10,"Michigan Intercol. Ath. Assn.",873,3,NA,"W",NA,"/contests/2402958/box_score","https://stats.ncaa.org/contests/2402958/box_score",2402958,3
2023,16340,548807,"04/21/2023","Olivet",548589,1,"Michigan Intercol. Ath. Assn.",873,3,"Adrian",548807,5,"Michigan Intercol. Ath. Assn.",873,3,NA,"W",NA,"/contests/2404193/box_score","https://stats.ncaa.org/contests/2404193/box_score",2404193,3
2023,16340,548807,"04/22/2023","Adrian",548807,9,"Michigan Intercol. Ath. Assn.",873,3,"Olivet",548589,3,"Michigan Intercol. Ath. Assn.",873,3,NA,"W",NA,"/contests/2403859/box_score","https://stats.ncaa.org/contests/2403859/box_score",2403859,3
2023,16340,548807,"04/22/2023","Adrian",548807,14,"Michigan Intercol. Ath. Assn.",873,3,"Olivet",548589,3,"Michigan Intercol. Ath. Assn.",873,3,NA,"W",NA,"/contests/2411488/box_score","https://stats.ncaa.org/contests/2411488/box_score",2411488,3
2023,16340,548807,"04/28/2023","Adrian",548807,7,"Michigan Intercol. Ath. Assn.",873,3,"Alma",548812,11,"Michigan Intercol. Ath. Assn.",873,3,NA,"L",NA,"/contests/2404923/box_score","https://stats.ncaa.org/contests/2404923/box_score",2404923,3
2023,16340,548807,"04/29/2023","Alma",548812,9,"Michigan Intercol. Ath. Assn.",873,3,"Adrian",548807,1,"Michigan Intercol. Ath. Assn.",873,3,NA,"L",NA,"/contests/2405104/box_score","https://stats.ncaa.org/contests/2405104/box_score",2405104,3
2023,16340,548807,"04/29/2023","Alma",548812,13,"Michigan Intercol. Ath. Assn.",873,3,"Adrian",548807,4,"Michigan Intercol. Ath. Assn.",873,3,NA,"L",NA,"/contests/2410838/box_score","https://stats.ncaa.org/contests/2410838/box_score",2410838,3
2023,16340,548807,"05/05/2023","Adrian",548807,6,"Michigan Intercol. Ath. Assn.",873,3,"Kalamazoo",548908,0,"Michigan Intercol. Ath. Assn.",873,3,NA,"W",NA,"/contests/2406523/box_score","https://stats.ncaa.org/contests/2406523/box_score",2406523,3
2023,16340,548807,"05/06/2023","Kalamazoo",548908,6,"Michigan Intercol. Ath. Assn.",873,3,"Adrian",548807,9,"Michigan Intercol. Ath. Assn.",873,3,NA,"W",NA,"/contests/2406411/box_score","https://stats.ncaa.org/contests/2406411/box_score",2406411,3
2023,16340,548807,"05/06/2023","Kalamazoo",548908,10,"Michigan Intercol. Ath. Assn.",873,3,"Adrian",548807,5,"Michigan Intercol. Ath. Assn.",873,3,NA,"L",NA,"/contests/2411723/box_score","https://stats.ncaa.org/contests/2411723/box_score",2411723,3
2023,16340,548807,"05/10/2023","Alma",548812,7,"Michigan Intercol. Ath. Assn.",873,3,"Adrian",548807,5,"Michigan Intercol. Ath. Assn.",873,3,NA,"L",NA,"/contests/2433985/box_score","https://stats.ncaa.org/contests/2433985/box_score",2433985,3
