"year","season_id","team_id","date","home_team","home_team_id","home_team_score","home_team_conference","home_team_conference_id","home_team_division","away_team","away_team_id","away_team_score","away_team_conference","away_team_conference_id","away_team_division","neutral_site","game_result","innings","slug","game_info_url","contest_id","division"
2021,15580,508948,"02/21/2021","A&M-Corpus Christi",508948,4,"Southland",914,1,"Central Mich.",508999,3,"MAC",875,1,NA,"W",NA,"/contests/2047800/box_score","https://stats.ncaa.org/contests/2047800/box_score",2047800,1
2021,15580,508948,"02/21/2021","A&M-Corpus Christi",508948,5,"Southland",914,1,"Central Mich.",508999,1,"MAC",875,1,NA,"W",NA,"/contests/2047801/box_score","https://stats.ncaa.org/contests/2047801/box_score",2047801,1
2021,15580,508948,"02/22/2021","A&M-Corpus Christi",508948,6,"Southland",914,1,"Central Mich.",508999,3,"MAC",875,1,NA,"W",NA,"/contests/2047802/box_score","https://stats.ncaa.org/contests/2047802/box_score",2047802,1
2021,15580,508948,"02/23/2021","Houston",509046,12,"AAC",823,1,"A&M-Corpus Christi",508948,8,"Southland",914,1,NA,"L",NA,"/contests/2016522/box_score","https://stats.ncaa.org/contests/2016522/box_score",2016522,1
2021,15580,508948,"02/26/2021","A&M-Corpus Christi",508948,3,"Southland",914,1,"Houston",509046,2,"AAC",823,1,NA,"W",NA,"/contests/2016644/box_score","https://stats.ncaa.org/contests/2016644/box_score",2016644,1
2021,15580,508948,"02/27/2021","A&M-Corpus Christi",508948,1,"Southland",914,1,"Houston",509046,14,"AAC",823,1,NA,"L",NA,"/contests/2016752/box_score","https://stats.ncaa.org/contests/2016752/box_score",2016752,1
2021,15580,508948,"02/28/2021","A&M-Corpus Christi",508948,3,"Southland",914,1,"Houston",509046,4,"AAC",823,1,NA,"L","10","/contests/2016937/box_score","https://stats.ncaa.org/contests/2016937/box_score",2016937,1
2021,15580,508948,"03/02/2021","Texas",508896,12,"Big 12",25354,1,"A&M-Corpus Christi",508948,1,"Southland",914,1,NA,"L",NA,"/contests/2040268/box_score","https://stats.ncaa.org/contests/2040268/box_score",2040268,1
2021,15580,508948,"03/05/2021","A&M-Corpus Christi",508948,5,"Southland",914,1,"TCU ",508892,15,"Big 12",25354,1,"Houston, TX","L",NA,"/contests/2017194/box_score","https://stats.ncaa.org/contests/2017194/box_score",2017194,1
2021,15580,508948,"03/06/2021","A&M-Corpus Christi",508948,5,"Southland",914,1,"Rice ",509150,16,"C-USA",24312,1,"Houston, TX","L",NA,"/contests/2037616/box_score","https://stats.ncaa.org/contests/2037616/box_score",2037616,1
2021,15580,508948,"03/07/2021","A&M-Corpus Christi",508948,3,"Southland",914,1,"Texas Tech ",508894,4,"Big 12",25354,1,"Houston, TX","L",NA,"/contests/2017550/box_score","https://stats.ncaa.org/contests/2017550/box_score",2017550,1
2021,15580,508948,"03/09/2021","Texas A&M",508891,7,"SEC",911,1,"A&M-Corpus Christi",508948,0,"Southland",914,1,NA,"L",NA,"/contests/2035306/box_score","https://stats.ncaa.org/contests/2035306/box_score",2035306,1
2021,15580,508948,"03/12/2021","McNeese",509083,4,"Southland",914,1,"A&M-Corpus Christi",508948,2,"Southland",914,1,NA,"L",NA,"/contests/2017778/box_score","https://stats.ncaa.org/contests/2017778/box_score",2017778,1
2021,15580,508948,"03/13/2021","McNeese",509083,9,"Southland",914,1,"A&M-Corpus Christi",508948,8,"Southland",914,1,NA,"L",NA,"/contests/2017967/box_score","https://stats.ncaa.org/contests/2017967/box_score",2017967,1
2021,15580,508948,"03/14/2021","McNeese",509083,12,"Southland",914,1,"A&M-Corpus Christi",508948,7,"Southland",914,1,NA,"L",NA,"/contests/2018130/box_score","https://stats.ncaa.org/contests/2018130/box_score",2018130,1
2021,15580,508948,"03/19/2021","A&M-Corpus Christi",508948,5,"Southland",914,1,"UTSA",508897,11,"C-USA",24312,1,NA,"L",NA,"/contests/2018413/box_score","https://stats.ncaa.org/contests/2018413/box_score",2018413,1
2021,15580,508948,"03/20/2021","A&M-Corpus Christi",508948,4,"Southland",914,1,"UTSA",508897,7,"C-USA",24312,1,NA,"L",NA,"/contests/2018541/box_score","https://stats.ncaa.org/contests/2018541/box_score",2018541,1
2021,15580,508948,"03/21/2021","A&M-Corpus Christi",508948,1,"Southland",914,1,"UTSA",508897,10,"C-USA",24312,1,NA,"L",NA,"/contests/2018799/box_score","https://stats.ncaa.org/contests/2018799/box_score",2018799,1
2021,15580,508948,"03/26/2021","Sam Houston",509161,13,"Southland",914,1,"A&M-Corpus Christi",508948,2,"Southland",914,1,NA,"L",NA,"/contests/2019043/box_score","https://stats.ncaa.org/contests/2019043/box_score",2019043,1
2021,15580,508948,"03/27/2021","Sam Houston",509161,6,"Southland",914,1,"A&M-Corpus Christi",508948,12,"Southland",914,1,NA,"W",NA,"/contests/2019264/box_score","https://stats.ncaa.org/contests/2019264/box_score",2019264,1
2021,15580,508948,"03/27/2021","Sam Houston",509161,9,"Southland",914,1,"A&M-Corpus Christi",508948,4,"Southland",914,1,NA,"L",NA,"/contests/2024287/box_score","https://stats.ncaa.org/contests/2024287/box_score",2024287,1
