"year","season_id","team_id","date","home_team","home_team_id","home_team_score","home_team_conference","home_team_conference_id","home_team_division","away_team","away_team_id","away_team_score","away_team_conference","away_team_conference_id","away_team_division","neutral_site","game_result","innings","slug","game_info_url","contest_id","division"
2024,16580,574326,"02/02/2024","Saint Leo",574448,10,"Sunshine State",919,2,"AUM",574326,2,"Gulf South",858,2,NA,"L",NA,"/contests/4524933/box_score","https://stats.ncaa.org/contests/4524933/box_score",4524933,2
2024,16580,574326,"02/03/2024","Saint Leo",574448,3,"Sunshine State",919,2,"AUM",574326,1,"Gulf South",858,2,NA,"L",NA,"/contests/5015957/box_score","https://stats.ncaa.org/contests/5015957/box_score",5015957,2
2024,16580,574326,"02/03/2024","Saint Leo",574448,3,"Sunshine State",919,2,"AUM",574326,13,"Gulf South",858,2,NA,"W","8","/contests/5015985/box_score","https://stats.ncaa.org/contests/5015985/box_score",5015985,2
2024,16580,574326,"02/07/2024","Miles",574424,12,"SIAC",913,2,"AUM",574326,7,"Gulf South",858,2,NA,"L",NA,"/contests/4525134/box_score","https://stats.ncaa.org/contests/4525134/box_score",4525134,2
2024,16580,574326,"02/09/2024","AUM",574326,2,"Gulf South",858,2,"Embry-Riddle (FL)",574294,4,"Sunshine State",919,2,NA,"L",NA,"/contests/5067759/box_score","https://stats.ncaa.org/contests/5067759/box_score",5067759,2
2024,16580,574326,"02/09/2024","AUM",574326,7,"Gulf South",858,2,"Embry-Riddle (FL)",574294,6,"Sunshine State",919,2,NA,"W",NA,"/contests/5067790/box_score","https://stats.ncaa.org/contests/5067790/box_score",5067790,2
2024,16580,574326,"02/10/2024","AUM",574326,7,"Gulf South",858,2,"Embry-Riddle (FL)",574294,1,"Sunshine State",919,2,NA,"W",NA,"/contests/4525334/box_score","https://stats.ncaa.org/contests/4525334/box_score",4525334,2
2024,16580,574326,"02/13/2024","AUM",574326,14,"Gulf South",858,2,"Ga. Southwestern",574240,13,"Peach Belt",12923,2,NA,"W",NA,"/contests/4525437/box_score","https://stats.ncaa.org/contests/4525437/box_score",4525437,2
2024,16580,574326,"02/16/2024","Valdosta St.",574459,1,"Gulf South",858,2,"AUM",574326,5,"Gulf South",858,2,NA,"W",NA,"/contests/4525474/box_score","https://stats.ncaa.org/contests/4525474/box_score",4525474,2
2024,16580,574326,"02/16/2024","Valdosta St.",574459,5,"Gulf South",858,2,"AUM",574326,0,"Gulf South",858,2,NA,"L",NA,"/contests/4544926/box_score","https://stats.ncaa.org/contests/4544926/box_score",4544926,2
2024,16580,574326,"02/18/2024","Valdosta St.",574459,4,"Gulf South",858,2,"AUM",574326,15,"Gulf South",858,2,NA,"W",NA,"/contests/5246287/box_score","https://stats.ncaa.org/contests/5246287/box_score",5246287,2
2024,16580,574326,"02/21/2024","AUM",574326,5,"Gulf South",858,2,"Alabama Huntsville",574366,10,"Gulf South",858,2,NA,"L",NA,"/contests/4526415/box_score","https://stats.ncaa.org/contests/4526415/box_score",4526415,2
2024,16580,574326,"02/23/2024","AUM",574326,2,"Gulf South",858,2,"Mississippi Col.",574427,13,"Gulf South",858,2,NA,"L",NA,"/contests/4526723/box_score","https://stats.ncaa.org/contests/4526723/box_score",4526723,2
2024,16580,574326,"02/24/2024","AUM",574326,8,"Gulf South",858,2,"Mississippi Col.",574427,7,"Gulf South",858,2,NA,"W",NA,"/contests/4527071/box_score","https://stats.ncaa.org/contests/4527071/box_score",4527071,2
2024,16580,574326,"02/24/2024","AUM",574326,5,"Gulf South",858,2,"Mississippi Col.",574427,3,"Gulf South",858,2,NA,"W",NA,"/contests/4544124/box_score","https://stats.ncaa.org/contests/4544124/box_score",4544124,2
