"year","season_id","team_id","date","home_team","home_team_id","home_team_score","home_team_conference","home_team_conference_id","home_team_division","away_team","away_team_id","away_team_score","away_team_conference","away_team_conference_id","away_team_division","neutral_site","game_result","innings","slug","game_info_url","contest_id","division"
2022,15860,526333,"02/18/2022","UT Arlington",526281,3,"Sun Belt",818,1,"A&M-Corpus Christi",526333,4,"Southland",914,1,NA,"W",NA,"/contests/2168044/box_score","https://stats.ncaa.org/contests/2168044/box_score",2168044,1
2022,15860,526333,"02/19/2022","UT Arlington",526281,2,"Sun Belt",818,1,"A&M-Corpus Christi",526333,6,"Southland",914,1,NA,"W",NA,"/contests/2168293/box_score","https://stats.ncaa.org/contests/2168293/box_score",2168293,1
2022,15860,526333,"02/20/2022","UT Arlington",526281,9,"Sun Belt",818,1,"A&M-Corpus Christi",526333,7,"Southland",914,1,NA,"L",NA,"/contests/2168560/box_score","https://stats.ncaa.org/contests/2168560/box_score",2168560,1
2022,15860,526333,"02/22/2022","A&M-Corpus Christi",526333,0,"Southland",914,1,"Texas",526282,12,"Big 12",25354,1,NA,"L",NA,"/contests/2168745/box_score","https://stats.ncaa.org/contests/2168745/box_score",2168745,1
2022,15860,526333,"02/23/2022","A&M-Corpus Christi",526333,4,"Southland",914,1,"Texas",526282,5,"Big 12",25354,1,NA,"L",NA,"/contests/2168784/box_score","https://stats.ncaa.org/contests/2168784/box_score",2168784,1
2022,15860,526333,"02/25/2022","A&M-Corpus Christi",526333,5,"Southland",914,1,"Wichita St.",526308,3,"AAC",823,1,NA,"W",NA,"/contests/2169053/box_score","https://stats.ncaa.org/contests/2169053/box_score",2169053,1
2022,15860,526333,"02/26/2022","A&M-Corpus Christi",526333,2,"Southland",914,1,"Iowa",526437,1,"Big Ten",827,1,NA,"W","11","/contests/2169474/box_score","https://stats.ncaa.org/contests/2169474/box_score",2169474,1
2022,15860,526333,"02/27/2022","A&M-Corpus Christi",526333,5,"Southland",914,1,"Pepperdine",526524,7,"WCC",922,1,NA,"L",NA,"/contests/2169769/box_score","https://stats.ncaa.org/contests/2169769/box_score",2169769,1
2022,15860,526333,"02/28/2022","A&M-Corpus Christi",526333,10,"Southland",914,1,"Pepperdine",526524,4,"WCC",922,1,NA,"W",NA,"/contests/2169795/box_score","https://stats.ncaa.org/contests/2169795/box_score",2169795,1
2022,15860,526333,"03/01/2022","A&M-Corpus Christi",526333,7,"Southland",914,1,"Prairie View",526527,0,"SWAC",916,1,NA,"W",NA,"/contests/2169959/box_score","https://stats.ncaa.org/contests/2169959/box_score",2169959,1
2022,15860,526333,"03/04/2022","A&M-Corpus Christi",526333,6,"Southland",914,1,"SFA",526568,9,"WAC",923,1,NA,"L","10","/contests/2170367/box_score","https://stats.ncaa.org/contests/2170367/box_score",2170367,1
