"year","season_id","team_id","date","home_team","home_team_id","home_team_score","home_team_conference","home_team_conference_id","home_team_division","away_team","away_team_id","away_team_score","away_team_conference","away_team_conference_id","away_team_division","neutral_site","game_result","innings","slug","game_info_url","contest_id","division"
2021,15580,510278,"02/27/2021","Birmingham-So.",510246,1,"SAA",30169,3,"Adrian",510278,8,"Michigan Intercol. Ath. Assn.",873,3,NA,"W",NA,"/contests/2016808/box_score","https://stats.ncaa.org/contests/2016808/box_score",2016808,3
2021,15580,510278,"02/27/2021","Birmingham-So.",510246,8,"SAA",30169,3,"Adrian",510278,3,"Michigan Intercol. Ath. Assn.",873,3,NA,"L",NA,"/contests/2024923/box_score","https://stats.ncaa.org/contests/2024923/box_score",2024923,3
2021,15580,510278,"02/28/2021","Birmingham-So.",510246,6,"SAA",30169,3,"Adrian",510278,10,"Michigan Intercol. Ath. Assn.",873,3,NA,"W",NA,"/contests/2016653/box_score","https://stats.ncaa.org/contests/2016653/box_score",2016653,3
2021,15580,510278,"03/01/2021","Piedmont",510232,3,"USA South",842,3,"Adrian",510278,4,"Michigan Intercol. Ath. Assn.",873,3,NA,"W","14","/contests/2016993/box_score","https://stats.ncaa.org/contests/2016993/box_score",2016993,3
2021,15580,510278,"03/02/2021","Piedmont",510232,10,"USA South",842,3,"Adrian",510278,5,"Michigan Intercol. Ath. Assn.",873,3,NA,"L",NA,"/contests/2054147/box_score","https://stats.ncaa.org/contests/2054147/box_score",2054147,3
2021,15580,510278,"03/03/2021","Piedmont",510232,3,"USA South",842,3,"Adrian",510278,10,"Michigan Intercol. Ath. Assn.",873,3,NA,"W",NA,"/contests/2016916/box_score","https://stats.ncaa.org/contests/2016916/box_score",2016916,3
2021,15580,510278,"03/12/2021","Adrian",510278,4,"Michigan Intercol. Ath. Assn.",873,3,"North Central (IL) ",509472,0,"CCIW",836,3,"Westfield, IN","W",NA,"/contests/2051822/box_score","https://stats.ncaa.org/contests/2051822/box_score",2051822,3
2021,15580,510278,"03/14/2021","Adrian",510278,1,"Michigan Intercol. Ath. Assn.",873,3,"Spalding ",510238,8,"SLIAC",12974,3,"Westfield, IN","L",NA,"/contests/2057320/box_score","https://stats.ncaa.org/contests/2057320/box_score",2057320,3
2021,15580,510278,"03/20/2021","Adrian",510278,8,"Michigan Intercol. Ath. Assn.",873,3,"Calvin ",510307,9,"Michigan Intercol. Ath. Assn.",873,3,"Westfield, IN","L",NA,"/contests/2018648/box_score","https://stats.ncaa.org/contests/2018648/box_score",2018648,3
2021,15580,510278,"03/20/2021","Adrian",510278,1,"Michigan Intercol. Ath. Assn.",873,3,"Kalamazoo ",510380,4,"Michigan Intercol. Ath. Assn.",873,3,"Westfield, IN","L",NA,"/contests/2018725/box_score","https://stats.ncaa.org/contests/2018725/box_score",2018725,3
