"year","season_id","team_id","date","home_team","home_team_id","home_team_score","home_team_conference","home_team_conference_id","home_team_division","away_team","away_team_id","away_team_score","away_team_conference","away_team_conference_id","away_team_division","neutral_site","game_result","innings","slug","game_info_url","contest_id","division"
2023,16340,548068,"02/17/2023","A&M-Corpus Christi",548068,11,"Southland",914,1,"UT Arlington",547865,6,"WAC",923,1,NA,"W",NA,"/contests/2390382/box_score","https://stats.ncaa.org/contests/2390382/box_score",2390382,1
2023,16340,548068,"02/18/2023","A&M-Corpus Christi",548068,6,"Southland",914,1,"UT Arlington",547865,1,"WAC",923,1,NA,"W",NA,"/contests/2390746/box_score","https://stats.ncaa.org/contests/2390746/box_score",2390746,1
2023,16340,548068,"02/19/2023","A&M-Corpus Christi",548068,3,"Southland",914,1,"UT Arlington",547865,5,"WAC",923,1,NA,"L",NA,"/contests/2391004/box_score","https://stats.ncaa.org/contests/2391004/box_score",2391004,1
2023,16340,548068,"02/21/2023","Texas",547866,12,"Big 12",25354,1,"A&M-Corpus Christi",548068,2,"Southland",914,1,NA,"L",NA,"/contests/2391099/box_score","https://stats.ncaa.org/contests/2391099/box_score",2391099,1
2023,16340,548068,"02/24/2023","A&M-Corpus Christi",548068,4,"Southland",914,1,"UIW",548063,10,"Southland",914,1,NA,"L",NA,"/contests/2391282/box_score","https://stats.ncaa.org/contests/2391282/box_score",2391282,1
2023,16340,548068,"02/25/2023","A&M-Corpus Christi",548068,12,"Southland",914,1,"Houston",548164,2,"AAC",823,1,NA,"W",NA,"/contests/2391585/box_score","https://stats.ncaa.org/contests/2391585/box_score",2391585,1
2023,16340,548068,"02/26/2023","A&M-Corpus Christi",548068,6,"Southland",914,1,"Utah",547934,7,"Pac-12",905,1,NA,"L",NA,"/contests/2392003/box_score","https://stats.ncaa.org/contests/2392003/box_score",2392003,1
2023,16340,548068,"02/27/2023","A&M-Corpus Christi",548068,3,"Southland",914,1,"Utah",547934,6,"Pac-12",905,1,NA,"L",NA,"/contests/2392306/box_score","https://stats.ncaa.org/contests/2392306/box_score",2392306,1
2023,16340,548068,"03/03/2023","A&M-Corpus Christi",548068,4,"Southland",914,1,"Lindenwood",548409,0,"OVC",902,1,NA,"W",NA,"/contests/2392737/box_score","https://stats.ncaa.org/contests/2392737/box_score",2392737,1
2023,16340,548068,"03/04/2023","A&M-Corpus Christi",548068,13,"Southland",914,1,"Lindenwood",548409,3,"OVC",902,1,NA,"W",NA,"/contests/2393194/box_score","https://stats.ncaa.org/contests/2393194/box_score",2393194,1
