player_name,class,position,games_played,games_started,number,height,bats,throws,hometown,high_school,player_url,team_id,year,team_name,conference_id,conference,division,season_id,prev_team_id,player_id
A. Barbarino,Fr.,lf,0.0,0.0,36.0,,,,,,https://stats.ncaa.org/players/6915874,509474.0,2021,Norwich,23257.0,Great Northeast,3.0,15580.0,511.0,6915874
A. Camacho,---,2b,3.0,1.0,1.0,,,,,,https://stats.ncaa.org/players/7158773,509524.0,2021,UMass Dartmouth,867.0,Little East,3.0,15580.0,656.0,d3d-7158773
A. Castellan,Fr.,C,0.0,0.0,15.0,,,,,,https://stats.ncaa.org/players/6915869,509474.0,2021,Norwich,23257.0,Great Northeast,3.0,15580.0,511.0,6915869
A. Jaworski,---,ss,3.0,0.0,8.0,,,,,,https://stats.ncaa.org/players/7151829,510277.0,2021,Penn College,30071.0,United East,3.0,15580.0,30190.0,7151829
A. Mancini,---,ph,1.0,0.0,15.0,,,,,,https://stats.ncaa.org/players/7159313,509530.0,2021,Susquehanna,30101.0,Landmark,3.0,15580.0,685.0,7159313
A. Pugh,---,1b,4.0,1.0,32.0,,,,,,https://stats.ncaa.org/players/7144547,510272.0,2021,Valley Forge,21062.0,CSAC,3.0,15580.0,30166.0,d3d-7144547
A. Stoll,---,p,8.0,0.0,37.0,,,,,,https://stats.ncaa.org/players/7142378,510279.0,2021,Albion,873.0,Michigan Intercol. Ath. Assn.,3.0,15580.0,15.0,7142378
A. Varona,---,p,1.0,0.0,0.0,,,,,,https://stats.ncaa.org/players/7154281,510314.0,2021,Catholic,30101.0,Landmark,3.0,15580.0,124.0,d3d-7154281
A.J. Bunnell,Fr.,P,3.0,0.0,30.0,,,,,,https://stats.ncaa.org/players/7081537,509582.0,2021,Anderson (IN),9174.0,HCAC,3.0,15580.0,939.0,7081537
A.J. Cook,Fr.,INF,24.0,24.0,11.0,,,,,,https://stats.ncaa.org/players/7154032,509484.0,2021,Elms,888.0,NECC,3.0,15580.0,532.0,d3d-7154032
A.J. Corso,Sr.,C,3.0,0.0,71.0,,,,,,https://stats.ncaa.org/players/6915606,509466.0,2021,SUNY Maritime,13054.0,Skyline,3.0,15580.0,478.0,6915606
A.J. Hatlestad,Jr.,P,5.0,3.0,13.0,,,,,,https://stats.ncaa.org/players/6927727,510409.0,2021,Monmouth (IL),23119.0,MWC,3.0,15580.0,438.0,d3d-6102956
A.J. Herrera,Fr.,INF,17.0,5.0,1.0,,,,,,https://stats.ncaa.org/players/7130438,510270.0,2021,Southern Va.,15810.0,C2C,3.0,15580.0,30164.0,7130438
A.J. Kinney,Jr.,P,5.0,3.0,15.0,,,,,,https://stats.ncaa.org/players/6925976,510353.0,2021,Fredonia,917.0,SUNYAC,3.0,15580.0,242.0,6925976
A.J. Luciano,Jr.,SS,0.0,0.0,27.0,,,,,,https://stats.ncaa.org/players/6927487,510402.0,2021,Mass. Maritime,870.0,MASCAC,3.0,15580.0,399.0,6927487
A.J. Mancini,So.,P,3.0,0.0,45.0,,,,,,https://stats.ncaa.org/players/6926347,510366.0,2021,Heidelberg,901.0,OAC,3.0,15580.0,278.0,6926347
A.J. Mitchell,Sr.,INF,27.0,27.0,29.0,,,,,,https://stats.ncaa.org/players/6922820,510253.0,2021,Trine,873.0,Michigan Intercol. Ath. Assn.,3.0,15580.0,30037.0,6922820
A.J. Pietrafesa,Fr.,C,4.0,3.0,39.0,,,,,,https://stats.ncaa.org/players/7154444,510402.0,2021,Mass. Maritime,870.0,MASCAC,3.0,15580.0,399.0,d3d-7154444
A.J. Smith,Sr.,OF,45.0,45.0,22.0,,,,,,https://stats.ncaa.org/players/7083581,509550.0,2021,Webster,12974.0,SLIAC,3.0,15580.0,759.0,d3d-4914771
A.T. DiPina,Fr.,C,6.0,4.0,39.0,,,,,,https://stats.ncaa.org/players/7145751,509552.0,2021,Wentworth,839.0,CCC,3.0,15580.0,762.0,d3d-7145751
Aaron Ackerman,Sr.,P,0.0,0.0,11.0,,,,,,https://stats.ncaa.org/players/6915648,509467.0,2021,NYU,1471.0,UAA,3.0,15580.0,479.0,6915648
Aaron Alvarez,Fr.,P,6.0,3.0,1.0,,,,,,https://stats.ncaa.org/players/7154254,509505.0,2021,Rutgers-Newark,891.0,NJAC,3.0,15580.0,589.0,d3d-7154254
Aaron Ayers,So.,P,10.0,0.0,32.0,,,,,,https://stats.ncaa.org/players/6926648,510375.0,2021,New Jersey City,891.0,NJAC,3.0,15580.0,319.0,6926648
Aaron Bainer,Fr.,OF,0.0,0.0,30.0,,,,,,https://stats.ncaa.org/players/7142775,510412.0,2021,Dean,23257.0,Great Northeast,3.0,15580.0,30219.0,7142775
Aaron Berkowitz,So.,C,19.0,19.0,31.0,,,,,,https://stats.ncaa.org/players/6924554,510309.0,2021,Carleton,882.0,MIAC,3.0,15580.0,118.0,d3d-6733989
Aaron Blake,Sr.,P,11.0,0.0,14.0,,,,,,https://stats.ncaa.org/players/6922371,510238.0,2021,Spalding,12974.0,SLIAC,3.0,15580.0,23260.0,d3d-5668802
Aaron Bode,Fr.,P,6.0,0.0,13.0,,,,,,https://stats.ncaa.org/players/7151472,510217.0,2021,Martin Luther,30115.0,UMAC,3.0,15580.0,8597.0,d3d-7151472
Aaron Bollinger,Fr.,INF,9.0,3.0,11.0,,,,,,https://stats.ncaa.org/players/7144666,510379.0,2021,Juniata,30101.0,Landmark,3.0,15580.0,325.0,7144666
Aaron Boster,Fr.,P,9.0,7.0,39.0,,,,,,https://stats.ncaa.org/players/7114760,510023.0,2021,Wilmington (OH),901.0,OAC,3.0,15580.0,1461.0,d3d-7114760
Aaron Burns,Jr.,C,24.0,19.0,25.0,,,,,,https://stats.ncaa.org/players/6921232,510023.0,2021,Wilmington (OH),901.0,OAC,3.0,15580.0,1461.0,6921232
Aaron Castillo,Fr.,SS,3.0,0.0,39.0,,,,,,https://stats.ncaa.org/players/6916035,509479.0,2021,Old Westbury,13054.0,Skyline,3.0,15580.0,524.0,d3d-6916035
Aaron Clark,Sr.,INF,7.0,5.0,44.0,,,,,,https://stats.ncaa.org/players/6921722,510218.0,2021,Southwestern (TX),835.0,SCAC,3.0,15580.0,8746.0,d3d-5659073
Aaron Clogston,Fr.,C,38.0,38.0,41.0,,,,,,https://stats.ncaa.org/players/7095895,510251.0,2021,Crown (MN),30115.0,UMAC,3.0,15580.0,30035.0,d3d-7095895
Aaron Cole,Fr.,OF,15.0,12.0,6.0,,,,,,https://stats.ncaa.org/players/7152551,509557.0,2021,Western New Eng.,839.0,CCC,3.0,15580.0,775.0,7152551
Aaron Combs,Fr.,P,8.0,4.0,33.0,,,,,,https://stats.ncaa.org/players/7122351,509517.0,2021,Salisbury,15810.0,C2C,3.0,15580.0,622.0,d3d-7122351
Aaron Deutsch,Sr.,INF,20.0,8.0,3.0,,,,,,https://stats.ncaa.org/players/6918247,509548.0,2021,Washington Col.,9683.0,Centennial,3.0,15580.0,753.0,6918247
Aaron Diaz,Fr.,P,11.0,5.0,12.0,,,,,,https://stats.ncaa.org/players/7146304,510331.0,2021,Curry,839.0,CCC,3.0,15580.0,170.0,d3d-7146304
Aaron Eybers,Jr.,P,25.0,0.0,10.0,,,,,,https://stats.ncaa.org/players/7134852,509545.0,2021,Wartburg,864.0,American Rivers,3.0,15580.0,750.0,7134852
