player_name,class,position,games_played,games_started,number,height,bats,throws,hometown,high_school,player_url,team_id,year,team_name,conference_id,conference,division,season_id,prev_team_id,player_id
A. Mezzaucel,---,,21.0,3.0,77.0,-,,,,,https://stats.ncaa.org/players/8681830,574837.0,2024,Manhattanville,13054.0,Skyline,3.0,16580.0,382.0,8681830
A. Parkins,Fr.,ph,9.0,1.0,19.0,-,,,,,https://stats.ncaa.org/players/8679647,574544.0,2024,Simpson,864.0,American Rivers,3.0,16580.0,641.0,8679647
A. Perl,---,rf,14.0,14.0,12.0,-,,,,,https://stats.ncaa.org/players/8684928,574601.0,2024,Yeshiva,13054.0,Skyline,3.0,16580.0,814.0,8684928
A. Peterson,---,pr,9.0,6.0,58.0,-,,,,,https://stats.ncaa.org/players/8683201,574837.0,2024,Manhattanville,13054.0,Skyline,3.0,16580.0,382.0,8683201
A. Pitshone,Jr.,p,5.0,0.0,9.0,-,,,,,https://stats.ncaa.org/players/8276082,574673.0,2024,Centenary (NJ),30233.0,Atlantic East,3.0,16580.0,12884.0,8276082
A. Rocco,---,ph,8.0,2.0,23.0,-,,,,,https://stats.ncaa.org/players/8681821,574752.0,2024,Capital,901.0,OAC,3.0,16580.0,117.0,8681821
A. Sayers,---,p,7.0,2.0,41.0,-,,,,,https://stats.ncaa.org/players/8682133,574532.0,2024,St. Joseph's (ME),23257.0,Great Northeast,3.0,16580.0,605.0,8682133
A. Simon,Fr.,p,12.0,4.0,20.0,-,,,,,https://stats.ncaa.org/players/8596251,574694.0,2024,Northwestern-St. Paul,30115.0,UMAC,3.0,16580.0,30031.0,d3d-8596251
A. Small,---,p,1.0,0.0,46.0,-,,,,,https://stats.ncaa.org/players/8714571,574506.0,2024,Oswego St.,917.0,SUNYAC,3.0,16580.0,530.0,8714571
A.J. Bunnell,Sr.,P,2.0,0.0,30.0,-,LEFT,LEFT,"Westfield, IN",Westfield,https://stats.ncaa.org/players/8278088,574604.0,2024,Anderson (IN),9174.0,HCAC,3.0,16580.0,939.0,8278088
A.J. Cook,Sr.,INF,36.0,36.0,11.0,-,,,,,https://stats.ncaa.org/players/8286315,574508.0,2024,Elms,23257.0,Great Northeast,3.0,16580.0,532.0,d3d-7154032
A.J. Haines,Fr.,INF,0.0,0.0,6.0,5-9,RIGHT,RIGHT,"Arlington, VA",Bishop O'Connell,https://stats.ncaa.org/players/8424826,574658.0,2024,Hood,28744.0,MAC Commonwealth,3.0,16580.0,8404.0,8424826
A.J. Johnson,So.,INF,0.0,0.0,30.0,-,,,,,https://stats.ncaa.org/players/8259341,574839.0,2024,Mary Washington,15810.0,C2C,3.0,16580.0,390.0,8259341
A.J. Kisting,Jr.,C,25.0,23.0,23.0,-,RIGHT,RIGHT,,,https://stats.ncaa.org/players/8285486,574536.0,2024,St. Norbert,30097.0,NACC,3.0,16580.0,614.0,8285486
A.J. Le,So.,UT,20.0,5.0,13.0,-,,,,,https://stats.ncaa.org/players/8274673,574677.0,2024,MSOE,30097.0,NACC,3.0,16580.0,20220.0,d3d-8017450
A.J. Naha,Sr.,C,17.0,5.0,10.0,6-2,RIGHT,RIGHT,"Denver, CO",Mullen HS,https://stats.ncaa.org/players/8268406,574500.0,2024,Occidental,910.0,SCIAC,3.0,16580.0,516.0,8268406
A.J. Pietrafesa,Sr.,C,38.0,38.0,17.0,5-10,,,"Harwinton, CT",Lewis S. Mills,https://stats.ncaa.org/players/8281196,574844.0,2024,Mass. Maritime,870.0,MASCAC,3.0,16580.0,399.0,8281196
A.J. Poole,Fr.,1B,10.0,0.0,43.0,-,,,,,https://stats.ncaa.org/players/8418263,574839.0,2024,Mary Washington,15810.0,C2C,3.0,16580.0,390.0,8418263
A.J. Sferlazza,Jr.,OF,2.0,0.0,47.0,5-8,LEFT,LEFT,"Staten Island, NY",Monsignor Farrell,https://stats.ncaa.org/players/8275865,574553.0,2024,Susquehanna,30101.0,Landmark,3.0,16580.0,685.0,8275865
A.J. Wylie,Jr.,UT,29.0,26.0,21.0,5-7,,,"Kings Mountain, NC",Kings Mountain HS,https://stats.ncaa.org/players/8261822,574719.0,2024,Berea,30251.0,CCS,3.0,16580.0,30171.0,8261822
A.J. Zaccareo,Jr.,UT,2.0,0.0,51.0,6-4,RIGHT,RIGHT,"Montclair, NJ",Hotchkiss School (CT),https://stats.ncaa.org/players/8282958,574728.0,2024,Amherst,12817.0,NESCAC,3.0,16580.0,24.0,8282958
A.T. DiPina,Sr.,C,37.0,34.0,3.0,5-7,RIGHT,RIGHT,"Pawtucket, RI",Saint Raphael Academy,https://stats.ncaa.org/players/8265784,574575.0,2024,Wentworth,839.0,CCC,3.0,16580.0,762.0,d3d-7145751
Aagam Shah,So.,P,6.0,0.0,11.0,-,,,,,https://stats.ncaa.org/players/8259822,574677.0,2024,MSOE,30097.0,NACC,3.0,16580.0,20220.0,8259822
Aaron Archer,Jr.,C,7.0,0.0,25.0,6-0,RIGHT,RIGHT,,,https://stats.ncaa.org/players/8274853,574610.0,2024,Bluffton,9174.0,HCAC,3.0,16580.0,987.0,d3d-8274853
Aaron Babu,So.,OF,33.0,32.0,0.0,-,,,"Purcellville, VA",Loudoun Valley,https://stats.ncaa.org/players/8259392,574710.0,2024,Geneva,907.0,PAC,3.0,16580.0,30084.0,8259392
Aaron Barber,Sr.,INF,38.0,38.0,2.0,5-10,BOTH,RIGHT,"Seattle, WA",Kennedy Catholic,https://stats.ncaa.org/players/8267525,574637.0,2024,Pacific Lutheran,25300.0,NWC,3.0,16580.0,1297.0,8267525
Aaron Beaman,Fr.,C,16.0,7.0,5.0,6-1,RIGHT,RIGHT,"Franklin, TN",Centennial High School,https://stats.ncaa.org/players/8424831,574863.0,2024,Asbury,99020.0,DIII Independent,3.0,16580.0,30243.0,8424831
Aaron Blinn,So.,P,1.0,1.0,43.0,-,,,,,https://stats.ncaa.org/players/8278006,574667.0,2024,Endicott,839.0,CCC,3.0,16580.0,8981.0,8278006
Aaron Bode,Sr.,P,15.0,0.0,26.0,-,,,,,https://stats.ncaa.org/players/8261925,574663.0,2024,Martin Luther,30115.0,UMAC,3.0,16580.0,8597.0,8261925
Aaron Buck,Sr.,P,6.0,5.0,21.0,5-10,RIGHT,RIGHT,,,https://stats.ncaa.org/players/8411086,575837.0,2024,Alfred,863.0,Empire 8,3.0,16580.0,18.0,8411086
Aaron Burchett,Fr.,OF,11.0,0.0,40.0,6-1,RIGHT,RIGHT,"Mooresville, NC",Mooresville HS,https://stats.ncaa.org/players/8526999,574867.0,2024,Brevard,842.0,USA South,3.0,16580.0,30094.0,8526999
Aaron Cazares,So.,P,14.0,11.0,22.0,-,,,,,https://stats.ncaa.org/players/8286536,574584.0,2024,Whittier,910.0,SCIAC,3.0,16580.0,781.0,8286536
Aaron Chazin,Jr.,OF,33.0,32.0,2.0,-,,,,,https://stats.ncaa.org/players/8263261,574487.0,2024,Neb. Wesleyan,864.0,American Rivers,3.0,16580.0,462.0,8263261
Aaron Clark,So.,P,5.0,0.0,42.0,6-6,RIGHT,RIGHT,"Bellevue, WA",Interlake,https://stats.ncaa.org/players/8260237,574833.0,2024,Luther,864.0,American Rivers,3.0,16580.0,372.0,8260237
Aaron Clogston,Sr.,C,31.0,29.0,35.0,6-0,RIGHT,RIGHT,"Monroe, WA",Monroe,https://stats.ncaa.org/players/8259985,574648.0,2024,Whitworth,25300.0,NWC,3.0,16580.0,1454.0,d3d-7095895
Aaron Cole,Sr.,UT,43.0,42.0,6.0,5-10,RIGHT,RIGHT,"Forestdale, MA",St. John Paul II,https://stats.ncaa.org/players/8286749,574579.0,2024,Western New Eng.,839.0,CCC,3.0,16580.0,775.0,8286749
Aaron Flyte,Sr.,P,10.0,8.0,19.0,6-0,LEFT,RIGHT,,,https://stats.ncaa.org/players/8274430,574868.0,2024,Moravian,30101.0,Landmark,3.0,16580.0,443.0,8274430
Aaron Forgues,So.,P,9.0,6.0,21.0,6-2,RIGHT,RIGHT,"Leominster, MA",St. Johns,https://stats.ncaa.org/players/8279753,574873.0,2024,Hobart,24197.0,Liberty League,3.0,16580.0,282.0,8279753
Aaron Garcia,Fr.,INF,0.0,0.0,95.0,5-9,RIGHT,RIGHT,"Riverside, CA",Riverside Poly,https://stats.ncaa.org/players/8591044,574617.0,2024,George Fox,25300.0,NWC,3.0,16580.0,1094.0,8591044
Aaron Gault,Jr.,C,15.0,13.0,12.0,6-0,RIGHT,RIGHT,"Youngstown, OH",Heartland Christian,https://stats.ncaa.org/players/8282116,574802.0,2024,Grove City,907.0,PAC,3.0,16580.0,265.0,d3d-7576242
Aaron Gomez,Sr.,INF,43.0,41.0,1.0,-,LEFT,RIGHT,,,https://stats.ncaa.org/players/8264010,574688.0,2024,Concordia (TX),14825.0,ASC,3.0,16580.0,24400.0,8264010
Aaron Gonzales,Fr.,,20.0,20.0,5.0,-,,,,,https://stats.ncaa.org/players/8585297,574717.0,2024,Valley Forge,21062.0,CSAC,3.0,16580.0,30166.0,d3d-8585297
Aaron Goschke,Sr.,P,10.0,9.0,31.0,5-8,RIGHT,LEFT,"Gorham, ME",Gorham,https://stats.ncaa.org/players/8261126,574836.0,2024,Me.-Farmington,30026.0,North Atlantic,3.0,16580.0,379.0,8261126
Aaron Grant,Fr.,INF,0.0,0.0,60.0,5-10,RIGHT,RIGHT,"Pittsburgh, PA",Central Catholic,https://stats.ncaa.org/players/8590838,574705.0,2024,Saint Vincent,907.0,PAC,3.0,16580.0,30064.0,8590838
Aaron Gutierrez,Sr.,P,2.0,0.0,30.0,6-0,RIGHT,RIGHT,"Kingston, PA",Wyoming Valley West,https://stats.ncaa.org/players/8274254,574842.0,2024,Marywood,30233.0,Atlantic East,3.0,16580.0,397.0,d3d-6713068
Aaron Hair,Sr.,OF,8.0,7.0,19.0,-,RIGHT,RIGHT,"Frewsburg, NY",Frewsburg,https://stats.ncaa.org/players/8273723,574639.0,2024,Pitt.-Bradford,30022.0,AMCC,3.0,16580.0,1315.0,8273723
Aaron Hershberger,So.,2B,5.0,0.0,15.0,5-10,RIGHT,RIGHT,,,https://stats.ncaa.org/players/8263475,574602.0,2024,York (PA),28744.0,MAC Commonwealth,3.0,16580.0,815.0,8263475
Aaron Herst,So.,P,12.0,11.0,16.0,5-2,LEFT,LEFT,"Seattle, WA",Garfield,https://stats.ncaa.org/players/8287880,574765.0,2024,Claremont-M-S,910.0,SCIAC,3.0,16580.0,142.0,8287880
Aaron Hess,So.,3B,7.0,2.0,5.0,5-10,RIGHT,RIGHT,"Lititz, PA",Warwick,https://stats.ncaa.org/players/8268839,574785.0,2024,Elizabethtown,30101.0,Landmark,3.0,16580.0,211.0,8268839
Aaron Holland,Fr.,C,50.0,50.0,4.0,5-9,RIGHT,RIGHT,,,https://stats.ncaa.org/players/8594685,574596.0,2024,Wis.-Whitewater,1473.0,WIAC,3.0,16580.0,805.0,d3d-8594685
Aaron Huibregtse,Jr.,P,13.0,0.0,4.0,5-9,,RIGHT,"Oostburg, WI",Oostburg,https://stats.ncaa.org/players/8266377,574591.0,2024,Wis.-Oshkosh,1473.0,WIAC,3.0,16580.0,798.0,8266377
Aaron Izquierdo,Sr.,1B,35.0,34.0,27.0,-,,,,,https://stats.ncaa.org/players/8273608,574574.0,2024,Wells,30071.0,United East,3.0,16580.0,761.0,8273608
Aaron Jones,Fr.,INF,14.0,8.0,19.0,6-1,RIGHT,RIGHT,,,https://stats.ncaa.org/players/8589375,574730.0,2024,Augsburg,882.0,MIAC,3.0,16580.0,38.0,d3d-8589375
Aaron Kats,Sr.,P,10.0,2.0,16.0,-,RIGHT,RIGHT,,,https://stats.ncaa.org/players/8267578,574545.0,2024,Skidmore,24197.0,Liberty League,3.0,16580.0,642.0,8267578
Aaron Kifer,Jr.,P,9.0,9.0,25.0,6-4,RIGHT,RIGHT,"Niagara Falls, NY",Niagara Falls HS,https://stats.ncaa.org/players/8277590,574668.0,2024,SUNY Poly,30026.0,North Atlantic,3.0,16580.0,9500.0,8277590
Aaron Kimbel,So.,1B,19.0,12.0,53.0,6-4,,,"Apex, NC",,https://stats.ncaa.org/players/8264472,574675.0,2024,William Peace,842.0,USA South,3.0,16580.0,17094.0,8264472
Aaron Kirby,Fr.,,4.0,0.0,13.0,-,,,,,https://stats.ncaa.org/players/8456249,574724.0,2024,Albright,28744.0,MAC Commonwealth,3.0,16580.0,16.0,8456249
Aaron Lautenschlager,Jr.,INF,22.0,22.0,16.0,6-1,RIGHT,RIGHT,"Purcellville, VA",Loudoun Valley,https://stats.ncaa.org/players/8286858,574516.0,2024,Randolph-Macon,903.0,ODAC,3.0,16580.0,565.0,8286858
Aaron Little,Fr.,OF,0.0,0.0,34.0,6-3,LEFT,RIGHT,"Ludlow, MA",Ludlow Senior,https://stats.ncaa.org/players/8598245,574549.0,2024,Springfield,890.0,NEWMAC,3.0,16580.0,673.0,8598245
Aaron Lopez,So.,INF,46.0,44.0,3.0,-,,,,,https://stats.ncaa.org/players/8266723,574761.0,2024,Centre,30169.0,SAA,3.0,16580.0,132.0,8266723
Aaron Lundgren,Sr.,C,16.0,13.0,2.0,5-8,RIGHT,RIGHT,"Portsmouth, NH",Portsmouth,https://stats.ncaa.org/players/8453885,574575.0,2024,Wentworth,839.0,CCC,3.0,16580.0,762.0,d3d-6628751
Aaron Maxie,Fr.,1b,29.0,14.0,27.0,-,,,,,https://stats.ncaa.org/players/8591788,574764.0,2024,Chris. Newport,15810.0,C2C,3.0,16580.0,139.0,8591788
Aaron McIntyre,Fr.,P,12.0,0.0,28.0,5-7,LEFT,RIGHT,"East Haven, CT",East Haven,https://stats.ncaa.org/players/8595907,574656.0,2024,Albertus Magnus,23257.0,Great Northeast,3.0,16580.0,2798.0,8595907
Aaron McInvale,Jr.,P,11.0,8.0,9.0,-,,,,,https://stats.ncaa.org/players/8424766,574800.0,2024,Greensboro,842.0,USA South,3.0,16580.0,263.0,8424766
Aaron Monti,Sr.,P,12.0,5.0,24.0,6-1,RIGHT,RIGHT,,,https://stats.ncaa.org/players/8283636,574525.0,2024,Rockford,30097.0,NACC,3.0,16580.0,582.0,8283636
Aaron O'Grady,So.,P,15.0,0.0,25.0,6-2,RIGHT,RIGHT,"New Lenox, IL",Lincoln-Way Central,https://stats.ncaa.org/players/8281059,574640.0,2024,Dominican (IL),30097.0,NACC,3.0,16580.0,1332.0,8281059
Aaron Rice,Jr.,OF,29.0,24.0,4.0,-,RIGHT,RIGHT,,,https://stats.ncaa.org/players/8261414,574753.0,2024,Carleton,882.0,MIAC,3.0,16580.0,118.0,8261414
Aaron Robertson,Sr.,C,25.0,22.0,30.0,-,,,,,https://stats.ncaa.org/players/8274773,574488.0,2024,New England Col.,23257.0,Great Northeast,3.0,16580.0,467.0,8274773
Aaron San Miguel,Sr.,INF,0.0,0.0,5.0,-,RIGHT,RIGHT,,,https://stats.ncaa.org/players/8277154,574688.0,2024,Concordia (TX),14825.0,ASC,3.0,16580.0,24400.0,8277154
Aaron Santos,Jr.,INF,30.0,30.0,4.0,5-11,RIGHT,RIGHT,,,https://stats.ncaa.org/players/8287030,574791.0,2024,FDU-Florham,28745.0,MAC Freedom,3.0,16580.0,221.0,8287030
Aaron Severson,Sr.,INF,43.0,42.0,6.0,-,,,,,https://stats.ncaa.org/players/8266164,574694.0,2024,Northwestern-St. Paul,30115.0,UMAC,3.0,16580.0,30031.0,8266164
Aaron Siegal,So.,INF,9.0,7.0,25.0,5-8,RIGHT,RIGHT,"Abington, MA",Abington,https://stats.ncaa.org/players/8261460,574600.0,2024,Worcester St.,870.0,MASCAC,3.0,16580.0,809.0,8261460
Aaron Sisto,Jr.,3B,10.0,5.0,25.0,6-1,RIGHT,RIGHT,"Syracuse, OH",Liverpool,https://stats.ncaa.org/players/8464767,574746.0,2024,SUNY Brockport,917.0,SUNYAC,3.0,16580.0,78.0,8464767
Aaron Skrypek,So.,P,3.0,0.0,37.0,6-3,LEFT,LEFT,"Lino Lakes, MN",Centennial,https://stats.ncaa.org/players/8276273,574857.0,2024,Wis.-Eau Claire,1473.0,WIAC,3.0,16580.0,793.0,8276273
Aaron Sung,Fr.,INF,1.0,0.0,2.0,6-1,LEFT,RIGHT,"Camas, WA",Camas,https://stats.ncaa.org/players/8458613,574648.0,2024,Whitworth,25300.0,NWC,3.0,16580.0,1454.0,8458613
Aaron Szitanko,Fr.,OF,6.0,0.0,52.0,-,,,,,https://stats.ncaa.org/players/8422742,574493.0,2024,Nichols,839.0,CCC,3.0,16580.0,484.0,8422742
Aaron Thorne,Sr.,OF,10.0,1.0,9.0,-,RIGHT,RIGHT,,,https://stats.ncaa.org/players/8265177,574753.0,2024,Carleton,882.0,MIAC,3.0,16580.0,118.0,8265177
Aaron Ver Steeg,Jr.,UT,0.0,0.0,16.0,-,LEFT,RIGHT,,,https://stats.ncaa.org/players/8260520,574772.0,2024,Concordia-M'head,882.0,MIAC,3.0,16580.0,161.0,8260520
Aaron Wathen,Fr.,INF,18.0,14.0,15.0,-,RIGHT,RIGHT,,,https://stats.ncaa.org/players/8426583,574534.0,2024,St. Mary's (MD),30071.0,United East,3.0,16580.0,611.0,8426583
Aaron Whitman,Fr.,OF,20.0,10.0,7.0,6-1,RIGHT,RIGHT,"Bennington, VT",,https://stats.ncaa.org/players/8597368,574548.0,2024,Southern Me.,867.0,Little East,3.0,16580.0,662.0,8597368
Aaron Williams,Sr.,C,37.0,37.0,21.0,6-0,RIGHT,RIGHT,,,https://stats.ncaa.org/players/8425278,574620.0,2024,Guilford,903.0,ODAC,3.0,16580.0,1112.0,8425278
Aaron Young,Sr.,C,21.0,17.0,33.0,-,,,,,https://stats.ncaa.org/players/8266951,574655.0,2024,Thomas (ME),30026.0,North Atlantic,3.0,16580.0,2758.0,8266951
Aaron Zapata,Fr.,,18.0,8.0,3.0,-,,,,,https://stats.ncaa.org/players/8585296,574717.0,2024,Valley Forge,21062.0,CSAC,3.0,16580.0,30166.0,8585296
Abdel Razeq,Sr.,OF,8.0,3.0,30.0,6-0,LEFT,LEFT,,,https://stats.ncaa.org/players/8269682,574577.0,2024,WestConn,867.0,Little East,3.0,16580.0,770.0,8269682
Abe Bullard,Jr.,C,17.0,2.0,24.0,-,,,,,https://stats.ncaa.org/players/8262287,574584.0,2024,Whittier,910.0,SCIAC,3.0,16580.0,781.0,8262287
Abe Pease,Jr.,P,2.0,0.0,99.0,-,,,,,https://stats.ncaa.org/players/8278927,574487.0,2024,Neb. Wesleyan,864.0,American Rivers,3.0,16580.0,462.0,d3d-7985372
Abe Wingfield,So.,P,0.0,0.0,36.0,5-10,LEFT,LEFT,"Alexandria, VA",Alexandria,https://stats.ncaa.org/players/8271809,574826.0,2024,Kenyon,897.0,NCAC,3.0,16580.0,335.0,8271809
Abraham Hanna,So.,P,1.0,0.0,54.0,6-4,RIGHT,RIGHT,,,https://stats.ncaa.org/players/8271579,574504.0,2024,Olivet,873.0,Michigan Intercol. Ath. Assn.,3.0,16580.0,525.0,8271579
Acton Smith,Fr.,P,0.0,0.0,56.0,-,,,,,https://stats.ncaa.org/players/8455204,574626.0,2024,LaGrange,30251.0,CCS,3.0,16580.0,1162.0,8455204
Adam  Johaneson,So.,C,3.0,0.0,9.0,5-8,RIGHT,RIGHT,"Princeton, MN",Princeton,https://stats.ncaa.org/players/8261568,574595.0,2024,Wis.-Superior,30115.0,UMAC,3.0,16580.0,804.0,8261568
Adam Aldenderfer,Fr.,C,24.0,22.0,35.0,5-11,,,"Trout Run, PA",Williamsport,https://stats.ncaa.org/players/8680215,574721.0,2024,Penn College,30071.0,United East,3.0,16580.0,30190.0,8680215
Adam Anderson,Sr.,P,24.0,13.0,13.0,5-10,RIGHT,LEFT,,,https://stats.ncaa.org/players/8425276,574620.0,2024,Guilford,903.0,ODAC,3.0,16580.0,1112.0,8425276
Adam Anderson,Jr.,1B,4.0,0.0,32.0,6-0,RIGHT,RIGHT,"Berwick, PA",Berwick Area,https://stats.ncaa.org/players/8282871,574842.0,2024,Marywood,30233.0,Atlantic East,3.0,16580.0,397.0,d3d-7580594
Adam Aquilino,Jr.,SS,6.0,4.0,1.0,5-8,RIGHT,RIGHT,"Blackwood, NJ",Highland Regional,https://stats.ncaa.org/players/8453794,574528.0,2024,Rutgers-Camden,891.0,NJAC,3.0,16580.0,588.0,8453794
Adam Baeumel,Fr.,P,5.0,0.0,30.0,6-2,RIGHT,LEFT,,,https://stats.ncaa.org/players/8447805,574602.0,2024,York (PA),28744.0,MAC Commonwealth,3.0,16580.0,815.0,8447805
Adam Bendoraitis,Sr.,P,17.0,11.0,11.0,-,LEFT,RIGHT,,,https://stats.ncaa.org/players/8287315,574731.0,2024,Augustana (IL),836.0,CCIW,3.0,16580.0,40.0,d3d-7077818
Adam Benevidez,Fr.,,18.0,16.0,26.0,-,,,,,https://stats.ncaa.org/players/8425399,574859.0,2024,St. Thomas (TX),835.0,SCAC,3.0,16580.0,2810.0,8425399
Adam Biewen,Sr.,P,12.0,9.0,29.0,-,,,,,https://stats.ncaa.org/players/8277787,574803.0,2024,Gustavus Adolphus,882.0,MIAC,3.0,16580.0,266.0,8277787
Adam Birt,So.,INF,21.0,11.0,3.0,6-0,RIGHT,RIGHT,"Fremont, CA",Washington High School,https://stats.ncaa.org/players/8285095,574587.0,2024,Willamette,25300.0,NWC,3.0,16580.0,785.0,8285095
Adam Bland,Sr.,INF,46.0,46.0,15.0,-,RIGHT,RIGHT,"Dallas, TX",Episcopal School of Dallas,https://stats.ncaa.org/players/8491160,574622.0,2024,Hendrix,30169.0,SAA,3.0,16580.0,1124.0,8491160
Adam Bova,So.,C,3.0,2.0,30.0,-,,,,,https://stats.ncaa.org/players/8287255,574708.0,2024,Penn St. Harrisburg,30071.0,United East,3.0,16580.0,30081.0,8287255
Adam Braid,Jr.,C,11.0,8.0,16.0,6-0,LEFT,RIGHT,"Peabody, MA",Malden Catholic,https://stats.ncaa.org/players/8679592,574552.0,2024,Suffolk,839.0,CCC,3.0,16580.0,684.0,8679592
Adam Braun,Jr.,UT,35.0,33.0,17.0,6-1,LEFT,RIGHT,"Buffalo, MN",Buffalo,https://stats.ncaa.org/players/8595196,574538.0,2024,St. Scholastica,882.0,MIAC,3.0,16580.0,618.0,8595196
Adam Brouhard,Fr.,C,1.0,0.0,18.0,6-0,RIGHT,RIGHT,"Reno, NV",Bishop Manogue Catholic High School,https://stats.ncaa.org/players/8447774,574642.0,2024,Schreiner,835.0,SCAC,3.0,16580.0,1355.0,8447774
Adam Budorick,Sr.,OF,39.0,39.0,21.0,6-1,RIGHT,RIGHT,"Glenview, IL",Glenbrook South,https://stats.ncaa.org/players/8282430,574687.0,2024,Lesley,30026.0,North Atlantic,3.0,16580.0,24317.0,8282430
Adam Campbell,Fr.,P,0.0,0.0,40.0,6-1,RIGHT,RIGHT,"Crestwood, KY",South Oldham High School,https://stats.ncaa.org/players/8424848,574863.0,2024,Asbury,99020.0,DIII Independent,3.0,16580.0,30243.0,8424848
Adam Champlin,Fr.,P,10.0,0.0,9.0,6-0,RIGHT,RIGHT,"South Kortright, NY",South Kortright,https://stats.ncaa.org/players/8590436,574709.0,2024,SUNY Cobleskill,30026.0,North Atlantic,3.0,16580.0,30083.0,8590436
Adam Christopher,Jr.,C,9.0,0.0,25.0,5-9,RIGHT,RIGHT,"Yardley, PA",Pennsbury,https://stats.ncaa.org/players/8269365,574713.0,2024,Penn St.-Abington,30071.0,United East,3.0,16580.0,30114.0,8269365
Adam Cooper,Fr.,C,21.0,9.0,26.0,6-3,RIGHT,RIGHT,,,https://stats.ncaa.org/players/8426240,574509.0,2024,Penn St.-Behrend,30022.0,AMCC,3.0,16580.0,538.0,8426240
Adam Cootway,Sr.,INF,30.0,26.0,18.0,6-0,RIGHT,RIGHT,,,https://stats.ncaa.org/players/8268508,574596.0,2024,Wis.-Whitewater,1473.0,WIAC,3.0,16580.0,805.0,d3d-8021677
Adam Coppins,Jr.,P,3.0,0.0,23.0,6-2,RIGHT,RIGHT,"Lewiston, NY",Lewiston-Porter,https://stats.ncaa.org/players/8270075,574647.0,2024,Westminster (PA),907.0,PAC,3.0,16580.0,1451.0,8270075
Adam Cornelius,Fr.,C,3.0,0.0,32.0,-,,,,,https://stats.ncaa.org/players/8592080,574669.0,2024,Chatham,907.0,PAC,3.0,16580.0,10972.0,d3d-8592080
Adam Crocker,Fr.,OF,26.0,24.0,24.0,5-11,RIGHT,LEFT,"Windsor, Canada",Kings-Edgehill,https://stats.ncaa.org/players/8598240,574549.0,2024,Springfield,890.0,NEWMAC,3.0,16580.0,673.0,8598240
Adam Dapkewicz,Sr.,C,44.0,42.0,14.0,6-0,LEFT,RIGHT,"Davis, CA",Davis Senior,https://stats.ncaa.org/players/8453484,574765.0,2024,Claremont-M-S,910.0,SCIAC,3.0,16580.0,142.0,8453484
Adam Dorn,Sr.,INF,43.0,43.0,2.0,-,,,,,https://stats.ncaa.org/players/8259144,574626.0,2024,LaGrange,30251.0,CCS,3.0,16580.0,1162.0,8259144
Adam Dressler,So.,OF,6.0,1.0,23.0,-,,,,,https://stats.ncaa.org/players/8266778,574846.0,2024,Messiah,28744.0,MAC Commonwealth,3.0,16580.0,411.0,8266778
Adam Emhoff,Fr.,P,7.0,7.0,59.0,-,LEFT,LEFT,,,https://stats.ncaa.org/players/8590702,574806.0,2024,Hampden-Sydney,903.0,ODAC,3.0,16580.0,269.0,8590702
Adam English,Jr.,P,9.0,1.0,5.0,5-11,LEFT,LEFT,"Mesa, AZ",Dobson,https://stats.ncaa.org/players/8284794,574706.0,2024,VTSU Lyndon,30026.0,North Atlantic,3.0,16580.0,30065.0,8284794
