Player,player_id,B/T,Team,Conference,App,GS,ERA,IP,H,R,ER,BB,SO,HR-A,2B-A,3B-A,HB,BF,FO,GO,Pitches,gmLI,K9,BB9,HR9,RA9,H9,IR-A%,K%,BB%,K-BB%,HR/FB,FIP,xFIP,ERA+,WAR,Yr,Inh Run,Inh Run Score,Clutch,pWPA,pREA,pWPA/LI,Division,Season
Cannon Secrist,6913996?year_stat_category_id=14841,0.0,Academy of Art,PacWest,3,2,0.64,14.0,9,3,1,4,14,1,2,0,1,57,15,12,231,0.0,9.0,2.571428571428571,0.6428571428571428,1.9285714285714284,5.7857142857142865,0.0,24.561403508771928,7.017543859649122,17.543859649122805,6.25,4.649911633225907,5.241073831354777,189.7244243128192,0.06643382965129839,Jr,0,0,,,,,2,2021
Vincent Lontz,6913997?year_stat_category_id=14841,0.0,Academy of Art,PacWest,36,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jr,0,0,,,,,2,2021
Jayson Summers,7074701?year_stat_category_id=14841,0.0,Academy of Art,PacWest,9,9,3.86,56.0,47,30,24,27,51,3,7,1,6,251,44,68,960,0.0,8.196428571428571,4.339285714285714,0.4821428571428571,4.821428571428571,7.553571428571429,0.0,20.318725099601593,10.756972111553784,9.56175298804781,6.382978723404255,5.29276877608305,5.71239458676251,138.0254341366907,0.7676038575205291,Sr,0,0,,,,,2,2021
Fabian Barcena,7074700?year_stat_category_id=14841,0.0,Academy of Art,PacWest,13,0,12.46,4.1,8,6,6,2,2,1,2,0,2,23,6,3,61,0.0,4.390243902439025,4.390243902439025,2.1951219512195124,13.170731707317074,17.5609756097561,30.0,8.695652173913043,8.695652173913043,0.0,14.285714285714285,9.771862852738103,8.871464917015988,-0.052614159801489535,-0.08058571616690265,Sr,10,3,,,,,2,2021
Matthew Sanchez,7074703?year_stat_category_id=14841,0.0,Academy of Art,PacWest,10,9,7.55,56.0,66,50,47,33,45,12,11,2,8,269,78,38,978,0.0,7.232142857142858,5.303571428571429,1.9285714285714284,8.035714285714286,10.607142857142858,66.66666666666666,16.728624535315987,12.267657992565056,4.460966542750931,13.333333333333334,8.024911633225907,7.376322760058916,78.78031806528884,-0.4952567025026924,Sr,3,2,,,,,2,2021
Justin Summers,7074702?year_stat_category_id=14841,0.0,Academy of Art,PacWest,36,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sr,0,0,,,,,2,2021
Dalton Carleo,7100381?year_stat_category_id=14841,0.0,Adams St.,RMAC,10,10,10.96,46.0,96,78,56,17,35,15,22,1,5,264,51,46,548,0.0,6.847826086956522,3.326086956521739,2.9347826086956523,15.26086956521739,18.782608695652172,0.0,13.257575757575758,6.4393939393939394,6.818181818181818,22.727272727272727,8.802085546269385,6.470881566746391,43.72585287039394,0.153872646881974,Sr,0,0,,,,,2,2021
Chase Dixon,6910138?year_stat_category_id=14841,0.0,Adams St.,RMAC,37,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jr,0,0,,,,,2,2021
Alfredo Villa,6910140?year_stat_category_id=14841,0.0,Adams St.,RMAC,10,9,8.21,49.1,71,53,45,13,56,8,14,2,11,239,27,55,465,0.0,10.264765784114052,2.3828920570264764,1.4663951120162932,9.714867617107943,13.014256619144602,0.0,23.430962343096233,5.439330543933055,17.99163179916318,22.857142857142858,5.953373955018168,4.783146710979403,82.93697555346115,0.9842219457174929,Jr,0,0,,,,,2,2021
Cedrick Reynaud,6910141?year_stat_category_id=14841,0.0,Adams St.,RMAC,33,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jr,0,0,,,,,2,2021
Orlando Romero,6910143?year_stat_category_id=14841,0.0,Adams St.,RMAC,34,0,36.0,7.0,20,33,28,10,14,2,4,0,8,62,3,5,117,0.0,18.0,12.857142857142858,2.571428571428571,42.42857142857143,25.714285714285715,14.285714285714285,22.58064516129032,16.129032258064516,6.451612903225804,40.0,12.078483061797336,9.314030864199307,-313.3092423965162,-0.11429370290728358,Jr,7,1,,,,,2,2021
Zach Thomas,6910147?year_stat_category_id=14841,0.0,Adams St.,RMAC,11,0,9.9,10.0,21,12,11,2,0,2,7,1,3,57,17,12,144,0.0,0.0,1.8,1.8,10.799999999999999,18.900000000000002,56.25,0.0,3.508771929824561,-3.508771929824561,10.526315789473683,8.749911633225906,8.676468787615153,58.839958340958056,-0.06408137997983931,So,16,9,,,,,2,2021
Jamison Fuentes,6910149?year_stat_category_id=14841,0.0,Adams St.,RMAC,10,9,10.85,39.0,67,54,47,24,40,9,15,4,10,213,36,31,417,0.0,9.23076923076923,5.538461538461538,2.076923076923077,12.461538461538462,15.46153846153846,50.0,18.779342723004692,11.267605633802818,7.511737089201874,20.0,8.21401419732847,6.748360647362427,45.29429777771667,0.2269564287997211,So,2,1,,,,,2,2021
Chance Strand,6910150?year_stat_category_id=14841,0.0,Adams St.,RMAC,12,1,16.43,15.1,29,30,28,13,8,2,7,3,9,94,19,14,260,0.0,4.768211920529802,7.748344370860928,1.1920529801324504,17.880794701986755,17.28476821192053,25.0,8.51063829787234,13.829787234042554,-5.319148936170214,9.523809523809524,9.683024216007365,9.8105146392271,-34.26863479374336,-0.13212070664354364,So,8,2,,,,,2,2021
Connor Flynn,6910151?year_stat_category_id=14841,0.0,Adams St.,RMAC,9,1,19.16,10.1,20,25,22,11,14,2,7,3,1,64,11,5,170,0.0,12.475247524752476,9.801980198019802,1.7821782178217822,22.277227722772277,17.821782178217823,71.42857142857143,21.875,17.1875,4.6875,15.384615384615385,8.016248266889274,7.1535720296334215,-73.19458567547916,-0.03697624580281258,Jr,7,5,,,,,2,2021
Paul Giglio,6910152?year_stat_category_id=14841,0.0,Adams St.,RMAC,30,0,36.0,1.0,4,5,4,1,0,1,0,0,2,10,0,3,38,0.0,0.0,9.0,9.0,45.0,36.0,100.0,0.0,10.0,-10.0,100.0,26.649911633225905,14.979678556588668,-313.3092423965162,-0.059806950829714996,So,1,1,,,,,2,2021
Nathan Hield,6910154?year_stat_category_id=14841,0.0,Adams St.,RMAC,36,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,So,0,0,,,,,2,2021
Mike Bathauer,6910157?year_stat_category_id=14841,0.0,Adams St.,RMAC,38,0,13.5,0.2,2,1,1,1,1,0,0,0,1,6,0,1,0,0.0,45.0,45.0,0.0,45.0,90.0,0.0,16.666666666666664,16.666666666666664,0.0,0.0,24.649911633225905,24.649911633225905,7.509034101306433,-0.01079136144765574,Fr,0,0,,,,,2,2021
Jace Wytulka,6910158?year_stat_category_id=14841,0.0,Adams St.,RMAC,37,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fr,0,0,,,,,2,2021
Brody Bettis,6910159?year_stat_category_id=14841,0.0,Adams St.,RMAC,18,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,So,0,0,,,,,2,2021
Matt Bathauer,6910161?year_stat_category_id=14841,0.0,Adams St.,RMAC,38,7,12.74,29.2,58,51,42,15,31,5,15,4,10,172,30,22,489,0.0,9.554794520547945,4.623287671232877,1.5410958904109588,15.719178082191782,17.876712328767123,60.0,18.023255813953487,8.720930232558139,9.302325581395348,14.285714285714285,7.321144509938236,6.689015822188121,18.34556255189954,0.11736830278827076,Fr,5,3,,,,,2,2021
Caleb Raney,6910162?year_stat_category_id=14841,0.0,Adams St.,RMAC,5,0,21.0,6.0,14,18,14,9,5,1,7,0,1,43,10,3,124,0.0,7.5,13.5,1.5,27.0,21.0,100.0,11.627906976744185,20.930232558139537,-9.302325581395351,9.090909090909092,10.149911633225907,10.421150992724304,-99.43039139796777,-0.06323580315835771,Fr,3,3,,,,,2,2021
Santiago Cortez,6910163?year_stat_category_id=14841,0.0,Adams St.,RMAC,10,1,18.23,13.1,45,38,27,6,10,8,17,0,3,99,13,16,250,0.0,6.870229007633588,4.122137404580153,5.4961832061068705,26.106870229007633,30.916030534351147,75.0,10.1010101010101,6.0606060606060606,4.04040404040404,38.095238095238095,13.123194075973998,7.315950212662395,-59.93409691356915,-0.24340114813654395,So,8,6,,,,,2,2021
Thomas Lyall,6910164?year_stat_category_id=14841,0.0,Adams St.,RMAC,18,0,9.0,1.0,3,5,1,2,2,0,2,0,0,9,0,1,34,0.0,18.0,18.0,0.0,45.0,27.0,0.0,22.22222222222222,22.22222222222222,0.0,0.0,6.649911633225907,6.649911633225907,71.67268940087095,-0.00012795776477803403,Jr,1,0,,,,,2,2021
Ryan Downs,6910165?year_stat_category_id=14841,0.0,Adams St.,RMAC,19,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fr,0,0,,,,,2,2021
Troy Gutbub,7100390?year_stat_category_id=14841,0.0,Adams St.,RMAC,10,0,5.82,21.2,23,14,14,7,25,4,6,2,8,100,20,17,207,0.0,10.613207547169813,2.9716981132075473,1.6981132075471699,5.943396226415095,9.764150943396228,50.0,25.0,7.000000000000001,18.0,16.666666666666664,6.866892765301379,5.91945909363658,117.01500581256322,-0.015423695505122528,Sr,4,2,,,,,2,2021
Landon Faber,7100400?year_stat_category_id=14841,0.0,Adams St.,RMAC,14,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,So,0,0,,,,,2,2021
Kaden Roettger,7100420?year_stat_category_id=14841,0.0,Adams St.,RMAC,11,0,15.19,10.2,22,19,18,9,7,4,5,0,3,65,15,9,174,0.0,6.176470588235294,7.941176470588236,3.5294117647058827,16.764705882352942,19.411764705882355,66.66666666666666,10.76923076923077,13.846153846153847,-3.0769230769230766,21.052631578947366,11.904813594010221,9.28379119635262,-16.58798311119667,-0.15995026644168947,So,9,6,,,,,2,2021
Colton Goldfarb,7100407?year_stat_category_id=14841,0.0,Adams St.,RMAC,27,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,So,0,0,,,,,2,2021
Elliot McNeave,7100385?year_stat_category_id=14841,0.0,Adams St.,RMAC,10,0,15.07,14.1,32,31,24,5,7,4,11,2,2,84,12,21,214,0.0,4.468085106382978,3.1914893617021276,2.5531914893617023,19.78723404255319,20.425531914893618,37.5,8.333333333333332,5.952380952380952,2.3809523809523805,25.0,8.834308796346473,6.655320907963793,-14.876952303208313,-0.09385971110654244,So,8,3,,,,,2,2021
Chris Hamilton,7100419?year_stat_category_id=14841,0.0,Adams St.,RMAC,12,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,So,0,0,,,,,2,2021
Chase Hiatt,7100438?year_stat_category_id=14841,0.0,Adams St.,RMAC,4,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,So,0,0,,,,,2,2021
Will Morley,7100409?year_stat_category_id=14841,0.0,Adams St.,RMAC,24,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sr,0,0,,,,,2,2021
Sammy David,7100394?year_stat_category_id=14841,0.0,Adams St.,RMAC,21,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jr,0,0,,,,,2,2021
