Team,App,Conference,IP_float,H,2B-A,3B-A,Inh Run,Inh Run Score,HR-A,R,ER,WAR,FO,BB,HB,SO,BF,Pitches,Season,Division,IP,ERA,IR-A%,RA9,K9,H9,BB9,HR9,BB%,K%,K-BB%,HR/FB,FIP,xFIP,PF,ERA+,pitch_team,pREA,pWPA,pWPA/LI,li,Clutch
Drew,12,Landmark,25.0,22,4,0,2,2,0,16,12,0.6725376867708664,21,15,4,22,118,425,2025,3,25.0,4.32,100.0,5.76,7.92,7.92,5.3999999999999995,0.0,12.711864406779661,18.64406779661017,5.932203389830509,0.0,5.431080907074898,6.147352483599639,101.91297408288516,133.445280282076,Drew,55.967,-0.8196000000000002,-0.4895544294923336,0.7598214285714285,-0.5891200710952109
Earlham,10,HCAC,31.0,38,9,2,0,0,1,21,18,0.9724015216914466,24,12,4,33,145,504,2025,3,31.0,5.225806451612903,0.0,6.096774193548387,9.580645161290322,11.03225806451613,3.4838709677419355,0.29032258064516125,8.275862068965518,22.758620689655174,14.482758620689657,4.0,4.749790584494253,5.018100469790664,104.9341864370942,121.80825442016831,Earlham,75.999,-0.38360000000000094,-0.3092099843017373,0.7913255360623781,-0.17554626646806315
East Tex. Baptist,37,ASC,80.0,92,20,5,0,0,5,65,56,1.9618159614890034,66,37,21,76,385,937,2025,3,80.0,6.3,0.0,7.3125,8.549999999999999,10.35,4.1625000000000005,0.5625,9.61038961038961,19.74025974025974,10.129870129870131,7.042253521126761,5.998580907074897,5.942855935843598,101.83585455960868,102.86753172284062,East Tex. Baptist,182.191,-2.032799999999998,-1.4976866365369295,0.819088319088319,-0.9840970156369815
East. Mennonite,18,ODAC,24.0,25,7,0,2,2,6,19,17,-0.014976901811407786,28,11,3,12,109,259,2025,3,24.0,6.375,100.0,7.125,4.5,9.375,4.125,2.25,10.091743119266056,11.009174311926607,0.9174311926605512,17.647058823529413,8.911080907074897,6.869078605578926,109.79387775106966,108.83531141831764,East. Mennonite,49.838,-0.28920000000000057,-0.6264774936915939,0.5716335540838852,0.12055897660335191
Eastern,15,MAC Commonwealth,20.0,24,4,2,0,0,0,25,17,0.3647447228577602,13,19,8,24,109,145,2025,3,20.0,7.65,0.0,11.25,10.799999999999999,10.799999999999999,8.549999999999999,0.0,17.431192660550458,22.018348623853214,4.587155963302756,0.0,6.561080907074897,7.115338674623805,102.1705536082283,82.4398108472757,Eastern,37.58,-1.1076,-0.5641594611747968,0.9618518518518518,-0.5873692257716799
Edgewood,14,NACC,24.333333333333336,30,7,1,4,4,4,27,25,-0.09830773261990791,32,15,7,12,120,419,2025,3,24.1,9.246575342465752,100.0,9.986301369863014,4.438356164383562,11.095890410958903,5.547945205479452,1.4794520547945205,12.5,10.0,-2.5,11.11111111111111,8.774094605705034,7.898643370621408,102.75982198364964,58.71952151658035,Edgewood,48.096000000000004,-2.9887,-0.9246028702659591,1.480344827586207,-1.0943186298505094
Elmhurst,4,CCIW,8.0,12,1,0,0,0,2,7,5,-0.06738160369049477,10,6,1,4,41,0,2025,3,8.0,5.625,0.0,7.875,4.5,13.5,6.75,2.25,14.634146341463413,9.75609756097561,-4.878048780487804,16.666666666666664,9.786080907074897,7.815137293726222,98.58368095091336,110.41360010568621,Elmhurst,18.032,-0.4990000000000003,-0.3458483152255537,0.76,-0.31073063214286767
Elmira,14,Empire 8,26.0,28,3,4,1,0,0,26,20,0.3351086303976538,32,19,13,13,137,161,2025,3,26.0,6.923076923076923,0.0,9.0,4.5,9.692307692307692,6.576923076923077,0.0,13.86861313868613,9.48905109489051,-4.379562043795621,0.0,7.6033885993825905,8.652870762788805,100.39219621885272,91.72609766208777,Elmira,56.354,-0.9465999999999997,-0.7847334021417138,0.8719298245614034,-0.3009044248200565
Emory,33,UAA,79.0,93,14,3,0,0,4,84,58,1.2004392698314745,72,43,19,67,399,1152,2025,3,79.0,6.6075949367088604,0.0,9.569620253164556,7.632911392405063,10.59493670886076,4.89873417721519,0.45569620253164556,10.776942355889723,16.791979949874687,6.015037593984964,5.263157894736842,6.2275366032774295,6.38963183859811,99.28975439049442,95.51268653142202,Emory,160.062,-2.8474,-2.1690775098510557,0.9136270491803279,-0.9475114774765205
Endicott,12,CNE,30.0,34,5,2,0,0,1,24,22,0.36268745091903537,22,18,6,25,146,531,2025,3,30.0,6.6,0.0,7.2,7.5,10.2,5.3999999999999995,0.3,12.32876712328767,17.123287671232877,4.794520547945206,4.3478260869565215,6.077747573741565,6.298154171363352,100.22579619360036,96.60750675481171,Endicott,66.741,0.2838000000000001,-0.5505018925365606,1.0290719696969697,0.8262843531972766
Eureka,7,SLIAC,15.666666666666666,29,8,1,7,5,3,26,17,0.2075242603165321,16,10,5,13,91,0,2025,3,15.2,9.76595744680851,71.42857142857143,14.936170212765957,7.468085106382978,16.659574468085108,5.74468085106383,1.7234042553191489,10.989010989010989,14.285714285714285,3.2967032967032956,15.789473684210526,8.613208566649366,7.157977560112139,113.434896268532,64.82613334562338,Eureka,24.064,-4.361999999999999,-1.2226483808130861,0.8701754385964913,-3.790133877251429
FDU-Florham,16,MAC Freedom,35.0,43,11,3,0,0,0,37,31,0.42097030112504175,37,25,8,27,181,683,2025,3,35.0,7.9714285714285715,0.0,9.514285714285714,6.942857142857143,11.057142857142857,6.428571428571429,0.0,13.812154696132598,14.917127071823206,1.1049723756906076,0.0,6.196795192789184,7.09822540814345,97.75059908182386,71.96128148723587,FDU-Florham,72.515,-1.0578,-0.9370023261091208,0.6880753138075313,-0.6003293856573738
Ferrum,25,ODAC,47.0,53,16,0,0,0,4,59,45,0.2706132256483269,55,36,17,44,250,0,2025,3,47.0,8.617021276595745,0.0,11.297872340425531,8.425531914893618,10.148936170212766,6.8936170212765955,0.7659574468085106,14.399999999999999,17.599999999999998,3.1999999999999993,6.779661016949152,7.528102183670643,7.492135188102247,109.52903305405071,76.47567218475892,Ferrum,75.204,-3.3937999999999984,-2.300085370185204,1.038976793248945,-0.9663975984934079
Fitchburg St.,3,MASCAC,9.0,1,0,0,0,0,0,0,0,0.08232366533903979,8,4,4,8,34,139,2025,3,9.0,0.0,0.0,0.0,8.0,1.0,4.0,0.0,11.76470588235294,23.52941176470588,11.76470588235294,0.0,5.799969795963786,6.557929136201608,100.5582690378648,200.0,Fitchburg St.,28.161,0.2027999999999996,0.164903624153622,0.41794871794871796,0.3203233697114076
Fontbonne,14,SLIAC,34.666666666666664,61,12,3,0,0,2,59,49,0.6528280265148733,38,24,6,28,201,689,2025,3,34.2,12.721153846153847,0.0,15.317307692307693,7.269230769230769,15.836538461538463,6.230769230769232,0.5192307692307693,11.940298507462686,13.930348258706468,1.9900497512437827,5.0,6.641850137844129,6.875739666037454,106.76800703173086,12.927497289550494,Fontbonne,50.397,-2.6933999999999982,-1.902208349219413,0.5551480051480051,-2.9494707976450787
Franklin,16,HCAC,34.0,40,10,0,0,0,3,40,20,0.7742194018783105,31,23,6,42,176,275,2025,3,34.0,5.294117647058823,0.0,10.588235294117647,11.117647058823529,10.588235294117647,6.088235294117648,0.7941176470588236,13.068181818181818,23.863636363636363,10.795454545454545,8.823529411764707,6.146375024721957,5.852020458960094,110.86035314177838,125.02060738849279,Franklin,66.386,-0.6551999999999997,-0.6478090774971197,0.7753858024691359,-0.197189628841819
Franklin & Marshall,14,Centennial,34.0,30,6,0,0,0,0,16,12,0.40187565162183714,26,23,8,27,157,625,2025,3,34.0,3.176470588235294,0.0,4.235294117647059,7.147058823529411,7.9411764705882355,6.088235294117648,0.0,14.64968152866242,17.197452229299362,2.547770700636942,0.0,6.05813973060431,6.710207692426553,96.61379542719617,148.3785401048768,Franklin & Marshall,90.386,0.6481999999999997,0.303963132176433,0.738082901554404,0.5742579980446969
Geneva,6,PAC,11.333333333333334,10,2,0,0,0,4,16,13,-0.11776547503066909,16,17,1,11,63,0,2025,3,11.1,10.323529411764705,0.0,12.705882352941176,8.735294117647058,7.9411764705882355,13.5,3.176470588235294,26.984126984126984,17.46031746031746,-9.523809523809526,20.0,12.32284561295725,9.239382538429396,103.9052755274842,44.00337993344099,Geneva,18.419,-1.3313999999999995,-0.6261428799610194,0.6917748917748917,-1.2984716381866646
George Fox,27,NWC,59.0,74,7,3,5,2,4,50,36,0.6127928018512632,61,23,20,52,302,594,2025,3,59.0,5.491525423728813,40.0,7.627118644067796,7.932203389830509,11.288135593220339,3.5084745762711864,0.6101694915254238,7.6158940397351,17.218543046357617,9.602649006622517,6.153846153846154,6.21616565283761,6.274229665632367,99.1248970439835,113.01690891939957,George Fox,122.095,-1.6033999999999997,-1.8891704329702919,0.7870567375886525,-0.14803974950323773
Gettysburg,9,Centennial,23.0,24,4,0,0,0,0,13,9,0.6480473993552311,13,6,0,23,99,204,2025,3,23.0,3.5217391304347827,0.0,5.08695652173913,9.0,9.391304347826086,2.3478260869565215,0.0,6.0606060606060606,23.232323232323232,17.17171717171717,0.0,3.693689602727072,4.175652878856556,100.97192269760248,145.2377675529552,Gettysburg,57.899,0.23599999999999954,0.2012051294250985,0.7239495798319329,0.12478442367995018
Gordon,3,CNE,8.0,8,0,1,0,0,1,7,5,0.13469773903702523,6,4,1,11,39,146,2025,3,8.0,5.625,0.0,7.875,12.375,9.0,4.5,1.125,10.256410256410255,28.205128205128204,17.94871794871795,14.285714285714285,5.661080907074898,4.782197132621503,105.61404572508228,116.37705947075072,Gordon,14.903,-0.4179999999999995,-0.5939464069380603,0.6778846153846154,-0.022677706537116205
Greensboro,34,USA South,72.33333333333333,80,17,0,0,0,4,57,46,1.583993705793695,73,40,14,73,346,641,2025,3,72.1,5.723502304147466,0.0,7.092165898617512,9.08294930875576,9.953917050691246,4.976958525345623,0.4976958525345622,11.560693641618498,21.09826589595376,9.537572254335261,5.194805194805195,5.851173072973515,6.039996499444961,101.28675368838496,111.27749449493511,Greensboro,171.417,-2.470600000000001,-0.8686092339578017,0.8159453302961276,-2.1592897051823448
Greenville,34,SLIAC,66.0,99,20,2,2,2,5,76,65,1.6369016865650972,69,31,16,52,341,881,2025,3,66.0,8.863636363636363,100.0,10.363636363636365,7.090909090909091,13.5,4.2272727272727275,0.6818181818181819,9.090909090909092,15.249266862170089,6.158357771260997,6.756756756756757,6.456535452529444,6.42774931729912,110.80358979320756,74.40201054894658,Greenville,124.256,-2.752599999999999,-2.5523755859330803,0.9291666666666666,-0.41006387595032656
Grinnell,11,MWC,17.0,30,13,1,4,4,3,28,28,0.20591114700010993,27,11,4,11,96,165,2025,3,17.0,14.823529411764707,100.0,14.823529411764705,5.8235294117647065,15.882352941176471,5.8235294117647065,1.5882352941176472,11.458333333333332,11.458333333333332,0.0,10.0,8.55813973060431,7.768794303135278,112.32138881734886,-7.211446423593193,Grinnell,20.996000000000002,-1.2688000000000001,-1.0077643187361085,0.6443977591036415,-0.9612059051282689
Grove City,7,PAC,24.0,26,6,0,4,1,0,12,9,0.5423489412302671,35,10,4,18,113,99,2025,3,24.0,3.375,25.0,4.5,6.75,9.75,3.75,0.0,8.849557522123893,15.929203539823009,7.079646017699115,0.0,5.161080907074898,6.404607949652574,104.69159204650906,149.3841469477407,Grove City,63.096,-0.5074000000000002,-0.3802626074304094,0.7944444444444444,-0.25842270725490557
Guilford,28,ODAC,51.0,59,9,2,2,1,1,35,26,1.3805842614492496,41,23,7,47,245,872,2025,3,51.0,4.588235294117647,50.0,6.176470588235294,8.294117647058822,10.411764705882353,4.0588235294117645,0.1764705882352941,9.387755102040817,19.183673469387756,9.795918367346939,2.380952380952381,5.087551495310192,5.534876570334449,112.8656379198646,136.1723979922609,Guilford,121.45,-0.9968000000000011,-0.8136140537131681,1.0147970085470086,-0.16865135661477948
Gustavus Adolphus,5,MIAC,16.0,14,4,1,0,0,2,8,5,0.485828028618446,9,3,0,15,64,0,2025,3,16.0,2.8125,0.0,4.5,8.4375,7.875,1.6875,1.125,4.6875,23.4375,18.75,18.181818181818183,5.223580907074898,4.184815084290088,106.08563136587895,158.37439551892706,Gustavus Adolphus,42.064,0.07499999999999954,-0.15103711268105813,1.0988636363636364,0.21928943946492535
Gwynedd Mercy,17,Atlantic East,42.0,59,12,3,0,0,0,38,35,0.7046682624680586,49,23,4,32,204,733,2025,3,42.0,7.5,0.0,8.142857142857142,6.857142857142857,12.642857142857142,4.928571428571429,0.0,11.27450980392157,15.686274509803921,4.4117647058823515,0.0,5.315842811836803,6.310664445898944,101.9304444818064,84.4734157085148,Gwynedd Mercy,93.418,-1.0157999999999998,-0.5556446432678311,0.7055555555555555,-0.8840718921652396
Hamline,13,MIAC,31.333333333333336,50,13,1,0,0,5,39,25,0.42926005293095254,26,18,2,31,166,573,2025,3,31.1,7.180851063829786,0.0,11.202127659574467,8.904255319148936,14.361702127659575,5.170212765957446,1.4361702127659572,10.843373493975903,18.67469879518072,7.831325301204817,16.129032258064516,6.921719204947238,5.690884055717261,93.67022322168516,79.6353515652882,Hamline,54.87,-1.8437999999999994,-2.038242341951767,1.0696314102564102,0.31447097330992135
Hampden-Sydney,24,ODAC,54.0,66,19,0,0,0,4,45,36,1.0510599762773227,41,23,2,45,255,754,2025,3,54.0,6.0,0.0,7.5,7.5,11.0,3.8333333333333335,0.6666666666666666,9.019607843137255,17.647058823529413,8.627450980392158,8.88888888888889,5.596266092260083,5.343890010770077,102.65993143781196,108.23546502421517,Hampden-Sydney,120.837,-1.1084000000000007,-1.0702145359198816,0.5383076923076923,-0.9888309056348497
Hanover,19,HCAC,44.0,49,12,0,0,0,3,43,26,0.6169495570589759,36,24,7,40,222,771,2025,3,44.0,5.318181818181818,0.0,8.795454545454545,8.181818181818182,10.022727272727272,4.909090909090908,0.6136363636363635,10.81081081081081,18.01801801801802,7.207207207207208,7.6923076923076925,6.09289908889308,5.962341499187044,104.46041361017294,120.0651751930407,Hanover,91.547,-1.4955999999999996,-1.1828289670507308,1.101388888888889,-0.17509284883829768
Hardin-Simmons,36,ASC,75.0,110,29,7,21,7,8,87,70,1.2413362704017652,100,38,12,38,389,1341,2025,3,75.0,8.4,33.33333333333333,10.44,4.5600000000000005,13.2,4.5600000000000005,0.9600000000000001,9.768637532133676,9.768637532133676,0.0,7.4074074074074066,7.284414240408232,7.125641704926835,99.64482131420782,67.642321570695,Hardin-Simmons,145.428,-4.2783999999999995,-3.642802030562525,1.1307909604519775,-0.14074430968229068
Hartford,14,CNE,26.0,20,5,0,0,0,0,23,18,0.46333795418211804,21,20,7,32,128,521,2025,3,26.0,6.230769230769231,0.0,7.961538461538462,11.076923076923077,6.923076923076923,6.923076923076923,0.0,15.625,25.0,9.375,0.0,5.564927060921052,6.25364973065638,106.56519875053591,108.1982722436341,Hartford,52.096000000000004,-1.3270000000000002,-0.7179787838415084,1.1035031847133758,-0.4845551266924022
Heidelberg,7,OAC,17.0,19,5,1,2,2,5,15,15,0.090473078309813,12,5,4,15,74,121,2025,3,17.0,7.9411764705882355,100.0,7.9411764705882355,7.9411764705882355,10.058823529411764,2.6470588235294117,2.6470588235294117,6.756756756756757,20.27027027027027,13.513513513513512,29.411764705882355,8.55813973060431,5.587314576607153,101.3388153150478,76.96360100382802,Heidelberg,31.935,-0.05600000000000012,-0.6266737151737147,0.49406130268199233,0.5133274569340868
Hendrix,42,SAA,71.0,56,7,1,3,3,5,39,31,0.7646784101957859,78,47,10,69,326,1076,2025,3,71.0,3.9295774647887325,100.0,4.943661971830986,8.746478873239436,7.098591549295774,5.95774647887324,0.6338028169014085,14.417177914110429,21.165644171779142,6.7484662576687136,6.024096385542169,6.291362597215743,6.372692926718653,104.48910520420212,140.95278317494962,Hendrix,183.159,-0.5804000000000007,-0.21796844738991772,1.2354552469135802,-0.2518178936774407
Hiram,8,NCAC,22.0,26,4,2,0,0,0,12,8,0.4010365692634177,29,7,1,22,99,342,2025,3,22.0,3.272727272727273,0.0,4.909090909090908,9.0,10.636363636363637,2.8636363636363638,0.0,7.07070707070707,22.22222222222222,15.151515151515152,0.0,4.001989997983989,5.126009246859394,98.21520230704328,147.68145137458092,Hiram,50.58,-0.2688000000000008,-0.1404431228901878,0.26321428571428573,-0.8807780440026239
Hood,26,MAC Commonwealth,53.0,60,10,0,0,0,0,58,32,0.6891894327296358,46,40,17,35,281,704,2025,3,53.0,5.433962264150943,0.0,9.849056603773585,5.943396226415094,10.18867924528302,6.7924528301886795,0.0,14.23487544483986,12.455516014234876,-1.779359430604984,0.0,6.816741284433388,7.5568242251373,96.88171665183302,111.93580281990701,Hood,106.769,-2.3943999999999988,-1.7372406124132553,1.033101851851852,-0.5804398715661294
Hope,11,Michigan Intercol. Ath. Assn.,23.0,44,8,2,0,0,6,44,31,0.2476767589835119,18,25,6,22,145,478,2025,3,23.0,12.130434782608695,0.0,17.217391304347828,8.608695652173914,17.217391304347828,9.782608695652174,2.3478260869565215,17.24137931034483,15.172413793103448,-2.068965517241381,25.0,10.43282003750968,7.931294045614949,100.76724859885331,10.991404750844191,Hope,22.701999999999998,-1.2857999999999985,-1.4000579424497017,0.3597826086956522,-2.173766830964191
Howard Payne,35,ASC,59.333333333333336,72,14,1,0,0,4,67,60,0.8807945899475013,62,44,20,56,319,791,2025,3,59.1,9.101123595505618,0.0,10.162921348314606,8.49438202247191,10.92134831460674,6.6741573033707855,0.6067415730337078,13.793103448275861,17.55485893416928,3.761755485893417,6.0606060606060606,7.135800008198494,7.207909238748913,106.54542179775233,65.88269844767083,Howard Payne,117.611,-2.4093999999999998,-1.9881516351815867,1.0379052369077306,-0.333254900137971
Huntingdon,33,CCS,85.0,88,17,3,0,0,3,57,50,1.6699322324473869,60,36,23,81,397,1402,2025,3,85.0,5.294117647058823,0.0,6.035294117647059,8.576470588235294,9.31764705882353,3.8117647058823527,0.3176470588235294,9.06801007556675,20.40302267002519,11.33501259445844,4.761904761904762,5.546375024721957,5.719555827537905,103.3127507160293,119.54292296296332,Huntingdon,205.836,-1.1120000000000017,-1.014242629837205,1.0169291338582678,-0.07924556218757406
Ill. Wesleyan,6,CCIW,18.0,19,2,1,0,0,1,9,6,0.33918511628716524,16,5,5,16,82,142,2025,3,18.0,3.0,0.0,4.5,8.0,9.5,2.5,0.5,6.097560975609756,19.51219512195122,13.414634146341463,5.88235294117647,5.52219201818601,5.605301594966472,98.6639294608602,152.2594482070883,Ill. Wesleyan,42.014,-0.3858000000000003,-0.30371084640714796,0.7965151515151516,-0.18064905467712095
Illinois Col.,10,MWC,23.0,29,6,0,0,0,4,24,19,0.2333467279918924,13,16,6,39,124,503,2025,3,23.0,7.434782608695652,0.0,9.391304347826086,15.26086956521739,11.347826086956522,6.260869565217391,1.5652173913043477,12.903225806451612,31.451612903225808,18.548387096774196,23.52941176470588,6.650211341857506,5.019601445424826,102.5370450287601,86.15549726771738,Illinois Col.,44.838,-1.3905999999999996,-1.5626790776475,0.9413870246085012,0.08549704342696818
Immaculata,14,Atlantic East,30.0,60,12,3,1,0,3,53,39,0.2067421794189015,36,15,9,23,180,308,2025,3,30.0,11.7,0.0,15.899999999999999,6.9,18.0,4.5,0.9,8.333333333333332,12.777777777777777,4.444444444444445,7.6923076923076925,7.077747573741565,6.886263108839379,96.81080847415498,10.247895001043794,Immaculata,40.87,-2.5439999999999987,-2.0081405238703893,0.6314327485380117,-2.0207920994220374
Ithaca,12,Liberty League,23.0,26,8,1,6,2,3,21,20,0.18909107684736276,24,14,7,27,115,230,2025,3,23.0,7.826086956521739,33.33333333333333,8.217391304347826,10.56521739130435,10.17391304347826,5.478260869565218,1.1739130434782608,12.173913043478262,23.47826086956522,11.304347826086957,11.11111111111111,6.998037428814028,6.3033859053237595,96.90707822330324,73.20160479116969,Ithaca,50.967,-0.41899999999999915,-0.6212555563959965,0.8735632183908046,0.1416108195538922
John Jay,7,CUNYAC,14.0,14,2,1,0,0,0,11,11,0.15727552223213753,13,11,5,7,68,230,2025,3,14.0,7.071428571428571,0.0,7.071428571428571,4.5,9.0,7.071428571428571,0.0,16.176470588235293,10.294117647058822,-5.882352941176471,0.0,7.339652335646326,8.13144914643048,105.147677306496,94.40774542672412,John Jay,28.609,0.2329999999999997,-0.05920152792360879,0.5650877192982455,0.4715268927171507
Johns Hopkins,19,Centennial,36.0,16,3,0,2,0,3,10,6,0.6938643286016375,27,13,3,46,138,157,2025,3,36.0,1.5,0.0,2.5,11.5,4.0,3.25,0.75,9.420289855072465,33.33333333333333,23.913043478260864,10.0,4.772192018186009,4.3994455663256335,102.09824021088758,176.93265611244055,Johns Hopkins,102.644,0.4715999999999994,0.7203351316755706,0.5140759930915372,0.19703896541833044
Juniata,5,Landmark,16.333333333333332,22,10,0,0,0,2,14,9,0.3624842067820761,20,7,0,9,78,260,2025,3,16.1,4.959183673469388,0.0,7.714285714285715,4.959183673469388,12.122448979591837,3.8571428571428577,1.1020408163265307,8.974358974358974,11.538461538461538,2.564102564102564,9.090909090909092,6.686591111156531,6.243294805292413,104.75867451713572,125.67331108328024,Juniata,36.064,-0.25419999999999987,-0.23074909061526871,0.9824652777777777,-0.02798778869202928
Kalamazoo,15,Michigan Intercol. Ath. Assn.,31.0,36,5,1,8,5,2,28,20,0.8392401959942383,24,14,5,31,151,540,2025,3,31.0,5.806451612903226,62.5,8.129032258064516,9.0,10.451612903225808,4.064516129032258,0.5806451612903225,9.271523178807946,20.52980132450331,11.258278145695364,7.6923076923076925,5.588500261913608,5.464961897460585,96.90446955913852,105.92123876863211,Kalamazoo,68.999,-1.1447999999999992,-0.5948816951021746,1.020066334991708,-0.5273982593767711
Kean,24,NJAC,81.0,76,12,0,11,6,7,37,30,1.4962634214029675,73,35,12,85,353,1358,2025,3,81.0,3.3333333333333335,54.54545454545454,4.111111111111111,9.444444444444445,8.444444444444445,3.888888888888889,0.7777777777777777,9.91501416430595,24.07932011331445,14.164305949008499,8.75,5.67651300584033,5.395233260425563,98.05794763987726,146.62713281179083,Kean,216.449,0.41359999999999886,-0.24564409755838426,0.9680232558139535,0.6729065600208455
Keene St.,3,Little East,8.0,5,2,2,0,0,0,4,4,0.15805453651706958,7,3,3,8,35,118,2025,3,8.0,4.5,0.0,4.5,9.0,5.625,3.375,0.0,8.571428571428571,22.857142857142858,14.285714285714286,0.0,5.161080907074898,5.907197132621503,110.93648429079327,136.31125326400903,Keene St.,17.903,-0.179,-0.1395346320346319,0.4974358974358974,-0.22031072879011038
Keystone,9,United East,18.0,17,5,1,0,0,1,12,7,0.6189532018503995,13,8,1,24,80,298,2025,3,18.0,3.5,0.0,6.0,12.0,8.5,4.0,0.5,10.0,30.0,20.0,7.142857142857142,4.466636462630453,4.407628663116325,104.28380296801892,147.30422797657866,Keystone,41.193,0.10619999999999921,-0.1364951215451226,0.9890522875816994,0.24387063781804433
King's (PA),7,MAC Freedom,8.0,5,2,0,7,4,0,7,7,0.010744202314745405,7,8,6,5,45,149,2025,3,8.0,7.875,57.14285714285714,7.875,5.625,5.625,9.0,0.0,17.77777777777778,11.11111111111111,-6.666666666666668,0.0,8.911080907074897,9.657197132621503,101.17028466472011,77.78565681032951,King's (PA),14.903,-0.6609999999999998,-0.3973439260408963,1.6901639344262294,0.006257602083573399
Knox,6,MWC,14.0,12,4,0,0,0,0,1,0,0.3994814991989879,12,5,1,16,59,200,2025,3,14.0,0.0,0.0,0.6428571428571428,10.285714285714285,7.7142857142857135,3.2142857142857144,0.0,8.47457627118644,27.11864406779661,18.64406779661017,0.0,3.911080907074898,4.641970270875654,118.61961060704829,200.0,Knox,42.806,0.22739999999999988,0.17664920123735883,0.4851351351351351,0.29208617480720916
La Roche,9,AMCC,14.0,19,2,1,0,0,1,18,13,0.08329111957082139,15,15,4,10,81,129,2025,3,14.0,8.357142857142858,0.0,11.571428571428573,6.428571428571429,12.214285714285715,9.642857142857142,0.6428571428571428,18.51851851851852,12.345679012345679,-6.17283950617284,6.25,8.48250947850347,8.528457201666383,102.36159427686152,71.81259014464607,La Roche,26.806,-0.18900000000000022,-0.508892565674697,0.9713636363636363,0.3143207360069382
La Verne,24,SCIAC,54.0,45,7,0,0,0,1,22,21,1.2239910627216444,51,21,11,45,239,771,2025,3,54.0,3.5,0.0,3.6666666666666665,7.5,7.5,3.5,0.16666666666666666,8.786610878661087,18.828451882845187,10.0418410041841,1.9230769230769231,5.26293275892675,5.843314636776983,100.18406215596474,145.147807059539,La Verne,146.966,0.4691999999999989,0.43084327224032887,1.019367991845056,0.029441927759670083
LaGrange,43,CCS,92.0,110,14,0,0,0,3,81,56,0.8124299377669276,102,66,18,67,465,1474,2025,3,92.0,5.478260869565218,0.0,7.923913043478261,6.554347826086957,10.76086956521739,6.456521739130435,0.2934782608695652,14.193548387096774,14.408602150537634,0.21505376344086002,2.857142857142857,6.617602646205333,7.1668846795269925,104.29027492737674,117.52477967716908,LaGrange,200.492,-1.5287999999999997,-1.712878891017992,0.7180969060128429,-0.4160816812932018
Lancaster Bible,20,United East,43.0,72,13,0,0,0,6,59,47,1.1415290489069836,43,32,8,38,241,579,2025,3,43.0,9.837209302325581,0.0,12.348837209302326,7.953488372093023,15.069767441860465,6.697674418604651,1.255813953488372,13.278008298755188,15.767634854771783,2.4896265560165958,12.244897959183673,7.74829020940048,6.906022968251873,115.73853112543478,66.55001382758867,Lancaster Bible,69.289,-1.5109999999999981,-1.9681244634940156,1.0576476793248943,0.5394823650548808
LeTourneau,29,ASC,48.0,64,12,2,28,11,1,62,51,0.6482095782208017,39,54,15,41,271,977,2025,3,48.0,9.5625,39.285714285714285,11.625,7.6875,12.0,10.125,0.1875,19.92619926199262,15.129151291512915,-4.797047970479703,2.5,7.786080907074898,8.225834455214521,99.05773111556586,48.43195133844469,LeTourneau,88.19200000000001,-2.242599999999998,-1.9706046419885623,1.1698067632850242,0.05353588295490708
Lebanon Valley,21,MAC Freedom,33.0,43,10,3,0,0,4,45,34,0.13006993033194755,31,29,7,33,178,722,2025,3,33.0,9.272727272727273,0.0,12.272727272727272,9.0,11.727272727272727,7.909090909090909,1.0909090909090908,16.292134831460675,18.53932584269663,2.247191011235955,11.428571428571429,7.759565755559747,7.0881914834950255,97.6391917645621,50.8896126280989,Lebanon Valley,51.999,-1.9672000000000003,-1.514177685218832,0.9870370370370369,-0.4788579620607183
Lehman,3,CUNYAC,8.0,11,0,0,0,0,0,12,12,0.15421246441498448,6,9,2,9,46,173,2025,3,8.0,13.5,0.0,13.5,10.125,12.375,10.125,0.0,19.565217391304348,19.565217391304348,0.0,0.0,6.786080907074898,7.4256091004005595,130.1657260757776,37.15976859382258,Lehman,13.032,-0.1613999999999998,-0.29983927876613176,0.6531446540880503,0.052727097735799866
Lewis & Clark,16,NWC,44.0,48,14,1,0,0,3,26,23,0.41111338913254014,50,15,6,27,197,634,2025,3,44.0,4.704545454545454,0.0,5.318181818181818,5.5227272727272725,9.818181818181817,3.068181818181818,0.6136363636363635,7.614213197969544,13.705583756345177,6.091370558375633,5.660377358490567,6.001989997983989,6.142747399385809,93.57762432694544,121.06488589276827,Lewis & Clark,102.289,-0.11720000000000147,-0.438187625872419,0.9761067708333333,0.3181187937507607
Linfield,13,NWC,26.0,23,2,0,13,8,2,22,19,0.26079928031301486,21,14,9,30,125,0,2025,3,26.0,6.576923076923077,61.53846153846154,7.615384615384615,10.384615384615383,7.961538461538462,4.846153846153846,0.6923076923076923,11.200000000000001,24.0,12.799999999999999,8.695652173913043,6.257234753228744,6.011550058176961,95.81641107402324,92.22762582428088,Linfield,59.354,0.03779999999999972,-0.09411645535000075,1.2415074309978769,0.12456331298146697
