Team,App,Conference,IP_float,H,2B-A,3B-A,Inh Run,Inh Run Score,HR-A,R,ER,WAR,FO,BB,HB,SO,BF,Pitches,Season,Division,IP,ERA,IR-A%,RA9,K9,H9,BB9,HR9,BB%,K%,K-BB%,HR/FB,FIP,xFIP,PF,ERA+,pitch_team,pREA,pWPA,pWPA/LI,li,Clutch
Loras,12,American Rivers,25.333333333333332,20,1,0,0,0,1,22,16,0.5924173969348077,10,15,4,30,104,138,2025,3,25.1,5.684210526315789,0.0,7.815789473684211,10.657894736842106,7.105263157894737,5.328947368421053,0.3552631578947369,14.423076923076922,28.846153846153843,14.423076923076922,9.090909090909092,5.305817749180161,5.162913019000281,98.37508289098368,109.27862354686644,Loras,22.161,-0.861,-0.28156101398352773,1.5109090909090908,-0.2882945816843424
Luther,10,American Rivers,24.666666666666668,30,8,0,0,0,2,23,18,0.34658043207199185,23,11,6,19,120,407,2025,3,24.2,6.5675675675675675,0.0,8.391891891891891,6.9324324324324325,10.945945945945946,4.013513513513513,0.7297297297297296,9.166666666666666,15.833333333333332,6.666666666666666,8.0,6.492161988155979,6.302335222379846,101.44441693785826,98.35149705950082,Luther,48.967,-2.0669999999999993,-1.0031657460102066,1.249546485260771,-0.6510344173143552
Lycoming,29,Landmark,47.666666666666664,84,14,4,0,0,3,67,53,0.8710922468442139,63,33,13,31,269,922,2025,3,47.2,10.006993006993007,0.0,12.65034965034965,5.853146853146853,15.86013986013986,6.230769230769231,0.5664335664335665,12.267657992565056,11.524163568773234,-0.7434944237918213,4.545454545454546,7.3236683196623105,7.6861539353124835,99.07059135673371,41.407213941201434,Lycoming,76.934,-2.0641999999999983,-2.0757921245845807,0.8071621621621621,-0.48156263851603676
Lynchburg,25,ODAC,62.0,42,14,0,1,0,3,24,21,1.5498011360577015,45,17,7,67,249,589,2025,3,62.0,3.0483870967741935,0.0,3.4838709677419355,9.725806451612902,6.096774193548387,2.467741935483871,0.43548387096774194,6.827309236947792,26.907630522088354,20.080321285140563,6.25,4.540113165139414,4.571239042120743,105.4533279841116,154.6126933137466,Lynchburg,148.095,1.2215999999999987,-0.044763004221155187,1.3057062146892655,0.9803486560752497
Lyon,25,SLIAC,50.0,63,25,1,0,0,4,50,46,0.26034568085026594,58,41,6,35,256,652,2025,3,50.0,8.28,0.0,9.0,6.3,11.34,7.38,0.72,16.015625,13.671875,-2.34375,6.451612903225806,7.371080907074898,7.388434186706659,89.13508715698119,54.15006801558355,Lyon,104.321,-1.6424,-2.004543460051585,0.9150145772594753,0.20959937848395715
MSOE,5,NACC,16.0,11,4,0,0,0,0,7,6,0.39821057441223046,15,10,2,15,75,270,2025,3,16.0,3.375,0.0,3.9375,8.4375,6.1875,5.625,0.0,13.333333333333334,20.0,6.666666666666666,0.0,5.286080907074898,6.085491148731975,104.8545388566164,149.4628053623946,MSOE,45.125,-0.42980000000000035,-0.5454585321072564,1.4262745098039216,0.24411401739733035
MUW,25,SLIAC,55.666666666666664,82,21,2,4,2,4,71,55,0.9520896674071346,62,42,15,36,303,1037,2025,3,55.2,8.892215568862277,50.0,11.479041916167665,5.820359281437126,13.25748502994012,6.790419161676647,0.6467065868263473,13.861386138613863,11.881188118811881,-1.980198019801982,6.0606060606060606,7.6236557573743,7.700514697721453,108.91265747116256,71.80938970151036,MUW,97.966,-3.388599999999998,-2.9634662825344655,0.8103155339805825,-1.218361484426742
Manchester,9,HCAC,15.666666666666666,22,0,3,3,3,0,19,15,0.34643596374251634,17,15,3,18,88,170,2025,3,15.2,8.617021276595745,100.0,10.914893617021278,10.340425531914894,12.638297872340425,8.617021276595745,0.0,17.045454545454543,20.454545454545457,3.4090909090909136,0.0,6.0600170772876645,6.985291910184366,102.70769586266786,68.27179725319267,Manchester,31.064,-0.991899999999999,-0.6182187203007069,1.0542424242424242,-0.3226464708461735
Marietta,10,OAC,27.0,27,4,1,2,1,1,16,10,0.34795863975450564,28,16,6,20,126,92,2025,3,27.0,3.3333333333333335,50.0,5.333333333333333,6.666666666666666,9.0,5.333333333333333,0.3333333333333333,12.698412698412698,15.873015873015872,3.174603174603174,3.4482758620689653,6.355525351519343,6.789911406158562,103.87075282081555,149.6139801243192,Marietta,67.415,-0.6096000000000009,-0.2017475219874422,0.7763975155279503,-0.5834172780125589
Martin Luther,2,UMAC,5.333333333333334,11,2,0,0,0,0,9,9,-0.05335687509347762,1,5,5,4,33,128,2025,3,5.1,15.187499999999998,0.0,15.187499999999998,6.749999999999999,18.562499999999996,8.437499999999998,0.0,15.151515151515152,12.121212121212121,-3.030303030303031,0.0,9.036080907074897,9.195962955406312,92.16470275634786,-58.72968025285515,Martin Luther,29.064,-2.3020999999999994,-0.453903001333032,0.8131268436578172,-2.377266597796298
Mary Baldwin,22,USA South,29.0,44,11,2,0,0,3,49,37,0.3592137314507879,39,23,13,22,172,632,2025,3,29.0,11.482758620689655,0.0,15.206896551724139,6.827586206896552,13.655172413793103,7.137931034482759,0.9310344827586207,13.372093023255813,12.790697674418606,-0.5813953488372068,7.142857142857142,8.462805045005933,8.35292845280721,109.60868594048664,35.515169338821906,Mary Baldwin,35.483000000000004,-2.5813999999999986,-1.8440481250308487,0.7533625730994151,-1.58245604729595
Mary Hardin-Baylor,20,ASC,49.666666666666664,50,5,2,0,0,2,33,24,1.490946631442488,60,19,6,43,225,655,2025,3,49.2,4.348993288590604,0.0,5.979865771812081,7.791946308724833,9.060402684563758,3.442953020134228,0.36241610738255037,8.444444444444445,19.11111111111111,10.666666666666666,3.225806451612903,5.21309432989369,5.754054007375329,99.78590664255964,131.57038170882615,Mary Hardin-Baylor,120.321,-1.0874000000000006,-0.5411600613735487,1.1375,-0.41479598258249584
Mary Washington,25,C2C,54.0,29,4,1,0,0,1,20,11,1.2624196033563264,59,30,4,64,225,710,2025,3,54.0,1.8333333333333333,0.0,3.333333333333333,10.666666666666666,4.833333333333334,5.0,0.16666666666666666,13.333333333333334,28.444444444444443,15.111111111111109,1.6666666666666667,4.6703401663341575,5.377048600890693,99.38366805600958,171.03650272547685,Mary Washington,136.45,0.5521999999999985,0.8004833244948797,0.7237827715355806,-0.03754723135128546
Marymount (VA),24,Atlantic East,57.0,44,10,1,0,0,6,30,29,0.7458284018845944,51,33,14,71,257,1008,2025,3,57.0,4.578947368421052,0.0,4.7368421052631575,11.210526315789474,6.947368421052631,5.210526315789474,0.9473684210526315,12.840466926070038,27.626459143968873,14.785992217898835,10.526315789473683,6.261958100057354,5.746241305193324,102.52927464329598,129.87992783613663,Marymount (VA),148.353,0.10939999999999875,-0.2889611762229122,0.7333333333333333,0.43814299440472865
Maryville (TN),22,CCS,52.0,40,7,1,0,0,3,23,22,0.9385560109928709,38,27,8,57,221,774,2025,3,52.0,3.8076923076923075,0.0,3.980769230769231,9.865384615384617,6.923076923076923,4.673076923076923,0.5192307692307693,12.217194570135746,25.791855203619914,13.574660633484168,7.317073170731707,5.488003983997975,5.410328494930081,110.54468515140135,145.91852011066194,Maryville (TN),139.708,0.20539999999999847,0.14477398277883183,0.9074257425742573,0.08158062715024453
Marywood,11,Atlantic East,13.0,9,5,0,0,0,0,6,6,0.18492839929420438,10,9,4,12,60,73,2025,3,13.0,4.153846153846154,0.0,4.153846153846154,8.307692307692308,6.230769230769231,6.230769230769231,0.0,15.0,20.0,5.0,0.0,6.064927060921052,6.7208534130499356,101.37525863925325,135.66563482179058,Marywood,34.677,-0.3030000000000001,-0.2306333054200689,0.53855421686747,-0.33198414424436073
McDaniel,15,Centennial,24.0,26,3,0,0,0,3,20,20,0.08631476508444723,29,16,1,22,113,419,2025,3,24.0,7.5,0.0,7.5,8.25,9.75,6.0,1.125,14.15929203539823,19.469026548672566,5.309734513274336,9.375,6.827747573741565,6.339686584098296,95.61500927722774,76.84280767935326,McDaniel,55.096000000000004,-1.6440000000000003,-0.6145945507387185,1.4828571428571429,-0.49407596949249566
McMurry,39,SCAC,90.0,107,16,1,4,3,9,65,61,1.9181698026774598,89,57,10,83,433,1512,2025,3,90.0,6.1,75.0,6.5,8.3,10.7,5.699999999999999,0.9,13.163972286374134,19.168591224018474,6.00461893764434,9.183673469387756,6.599969795963787,6.228469987755118,108.01214693815672,111.32895553863564,McMurry,202.797,-1.9996000000000005,-2.4324715262449885,0.8011090573012939,-0.06356815995713472
Merchant Marine,6,Skyline,16.0,16,3,1,3,3,1,11,10,0.5159437936825642,12,9,2,19,72,0,2025,3,16.0,5.625,100.0,6.1875,10.6875,9.0,5.0625,0.5625,12.5,26.38888888888889,13.88888888888889,7.6923076923076925,5.411080907074898,5.291403116511032,98.46847033198432,110.30878173545409,Merchant Marine,39.064,0.06999999999999984,-0.12944568647765586,1.025609756097561,0.19769776733377936
Messiah,27,MAC Commonwealth,55.0,58,7,3,9,5,4,49,41,0.8174790283643308,54,35,11,44,271,867,2025,3,55.0,6.709090909090909,55.55555555555556,8.018181818181818,7.2,9.49090909090909,5.7272727272727275,0.6545454545454545,12.915129151291513,16.236162361623617,3.3210332103321036,6.896551724137931,6.7656263616203525,6.719387215266131,96.87296542275077,91.2609160747157,Messiah,107.45,-2.133399999999999,-2.162994781173016,0.9651515151515152,-0.04743536011426697
Methodist,33,USA South,77.0,78,14,2,0,0,7,45,38,1.481881323294347,73,41,13,74,360,1378,2025,3,77.0,4.441558441558442,0.0,5.259740259740259,8.64935064935065,9.116883116883116,4.792207792207792,0.8181818181818182,11.38888888888889,20.555555555555554,9.166666666666664,8.75,6.274717270711261,5.978825590469754,96.24564958058946,127.54324826931345,Methodist,195.933,-0.16700000000000112,-0.2663584604463386,0.9231315396113602,0.08545249760781573
Millikin,19,CCIW,48.666666666666664,43,8,3,0,0,4,24,22,0.8625749321036861,53,20,7,51,217,825,2025,3,48.2,4.068493150684931,0.0,4.438356164383562,9.431506849315069,7.952054794520548,3.6986301369863015,0.7397260273972603,9.216589861751153,23.502304147465438,14.285714285714285,7.017543859649122,5.548067208444761,5.478289318569767,94.37427955969764,132.3131150771168,Millikin,103.16,0.30959999999999954,-0.16845831385418306,0.888763197586727,0.516807571384942
Millsaps,34,SAA,79.0,89,9,0,20,8,7,54,43,1.4510307293632536,84,33,9,78,367,1342,2025,3,79.0,4.89873417721519,40.0,6.151898734177215,8.88607594936709,10.139240506329115,3.759493670886076,0.7974683544303798,8.991825613079019,21.25340599455041,12.26158038147139,7.6923076923076925,5.683232805809075,5.513563026781822,104.08982076729971,126.10752716129066,Millsaps,193.191,-2.144600000000001,-0.9340177298289697,1.0535048471290083,-1.1016634593410894
Misericordia,16,MAC Freedom,39.0,42,10,0,2,1,0,18,18,1.0898748337621116,46,15,1,32,175,351,2025,3,39.0,4.153846153846154,50.0,4.153846153846154,7.384615384615384,9.692307692307692,3.4615384615384617,0.0,8.571428571428571,18.285714285714285,9.714285714285714,0.0,4.500824496818487,5.506578236749443,106.54104861404288,138.78497542332698,Misericordia,104.031,-0.18380000000000035,-0.11707977991918649,0.7907738095238095,-0.11535078086365176
Mitchell,8,Great Northeast,25.0,21,3,1,3,0,1,9,7,0.5612601903253237,17,14,2,28,107,394,2025,3,25.0,2.52,0.0,3.2399999999999998,10.080000000000002,7.56,5.040000000000001,0.36,13.084112149532709,26.168224299065418,13.084112149532709,5.555555555555555,5.111080907074898,5.2050279726675335,110.67762412264273,164.2508845273813,Mitchell,66.096,0.14499999999999919,0.1268357338786995,1.134375,0.0009879575813548924
Monmouth (IL),7,MWC,18.0,22,3,2,2,2,1,15,15,0.1207444579375118,16,12,2,14,88,167,2025,3,18.0,7.5,100.0,7.5,7.0,11.0,6.0,0.5,13.636363636363635,15.909090909090908,2.2727272727272734,5.88235294117647,6.411080907074898,6.494190483855361,95.55354165574624,76.76358319903454,Monmouth (IL),33.853,-0.48940000000000045,-0.692991750238814,0.9166666666666666,0.15910084114790435
Montclair St.,26,NJAC,44.0,50,12,1,18,4,0,37,21,0.9871465993388086,35,31,11,59,228,152,2025,3,44.0,4.295454545454546,22.22222222222222,7.568181818181818,12.068181818181817,10.227272727272728,6.340909090909092,0.0,13.596491228070176,25.877192982456144,12.280701754385968,0.0,5.09289908889308,5.771186566662721,105.69732108509504,136.19279296592225,Montclair St.,103.805,-1.2640000000000005,-0.7459722173048109,1.3567777777777779,-0.18564681471549893
Moravian,10,Landmark,23.0,28,5,0,4,1,1,17,15,0.3750213013573039,26,18,5,17,116,471,2025,3,23.0,5.869565217391305,25.0,6.652173913043478,6.652173913043478,10.956521739130435,7.043478260869565,0.3913043478260869,15.517241379310345,14.655172413793101,-0.8620689655172438,3.7037037037037033,6.998037428814028,7.433820687932455,97.29229966323555,105.27774002446577,Moravian,54.967,-0.6989999999999992,-0.724332236845904,1.2793144208037825,0.17794583751115456
Mount Aloysius,7,AMCC,16.0,21,7,1,1,1,1,23,17,0.12543751938167255,18,11,8,12,89,310,2025,3,16.0,9.5625,100.0,12.9375,6.75,11.8125,6.1875,0.5625,12.359550561797752,13.48314606741573,1.1235955056179776,5.263157894736842,7.786080907074898,7.986167213173863,100.0840573368434,49.98622748180361,Mount Aloysius,23.935,-0.8213999999999991,-0.7460045932825318,0.5584935897435898,-0.7247374440201927
Mount Union,12,OAC,36.0,41,11,3,0,0,3,25,21,0.5605745832653442,35,20,2,34,170,609,2025,3,36.0,5.25,0.0,6.25,8.5,10.25,5.0,0.75,11.76470588235294,20.0,8.23529411764706,7.894736842105263,5.938858684852676,5.755602068051756,100.56062228603034,118.0298105459092,Mount Union,87.644,-0.8224000000000012,-0.4165819785375039,1.0730122324159022,-0.34985849171543637
Mt. St. Joseph,10,HCAC,26.0,19,5,2,0,0,0,11,11,0.7893615795076883,28,21,1,27,115,453,2025,3,26.0,3.8076923076923075,0.0,3.8076923076923075,9.346153846153847,6.576923076923077,7.269230769230769,0.0,18.26086956521739,23.47826086956522,5.217391304347828,0.0,5.37261936861336,6.290916261593797,98.61070451027156,139.37351734196372,Mt. St. Joseph,67.225,-0.09400000000000028,-0.2505526689501552,1.2292857142857143,0.17408549870030027
Mt. St. Mary (NY),17,Skyline,22.0,40,6,1,0,0,2,46,45,0.37781725666160126,24,30,12,21,149,575,2025,3,22.0,18.40909090909091,0.0,18.818181818181817,8.590909090909092,16.363636363636363,12.272727272727272,0.8181818181818182,20.13422818791946,14.093959731543624,-6.040268456375838,7.6923076923076925,9.911080907074897,9.737004120800183,101.70138383741003,-84.20392251521443,Mt. St. Mary (NY),22.838,-1.2279999999999984,-1.2975681473209533,0.5708520179372197,-0.8536023161511572
Muhlenberg,13,Centennial,25.0,33,8,2,1,1,1,24,19,0.11014577856132285,37,20,5,14,133,187,2025,3,25.0,6.84,100.0,8.64,5.040000000000001,11.88,7.2,0.36,15.037593984962406,10.526315789473683,-4.511278195488723,2.631578947368421,7.311080907074897,8.087191378881572,110.18701072186008,102.53464069543621,Muhlenberg,51.096000000000004,-0.745399999999999,-0.9679556106840901,0.7000986193293885,-0.0967515311668734
Muskingum,13,OAC,34.0,25,1,1,0,0,0,11,9,0.9705895690354017,24,18,6,41,147,537,2025,3,34.0,2.3823529411764706,0.0,2.9117647058823533,10.852941176470587,6.61764705882353,4.764705882352941,0.0,12.244897959183673,27.89115646258503,15.646258503401357,0.0,4.616963260016075,5.218872147851991,97.17896013071632,161.50906668028665,Muskingum,30.215,0.5519999999999993,0.13962848206350847,1.5320652173913043,0.22066949594287633
N.C. Wesleyan,34,USA South,72.0,67,15,2,0,0,3,64,44,0.9573338734388998,75,51,22,66,357,1344,2025,3,72.0,5.5,0.0,8.0,8.25,8.375,6.375,0.375,14.285714285714285,18.487394957983195,4.20168067226891,3.8461538461538463,6.661080907074898,7.043177186323076,100.08380569424496,113.71735180616139,N.C. Wesleyan,161.288,-2.3219999999999996,-1.6550720977060895,1.026994301994302,-0.6058946822370408
NYU,18,UAA,30.0,34,8,1,9,4,0,31,30,0.14704282208817687,33,29,8,30,159,418,2025,3,30.0,9.0,44.44444444444444,9.3,9.0,10.2,8.7,0.0,18.238993710691823,18.867924528301888,0.6289308176100654,0.0,6.611080907074898,7.5490555906192025,95.62174371273925,52.221777653354295,NYU,88.289,-1.1981999999999997,-1.1363157384514448,1.1107602339181286,0.05759508982556327
Neb. Wesleyan,9,American Rivers,17.0,17,2,0,0,0,4,15,8,0.08450343855702691,14,4,4,11,79,249,2025,3,17.0,4.235294117647059,0.0,7.9411764705882355,5.8235294117647065,9.0,2.1176470588235294,2.1176470588235294,5.063291139240507,13.924050632911392,8.860759493670885,22.22222222222222,8.087551495310192,5.931591297652303,108.48904726068425,138.70539264082896,Neb. Wesleyan,38.193,-0.42620000000000036,-0.3106308330188177,1.2797029702970297,-0.022415201797430118
New England Col.,4,Great Northeast,8.0,17,6,1,0,0,0,17,9,0.08329458226848854,12,5,4,9,53,216,2025,3,8.0,10.125,0.0,19.125,10.125,19.125,5.625,0.0,9.433962264150944,16.9811320754717,7.547169811320755,0.0,6.036080907074898,7.315137293726221,104.57034807935402,47.97638136925908,New England Col.,4.903,-0.22599999999999937,-0.39325031080030887,0.43023809523809525,-0.13204022600101778
New Jersey City,8,NJAC,17.0,21,7,0,0,0,1,15,15,0.25193297825166944,16,8,5,14,86,288,2025,3,17.0,7.9411764705882355,0.0,7.9411764705882355,7.411764705882352,11.117647058823529,4.235294117647059,0.5294117647058824,9.30232558139535,16.27906976744186,6.976744186046512,5.88235294117647,6.322845612957251,6.410843988371859,117.18781811851652,93.60359195106889,New Jersey City,33.996,-0.5083999999999995,-0.3950067356820572,1.0973684210526315,-0.0682834321836498
North Central (IL),22,CCIW,44.0,71,7,3,19,7,9,62,47,-0.10771105337080578,52,38,6,39,250,0,2025,3,44.0,9.613636363636363,36.84210526315789,12.681818181818183,7.9772727272727275,14.522727272727272,7.7727272727272725,1.840909090909091,15.2,15.6,0.40000000000000036,14.754098360655737,8.797444543438534,7.320511809889,100.69689857421535,50.10188074967385,North Central (IL),75.676,-3.2413999999999983,-2.9181835258837854,0.8595314164004259,-0.8529409940022248
North Park,7,CCIW,16.666666666666668,19,1,1,3,1,1,14,13,0.3164725545147591,19,8,2,13,78,163,2025,3,16.2,7.02,33.33333333333333,7.56,7.02,10.26,4.32,0.54,10.256410256410255,16.666666666666664,6.410256410256409,5.0,5.931080907074898,6.174326016395956,106.552680460912,96.55790197773237,North Park,45.967,-1.8850999999999989,-0.8243363479612289,0.9186965811965812,-1.2275924809723668
Notre Dame (MD),9,United East,27.0,29,5,0,0,0,3,34,29,0.2763569806432516,18,33,6,20,147,195,2025,3,27.0,9.666666666666666,0.0,11.333333333333334,6.666666666666666,9.666666666666668,11.0,1.0,22.448979591836736,13.60544217687075,-8.843537414965986,14.285714285714285,9.207377203371195,8.426147181634843,,,Notre Dame (MD),33.254,-0.8861999999999995,-0.8663511010463486,0.7958637469586375,-0.2471560833009453
Oberlin,10,NCAC,24.0,28,1,1,0,0,2,24,14,-0.289925709895227,26,23,2,23,131,451,2025,3,24.0,5.25,0.0,9.0,8.625,10.5,8.625,0.75,17.557251908396946,17.557251908396946,0.0,7.142857142857142,7.202747573741565,7.1142358744703715,92.65229087634006,111.03324934071198,Oberlin,47.967,-1.9973999999999994,-1.2403507702938759,1.2994824016563147,-0.2967227579463849
Occidental,27,SCIAC,64.0,84,20,4,0,0,4,76,69,0.5944937076515308,77,50,17,60,340,1094,2025,3,64.0,9.703125,0.0,10.6875,8.4375,11.8125,7.03125,0.5625,14.705882352941178,17.647058823529413,2.9411764705882355,4.938271604938271,6.989205907074898,7.255909733311952,96.56587696081596,42.23432317787268,Occidental,131.514,-2.6422,-1.8113765807174498,0.5079586009992862,-3.390228421741624
Oglethorpe,40,SAA,64.0,79,10,0,35,14,2,65,53,0.8882650858940823,54,46,15,52,328,1243,2025,3,64.0,7.453125,40.0,9.140625,7.3125,11.109375,6.46875,0.28125,14.02439024390244,15.853658536585366,1.8292682926829258,3.571428571428571,6.551705907074898,6.891572132621503,107.41093588179054,91.05319663506933,Oglethorpe,132.127,-2.267199999999999,-1.1873003264261937,0.9452830188679245,-1.2111348033143243
Olivet,11,Michigan Intercol. Ath. Assn.,27.333333333333336,52,13,4,0,0,6,54,46,0.42553123013636857,28,22,12,22,165,579,2025,3,27.1,15.146341463414632,0.0,17.780487804878046,7.24390243902439,17.121951219512194,7.24390243902439,1.9756097560975607,13.333333333333334,13.333333333333334,0.0,17.647058823529413,9.886690663172459,8.09371303259063,96.79436448836346,-45.68704580874194,Olivet,34.612,-3.478099999999998,-1.92730482631513,0.6914965986394558,-3.102510225332679
Oswego St.,2,SUNYAC,4.666666666666666,5,1,0,0,0,1,8,5,0.001788986992908248,2,4,3,5,28,81,2025,3,4.2,9.642857142857144,0.0,15.42857142857143,9.642857142857144,9.642857142857144,7.714285714285715,1.9285714285714288,14.285714285714285,17.857142857142858,3.571428571428573,33.33333333333333,10.053938049932041,7.816390787068323,99.95958400757054,48.53723513947246,Oswego St.,8.032,-0.6497999999999994,-0.8065095959595949,0.6066137566137566,-0.2646827285061695
Otterbein,16,OAC,40.333333333333336,41,9,0,0,0,1,27,23,0.5098975080770402,35,29,5,32,195,428,2025,3,40.1,5.132231404958677,0.0,6.024793388429752,7.140495867768594,9.148760330578511,6.471074380165288,0.22314049586776857,14.871794871794872,16.41025641025641,1.5384615384615365,2.7777777777777777,6.175543716992253,6.61432107103271,99.55141100441404,119.05623568104009,Otterbein,100.221,-1.0439999999999996,-0.9576179802720233,0.8443333333333334,-0.2788605037390304
Ozarks (AR),35,SCAC,71.0,92,16,1,4,3,5,76,63,1.7536955233666627,47,51,17,74,369,748,2025,3,71.0,7.985915492957746,75.0,9.633802816901408,9.380281690140844,11.661971830985916,6.464788732394367,0.6338028169014085,13.821138211382115,20.05420054200542,6.233062330623307,9.615384615384617,6.615306259187574,6.3243290958623986,110.7273332954782,86.76140895081264,Ozarks (AR),125.998,-2.0686,-2.0293001682613308,0.8799754299754299,-0.3214472839235083
Pacific (OR),12,NWC,27.0,38,7,2,0,0,0,25,25,0.36263102307760364,25,17,5,18,139,494,2025,3,27.0,8.333333333333334,0.0,8.333333333333334,6.0,12.666666666666668,5.666666666666667,0.0,12.23021582733813,12.949640287769784,0.7194244604316538,0.0,6.02219201818601,6.811732997600407,100.0499133105366,69.22442901356398,Pacific (OR),60.483,-0.5892000000000003,-0.593477864242172,0.6652930402930403,-0.2921469120826736
Pacific Lutheran,17,NWC,33.0,31,10,3,4,1,4,33,24,0.12071947125773837,34,24,8,31,166,0,2025,3,33.0,6.545454545454546,25.0,9.0,8.454545454545455,8.454545454545455,6.545454545454546,1.0909090909090908,14.457831325301203,18.67469879518072,4.216867469879517,10.526315789473683,7.517141513135504,6.923285809958743,96.00721552797911,92.9564447964033,Pacific Lutheran,70.257,-0.8016000000000001,-0.6317698145218499,0.5083735909822866,-0.945023343539601
Penn College,14,United East,18.0,32,6,3,6,4,5,44,35,-0.02661185025118265,13,26,5,16,119,435,2025,3,18.0,17.5,66.66666666666666,22.0,8.0,16.0,13.0,2.5,21.84873949579832,13.445378151260504,-8.403361344537815,27.77777777777778,11.911080907074897,9.152674053731335,94.3249136666266,-91.2971395001886,Penn College,6.063999999999999,-1.2885999999999986,-1.35809923872996,0.5144977168949773,-1.1464794166949317
Penn St. Brandywine,17,United East,38.0,47,15,4,5,3,1,36,31,0.9293466599633232,39,22,5,32,190,242,2025,3,38.0,7.342105263157895,60.0,8.526315789473683,7.578947368421052,11.131578947368421,5.210526315789474,0.23684210526315788,11.578947368421053,16.842105263157894,5.263157894736841,2.5,5.7005545912854245,6.256032757356528,,,Penn St. Brandywine,82.902,-0.9036000000000005,-1.1867912526070454,0.6062078272604587,-0.3037866636885924
Penn St. Harrisburg,12,United East,27.0,23,5,0,0,0,2,18,13,0.9045722465703103,12,19,5,47,126,191,2025,3,27.0,4.333333333333333,0.0,6.0,15.666666666666666,7.666666666666667,6.333333333333334,0.6666666666666666,15.079365079365079,37.301587301587304,22.222222222222225,14.285714285714285,5.059229055223046,4.538409040732145,101.89971219213736,133.23117588259512,Penn St. Harrisburg,66.483,0.36819999999999925,0.010085703612765787,1.2144249512670564,0.29310306043217743
Penn St.-Abington,12,United East,32.0,42,8,3,0,0,2,27,18,0.7991403735448775,37,8,8,22,156,379,2025,3,32.0,5.0625,0.0,7.59375,6.1875,11.8125,2.25,0.5625,5.128205128205128,14.102564102564102,8.974358974358974,5.128205128205128,5.848580907074898,6.075314221229099,102.78469102454532,122.66765333417575,Penn St.-Abington,69.999,-1.9551999999999996,-0.9418788918130311,1.372495446265938,-0.4826795687045532
Penn St.-Altoona,13,AMCC,27.0,26,3,0,0,0,3,22,19,0.39922232497077104,26,16,10,20,138,492,2025,3,27.0,6.333333333333333,0.0,7.333333333333333,6.666666666666666,8.666666666666666,5.333333333333333,1.0,11.594202898550725,14.492753623188406,2.8985507246376816,10.344827586206897,7.76293275892675,7.234355850603006,107.8619313498118,107.80895422315027,Penn St.-Altoona,62.483,-1.2652,-0.6247661951492183,1.0955992509363297,-0.5300356166617379
Penn St.-Berks,5,United East,17.0,19,6,0,0,0,0,16,15,0.5073518529579194,19,10,3,9,84,279,2025,3,17.0,7.9411764705882355,0.0,8.470588235294118,4.764705882352941,10.058823529411764,5.294117647058823,0.0,11.904761904761903,10.714285714285714,-1.1904761904761898,0.0,6.146375024721957,7.099397430462159,106.96228167135185,83.43215271705391,Penn St.-Berks,37.193,-0.3590000000000005,-0.25434848220235995,0.7065292096219931,-0.2537692220777964
Pfeiffer,30,USA South,64.33333333333333,94,22,1,12,9,3,89,63,1.257216405494064,61,48,14,60,351,1307,2025,3,64.1,8.813471502590675,75.0,12.450777202072539,8.39378238341969,13.150259067357513,6.715025906735752,0.4196891191709845,13.675213675213676,17.094017094017094,3.4188034188034173,4.6875,6.543205259406504,6.785273743817744,106.20187462205202,69.70150199996834,Pfeiffer,102.998,-3.3519999999999968,-2.8138823677511504,0.6350803633822502,-2.4641898153474364
Piedmont,31,CCS,73.0,63,11,2,3,0,2,29,17,2.157665953542988,74,22,8,85,317,856,2025,3,73.0,2.095890410958904,0.0,3.5753424657534243,10.479452054794521,7.767123287671233,2.7123287671232874,0.2465753424657534,6.940063091482649,26.813880126182966,19.873817034700316,2.631578947368421,4.171354879677637,4.702937394613716,100.04040331749088,167.10592150986702,Piedmont,190.03,0.4533999999999974,-0.04216453184009328,1.244458987783595,0.4064995597123347
Pitt.-Bradford,4,AMCC,9.0,11,3,0,0,0,0,6,5,0.21064825001845416,5,6,1,14,46,0,2025,3,9.0,5.0,0.0,6.0,14.0,11.0,6.0,0.0,13.043478260869565,30.434782608695656,17.391304347826093,0.0,4.13330312929712,4.607027716945758,94.4898525692431,116.91752594867877,Pitt.-Bradford,22.161,0.1066000000000005,-0.0038465375337259702,0.5063888888888889,0.21435668564124202
Pitt.-Greensburg,15,AMCC,25.333333333333336,25,5,1,0,0,1,17,13,0.6588006783543935,27,12,5,27,118,416,2025,3,25.1,4.618421052631579,0.0,6.039473684210526,9.592105263157894,8.881578947368421,4.263157894736842,0.35526315789473684,10.16949152542373,22.88135593220339,12.711864406779661,3.571428571428571,5.305817749180161,5.735122455133768,107.37640478078316,132.46805576830337,Pitt.-Greensburg,55.917,-0.7736000000000001,-0.44058572604069723,0.9904139433551198,-0.34050182345336355
Pomona-Pitzer,27,SCIAC,74.0,82,10,0,0,0,10,66,57,0.6738741599868078,86,50,14,62,367,148,2025,3,74.0,6.9324324324324325,0.0,8.027027027027026,7.54054054054054,9.972972972972974,6.081081081081081,1.2162162162162162,13.623978201634879,16.893732970027248,3.269754768392369,10.416666666666668,7.586756582750574,6.936210754989556,105.15818200187962,96.49360958205739,Pomona-Pitzer,164.478,-1.291600000000001,-1.4911339621391955,0.7370454545454546,-0.2612681346847343
