Player,player_id,B/T,Team,Conference,App,GS,ERA,IP,H,R,ER,BB,SO,HR-A,2B-A,3B-A,HB,BF,FO,GO,Pitches,gmLI,K9,BB9,HR9,RA9,H9,IR-A%,K%,BB%,K-BB%,HR/FB,FIP,xFIP,ERA+,WAR,Yr,Inh Run,Inh Run Score,Clutch,pWPA,pREA,pWPA/LI,Division,Season
Kyle Dickey,7824130?year_stat_category_id=15001,0,A&M-Corpus Christi,Southland,15,0,9.0,19.0,27,19,19,11,17,5,4,0,1,92,23,12,316,0.0,8.052631578947368,5.210526315789474,2.3684210526315788,9.0,12.789473684210526,22.22222222222222,18.478260869565215,11.956521739130435,6.52173913043478,17.857142857142858,7.791700779703517,6.574753191659294,55.362465188709955,-0.2629337965434794,So,9,2,,,,,1,2023
Zach Garcia,7824132?year_stat_category_id=15001,L/L,A&M-Corpus Christi,Southland,18,10,6.03,59.2,74,45,40,35,62,6,8,2,6,291,61,48,974,0.0,9.425675675675674,5.320945945945946,0.9121621621621621,6.841216216216216,11.25,22.22222222222222,21.305841924398624,12.027491408934708,9.278350515463917,8.955223880597014,5.566060665905509,5.941196838938631,103.09285167643564,0.2966483171822494,So,9,2,,,,,1,2023
Nash Villegas,7995234?year_stat_category_id=15001,R/R,A&M-Corpus Christi,Southland,7,1,23.14,9.1,20,24,24,8,11,8,1,1,2,57,5,10,232,0.0,10.87912087912088,7.912087912087912,7.912087912087912,23.736263736263737,19.78021978021978,0.0,19.298245614035086,14.035087719298245,5.263157894736841,61.53846153846154,16.57307729792214,7.281138309511924,-171.879172837028,-0.4347731160084913,Fr,3,0,,,,,1,2023
Austin Dean,7995261?year_stat_category_id=15001,R/R,A&M-Corpus Christi,Southland,20,0,3.57,22.2,27,16,9,10,18,3,4,1,5,113,31,15,343,0.0,7.297297297297297,4.054054054054054,1.2162162162162162,6.486486486486487,10.945945945945946,25.0,15.929203539823009,8.849557522123893,7.079646017699115,8.823529411764707,6.427547152391996,6.961414363015276,142.6271111915216,-0.17736810544741127,Jr,24,6,,,,,1,2023
Kody Gibbs,7995264?year_stat_category_id=15001,0,A&M-Corpus Christi,Southland,7,0,6.75,4.0,7,3,3,2,7,2,2,0,0,21,4,1,100,0.0,15.75,4.5,4.5,6.75,15.75,77.77777777777779,33.33333333333333,9.523809523809524,23.809523809523803,33.33333333333333,8.765384990229833,4.508849052399105,91.52184889153246,-0.07231920959303434,Fr,9,7,,,,,1,2023
Evans Hendricks,7995258?year_stat_category_id=15001,L/L,A&M-Corpus Christi,Southland,19,6,3.61,42.1,41,23,17,18,49,2,6,1,3,186,34,39,690,0.0,10.475059382422803,3.847980997624703,0.42755344418052255,4.916864608076009,8.764845605700712,50.0,26.344086021505376,9.67741935483871,16.666666666666664,5.555555555555555,4.051608268139572,4.712965453224193,141.98427770347143,0.6863839019388738,Jr,10,5,,,,,1,2023
Matthew Watson,7995230?year_stat_category_id=15001,R/R,A&M-Corpus Christi,Southland,17,14,5.51,78.1,84,55,48,33,54,9,20,1,18,360,90,79,0,0.0,6.222791293213828,3.802816901408451,1.0371318822023048,6.338028169014085,9.679897567221511,50.0,15.0,9.166666666666666,5.833333333333334,9.090909090909092,6.339648754634442,6.737454492191062,111.44968702108797,0.0720986615976067,So,2,1,,,,,1,2023
Dann Blanchard,7995236?year_stat_category_id=15001,0,A&M-Corpus Christi,Southland,1,0,13.5,1.1,2,2,2,3,0,0,0,0,1,10,2,2,29,0.0,0.0,24.545454545454543,0.0,16.363636363636363,16.363636363636363,0.0,0.0,30.0,-30.0,0.0,15.174475899320742,17.89382627770774,-16.956302216935093,-0.04808193122402582,Jr,2,0,,,,,1,2023
Cole Beddingfield,8678618?year_stat_category_id=15001,0,A&M-Corpus Christi,Southland,2,0,108.0,0.1,2,4,4,3,0,0,0,0,0,6,1,0,29,0.0,0.0,270.0,0.0,360.0,180.0,50.0,0.0,50.0,-50.0,0.0,94.26538499022983,109.22181207135831,-1535.6504177354807,-0.038066978624697455,So,2,1,,,,,1,2023
Zach Smith,7824296?year_stat_category_id=15001,R/R,Abilene Christian,WAC,26,0,5.91,35.0,39,24,23,19,29,3,4,0,5,164,33,37,575,0.0,7.457142857142857,4.885714285714285,0.7714285714285715,6.171428571428572,10.028571428571428,25.0,17.682926829268293,11.585365853658537,6.097560975609756,8.333333333333332,5.7796707045155475,6.203760347145906,111.28411306347132,-0.0760640244984106,Sr,28,7,,,,,1,2023
Tyler Morgan,7824297?year_stat_category_id=15001,R/R,Abilene Christian,WAC,16,14,6.24,79.1,89,63,55,34,94,11,15,0,6,366,81,60,0,0.0,10.695322376738307,3.8685208596713023,1.2515802781289507,7.168141592920354,10.126422250316057,60.0,25.683060109289617,9.289617486338798,16.39344262295082,11.956521739130435,5.21355186760025,5.145272842902172,106.33043409747222,1.3336696456037593,Jr,5,3,,,,,1,2023
Adam Stephenson,7824300?year_stat_category_id=15001,L/L,Abilene Christian,WAC,19,0,5.21,48.1,45,29,28,18,69,9,8,0,0,205,32,40,846,0.0,12.910602910602911,3.3679833679833675,1.6839916839916838,5.426195426195426,8.41995841995842,35.294117647058826,33.65853658536586,8.780487804878048,24.87804878048781,21.951219512195124,4.951455676300519,3.7938954067085606,121.79191693074205,0.046308480400442165,Sr,17,6,,,,,1,2023
Max Huffing,7824307?year_stat_category_id=15001,L/L,Abilene Christian,WAC,21,3,5.4,48.1,40,29,29,30,41,5,7,0,9,217,59,35,816,0.0,7.671517671517671,5.613305613305614,0.9355509355509355,5.426195426195426,7.484407484407484,44.44444444444444,18.89400921658986,13.82488479262673,5.069124423963132,7.8125,6.344387069231912,6.983080069631544,118.93979873819714,0.041641071241830085,Jr,18,8,,,,,1,2023
Sam Berberich,7824313?year_stat_category_id=15001,R/L,Abilene Christian,WAC,18,0,9.97,21.2,33,28,24,12,22,4,3,3,11,120,17,24,404,0.0,9.339622641509434,5.09433962264151,1.6981132075471699,11.88679245283019,14.00943396226415,29.411764705882355,18.333333333333332,10.0,8.333333333333332,19.047619047619047,7.897460461927947,6.926163144492561,50.338850633301014,-0.20773145238184174,Jr,17,5,,,,,1,2023
Drake Boggan,7824314?year_stat_category_id=15001,R/R,Abilene Christian,WAC,22,1,6.82,34.1,35,27,26,22,30,5,2,0,3,161,36,33,572,0.0,7.9178885630498534,5.806451612903226,1.319648093841642,7.126099706744868,9.237536656891496,40.0,18.633540372670808,13.664596273291925,4.9689440993788825,12.195121951219512,6.611426045948308,6.503547777110384,97.62396803601936,-0.16938343587757798,Jr,15,6,,,,,1,2023
Breck Eichelberger,7824320?year_stat_category_id=15001,R/R,Abilene Christian,WAC,15,15,4.39,67.2,72,34,33,35,56,6,12,0,8,309,48,87,0,0.0,7.499999999999999,4.687499999999999,0.8035714285714286,4.553571428571429,9.642857142857142,0.0,18.12297734627832,11.326860841423949,6.7961165048543695,11.11111111111111,5.67907546642031,5.720216928296705,134.10105860383067,0.9716854602257458,Sr,0,0,,,,,1,2023
Adam Byrd,7824326?year_stat_category_id=15001,R/L,Abilene Christian,WAC,16,0,11.45,11.0,13,15,14,17,19,1,4,0,3,67,8,6,291,0.0,15.545454545454545,13.909090909090908,0.8181818181818182,12.272727272727272,10.636363636363637,66.66666666666666,28.35820895522388,25.37313432835821,2.9850746268656714,11.11111111111111,7.447203172048015,7.489092660503982,28.12235102821432,-0.0901813580954129,So,12,8,,,,,1,2023
Blake Anderson,8008999?year_stat_category_id=15001,R/R,Abilene Christian,WAC,24,7,7.36,47.2,56,41,39,27,56,13,11,0,3,228,42,39,834,0.0,10.677966101694915,5.148305084745762,2.4788135593220337,7.8177966101694905,10.677966101694915,22.22222222222222,24.561403508771928,11.842105263157894,12.719298245614034,23.636363636363637,7.379791769890851,5.542087298412177,89.51794790983907,-0.24081413876044527,Jr,18,4,,,,,1,2023
Brooks Gay,8009013?year_stat_category_id=15001,R/R,Abilene Christian,WAC,7,0,16.2,6.2,13,12,12,8,2,1,3,0,1,38,7,7,160,0.0,2.903225806451613,11.612903225806452,1.4516129032258065,17.419354838709676,18.870967741935484,0.0,5.263157894736842,21.052631578947366,-15.789473684210524,12.5,10.07183660313306,9.90492396843996,-43.1806037854086,-0.10831163809514519,Fr,4,0,,,,,1,2023
Holt Gibson,8009016?year_stat_category_id=15001,R/R,Abilene Christian,WAC,1,0,0.0,1.0,0,0,0,2,1,0,0,0,0,5,2,0,22,0.0,9.0,18.0,0.0,0.0,0.0,0.0,20.0,40.0,-20.0,0.0,8.265384990229833,11.25667040645553,200.0,-0.011108344406852766,Fr,0,0,,,,,1,2023
Parker Matthews,8009031?year_stat_category_id=15001,B/R,Abilene Christian,WAC,1,0,47.25,1.1,4,7,7,3,2,1,1,0,2,13,2,0,53,0.0,16.363636363636363,24.545454545454543,8.181818181818182,57.272727272727266,32.72727272727273,0.0,15.384615384615385,23.076923076923077,-7.692307692307692,33.33333333333333,26.08356680841165,18.344410557810328,-509.27676104077506,-0.07498133064107566,Fr,0,0,,,,,1,2023
Logan Britt,8009004?year_stat_category_id=15001,R/R,Abilene Christian,WAC,1,0,0.0,0.0,1,1,1,2,0,0,0,0,0,3,0,0,12,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,66.66666666666666,-66.66666666666666,0.0,0.0,0.0,0.0,0.0,Jr,2,2,,,,,1,2023
Rolando De La Cruz,8009009?year_stat_category_id=15001,R/R,Abilene Christian,WAC,8,4,19.55,9.2,24,23,21,9,5,4,2,0,4,63,12,9,234,0.0,4.891304347826088,8.804347826086957,3.91304347826087,22.5,23.47826086956522,83.33333333333334,7.936507936507936,14.285714285714285,-6.349206349206349,25.0,13.06973281631679,10.018676656513048,-93.46795086448995,-0.3893421091461034,Jr,6,5,,,,,1,2023
Nick Meyer,8009033?year_stat_category_id=15001,L/L,Abilene Christian,WAC,5,0,0.0,3.1,1,0,0,5,2,0,0,0,0,15,5,2,56,0.0,5.806451612903226,14.516129032258064,0.0,0.0,2.903225806451613,100.0,13.333333333333334,33.33333333333333,-19.999999999999993,0.0,7.813772087004027,10.226099035573137,200.0,-0.029482256831341452,Jr,3,3,,,,,1,2023
Blaine Palmer,8009037?year_stat_category_id=15001,R/R,Abilene Christian,WAC,2,0,33.75,1.1,4,5,5,1,0,1,2,0,1,10,3,1,36,0.0,0.0,8.181818181818182,8.181818181818182,40.90909090909091,32.72727272727273,100.0,0.0,10.0,-10.0,25.0,21.538112262957103,15.158631201549282,-306.62625788626787,-0.06234836901040171,Fr,2,2,,,,,1,2023
Austin Glaze,8009018?year_stat_category_id=15001,R/R,Abilene Christian,WAC,15,15,5.52,62.0,56,41,38,25,51,10,10,3,9,274,89,41,0,0.0,7.403225806451613,3.629032258064516,1.4516129032258065,5.951612903225806,8.129032258064516,0.0,18.613138686131386,9.124087591240876,9.48905109489051,10.1010101010101,6.36215918377822,6.653588669313252,117.1384609323793,0.5783535311774621,Jr,0,0,,,,,1,2023
Miles McKenna,8009032?year_stat_category_id=15001,L/L,Abilene Christian,WAC,1,0,6.75,2.2,3,2,2,0,2,0,1,0,1,11,3,2,40,0.0,8.181818181818182,0.0,0.0,8.181818181818182,12.272727272727272,0.0,18.181818181818183,0.0,18.181818181818183,0.0,3.8108395356843787,5.850352319474626,98.67474842274642,0.011649284145208709,Fr,0,0,,,,,1,2023
Luke Krkovski,8009029?year_stat_category_id=15001,L/L,Abilene Christian,WAC,20,0,7.81,27.2,32,24,24,19,17,4,6,2,6,138,29,32,524,0.0,5.625,6.286764705882353,1.3235294117647058,7.9411764705882355,10.588235294117647,40.909090909090914,12.318840579710146,13.768115942028986,-1.44927536231884,12.121212121212121,7.684502637288658,7.587304452278509,82.76293113802218,-0.24586984013562446,So,22,9,,,,,1,2023
Chase Spencer,7822709?year_stat_category_id=15001,L/R,Air Force,Mountain West,5,0,21.6,3.1,7,9,8,5,4,1,0,0,0,23,3,3,96,0.0,11.612903225806452,14.516129032258064,2.903225806451613,26.129032258064516,20.32258064516129,0.0,17.391304347826086,21.73913043478261,-4.347826086956523,25.0,10.71699789345564,8.453311065214153,-88.10975670429708,-0.052713368004460574,So,0,0,,,,,1,2023
Jaxson Crump,7822711?year_stat_category_id=15001,0,Air Force,Mountain West,2,0,45.0,1.0,5,5,5,3,1,0,1,0,0,11,0,2,49,0.0,9.0,27.0,0.0,45.0,45.0,100.0,9.090909090909092,27.27272727272727,-18.18181818181818,0.0,11.265384990229833,11.265384990229833,-400.22865980061886,-0.018826014577335598,So,2,2,,,,,1,2023
Duke Benge,7822714?year_stat_category_id=15001,R/R,Air Force,Mountain West,29,1,7.81,53.0,80,51,46,13,29,10,22,4,3,248,60,60,672,0.0,4.9245283018867925,2.207547169811321,1.6981132075471699,8.660377358490566,13.584905660377359,45.23809523809524,11.693548387096774,5.241935483870968,6.451612903225806,14.285714285714285,6.529535933626059,6.052082906605293,95.82698148793705,-0.1547480342789752,Sr,42,19,,,,,1,2023
Jimmy Hebenstreit,7822716?year_stat_category_id=15001,0,Air Force,Mountain West,3,0,27.0,1.2,3,6,5,3,0,0,2,0,1,12,3,2,49,0.0,0.0,22.5,0.0,45.0,22.5,0.0,0.0,25.0,-25.0,0.0,14.265384990229833,18.004491760511954,-160.1371958803713,-0.034399414567972415,Jr,2,0,,,,,1,2023
Kyle Moats,7822717?year_stat_category_id=15001,0,Air Force,Mountain West,5,2,17.65,8.2,18,18,17,10,8,2,7,2,0,54,12,5,153,0.0,8.78048780487805,10.975609756097562,2.1951219512195124,19.75609756097561,19.75609756097561,40.0,14.814814814814813,18.51851851851852,-3.703703703703706,14.285714285714285,9.143433770717639,8.52623839432494,-35.4230187884649,-0.08017554203069036,Jr,5,2,,,,,1,2023
Ryan Stohr,7822719?year_stat_category_id=15001,0,Air Force,Mountain West,12,0,12.91,23.0,44,35,33,10,15,8,11,0,4,123,33,17,446,0.0,5.869565217391305,3.9130434782608696,3.1304347826086953,13.695652173913045,17.217391304347828,29.411764705882355,12.195121951219512,8.130081300813007,4.065040650406505,19.51219512195122,9.3088632510994,7.453269817735345,27.801066710533572,-0.28288276895719744,Sr,17,5,,,,,1,2023
Seungmin Shim,7822722?year_stat_category_id=15001,0,Air Force,Mountain West,18,7,7.38,42.2,56,44,35,26,36,3,13,1,6,212,27,56,697,0.0,7.677725118483412,5.545023696682463,0.6398104265402843,9.38388625592417,11.943127962085308,88.88888888888889,16.9811320754717,12.264150943396226,4.716981132075473,10.0,5.758275985490497,5.897358479409583,101.56249979269849,0.4608781865995703,Jr,9,8,,,,,1,2023
Doyle Gehring,7822724?year_stat_category_id=15001,0,Air Force,Mountain West,16,15,6.32,74.0,83,57,52,33,63,11,24,2,11,339,83,64,0,0.0,7.662162162162161,4.013513513513513,1.337837837837838,6.9324324324324325,10.094594594594595,0.0,18.58407079646018,9.734513274336283,8.849557522123895,11.702127659574469,6.278898503743347,6.246336538373181,115.70121933466866,0.9558745118223382,Jr,0,0,,,,,1,2023
Jason Shuger,7822728?year_stat_category_id=15001,0,Air Force,Mountain West,6,1,15.63,6.1,11,12,11,12,7,1,2,2,1,44,7,5,158,0.0,10.327868852459018,17.704918032786885,1.4754098360655739,17.704918032786885,16.229508196721312,100.0,15.909090909090908,27.27272727272727,-11.363636363636362,12.5,10.494893186951145,10.32524427955816,-8.479421170748314,-0.09383722695217173,Sr,1,1,,,,,1,2023
Jake Sansing,7822730?year_stat_category_id=15001,0,Air Force,Mountain West,18,11,4.29,79.2,90,38,38,24,50,8,21,6,3,345,91,83,0,0.0,5.681818181818182,2.7272727272727275,0.9090909090909091,4.318181818181818,10.227272727272727,50.0,14.492753623188406,6.956521739130435,7.536231884057972,8.080808080808081,5.338617313462157,5.895039385471904,142.77820109900767,1.299762864535925,Sr,6,3,,,,,1,2023
Sawyer Hawks,7822731?year_stat_category_id=15001,0,Air Force,Mountain West,22,1,2.84,50.2,40,16,16,27,70,6,8,0,8,222,45,32,822,0.0,12.549800796812749,4.840637450199203,1.0756972111553784,2.8685258964143427,7.171314741035856,0.0,31.53153153153153,12.162162162162163,19.369369369369366,11.76470588235294,5.121958695409116,5.087651486519778,162.11890235924983,0.10174975833209116,So,6,0,,,,,1,2023
Dylan Rogers,7822732?year_stat_category_id=15001,0,Air Force,Mountain West,15,15,8.51,67.2,113,75,64,24,46,7,25,6,3,338,52,93,0,0.0,6.160714285714286,3.2142857142857144,0.9374999999999999,10.044642857142858,15.133928571428571,0.0,13.609467455621301,7.100591715976331,6.50887573964497,11.864406779661017,5.455861180706024,5.414833201221768,86.49009122437185,1.307157616467062,So,0,0,,,,,1,2023
Zach Peters,7822735?year_stat_category_id=15001,0,Air Force,Mountain West,17,1,11.28,26.1,50,35,33,18,22,6,14,2,3,152,27,29,475,0.0,7.586206896551724,6.206896551724137,2.0689655172413794,12.068965517241379,17.241379310344826,66.66666666666666,14.473684210526317,11.842105263157894,2.631578947368423,18.181818181818183,7.981860086015274,6.884396843399335,49.54268260997823,-0.2002221355220895,So,3,2,,,,,1,2023
Cooper Loveridge,7982849?year_stat_category_id=15001,0,Air Force,Mountain West,8,0,7.71,7.0,12,15,6,8,4,0,2,1,1,48,12,5,160,0.0,5.142857142857142,10.285714285714285,0.0,19.285714285714285,15.428571428571427,100.0,8.333333333333332,16.666666666666664,-8.333333333333332,0.0,6.979670704515548,9.543629632709,97.16082295416064,-0.03233845215260178,Fr,3,3,,,,,1,2023
Ben Weber,7982843?year_stat_category_id=15001,0,Air Force,Mountain West,21,5,6.13,54.1,70,40,37,20,30,6,18,2,9,255,46,75,853,0.0,4.990757855822551,3.327171903881701,0.9981515711645101,6.654343807763402,11.645101663585951,100.0,11.76470588235294,7.8431372549019605,3.92156862745098,11.538461538461538,6.206235267494159,6.202047112630353,118.23551812049348,0.34218664808192845,Fr,7,7,,,,,1,2023
Joey Collier,7982848?year_stat_category_id=15001,0,Air Force,Mountain West,9,0,13.5,10.0,16,16,15,11,8,4,4,0,3,59,12,8,231,0.0,7.2,9.9,3.6,14.4,14.4,66.66666666666666,13.559322033898304,18.64406779661017,-5.084745762711865,25.0,12.065384990229834,9.258413323210391,19.93140205981434,-0.2123453701757841,Fr,9,6,,,,,1,2023
Anthony Fett,7822325?year_stat_category_id=15001,0,Akron,MAC,19,3,6.79,50.1,63,45,38,21,24,12,12,1,7,241,73,49,793,0.0,4.311377245508982,3.772455089820359,2.155688622754491,8.08383233532934,11.317365269461078,66.66666666666666,9.95850622406639,8.71369294605809,1.2448132780082997,14.117647058823529,8.09772031957115,7.521465433135862,85.82673584719115,-0.9508133393890579,Jr,18,12,,,,,1,2023
Brett Dietrich,7822326?year_stat_category_id=15001,0,Akron,MAC,18,9,7.99,50.2,67,52,45,29,44,3,13,3,16,260,37,60,952,0.0,7.888446215139442,5.199203187250996,0.5378486055776892,9.322709163346612,12.011952191235059,46.15384615384615,16.923076923076923,11.153846153846155,5.769230769230768,7.5,5.978532400588399,6.393387148088676,65.64883938424992,0.050659798031988224,Sr,13,6,,,,,1,2023
Yassir Kahook,7822327?year_stat_category_id=15001,0,Akron,MAC,18,0,4.26,31.2,24,16,15,15,9,3,3,0,6,136,50,31,451,0.0,2.5961538461538463,4.326923076923077,0.8653846153846154,4.615384615384616,6.923076923076923,42.10526315789473,6.61764705882353,11.029411764705882,-4.411764705882352,5.660377358490567,6.957692682537526,8.24836779567794,128.36846755655878,-0.3073433073065586,Jr,19,8,,,,,1,2023
Dylan James,7822328?year_stat_category_id=15001,0,Akron,MAC,1,0,0.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,-100.0,0.0,0.0,0.0,0.0,0.0,Sr,0,0,,,,,1,2023
Jackson Miller,7822333?year_stat_category_id=15001,0,Akron,MAC,1,0,54.0,0.2,2,4,4,3,0,0,1,0,0,7,2,0,22,0.0,0.0,135.0,0.0,180.0,90.0,100.0,0.0,42.857142857142854,-42.857142857142854,0.0,49.26538499022983,64.22181207135831,-708.0053408323532,-0.03436252658226157,Sr,2,2,,,,,1,2023
Sammy Tortorella,7822334?year_stat_category_id=15001,L/L,Akron,MAC,19,17,4.6,86.0,88,60,44,30,74,7,15,2,29,412,103,76,0,0.0,7.7441860465116275,3.1395348837209305,0.7325581395348838,6.279069767441861,9.209302325581396,0.0,17.96116504854369,7.281553398058252,10.67961165048544,6.363636363636363,5.6607338274391354,6.515625663397429,122.6513968920588,0.6494735816406667,Jr,0,0,,,,,1,2023
Spencer Atkins,7822335?year_stat_category_id=15001,0,Akron,MAC,10,8,11.38,34.0,47,49,43,17,25,6,9,0,8,174,53,21,582,0.0,6.61764705882353,4.5,1.5882352941176472,12.970588235294118,12.441176470588236,0.0,14.367816091954023,9.770114942528735,4.597701149425287,10.16949152542373,7.2947967549357156,7.596059101366834,8.646281876441098,-0.21604961038084297,Jr,2,0,,,,,1,2023
Greyson Droste,7822337?year_stat_category_id=15001,0,Akron,MAC,1,0,0.0,2.0,1,0,0,0,0,0,0,0,0,6,4,1,17,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.265384990229833,7.25667040645553,200.0,0.002256572775226777,Sr,0,0,,,,,1,2023
Joey Herrick,7822340?year_stat_category_id=15001,0,Akron,MAC,1,0,108.0,0.1,2,4,4,2,0,0,2,0,0,5,1,0,24,0.0,0.0,180.0,0.0,360.0,180.0,0.0,0.0,40.0,-40.0,0.0,64.26538499022983,79.22181207135831,-1616.0106816647065,-0.023296524258809605,So,0,0,,,,,1,2023
Jacob  Beall,7822341?year_stat_category_id=15001,0,Akron,MAC,9,1,7.11,12.2,12,11,10,8,14,2,2,1,4,60,6,16,221,0.0,10.327868852459018,5.901639344262295,1.4754098360655739,8.114754098360656,8.852459016393443,50.0,23.333333333333332,13.333333333333334,9.999999999999998,25.0,7.052270236131473,5.901872011943176,80.44596345707349,-0.11807294447490378,So,4,2,,,,,1,2023
Jacob Krausher,7822344?year_stat_category_id=15001,0,Akron,MAC,5,0,16.43,7.2,15,16,14,10,9,1,3,0,4,54,7,7,199,0.0,11.25,12.5,1.25,20.0,18.75,0.0,16.666666666666664,18.51851851851852,-1.8518518518518547,12.5,9.404273879118723,9.260543554799664,-76.26903240510305,-0.13943244573057767,So,0,0,,,,,1,2023
Brady Biglin,7822347?year_stat_category_id=15001,0,Akron,MAC,16,0,11.01,34.1,54,49,42,26,23,5,13,1,2,185,29,44,636,0.0,6.070381231671554,6.86217008797654,1.319648093841642,12.932551319648093,14.252199413489736,71.42857142857143,12.432432432432433,14.054054054054054,-1.621621621621621,14.705882352941178,7.28591284946737,6.871011150811558,14.867799952514638,-0.3795456771727278,Jr,7,5,,,,,1,2023
Sean Perkins,8009978?year_stat_category_id=15001,0,Akron,MAC,9,0,14.66,11.2,16,20,19,11,11,1,3,1,11,72,13,10,285,0.0,8.839285714285715,8.839285714285715,0.8035714285714286,16.071428571428573,12.857142857142858,28.57142857142857,15.277777777777779,15.277777777777779,0.0,7.142857142857142,9.354670704515549,10.063509803942322,-46.506635122264804,-0.21533338399072322,So,7,2,,,,,1,2023
