Player,Pos,B/T,player_id,Team,Conference,Yr,R/PA,GP,BB,CS,GS,HBP,IBB,K,RBI,SF,AB,PA,H,2B,3B,HR,R,SB,OPS+,Picked,Sac,BA,SlgPct,OBPct,ISO,wOBA,K%,BB%,SB%,wRC+,wRC,Batting,Baserunning,Adjustment,WAR,Clutch,WPA,REA,WPA/LI,wSB,wGDP,wTEB,EBT,Opportunities,OutsOB,GDPOpps,GDP,Division,Season
Christian Smith-Johnson,OF,R/R,8279703.0,A&M-Corpus Christi,Southland,So,0.13157894736842105,53,16,4,44,10,2,48,24,2,160,190,43,3,0,7,25,5,89.27314528425354,0,4,0.269,0.419,0.367,0.14999999999999997,0.3587849462365592,25.263157894736842,8.421052631578947,55.55555555555556,87.5876951290661,28.997948807528097,-3.805795935358444,-2.955666663946128,0.23877713805531667,-0.27645641888210915,-0.9359781825229547,-0.468999999999999,-93.167,0.5215870759034509,-1.5677945072999728,-0.9056796228872317,-0.4821925337589239,4.0,18.0,0.0,116.0,1.0,1,2024
Jose Enriquez,INF,L/L,8284728.0,A&M-Corpus Christi,Southland,Sr,0.0,5,1,0,2,0,0,2,0,0,8,9,0,0,0,0,0,0,-71.04795768349372,0,0,0.0,0.0,0.111,0.0,0.08622222222222223,22.22222222222222,11.11111111111111,0.0,-80.97094832007954,-1.2085861260950197,-2.762447719179119,0.0,0.055864839846904275,0.0,-0.04961166596124214,-0.21059999999999982,-4.589,-0.1457903958944278,-0.002842448311733334,-0.04847171113404247,0.0,0.0,0.0,0.0,4.0,0.0,1,2024
Cole Modgling,OF,R/R,8283864.0,A&M-Corpus Christi,Southland,Sr,0.1377245508982036,52,10,1,38,4,0,31,20,3,150,167,50,6,1,1,23,6,90.767210014373,2,6,0.333,0.407,0.383,0.07399999999999995,0.36220958083832333,18.562874251497004,5.9880239520958085,85.71428571428571,89.70556273135792,26.089685508190072,-2.743079607925992,-2.122043500831758,0.23427190903540504,-0.15345579606301943,0.5232156056256986,1.2244000000000004,-84.06899999999999,0.6772185083204746,0.4393791561601403,-1.3814437673202105,-1.179978889671688,8.0,19.0,3.0,114.0,0.0,1,2024
Mario Mendoza Jr.,INF,R/R,8425836.0,A&M-Corpus Christi,Southland,Jr,0.2,13,2,0,4,0,0,6,0,0,13,15,3,0,0,0,3,1,38.43077759277267,0,0,0.231,0.231,0.333,0.0,0.2874666666666667,40.0,13.333333333333334,100.0,43.4829390553938,1.1632336494907574,-1.4265356723160747,0.21405198242798967,0.14524858360195111,0.0016043833943205352,0.05792693042129129,0.0320000000000001,-11.040999999999999,-0.020805555555555404,0.18578775844133333,-0.08482549448457433,0.11308971847123067,1.0,2.0,0.0,7.0,0.0,1,2024
Garrett Gruell,OF,R/R,8425838.0,A&M-Corpus Christi,Southland,Jr,0.1557377049180328,55,19,1,55,5,0,41,31,3,217,244,64,13,2,10,38,3,108.47199041274433,0,0,0.295,0.512,0.361,0.21700000000000003,0.37522950819672135,16.80327868852459,7.786885245901639,75.0,97.75736549079376,41.463127014172464,-0.6637872872186721,1.5815606275449432,0.24778759609513992,0.32739783265599914,-1.3172860497669676,-0.019800000000000567,-111.22,1.2980269914449365,-0.18051798202199315,1.5853674102053223,0.17671119936161395,9.0,27.0,0.0,158.0,7.0,1,2024
Joshua Munoz,UT,R/R,8425844.0,A&M-Corpus Christi,Southland,Fr,0.0,11,0,0,0,0,0,1,0,0,7,7,0,0,0,0,0,0,-100.0,0,0,0.0,0.0,0.0,0.0,0.0,14.285714285714285,0.0,0.0,-134.29262268147932,-1.575333068834138,-2.7838920856773264,0.0,0.1229026476631894,0.0,-0.01853657448706464,-0.1343999999999998,-6.2299999999999995,-0.1409210526315792,0.0,-0.07270756670106371,0.0,0.0,0.0,0.0,6.0,0.0,1,2024
Karson Krowka,INF,R/R,8425831.0,A&M-Corpus Christi,Southland,Jr,0.0,8,1,0,4,0,0,2,3,0,13,14,0,0,0,0,0,0,-81.48112608583833,0,3,0.0,0.0,0.071,0.0,0.05542857142857143,14.285714285714285,7.142857142857142,0.0,-100.01440344915089,-2.3338240324051185,-4.750942066091495,-0.331038533077528,0.08938374375504685,-0.2879667697970629,-0.0018741400476319225,-0.30799999999999966,-7.984,-0.2732221821940491,-0.002842448311733334,0.3667027943813832,-0.6948988791471779,0.0,1.0,1.0,11.0,1.0,1,2024
Mason Persons,INF,R/R,8425827.0,A&M-Corpus Christi,Southland,Jr,0.12751677852348994,52,22,0,39,2,0,28,16,0,125,149,30,4,0,1,19,0,60.507172268072075,0,5,0.24,0.296,0.362,0.055999999999999994,0.3248590604026846,18.79194630872483,14.76510067114094,0.0,66.60719856759317,17.419489339327487,-8.305552590620378,0.13839743018053136,0.5809943344078045,-0.38362895954394466,0.0026614608219829305,0.035599999999999465,-86.945,0.03308749315291193,-0.13927996727493336,0.21549965494787449,0.06217774250759023,10.0,25.0,1.0,106.0,3.0,1,2024
Jack Nielsen,INF,R/R,8268041.0,Abilene Christian,WAC,Jr,0.1,26,5,0,4,0,1,5,5,0,24,30,5,0,0,0,3,0,36.425589737740815,0,2,0.208,0.208,0.345,0.0,0.3028571428571429,16.666666666666664,16.666666666666664,0.0,45.86012994586628,2.812482336575499,-2.3436428572433727,0.07545789510298168,0.29049716720390223,-0.06774298705972547,-0.20130163360307232,-0.1776,-12.786999999999999,-0.1304417626233428,-0.025582034805600007,0.26975937211329826,-0.16871944220471657,3.0,5.0,1.0,19.0,1.0,1,2024
Holden Rook,OF,R/R,8264361.0,Abilene Christian,WAC,So,0.1792452830188679,39,17,0,25,1,1,17,9,3,84,106,18,5,0,0,19,7,50.6395457871247,0,2,0.214,0.274,0.343,0.060000000000000026,0.3094807692307693,16.037735849056602,16.037735849056602,100.0,49.956322777405944,10.676494847764378,-7.541814170395637,1.8319201981584101,0.17570393177655377,-0.30861540988838626,0.43095908080680156,0.21310000000000073,-55.912,-0.1868148832759365,1.3147265506480001,-0.34825494484574326,0.8654485923561532,6.0,10.0,0.0,70.0,1.0,1,2024
Aaron Staehely,OF,L/R,8264144.0,Abilene Christian,WAC,Sr,0.14492753623188406,45,13,3,33,1,0,33,13,2,122,138,33,5,2,2,20,9,76.68664678928975,1,4,0.27,0.393,0.341,0.123,0.3333043478260869,23.91304347826087,9.420289855072465,75.0,64.68933553493773,17.36027589110443,-6.357900000462379,0.4028729926161185,0.2027353058960236,-0.3158867713811436,-0.6140831804959123,-0.2975999999999995,-70.333,0.2991625455752779,-0.11234425099424611,-0.16332106721701933,0.6785383108273839,6.0,12.0,0.0,96.0,2.0,1,2024
Caden Matlon,C,R/R,8381623.0,Abilene Christian,WAC,Jr,0.1125,24,9,0,19,3,0,19,8,1,67,80,13,3,0,0,9,0,35.000328478812605,0,1,0.194,0.239,0.313,0.044999999999999984,0.27917500000000006,23.75,11.25,0.0,31.21458408700227,5.505667183248954,-8.244000000268038,-0.3524251614992734,1.3364311364665873,-0.44274938078033366,0.23561397797604736,0.0012000000000000899,-46.683,-0.2340711208331901,-0.06253386285813335,-0.14225017252606276,-0.1476411261150773,2.0,8.0,0.0,53.0,1.0,1,2024
Zion Stephens,INF,L/R,8381648.0,Abilene Christian,WAC,Fr,0.2727272727272727,16,1,0,0,1,0,7,0,0,9,11,1,0,0,0,3,1,-4.0110013189280425,0,0,0.111,0.111,0.273,0.0,0.22727272727272727,63.63636363636363,9.090909090909092,100.0,-0.8828962800361511,0.15605555348620395,-1.7345236842473823,0.23185480683496698,0.1787674875100937,-0.024843406959420843,-0.08742563887725854,-0.046399999999999705,-5.441,-0.039119815668195196,0.19147265506480002,-0.07270756670106371,0.11308971847123067,1.0,2.0,0.0,6.0,0.0,1,2024
Zandt Payne,INF,B/R,8381642.0,Abilene Christian,WAC,Jr,0.1638655462184874,57,21,3,56,12,0,37,26,2,203,238,52,12,0,1,39,10,66.79410033843108,0,4,0.256,0.33,0.357,0.07400000000000001,0.3298991596638655,15.546218487394958,8.823529411764707,76.92307692307693,62.58349402858803,29.087096712270874,-11.818163158692172,2.62076570104286,0.6368591742547087,-0.4951113262914042,-0.5835913147823226,0.10120000000000032,-125.06899999999999,0.6984127125390098,-0.008987493593179519,1.439952276803195,1.1898009178328448,13.0,29.0,0.0,170.0,7.0,1,2024
Benjamin Greer,INF,B/R,8261791.0,Abilene Christian,WAC,Sr,0.2087912087912088,44,27,3,39,1,1,43,25,2,151,182,51,15,0,2,38,16,120.21984016058683,1,0,0.338,0.477,0.436,0.13899999999999996,0.41781111111111113,23.626373626373624,14.835164835164836,84.21052631578947,116.95013323980837,39.08515307580949,7.804660233308336,1.3357779531246317,0.4916105906527576,0.8283120861943556,1.1847558530726998,2.662999999999999,-84.908,1.6528670977469713,1.2222794378358874,-0.06321268407286973,0.17671119936161395,9.0,27.0,0.0,129.0,3.0,1,2024
Garrett Williams,INF,R/R,8283241.0,Abilene Christian,WAC,Sr,0.1446280991735537,55,27,0,55,8,0,24,28,5,202,242,59,12,0,2,35,6,86.26641703122627,2,1,0.292,0.381,0.388,0.08900000000000002,0.360396694214876,9.917355371900827,11.15702479338843,100.0,81.44382451233892,37.34480112406491,-4.247942106073991,2.6109869759771835,0.614513238315947,0.060711864404573206,0.4450796705599578,0.9796999999999991,-118.11099999999999,0.516466144136527,0.9726041350613335,1.8551267823186208,-0.21674394140277053,8.0,28.0,0.0,177.0,8.0,1,2024
Maddox Miesse,C,R/R,8278575.0,Abilene Christian,WAC,So,0.1759656652360515,58,27,0,56,16,0,55,35,4,186,233,50,8,0,2,41,1,80.87466356351433,1,6,0.269,0.344,0.399,0.07499999999999996,0.3607896995708155,23.605150214592275,11.587982832618025,100.0,81.68686746659823,36.052334618581,-3.9935710534122353,0.23111531487713693,3.2297085797942526,0.09427932834025428,0.27709725603969104,0.4071000000000016,-109.919,0.14591610368322008,-0.03592320987386671,0.14595704912287544,0.12108147562812821,13.0,34.0,1.0,153.0,4.0,1,2024
Eric Martin,OF,L/R,8281122.0,Abilene Christian,WAC,Sr,0.043478260869565216,11,3,0,4,1,0,9,2,0,19,23,3,1,0,1,1,0,61.45429386958268,0,0,0.158,0.368,0.304,0.21,0.306,39.130434782608695,13.043478260869565,0.0,47.80374031470963,2.232326683605125,-1.7207026316560097,-0.2652004435086894,0.049557519219027985,-0.06662095877521251,0.003989222607990256,0.11019999999999981,-9.16,0.14014156758274518,-0.01421224155866667,-0.15753306118563803,-0.09345514076438466,0.0,1.0,0.0,13.0,0.0,1,2024
Bobby Serfass,INF,R/R,8282371.0,Abilene Christian,WAC,Sr,0.10526315789473684,6,3,0,3,0,0,7,1,0,16,19,2,0,0,0,2,0,-3.4935570168927566,0,0,0.125,0.125,0.263,0.0,0.21936842105263157,36.84210526315789,15.789473684210526,0.0,-5.771089038910585,0.11146437707425677,-3.154081579011029,-0.41575694168692684,0.06703780781628513,-0.18299317478801963,-0.05493445133574755,-0.11240000000000029,-12.663,-0.0974723283252698,-0.01421224155866667,-0.12117927783510618,-0.280365422293154,0.0,3.0,0.0,10.0,0.0,1,2024
Miller Ladusau,OF,L/R,8281218.0,Abilene Christian,WAC,Sr,0.21722846441947566,57,34,1,57,15,1,57,47,6,211,267,74,23,0,8,58,11,148.4350206686579,0,0,0.351,0.573,0.462,0.22199999999999998,0.45502641509433966,21.34831460674157,12.734082397003746,91.66666666666666,139.96487664481862,67.79866720323936,21.9091529782514,-0.0939159093788895,0.2567980541349632,1.7670846222861136,0.9562428762657249,3.7054,-110.45499999999998,3.071416843757078,1.3398934652494736,-2.3872317733515915,0.9534223987232284,20.0,54.0,0.0,197.0,0.0,1,2024
Reese Borho,OF,L/L,8381500.0,Abilene Christian,WAC,Fr,0.13815789473684212,43,15,5,38,10,0,42,22,2,125,152,29,3,2,2,21,4,67.61204323372303,1,3,0.232,0.336,0.355,0.10400000000000001,0.33192105263157895,27.631578947368425,9.868421052631579,44.44444444444444,63.833876072096004,18.900136069225635,-7.2242315794566485,-1.3125068004838374,0.1937248478562003,-0.5026964131271319,-0.007570669950070594,-0.092299999999999,-68.77799999999999,-0.08964850381214846,-2.340813762565433,-0.6633210672170193,1.6916280292986148,10.0,14.0,0.0,96.0,1.0,1,2024
Ranse Radtke,OF,R/R,8381645.0,Abilene Christian,WAC,Jr,0.15853658536585366,30,16,1,19,1,0,15,7,0,65,82,17,2,0,1,13,2,83.70832960904302,0,6,0.262,0.338,0.415,0.07600000000000001,0.36990243902439024,18.29268292682927,19.51219512195122,66.66666666666666,87.3223812954051,13.47451938914596,-0.6188894739589548,-1.3344675050573243,0.13515687059734904,-0.041741017117671475,0.10203541230774821,0.36800000000000005,-44.838,0.3291259443212344,-0.2895596360465265,-0.6907218836601052,-0.3541859853506926,1.0,7.0,0.0,57.0,0.0,1,2024
DJ Van Atten,INF,R/R,8381654.0,Abilene Christian,WAC,Jr,0.11330049261083744,50,22,1,47,9,2,32,32,4,166,203,42,9,0,5,23,2,83.54122384008691,0,0,0.253,0.398,0.363,0.14500000000000002,0.3516683417085427,15.763546798029557,10.83743842364532,66.66666666666666,76.04602382872048,29.461312968898596,-5.428467509275768,1.3551765879132611,0.5586483984690428,-0.13338729750866457,1.177750250706413,1.4661,-95.54499999999999,0.4587161822943959,-0.36346329215159323,0.755018399174471,0.9636214808903834,11.0,25.0,0.0,144.0,5.0,1,2024
Gino D'Alessio,INF,R/R,8381521.0,Abilene Christian,WAC,Sr,0.15671641791044777,58,31,0,58,8,2,31,63,9,218,268,81,11,0,9,42,5,139.53769343867174,0,1,0.372,0.546,0.451,0.17400000000000004,0.43929545454545454,11.567164179104477,11.567164179104477,100.0,130.23651272469345,63.61480803039116,17.553422965609236,2.1679806049507206,0.6480321422240896,1.6420652647211762,0.4681119145344814,3.348099999999999,-82.1,2.9189332035479993,0.7214400654501333,1.7581833600505359,-0.3116428205499484,10.0,29.0,1.0,185.0,8.0,1,2024
Cade McGarrh,INF,L/R,8381625.0,Abilene Christian,WAC,So,0.11428571428571428,30,3,0,13,0,0,19,4,0,32,35,6,1,0,0,4,2,15.928554997499544,0,1,0.188,0.219,0.257,0.031,0.2335428571428572,54.285714285714285,8.571428571428571,100.0,2.9946867202844416,0.7275451821451004,-5.287934210643583,0.5070365150964445,0.3351890390814256,-0.2479921067049088,-0.1436656038979229,-0.34939999999999927,-19.512,-0.2367295573923989,0.3772604135061334,-0.30294819458776545,0.4327242961780766,3.0,5.0,0.0,25.0,0.0,1,2024
Charlie Jones,1B,0,8272430.0,Air Force,Mountain West,So,0.18181818181818182,40,13,2,38,7,0,58,54,2,154,176,53,9,2,13,32,5,160.51213835916994,1,1,0.344,0.682,0.415,0.3380000000000001,0.45195454545454544,32.95454545454545,7.386363636363637,71.42857142857143,124.48459417750487,44.122152013674,7.1225556926595175,-0.6077473264950943,-2.227385227444312,0.4947101962943158,0.9176444371301564,2.3195000000000006,-36.768,1.4057075425918966,-0.34216744404051974,0.14279208824681078,-0.4083719707013853,3.0,14.0,0.0,112.0,3.0,1,2024
Jake Greiving,OF,0,8268979.0,Air Force,Mountain West,Sr,0.12669683257918551,50,13,2,50,11,1,51,34,2,194,221,54,14,0,7,28,5,95.07387019961145,0,0,0.278,0.459,0.355,0.181,0.3603470319634703,23.076923076923077,5.88235294117647,71.42857142857143,67.83254001402831,34.09258355575357,-12.367136824611206,0.19259833916641483,0.22526145099558176,-0.6721109498946752,-0.22572302388619733,0.24270000000000047,-98.44699999999999,0.4713419737248602,-0.3620645822226531,0.7186646158239391,-0.16400169443487123,8.0,21.0,1.0,147.0,5.0,1,2024
Aaron Reyes,UT,0,8276649.0,Air Force,Mountain West,Jr,0.047619047619047616,10,1,0,3,1,0,7,3,1,18,21,3,2,0,0,1,0,24.145546274576233,1,0,0.167,0.278,0.238,0.11100000000000002,0.2377142857142857,33.33333333333333,4.761904761904762,0.0,-8.006184539952004,0.5287376356028487,-3.8859869254272885,0.0,0.11172967969380855,0.0,0.046718307290530385,-0.01999999999999969,-11.831999999999999,-0.0627474511885265,-0.008527344935200002,0.31823108324734073,0.0,0.0,0.0,0.0,15.0,1.0,1,2024
Jay Thomason,INF,0,8270407.0,Air Force,Mountain West,Sr,0.26591760299625467,55,30,1,55,10,8,69,55,4,215,267,77,14,5,21,71,14,188.24743688936277,0,0,0.358,0.763,0.452,0.405,0.5084820717131474,25.842696629213485,11.235955056179774,93.33333333333333,159.44243068336812,82.82252016873585,26.692450749924106,1.153528901545081,0.614513238315947,2.3302846132395585,0.3220236571473034,4.4397,-80.285,4.113072436872745,2.002427328107607,-0.5358118676297838,-0.31308655893274207,12.0,29.0,2.0,168.0,3.0,1,2024
Chris Stallings,OF,0,8262427.0,Air Force,Mountain West,Sr,0.1527777777777778,18,12,0,17,0,0,18,15,0,60,72,18,3,0,2,11,8,109.23587925013179,1,0,0.3,0.45,0.417,0.15000000000000002,0.39569444444444446,25.0,16.666666666666664,100.0,89.69213918987529,13.786047833345108,-1.3501506616153631,1.9294460565979965,0.08109412235840943,0.16301323558925168,0.6131388609508384,1.443199999999999,-23.012,0.6995888151445573,1.5289387922066668,0.4546932497420222,-0.054185985350692634,2.0,7.0,0.0,45.0,2.0,1,2024
Landon Boyd,C,0,8263040.0,Air Force,Mountain West,Jr,0.09375,19,6,0,4,2,0,10,1,1,23,32,3,1,0,0,3,1,28.57368640703011,1,0,0.13,0.174,0.344,0.043999999999999984,0.29218750000000004,31.25,18.75,100.0,25.68122131321101,2.640582662773265,-4.086616668320278,-0.21270989068597282,1.0580079830360485,-0.149029332405427,-0.2905695464118281,-0.3973999999999998,-22.181,-0.20405888555888552,0.17157551688266667,-0.29083026680425483,-0.09345514076438466,0.0,1.0,0.0,24.0,0.0,1,2024
Aerik Joe,INF,0,8276066.0,Air Force,Mountain West,Sr,0.14537444933920704,54,21,4,54,5,0,35,16,1,200,227,51,3,4,0,33,12,57.63383683934538,0,6,0.255,0.31,0.339,0.05499999999999999,0.313488986784141,15.418502202643172,9.251101321585903,75.0,38.854518317668,23.82156747457416,-23.899502780370657,-0.010774014626457828,0.6033402703465661,-1.5041795239430855,-0.2687682830224763,-0.4673999999999994,-146.136,-0.21327071419200777,-0.2047463353525058,0.036895699071279875,0.1570766216547681,8.0,24.0,0.0,162.0,4.0,1,2024
Jack Bello,P,0,8259431.0,Air Force,Mountain West,So,0.18181818181818182,14,3,0,9,3,0,6,3,0,16,22,4,1,0,0,4,0,88.55982586384931,0,0,0.25,0.313,0.455,0.063,0.3975454545454546,27.27272727272727,13.636363636363635,0.0,90.8368435978798,4.255269001709252,-0.36968053841755905,-0.2119522294184345,0.15642155157133197,0.05197770510636273,0.16694077723501805,0.2033999999999997,-12.847,0.07735165096341501,-0.025582034805600007,-0.2060047723196805,0.019634577706846013,1.0,3.0,0.0,17.0,0.0,1,2024
Zach Peters,UT,0,8280899.0,Air Force,Mountain West,Jr,0.1,39,16,2,29,5,0,26,19,2,107,130,31,12,0,1,13,0,100.3364449611047,1,0,0.29,0.43,0.4,0.14,0.3822153846153846,20.0,12.307692307692308,0.0,81.35639904795958,23.04697233067428,-4.282274951893237,-0.9147122574392552,0.43574575080585337,-0.19983267417393263,0.2918347582683718,0.7744000000000009,-61.907,0.5372450276097838,-1.3137429609231863,0.11539127180372488,0.2836394316802062,7.0,13.0,1.0,73.0,2.0,1,2024
Ben Niednagel,INF,0,8284605.0,Air Force,Mountain West,So,0.1,29,5,1,18,1,0,18,6,1,53,60,7,1,0,0,6,0,-9.686761646149233,1,5,0.132,0.151,0.217,0.01899999999999999,0.19083333333333335,30.0,8.333333333333332,0.0,-36.99837254186551,-1.4502232967738133,-14.063722042574206,-0.8163830667131377,0.3240160711120448,-0.9642372338160078,-0.08699974451361159,-0.6245999999999993,-39.045,-0.5966082053910976,-0.6355531181235932,-0.033188822474467194,-0.1476411261150773,2.0,8.0,0.0,44.0,1.0,1,2024
T.J. Oster,INF,0,8278785.0,Air Force,Mountain West,So,0.07407407407407407,22,3,0,8,2,0,7,2,0,22,27,3,0,0,0,2,3,7.569742659958401,0,1,0.136,0.136,0.296,0.0,0.24800000000000003,25.925925925925924,11.11111111111111,100.0,-1.645277878282792,0.9721363585570468,-4.703938077053129,0.21706965583576032,0.2458052953263788,-0.22571483712433277,-0.33368328725283314,-0.3743999999999998,-12.711,-0.012415894258962508,0.5772604135061334,0.2939952276803195,-0.6541859853506926,0.0,7.0,0.0,17.0,1.0,1,2024
Luke Elmore,OF,0,8415793.0,Air Force,Mountain West,Fr,0.0,2,0,0,1,0,0,2,0,0,2,2,0,0,0,0,0,0,-100.0,0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,-155.0138051651956,-0.45009516252403947,-0.8705451207173858,0.0,0.00901045803982327,0.0,0.0015804597701148462,-0.0689999999999999,-1.138,-0.0491666666666665,0.0,-0.012117927783510618,0.0,0.0,0.0,0.0,1.0,0.0,1,2024
Van Klein,C,0,8415794.0,Air Force,Mountain West,Fr,0.0,14,1,0,5,1,0,6,3,0,17,19,1,0,0,0,0,0,-45.61623854254844,0,1,0.059,0.059,0.158,0.0,0.13157894736842105,31.57894736842105,5.263157894736842,0.0,-73.64255766577243,-1.6443250966099536,-5.638599699446744,0.0,0.7795848296055093,0.0,-0.02288962521521759,-0.30339999999999967,-10.375,-0.2733512210012182,-0.008527344935200002,0.3545848665978726,0.0,0.0,0.0,0.0,12.0,1.0,1,2024
