Team,GP,Conference,AB,BB,IBB,SF,HBP,PA,H,2B,3B,HR,R,SB,Picked,Sac,wRC,Batting,Baserunning,Adjustment,WAR,K,CS,RBI,GS,Season,Division,PF,1B,SB%,BB%,K%,BA,SlgPct,OBPct,ISO,OPS+,R/PA,wOBA,bat_team,REA,WPA,WPA/LI,li,Clutch
Ark.-Pine Bluff,36,SWAC,1230,168,6,8,28,1440,298,56,13,22,195,67,8,7,184.68346277757885,-53.30313364325724,-1.0664753143530792,8.984603336607526,-0.06947487044800155,345,17,172,34,2021,1,106.70913272369688,207,79.76190476190477,11.666666666666666,23.958333333333336,0.24227642276422764,0.36260162601626017,0.3472222222222222,0.12032520325203253,83.23587712674451,0.13541666666666666,0.34430532212885157,Ark.-Pine Bluff,-23.156999999999975,2.295200000000006,2.612854860614134,0.8373871481678173,0.1280517857582728
Arkansas,61,SEC,2094,360,8,36,69,2567,560,100,11,109,482,44,6,10,473.0613106709015,27.148294601622425,-3.686099129897292,12.006250153477808,5.377065792629503,567,9,433,61,2021,1,108.33560745268248,340,83.01886792452831,14.024152707440592,22.08804051421893,0.26743075453677173,0.4818529130850048,0.38839111803661863,0.21442215854823304,123.44908696613271,0.18776782236073236,0.4028071344570756,Arkansas,129.75000000000006,16.664600000000004,18.30819084421865,0.8810746398006716,0.6057572450942956
Arkansas St.,49,Sun Belt,1689,193,7,19,73,1981,451,85,7,60,303,22,4,20,312.4579560415461,22.78639693296644,-8.103800314297546,9.437486110258456,3.3737437696131907,474,6,269,49,2021,1,106.9709280628623,299,78.57142857142857,9.742554265522463,23.92730943967693,0.2670219064535228,0.43220840734162225,0.36547198384654217,0.16518650088809944,105.12124061236032,0.15295305401312467,0.37489527198779865,Arkansas St.,16.274000000000036,3.974600000000006,7.250629188751415,0.8727734321394264,-2.6966408870485514
Army West Point,53,Patriot,1736,257,5,26,65,2089,485,88,19,28,328,80,9,38,342.4852864407523,22.594770415155534,2.1130268168579684,11.99370380318006,4.006727914963623,379,25,290,52,2021,1,102.93165028148846,350,76.19047619047619,12.302537099090474,18.14265198659646,0.2793778801843318,0.40034562211981567,0.3887027285782671,0.12096774193548387,103.77467706081961,0.15701292484442317,0.3816012506012506,Army West Point,30.88300000000003,10.651000000000002,11.148673394099239,1.0496103232400664,-1.0010978947261169
Auburn,52,SEC,1828,230,11,21,34,2124,514,101,9,86,363,32,4,16,371.7504348257402,-1.7440465306979789,-4.838427197583271,10.866555881269568,2.6787380962979106,433,18,344,51,2021,1,109.74303172568476,318,64.0,10.828625235404896,20.386064030131827,0.2811816192560175,0.48741794310722103,0.3714689265536723,0.20623632385120355,120.15224769891795,0.1709039548022599,0.39312844909609895,Auburn,61.231000000000044,8.985200000000006,14.27188002992743,0.9250993972040529,-4.559193990831348
Austin Peay,56,OVC,1907,246,9,26,43,2231,508,84,13,45,313,67,6,26,322.9836611166536,-44.39895139216875,-3.3398590895424576,7.737860365891093,-1.083546854877171,466,21,276,55,2021,1,109.17505171459248,366,76.13636363636364,11.026445540116539,20.88749439713133,0.2663869952805454,0.39486103828002095,0.3612729717615419,0.12847404299947557,94.91421245520439,0.14029583146571045,0.3613434252146407,Austin Peay,-22.839999999999957,8.338400000000004,8.133150690927815,1.0191192266380236,0.048816425429693666
BYU,50,WCC,1695,236,5,13,37,1986,415,87,11,38,253,27,3,22,263.4550892995534,-36.07449415276178,-1.128826889927582,7.392228651237031,-1.0522957004126723,425,8,230,50,2021,1,110.95494376774067,279,77.14285714285715,11.88318227593152,21.399798590130917,0.2448377581120944,0.376401179941003,0.34894259818731116,0.13156342182890857,87.05365677460239,0.12739174219536759,0.3491017206477733,BYU,-47.69799999999996,2.5656000000000074,4.166750827678964,1.0322180398717413,-1.6812294543857815
Ball St.,56,MAC,1781,224,6,27,70,2108,500,89,19,35,347,59,3,30,338.11237371525647,-28.28141911479249,4.820586401516318,10.884970685738843,0.31736614199382307,426,17,321,55,2021,1,115.1235679955603,357,77.63157894736842,10.62618595825427,20.20872865275142,0.2807411566535654,0.41100505334081977,0.3795066413662239,0.13026389668725435,103.8340811456461,0.16461100569259962,0.37797280534351146,Ball St.,47.22400000000004,14.551500000000003,9.982322414654663,1.0638491295938106,3.695838891503408
Baylor,51,Big 12,1745,220,3,23,55,2046,527,91,14,48,364,32,6,25,368.1678482293615,-12.52667303200385,7.231844302873082,8.026831143716619,2.407579020888875,378,12,336,51,2021,1,111.92603537417568,374,72.72727272727273,10.75268817204301,18.475073313782993,0.3020057306590258,0.45272206303724927,0.39345063538611924,0.15071633237822346,117.77592953362723,0.17790811339198437,0.3982387254901961,Baylor,77.14600000000003,9.9221,11.130754765920454,0.8143890675241158,1.0527339321350198
Bellarmine,48,ASUN,1622,194,3,13,51,1883,388,69,4,48,234,31,3,12,236.55259171759292,-55.11074138245111,1.1077907793133246,5.7154696420897535,-0.8903506934002151,430,18,213,48,2021,1,108.87325574724814,267,63.26530612244898,10.302708443972385,22.835900159320232,0.23921085080147966,0.375462392108508,0.3377588953797132,0.13625154130702835,83.7555843573499,0.12426978226234732,0.34168140649973355,Bellarmine,-47.67499999999996,2.4900000000000104,3.9329512547401686,0.8973072939783993,-1.1579821703364575
Belmont,52,OVC,1647,248,7,20,52,1974,426,72,10,28,266,58,15,23,286.33981695477996,-2.4276180276385837,-2.0948971437370485,9.551819786358893,2.0688204344148677,433,23,243,52,2021,1,97.05495541547576,316,71.60493827160494,12.563323201621074,21.93515704154002,0.2586520947176685,0.3655130540376442,0.3713272543059777,0.10686095931997575,90.55972522054707,0.1347517730496454,0.36128469387755097,Belmont,-25.849999999999962,5.696000000000004,7.785876740787566,1.0317149462804296,-2.2649719399650152
Binghamton,36,America East,1099,124,1,11,25,1260,287,55,11,13,147,34,2,24,161.05662579316242,-28.15172912973505,0.09852650562860304,5.462923752225429,-0.6440890987389919,230,8,131,36,2021,1,99.91610808808969,208,80.95238095238095,9.841269841269842,18.253968253968253,0.2611464968152866,0.3666969972702457,0.3468253968253968,0.10555050045495906,84.11977728442194,0.11666666666666667,0.34414308426073137,Binghamton,-45.98099999999997,1.9066000000000065,3.130090159254764,1.1606459599369796,-1.487384230132734
Boston College,49,ACC,1693,215,6,27,34,1975,457,99,11,38,287,53,4,11,290.4642850503705,-5.349722306392092,-1.4052914449093037,10.157282368469518,1.7903218360005022,397,20,262,49,2021,1,97.82807733964783,309,72.6027397260274,10.886075949367088,20.10126582278481,0.26993502658003543,0.4087418783225044,0.36050632911392405,0.13880685174246898,98.0688886532455,0.14531645569620252,0.3639118695873663,Boston College,-4.354999999999961,4.669200000000005,7.833380453818023,0.8933223639105992,-2.6065998551994447
Bowling Green,49,MAC,1499,198,3,17,40,1757,387,74,5,22,242,41,9,18,233.8946732362643,-52.63262868051529,-2.6378532528762246,10.948714239670943,-1.4546535332827006,416,18,207,49,2021,1,108.04811808860416,286,69.49152542372882,11.26920887877063,23.67672168468981,0.2581721147431621,0.35823882588392264,0.35742743312464426,0.10006671114076054,84.98003133123552,0.1377347751849744,0.34945117075956594,Bowling Green,-22.463999999999963,4.660800000000006,4.2414973017807815,0.9827671785326508,0.5010298214377098
Bradley,42,MVC,1347,211,8,9,45,1620,357,72,4,42,253,32,7,32,269.94817699254617,31.33491132001084,-1.983971957973666,7.813138467677574,1.5666128764498206,407,18,223,42,2021,1,95.82344331874631,239,64.0,13.024691358024693,25.123456790123456,0.2650334075723831,0.4179658500371195,0.38333333333333336,0.15293244246473642,106.57221637249333,0.15617283950617283,0.38364027431421444,Bradley,17.41700000000003,4.923000000000003,8.03385091660347,1.0185413456599897,-3.2004683337785966
Bryant,42,NEC,1508,157,1,26,74,1766,462,70,13,38,327,48,3,17,313.93572338076086,29.730632359280353,-13.298010103091935,8.578263475351465,4.6860962773928385,317,24,294,42,2021,1,111.20616848259952,341,66.66666666666666,8.890147225368063,17.950169875424688,0.3063660477453581,0.44562334217506633,0.3929784824462061,0.13925729442970824,115.92534421305443,0.18516421291053228,0.3958866213151927,Bryant,76.61000000000004,9.3766,13.629608416878595,0.7777233115468409,-1.573135554633339
Bucknell,33,Patriot,1057,132,2,8,47,1246,265,57,13,13,178,33,0,11,169.73849491134908,-24.33905574245177,5.374817847511862,4.784813754681074,-0.2512175139421106,273,6,160,32,2021,1,104.66502339250847,182,84.61538461538461,10.593900481540931,21.910112359550563,0.2507095553453169,0.3661305581835383,0.3579454253611557,0.11542100283822138,87.03545303022788,0.14285714285714285,0.352829307568438,Bucknell,-6.137999999999975,1.9513000000000043,2.6335323622133604,1.0049058256679808,-0.6917583669208796
Butler,36,Big East,1169,158,1,10,38,1376,276,58,5,33,191,27,4,11,179.53436927935994,-3.0531751517656773,1.041694395977581,6.004845140892627,1.2241909088434244,300,8,173,36,2021,1,95.82482561722408,180,77.14285714285715,11.482558139534884,21.802325581395348,0.23609923011120615,0.378956372968349,0.34375,0.14285714285714285,86.24749152384913,0.13880813953488372,0.3468915574963609,Butler,-17.74099999999997,3.3766000000000056,3.6368780526588904,0.9794163273220864,-0.18931453364723305
CSU Bakersfield,43,Big West,1438,133,4,10,32,1617,384,60,7,23,209,33,8,13,201.56790450413166,-51.748619882322444,-7.627355912575935,6.56882382282522,-4.181078168821833,301,23,184,43,2021,1,109.14803836136151,294,58.92857142857143,8.225108225108226,18.614718614718615,0.2670375521557719,0.3664812239221141,0.341991341991342,0.09944367176634217,82.74027946905545,0.1292517006802721,0.34059850839030453,CSU Bakersfield,-41.328999999999965,4.280100000000007,3.172282705082933,0.8772788429196098,1.7065537498755705
CSUN,38,Big West,1380,198,8,25,25,1636,408,77,7,34,248,60,12,21,283.8268503290964,33.73848974611982,0.41942170828250036,3.170786497022531,3.4840500913883146,309,21,221,38,2021,1,106.64799580310007,290,74.07407407407408,12.102689486552567,18.887530562347187,0.2956521739130435,0.4355072463768116,0.3905867970660147,0.1398550724637681,112.81624440751673,0.15158924205378974,0.3908901234567901,CSUN,7.99800000000003,7.966700000000004,9.271446355551499,0.9607925523150437,-0.9796460279947077
Cal Poly,56,Big West,1887,240,11,34,67,2239,521,112,11,30,323,17,3,20,342.3838720964893,11.696030171635037,-14.733118653840721,8.185279406347842,0.1727772478626094,331,13,291,56,2021,1,103.2391099925902,368,56.666666666666664,10.719071013845467,14.783385439928539,0.27609962904080554,0.3948065712771595,0.37472085752568113,0.11870694223635397,98.59311864422295,0.14426083072800358,0.36977672530446554,Cal Poly,13.923000000000046,10.563100000000004,11.258536903485256,0.9224583644046731,0.19249482607915702
Cal St. Fullerton,52,Big West,1876,191,2,25,55,2149,495,86,16,22,245,25,7,39,269.9904181186203,-49.74554080370873,-7.454315159655606,12.236334029099392,-3.028996952568425,443,10,224,50,2021,1,103.95707893774468,371,71.42857142857143,8.88785481619358,20.614239181014426,0.2638592750533049,0.3619402985074627,0.3457422056770591,0.09808102345415776,82.66921243484686,0.11400651465798045,0.34183543123543125,Cal St. Fullerton,-82.53099999999995,1.2092000000000114,2.096913615957264,0.9937092731829574,-0.8800587141942826
California,55,Pac-12,1861,206,6,22,43,2138,476,64,7,64,302,59,6,15,286.7416485745688,-48.771455826707694,1.7956093647816302,5.067106636380379,-3.1957903433146946,433,18,278,55,2021,1,100.95630759049574,341,76.62337662337663,9.635173058933583,20.252572497661365,0.2557764642665234,0.40085975282106395,0.34190832553788586,0.14508328855454056,91.05193732071758,0.1412535079513564,0.3504026340545625,California,-16.439999999999955,4.9872000000000085,5.746227263674617,1.066508778577744,-1.0700350933197225
California Baptist,56,WAC,1840,218,11,25,30,2124,543,106,6,46,336,76,9,38,349.5041452259147,21.084789212542496,-2.4269291235007,10.522543050524895,4.911384388567405,409,30,300,56,2021,1,104.89158165223236,385,71.69811320754717,10.263653483992467,19.25612052730697,0.2951086956521739,0.4342391304347826,0.3775894538606403,0.13913043478260873,108.94039825110085,0.15819209039548024,0.38198334919124644,California Baptist,24.15400000000004,10.441000000000003,10.812733970763675,0.9379650297619048,0.31881109616741377
Campbell,55,Big South,1863,277,2,39,129,2310,570,135,19,73,486,101,14,28,495.173191627963,131.39318695115637,-4.450674264309346,1.7939257320891395,13.950229264604696,398,29,441,55,2021,1,100.91130374875436,343,77.6923076923077,11.991341991341992,17.22943722943723,0.3059581320450886,0.5163714439076758,0.42337662337662335,0.21041331186258716,141.42273194034428,0.21038961038961038,0.4339839549002602,Campbell,177.87000000000003,16.009199999999996,21.772751308299643,0.7463609898107714,-0.32307719810949465
Canisius,35,MAAC,1126,181,5,19,54,1385,327,61,18,25,250,38,2,4,260.6967709932452,9.19309836218814,0.19274245434421133,0.4235405027932961,3.1292054936734983,290,10,222,35,2021,1,116.50983942629912,223,79.16666666666666,13.068592057761732,20.938628158844764,0.29040852575488457,0.44316163410301956,0.40938628158844764,0.152753108348135,119.83330135167192,0.18050541516245489,0.40662690909090904,Canisius,59.440000000000026,8.823500000000003,5.806171824155641,0.9674441786283892,3.314251033222728
Central Ark.,51,Southland,1610,246,3,14,66,1939,410,68,4,19,275,23,7,42,270.90011961481633,-23.785325287049332,-0.03617169783776053,9.069594741850329,0.9114942061294895,375,12,251,51,2021,1,106.55660143372154,319,65.71428571428571,12.686952037132542,19.339865910263022,0.2546583850931677,0.3372670807453416,0.3739040742650851,0.08260869565217394,84.41946668381432,0.14182568334192883,0.3565406104500775,Central Ark.,-14.17499999999996,4.591400000000003,5.264819006519549,1.0270338983050848,-0.7942752322807474
Central Conn. St.,43,NEC,1475,215,1,16,40,1747,418,78,5,32,286,49,5,26,286.54432533328117,33.56633191413667,-6.146854925496304,8.438634738166861,5.812533030814175,363,15,261,43,2021,1,100.57706754049993,303,76.5625,12.306811677160848,20.778477389811105,0.28338983050847455,0.408135593220339,0.38580423583285633,0.12474576271186444,104.86743425695147,0.16370921579851175,0.3817661891117479,Central Conn. St.,41.98400000000004,9.109100000000002,12.596455174357086,0.904380191192603,-2.5242531417275753
Central Mich.,60,MAC,1821,344,3,31,82,2281,519,90,14,22,408,79,5,55,406.2944738104666,52.612243241921654,5.268507126212734,11.003756292590092,7.5916679321199245,407,15,365,60,2021,1,102.76021374650117,393,84.04255319148936,15.081104778605875,17.843051293292415,0.28500823723228996,0.38605161998901705,0.41560718982902234,0.10104338275672708,107.69596304745788,0.17886891714160455,0.3966035164835165,Central Mich.,94.52300000000004,11.939599999999997,12.769220140159177,0.866238714972447,1.014047443742065
Charleston So.,44,Big South,1456,196,0,19,60,1731,379,64,12,20,239,56,9,16,243.3372672288001,-49.299690924250946,0.5193445379961557,6.5392791914789115,-1.3239462021329542,327,20,206,44,2021,1,108.54215469168858,283,73.68421052631578,11.322934719815137,18.890814558058924,0.2603021978021978,0.36195054945054944,0.36683997689196995,0.10164835164835162,88.46408077449249,0.13807047949162335,0.35744136337377236,Charleston So.,-16.221999999999973,4.396600000000001,4.204284642400616,0.9585147341922109,0.38260363710532186
Charlotte,61,C-USA,1997,218,2,26,47,2290,594,130,9,66,417,68,12,11,396.42653801388985,5.249961380763713,6.406362706968916,14.61771225980723,3.86348543219103,412,17,374,61,2021,1,105.8169152165306,389,80.0,9.519650655021834,17.99126637554585,0.29744616925388084,0.47070605908863294,0.3759825327510917,0.1732598898347521,117.33996338764827,0.18209606986899562,0.3910743657042869,Charlotte,84.52200000000005,16.629600000000003,13.03689632910881,0.939704508292455,4.659730486290631
Cincinnati,54,AAC,1928,237,4,22,52,2243,552,101,15,67,370,80,11,12,383.71422759469164,28.75832502405635,4.379426399088092,9.679306894223096,4.252824719672242,491,19,333,53,2021,1,106.19602238503349,369,80.8080808080808,10.566205974141775,21.890325456977262,0.2863070539419087,0.45850622406639,0.37672759696834596,0.17219917012448133,114.58689197995272,0.16495764600980828,0.38895883668903797,Cincinnati,44.42300000000004,12.411300000000004,10.478733520612744,0.9727388303668725,2.2803952532627996
Clemson,52,ACC,1747,216,6,12,80,2061,449,77,9,67,306,34,9,22,322.7095316361638,-7.7464321355169234,-4.933337404954093,9.131314690895696,1.262631476904906,521,14,281,52,2021,1,104.78811439364006,296,70.83333333333334,10.480349344978166,25.278990781174187,0.25701202060675443,0.4264453348597596,0.36438622028141676,0.16943331425300517,103.42599247561633,0.14847161572052403,0.37357930697901415,Clemson,6.972000000000042,8.747000000000005,10.47560440932635,1.0663865546218487,-2.273137900264091
Coastal Carolina,50,Sun Belt,1706,238,10,21,70,2045,438,80,14,63,318,61,5,45,327.6859794790777,4.293361980438874,-7.955024635193532,8.57077613727055,1.3492534090494623,506,19,292,50,2021,1,114.8240677529716,281,76.25,11.638141809290953,24.74327628361858,0.2567409144196952,0.4308323563892145,0.36968215158924206,0.1740914419695193,105.94354162721986,0.15550122249388754,0.377557037037037,Coastal Carolina,16.104000000000035,8.958900000000007,9.696834425170005,0.9975949878738886,-0.7163362180834323
Col. of Charleston,52,CAA,1789,160,4,17,40,2010,487,88,11,51,315,58,3,20,280.2443848283197,-25.61917807774346,5.073937249132657,12.098931257290195,1.5867419282011714,402,19,285,52,2021,1,102.7158550135295,337,75.32467532467533,7.960199004975125,20.0,0.2722191168250419,0.41922861934041367,0.34378109452736316,0.14700950251537176,96.01930325675983,0.15671641791044777,0.3561468531468532,Col. of Charleston,14.932000000000041,7.144400000000006,6.363952627153567,0.9258759565042287,1.3524158019118833
Coppin St.,39,MEAC,1189,187,3,23,68,1470,342,55,7,16,237,34,7,10,254.67084868592485,30.74787225426285,-11.285655365271436,9.986287755540548,4.384136566004048,352,19,196,38,2021,1,100.93422807228008,264,64.15094339622641,12.721088435374151,23.945578231292515,0.287636669470143,0.3860386879730866,0.40816326530612246,0.09840201850294361,105.6491019311526,0.16122448979591836,0.39129098360655734,Coppin St.,29.160000000000025,9.550600000000003,7.65627610168515,1.0112964989059081,1.7876407024692353
Creighton,39,Big East,1257,169,8,13,51,1498,330,75,8,31,222,27,6,34,234.74589490667103,26.376856558356614,0.7915298613618071,6.561336484744306,3.769568797533368,340,13,198,39,2021,1,100.0461060402836,216,67.5,11.281708945260348,22.696929238985312,0.26252983293556087,0.4089101034208433,0.3724966622162884,0.1463802704852824,101.40161209869132,0.14819759679572764,0.37332860998650474,Creighton,3.116000000000026,5.464700000000003,5.864473841204297,1.0405434782608696,-0.6126990579597518
DBU,59,MVC,1919,305,8,22,57,2311,547,118,6,101,451,85,7,17,456.1756324921616,79.00102136100097,9.698876901654266,11.340686506231199,7.729627236921547,460,20,417,59,2021,1,106.31531312520627,322,80.95238095238095,13.197749891821722,19.9048031155344,0.2850442939030745,0.5106826472120897,0.39679792297706623,0.22563835330901516,132.74641677645454,0.19515361315447857,0.416162091503268,DBU,132.44400000000005,16.4178,15.37359587142125,0.9630475521199344,1.6741604557298597
Davidson,51,Atlantic 10,1585,225,2,16,70,1898,386,86,6,60,281,47,4,15,286.8259101550534,-43.28318082468656,5.354849442634734,12.598964024802013,-0.4007275078241448,415,6,252,51,2021,1,111.18166140060212,234,88.67924528301887,11.85458377239199,21.86512118018967,0.24353312302839117,0.4189274447949527,0.35985247629083245,0.17539432176656153,100.35867927781226,0.14805057955742887,0.3683875395987328,Davidson,5.04400000000004,10.389600000000003,8.824400540426751,0.9593795727246123,2.0050983309050796
Dayton,51,Atlantic 10,1638,213,3,17,89,1960,455,72,7,69,346,56,5,18,350.16527894716035,19.0954645284531,-0.2265401234991612,3.2936193136472465,3.5480710038348993,454,20,310,51,2021,1,107.8780982105204,307,73.68421052631578,10.86734693877551,23.163265306122447,0.2777777777777778,0.45665445665445664,0.3877551020408163,0.17887667887667885,117.16556094285168,0.17653061224489797,0.3968700102354145,Dayton,66.20300000000003,8.257700000000003,8.567695370994063,0.9654205607476636,-0.014221024430652207
Delaware,34,CAA,1188,127,2,17,32,1366,324,63,6,29,200,19,1,8,196.4749689057497,-25.148371495135308,-0.13342867097698763,8.512698677021303,0.3555725590454686,304,11,179,34,2021,1,109.35499571160732,226,63.33333333333333,9.297218155197658,22.25475841874085,0.2727272727272727,0.4090909090909091,0.35505124450951686,0.1363636363636364,96.6558139065094,0.14641288433382138,0.36064977973568274,Delaware,-4.024999999999975,3.848200000000005,4.258342423297038,1.0009552845528455,-0.4138150409184109
Delaware St.,43,MEAC,1346,150,4,17,45,1562,370,76,7,28,264,46,6,18,232.31508793971935,-2.6255147079831413,3.212387487926551,6.705417152679723,1.873180713253741,292,8,234,42,2021,1,99.66960897159494,259,85.18518518518519,9.603072983354673,18.693982074263765,0.274888558692422,0.40416047548291234,0.36427656850192064,0.12927191679049033,97.99332819244091,0.16901408450704225,0.36574388674388675,Delaware St.,39.56200000000003,8.454200000000002,8.803158555095186,1.075188101487314,-0.9401623144324978
Duke,54,ACC,1912,217,8,19,52,2208,545,113,16,78,345,60,6,14,385.7254763553921,34.83690115836349,-0.3137614299209208,12.19141000061391,5.200495371746271,520,17,315,54,2021,1,103.8515639418894,338,77.92207792207793,9.827898550724639,23.55072463768116,0.2850418410041841,0.48326359832635984,0.37228260869565216,0.19822175732217573,119.36849830440046,0.15625,0.39276049270073,Duke,19.324000000000044,8.115400000000006,9.942498122483846,0.8031288494703129,0.1622316545031861
ETSU,49,SoCon,1615,202,11,14,38,1880,397,102,2,55,264,39,8,33,262.0103200400147,-75.7631678167323,-1.6878280591067465,10.913098793664435,-3.946749741807661,431,12,249,49,2021,1,109.22758267632062,238,76.47058823529412,10.74468085106383,22.925531914893618,0.2458204334365325,0.4136222910216718,0.3446808510638298,0.1678018575851393,94.90717850769354,0.14042553191489363,0.3555500538213132,ETSU,-15.619999999999962,4.7678000000000065,7.651918041042595,0.9530343202238916,-2.6491601142557286
East Carolina,61,AAC,2022,272,4,20,45,2363,595,97,8,76,409,60,3,43,424.02257661578125,53.58171981296764,2.661045730841877,13.949720286696543,7.007180605991644,430,33,365,61,2021,1,105.21822363970728,414,64.51612903225806,11.510791366906476,18.197206940330087,0.2942631058358061,0.4629080118694362,0.3876428269149386,0.16864490603363008,118.65079675023208,0.17308506136267457,0.39757749469214443,East Carolina,65.87200000000004,13.566600000000001,13.211820848228014,0.9067299942429475,1.7502958636241281
