Team,App,Conference,IP,H,2B-A,3B-A,Inh Run,Inh Run Score,HR-A,R,ER,WAR,FO,BB,HB,SO,BF,Pitches,Season,Division,ERA,IR-A%,RA9,K9,H9,BB9,HR9,BB%,K%,K-BB%,HR/FB,FIP,xFIP,PF,ERA+,pitch_team,pREA,pWPA,pWPA/LI,li,Clutch
Arkansas Tech,39,GAC,86.2,102,19,5,17,10,9,79,66,0.5481337008055616,84,57,16,79,436,1664,2025,2,6.890951276102088,58.82352941176471,8.248259860788863,8.248259860788863,10.649651972157773,5.951276102088167,0.9396751740139211,13.073394495412844,18.11926605504587,5.045871559633026,9.67741935483871,6.648518549740462,6.475201108562966,103.5947991020436,93.36471959517031,Arkansas Tech,185.0,-3.502600000000001,-2.398747453097294,1.0165714285714287,-1.0467556385272148
Ashland,15,G-MAC,24.0,28,2,2,5,3,1,27,26,0.1750529714143005,22,26,4,22,135,523,2025,2,9.75,60.0,10.125,8.25,10.5,9.75,0.375,19.25925925925926,16.296296296296298,-2.962962962962962,4.3478260869565215,7.041886685858019,7.551913944424998,103.3153521454799,48.71375484176228,Ashland,54.0,-1.4775,-0.5680844989617541,1.2534798534798535,-0.6106340866606891
Assumption,14,NE10,22.6,47,10,1,7,3,7,43,43,-0.49179414959261863,25,21,9,16,147,551,2025,2,17.123893805309734,42.857142857142854,17.123893805309734,6.371681415929204,18.716814159292035,8.362831858407079,2.787610619469026,14.285714285714285,10.884353741496598,-3.4013605442176864,21.875,11.176473706506986,8.703793703774087,101.82780145530664,-69.585076673523,Assumption,26.0,-1.7277999999999984,-1.775412898275899,0.6691666666666667,-0.8066045363442729
Augusta,70,Peach Belt,112.3,145,38,2,0,0,9,118,104,0.8681525802036737,131,72,29,93,597,703,2025,2,8.334817453250222,0.0,9.456812110418523,7.453250222617988,11.620658949243099,5.770258236865539,0.7212822796081924,12.060301507537687,15.577889447236181,3.517587939698494,6.428571428571428,6.667257715837241,6.993515638631405,111.91772023929876,80.61303108753877,Augusta,240.918,-4.6693999999999996,-3.714856444365478,0.9019569892473118,-1.4621088163579188
Augustana (SD),13,NSIC,31.6,26,4,0,10,3,3,15,15,0.6924982612784603,23,21,3,43,144,138,2025,2,4.272151898734177,30.0,4.272151898734177,12.246835443037973,7.40506329113924,5.981012658227848,0.8544303797468353,14.583333333333334,29.86111111111111,15.277777777777777,11.538461538461538,5.374692593031014,5.043455676885988,109.07869332033157,137.2134749105713,Augustana (SD),75.0,-0.2226,-0.4266265582440671,0.9143564356435643,0.18317663945684456
Azusa Pacific,53,PacWest,107.2,126,29,2,37,20,13,100,89,0.3587970522768705,102,74,18,91,539,1128,2025,2,7.472014925373134,54.054054054054056,8.395522388059701,7.639925373134329,10.578358208955224,6.212686567164178,1.0914179104477613,13.729128014842301,16.883116883116884,3.153988868274583,11.304347826086957,7.03691156147991,6.637688343457869,104.1282434510248,84.96529659070855,Azusa Pacific,227.0,-4.808799999999999,-3.223764185209142,1.1272661870503597,-1.0421315324499294
Barry,53,Sunshine State,106.2,111,22,0,19,7,8,76,59,0.45132979079737445,124,73,21,80,534,1922,2025,2,5.0,36.84210526315789,6.4406779661016955,6.779661016949152,9.40677966101695,6.186440677966101,0.6779661016949152,13.670411985018728,14.981273408239701,1.3108614232209739,6.0606060606060606,6.71161361617817,7.096353792686884,108.14445960925968,125.8817053726351,Barry,251.0,-1.2424000000000015,-1.326913621410183,1.1949999999999998,0.2872483494436544
Barton,57,Conference Carolinas,129.7,137,23,4,28,10,7,98,81,1.4055367008625719,126,74,18,117,625,2370,2025,2,5.620663068619892,35.714285714285715,6.800308404009252,8.118735543562067,9.50655358519661,5.134926754047803,0.4857363145720895,11.84,18.72,6.879999999999999,5.263157894736842,5.608996683287986,6.032719323945622,104.46634960396877,113.74767282604164,Barton,295.0,-3.119400000000003,-2.1995711110610228,1.1413273960983885,-0.5335622656226766
Belmont Abbey,47,Conference Carolinas,113.4,111,16,1,4,0,1,62,50,2.3389565685437557,114,49,21,121,520,1561,2025,2,3.968253968253968,0.0,4.92063492063492,9.603174603174603,8.80952380952381,3.888888888888889,0.07936507936507936,9.423076923076923,23.26923076923077,13.846153846153847,0.8695652173913043,4.416004851642851,5.414270028256937,102.32158599461992,137.82842282176708,Belmont Abbey,274.789,-0.970600000000001,-0.49109793710679817,0.9028908999497235,-0.5838935154087249
Benedict,14,SIAC,34.9,40,10,1,8,2,5,37,28,0.2803048357658051,39,23,12,37,188,0,2025,2,7.220630372492837,25.0,9.541547277936964,9.541547277936964,10.315186246418339,5.9312320916905446,1.2893982808022924,12.23404255319149,19.680851063829788,7.446808510638299,11.363636363636363,7.3342696849029085,6.855371946079848,105.42461181018878,90.2024139791431,Benedict,74.0,-2.2657999999999987,-1.5917613547825935,1.1021963824289407,-0.46395216063177624
Bentley,19,NE10,45.9,43,9,0,0,0,3,34,29,0.21832861412426635,53,29,8,39,226,441,2025,2,5.686274509803922,0.0,6.666666666666667,7.647058823529411,8.431372549019608,5.686274509803922,0.5882352941176471,12.831858407079647,17.25663716814159,4.424778761061944,5.357142857142857,6.152180803505077,6.641407511389911,93.93632392062348,102.95929347158564,Bentley,105.496,-0.8446000000000007,-0.8172256604123269,1.0011229314420804,-0.02642697551659512
Biola,61,PacWest,116.5,123,23,3,22,8,15,94,73,0.8113089332690638,131,67,15,94,562,1149,2025,2,5.639484978540772,36.36363636363637,7.261802575107296,7.261802575107296,9.50214592274678,5.175965665236051,1.1587982832618025,11.921708185053381,16.72597864768683,4.804270462633449,10.273972602739725,6.755227172267174,6.456714581865492,103.79326923076924,112.8976361260263,Biola,254.0,-1.8364000000000005,-2.5023040922507858,0.8361495844875347,0.30604634833824607
Bloomsburg,27,PSAC,48.2,63,16,2,0,0,4,59,54,-0.05789095476765345,50,44,11,43,268,558,2025,2,10.08298755186722,0.0,11.016597510373442,8.029045643153527,11.763485477178424,8.215767634854771,0.7468879668049793,16.417910447761194,16.044776119402986,-0.3731343283582085,7.4074074074074066,7.301395676176137,7.452031908453607,112.04508967704444,55.73662400762021,Bloomsburg,88.0,-1.8773999999999984,-2.409159319120602,1.0672990063233965,0.6501395984265705
Bluefield St.,30,DII Independent,51.2,103,18,6,21,12,6,104,90,0.17088801451625524,62,55,16,39,346,1089,2025,2,15.8203125,57.14285714285714,18.28125,6.85546875,18.10546875,9.66796875,1.0546875,15.895953757225435,11.271676300578035,-4.6242774566474,8.823529411764707,8.743709602524685,8.677782705430008,104.18436433287712,-43.428935693073136,Bluefield St.,50.918,-4.370599999999999,-3.421364756641041,0.632816229116945,-3.4852217038530178
Bridgeport,8,CACC,20.0,25,8,1,0,0,1,25,22,-0.032739830628368126,14,13,8,18,103,376,2025,2,9.9,0.0,11.25,8.1,11.25,5.8500000000000005,0.45,12.62135922330097,17.475728155339805,4.854368932038835,6.666666666666667,6.583553352524685,6.756618163577103,96.70393434332468,35.88406936438826,Bridgeport,45.0,-0.5765999999999996,-0.6532135055862625,0.7778508771929825,-0.08805968302382994
CSU Pueblo,54,RMAC,115.8,155,33,3,30,17,11,108,96,1.7585693046311943,89,61,23,117,575,1301,2025,2,7.461139896373057,56.666666666666664,8.393782383419689,9.093264248704664,12.046632124352332,4.740932642487047,0.8549222797927462,10.608695652173914,20.347826086956523,9.73913043478261,11.0,5.973881504510868,5.686679214415783,95.88365651176412,75.25582236622886,CSU Pueblo,237.0,-6.430000000000001,-4.21879438113627,1.1133333333333333,-1.5566547206601378
CSUSB,51,CCAA,118.10000000000001,146,19,3,17,4,16,102,84,1.214100637858151,114,56,19,119,571,1867,2025,2,6.4013547840812866,23.52941176470588,7.77307366638442,9.068585944115156,11.126164267569855,4.267569856054191,1.2193056731583405,9.807355516637479,20.84063047285464,11.033274956217163,12.307692307692308,6.234696451593271,5.681475175124903,115.85376774369072,111.42290676665576,CSUSB,258.0,-3.3002000000000002,-2.5969114866786436,0.9206739526411657,-0.9876365398323865
CUI,36,PacWest,87.5,96,19,0,17,10,5,63,52,1.787026770051472,86,42,15,103,431,488,2025,2,5.348571428571429,58.82352941176471,6.4799999999999995,10.594285714285714,9.874285714285715,4.32,0.5142857142857142,9.744779582366588,23.897911832946637,14.153132250580049,5.4945054945054945,4.926410495381828,5.3248698905173715,96.92141337544732,111.53372317405908,CUI,210.0,-1.9914000000000007,-0.5398405666730881,1.0708092485549132,-1.3198744130839977
Cal Poly Pomona,36,CCAA,111.7,133,18,5,6,3,17,80,68,0.46978048286829033,122,34,15,104,518,1912,2025,2,5.478961504028648,50.0,6.445837063563115,8.37958818263205,10.716204118173678,2.739480752014324,1.369740376007162,6.563706563706563,20.077220077220076,13.513513513513512,12.23021582733813,6.015961588872044,5.403081955762955,98.56135659150308,110.8849068810964,Cal Poly Pomona,250.0,-4.6598000000000015,-2.961961803864596,1.3671156893819334,-0.4465280819523647
