Team,App,Conference,IP,H,2B-A,3B-A,Inh Run,Inh Run Score,HR-A,R,ER,WAR,FO,BB,HB,SO,BF,Pitches,Season,Division,ERA,IR-A%,RA9,K9,H9,BB9,HR9,BB%,K%,K-BB%,HR/FB,FIP,xFIP,PF,ERA+,pitch_team,pREA,pWPA,pWPA/LI,li,Clutch
A&M-Corpus Christi,216,Southland,457.0,550,92,20,161,69,54,375,316,1.0628968837842874,480,231,69,411,2201,5238,2023,1,6.223194748358862,42.857142857142854,7.38512035010941,8.094091903719912,10.831509846827133,4.549234135667397,1.063457330415755,10.495229441163108,18.673330304407088,8.17810086324398,10.112359550561797,5.972168360032895,6.1837071043048,102.09648874202534,100.05334026967942,A&M-Corpus Christi,929.9960000000001,-9.826800000000002,-10.650015290686664,0.9288943150513399,0.07098617965493581
Abilene Christian,238,WAC,504.1,560,91,8,169,68,78,405,381,1.2776891749142152,508,288,72,498,2407,5475,2023,1,6.80222178139258,40.23668639053255,7.230708192818885,8.891093037095814,9.998016266613767,5.141836937115651,1.3925808371354889,11.96510178645617,20.689655172413794,8.724553385957623,13.310580204778159,6.443524248313545,6.170655029813503,109.30383256889591,97.95749855988198,Abilene Christian,1032.6660000000002,-11.902800000000006,-10.874447285617595,1.101980478946771,0.07316702031178224
Air Force,206,Mountain West,505.6,698,174,28,112,58,73,472,421,3.3051212586196366,513,247,56,393,2485,4861,2023,1,7.494066455696202,51.78571428571429,8.401898734177214,6.995648734177215,12.424841772151899,4.396756329113924,1.2994462025316456,9.939637826961771,15.814889336016098,5.875251509054326,12.457337883959044,6.385638154786793,6.242138603667587,123.01132412971086,100.10628946088116,Air Force,957.7550000000001,-14.236600000000001,-14.724937817044916,0.8810733512786003,-1.433308235159549
Akron,185,MAC,464.0,555,111,12,108,49,62,448,380,-2.510308429829955,573,244,115,328,2317,5428,2023,1,7.370689655172414,45.370370370370374,8.689655172413794,6.362068965517241,10.765086206896552,4.732758620689655,1.2025862068965516,10.53085886922745,14.156236512731981,3.6253776435045317,9.763779527559056,6.909781541953969,7.219551196375647,97.57861840987758,76.14339845862106,Akron,881.2710000000001,-15.66,-12.530629915898588,0.9514837693798449,-3.9278746891845078
Alabama,237,SEC,551.0,479,70,2,119,56,82,293,263,0.646528131901427,543,236,58,593,2388,6750,2023,1,4.295825771324864,47.05882352941176,4.78584392014519,9.686025408348456,7.823956442831216,3.85480943738657,1.339382940108893,9.882747068676718,24.83249581239531,14.949748743718594,13.120000000000001,5.648325099122753,5.410170276201756,106.87555847030536,134.09263320019005,Alabama,1289.9660000000001,-3.416400000000012,-4.192514060331859,0.8929798148767705,0.3666717029976465
Alabama A&M,155,SWAC,375.7,536,113,24,111,62,42,447,357,1.3364203535292685,458,221,70,249,1959,3713,2023,1,8.552036199095022,55.85585585585585,10.708011711471919,5.964865584242747,12.840031940377962,5.294117647058823,1.006121905775885,11.281265952016335,12.710566615620214,1.429300663603879,8.4,6.716808998747266,7.253996526179856,107.7390448835881,69.84462494851758,Alabama A&M,555.254,-16.47759999999999,-14.703306156652756,0.8629462453836685,-4.3912783416829395
Alabama St.,211,SWAC,510.7,535,91,14,136,67,50,316,262,6.08975862395632,532,227,52,523,2336,6227,2023,1,4.617192089289211,49.26470588235294,5.568827100058742,9.216761308008616,9.42823575484629,4.000391619345995,0.8811435284903074,9.717465753424657,22.388698630136986,12.67123287671233,8.59106529209622,5.128905648150333,5.5605955955199775,104.28921932122674,127.40541529983483,Alabama St.,1169.527,-5.125100000000009,-5.490867295874594,0.9990927300577354,0.36111322419414016
Alcorn,224,SWAC,382.9,516,117,18,97,56,31,521,400,-2.221045736664831,469,371,67,276,2103,764,2023,1,9.401932619482894,57.73195876288659,12.24601723687647,6.487333507443196,12.128493079132934,8.720292504570384,0.7286497780099243,17.641464574417498,13.12410841654779,-4.517356157869708,6.2,7.30795485181249,8.208506834200644,96.20255744360568,39.750672513500774,Alcorn,578.984,-21.074099999999987,-16.827303347481312,0.8919444444444444,-6.799840844359224
App State,234,Sun Belt,474.1,533,125,12,151,66,76,447,407,-0.3102380301730006,479,340,63,459,2334,6512,2023,1,7.726218097447796,43.70860927152318,8.485551571398439,8.713351613583631,10.118118540392322,6.454334528580468,1.4427336005062223,14.56726649528706,19.665809768637533,5.098543273350474,13.693693693693692,6.963128082404478,6.630037390572862,111.83831313953898,86.72291777149877,App State,927.07,-15.7284,-13.932938680613145,0.9949225865209471,-1.8757284590074264
Arizona,271,Pac-12,521.3,648,138,6,118,50,66,392,349,-0.003681587725362201,478,203,67,478,2447,5422,2023,1,6.025321312104355,42.3728813559322,6.767696144254748,8.252445808555535,11.187416075196625,3.504699788989066,1.1394590446959525,8.295872496935022,19.53412341642828,11.238250919493257,12.132352941176471,5.631201218888953,5.546086377556494,104.93987688306645,105.85324409266603,Arizona,1113.815,-13.875600000000004,-10.87460280356171,0.959953546340358,-3.579846636099317
Arizona St.,274,Pac-12,479.1,526,107,9,125,55,73,370,320,-0.8994762617347051,458,236,82,458,2262,5761,2023,1,6.011271133375078,44.0,6.950532247964934,8.60363180964308,9.881026925485283,4.43331246086412,1.3713212273011897,10.433244916003536,20.247568523430594,9.814323607427058,13.74764595103578,6.325497701563583,6.002363236958953,110.77365001553308,111.01935500594797,Arizona St.,1017.9240000000001,-8.576400000000005,-9.330287305786207,0.9716062934504208,0.5032551449064862
Ark.-Pine Bluff,151,SWAC,405.20000000000005,480,82,18,58,28,35,412,340,2.460938486009363,420,302,84,358,2056,2519,2023,1,7.551826258637709,48.275862068965516,9.151036525172753,7.95162882527147,10.661401776900295,6.707798617966436,0.7773938795656465,14.688715953307394,17.412451361867703,2.7237354085603087,7.6923076923076925,6.479106609183434,7.035664931472047,106.70913272369688,83.95776141747568,Ark.-Pine Bluff,748.9440000000001,-12.291099999999997,-10.883889261980409,0.9063333333333333,-2.6774568211383816
