Player,Pos,B/T,player_id,Team,Conference,Yr,R/PA,GP,BB,CS,GS,HBP,IBB,K,RBI,SF,AB,PA,H,2B,3B,HR,R,SB,OPS+,Picked,Sac,BA,SlgPct,OBPct,ISO,wOBA,K%,BB%,SB%,wRC+,wRC,Batting,Baserunning,Adjustment,WAR,Clutch,WPA,REA,WPA/LI,wSB,wGDP,wTEB,EBT,Opportunities,OutsOB,GDPOpps,GDP,Division,Season
Kasey Clark,1B,L/R,8268959,AUM,Gulf South,Sr,0.21875,54,41,0,54,12,1,29,51,1,201,256,64,13,0,8,56,5,129.924803801306,0,0,0.318,0.502,0.459,0.184,0.43935826771653547,11.328125,16.015625,100.0,129.4097708430127,61.9687997443091,13.17188171829693,3.0749954755930693,-4.338360000000001,0.7804697830454916,0.09203499271558035,2.177199999999999,-97.66099999999999,2.0531336783057244,0.6557772973660488,2.435237164902562,-0.01601898667554158,15.0,43.0,1.0,171.0,9.0,2,2024
Jarren Wright,OF,L/R,8270094,AUM,Gulf South,Sr,0.20994475138121546,48,19,3,43,8,0,12,33,1,153,181,51,6,2,2,38,4,108.35941948345256,1,7,0.333,0.438,0.431,0.10499999999999998,0.4054696132596685,6.629834254143646,10.497237569060774,57.14285714285714,108.51100609327389,37.043627992018855,2.5426820439399376,-2.2181853661197652,0.312,0.0005336202785985453,0.545067762405611,1.2371999999999992,-80.90899999999999,0.6699767234545292,-1.369962420371889,-0.6542251953704619,-0.1939977503774144,9.0,25.0,1.0,137.0,2.0,2,2024
Cole McWhorter,C,R/R,8276518,AUM,Gulf South,Jr,0.10526315789473684,18,4,0,15,1,0,10,5,1,51,57,10,3,0,0,6,0,24.370768666873065,0,1,0.196,0.255,0.263,0.059,0.249,17.543859649122805,7.017543859649122,0.0,12.017896809207462,1.821558162061626,-9.043380617167648,-0.36932689374101635,1.44612,-0.5504493524535551,-0.07200461657717833,-0.3701999999999987,-32.590999999999994,-0.2305133889629868,-0.043480762437972775,0.004939905035117209,-0.3307860363381608,1.0,7.0,0.0,41.0,1.0,2,2024
Nick Freeman,OF,L/R,8283274,AUM,Gulf South,Sr,0.18181818181818182,29,10,1,17,3,0,9,3,0,64,77,12,1,0,0,14,3,28.364797479594127,0,1,0.188,0.203,0.325,0.015000000000000013,0.28138961038961036,11.688311688311687,12.987012987012985,75.0,31.992217380999914,5.213460758718543,-9.46373724129293,-1.566496430814079,0.1885,-0.7753438498821126,0.1587301023653174,0.2023999999999999,-47.974,0.03295791991880509,-0.12815200261707105,-0.615806459590464,-0.822537968606544,3.0,12.0,1.0,51.0,0.0,2,2024
Jackson Ceman,OF,R/R,8278477,AUM,Gulf South,Sr,0.15668202764976957,53,29,4,50,19,0,19,29,0,169,217,52,7,0,1,34,7,99.93756151309387,0,2,0.308,0.367,0.461,0.059,0.4113133640552995,8.755760368663594,13.36405529953917,63.63636363636363,112.11478367285979,45.81108357107856,4.448071025591682,-2.888072915830738,0.34450000000000003,0.06998562204651357,0.7586832499126046,2.2455999999999987,-102.59799999999998,1.3396855253229256,-1.4981144229889602,1.3699240775546542,-2.759882570396432,12.0,35.0,5.0,135.0,6.0,2,2024
Brody Perdue,C,R/R,8282302,AUM,Gulf South,Sr,0.0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,-100.0,0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,-141.53769594258767,-0.24287727634816944,-0.4334902373872795,0.0,0.08034000000000001,0.0,-5.204170427930421e-18,-0.001,-0.915,-0.012,0.0,-0.012074636462558117,0.0,0.0,0.0,0.0,1.0,0.0,2,2024
Cooper Doughman,C,R/R,8285942,AUM,Gulf South,Jr,0.1552511415525114,50,24,0,49,11,2,20,40,1,181,219,64,9,0,7,34,1,133.00328902817452,0,0,0.354,0.519,0.456,0.16500000000000004,0.4432651162790698,9.1324200913242,10.95890410958904,100.0,131.819081874384,53.95674233528762,12.212503867722523,-2.293250493167934,4.017,0.9542667617943792,0.1398635587984296,2.148400000000001,-76.46199999999999,1.7823379775775317,-0.09349514645631624,0.7250284400039568,-2.9247837867155746,2.0,32.0,1.0,147.0,5.0,2,2024
Zach Dew,INF,R/R,8287158,AUM,Gulf South,Sr,0.19672131147540983,52,23,3,52,5,1,26,42,3,212,244,72,14,1,9,48,4,127.02823353886687,0,0,0.34,0.542,0.412,0.202,0.41738429752066114,10.655737704918032,9.426229508196721,57.14285714285714,115.85866233482894,53.146077678156274,6.6365151846134225,0.932639689238353,0.8382400000000001,0.5307267412657908,0.9425290644049527,3.0076000000000005,-103.56099999999999,1.9362634254711064,-1.3953261984607064,0.48353571075279467,1.8444301769462648,20.0,39.0,1.0,167.0,5.0,2,2024
M. Sol,2B,0,8527534,AUM,Gulf South,-,0.14705882352941177,13,3,0,8,1,0,9,2,0,30,34,5,1,0,1,5,0,35.04351601198141,0,0,0.167,0.3,0.265,0.13299999999999998,0.26176470588235295,26.47058823529412,8.823529411764707,0.0,19.889752142810003,1.5655721626611352,-4.915268512668606,-0.24829707008240826,0.20956000000000002,-0.31344874668997297,0.03140125389122443,-0.10620000000000032,-16.991,-0.13830119397510732,-0.025363778088817453,-0.13282100108813927,-0.09011229090545153,0.0,1.0,0.0,11.0,0.0,2,2024
Brendan York,INF,R/R,8422616,AUM,Gulf South,Jr,0.1111111111111111,31,6,0,31,8,1,9,23,2,118,135,41,2,0,3,15,4,103.70571164116997,0,3,0.347,0.441,0.41,0.09400000000000003,0.3910977443609022,6.666666666666667,4.444444444444445,100.0,99.64803080130139,25.48772165405871,-0.24502808622114447,0.3593099216237263,0.49972000000000005,0.029391645862175075,0.03257557631531982,1.0156000000000003,-51.38799999999999,0.8823046197831382,0.6224535533782779,0.9495066277574438,-1.2126502595119955,2.0,13.0,1.0,87.0,4.0,2,2024
