Player,player_id,B/T,Team,Conference,App,GS,ERA,IP,H,R,ER,BB,SO,HR-A,2B-A,3B-A,HB,BF,FO,GO,Pitches,gmLI,K9,BB9,HR9,RA9,H9,IR-A%,K%,BB%,K-BB%,HR/FB,FIP,xFIP,ERA+,WAR,Yr,Inh Run,Inh Run Score,Clutch,pWPA,pREA,pWPA/LI,Division,Season
Aaron Boster,d3-playerid-85,0.0,Wilmington (OH),OAC,9.0,7.0,9.64,32.2,47.0,43.0,35.0,24.0,29.0,2.0,9.0,0.0,8.0,175.0,29.0,33.0,335.0,0.6935849970090041,8.105590062111801,6.70807453416149,0.5590062111801242,12.01863354037267,13.136645962732919,0.0,16.57142857142857,13.714285714285715,2.857142857142854,6.451612903225806,6.728865608061776,6.7281404952354595,43.108462494814546,-0.017352716432409154,Fr,0.0,0.0,0.17734399850810112,-1.68371245530789,-13.491000000000001,-1.915261217572009,3,2021
Aaron Clark,d3-playerid-94,0.0,Southwestern (TX),SCAC,7.0,5.0,6.18,27.2,34.0,29.0,19.0,31.0,25.0,0.0,3.0,1.0,1.0,152.0,23.0,30.0,537.0,0.1,8.272058823529413,10.257352941176471,0.0,9.595588235294118,11.25,0.0,16.447368421052634,20.394736842105264,-3.94736842105263,0.0,6.432464438898458,7.1410305933586455,99.61715510511459,0.11531723424367124,Sr,0.0,0.0,0.15823350704381955,-1.079315736519084,-4.306000000000001,-1.0406159680995783,3,2021
Aaron Cole,d3-playerid-97,0.0,Western New Eng.,CCC,4.0,1.0,11.37,6.1,10.0,8.0,8.0,6.0,5.0,1.0,4.0,0.0,1.0,34.0,9.0,3.0,59.0,0.8333333333333334,7.3770491803278695,8.852459016393443,1.4754098360655739,11.80327868852459,14.754098360655739,0.0,14.705882352941178,17.647058823529413,-2.9411764705882355,10.0,8.67571419781842,7.918265830128975,23.343190550249517,-0.08759101884410422,Fr,0.0,0.0,-0.09786987209411291,-0.38222428730307095,-3.245,-0.37596397613198457,3,2021
Aaron Combs,d3-playerid-98,0.0,Salisbury,C2C,8.0,4.0,5.19,17.1,22.0,12.0,10.0,8.0,19.0,3.0,6.0,0.0,4.0,82.0,13.0,15.0,247.0,1.05,9.999999999999998,4.2105263157894735,1.5789473684210527,6.315789473684211,11.578947368421051,0.0,23.170731707317074,9.75609756097561,13.414634146341465,18.75,6.905030658368702,5.408381765465253,115.16476307591338,-0.05710801354951396,Fr,0.0,0.0,-0.48396770343330686,-0.8948506814955357,0.3889999999999991,-0.5558945816926518,3,2021
Aaron Diaz,d3-playerid-101,0.0,Curry,CCC,8.0,1.0,14.46,9.1,18.0,16.0,15.0,5.0,5.0,0.0,4.0,0.0,0.0,48.0,13.0,6.0,189.0,1.3400352733686065,4.945054945054945,4.945054945054945,0.0,15.824175824175825,17.802197802197803,0.0,10.416666666666668,10.416666666666668,0.0,0.0,5.290738517760772,6.487819225917114,-63.15983949748283,0.0048526832444669085,Fr,0.0,0.0,-0.07899780755563923,-0.6207643097643096,-2.508,-0.5340093133332249,3,2021
Aaron Eybers,d3-playerid-102,0.0,Wartburg,American Rivers,24.0,0.0,3.77,43.0,53.0,23.0,18.0,14.0,26.0,2.0,9.0,0.0,3.0,196.0,38.0,56.0,105.0,1.1106727097124571,5.441860465116279,2.930232558139535,0.41860465116279066,4.813953488372093,11.093023255813954,61.53846153846154,13.26530612244898,7.142857142857142,6.122448979591837,5.0,5.322683317147432,5.497526568970167,135.20180669542023,-0.15489070980750258,Jr,13.0,8.0,-0.6126885061822301,-0.609742310299271,11.801999999999998,0.08880594129173301,3,2021
Aaron Flyte,d3-playerid-103,0.0,Moravian,Landmark,4.0,0.0,11.25,4.0,8.0,5.0,5.0,2.0,2.0,1.0,0.0,0.0,0.0,21.0,3.0,6.0,70.0,0.45930656027710604,4.5,4.5,2.25,11.25,18.0,0.0,9.523809523809524,9.523809523809524,0.0,25.0,8.491287968310223,6.079244464019662,7.689951168971998,-0.08008732416865084,Fr,0.0,0.0,-0.24644583569955059,0.0013290401155157984,-3.1160000000000005,0.2559713211892934,3,2021
Aaron Goschke,d3-playerid-110,0.0,Me.-Farmington,North Atlantic,5.0,3.0,5.65,14.1,18.0,16.0,9.0,13.0,21.0,1.0,6.0,0.0,1.0,77.0,11.0,9.0,298.0,0.21111111111111103,13.404255319148936,8.297872340425531,0.6382978723404256,10.212765957446809,11.48936170212766,0.0,27.27272727272727,16.883116883116884,10.389610389610386,8.333333333333332,5.66327378391306,5.454442432743789,112.0723594887279,0.21759346548944208,Fr,0.0,0.0,-0.2500391748799412,-0.6596281716999237,0.8029999999999999,-0.7171303384160842,3,2021
Aaron Gutierrez,d3-playerid-112,0.0,Marywood,Atlantic East,2.0,0.0,36.0,1.0,4.0,4.0,4.0,4.0,0.0,1.0,1.0,0.0,0.0,11.0,2.0,1.0,0.0,0.32584494468750225,0.0,36.0,9.0,36.0,36.0,0.0,0.0,36.36363636363637,-36.36363636363637,33.33333333333333,29.741287968310225,19.255157455438543,-390.60680959880915,-0.09843747682469506,Fr,0.0,0.0,-0.38083407701070576,-0.1491651424829549,-4.319,-0.128965843363475,3,2021
Aaron Kats,d3-playerid-124,0.0,Skidmore,Liberty League,3.0,0.0,9.0,4.0,4.0,4.0,4.0,4.0,3.0,0.0,1.0,0.0,1.0,21.0,6.0,3.0,53.0,0.5102506932633345,6.75,9.0,0.0,9.0,9.0,0.0,14.285714285714285,19.047619047619047,-4.761904761904763,0.0,6.991287968310223,8.248222711874382,49.27496440663841,-0.02480706493870471,Fr,0.0,0.0,0.06765014625787016,0.0722849715881843,-0.6640000000000004,0.08808696632679597,3,2021
Aaron Little,d3-playerid-133,0.0,Hendrix,SAA,3.0,0.0,2.25,4.0,5.0,2.0,1.0,3.0,2.0,0.0,2.0,1.0,0.0,18.0,3.0,4.0,0.0,1.1722222222222223,4.5,6.75,0.0,4.5,11.25,20.0,11.11111111111111,16.666666666666664,-5.555555555555554,0.0,5.991287968310223,6.619755340092302,164.18710474636663,-0.004459783001057621,Sr,5.0,1.0,0.05494952789031343,-0.22209090909090898,3.8970000000000007,-0.27129379245375596,3,2021
Aaron Mishoulam,d3-playerid-143,0.0,Emory,UAA,6.0,0.0,1.23,7.1,6.0,4.0,1.0,5.0,13.0,0.0,0.0,0.0,1.0,34.0,6.0,3.0,79.0,2.3835031089700447,16.47887323943662,6.338028169014085,0.0,5.070422535211268,7.605633802816902,66.66666666666666,38.23529411764706,14.705882352941178,23.52941176470588,0.0,3.614527404929941,4.322659654825242,179.39708838176347,0.06794280764727914,So,6.0,4.0,0.18277094887259118,0.060328823628990245,0.7729999999999995,-0.15363817028126553,3,2021
Aaron Monti,d3-playerid-144,0.0,Rockford,NACC,7.0,0.0,21.94,5.1,9.0,18.0,13.0,9.0,6.0,1.0,1.0,0.0,4.0,39.0,5.0,5.0,107.0,0.16596375196946342,10.588235294117647,15.882352941176473,1.7647058823529413,31.764705882352946,15.882352941176473,0.0,15.384615384615385,23.076923076923077,-7.692307692307692,16.666666666666664,12.584425223212184,11.021236786791917,-129.06168476947593,-0.12951133448940824,Fr,0.0,0.0,-0.5929276788247924,-0.1313978823835988,-12.56,-0.1538332478200897,3,2021
Aaron Northcutt,d3-playerid-148,0.0,Covenant,USA South,8.0,1.0,15.63,6.1,8.0,17.0,11.0,17.0,5.0,0.0,2.0,0.0,3.0,46.0,7.0,5.0,181.0,0.23197162993961143,7.3770491803278695,25.081967213114755,0.0,25.081967213114755,11.80327868852459,0.0,10.869565217391305,36.95652173913043,-26.086956521739125,0.0,12.938009279785634,13.899598701091547,-35.629724187385435,-0.19435762613163923,So,0.0,0.0,-0.2942087087091114,-0.2816380511853333,-12.352,-0.4168927842520842,3,2021
Aaron Olech,d3-playerid-151,0.0,Capital,OAC,2.0,0.0,13.5,1.1,4.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,2.0,33.0,0.15927815767469705,0.0,16.363636363636363,0.0,32.72727272727273,32.72727272727273,0.0,0.0,18.181818181818183,-18.181818181818183,0.0,10.195833422855678,11.71939068778193,-32.08671748795982,-0.0278751030184124,So,0.0,0.0,-0.32020769626073015,-0.0615298704003764,-2.261,-0.10225950813500995,3,2021
Aaron Recio,d3-playerid-153,0.0,Schreiner,SCAC,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jr,0.0,0.0,-0.004744609164420738,-0.05999999999999999,-0.16600000000000004,-0.08582142857142831,3,2021
Aaron Saenz,d3-playerid-160,0.0,Alma,Michigan Intercol. Ath. Assn.,9.0,9.0,7.27,52.0,76.0,50.0,42.0,15.0,33.0,5.0,21.0,0.0,1.0,247.0,58.0,60.0,627.0,0.0,5.711538461538462,2.596153846153846,0.8653846153846154,8.653846153846153,13.153846153846153,0.0,13.360323886639677,6.0728744939271255,7.287449392712551,7.936507936507936,5.645134122156377,5.4103506458043515,83.29676945774949,0.7820430069633112,Sr,0.0,0.0,-0.2685031524140086,-0.9626651724225843,-16.446,-0.9392658569658431,3,2021
Aaron Severson,d3-playerid-165,0.0,Northwestern-St. Paul,UMAC,11.0,0.0,2.66,20.1,15.0,6.0,6.0,11.0,21.0,2.0,3.0,2.0,3.0,82.0,15.0,16.0,92.0,0.5269951854166689,9.402985074626866,4.925373134328358,0.8955223880597014,2.6865671641791042,6.716417910447761,28.57142857142857,25.609756097560975,13.414634146341465,12.19512195121951,11.76470588235294,6.0348203066186805,5.450007392542087,157.64586766176478,0.03220795194424528,Fr,7.0,2.0,0.08845382774610178,0.13659901840112249,5.099,0.16334934464601464,3,2021
Aaron Stephan,d3-playerid-176,0.0,Saint Vincent,PAC,4.0,1.0,20.25,5.1,14.0,12.0,12.0,4.0,3.0,0.0,2.0,0.0,1.0,35.0,3.0,10.0,136.0,1.0566821484722253,5.294117647058823,7.058823529411765,0.0,21.176470588235293,24.705882352941178,0.0,8.571428571428571,11.428571428571429,-2.8571428571428577,0.0,6.505993850663164,6.998909436374599,-143.63647435951447,-0.029790542626319343,So,0.0,0.0,-0.47856120231956467,-1.1989254559916152,-10.518,-0.6992919460442013,3,2021
Aaron Torres,d3-playerid-183,0.0,Shenandoah,ODAC,3.0,0.0,6.0,3.0,3.0,2.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,12.0,2.0,4.0,12.0,0.16989670151967692,6.0,3.0,0.0,6.0,9.0,0.0,16.666666666666664,8.333333333333332,8.333333333333332,0.0,4.40795463497689,4.9665922987831825,100.74299208045771,0.00998104574565407,Jr,0.0,0.0,0.30739799363836046,0.0308012545752921,0.5019999999999998,0.09547758768427428,3,2021
Aaron Winsker,d3-playerid-192,0.0,Stockton,NJAC,7.0,6.0,5.06,42.2,57.0,33.0,24.0,18.0,23.0,2.0,14.0,1.0,6.0,204.0,51.0,46.0,402.0,1.1,4.90521327014218,3.838862559241706,0.42654028436018954,7.0379146919431275,12.156398104265401,0.0,11.27450980392157,8.823529411764707,2.450980392156863,3.7735849056603774,5.9735154564618815,6.409811529272314,114.84285879505609,0.26256634162318127,So,0.0,0.0,0.004834396424304721,-1.3488621659783746,3.8389999999999986,-1.464980693464293,3,2021
Adam Bendoraitis,d3-playerid-218,0.0,Augustana (IL),CCIW,1.0,0.0,27.0,0.1,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.2666666666666667,90.0,90.0,0.0,180.0,180.0,0.0,20.0,20.0,0.0,0.0,14.741287968310223,14.741287968310223,-232.475568041455,-0.005195580978546242,Fr,0.0,0.0,-0.011913945915953364,-0.0629999999999999,-2.253,-0.12165495867768598,3,2021
Adam Biewen,d3-playerid-220,0.0,Gustavus Adolphus,MIAC,4.0,2.0,7.36,11.0,12.0,9.0,9.0,4.0,9.0,0.0,2.0,0.0,3.0,51.0,8.0,14.0,8.0,0.3802469135802469,7.363636363636364,3.272727272727273,0.0,7.363636363636364,9.818181818181817,100.0,17.647058823529413,7.8431372549019605,9.803921568627452,0.0,5.014015241037495,5.623438147007997,84.61504808940067,0.025556919562315532,Fr,3.0,3.0,0.003589114379094857,-0.06165176244375637,3.876999999999999,-0.05462048026308695,3,2021
Adam Bowler,d3-playerid-225,0.0,Wesleyan (CT),NESCAC,4.0,3.0,12.19,10.1,16.0,14.0,14.0,4.0,7.0,0.0,1.0,0.0,3.0,52.0,4.0,17.0,109.0,0.8471096712363771,6.237623762376238,3.5643564356435644,0.0,12.475247524752476,14.257425742574258,0.0,13.461538461538462,7.6923076923076925,5.769230769230769,0.0,5.434357275240916,5.766221233937723,-14.578093015463933,0.020820995799050404,So,0.0,0.0,-0.1861690803510645,-0.6977346397008913,-1.3290000000000002,-0.518540129263064,3,2021
Adam Bridgeman,d3-playerid-229,0.0,Pfeiffer,USA South,2.0,0.0,27.0,1.0,1.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,2.0,8.0,0.0,1.0,0.0,0.1720649172864574,9.0,27.0,0.0,27.0,9.0,0.0,12.5,37.5,-25.0,0.0,17.741287968310225,17.741287968310225,-222.8238787468963,-0.054726570410645936,So,0.0,0.0,-0.01383123295300652,-0.0195333061245311,-4.153,-0.10160804829192008,3,2021
Adam Brooks,d3-playerid-230,0.0,Va. Wesleyan,ODAC,13.0,2.0,4.32,25.0,31.0,16.0,12.0,7.0,13.0,1.0,8.0,0.0,2.0,114.0,24.0,34.0,290.0,1.2495859450881885,4.68,2.5200000000000005,0.36,5.76,11.16,25.0,11.403508771929824,6.140350877192982,5.263157894736842,4.0,5.301287968310223,5.619244464019662,127.30591640238087,0.10726092119886013,Sr,4.0,1.0,0.4413729499299513,-0.5296736962228169,5.047999999999997,-0.8885593003904139,3,2021
Adam Carver,d3-playerid-236,0.0,Covenant,USA South,11.0,11.0,7.76,60.1,88.0,63.0,52.0,21.0,43.0,9.0,16.0,0.0,11.0,307.0,79.0,57.0,784.0,0.0,6.439267886855242,3.1447587354409317,1.3477537437603995,9.434276206322796,13.178036605657239,0.0,14.006514657980457,6.840390879478828,7.166123778501629,10.227272727272728,6.854432727045664,6.134635249881448,83.01428920703067,0.2982337909282551,Sr,0.0,0.0,0.014688047827461137,-2.6144547745480144,-4.142000000000002,-2.944189182930615,3,2021
Adam Conanan,d3-playerid-240,0.0,Becker,NECC,4.0,3.0,14.81,10.1,22.0,25.0,17.0,8.0,7.0,4.0,2.0,0.0,4.0,67.0,14.0,9.0,161.0,0.0,6.237623762376238,7.128712871287129,3.5643564356435644,22.277227722772277,19.603960396039604,0.0,10.44776119402985,11.940298507462686,-1.4925373134328357,22.22222222222222,12.06802064157755,8.412893604228035,-46.310532423079835,-0.29867910623322425,Jr,0.0,0.0,0.1476167011519366,-0.3852121212121205,-2.999,-0.5395163306266448,3,2021
Adam Dofflemyer,d3-playerid-252,0.0,Lynchburg,ODAC,20.0,0.0,2.82,22.1,24.0,13.0,7.0,10.0,22.0,1.0,3.0,0.0,5.0,104.0,12.0,25.0,178.0,1.0165227093761477,8.959276018099546,4.072398190045249,0.4072398190045249,5.2941176470588225,9.773755656108596,16.666666666666664,21.153846153846153,9.615384615384617,11.538461538461537,7.6923076923076925,5.37477213120615,5.279452422799938,155.52491951618626,0.10159867186888524,Sr,6.0,1.0,0.2923976189619135,-0.20130864231416842,11.749999999999998,-0.506288450890577,3,2021
Adam Dorstewitz,d3-playerid-254,0.0,Kalamazoo,Michigan Intercol. Ath. Assn.,13.0,7.0,7.96,26.0,34.0,25.0,23.0,19.0,18.0,0.0,5.0,4.0,1.0,128.0,36.0,19.0,410.0,0.7824416979620876,6.230769230769231,6.576923076923077,0.0,8.653846153846153,11.76923076923077,0.0,14.0625,14.84375,-0.78125,0.0,5.664364891387146,6.824612346984831,63.38537838617051,0.1674528642490506,Jr,0.0,0.0,0.19801325162005767,-0.7160487800143619,-4.348000000000001,-1.0241861797140819,3,2021
Adam Ferdock,d3-playerid-261,0.0,Albright,MAC Commonwealth,5.0,2.0,10.8,11.2,17.0,14.0,14.0,7.0,10.0,2.0,3.0,2.0,1.0,59.0,10.0,12.0,206.0,0.12749118395381326,8.035714285714286,5.625,1.6071428571428572,11.25,13.660714285714286,0.0,16.94915254237288,11.864406779661017,5.0847457627118615,16.666666666666664,7.419859396881652,5.996241356570336,20.016653278217444,-0.10134718544791209,Fr,0.0,0.0,-0.502092544744976,-0.5534290944429481,-3.311000000000001,-0.5220942937937185,3,2021
Adam Fjerstad,d3-playerid-265,0.0,Bethany Lutheran,UMAC,13.0,7.0,7.71,39.2,47.0,37.0,34.0,17.0,49.0,4.0,8.0,2.0,4.0,190.0,22.0,45.0,99.0,1.5166666666666666,11.25,3.9030612244897958,0.9183673469387754,8.494897959183673,10.79081632653061,62.5,25.789473684210527,8.947368421052632,16.842105263157897,15.384615384615385,5.174961437697978,4.404218297097096,78.52178355810136,0.6165692470650788,Sr,8.0,5.0,0.5450444260390648,-1.1374827945054624,-1.5480000000000018,-1.6493050092087953,3,2021
Adam Goot,d3-playerid-273,0.0,Fredonia,SUNYAC,5.0,3.0,16.39,9.1,19.0,25.0,17.0,16.0,10.0,1.0,1.0,2.0,7.0,74.0,11.0,7.0,149.0,0.6499999999999999,9.89010989010989,15.824175824175825,0.989010989010989,24.725274725274726,18.791208791208792,0.0,13.513513513513514,21.62162162162162,-8.108108108108107,8.333333333333332,11.554474781497037,11.230900929685308,-90.6439344981341,-0.4358938338385751,So,0.0,0.0,0.01618785531781808,-1.0126511082169176,-14.716,-1.1496613870635768,3,2021
Adam Harz,d3-playerid-280,0.0,Roger Williams,CCC,11.0,0.0,3.18,11.1,9.0,4.0,4.0,5.0,13.0,0.0,3.0,0.0,4.0,52.0,13.0,7.0,160.0,1.500277676142904,10.54054054054054,4.054054054054054,0.0,3.2432432432432434,7.297297297297297,0.0,25.0,9.615384615384617,15.384615384615383,0.0,4.831378058400313,5.812768548870827,148.35553154272154,0.12933098008573174,Jr,0.0,0.0,-0.027757022427160383,-0.795665344879742,3.4170000000000003,-0.5159876616842585,3,2021
Adam Holm,d3-playerid-287,0.0,Blackburn,SLIAC,2.0,1.0,17.18,3.2,5.0,7.0,7.0,9.0,3.0,0.0,0.0,0.0,0.0,24.0,3.0,3.0,0.0,0.0,8.4375,25.3125,0.0,19.6875,14.0625,0.0,12.5,37.5,-25.0,0.0,11.303787968310223,12.089372183037822,-58.81479882638705,-0.06130638477940463,So,0.0,0.0,,,,,3,2021
Adam Horowitz,d3-playerid-288,0.0,UMass Dartmouth,Little East,3.0,0.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,15.0,4.0,3.0,60.0,0.4286774862144096,6.0,6.0,0.0,6.0,6.0,0.0,13.333333333333334,13.333333333333334,0.0,0.0,7.407954634976889,8.525229962589474,150.33778476501035,-0.04054844870849303,So,0.0,0.0,0.0826906869529994,0.0522925979359517,0.5019999999999998,0.08460865418093273,3,2021
Adam Kirsch,d3-playerid-298,0.0,Fitchburg St.,MASCAC,3.0,1.0,27.0,6.0,15.0,19.0,18.0,6.0,2.0,1.0,2.0,0.0,6.0,44.0,12.0,3.0,0.0,1.4500000000000002,3.0,9.0,1.5,28.5,22.5,0.0,4.545454545454546,13.636363636363635,-9.09090909090909,7.6923076923076925,12.241287968310223,11.890193709014007,-246.5539133433068,-0.3967338495939019,Jr,0.0,0.0,0.14758497577118468,-1.146314269680527,-10.684000000000001,-0.8629748465858258,3,2021
Adam Maser,d3-playerid-313,0.0,Arcadia,MAC Freedom,7.0,0.0,7.88,8.0,8.0,8.0,7.0,6.0,8.0,1.0,1.0,1.0,0.0,36.0,10.0,4.0,84.0,0.7217125439448787,9.0,6.75,1.125,9.0,9.0,50.0,22.22222222222222,16.666666666666664,5.555555555555557,9.090909090909092,6.616287968310223,6.143478149910702,67.95347189633783,-0.05076347692578378,Jr,6.0,3.0,-0.29460672239674307,-0.2874418761815935,-3.541,-0.2670849315399239,3,2021
Adam Newton,d3-playerid-324,0.0,VTSU Castleton,Little East,2.0,0.0,3.86,2.1,5.0,4.0,1.0,5.0,3.0,0.0,1.0,0.0,0.0,18.0,2.0,1.0,24.0,0.31046881583030594,12.857142857142858,21.428571428571427,0.0,17.142857142857142,21.428571428571427,50.0,16.666666666666664,27.77777777777778,-11.111111111111114,0.0,9.02700225402451,9.82505605946207,137.98137408539318,-0.041413133928116214,So,2.0,1.0,-0.097900466802921,-0.07642199230301136,-4.432,-0.03811992983881144,3,2021
Adam Pankowski,d3-playerid-326,0.0,Keuka,Empire 8,10.0,1.0,10.29,14.0,21.0,20.0,16.0,7.0,16.0,1.0,2.0,1.0,2.0,75.0,12.0,14.0,211.0,1.100462025372758,10.285714285714285,4.5,0.6428571428571428,12.857142857142858,13.5,0.0,21.333333333333336,9.333333333333334,12.000000000000002,7.6923076923076925,5.312716539738794,5.1622475714689875,24.62305808937102,0.12522290894545476,Sr,3.0,0.0,-0.37889872288553506,-1.1838635014488184,-1.9950000000000006,-0.5536109662616465,3,2021
Adam Sanchez,d3-playerid-333,0.0,Schreiner,SCAC,3.0,0.0,23.14,2.1,7.0,6.0,6.0,2.0,1.0,2.0,1.0,2.0,1.0,16.0,5.0,0.0,0.0,0.12908900884815444,4.285714285714286,8.571428571428571,8.571428571428571,25.714285714285715,29.999999999999996,0.0,6.25,12.5,-6.25,28.57142857142857,20.455573682595936,10.86780962067502,-185.72169161017555,-0.12965991369738036,Fr,0.0,0.0,-3.4357348252830597,-0.10261774162599589,-4.427,0.022710930402942118,3,2021
Adam Scruci,d3-playerid-339,0.0,Geneva,PAC,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.08856774124848635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.741287968310223,7.255157455438541,200.0,0.0023544523674803646,Fr,1.0,0.0,-0.40504164912905116,-0.0165589848787659,-1.5709999999999997,-0.0349613201256827,3,2021
