Team,App,Conference,IP,H,2B-A,3B-A,Inh Run,Inh Run Score,HR-A,R,ER,WAR,FO,BB,HB,SO,BF,Pitches,Season,Division,ERA,IR-A%,RA9,K9,H9,BB9,HR9,BB%,K%,K-BB%,HR/FB,FIP,xFIP,PF,ERA+,pitch_team,pREA,pWPA,pWPA/LI,li,Clutch
Adrian,177.0,Michigan Intercol. Ath. Assn.,384.0,391.0,50.0,6.0,41.0,17.0,17.0,210.0,183.0,3.222201027130716,371.0,185.0,45.0,324.0,1764.0,3363.0,2021,3,4.2890625,41.46341463414634,4.921875,7.59375,9.1640625,4.3359375,0.3984375,10.487528344671201,18.367346938775512,7.879818594104311,4.381443298969072,5.434167309931816,5.7059447429990815,99.1022884351396,128.17283632163077,Adrian,741.902,-1.3592000000000057,-4.218243619960217,0.959846547314578,2.8021839343753454
Albertus Magnus,67.0,Great Northeast,125.6,196.0,42.0,3.0,0.0,0.0,17.0,156.0,101.0,1.1177735921827647,149.0,70.0,25.0,119.0,699.0,1116.0,2021,3,7.237261146496816,0.0,11.178343949044585,8.527070063694268,14.044585987261147,5.015923566878981,1.2181528662420382,10.014306151645208,17.02432045779685,7.010014306151643,10.240963855421686,6.883029438381922,6.231767468896068,112.28770102622698,93.03244248556868,Albertus Magnus,193.186,-6.405999999999999,-6.527603316840464,0.871360153256705,-0.8241214275807716
Albion,117.0,Michigan Intercol. Ath. Assn.,289.6,374.0,61.0,20.0,5.0,5.0,19.0,309.0,240.0,0.5174594254865158,305.0,155.0,68.0,200.0,1487.0,4388.0,2021,3,7.458563535911602,100.0,9.602900552486188,6.215469613259668,11.622928176795579,4.816988950276242,0.5904696132596685,10.423671822461332,13.449899125756556,3.026227303295224,5.864197530864197,6.531039432399588,6.6163104524387535,99.64216728006016,75.77126750497118,Albion,451.15200000000004,-8.392,-10.623423681104876,0.7812822098536384,-0.11789346929090172
Albright,67.0,MAC Commonwealth,141.2,230.0,61.0,16.0,35.0,25.0,23.0,223.0,202.0,-2.644495623743857,160.0,110.0,44.0,107.0,806.0,2495.0,2021,3,12.875354107648727,71.42857142857143,14.21388101983003,6.820113314447593,14.660056657223798,7.011331444759207,1.4660056657223797,13.647642679900745,13.275434243176178,-0.3722084367245664,12.568306010928962,8.623209153652308,7.5924518702877535,99.7974298751119,-14.116359627157404,Albright,197.525,-7.106999999999997,-7.332590169516245,0.5522414345180916,-5.53678100724425
Alfred St.,127.0,AMCC,313.9,351.0,72.0,11.0,39.0,14.0,13.0,243.0,195.0,2.625342952280646,322.0,192.0,56.0,274.0,1539.0,2366.0,2021,3,5.590952532653712,35.8974358974359,6.96718700223001,7.856005097164703,10.063714558776681,5.504937878305193,0.3727301688435808,12.475633528265107,17.803768680961664,5.328135152696557,3.880597014925373,5.912062174272902,6.268604649466697,107.06527174824508,113.3343083913183,Alfred St.,640.12,-9.1682,-8.101901166672517,0.9635498320268757,-1.4131230648342523
Allegheny,69.0,NCAC,185.0,192.0,35.0,3.0,21.0,9.0,19.0,130.0,115.0,0.31240676122135186,186.0,97.0,26.0,176.0,861.0,2632.0,2021,3,5.594594594594595,42.857142857142854,6.324324324324325,8.562162162162164,9.340540540540541,4.718918918918918,0.9243243243243244,11.265969802555169,20.441347270615566,9.175377468060397,9.268292682926829,6.17629850362551,5.770382085835807,95.7935329749904,103.0735166265901,Allegheny,404.031,-2.7474000000000043,-3.311666639279074,1.0346324461343472,0.6562308753370121
Alma,97.0,Michigan Intercol. Ath. Assn.,238.20000000000002,348.0,89.0,7.0,2.0,0.0,15.0,265.0,215.0,1.7475434716743214,298.0,126.0,43.0,170.0,1245.0,2770.0,2021,3,8.123425692695214,0.0,10.012594458438286,6.423173803526448,13.148614609571789,4.7607052896725435,0.5667506297229219,10.120481927710843,13.654618473895583,3.5341365461847403,4.792332268370607,6.269002794818466,6.552253390298535,103.60469990577684,69.87229190080768,Alma,393.22200000000004,-11.086799999999998,-12.958982543466625,0.8379895561357702,-0.27125394196724173
Alvernia,101.0,MAC Commonwealth,252.3,275.0,49.0,13.0,32.0,16.0,15.0,160.0,120.0,1.0766292764101124,264.0,112.0,35.0,197.0,1174.0,1632.0,2021,3,4.280618311533888,50.0,5.707491082045184,7.027348394768133,9.80975029726516,3.995243757431629,0.535077288941736,9.540034071550256,16.780238500851787,7.2402044293015315,5.376344086021505,5.708447061219965,5.862863002284793,100.53011484543173,129.33239840500065,Alvernia,578.475,-3.6964000000000032,-3.8184287397843195,0.9861612113115119,0.07015720202620734
Amherst,26.0,NESCAC,94.6,75.0,8.0,5.0,0.0,0.0,5.0,43.0,35.0,0.4856499538476932,106.0,46.0,16.0,101.0,430.0,1107.0,2021,3,3.3298097251585626,0.0,4.090909090909092,9.608879492600424,7.135306553911206,4.376321353065539,0.47568710359408034,10.69767441860465,23.488372093023255,12.790697674418604,4.504504504504505,5.2672418782898145,5.564076115421174,99.21397636175834,144.29982147543808,Amherst,231.96900000000002,-0.3316000000000022,-1.0381674412012476,1.0880381303813038,0.7333987104548418
Anderson (IN),122.0,HCAC,357.8,385.0,71.0,12.0,0.0,0.0,27.0,319.0,260.0,0.05484485448018875,382.0,291.0,91.0,348.0,1850.0,2272.0,2021,3,6.539966461710453,0.0,8.024035774175516,8.753493571827835,9.684181106763555,7.319731693683622,0.67915036333147,15.72972972972973,18.81081081081081,3.0810810810810807,6.601466992665037,6.987952303876291,6.965516200424876,105.8808218931983,97.48952568152245,Anderson (IN),665.3710000000001,-12.189199999999998,-15.893685936191606,0.944436844505244,2.98737031443558
Anna Maria,117.0,Great Northeast,224.8,243.0,35.0,6.0,0.0,0.0,18.0,212.0,170.0,1.5579266274555703,197.0,167.0,69.0,260.0,1168.0,1722.0,2021,3,6.806049822064057,0.0,8.487544483985765,10.409252669039144,9.72864768683274,6.68594306049822,0.7206405693950177,14.29794520547945,22.26027397260274,7.962328767123289,8.372093023255815,6.626495675886739,6.387577059499589,105.33438247189856,92.76538520738555,Anna Maria,343.199,-4.8145999999999995,-6.01122401522408,0.8077615780445969,0.05080186732367231
Arcadia,106.0,MAC Freedom,258.1,266.0,47.0,7.0,49.0,17.0,7.0,151.0,126.0,2.8386664758789513,281.0,110.0,30.0,224.0,1190.0,2206.0,2021,3,4.393645873692367,34.69387755102041,5.265401007361487,7.810925997675319,9.275474622239441,3.8357225881441295,0.24409143742735373,9.243697478991598,18.823529411764707,9.579831932773109,2.430555555555556,4.993362914025837,5.576494301182726,99.2492320749378,126.53035852882226,Arcadia,603.477,-1.8750000000000027,-1.5069141774358437,0.8248229305002214,-0.7663009947743806
Augsburg,96.0,MIAC,258.4,304.0,59.0,14.0,40.0,16.0,16.0,211.0,175.0,-1.555298941535338,311.0,96.0,28.0,170.0,1205.0,2873.0,2021,3,6.095201238390094,40.0,7.349071207430342,5.921052631578948,10.588235294117647,3.343653250773994,0.5572755417956657,7.966804979253111,14.107883817427386,6.141078838174274,4.892966360856269,5.6780640462579255,5.93429538179013,94.65158817086528,93.12646636279868,Augsburg,546.417,-7.590000000000002,-5.985237994478236,0.9579858813148026,-1.9376345113075368
Augustana (IL),156.0,CCIW,380.5,387.0,58.0,11.0,92.0,48.0,22.0,212.0,166.0,3.265695289080739,349.0,140.0,38.0,352.0,1707.0,128.0,2021,3,3.926412614980289,52.17391304347826,5.014454664914585,8.325886990801576,9.153745072273326,3.3114323258869907,0.5203679369250985,8.201523140011718,20.620972466315173,12.419449326303456,5.929919137466308,5.054133500251571,5.120117624670708,103.8317349607672,137.241023663681,Augustana (IL),904.71,-0.34660000000000485,-1.3191038281989826,1.0115702479338844,0.9764682072839452
Aurora,135.0,NACC,387.2,368.0,76.0,8.0,18.0,7.0,32.0,193.0,170.0,3.9610721135693443,385.0,105.0,47.0,329.0,1666.0,4465.0,2021,3,3.9514462809917354,38.88888888888889,4.4860537190082646,7.6472107438016526,8.553719008264464,2.440599173553719,0.743801652892562,6.302521008403361,19.747899159663866,13.445378151260506,7.673860911270983,5.301957427011706,5.130678677132818,99.7388339260066,134.24908190051593,Aurora,922.0010000000001,-0.35560000000000885,-0.9136042458468505,0.8710486703462117,0.5053606974597435
Austin,83.0,SCAC,211.9,294.0,51.0,6.0,1.0,0.0,5.0,254.0,196.0,1.1354254489631181,262.0,145.0,53.0,150.0,1148.0,3157.0,2021,3,8.32468145351581,0.0,10.788107597923547,6.370929683813119,12.487022180273714,6.158565361019349,0.21236432279377065,12.630662020905921,13.066202090592336,0.43554006968641445,1.8726591760299627,6.443466851775453,7.193331802874743,106.48866004557864,70.25988234497851,Austin,343.793,-12.588299999999993,-12.493355735419083,0.8168623388581951,-2.9171968156947763
Averett,118.0,USA South,260.1,309.0,50.0,19.0,28.0,11.0,13.0,225.0,189.0,-0.4771412408603821,308.0,151.0,37.0,217.0,1287.0,2043.0,2021,3,6.539792387543252,39.285714285714285,7.7854671280276815,7.508650519031141,10.69204152249135,5.224913494809688,0.4498269896193771,11.732711732711733,16.86091686091686,5.128205128205126,4.049844236760125,5.898829338959113,6.283984270543748,95.02407451799596,85.78047794016041,Averett,521.794,-7.035200000000001,-7.618154443740484,1.0051926298157454,0.6192969199944409
Babson,60.0,NEWMAC,148.2,126.0,23.0,3.0,0.0,0.0,10.0,64.0,52.0,1.3027690242600996,147.0,32.0,14.0,140.0,621.0,1874.0,2021,3,3.1578947368421053,0.0,3.8866396761133606,8.502024291497976,7.651821862348179,1.9433198380566803,0.6072874493927125,5.152979066022544,22.544283413848632,17.391304347826086,6.369426751592357,4.668299816679454,4.679463295343687,98.38718867046396,146.73166480198293,Babson,353.676,0.7369999999999962,0.44128042592263883,0.7494175627240144,0.5421499560944542
Baldwin Wallace,150.0,OAC,335.90000000000003,373.0,77.0,10.0,26.0,8.0,26.0,264.0,216.0,0.8393955749070312,305.0,175.0,39.0,335.0,1595.0,4318.0,2021,3,5.7874367371241435,30.76923076923077,7.073533789818398,8.975885680261982,9.994045846978267,4.688895504614468,0.696635903542721,10.9717868338558,21.003134796238246,10.031347962382446,7.854984894259818,5.672165194967045,5.492243879195764,99.19369304597949,103.16948921518367,Baldwin Wallace,709.716,-11.8086,-9.698059019697533,0.9750668554349535,-2.4124951788989026
Bard,63.0,Liberty League,153.8,214.0,38.0,15.0,25.0,15.0,16.0,173.0,138.0,-0.36709572978859656,169.0,100.0,26.0,136.0,788.0,2106.0,2021,3,8.075422626788036,60.0,10.123537061118334,7.958387516254876,12.522756827048113,5.851755526657997,0.9362808842652796,12.690355329949238,17.258883248730964,4.568527918781726,8.64864864864865,6.790883960343606,6.447153128447492,95.79746260577843,60.09885143398701,Bard,281.49600000000004,-7.8477999999999986,-7.617250939903114,0.8255028025057699,-1.889439983711462
Bates,24.0,NESCAC,57.6,96.0,25.0,3.0,0.0,0.0,10.0,79.0,66.0,-0.7125574636048211,66.0,37.0,10.0,52.0,321.0,867.0,2021,3,10.3125,0.0,12.34375,8.125,14.999999999999998,5.781249999999999,1.5625,11.526479750778815,16.1993769470405,4.672897196261683,13.157894736842104,7.648577032154038,6.498070186445771,102.53408730622608,33.08102189134565,Bates,83.57600000000001,-2.5341999999999985,-2.995883418894684,0.7565309584393554,-0.3538803571017266
Becker,82.0,NECC,253.20000000000002,361.0,77.0,11.0,0.0,0.0,24.0,324.0,249.0,-0.13383972039309427,320.0,160.0,81.0,201.0,1399.0,2953.0,2021,3,8.850710900473933,0.0,11.516587677725118,7.144549763033175,12.831753554502368,5.687203791469194,0.8530805687203791,11.43674052894925,14.367405289492494,2.9306647605432445,6.976744186046512,7.249271476598483,7.1563242098444135,,,Becker,214.113,-5.415199999999999,-7.148927029179157,0.8285874439461883,0.613467145536891
Belhaven,109.0,ASC,313.3,356.0,60.0,14.0,81.0,37.0,23.0,227.0,192.0,2.1700271771569004,360.0,126.0,45.0,264.0,1454.0,1081.0,2021,3,5.515480370252154,45.67901234567901,6.520906479412703,7.583785509096712,10.226619853175869,3.619533992977976,0.6607085860197893,8.665749656121045,18.15680880330124,9.491059147180193,6.005221932114883,5.655750889301962,5.726512836745939,96.517739272709,105.1611611686237,Belhaven,681.186,-7.878700000000003,-4.5589906322981175,0.8924216027874564,-4.269459928951276
Beloit,83.0,MWC,250.7,289.0,49.0,2.0,36.0,13.0,27.0,177.0,158.0,0.9875572246285977,326.0,108.0,40.0,154.0,1183.0,0.0,2021,3,5.6721180694056645,36.11111111111111,6.354208216992421,5.528520143597926,10.374950139609094,3.877143996808935,0.9692859992022338,9.129332206255283,13.017751479289942,3.8884192730346587,7.64872521246459,6.691832306275387,6.472497727705013,100.8597454453366,106.66652832105395,Beloit,433.54900000000004,-4.716000000000002,-4.398633980813551,1.0590961929671607,-0.054219340080437384
Benedictine (IL),125.0,NACC,351.6,315.0,58.0,5.0,32.0,15.0,22.0,179.0,140.0,4.867335325017807,348.0,140.0,38.0,331.0,1544.0,4245.0,2021,3,3.5836177474402726,46.875,4.581911262798634,8.472696245733788,8.063139931740613,3.5836177474402726,0.5631399317406143,9.067357512953368,21.43782383419689,12.370466321243523,5.9459459459459465,5.1986457655632154,5.2676685076245215,105.23353378274298,143.48320182414304,Benedictine (IL),877.442,-1.4346000000000065,-1.5774752419974025,0.9037988923502942,-0.009824778109265742
Berry,141.0,SAA,326.9,366.0,67.0,7.0,6.0,2.0,23.0,238.0,206.0,1.8882475361500732,394.0,143.0,46.0,251.0,1548.0,4094.0,2021,3,5.671459161823188,33.33333333333333,6.552462526766596,6.9103701437748555,10.076475986540228,3.9369837870908535,0.6332211685530743,9.237726098191215,16.214470284237727,6.976744186046512,5.515587529976019,5.862761840624179,6.017796615928231,105.14759307066012,110.48300412257979,Berry,690.62,-3.2290000000000005,-6.282335217664946,0.946351824087956,2.8702849443831884
Bethany (WV),91.0,PAC,288.8,376.0,69.0,9.0,18.0,12.0,12.0,246.0,196.0,0.8951825660031453,364.0,139.0,50.0,155.0,1428.0,2706.0,2021,3,6.10803324099723,66.66666666666666,7.666204986149584,4.830332409972298,11.717451523545707,4.331717451523545,0.3739612188365651,9.73389355742297,10.854341736694678,1.1204481792717083,3.1914893617021276,6.179326878260532,6.730918898707602,101.70823457490918,100.33210143010677,Bethany (WV),571.4300000000001,-8.633600000000001,-8.429134412069672,0.9966133942161339,-0.23380354371666812
Bethany Lutheran,91.0,UMAC,242.3,237.0,42.0,13.0,49.0,19.0,20.0,154.0,129.0,3.625502733314941,170.0,93.0,40.0,282.0,1087.0,451.0,2021,3,4.791580685101114,38.775510204081634,5.720181593066446,10.474618241848948,8.80313660751135,3.454395377631036,0.7428807263722658,8.555657773689052,25.94296228150874,17.38730450781969,10.526315789473683,5.1413474155171786,4.7258584110516795,105.5562360378394,124.66358744875521,Bethany Lutheran,547.7280000000001,-4.459400000000003,-4.889544575618458,0.8485823471400394,-0.3655729919687447
Bethel (MN),114.0,MIAC,325.2,344.0,61.0,3.0,42.0,22.0,29.0,184.0,167.0,0.5209658414477548,343.0,88.0,43.0,267.0,1434.0,2762.0,2021,3,4.621771217712177,52.38095238095239,5.092250922509225,7.38929889298893,9.520295202952031,2.4354243542435423,0.8025830258302583,6.136680613668061,18.619246861924683,12.48256624825662,7.795698924731183,5.474978733671054,5.274934215141558,103.32523016475858,125.76442308707496,Bethel (MN),753.895,-3.236000000000007,-3.2641261150172705,1.096734496124031,0.31354873148793594
Birmingham-So.,147.0,SAA,370.8,351.0,50.0,5.0,22.0,14.0,20.0,223.0,175.0,1.908950798659744,344.0,175.0,52.0,315.0,1682.0,4097.0,2021,3,4.247572815533981,63.63636363636363,5.412621359223301,7.6456310679611645,8.519417475728156,4.247572815533981,0.48543689320388345,10.404280618311535,18.72770511296076,8.323424494649224,5.4945054945054945,5.587998553189637,5.709996980137849,100.4800548173427,129.84300239023466,Birmingham-So.,839.774,-4.713000000000006,-5.00277899477914,0.9978875427151289,0.27980190742467226
Blackburn,89.0,SLIAC,246.5,322.0,58.0,11.0,3.0,1.0,14.0,235.0,195.0,-0.17924408082811796,328.0,169.0,49.0,131.0,1277.0,1525.0,2021,3,7.119675456389452,33.33333333333333,8.580121703853955,4.782961460446247,11.75659229208925,6.170385395537526,0.511156186612576,13.234142521534848,10.258418167580267,-2.975724353954581,4.093567251461988,7.0778718822779965,7.5029778684541295,110.398196491419,92.96932996664684,Blackburn,453.37600000000003,-7.925899999999997,-9.849451042825656,0.9050431669825226,1.0919682075864223
