Team,Season,GP,Conference,AB,BB,IBB,SF,HBP,PA,H,2B,3B,HR,R,SB,Picked,Sac,wRC,Batting,Baserunning,Adjustment,WAR,K,CS,RBI,GS,BA,SlgPct,OBPct,iPF,PF,1B,SB%,BB%,K%,ISO,OPS+,R/PA,wOBA,bat_team,REA,WPA,WPA/LI,li,Clutch,Division
CSU Pueblo,2025,12,RMAC,353,64,1,8,13,439,119,34,5,8,107,20,2,8,84.37044532153698,9.47920417123078,3.4685056863485473,13.95677011494253,2.3783994203597247,78,9,101,12,0.3371104815864023,0.5297450424929179,0.44874715261959,0.9313942751960684,95.8836565117641,72,68.96551724137932,14.578587699316628,17.76765375854214,0.1926345609065156,133.5847907079275,0.2437357630979499,0.4348260869565217,CSU Pueblo,-164.324,7.033999999999999,4.462669509211983,1.0902086677367577,1.9893063447338344,2
CSUSB,2025,10,CCAA,339,83,0,7,19,448,137,31,2,20,141,16,0,3,105.16807507744873,15.234097262042775,0.3410137126219535,15.821224137931036,2.3765137654926796,54,5,126,10,0.40412979351032446,0.6843657817109144,0.5334821428571429,1.2642294623948451,115.85376774369071,84,76.19047619047619,18.526785714285715,12.053571428571429,0.28023598820059,190.25002181285524,0.31473214285714285,0.5776763392857143,CSUSB,-97.71300000000001,5.3871999999999955,5.746051532613528,0.8370462046204621,0.6899133762085459,2
CUI,2025,8,PacWest,212,17,0,3,8,240,64,7,2,3,42,13,1,7,39.952833087571676,2.5536599676505443,1.4183336863654858,6.139810344827588,0.6606137054784592,36,1,38,8,0.3018867924528302,0.39622641509433965,0.37083333333333335,0.948690222924122,96.92141337544732,52,92.85714285714286,7.083333333333333,15.0,0.09433962264150947,83.47217987685865,0.175,0.3575791666666666,CUI,-136.82000000000002,1.241800000000001,0.9484671615975284,0.8199208443271768,0.5660692824893592,2
Cal Poly Pomona,2025,9,CCAA,279,27,1,3,12,322,81,11,1,8,39,5,0,3,57.99130972711544,2.798037155898942,-3.072217422324661,11.858614942528737,0.9477889395860358,64,5,36,9,0.2903225806451613,0.4229390681003584,0.37577639751552794,0.9760226098583844,98.56135659150307,61,50.0,8.385093167701864,19.875776397515526,0.1326164874551971,90.84790201756097,0.12111801242236025,0.40035937499999996,Cal Poly Pomona,-179.418,1.1796000000000018,1.582845014314542,1.3630044843049327,-0.7174039878299215,2
Cal St. Dom. Hills,2025,8,CCAA,244,36,1,5,8,294,72,16,1,12,63,3,0,0,61.10237292705034,2.6204958766908515,0.061875558114981855,2.6153908045977015,0.3911464920117211,53,1,53,8,0.29508196721311475,0.5163934426229508,0.3979591836734694,1.2462762223253958,114.77657333952376,43,75.0,12.244897959183673,18.027210884353742,0.2213114754098361,117.8691835426628,0.21428571428571427,0.4868356164383562,Cal St. Dom. Hills,-139.196,2.3382,2.137851823873111,0.9950957854406131,0.2118717245636672,2
Cal St. East Bay,2025,7,CCAA,177,30,0,1,5,213,50,7,2,3,31,15,2,3,34.58892673822422,-0.3659870915531247,2.620656206716052,8.860022988505747,1.19888966709969,33,2,20,7,0.2824858757062147,0.3954802259887006,0.39906103286384975,0.9043083393150788,94.25850035890473,38,88.23529411764706,14.084507042253522,15.492957746478872,0.11299435028248589,90.32807564041323,0.14553990610328638,0.34153051643192495,Cal St. East Bay,-136.632,0.6979999999999996,1.3846560523328153,1.093199233716475,-0.7461631056930189,2
Cal St. Monterey Bay,2025,5,CCAA,76,20,0,0,3,99,17,5,0,4,16,3,0,0,18.154836101453505,0.38426224264116154,1.5987045757109108,2.3679425287356324,0.49030186190090697,16,0,15,5,0.2236842105263158,0.4473684210526316,0.40404040404040403,1.055526759886375,103.33160559318249,8,100.0,20.2020202020202,16.161616161616163,0.2236842105263158,103.504332402437,0.16161616161616163,0.40749494949494947,Cal St. Monterey Bay,-89.786,0.8936000000000006,0.7975820179055675,1.0863569321533924,0.02498372780076663,2
Cal St. San Marcos,2025,5,CCAA,109,28,1,4,11,153,36,7,1,7,41,8,1,2,32.9505480870797,5.042374159879082,2.186846001529963,7.298005747126438,1.3521961077502431,14,1,34,5,0.3302752293577982,0.6055045871559633,0.49673202614379086,1.084070796460177,105.04424778761062,21,88.88888888888889,18.30065359477124,9.15032679738562,0.27522935779816515,162.95914689497178,0.2679738562091503,0.5114569536423841,Cal St. San Marcos,-64.786,2.4077999999999986,2.511780068958324,0.7171856978085351,0.8455094131902752,2
Cal State LA,2025,6,CCAA,170,33,1,1,3,208,43,8,0,0,29,3,2,1,27.573220304570143,-9.592021823044181,-1.025505399168343,10.85507471264368,0.22079796754353076,40,3,20,6,0.2529411764705882,0.3,0.38461538461538464,1.0474546225898616,102.8472773553917,35,50.0,15.865384615384615,19.230769230769234,0.047058823529411764,64.76699165422981,0.13942307692307693,0.23868932038834953,Cal State LA,-127.444,0.5190000000000005,0.38798814603215437,1.2220765027322404,0.036698850927245064,2
Cameron,2025,12,Lone Star,348,53,2,5,25,433,98,16,6,10,82,10,2,4,77.51424632928239,-7.723403746482759,-3.275442048377254,-6.516137931034484,-0.6830047816916566,86,4,68,12,0.28160919540229884,0.4482758620689655,0.4110854503464203,0.9683832636917736,98.10299582150643,66,71.42857142857143,12.240184757505773,19.861431870669747,0.16666666666666669,105.46701507825276,0.18937644341801385,0.393055944055944,Cameron,-176.948,2.2882000000000025,2.0144235071092944,1.058534946236559,0.14724343467218226,2
Carson-Newman,2025,10,SAC,272,50,1,4,21,348,99,29,1,5,91,14,0,6,65.52834981762499,-1.1783012535108517,-1.4502582074208368,8.920166666666669,1.413488469853582,36,5,77,10,0.3639705882352941,0.5330882352941176,0.49137931034482757,1.0835654205643774,105.01392523386264,64,73.68421052631578,14.367816091954023,10.344827586206897,0.16911764705882354,144.9675523515094,0.2614942528735632,0.423471098265896,Carson-Newman,-115.03600000000002,3.714599999999998,3.027333278072715,0.6482542819499341,2.7028255553198943,2
Catawba,2025,10,SAC,330,51,0,5,19,405,94,17,3,5,66,24,1,6,65.05366055225834,-10.960472113273099,1.3838586702030171,1.594666666666667,0.0808305857991275,65,3,54,10,0.28484848484848485,0.4,0.4049382716049383,1.044304248859098,102.65825493154588,69,88.88888888888889,12.592592592592592,16.049382716049383,0.11515151515151517,92.8310190233066,0.16296296296296298,0.33597777777777776,Catawba,-190.995,2.3115999999999994,1.280549427663912,0.9177906229929351,1.2381078151632394,2
Cedarville,2025,7,G-MAC,168,25,1,0,11,205,46,8,2,2,35,9,2,2,32.03479827520195,1.393865638639706,0.21396899222768095,3.8165459770114945,0.38844253289246305,43,3,25,7,0.27380952380952384,0.38095238095238093,0.40487804878048783,0.9749392751996648,98.49635651197988,34,75.0,12.195121951219512,20.975609756097562,0.1071428571428571,88.43422547745949,0.17073170731707318,0.3216798029556651,Cedarville,-133.679,0.4081999999999999,0.6583995171877922,1.0463644948064212,-0.2682868919734615,2
Central Mo.,2025,7,Mid-America Intercollegiate,218,47,0,5,3,273,68,12,6,2,65,31,2,3,45.50884763711278,-1.2367865784370973,1.2451766642763542,8.372000000000002,0.7733720145225457,40,6,60,7,0.3119266055045872,0.44954128440366975,0.43223443223443225,0.9417655748733152,96.50593449239892,48,83.78378378378379,17.216117216117215,14.652014652014653,0.13761467889908258,111.0233574088796,0.23809523809523808,0.3522673992673993,Central Mo.,-98.53800000000001,3.1850999999999994,2.1701112126991573,1.0563492063492064,0.8450848804638773,2
Central Okla.,2025,10,Mid-America Intercollegiate,244,53,0,3,9,309,68,19,2,12,65,21,1,4,61.98050990068394,6.086922453398371,3.756073070426618,9.117781609195404,1.2293266476714204,63,1,55,10,0.2786885245901639,0.5204918032786885,0.42071197411003236,1.0366232372993802,102.19739423796281,35,95.45454545454545,17.15210355987055,20.388349514563107,0.24180327868852458,124.47651111830655,0.21035598705501618,0.4633333333333334,Central Okla.,-166.76000000000002,3.1396,3.131782602729125,0.9638666666666666,0.1255143954725626,2
Central Wash.,2025,11,Great Northwest,386,34,3,3,8,434,109,24,0,11,67,2,1,4,81.23703209267178,6.588452315901915,-0.5120615440201272,11.023477011494254,0.49919028021611883,81,2,60,11,0.2823834196891192,0.43005181347150256,0.3548387096774194,1.2394084870221906,114.36450922133143,74,50.0,7.834101382488479,18.663594470046082,0.1476683937823834,87.27151495970458,0.1543778801843318,0.4135280373831776,Central Wash.,-237.64000000000001,2.2942000000000022,1.4326844295862082,0.8717247097844112,1.1991097300257036,2
Chaminade,2025,5,PacWest,110,19,0,3,9,141,27,6,1,1,25,8,0,1,20.018026013694367,-3.2707583078936397,1.347962126270333,2.7752011494252877,-0.015096275785449656,28,1,22,5,0.24545454545454545,0.34545454545454546,0.3900709219858156,1.040432073792378,102.42592442754268,19,88.88888888888889,13.47517730496454,19.858156028368796,0.1,76.58176861081252,0.1773049645390071,0.2743617021276596,Chaminade,-103.021,0.859600000000001,0.3062575465150868,0.8509469696969697,0.7039111603622792,2
Charleston (WV),2025,3,MEC,43,8,0,0,1,52,14,1,1,2,15,3,0,2,10.863679873376379,3.7672688201318945,-1.1081291639301614,4.593258620689656,0.7950415246838821,13,1,5,3,0.32558139534883723,0.5348837209302325,0.4423076923076923,0.8912361196052917,93.47416717631751,10,75.0,15.384615384615385,25.0,0.20930232558139528,133.16375107357027,0.28846153846153844,0.49674999999999997,Charleston (WV),-58.175000000000004,0.1924000000000001,0.002726580598440888,0.5657952069716775,0.33732578751861747,2
Chico St.,2025,9,CCAA,278,23,1,2,19,323,84,14,2,5,47,9,1,2,55.984886069934866,-1.3934029319003773,-3.018622325393388,13.439534482758623,0.9492639751961478,52,3,42,9,0.302158273381295,0.420863309352518,0.3931888544891641,1.037264588995261,102.23587533971565,63,75.0,7.120743034055728,16.09907120743034,0.118705035971223,94.70538074936114,0.14551083591331268,0.3774454828660436,Chico St.,-173.431,1.4160000000000015,1.2927148194732676,1.0758371385083714,0.023469526015362563,2
Chowan,2025,7,Conference Carolinas,177,19,0,1,4,201,44,7,1,2,22,4,1,2,29.995131237691787,-10.484126057267156,2.2958441862826096,8.789568965517242,0.5495325578476948,42,0,18,7,0.24858757062146894,0.3333333333333333,0.3333333333333333,1.2079266934664277,112.47560160798567,34,100.0,9.45273631840796,20.8955223880597,0.08474576271186438,59.66799137690359,0.10945273631840796,0.29803980099502486,Chowan,-148.131,-0.23659999999999837,-0.09666148178913272,0.7685410334346504,-0.21119455934197054,2
Christian Brothers,2025,10,Gulf South,291,44,0,4,9,348,88,16,2,7,59,20,0,4,61.79220304229098,6.2960631211117475,-0.573808884864476,4.675741379310345,0.6536397195890813,64,2,54,10,0.3024054982817869,0.44329896907216493,0.4051724137931034,1.0220490131362143,101.32294078817286,63,90.9090909090909,12.643678160919542,18.39080459770115,0.140893470790378,102.85000177122745,0.16954022988505746,0.3906465517241379,Christian Brothers,-155.428,2.7737999999999987,2.2789247276103772,0.8905614035087719,0.8357397852141752,2
Claflin,2025,7,Peach Belt,179,27,1,3,7,217,50,12,2,0,42,7,0,4,32.00003262554768,-7.9539459354619,0.45755165495043276,6.988695402298851,0.41071107272117957,28,2,34,7,0.27932960893854747,0.3687150837988827,0.391705069124424,1.2424590334800572,114.54754200880343,36,77.77777777777779,12.442396313364055,12.903225806451612,0.08938547486033521,82.33956450931773,0.1935483870967742,0.2894186046511628,Claflin,-105.35000000000001,1.7786000000000002,1.0937484816139813,1.1388888888888888,0.4679490793616288,2
Clarion,2025,3,PSAC,34,2,0,0,1,37,7,1,0,1,3,0,0,2,5.919984118900972,0.9444617973506083,0.273322480130539,1.6393448275862073,0.3382500933180502,12,0,4,3,0.20588235294117646,0.3235294117647059,0.2702702702702703,0.8933619445728878,93.60171667437326,5,,5.405405405405405,32.432432432432435,0.11764705882352944,41.7125075356553,0.08108108108108109,0.33537837837837836,Clarion,-63.12800000000001,0.023000000000000072,0.02716102069030779,1.3024390243902437,-0.009501844660345187,2
Clark Atlanta,2025,8,SIAC,198,29,0,4,13,244,52,5,1,2,38,16,0,3,34.5916938035208,-10.10311661730395,1.1861777208715938,4.608724137931035,0.18428684876825677,49,1,27,8,0.26262626262626265,0.3282828282828283,0.38524590163934425,0.9556159131869042,97.33695479121425,44,94.11764705882352,11.885245901639344,20.081967213114755,0.06565656565656564,71.43027466460454,0.1557377049180328,0.2772704918032787,Clark Atlanta,-118.49100000000001,1.4021999999999997,1.0594079525000393,1.05679012345679,0.267440178341082,2
Coker,2025,12,SAC,366,59,0,7,34,466,116,16,2,2,98,53,1,5,70.17110504813128,-16.117329653052547,4.313920696594526,18.257902298850578,1.6185563588396783,46,8,86,12,0.31693989071038253,0.3879781420765027,0.44849785407725323,1.019539578488322,101.17237470929932,96,86.88524590163934,12.660944206008583,9.871244635193133,0.07103825136612019,100.91002600104977,0.21030042918454936,0.3061309012875536,Coker,-195.28500000000003,3.3539999999999983,2.0538006854139494,0.9821963824289406,1.3609950316153299,2
Colo. Christian,2025,9,RMAC,253,23,0,3,7,286,73,11,1,12,46,5,1,4,58.789571669317546,7.60250331026926,-4.265286645118058,5.459327586206897,0.789988072091616,61,2,44,9,0.2885375494071146,0.48221343873517786,0.36013986013986016,1.0137238679338805,100.82343207603284,49,71.42857142857143,8.041958041958042,21.328671328671327,0.19367588932806323,100.5907828358327,0.16083916083916083,0.4848216783216783,Colo. Christian,-164.29000000000002,1.7622000000000013,1.4952247198441806,1.0142446633825946,0.24222588120005883,2
Colo. Sch. of Mines,2025,10,RMAC,307,29,0,9,8,353,93,25,1,7,63,18,0,6,65.08577168033334,-1.32457340223577,-0.6772887565063845,6.423344827586208,0.37763464974446215,68,6,56,10,0.30293159609120524,0.4592833876221498,0.36827195467422097,1.103665328349484,106.21991970096904,60,75.0,8.21529745042493,19.263456090651555,0.15635179153094458,97.34041184831099,0.17847025495750707,0.4101076487252125,Colo. Sch. of Mines,-186.854,1.0244000000000006,1.2527912248379123,1.0026373626373626,-0.2310858324661449,2
Colorado Mesa,2025,6,RMAC,147,8,1,3,7,166,44,4,1,3,19,2,1,4,28.583256722048397,0.12635421672150804,-1.9525378516712775,5.981718390804598,0.6022683007794106,32,0,18,6,0.29931972789115646,0.4013605442176871,0.3614457831325301,0.9395680274511996,96.37408164707197,36,100.0,4.819277108433735,19.27710843373494,0.10204081632653061,82.31613886741252,0.1144578313253012,0.3793475609756098,Colorado Mesa,-139.491,-0.537999999999999,-0.016147523608740545,1.298984468339307,-0.39802217057382944,2
Columbus St.,2025,9,Peach Belt,241,35,0,0,7,283,69,13,2,4,42,6,0,4,47.26289347633247,3.1023276907272486,-0.2388177923637257,3.6722011494252875,0.6259428801465894,48,0,44,9,0.2863070539419087,0.4066390041493776,0.392226148409894,0.966654573999978,97.99927443999869,50,100.0,12.36749116607774,16.96113074204947,0.1203319502074689,91.19348242040472,0.14840989399293286,0.3554381625441696,Columbus St.,-191.613,0.7920000000000019,0.6516165875474229,0.8773273273273274,0.2511251547082698,2
Concord,2025,5,MEC,162,25,0,1,1,189,50,5,0,0,29,11,1,1,27.1252834875222,-2.2532943369426444,3.3280337032173137,3.73062643678161,0.20915999540392394,36,2,22,5,0.30864197530864196,0.3395061728395062,0.4021164021164021,1.0776195631744336,104.65717379046602,45,84.61538461538461,13.227513227513226,19.047619047619047,0.030864197530864224,78.2122141289212,0.15343915343915343,0.28064550264550264,Concord,-84.81700000000001,1.0144000000000002,0.47779729648555763,0.9323529411764706,0.6102027035144424,2
Davenport,2025,4,GLIAC,93,14,0,3,4,114,32,9,0,2,23,5,1,0,21.390839548236602,6.5609601979324,0.07278852248507606,-1.709798850574713,0.5731985345978865,21,2,23,4,0.34408602150537637,0.5053763440860215,0.43859649122807015,1.0167817158767911,101.00690295260746,21,71.42857142857143,12.280701754385964,18.421052631578945,0.16129032258064513,125.4518019683911,0.20175438596491227,0.42062280701754384,Davenport,-57.269000000000005,0.7209999999999994,0.84564811663505,0.7295992714025502,0.14256558951898723,2
Davis & Elkins,2025,1,MEC,11,1,0,0,1,13,6,0,0,0,1,0,0,0,2.5022044385908293,0.592997814871632,-0.7358275536119498,0.2560402298850575,0.15062252710584428,3,1,1,1,0.5454545454545454,0.5454545454545454,0.6153846153846154,0.9933303161418444,99.59981896851066,6,0.0,7.6923076923076925,23.076923076923077,0.0,178.68464656304602,0.07692307692307693,0.4553076923076923,Davis & Elkins,-24.423000000000002,-0.1139999999999996,-0.03766455766455849,0.43875968992248066,-0.2221587638902109,2
Delta St.,2025,11,Gulf South,284,45,1,4,15,349,87,14,2,6,70,14,0,1,60.10624873061096,5.3482060816113375,1.37084001352228,13.432660919540233,1.4853126618400543,50,1,62,11,0.30633802816901406,0.43309859154929575,0.42406876790830944,0.996784028564674,99.80704171388044,65,93.33333333333333,12.893982808022923,14.326647564469914,0.1267605633802817,105.20788663665166,0.20057306590257878,0.37320461095100865,Delta St.,-155.418,2.9225999999999988,1.988342271421089,0.8256491228070175,1.5514180447575674,2
Drury,2025,6,GLVC,148,20,0,2,7,177,45,11,0,3,36,8,0,3,30.916683923129103,3.0627893966718966,-0.40166947910844847,2.225316091954023,0.5378735977221285,25,2,28,6,0.30405405405405406,0.4391891891891892,0.4067796610169492,1.0535849385521077,103.21509631312647,31,80.0,11.299435028248588,14.124293785310735,0.13513513513513514,102.30470878509115,0.2033898305084746,0.38011864406779666,Drury,-109.397,0.9956000000000007,0.854936814192671,0.910915867944622,0.23802910619079842,2
East Central,2025,10,GAC,267,29,0,1,5,302,71,15,0,5,44,4,1,2,49.72527578129983,-6.321317640993074,2.0156486553823063,9.96494827586207,0.4928827040882774,65,3,38,10,0.26591760299625467,0.3782771535580524,0.347682119205298,1.162189019753197,109.73134118519181,51,57.14285714285714,9.602649006622517,21.52317880794702,0.11235955056179775,73.57933702441602,0.1456953642384106,0.3473046357615894,East Central,-197.76000000000002,-0.4117999999999976,0.04461053691650371,0.7902173913043478,-0.5657329578243412,2
East Stroudsburg,2025,2,PSAC,42,9,0,0,6,57,15,2,2,2,15,5,0,0,12.331413968603062,4.530676886275733,-1.0137829604120165,1.0035402298850575,0.5876878524172064,5,0,13,2,0.35714285714285715,0.6428571428571429,0.5263157894736842,0.9167567797961363,95.00540678776818,9,100.0,15.789473684210526,8.771929824561402,0.28571428571428575,178.9170552622523,0.2631578947368421,0.5224210526315789,East Stroudsburg,-12.481000000000003,0.6907999999999996,0.7281261219774385,0.38996598639455776,1.0433104240321551,2
Eastern N.M.,2025,12,Lone Star,293,40,0,2,14,349,83,19,2,8,55,17,3,4,62.67448716177172,-16.40155729177866,0.5301212115979717,11.777850574712646,0.19112685708470412,75,4,48,12,0.2832764505119454,0.44368600682593856,0.39255014326647564,1.2603960396039604,115.62376237623762,54,80.95238095238095,11.461318051575931,21.48997134670487,0.16040955631399317,99.79660418986032,0.15759312320916904,0.39667048710601727,Eastern N.M.,-208.13600000000002,0.7250000000000011,1.3584768742846516,0.9936030428769018,-0.6288092215962914,2
Eckerd,2025,10,Sunshine State,270,26,0,4,10,310,67,13,1,5,38,5,1,3,49.073243947595756,-0.002140361763381171,-0.9058394013850859,2.001925287356322,-0.25420243490469685,61,5,33,10,0.24814814814814815,0.3592592592592593,0.33225806451612905,1.0019382551381812,100.11629530829087,48,50.0,8.38709677419355,19.67741935483871,0.11111111111111113,65.3644103997864,0.12258064516129032,0.32784838709677416,Eckerd,-221.08900000000003,0.4542000000000015,-0.19956881492435585,1.0530604719764012,0.6308830766281984,2
Edward Waters,2025,10,SIAC,284,46,0,3,26,359,101,24,4,12,93,31,1,3,76.81053590374904,10.084975385371878,2.5462855850551493,13.06836206896552,2.4663306389167605,52,4,87,4,0.35563380281690143,0.5950704225352113,0.4818941504178273,0.9820380136040214,98.92228081624128,61,88.57142857142857,12.813370473537605,14.484679665738161,0.23943661971830982,156.86479509061303,0.2590529247910863,0.5105654596100279,Edward Waters,-31.076000000000004,2.5790999999999977,1.5698753663230114,1.1100055279159757,0.753626575908062,2
Embry-Riddle (FL),2025,6,Sunshine State,209,22,2,2,12,247,69,14,1,12,51,3,0,4,57.2412141573882,18.56587000456784,-1.0640971341222767,7.4973390804597715,1.968732445460116,41,3,50,6,0.33014354066985646,0.5789473684210527,0.4251012145748988,0.9849692199670156,99.09815319802094,42,50.0,8.906882591093117,16.599190283400812,0.2488038277511962,139.0166368043527,0.20647773279352227,0.5659382716049383,Embry-Riddle (FL),-106.337,0.5820000000000002,1.58187869386994,0.7491150442477876,-0.8049619779809853,2
Emmanuel (GA),2025,11,Conference Carolinas,354,49,1,5,24,433,103,16,4,12,91,10,2,4,79.85606878966883,3.2163504480846923,-0.6521948244543394,16.35564367816092,2.06369575730905,79,3,92,11,0.2909604519774011,0.4604519774011299,0.40877598152424943,0.968303198986209,98.09819193917254,71,76.92307692307693,11.316397228637413,18.244803695150118,0.1694915254237288,107.69309968214307,0.21016166281755197,0.4160046403712297,Emmanuel (GA),-191.465,3.274600000000001,2.7904319331576053,0.712442396313364,1.805869489869563,2
Emory & Henry,2025,9,SAC,249,27,0,0,13,289,59,5,1,3,33,11,1,3,40.623361618470966,-19.12962205972188,-1.516599089185073,17.204528735632188,0.4500926676361765,70,5,28,9,0.23694779116465864,0.30120481927710846,0.34256055363321797,1.231628267455788,113.89769604734727,50,68.75,9.342560553633218,24.22145328719723,0.06425702811244982,54.574206242770806,0.11418685121107267,0.2733840830449827,Emory & Henry,-194.525,-0.27859999999999785,-0.20113226755234292,1.1733668341708543,-0.036304135017248385,2
Emporia St.,2025,7,Mid-America Intercollegiate,170,22,1,2,7,202,43,10,0,6,25,2,1,4,36.33396537598671,1.2207360931719307,-3.3351361378088873,3.0742011494252877,0.11813857835402317,45,6,24,6,0.2529411764705882,0.4176470588235294,0.3613861386138614,0.9672919455219882,98.03751673131929,27,25.0,10.891089108910892,22.277227722772277,0.1647058823529412,86.04791334180555,0.12376237623762376,0.394895,Emporia St.,-151.86700000000002,0.534000000000001,0.9827239700052556,1.2399096385542168,-0.5520474243961208,2
Erskine,2025,10,Conference Carolinas,335,48,1,3,20,407,97,14,1,4,81,7,1,11,62.95820346929166,-13.164478978933854,-0.3791001858891141,8.801597701149428,0.4241751829551731,82,3,69,10,0.28955223880597014,0.373134328358209,0.40786240786240785,1.0668998816384092,104.01399289830455,78,70.0,11.793611793611793,20.14742014742015,0.08358208955223884,87.37870965886168,0.19901719901719903,0.3177111111111111,Erskine,-174.948,3.227000000000001,1.9201168695659998,0.9929411764705882,1.3298238887278404,2
