Team,App,Conference,IP,H,2B-A,3B-A,Inh Run,Inh Run Score,HR-A,R,ER,WAR,FO,BB,HB,SO,BF,Pitches,Season,Division,ERA,IR-A%,RA9,K9,H9,BB9,HR9,BB%,K%,K-BB%,HR/FB,FIP,xFIP,PF,ERA+,pitch_team,pREA,pWPA,pWPA/LI,li,Clutch
AUM,197,Gulf South,402.0,475,61,4,35,16,50,316,260,-0.5036014064461971,453,181,79,283,1935,5252,2023,2,5.82089552238806,45.714285714285715,7.074626865671641,6.335820895522388,10.634328358208954,4.052238805970149,1.119402985074627,9.354005167958658,14.62532299741602,5.271317829457363,9.940357852882704,6.754799590410565,6.618472207692686,105.88085036333308,112.96042020299866,AUM,932.382,-11.040400000000005,-9.44422473832183,0.8887526427061311,-2.9781293222900036
Academy of Art,141,PacWest,372.2,463,86,10,65,38,30,342,259,-0.19979275249626444,406,186,87,276,1844,5585,2023,2,6.262761955937668,58.46153846153847,8.269747447608813,6.673831273508866,11.195593766792047,4.497581945190758,0.7254164427727028,10.086767895878525,14.967462039045554,4.8806941431670285,6.8807339449541285,6.3707258698141915,6.7090272115556395,99.4201946036356,100.26773144204337,Academy of Art,832.308,-17.3074,-11.533816276929388,1.0757660768234787,-4.554625599863455
Adams St.,180,RMAC,360.7,623,146,20,91,49,71,514,449,1.7190790793535695,409,251,62,268,2007,3729,2023,2,11.203215968949266,53.84615384615385,12.825062378708067,6.686997504851678,15.544774050457445,6.262822289991683,1.7715553091211533,12.506228201295466,13.353263577478824,0.8470353761833582,14.791666666666666,8.281731054520566,7.297480021934591,111.95002995938566,41.560706936425504,Adams St.,620.072,-24.152199999999997,-20.210797054729344,0.9599428039372174,-4.949243627839916
Adelphi,158,NE10,387.7,461,78,11,61,26,52,358,317,-0.14397471097309383,419,229,55,373,1892,6516,2023,2,7.3587825638380195,42.62295081967213,8.310549393861233,8.658756770698995,10.701573381480525,5.315965953056487,1.2071189063709054,12.103594080338267,19.71458773784355,7.610993657505285,11.040339702760086,6.6225693308237945,6.316484768819659,105.45910890574709,89.52442382435551,Adelphi,851.294,-9.370400000000002,-8.347263667468402,0.886058608058608,-2.228109016434466
Alabama Huntsville,192,Gulf South,392.5,431,79,7,98,54,31,284,228,2.5771380240974793,422,168,52,304,1821,5359,2023,2,5.228025477707006,55.10204081632652,6.512101910828025,6.970700636942675,9.8828025477707,3.8522292993630574,0.710828025477707,9.225700164744646,16.69412410763317,7.468423942888522,6.843267108167771,5.764781527857091,6.103715899425275,103.54019103157913,120.05834493004734,Alabama Huntsville,925.328,-8.075200000000004,-6.764665707727107,1.1339732142857142,-0.3564901522784085
Albany St. (GA),150,SIAC,397.5,347,45,3,36,21,20,204,163,6.161966324962332,420,204,51,324,1787,1998,2023,2,3.690566037735849,58.333333333333336,4.618867924528302,7.335849056603774,7.856603773584906,4.618867924528302,0.4528301886792453,11.415780637940683,18.130945719082263,6.7151650811415795,4.545454545454546,5.553973532023257,6.209694114415001,100.18800690130116,141.6794453250241,Albany St. (GA),643.224,0.17589999999999448,0.25209125706679353,1.0179050215860033,-0.07928535055311531
Alderson Broaddus,130,MEC,321.6,419,98,8,29,16,43,377,336,1.3520636031203512,325,218,82,281,1701,3929,2023,2,9.402985074626866,55.172413793103445,10.550373134328357,7.8638059701492535,11.725746268656716,6.1007462686567155,1.2033582089552237,12.815990593768372,16.519694297472075,3.7037037037037024,11.684782608695652,7.394724963544894,7.010557779523696,112.09061647997258,67.18690694174883,Alderson Broaddus,637.338,-17.752999999999997,-13.459779489258988,1.0018869377695625,-4.259784795631656
Alliance,158,CACC,319.7,582,131,39,24,18,27,644,522,-4.302192476829803,400,343,102,204,2014,4837,2023,2,14.695026587425712,75.0,18.1294964028777,5.7428839537066,16.384110103221772,9.65592743196747,0.7600875821082265,17.030784508440913,10.12909632571996,-6.901688182720953,6.323185011709602,8.603043513117955,9.085577520502767,94.08654864716482,-47.27900266244451,Alliance,364.222,-20.63599999999998,-19.775939383953734,0.5675197823936696,-16.585788682972883
American Int'l,155,NE10,371.0,494,114,14,13,6,40,374,328,-1.3962543032741463,427,229,31,301,1864,5889,2023,2,7.9568733153638815,46.15384615384615,9.07277628032345,7.30188679245283,11.983827493261455,5.555256064690027,0.9703504043126685,12.285407725321889,16.148068669527895,3.862660944206006,8.565310492505352,6.4869474763179555,6.574812282804329,95.98086368430286,68.74912967270355,American Int'l,801.8439999999999,-11.3506,-11.457982141058885,0.7631357163615228,-3.415650106318255
Anderson (SC),211,SAC,423.4,491,83,13,81,34,35,352,266,0.060569503504911554,472,229,69,321,2056,2694,2023,2,5.654227680680208,41.9753086419753,7.482286254133207,6.823334907888522,10.436939064714219,4.867737364194615,0.7439773264052905,11.138132295719846,15.61284046692607,4.474708171206224,6.903353057199212,6.275361636110267,6.617661032076173,98.105919068146,108.75218290246269,Anderson (SC),902.802,-10.6908,-9.801540684130874,0.910618846694796,-1.9386072809629553
