Player,Pos,B/T,player_id,Team,Conference,Yr,R/PA,GP,BB,CS,GS,HBP,IBB,K,RBI,SF,AB,PA,H,2B,3B,HR,R,SB,OPS+,Picked,Sac,BA,SlgPct,OBPct,ISO,wOBA,K%,BB%,SB%,wRC+,wRC,Batting,Baserunning,Adjustment,WAR,Clutch,WPA,REA,WPA/LI,wSB,wGDP,wTEB,EBT,Opportunities,OutsOB,GDPOpps,GDP,Division,Season
Quinterrious Arrington,OF,0.0,7090512,Aum,Gulf South,Sr,0.21264367816091953,36,23,6,35,6,0,27,27,2,143,174,42,5,2,1,37,20,91.53131803133871,0,2,0.294,0.378,0.408,0.08400000000000002,0.3887011494252874,15.517241379310345,13.218390804597702,76.92307692307693,99.98476649013743,30.629807541866395,2.081206554328187,-0.38454400121646404,0.18,0.24319051749655698,-0.7808824723253527,1.0185999999999997,-77.69099999999999,1.6574205059692102,0.0394082572472578,-0.32620615533149344,-0.09774610313222842,8.0,33.0,0.0,127.0,2.0,2,2021
Casey Henderson,UT,0.0,7090516,Aum,Gulf South,Sr,0.14948453608247422,41,16,2,41,8,1,15,40,1,168,194,64,10,2,1,29,4,127.51494763636231,0,4,0.381,0.482,0.456,0.10099999999999998,0.44897395833333326,7.731958762886598,8.24742268041237,66.66666666666666,136.13493028703004,46.49780868487667,14.667759307966246,-1.3695437033292677,0.5084,1.1554125110676938,0.9767079246102448,2.4138,-76.729,1.3017522602987917,-0.6442407084700583,-0.5246149502236066,-0.20068804463560275,7.0,22.0,1.0,146.0,2.0,2,2021
P. Hope,C,0.0,7090530,Aum,Gulf South,Jr,0.0,3,0,0,1,0,0,2,0,0,3,3,1,1,0,0,0,0,137.3222810136669,0,0,0.333,0.667,0.333,0.334,0.4116666666666667,66.66666666666666,0.0,0.0,113.7589247714084,0.6008525605750915,0.10863530216926029,0.0,0.18539999999999998,0.0,-0.026415686274509964,-0.019799999999999998,-2.553,-0.0434666666666665,0.0,-0.03132770445664945,0.0,0.0,0.0,0.0,3.0,0.0,2,2021
Ethan Wells,OF,0.0,7090538,Aum,Gulf South,So,0.1527777777777778,27,7,0,15,4,0,17,8,1,60,72,11,3,0,1,11,0,43.53551467606196,0,0,0.183,0.283,0.306,0.09999999999999998,0.2963888888888889,23.61111111111111,9.722222222222223,0.0,44.61811941809831,5.655941918427329,-6.157272283312619,0.9233782420350798,0.135,-0.30473358742411605,0.5039651343648871,0.9646000000000005,-36.312999999999995,0.3727644459831173,-0.04212796784801126,0.5196418649980418,0.4458643448850493,3.0,6.0,0.0,46.0,2.0,2,2021
Reid Whitaker,C,0.0,6913802,Aum,Gulf South,Jr,0.1111111111111111,12,4,0,8,1,0,14,1,1,30,36,0,0,0,0,4,0,-63.84532004471824,0,0,0.0,0.0,0.139,0.0,0.11363888888888887,38.88888888888889,11.11111111111111,0.0,-64.9908826106794,-4.119230730332275,-10.025837831202248,0.003591343189073559,0.7415999999999999,-0.629157950262918,-0.4419319668295201,-0.5025999999999993,-26.684,-0.4308235548764955,-0.011702213291114238,-0.28194934010984507,0.2972428965900329,2.0,4.0,0.0,27.0,0.0,2,2021
Matthew Marfice,INF,0.0,6913804,Aum,Gulf South,Jr,0.10989010989010989,27,9,0,19,6,0,24,9,2,74,91,13,4,0,2,10,2,50.382261355195325,0,2,0.176,0.311,0.308,0.135,0.30448351648351646,26.373626373626376,9.89010989010989,100.0,49.473080033374515,7.926318589468372,-7.004271582175175,-0.5981968740101767,0.33480000000000004,-0.4669242058475613,0.2193342032988186,0.5894000000000009,-45.391999999999996,0.315574270231048,0.34851026151909736,-0.605668952828556,-0.34103818270071806,3.0,8.0,1.0,58.0,0.0,2,2021
Sam Steigert,P,0.0,6913807,Aum,Gulf South,Jr,0.4,22,0,0,1,0,0,1,0,0,5,5,1,1,0,0,2,0,42.40020019146114,0,0,0.2,0.4,0.2,0.2,0.24700000000000003,20.0,0.0,0.0,14.995865943836757,0.13200875548154106,-0.6883533418615109,0.0,0.2728,0.0,-0.029257702383916256,-0.3439999999999999,-3.4060000000000006,-0.1711306471306468,0.0,-0.041770272608865934,0.0,0.0,0.0,0.0,4.0,0.0,2,2021
Zach Feaster,UT,0.0,6913813,Aum,Gulf South,So,0.1301775147928994,38,11,0,36,5,2,27,29,2,149,169,41,6,0,4,22,1,78.17130058958459,0,1,0.275,0.396,0.341,0.121,0.35045454545454546,15.976331360946746,6.508875739644971,100.0,77.04538431655108,22.924217140997506,-4.804021749197654,1.074045944670229,0.4712,-0.14890887171747988,-0.07161598197491381,0.6656000000000004,-73.30499999999999,0.6933400278783036,0.09468008037997187,0.9557431847783517,0.023622679511905442,8.0,23.0,1.0,100.0,4.0,2,2021
Corey Armstrong,INF,0.0,6913815,Aum,Gulf South,Jr,0.14166666666666666,34,10,0,25,4,0,18,11,1,105,120,29,2,0,1,17,0,66.32486194814268,1,1,0.276,0.324,0.358,0.04799999999999999,0.34084166666666665,15.0,8.333333333333332,0.0,71.27981358843614,15.059445612021605,-4.629244724211641,0.6577385762586727,0.42160000000000003,-0.17898054308547287,-0.17876492925387055,-0.4214000000000001,-70.788,-0.2559987071097659,-0.0936177063289139,2.7063648204315474,-1.9550085378439606,1.0,13.0,2.0,76.0,7.0,2,2021
Jackson Ceman,P,0.0,6913816,Aum,Gulf South,Fr,0.2196969696969697,34,16,1,32,5,0,13,26,0,111,132,40,7,0,1,29,3,121.84525506720512,1,6,0.36,0.45,0.462,0.09000000000000002,0.4438712121212121,9.848484848484848,12.121212121212121,75.0,133.0744273052696,30.92642502010867,9.268865650252096,2.2962583869572133,0.42160000000000003,1.0067639751028759,0.2181882283257477,1.3872999999999998,-48.443,1.1371491664460731,-0.15956743676659463,0.44530061662613507,2.0105252070976727,12.0,21.0,0.0,101.0,3.0,2,2021
Joseph Hartsfield,INF,0.0,6913817,Aum,Gulf South,Jr,0.2,41,16,1,41,13,0,25,13,1,130,160,37,4,0,0,32,6,78.59714130958491,2,5,0.285,0.315,0.413,0.030000000000000027,0.37935624999999995,15.625,10.0,85.71428571428571,94.37992326132728,26.58647658512419,0.3348894701465288,0.08210918419439805,0.5084,0.16845502331469614,-0.5847086695156984,-0.3004,-86.178,0.31063121005169775,0.41936857930939986,-1.0338142470694318,0.69655485195443,11.0,26.0,1.0,99.0,0.0,2,2021
Mario Galloway,OF,0.0,6913818,Aum,Gulf South,So,0.16666666666666666,32,4,0,26,9,0,21,12,0,95,108,25,3,0,2,18,1,72.4464499070681,0,3,0.263,0.358,0.352,0.09499999999999997,0.34690740740740744,19.444444444444446,3.7037037037037033,100.0,74.91789725003888,14.24526451438862,-3.474556788221305,-0.0890173803867671,0.16,-0.16976279097668712,-0.07979202969048144,0.04780000000000055,-64.83099999999999,0.1287662657599847,0.12276539227864604,-0.8354054521773187,0.6236226795119055,10.0,23.0,1.0,80.0,0.0,2,2021
