Player,player_id,B/T,Team,Conference,App,GS,ERA,IP,IP_float,H,R,ER,BB,SO,HR-A,2B-A,3B-A,HB,BF,FO,GO,Pitches,gmLI,K9,BB9,HR9,RA9,H9,IR-A%,K%,BB%,K-BB%,HR/FB,FIP,xFIP,ERA+,WAR,Yr,Inh Run,Inh Run Score,Clutch,pWPA,pREA,pWPA/LI,Division,Season
Bryson Shea,9297818,R/R,A&M-Corpus Christi,Southland,3,0,0.0,6.2,6.666666666666667,2,0,0,0,11,0,0,0,0,22,7,2,97,0.3499999999999999,14.85,0.0,0.0,0.0,2.6999999999999997,0.0,50.0,0.0,50.0,0.0,1.2960288729278675,2.7139106103187034,200.0,0.2015791974768884,Fr,2,0,0.10543471177945857,0.1871999999999992,18.151,0.30907957393482544,1,2025
Zach Garcia,8883766,L/L,A&M-Corpus Christi,Southland,3,3,3.38,16.0,16.0,15,7,6,8,12,1,0,0,3,71,21,11,279,0.0,6.75,4.5,0.5625,3.9375,8.4375,0.0,16.901408450704224,11.267605633802818,5.633802816901406,4.545454545454546,5.971028872927867,7.015278767130153,144.3819159108133,0.16573054060387746,Sr,0,0,0.038009010585123695,0.1295999999999998,39.446000000000005,0.06860637403026076,1,2025
Matthew Molina,8874779,R/R,A&M-Corpus Christi,Southland,1,0,0.0,0.0,0.0,0,1,1,2,0,0,0,0,0,2,0,0,8,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,-100.0,0.0,0.0,0.0,0.0,0.0,So,0,0,0.0,-0.0047999999999998,1.3270000000000002,-0.047999999999997996,1,2025
Cam Soliz,8897161,R/R,A&M-Corpus Christi,Southland,6,1,11.42,8.2,8.666666666666666,13,11,11,6,7,2,3,0,2,47,13,5,178,1.7600000000000002,7.269230769230769,6.230769230769232,2.076923076923077,11.423076923076925,13.5,0.0,14.893617021276595,12.76595744680851,2.127659574468085,13.333333333333334,8.74987502677402,8.087042725769905,12.083278018191578,-0.26243869397239694,Sr,3,0,0.05973711758892733,-0.28259999999999985,17.699,-0.22160823930730433,1,2025
Dylan Hill,8892633,R/R,A&M-Corpus Christi,Southland,4,1,9.45,6.2,6.666666666666667,15,8,7,4,4,1,2,1,2,39,7,7,132,1.4000000000000001,5.3999999999999995,5.3999999999999995,1.3499999999999999,10.799999999999999,20.25,100.0,10.256410256410255,10.256410256410255,0.0,12.5,8.046028872927867,7.716465144231679,44.499735312776735,-0.12111834530148173,Sr,4,4,-0.0027919800643583237,-0.5183999999999995,8.729000000000001,-0.5513172835935984,1,2025
Dante Cano,9218919,L/L,A&M-Corpus Christi,Southland,1,0,9.0,1.0,1.0,0,1,1,2,0,0,0,0,0,4,2,0,20,0.1333333333333333,0.0,18.0,0.0,9.0,0.0,0.0,0.0,50.0,-50.0,0.0,10.596028872927867,13.296755991767554,51.90450982169212,-0.023113330147527696,So,0,0,-0.025568965517241443,-0.0094,1.9660000000000002,-0.04249999999999998,1,2025
David Dean,9218920,L/L,A&M-Corpus Christi,Southland,3,0,1.69,5.1,5.333333333333333,4,1,1,1,1,0,1,0,0,21,10,5,77,0.7222222222222222,1.6875,1.6875,0.0,1.6875,6.75,0.0,4.761904761904762,4.761904761904762,0.0,0.0,4.783528872927867,7.3154605468400735,172.19095795540665,0.050344895519224046,Sr,4,0,0.17396197074881614,0.1625999999999998,12.699000000000002,0.11494007936507872,1,2025
Chandler Benson,8878607,L/L,Abilene Christian,WAC,5,1,4.5,14.0,14.0,19,7,7,4,11,1,2,0,1,63,8,18,211,1.7,7.071428571428571,2.571428571428571,0.6428571428571428,4.5,12.214285714285715,100.0,17.46031746031746,6.349206349206349,11.11111111111111,11.11111111111111,5.024600301499296,4.96411973255491,130.8348609999382,0.3336223548993849,Sr,7,7,-0.2374935095726879,-0.4244,29.296000000000003,-0.28132146840088046,1,2025
OJ Gonzalez,8889173,R/R,Abilene Christian,WAC,2,0,0.0,1.1,1.3333333333333333,0,0,0,1,1,0,0,0,0,5,0,3,17,0.6666666666666666,6.75,6.75,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,5.346028872927867,5.346028872927867,200.0,0.013787908833659383,So,2,0,0.05361711711711806,0.030999999999999903,3.3080000000000003,0.030166666666665468,1,2025
Caden Greanead,8881940,R/R,Abilene Christian,WAC,4,0,14.73,3.2,3.6666666666666665,6,6,6,7,5,0,2,0,0,23,4,1,92,1.4,12.272727272727273,17.181818181818183,0.0,14.727272727272728,14.727272727272728,50.0,21.73913043478261,30.434782608695656,-8.695652173913047,0.0,7.596028872927867,9.069152755931334,-26.400554993535597,-0.018475998877526895,Sr,4,2,0.04320410960757348,-0.4489999999999999,2.0380000000000003,-0.3624929984964623,1,2025
Brett Lanman,8879958,L/L,Abilene Christian,WAC,3,3,2.57,14.0,14.0,12,5,4,10,15,0,2,0,1,63,13,12,250,0.0,9.642857142857142,6.428571428571429,0.0,3.2142857142857144,7.7142857142857135,0.0,23.809523809523807,15.873015873015872,7.936507936507935,0.0,4.810314587213582,6.064223606674865,160.49902061552027,0.38349042282336804,So,0,0,0.14533595802886246,0.1707999999999997,37.561,0.033798783413234806,1,2025
Blaine Palmer,8883380,R/R,Abilene Christian,WAC,3,0,27.0,1.2,1.6666666666666665,3,5,5,3,4,0,1,0,0,11,1,0,40,0.85,21.6,16.200000000000003,0.0,27.000000000000004,16.200000000000003,0.0,36.36363636363637,27.27272727272727,9.090909090909097,0.0,5.196028872927867,6.0062470085797734,-214.99083400037077,0.021085397185702265,Jr,0,0,-0.17497806745257188,-0.5203999999999998,3.236000000000001,-0.2583542378673971,1,2025
Cade McGarrh,8879390,L/R,Abilene Christian,WAC,3,3,4.8,15.0,15.0,20,8,8,4,18,1,3,0,1,66,12,11,251,0.0,10.799999999999999,2.4,0.6,4.8,12.0,0.0,27.27272727272727,6.0606060606060606,21.21212121212121,7.6923076923076925,4.062695539594534,4.3663439577583985,126.2238517332674,0.5085858439456006,Jr,0,0,0.19754831785573357,-0.0769999999999997,34.615,-0.26840721356125474,1,2025
Joseph Carbone,8895393,L/L,Abilene Christian,WAC,3,0,0.0,1.1,1.3333333333333333,0,0,0,3,3,0,0,0,0,7,0,1,35,0.27777777777777773,20.25,20.25,0.0,0.0,0.0,0.0,42.857142857142854,42.857142857142854,0.0,0.0,6.846028872927867,6.846028872927867,200.0,0.0005237804618598906,Sr,1,0,-0.053019047619047854,-0.011799999999999899,4.6610000000000005,-0.0076666666666659194,1,2025
Nolan Foster,8901628,R/R,Abilene Christian,WAC,2,0,37.8,1.2,1.6666666666666665,7,7,7,1,2,0,3,1,1,14,1,2,45,1.15,10.8,5.4,0.0,37.800000000000004,37.800000000000004,100.0,14.285714285714285,7.142857142857142,7.142857142857142,0.0,5.7960288729278675,6.606247008579773,-380.98716760051906,0.016643207788498062,So,2,2,-0.039700280112044406,-0.3049999999999997,-1.8209999999999997,-0.46863305322128834,1,2025
Iain Campa,8900546,R/R,Abilene Christian,WAC,2,0,17.36,4.2,4.666666666666667,8,9,9,2,2,1,0,0,1,24,7,4,61,1.0250000000000001,3.8571428571428568,3.8571428571428568,1.9285714285714284,17.357142857142854,15.428571428571427,0.0,8.333333333333332,8.333333333333332,0.0,12.5,8.453171730070725,7.982366403361885,-66.82373623134951,-0.05000617442144286,Sr,1,0,-0.09684136574807345,-0.7577999999999999,1.1850000000000005,-0.33917181974788096,1,2025
Andrew Guardino,9085523,R/R,Abilene Christian,WAC,1,0,0.0,0.1,0.3333333333333333,0,0,0,3,1,0,0,0,0,4,0,0,19,0.2,27.0,81.0,0.0,0.0,0.0,100.0,25.0,75.0,-50.0,0.0,25.596028872927867,25.596028872927867,200.0,-0.027244583639876856,Sr,2,2,0.011600000000000069,-0.015,-1.6580000000000001,-0.07460000000000007,1,2025
Brady Coe,9085509,R/R,Abilene Christian,WAC,5,1,7.56,8.1,8.333333333333334,13,7,7,4,11,0,2,1,0,44,10,4,164,1.8250000000000002,11.879999999999999,4.32,0.0,7.56,14.04,100.0,25.0,9.090909090909092,15.909090909090908,0.0,3.396028872927867,5.016465144231679,83.80256647989619,0.35842239026471445,Fr,1,1,0.3726033718511841,0.2599999999999998,18.029,-0.26611313870688674,1,2025
Colin Huspen,9085521,R/R,Abilene Christian,WAC,2,0,27.0,1.1,1.3333333333333333,3,4,4,1,1,0,0,0,0,8,1,2,35,0.9166666666666666,6.75,6.75,0.0,27.0,20.25,0.0,12.5,12.5,0.0,0.0,5.346028872927867,6.35880154249275,-214.99083400037077,0.016080601510620986,Jr,3,0,-0.058029593908581006,-0.1838,3.4750000000000005,-0.08335502147603438,1,2025
Cooper Hrbacek,9085532,R/R,Abilene Christian,WAC,3,0,6.75,4.0,4.0,4,4,3,1,2,1,1,0,0,17,2,6,66,0.6499999999999999,4.5,2.25,2.25,9.0,9.0,0.0,11.76470588235294,5.88235294117647,5.88235294117647,33.33333333333333,7.596028872927867,5.35880154249275,96.2522914999073,-0.015215376028959636,Sr,6,0,-0.21467637254901928,-0.22259999999999988,5.064,-0.08344862745098053,1,2025
Dominick Reid,9085520,R/R,Abilene Christian,WAC,3,3,3.24,16.2,16.666666666666668,13,6,6,5,21,2,3,1,1,67,14,13,258,0.0,11.34,2.6999999999999997,1.08,3.2399999999999998,7.02,0.0,31.343283582089555,7.462686567164178,23.880597014925378,12.5,4.716028872927867,4.452377889970917,150.20109991995548,0.47260140428951014,Jr,0,0,0.40093514322057605,0.3939999999999999,46.015,-0.027728106684716914,1,2025
Chandler Freeman,9085506,R/R,Abilene Christian,WAC,3,0,6.75,2.2,2.6666666666666665,4,2,2,2,0,1,1,0,1,15,4,3,50,1.05,0.0,6.75,3.375,6.75,13.5,25.0,0.0,13.333333333333334,-13.333333333333334,20.0,12.846028872927867,10.502960546840075,96.2522914999073,-0.1166050671977342,Sr,4,1,-0.04963466557951851,-0.2429999999999998,4.421,-0.14442783442048132,1,2025
David Jeon,9085522,R/R,Abilene Christian,WAC,3,0,2.08,4.1,4.333333333333333,2,2,1,1,8,0,1,0,2,18,3,2,60,0.7666666666666666,16.615384615384617,2.076923076923077,0.0,4.153846153846154,4.153846153846154,0.0,44.44444444444444,5.555555555555555,38.888888888888886,0.0,2.980644257543252,3.9155113371416053,168.03033575108256,0.11938728299336519,Jr,1,0,-0.2006595624106835,-0.08000000000000002,11.447000000000001,0.11814835164835165,1,2025
Patrick Davidson,8890248,R/R,Air Force,Mountain West,4,0,4.05,6.2,6.666666666666667,4,3,3,3,6,1,2,1,1,26,8,4,18,1.9833333333333334,8.1,4.05,1.3499999999999999,4.05,5.3999999999999995,16.666666666666664,23.076923076923077,11.538461538461538,11.538461538461538,11.11111111111111,6.5460288729278675,6.4190196781446565,144.68791110316093,0.11518696777863198,So,6,1,0.5765661659769421,0.6397999999999994,12.972000000000001,-0.13004984933720107,1,2025
Davis Rhyne,8883971,R/R,Air Force,Mountain West,4,0,5.4,5.0,5.0,2,3,3,4,7,0,0,0,3,25,3,5,43,1.1375,12.6,7.2,0.0,5.3999999999999995,3.6,66.66666666666666,28.000000000000004,16.0,12.000000000000004,0.0,5.996028872927868,6.806247008579773,126.2505481375479,0.07986477174435089,So,3,2,0.03140492545788461,-0.052400000000000085,13.116000000000001,-0.08237526946737461,1,2025
Dylan Rogers,8875113,R/R,Air Force,Mountain West,3,3,6.0,15.0,15.0,17,13,10,5,15,1,2,1,1,68,11,15,0,0.0,9.0,3.0,0.6,7.800000000000001,10.2,0.0,22.058823529411764,7.352941176470589,14.705882352941176,8.333333333333332,4.662695539594534,4.8763197204637425,118.05616459727545,0.5298625377709768,Sr,0,0,-0.11894136303211578,-0.3121999999999995,37.29900000000001,-0.2262199915495569,1,2025
Gaines Estridge,8883379,R/R,Air Force,Mountain West,3,3,5.91,10.2,10.666666666666666,13,11,7,7,10,2,3,0,3,54,7,13,0,0.0,8.4375,5.90625,1.6875,9.28125,10.96875,0.0,18.51851851851852,12.962962962962962,5.555555555555557,22.22222222222222,7.971028872927867,6.672898126188361,119.28532212831632,0.12539250226277687,So,0,0,0.13194046759677558,-0.4879999999999995,23.369000000000003,-0.5574094240036443,1,2025
Joey Collier,8880402,L/L,Air Force,Mountain West,2,0,3.38,2.2,2.6666666666666665,3,1,1,0,3,0,0,0,2,12,2,2,0,0.25,10.125,0.0,0.0,3.375,10.125,100.0,25.0,0.0,25.0,0.0,4.596028872927867,5.60880154249275,153.83830605646517,0.03954426456497308,Jr,1,1,0.11236958665149739,0.032400000000000005,5.503,0.00042222222222276437,1,2025
Sam Hentges,8876638,L/L,Air Force,Mountain West,4,0,9.53,5.2,5.666666666666667,9,6,6,6,7,0,2,0,0,30,1,7,23,0.6833333333333335,11.117647058823527,9.529411764705882,0.0,9.529411764705882,14.294117647058822,33.33333333333333,23.333333333333332,20.0,3.333333333333332,0.0,5.301911225869044,5.540210677531369,69.84587476867254,0.09246589986147878,So,6,2,0.02111500449236181,-0.06339999999999969,6.153000000000001,-0.20852380952380745,1,2025
Gio Sambito,8893491,R/L,Air Force,Mountain West,1,0,0.0,1.0,1.0,1,0,0,0,0,0,1,0,0,4,2,1,0,0.0666666666666666,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,4.596028872927867,7.296755991767554,200.0,0.012424240303131034,So,0,0,-4.380000000000002,-0.1455999999999999,5.932,0.012000000000000012,1,2025
Ethan Dillinger,8893795,L/L,Air Force,Mountain West,1,0,4.5,2.0,2.0,3,1,1,2,3,0,1,0,0,11,3,0,0,0.4,13.5,9.0,0.0,4.5,13.5,100.0,27.27272727272727,18.181818181818183,9.090909090909086,0.0,4.596028872927867,6.621574212057633,138.5421234479566,0.033835111362295806,So,1,1,-0.02067555555555579,-0.0174000000000001,3.0,-0.030880000000000064,1,2025
Charlie Russell,8897459,R/R,Air Force,Mountain West,2,0,5.4,1.2,1.6666666666666665,1,1,1,1,2,1,0,0,0,7,3,0,11,0.1333333333333333,10.8,5.4,5.4,5.4,5.4,0.0,28.57142857142857,14.285714285714285,14.285714285714285,25.0,11.796028872927868,7.236901415535492,126.2505481375479,-0.02249628325593343,So,1,0,0.03853846153846219,0.0083999999999999,3.537,0.038999999999998466,1,2025
Bowen Brantingham,8901694,R/R,Air Force,Mountain West,2,1,1.13,8.0,8.0,7,2,1,5,6,0,1,0,1,36,10,6,82,0.4,6.75,5.625,0.0,2.25,7.875,100.0,16.666666666666664,13.88888888888889,2.777777777777775,0.0,5.346028872927867,7.033983322202672,184.5672443324869,0.13665040344756313,So,1,1,0.13715713553961373,0.03619999999999999,18.862000000000002,-0.10294614652862472,1,2025
Cranz Smelcer,9103763,R/R,Air Force,Mountain West,3,0,17.18,3.2,3.6666666666666665,5,7,7,5,2,2,0,2,1,23,3,6,49,1.3333333333333333,4.90909090909091,12.272727272727273,4.90909090909091,17.181818181818183,12.272727272727273,100.0,8.695652173913043,21.73913043478261,-13.043478260869566,40.0,15.505119782018777,10.255615544864018,-34.63251536980123,-0.19410481707432192,Fr,1,1,0.03915622655264539,-0.6259999999999998,5.738000000000001,-0.5580332319002389,1,2025
Easton Miller,9103755,R/R,Air Force,Mountain West,4,1,5.59,9.2,9.666666666666666,9,8,6,5,8,0,4,1,2,41,4,12,77,1.0555555555555556,7.448275862068966,4.655172413793104,0.0,7.448275862068966,8.379310344827587,50.0,19.51219512195122,12.195121951219512,7.317073170731707,0.0,5.1132702522382125,5.67204138027401,123.65566001646164,0.235271375985278,Fr,6,3,-0.539907896510551,-0.5546,14.113000000000001,-0.10648951344493239,1,2025
John Mitchell,9103759,R/R,Air Force,Mountain West,2,2,4.35,10.1,10.333333333333334,10,5,5,6,7,1,0,0,1,44,7,13,0,0.0,6.096774193548387,5.225806451612902,0.8709677419354839,4.354838709677419,8.709677419354838,0.0,15.909090909090908,13.636363636363635,2.2727272727272734,12.5,6.531512743895609,6.3188909834464555,140.5907193330247,0.10545527151693533,Fr,0,0,0.16626074443447353,0.04699999999999998,28.642000000000003,-0.11669388944388975,1,2025
Gunner Gilmore,9103734,R/R,Air Force,Mountain West,1,0,0.0,1.0,1.0,0,0,0,0,2,0,0,0,0,3,1,0,0,0.0833333333333333,18.0,0.0,0.0,0.0,0.0,0.0,66.66666666666666,0.0,66.66666666666666,0.0,0.5960288729278673,1.9463924323477109,200.0,0.027639606536043297,Fr,0,0,0.02000000000000001,0.002,2.966,0.012000000000000005,1,2025
Jack Kelley,8880687,R/R,Akron,MAC,3,3,8.25,12.0,12.0,15,13,11,6,13,1,5,1,2,60,10,13,167,0.0,9.75,4.5,0.75,9.75,11.25,0.0,21.666666666666668,10.0,11.666666666666668,9.090909090909092,5.512695539594534,5.667195469062724,57.960408648429905,0.2631534319390902,Sr,0,0,0.0032946682030039476,-0.7269999999999996,21.273000000000003,-0.6083864674686096,1,2025
Elijah Griffith,8886746,R/R,Akron,MAC,2,1,2.84,6.1,6.333333333333333,6,4,2,4,6,1,1,0,0,31,6,7,72,0.8666666666666667,8.526315789473685,5.68421052631579,1.4210526315789476,5.68421052631579,8.526315789473685,100.0,19.35483870967742,12.903225806451612,6.451612903225808,14.285714285714285,6.6486604518752355,6.088535964918221,151.10394673473223,0.045636672041811197,So,1,1,0.051185051688694534,0.049600000000000394,15.144000000000002,-0.0006464781806883105,1,2025
Jacob Beall,8882781,0,Akron,MAC,3,0,11.57,2.1,2.3333333333333335,4,3,3,2,3,0,1,0,4,17,1,3,37,0.7111111111111111,11.57142857142857,7.7142857142857135,0.0,11.57142857142857,15.428571428571427,100.0,17.647058823529413,11.76470588235294,5.882352941176473,0.0,9.73888601578501,10.317613255536372,0.8002337045253105,-0.04223904964772853,Sr,2,2,0.06136187179982466,-0.1617999999999998,1.8580000000000005,-0.20943996820006852,1,2025
Parker Munday,8882151,L/L,Akron,MAC,3,0,3.38,2.2,2.6666666666666665,2,1,1,3,2,0,1,0,1,14,5,1,33,0.0944444444444444,6.75,10.125,0.0,3.375,6.75,0.0,14.285714285714285,21.428571428571427,-7.142857142857142,0.0,7.596028872927867,10.127960546840075,141.80680984626582,-0.008000488947348543,So,0,0,0.009208762322019618,-0.0031999999999999997,7.746,-0.03465454545454974,1,2025
Jared Schaeffer,8882231,0,Akron,MAC,3,3,6.75,12.0,12.0,13,10,9,7,13,1,4,1,3,58,7,13,172,0.0,9.75,5.25,0.75,7.5,9.75,0.0,22.413793103448278,12.068965517241379,10.344827586206899,12.5,6.012695539594534,5.829604579207763,83.78578889416993,0.21420854065448705,Jr,0,0,-0.029204856418091896,-0.5489999999999996,22.626,-0.4957951435819077,1,2025
Sean Perkins,8898102,0,Akron,MAC,3,0,10.8,5.0,5.0,7,6,6,2,7,4,2,0,2,27,4,4,73,1.9666666666666666,12.6,3.6,7.2,10.799999999999999,12.6,60.0,25.925925925925924,7.4074074074074066,18.51851851851852,50.0,14.596028872927867,6.356610567999617,14.057262230671874,-0.40353747058759964,Sr,5,3,0.14750630357823136,-0.8108000000000002,3.1950000000000007,-0.6862789420147136,1,2025
John Allen,8894746,L/L,Akron,MAC,3,0,9.0,3.0,3.0,2,3,3,1,6,0,2,0,2,14,2,1,50,0.05000000000000001,18.0,3.0,0.0,9.0,6.0,50.0,42.857142857142854,7.142857142857142,35.71428571428571,0.0,3.5960288729278673,4.496271245874429,45.04771852555989,0.04100064190257642,Jr,6,3,-35.35895744680852,-1.2017000000000004,0.7400000000000009,0.07499999999998808,1,2025
Dawson Tourney,8894144,L/L,Akron,MAC,3,0,6.43,7.0,7.0,7,6,5,3,12,0,2,1,0,32,6,3,95,1.3333333333333333,15.428571428571427,3.8571428571428568,0.0,7.7142857142857135,9.0,0.0,37.5,9.375,28.125,0.0,2.4531717300707245,3.6106262095734474,89.29520334659446,0.3080581681109889,Jr,0,0,-0.08767761028201779,-0.2880000000000002,16.979000000000003,-0.12464753149491997,1,2025
Josiah Ross,8891917,R/R,Akron,MAC,5,0,14.73,3.2,3.6666666666666665,3,7,6,3,4,1,0,1,1,19,2,5,31,0.3633333333333333,9.81818181818182,7.363636363636364,2.454545454545455,17.181818181818183,7.363636363636364,80.0,21.052631578947366,15.789473684210526,5.263157894736841,33.33333333333333,9.232392509291504,6.7917808760895575,-53.60523401316697,-0.04412843133860713,So,5,4,-1.8422121347212568,-0.6550000000000001,2.113000000000001,-0.03997177332472064,1,2025
Bradyn Shaw,9095057,R/R,Akron,MAC,1,0,0.0,0.1,0.3333333333333333,0,0,0,0,0,0,0,0,0,1,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.596028872927867,4.596028872927867,200.0,0.002957604881187533,Fr,1,0,,0.0,0.642,0.0,1,2025
Jack Fenton,9095094,0,Akron,MAC,3,1,9.0,6.0,6.0,6,7,6,7,5,1,1,0,1,32,3,9,104,0.30000000000000004,7.5,10.5,1.5,10.5,9.0,0.0,15.625,21.875,-6.25,25.0,9.096028872927867,7.829604579207762,45.04771852555989,-0.050888973922478445,Jr,0,0,-0.08160087698600349,-0.20059999999999992,14.432000000000002,-0.23826809705602364,1,2025
Ty Pangborn,9095121,0,Akron,MAC,1,0,0.0,0.1,0.3333333333333333,0,0,0,2,0,0,0,0,0,3,1,0,12,0.0833333333333333,0.0,54.0,0.0,0.0,0.0,0.0,0.0,66.66666666666666,-66.66666666666666,0.0,22.596028872927867,26.647119551187398,200.0,-0.02143922600285026,Jr,0,0,-0.014400000000000005,-0.001,1.9950000000000003,0.0,1,2025
Jett Slepak,9095156,R/R,Akron,MAC,3,0,4.5,4.0,4.0,1,2,2,5,7,0,0,0,2,20,4,1,69,1.4000000000000001,15.75,11.25,0.0,4.5,2.25,0.0,35.0,25.0,10.0,0.0,6.346028872927867,7.696392432347711,122.52385926277994,0.025701655311935738,So,0,0,-0.22745673335519306,-0.42120000000000013,12.058,-0.056866936051990065,1,2025
John Anservitz,9095162,R/R,Akron,MAC,4,0,0.0,5.2,5.666666666666667,0,0,0,7,8,0,0,0,0,23,6,2,68,1.9791666666666665,12.705882352941176,11.117647058823527,0.0,0.0,0.0,0.0,34.78260869565217,30.434782608695656,4.347826086956516,0.0,5.478381814104338,6.90817852407829,200.0,0.10459853095073174,Sr,2,0,0.2519335436674044,0.7255999999999998,15.602,0.2009616283784744,1,2025
David Moore,9095177,0,Akron,MAC,3,0,1.8,5.0,5.0,5,1,1,3,4,0,3,0,1,23,4,6,55,0.2333333333333333,7.2,5.3999999999999995,0.0,1.8,9.0,100.0,17.391304347826086,13.043478260869565,4.3478260869565215,0.0,5.396028872927867,6.476319720463742,169.00954370511198,0.03700438094132519,Fr,1,1,0.06901865079365027,0.02659999999999992,9.217,-0.01835198412698375,1,2025
