Player,Pos,B/T,player_id,Team,Conference,Yr,R/PA,GP,BB,CS,GS,HBP,IBB,K,RBI,SF,AB,PA,H,2B,3B,HR,R,SB,OPS+,Picked,Sac,BA,SlgPct,OBPct,ISO,wOBA,K%,BB%,SB%,wRC+,wRC,Batting,Baserunning,Adjustment,WAR,Clutch,WPA,REA,WPA/LI,wSB,wGDP,wTEB,EBT,Opportunities,OutsOB,GDPOpps,GDP,Division,Season
Will Stark,INF,L/R,9300238,A&M-Corpus Christi,Southland,Fr,0.25,3,0,0,0,1,0,1,1,0,3,4,1,0,0,0,1,0,109.85901171821983,0,0,0.333,0.333,0.5,0.0,0.43899999999999995,25.0,0.0,0.0,139.910785074617,0.9354661758825312,0.1695804828313393,0.0,0.0372,0.0,0.0,0.0,0.0,0.0,-0.007851934567131647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2025
Jarrett Flaggert,INF,R/R,9297594,A&M-Corpus Christi,Southland,So,0.043478260869565216,8,1,0,6,0,0,8,1,0,22,23,2,1,0,1,1,0,-1.1368787557605176,0,0,0.091,0.273,0.13,0.18200000000000002,0.16434782608695653,34.78260869565217,4.3478260869565215,0.0,-37.88362618292247,-1.3556110665006043,-5.759453801544958,0.0,0.0992,0.0,-0.10528009768009872,-0.1000999999999995,-16.595,-0.0226254578754562,-0.003925967283565823,-0.21071766160110522,0.0,0.0,0.0,0.0,18.0,0.0,1,2025
Tristan Crane,UT,B/R,9297593,A&M-Corpus Christi,Southland,Fr,0.0,8,2,0,3,0,0,3,0,0,9,11,3,1,0,0,0,1,124.47100187858862,0,0,0.333,0.444,0.455,0.11099999999999999,0.42936363636363634,27.27272727272727,18.181818181818183,100.0,133.67274379141466,2.4595255870884754,0.35333993119769735,0.0,0.0992,0.0,0.03707681992337175,0.153,-6.564,0.0765803229337711,0.1842961308657367,0.40634770595506436,0.0,0.0,0.0,0.0,8.0,1.0,1,2025
JJ Bush,1B,L/R,9297597,A&M-Corpus Christi,Southland,Jr,0.0,2,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,-100.0,0,0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,-144.27318998749732,-0.468301027197327,-0.851243873722923,0.0,-0.1236,0.0,-0.07089230769230792,-0.006800000000000099,1.2340000000000002,0.0552,0.0,-0.011706536755616956,0.0,0.0,0.0,0.0,1.0,0.0,1,2025
Chad Pantuso,UT,R/R,9297584,A&M-Corpus Christi,Southland,Fr,0.2857142857142857,5,2,0,2,0,0,2,1,0,5,7,2,0,0,0,2,2,144.34371312550476,0,1,0.4,0.4,0.571,0.0,0.49457142857142855,28.57142857142857,28.57142857142857,100.0,175.88461074958042,2.0517779613125535,0.7114779984729679,0.44019385948136025,0.062,0.1648737883347927,1.4965986394350345e-05,-0.0173999999999999,-2.862,-0.02664761904761869,0.3842961308657367,-0.046826147022467825,0.10272387563809135,1.0,2.0,0.0,4.0,0.0,1,2025
Jackson Smith,1B,L/R,9297821,A&M-Corpus Christi,Southland,Jr,0.14634146341463414,10,2,0,10,0,0,7,6,1,38,41,13,3,0,0,6,1,95.736042832635,0,0,0.342,0.421,0.366,0.07899999999999996,0.3601219512195122,17.073170731707318,4.878048780487805,100.0,88.84956082044305,6.140767108766097,-1.709561245008621,0.5823650298746046,-0.618,-0.04324072935913096,-0.08645204485728748,0.05840000000000072,-19.4,0.155955673304313,0.15288839259721013,0.1253908238202574,0.30408581345713703,2.0,3.0,0.0,32.0,1.0,1,2025
Isaac Webb,INF,R/R,8874720,A&M-Corpus Christi,Southland,Sr,0.14583333333333334,10,5,1,10,2,2,9,4,0,39,48,10,2,1,1,7,4,100.34637112123318,0,1,0.256,0.436,0.37,0.18,0.38831818181818184,18.75,10.416666666666668,80.0,107.10221889173678,8.63206823348241,-0.558560083131891,1.0532210465303093,0.124,0.14182743818374857,0.1791296276412241,0.20609999999999995,-28.328,0.038018246665615055,0.16648474281824582,0.5785646767977896,0.308171626914274,3.0,6.0,0.0,36.0,2.0,1,2025
Cade Sanchez,INF,R/R,8886909,A&M-Corpus Christi,Southland,Sr,0.21428571428571427,10,6,1,10,1,0,3,3,1,34,42,13,4,0,0,9,0,143.26904604605622,0,0,0.382,0.5,0.476,0.118,0.45395238095238094,7.142857142857142,14.285714285714285,0.0,149.59011777550694,10.491904441649309,2.4501046646117937,-0.2232064731820249,0.124,0.27131952521559244,0.02417854580993206,0.3417999999999996,-19.560999999999996,0.3675855737913964,-0.6531450935995834,-0.28095688213480696,0.7108955025523654,5.0,8.0,0.0,24.0,0.0,1,2025
Karson Krowka,INF,R/R,8888009,A&M-Corpus Christi,Southland,Sr,0.2,10,0,0,5,2,0,0,0,0,18,20,7,3,0,0,4,2,149.77877062589496,0,1,0.389,0.556,0.45,0.16700000000000004,0.45874999999999994,0.0,0.0,100.0,152.6958272328784,5.0984396214169205,1.2690111561609607,0.626983094113676,0.124,0.2338426956613644,-0.09278781117427903,0.1819999999999996,-10.078999999999999,0.261012861408706,0.3764441962986051,-0.15218497782302043,0.4027238756380913,2.0,2.0,0.0,13.0,0.0,1,2025
Mario Mendoza Jr.,INF,R/R,8884184,A&M-Corpus Christi,Southland,Sr,0.5,3,1,0,0,0,0,1,0,0,1,2,0,0,0,0,1,0,30.72680412371134,0,0,0.0,0.0,0.5,0.0,0.3955,50.0,50.0,0.0,111.75132513110458,0.37498255489222526,-0.007960291633370697,0.0,0.0372,0.0,16.09800000000001,0.17859999999999993,-1.155,-0.0240000000000007,-0.003925967283565823,-0.023413073511233912,0.0,0.0,0.0,0.0,2.0,0.0,1,2025
