Player,player_id,B/T,Team,Conference,App,GS,ERA,IP,H,R,ER,BB,SO,HR-A,2B-A,3B-A,HB,BF,FO,GO,Pitches,gmLI,K9,BB9,HR9,RA9,H9,IR-A%,K%,BB%,K-BB%,HR/FB,FIP,xFIP,ERA+,WAR,Yr,Inh Run,Inh Run Score,Clutch,pWPA,pREA,pWPA/LI,Division,Season
A. Blevins,,0,Greensboro,USA South,11.0,3.0,6.75,21.1,29.0,26.0,16.0,9.0,11.0,0.0,3.0,1.0,12.0,117.0,26.0,26.0,170.0,0.7807204464738711,4.691943127962085,3.838862559241706,0.0,11.090047393364928,12.369668246445498,50.0,9.401709401709402,7.6923076923076925,1.7094017094017095,0.0,6.814606188529636,7.939652891301131,92.8177111425406,-0.0547185647144555,0,2.0,1.0,,,,,3,2022
A. Cook,,0,Valley Forge,CSAC,5.0,1.0,11.57,7.0,12.0,9.0,9.0,11.0,3.0,0.0,3.0,0.0,1.0,43.0,10.0,4.0,152.0,0.7807204464738711,3.8571428571428568,14.142857142857142,0.0,11.571428571428571,15.428571428571429,0.0,6.976744186046512,25.58139534883721,-18.604651162790702,0.0,9.157192512158613,10.461504898338756,37.73214666887688,-0.0289877449304288,0,0.0,0.0,,,,,3,2022
A. Donohue,,0,JWU (Providence),Great Northeast,7.0,3.0,13.86,12.1,21.0,20.0,19.0,7.0,13.0,1.0,3.0,1.0,1.0,67.0,14.0,8.0,228.0,0.7807204464738711,9.669421487603303,5.206611570247935,0.743801652892562,14.87603305785124,15.619834710743802,0.0,19.402985074626866,10.44776119402985,8.955223880597016,6.666666666666667,5.780569135535237,5.838030297096517,-13.260896231871431,0.1259962583769333,0,0.0,0.0,,,,,3,2022
A. Lush,,0,Asbury,DIII Independent,7.0,7.0,5.61,33.2,41.0,21.0,21.0,14.0,39.0,4.0,8.0,3.0,1.0,154.0,35.0,22.0,494.0,0.7807204464738711,10.572289156626503,3.795180722891566,1.0843373493975903,5.692771084337349,11.1144578313253,0.0,25.32467532467532,9.090909090909092,16.233766233766232,10.256410256410255,5.443767383070834,4.950024254839445,113.7536977997812,0.6700340453716936,0,0.0,0.0,,,,,3,2022
A. Pugh,,0,Valley Forge,CSAC,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7807204464738711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fr,0.0,0.0,,,,,3,2022
A. Spurgeon,,0,Otterbein,OAC,9.0,0.0,5.4,11.2,15.0,7.0,7.0,9.0,11.0,0.0,3.0,1.0,1.0,59.0,15.0,8.0,70.0,0.7807204464738711,8.839285714285715,7.232142857142858,0.0,5.625,12.05357142857143,0.0,18.64406779661017,15.254237288135592,3.389830508474576,0.0,5.585763940730042,6.808556802773925,112.75947989702352,-0.0015786657941092,0,0.0,0.0,,,,,3,2022
A. Varona,,0,Catholic,Landmark,4.0,0.0,18.9,3.1,6.0,7.0,7.0,2.0,3.0,3.0,0.0,0.0,0.0,18.0,1.0,6.0,52.0,0.7807204464738711,8.709677419354838,5.806451612903226,8.709677419354838,20.32258064516129,17.419354838709676,0.0,16.666666666666664,11.11111111111111,5.555555555555554,75.0,17.45212338773465,6.049566833316714,-95.01121570530006,-0.2373409819717631,Fr,0.0,0.0,,,,,3,2022
A. Vazquez,,0,Albertus Magnus,Great Northeast,1.0,1.0,6.23,4.1,6.0,5.0,3.0,3.0,0.0,0.0,3.0,1.0,1.0,23.0,7.0,5.0,17.0,0.7807204464738711,0.0,6.585365853658537,0.0,10.975609756097562,13.170731707317074,0.0,0.0,13.043478260869565,-13.043478260869565,0.0,7.798307494737012,9.3571198587084,110.7665339019596,0.0251924669550953,0,0.0,0.0,,,,,3,2022
A.J. Bunnell,,L/L,Anderson (IN),HCAC,3.0,0.0,4.5,2.0,2.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,11.0,3.0,2.0,37.0,0.7807204464738711,4.5,13.5,0.0,4.5,9.0,0.0,9.090909090909092,27.27272727272727,-18.18181818181818,0.0,8.371478226444328,9.741006231933476,131.64549917444987,-0.0211536158349399,So,0.0,0.0,,,,,3,2022
A.J. Hatlestad,,0,Monmouth (IL),MWC,10.0,9.0,3.7,65.2,61.0,35.0,27.0,17.0,53.0,4.0,12.0,1.0,2.0,276.0,64.0,67.0,511.0,0.7807204464738711,7.315950920245399,2.3466257668711656,0.5521472392638037,4.831288343558282,8.420245398773005,0.0,19.20289855072464,6.159420289855073,13.043478260869565,5.88235294117647,4.917490496382978,5.072172545189339,137.72312074637148,1.2047614504172348,Sr,0.0,0.0,,,,,3,2022
