Team,GP,Conference,AB,BB,IBB,SF,HBP,PA,H,2B,3B,HR,R,SB,Picked,Sac,wRC,Batting,Baserunning,Adjustment,WAR,K,CS,RBI,GS,Season,Division,PF,1B,SB%,BB%,K%,BA,SlgPct,OBPct,ISO,OPS+,R/PA,wOBA,bat_team,REA,WPA,WPA/LI,li,Clutch
Ashland,56,G-MAC,1853,217,3,36,67,2176,587,115,14,47,395,99,6,16,421.11255585768606,34.82228909286694,11.598087016344566,7.612326924621771,5.0310442982818016,376,22,367,56,2022,2,103.3153521454799,411,81.81818181818183,9.972426470588236,17.27941176470588,0.3167835941716136,0.47004856988667026,0.4016544117647059,0.15326497571505665,110.26654117217163,0.18152573529411764,0.4058188940092166,Ashland,-931.6270000000001,16.1683,12.757332694573114,0.9618898315504734,4.051556920091242
Assumption,48,NE10,1633,160,1,10,44,1848,442,78,9,31,281,44,7,14,247.32564428380402,-66.33412866241876,1.7306386656076602,4.6136347302182354,-3.132213873856665,414,16,251,48,2022,2,101.82780145530664,324,73.33333333333333,8.658008658008658,22.4025974025974,0.2706674831598285,0.38640538885486836,0.3501082251082251,0.11573790569503983,78.00079723396021,0.15205627705627706,0.3509089924160346,Assumption,-943.296,7.848800000000004,6.115740156140719,0.9365883062085593,2.264462701369906
Augusta,48,Peach Belt,1616,207,0,21,39,1883,461,79,6,34,293,10,3,8,296.03831282479945,-67.48976106972066,-4.611545415516762,1.9205784710135225,-5.078883639431579,327,6,260,48,2022,2,111.91772023929876,342,62.5,10.993096123207648,17.36590546999469,0.28527227722772275,0.40470297029702973,0.3754646840148699,0.11943069306930698,88.69844615047487,0.15560276155071695,0.3725055762081784,Augusta,-850.969,7.559300000000004,6.19484076608572,1.0582048957388939,0.9486718281569155
Augustana (SD),61,NSIC,1990,208,0,30,76,2304,655,105,15,96,485,110,15,18,495.9931031586803,89.15417898657495,7.947782606696618,15.606043459633153,10.19102541419643,372,25,436,61,2022,2,109.07869332033157,439,81.48148148148148,9.027777777777777,16.145833333333336,0.32914572864321606,0.5417085427135678,0.4075520833333333,0.21256281407035177,128.01988452792602,0.2105034722222222,0.42597743055555554,Augustana (SD),-789.256,14.711699999999999,14.806912500165982,0.8556363636363635,2.386957028095811
Azusa Pacific,57,PacWest,1981,226,6,25,84,2322,584,101,10,100,462,38,3,16,445.2259512915172,44.586449025658965,-7.150228968263875,15.56593857276744,5.318663587673791,467,18,425,57,2022,2,104.1282434510248,373,67.85714285714286,9.732988802756244,20.11197243755383,0.2948006057546694,0.5073195355880868,0.3875968992248062,0.21251892983341747,115.07401207218555,0.19896640826873385,0.404291341991342,Azusa Pacific,-966.4,16.660800000000002,14.376412991077617,0.9043266951161688,4.04701749038105
Barry,46,Sunshine State,1711,195,2,13,73,1994,481,78,4,23,274,88,13,18,300.86459070365447,-47.7801359044844,-8.381150689461055,16.75466838934262,-1.0556064854394929,385,28,232,45,2022,2,108.14445960925968,376,75.86206896551724,9.779338014042125,19.30792377131394,0.28112215078901226,0.3717124488603156,0.376629889669007,0.09059029807130337,81.52816976782992,0.1374122367101304,0.3667286432160804,Barry,-1018.111,5.888800000000006,5.062906283560767,1.1062763713080168,0.26017586185044284
Barton,52,Conference Carolinas,1787,179,2,31,107,2106,549,100,7,38,358,37,8,18,383.8636479427024,-6.197125363388209,3.0184933607487956,12.04457223189182,1.5715205213749777,363,11,311,52,2022,2,104.46634960396877,404,77.08333333333334,8.499525166191834,17.236467236467238,0.3072188024622272,0.4348069390039172,0.3974358974358974,0.12758813654169,101.19494852057854,0.16999050332383667,0.3954357754519506,Barton,-913.016,9.3054,10.911500740830581,0.9382113821138212,-0.9932667720264217
Belmont Abbey,53,Conference Carolinas,1811,234,7,31,101,2184,534,116,11,83,438,49,4,14,443.5454997729525,47.29205890932425,-0.6574067350702353,4.1730052215825415,5.120226268620995,425,16,396,53,2022,2,102.32158599461992,324,75.38461538461539,10.714285714285714,19.45970695970696,0.29486471562672556,0.5085588072887908,0.4010989010989011,0.2136940916620652,118.84446532837289,0.20054945054945056,0.41438801843317974,Belmont Abbey,-865.107,15.9534,13.67819472008968,0.8236996336996336,5.689787669735553
Bemidji St.,45,NSIC,1351,148,2,10,42,1553,310,36,3,17,167,35,5,23,141.04784607694273,-127.51495436752964,-2.323332530723104,9.213114794483868,-7.067440233653226,406,18,146,45,2022,2,107.00857818420567,254,66.0377358490566,9.52994204764971,26.142949130714744,0.22945965951147299,0.29829755736491487,0.32324533161622665,0.06883789785344188,51.1036963079557,0.10753380553766903,0.31107295029050996,Bemidji St.,-902.8480000000001,-1.7497999999999903,0.013790611555457244,1.1040452216922807,-1.5986894595554482
Benedict,47,SIAC,1358,254,2,16,53,1683,387,68,16,16,334,272,9,7,312.8867766471291,-52.83558565519864,23.424082632436093,4.77824825277815,1.2759846890200952,321,49,271,46,2022,2,105.42461181018878,287,84.73520249221184,15.092097445038622,19.073083778966133,0.2849779086892489,0.3939617083946981,0.41354723707664887,0.10898379970544919,96.10884748366782,0.1984551396316102,0.39874210839785584,Benedict,-687.08,7.562999999999994,8.121359693745863,0.8086891545687447,1.2308122220914015
Bentley,42,NE10,1380,165,2,16,53,1616,373,65,4,15,267,36,5,6,225.16432791611606,-26.646667714029775,1.6226051536317865,11.709578471013524,-0.044213778814382154,267,9,239,42,2022,2,93.93632392062348,289,80.0,10.21039603960396,16.522277227722775,0.2702898550724638,0.35579710144927534,0.36695544554455445,0.08550724637681156,75.42328011980462,0.16522277227722773,0.3560638957816377,Bentley,-764.027,6.0657999999999985,3.1024605496457482,0.9825313807531381,3.0711845051823135
Biola,48,PacWest,1607,221,7,19,77,1931,423,85,12,67,343,80,12,13,332.60367775651093,0.5673856823613785,1.834956970661559,-3.506163181148748,1.560660172458418,469,8,309,48,2022,2,103.79326923076924,259,90.9090909090909,11.44484722941481,24.28793371310202,0.26322339763534536,0.4561294337274424,0.3770067322630761,0.19290603609209706,100.74368360699539,0.17762817193164163,0.38592749087115275,Biola,-876.723,7.972200000000007,7.69126071136272,0.8796106557377049,1.3720674190973927
Bloomfield,41,CACC,1276,138,1,11,56,1482,368,72,5,40,260,64,6,13,255.17416760451547,-26.90253877363856,0.2574650658789156,9.039589074842684,1.0860415348197403,269,13,220,40,2022,2,106.75944127118076,251,83.11688311688312,9.31174089068826,18.15114709851552,0.2884012539184953,0.44670846394984326,0.3798920377867746,0.15830721003134796,99.35584437514873,0.17543859649122806,0.3862047297297297,Bloomfield,-672.064,6.655800000000002,6.121468125714259,0.9727564102564104,0.720738134582283
Bloomsburg,45,PSAC,1475,237,2,22,36,1772,426,93,6,79,308,55,1,18,355.7102431744512,14.099073013908788,3.039926570163788,9.525303815771858,2.5026986216051834,392,7,273,45,2022,2,112.04508967704444,248,88.70967741935483,13.374717832957112,22.121896162528216,0.2888135593220339,0.5206779661016949,0.3955981941309255,0.23186440677966103,120.16738052064086,0.17381489841986456,0.41246549773755653,Bloomsburg,-723.27,9.944799999999999,10.92763944221935,0.9855144032921811,-0.8366656657035669
Bluefield St.,46,DII Independent,1399,167,1,17,41,1625,388,87,10,47,291,53,9,16,266.9002153836025,-6.769032443785919,-1.4853863150145108,1.1827009773731425,1.2400086192076092,407,18,266,43,2022,2,104.18436433287712,244,74.64788732394366,10.276923076923076,25.046153846153846,0.2773409578270193,0.45461043602573264,0.36738461538461537,0.17726947819871336,97.91269391980673,0.17907692307692308,0.3788964879852125,Bluefield St.,-685.724,8.758600000000003,5.745999933259147,0.952262328418912,3.4516756847003895
Bridgeport,47,ECC,1503,165,2,12,40,1722,374,79,10,8,228,80,9,10,191.01427813563808,-74.51981938777678,-2.0037455144699923,13.332384710135228,-2.6739074394242883,343,21,194,47,2022,2,96.70393434332468,277,79.20792079207921,9.581881533101045,19.91869918699187,0.2488356620093147,0.3306719893546241,0.33739837398373984,0.0818363273453094,62.09367367265273,0.13240418118466898,0.329640279394645,Bridgeport,-894.163,3.822400000000004,3.521204081496796,1.1098339719029375,-0.07708532430461768
CSU Pueblo,53,RMAC,1762,206,5,25,87,2085,570,124,16,53,426,57,13,37,445.8275573493639,26.149940070189626,6.143903878499181,16.72557268710671,3.2604689287824606,392,22,393,53,2022,2,95.88365651176412,377,72.15189873417721,9.880095923261392,18.80095923261391,0.32349602724177073,0.5022701475595914,0.4163069544364508,0.1787741203178207,121.35100451587215,0.20431654676258992,0.42455759036144575,CSU Pueblo,-828.664,15.7866,14.040014678960912,0.9196664129883307,3.1255572904487288
CSUSB,54,CCAA,1805,214,5,16,71,2111,526,98,9,67,350,43,6,20,384.35402687851547,-27.206087834695964,4.73909475158487,9.57563151693667,-0.45159035801314745,387,12,323,53,2022,2,115.85376774369072,352,78.18181818181819,10.137375651350071,18.33254381809569,0.2914127423822715,0.46703601108033244,0.38654666035054475,0.17562326869806094,105.67945764575538,0.16579819990525818,0.3951423131841979,CSUSB,-979.928,8.914800000000003,8.626606826445869,0.9204034391534391,1.0591457693936057
CUI,50,PacWest,1581,191,10,20,81,1883,417,104,13,44,311,59,5,26,304.9240145536274,3.9425704745290204,-3.031854133955614,1.5787695006024902,1.8577212434477157,428,16,284,50,2022,2,96.92141337544732,256,78.66666666666666,10.143388210302708,22.729686670207116,0.2637571157495256,0.42947501581277675,0.3712161444503452,0.16571790006325116,93.21053160195514,0.1651619755708975,0.37657004830917873,CUI,-883.816,7.548800000000007,6.8449325787175646,0.9276562938043174,1.2925640894097938
Cal Poly Pomona,53,CCAA,1830,294,6,23,73,2226,564,112,14,32,417,23,2,22,448.5012827068838,82.34966058646667,1.5653625632484358,16.757289623778284,7.05589033170874,322,13,379,53,2022,2,98.56135659150308,406,63.888888888888886,13.20754716981132,14.465408805031446,0.3081967213114754,0.4371584699453552,0.42093441150044925,0.12896174863387977,107.80104446393123,0.18733153638814015,0.4131210478771455,Cal Poly Pomona,-912.7520000000001,14.034600000000001,12.180435683404763,0.9566856419987351,2.489586927866492
Cal St. Dom. Hills,55,CCAA,1846,212,11,24,77,2170,536,111,7,62,352,12,6,7,387.90309333645445,-31.040687922477098,-4.170095281742049,11.344178390681485,-1.2144493596744268,396,7,322,55,2022,2,114.77657333952376,356,63.1578947368421,9.76958525345622,18.24884792626728,0.2903575297941495,0.45882990249187433,0.38525345622119817,0.1684723726977248,103.48675314417272,0.1622119815668203,0.3921648044692737,Cal St. Dom. Hills,-983.848,12.806200000000004,9.453080917218008,0.9622107629247653,3.8560614177459946
Cal St. East Bay,50,CCAA,1602,172,7,15,46,1842,437,58,13,24,269,77,6,21,251.3520832498645,-37.66965038712169,-4.533382415198807,8.90380913107511,-1.5750845753076912,319,23,238,49,2022,2,94.25850035890473,342,77.0,9.337676438653638,17.318132464712267,0.2727840199750312,0.3701622971285893,0.35939196525515743,0.09737827715355807,76.7217062344126,0.1460369163952226,0.35292286652078775,Cal St. East Bay,-931.486,4.251200000000001,4.042299955253287,1.0094966344746854,0.1689077445249394
Cal St. Monterey Bay,54,CCAA,1861,250,12,27,79,2229,554,97,17,48,424,59,5,25,419.8824013261486,34.5009640290135,14.448780583809883,8.731069781764628,5.25551278986783,335,10,390,54,2022,2,103.33160559318247,392,85.5072463768116,11.215791834903545,15.029161058770748,0.29768941429339063,0.445459430413756,0.4015253476895469,0.1477700161203654,104.66442234836597,0.1902198295199641,0.400552380952381,Cal St. Monterey Bay,-920.992,16.2968,11.023901727036915,1.087710007304602,3.9587681854926764
Cal St. San Marcos,47,CCAA,1649,189,5,25,68,1936,487,89,13,15,322,42,8,30,316.71388019013096,-23.852117524515403,-2.465436982182077,12.44535897710537,-0.25633626215437355,282,15,293,46,2022,2,105.04424778761062,370,73.68421052631578,9.762396694214875,14.566115702479337,0.29533050333535477,0.39235900545785324,0.3868801652892562,0.09702850212249847,88.85337968150932,0.16632231404958678,0.37841433021806853,Cal St. San Marcos,-894.152,7.315000000000001,7.345192240147994,0.8604932991160535,1.1557455446254314
Cal State LA,50,CCAA,1734,181,5,26,59,2005,504,88,22,17,331,30,5,6,309.88633430390075,-35.055625732595416,13.42057046448781,7.226219092247959,-0.1630469127098899,351,5,297,50,2022,2,102.8472773553917,377,85.71428571428571,9.027431421446384,17.50623441396509,0.2906574394463668,0.3961937716262976,0.37356608478802994,0.1055363321799308,86.28062678988671,0.16508728179551121,0.3695649122807017,Cal State LA,-949.16,10.165200000000006,6.534253882009971,0.9452657004830918,4.2195479271585326
Caldwell,40,CACC,1182,133,2,17,31,1365,331,49,15,26,199,77,10,7,205.09498503182505,-39.25037851621108,-0.6779207081247252,7.692274574909627,-0.22420574928515102,293,17,177,40,2022,2,100.33104282754076,241,81.91489361702128,9.743589743589745,21.465201465201464,0.2800338409475465,0.4128595600676819,0.3641025641025641,0.13282571912013535,87.6089799651254,0.1457875457875458,0.36608743570903746,Caldwell,-681.872,4.915600000000003,5.52128248266936,0.959383588535532,-0.3975759082182506
California (PA),48,PSAC,1401,170,4,27,49,1651,419,75,12,43,301,79,5,15,299.6695144766729,4.456897383304995,11.693041384196096,11.835659847369127,2.953789498263436,269,14,269,48,2022,2,104.11457945317736,289,84.94623655913979,10.29678982434888,16.293155663234405,0.2990720913633119,0.46181299072091364,0.38885523924894005,0.16274089935760172,105.09327435781009,0.1823137492428831,0.3945672550213025,California (PA),-604.6320000000001,5.9086000000000025,7.5935929079468965,0.9614446350295407,-1.4480492284416702
Cameron,48,Lone Star,1468,164,3,11,40,1686,395,69,9,43,260,15,5,4,247.0195362615019,-65.01580445836106,-2.7232291166638256,-0.025163850582407513,-5.194130406676275,433,6,226,48,2022,2,98.10299582150644,274,71.42857142857143,9.727164887307236,25.68208778173191,0.26907356948228883,0.4162125340599455,0.3570581257413998,0.14713896457765668,86.54759638903128,0.1542111506524318,0.36247916666666663,Cameron,-836.168,5.3142000000000085,5.520638324486308,0.9238420077480208,0.23164394394401455
Carson-Newman,52,SAC,1723,207,4,28,86,2048,515,96,13,50,366,49,5,65,382.3511848426806,16.30306710664685,-5.916484462169175,7.753349337260678,3.0891170919534456,343,25,326,51,2022,2,105.01392523386264,356,66.21621621621621,10.107421875,16.748046875,0.2988972721996518,0.4567614625652931,0.396484375,0.1578641903656413,105.92110607933876,0.1787109375,0.39960882352941174,Carson-Newman,-930.4,14.2319,12.92921989706182,1.0587080792682928,0.5134847338843453
Catawba,54,SAC,1857,246,4,18,78,2203,481,87,11,29,331,94,5,19,313.60996622862194,-70.99742752031555,5.655815761971184,8.466849350649351,-1.7305398798700873,443,19,289,54,2022,2,102.65825493154588,354,83.1858407079646,11.166591012256015,20.10894235133908,0.25901992460958534,0.36456650511577815,0.3672265093054925,0.10554658050619281,77.47936805795828,0.15024965955515207,0.35884510250569474,Catawba,-1063.824,7.245600000000007,6.366408672827066,1.103694313654473,0.19845254858205674
Cedarville,47,G-MAC,1570,181,1,23,52,1827,472,81,10,52,344,68,8,8,329.41296449717066,20.59244383909225,6.397447585021358,4.715600749765699,3.3122753310474935,365,9,309,47,2022,2,98.49635651197988,329,88.31168831168831,9.90695128626163,19.978106185002737,0.3006369426751592,0.4643312101910828,0.3864258347016968,0.16369426751592359,105.03566584156746,0.18828680897646416,0.39369643835616436,Cedarville,-770.424,8.427,8.778425979709839,0.9542035055064372,0.05302344525053648
Central Mo.,55,Mid-America Intercollegiate,1886,237,3,36,86,2248,673,134,26,85,574,121,13,52,574.8859508445915,166.07214852006243,6.578278963864782,12.602108796358282,12.3667052783821,314,37,518,55,2022,2,96.50593449239892,428,76.58227848101265,10.542704626334519,13.967971530249109,0.35683987274655354,0.5906680805938495,0.4443950177935943,0.2338282078472959,148.6304687295422,0.25533807829181493,0.4630838537020517,Central Mo.,-744.672,23.27529999999999,21.327957849730975,0.7866713108092418,8.259113243603924
Central Okla.,50,Mid-America Intercollegiate,1669,232,3,23,92,2019,480,99,12,45,385,104,8,26,376.5359584851138,-10.88121170809451,10.61137476112974,8.311934395501407,1.1523035094819827,359,30,341,50,2022,2,102.1973942379628,324,77.61194029850746,11.490837048043586,17.781079742446757,0.28759736369083283,0.44218094667465546,0.399702823179792,0.15458358298382263,103.45087794981663,0.1906884596334819,0.39933432687531045,Central Okla.,-864.392,11.3606,11.276304171805615,0.9069668370690784,1.2496223953801362
Central Wash.,49,Great Northwest,1638,191,2,16,56,1903,489,113,6,41,330,29,1,23,341.0962182711557,0.46002759468782095,7.902109661463494,5.327396867050475,2.6985354807868487,381,10,291,49,2022,2,114.36450922133145,329,74.35897435897436,10.036784025223332,20.021019442984763,0.29853479853479853,0.44993894993894995,0.3878087230688387,0.15140415140415142,102.13364477407075,0.17341040462427745,0.3927409162717219,Central Wash.,-873.96,8.673000000000002,8.727563306007012,0.9375196794046085,0.5234425027542216
Charleston (WV),57,MEC,1735,269,3,35,65,2107,570,134,20,47,465,139,12,27,475.49045177431503,132.10064760291368,6.751185432047534,10.780088740125855,12.640909658896001,331,25,423,57,2022,2,93.47416717631752,369,84.7560975609756,12.766967252017086,15.70953962980541,0.3285302593659942,0.5100864553314121,0.43046986236355006,0.18155619596541783,126.78179557754383,0.22069292833412435,0.43549928605425986,Charleston (WV),-691.408,12.246199999999995,12.808389241001393,0.8324291982449142,1.9030120719508261
Chestnut Hill,44,CACC,1335,187,3,28,53,1606,410,87,18,30,306,128,11,31,316.89971692038336,30.50915274846246,-3.090680987885188,2.331588030526175,4.871375367922473,244,19,268,43,2022,2,99.94388845235363,275,87.07482993197279,11.643835616438356,15.193026151930262,0.30711610486891383,0.4666666666666667,0.4066002490660025,0.15955056179775284,110.77895853389101,0.19053549190535493,0.4089324999999999,Chestnut Hill,-699.227,10.097599999999996,10.104652079301381,0.8917531446540881,1.2186609480015562
Chico St.,48,CCAA,1675,222,3,33,102,2035,576,119,9,37,459,44,6,46,471.33208755996554,123.4213281698689,4.821015519243763,13.544442575980721,9.843233077670991,299,10,398,48,2022,2,102.23587533971563,411,81.48148148148148,10.909090909090908,14.692874692874694,0.34388059701492535,0.4919402985074627,0.4437346437346437,0.14805970149253733,126.10067204666784,0.22555282555282555,0.44097338590438634,Chico St.,-722.624,15.996999999999996,14.149244551683664,0.8101819589624467,5.5957026457168215
Chowan,40,Conference Carolinas,1304,134,2,13,44,1497,354,56,6,22,203,49,10,3,202.84507514630394,-95.54782234530771,-9.581915788149374,9.903810068282233,-5.875211660270241,370,17,182,40,2022,2,112.47560160798568,270,74.24242424242425,8.95123580494322,24.71609886439546,0.2714723926380368,0.37423312883435583,0.35671342685370744,0.10276073619631904,76.95132912946934,0.13560454241816966,0.3524353650368386,Chowan,-757.12,1.6458000000000066,3.193158090129513,0.8676927194860813,-1.2964036711518085
Christian Brothers,46,Gulf South,1454,202,9,18,49,1732,388,69,6,16,239,28,5,5,251.2980960164757,-55.96586738100734,0.5048840091500588,11.453483866648817,-1.9156431407499412,340,8,210,46,2022,2,101.32294078817289,297,77.77777777777779,11.662817551963048,19.630484988452658,0.2668500687757909,0.35557083906464926,0.3741339491916859,0.08872077028885833,77.22742859410397,0.1379907621247113,0.36095624270711785,Christian Brothers,-842.496,2.8432000000000044,4.131634555421243,1.1304934591819837,-1.6166266383853305
Claflin,33,Peach Belt,995,103,0,11,30,1139,273,47,8,10,161,47,7,6,152.61568469998625,-72.555468928025,5.068570438936737,1.4065543981791406,-4.01068711464143,262,14,145,33,2022,2,114.54754200880345,208,77.04918032786885,9.043020193151888,23.002633889376646,0.2743718592964824,0.3678391959798995,0.35645302897278314,0.09346733668341711,75.43597641289021,0.14135206321334504,0.3511150131694468,Claflin,-594.904,2.4220000000000033,1.9289624073384612,0.7075017946877243,1.4943504636472873
Clarion,45,PSAC,1256,173,1,14,31,1475,278,34,8,15,161,49,4,17,139.05941790077813,-97.35876282324952,-12.08592986418159,0.3871563261480786,-7.4153487141202055,362,17,138,44,2022,2,93.60171667437326,221,74.24242424242425,11.728813559322033,24.54237288135593,0.2213375796178344,0.29697452229299365,0.32745762711864407,0.07563694267515925,51.892795637268385,0.10915254237288136,0.31437067209775965,Clarion,-842.616,0.37040000000001017,0.41367574993607814,0.9063846982758621,-0.005019248227046302
Clark Atlanta,42,SIAC,1235,182,2,19,78,1516,286,58,4,14,220,79,2,20,194.65983983338216,-113.16770589190295,-0.8166617662664204,4.45557429374749,-4.5028561732535,363,19,182,26,2022,2,97.33695479121424,210,80.61224489795919,12.005277044854882,23.944591029023744,0.23157894736842105,0.31902834008097164,0.36147757255936674,0.08744939271255059,65.68033472441857,0.14511873350923482,0.345792328042328,Clark Atlanta,-298.414,-0.15659999999999746,1.5118467782784288,0.987384744341995,-1.670447567785621
