Player,Pos,B/T,player_id,Team,Conference,Yr,R/PA,GP,BB,CS,GS,HBP,IBB,K,RBI,SF,AB,PA,H,2B,3B,HR,R,SB,OPS+,Picked,Sac,BA,SlgPct,OBPct,ISO,wOBA,K%,BB%,SB%,wRC+,wRC,Batting,Baserunning,Adjustment,WAR,Clutch,WPA,REA,WPA/LI,wSB,wGDP,wTEB,EBT,Opportunities,OutsOB,GDPOpps,GDP,Division,Season
Diego Johnson,3B,0,7824097,A&M-Corpus Christi,Southland,Jr,0.15611814345991562,54,33,2,54,2,0,26,29,3,199,237,61,10,2,0,37,9,91.10122399491001,0,4,0.307,0.377,0.405,0.07,0.3707932489451477,10.970464135021098,13.924050632911392,81.81818181818183,96.95185620778126,39.381966066507566,0.829502426140198,1.590424975352946,0.6696000000000001,0.422740069948052,0.43601603001654565,1.5786000000000004,-121.31400000000001,1.2190281961940879,0.41060822854050544,2.4982905945823997,-1.3184738477699591,13.0,44.0,2.0,164.0,9.0,1,2023
Tre Jones,OF,L/L,7824099,A&M-Corpus Christi,Southland,Jr,0.16818181818181818,53,16,2,49,3,2,60,38,3,196,220,65,9,5,6,37,8,117.89347736866848,0,0,0.332,0.52,0.385,0.188,0.3979351851851852,27.27272727272727,7.2727272727272725,80.0,113.88971016108647,42.809691943927355,7.022594893797302,-2.0353580886085463,0.265,0.5757121341474289,-0.6151088173561009,0.6761999999999998,-86.47200000000001,1.3258682049713038,0.2645070102289594,-1.0989264153030833,-1.2009386835344222,5.0,23.0,1.0,131.0,1.0,1,2023
Brendan Ryan,OF,0,7824102,A&M-Corpus Christi,Southland,Sr,0.18823529411764706,54,9,9,54,16,3,46,40,3,224,255,77,13,9,7,48,20,135.71056678244045,1,0,0.344,0.576,0.405,0.23199999999999998,0.4294618473895583,18.03921568627451,3.5294117647058822,68.96551724137932,133.56384082480653,58.038438744932115,16.557939891372282,-3.640048084434971,0.27,1.187619537175189,0.18187668022539016,2.5858,-111.43400000000001,2.40047418679311,-1.4976800279293707,-2.2580258536722932,0.11565779716669278,10.0,25.0,1.0,185.0,0.0,1,2023
Leo Markotic,2B,0,7824103,A&M-Corpus Christi,Southland,Sr,0.12980769230769232,53,10,3,48,1,0,49,29,2,195,208,50,9,2,3,27,1,59.83112707612512,0,3,0.256,0.369,0.293,0.11299999999999999,0.2945865384615385,23.557692307692307,4.807692307692308,25.0,49.395258881127155,17.965174363006447,-15.869899211661965,-2.661507282066159,0.6572,-1.1607658417313458,0.24887651568206673,-0.07219999999999806,-95.143,-0.32888706977177434,-1.6905420320352482,0.8888680395419315,-1.8598332895728422,11.0,24.0,5.0,132.0,5.0,1,2023
Christian Smith-Johnson,OF,R/R,7995245,A&M-Corpus Christi,Southland,Fr,0.22929936305732485,45,3,1,39,11,0,38,11,0,143,157,44,5,1,0,36,7,77.14320122716798,0,6,0.308,0.357,0.369,0.04899999999999999,0.3433503184713376,24.203821656050955,1.910828025477707,87.5,79.82616759421678,21.576915113357693,-3.9620586905987523,0.0,0.225,0.0,-0.0029147994862280396,-0.1187999999999998,-1.8960000000000001,-0.1028811188811187,0.6808046680482283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2023
Sean Curtis,INF,0,7995248,A&M-Corpus Christi,Southland,Jr,0.09375,27,8,1,15,1,0,16,6,1,54,64,12,1,0,0,6,1,40.34916686690004,0,3,0.222,0.241,0.328,0.01899999999999999,0.28693749999999996,25.0,12.5,50.0,44.62189653884738,5.015140238959691,-5.395651630169051,-0.6276644699634047,0.33480000000000004,-0.3239073311587622,0.1574384355067142,-0.11940000000000019,-38.664,-0.2986944684672795,-0.44079710404129335,-0.06145507712932696,-0.12541228879278443,4.0,8.0,1.0,46.0,1.0,1,2023
Josh Caraway,C,0,7824119,A&M-Corpus Christi,Southland,Jr,0.22033898305084745,23,5,0,14,2,0,17,12,0,52,59,9,6,0,0,13,3,35.883478218070984,0,0,0.173,0.288,0.271,0.11499999999999999,0.2653559322033898,28.8135593220339,8.47457627118644,100.0,31.153975894220903,3.2900208894663603,-6.307427864886699,0.6823702442913193,1.4214,-0.21541365062901094,-0.08120088862157984,-0.0995999999999994,-21.091,-0.03670954044199601,0.5755005537779756,0.023983738955570655,0.08288595155777312,5.0,9.0,1.0,39.0,1.0,1,2023
Max Puls,1B,0,7824123,A&M-Corpus Christi,Southland,Jr,0.16019417475728157,47,15,2,47,3,0,30,36,1,187,206,59,10,1,10,33,5,119.48178981725745,0,0,0.316,0.54,0.374,0.22400000000000003,0.39063106796116503,14.563106796116504,7.281553398058252,71.42857142857143,109.33159501026759,38.50989102111487,5.000154692356725,-0.9382264849312535,-2.9046,0.26206952472780753,0.24980823989578016,1.3617999999999995,-87.96600000000001,1.0923279049586772,-0.32079332203782596,0.26681258799207774,-0.8842457508855053,5.0,26.0,0.0,142.0,4.0,1,2023
Cole Modgling,OF,R/R,7824125,A&M-Corpus Christi,Southland,So,0.08823529411764706,23,4,0,6,2,0,8,4,0,28,34,7,1,0,0,3,0,64.6487142939551,0,0,0.25,0.286,0.382,0.035999999999999976,0.337235294117647,23.52941176470588,11.76470588235294,0.0,76.010102722952,4.455000058230059,-1.0757331222445856,-0.7320190368133492,0.115,-0.04054815310533507,-0.19390924715838959,-0.3831999999999997,-18.630000000000003,-0.18929075284161012,-0.02939933546642942,-0.24411090309970737,-0.4585087982472125,0.0,5.0,0.0,20.0,0.0,1,2023
Chance Reisdorph,C,R/R,7824127,A&M-Corpus Christi,Southland,So,0.14583333333333334,50,13,4,45,5,0,30,29,2,172,192,49,8,2,2,28,1,79.27702391435183,0,2,0.285,0.39,0.349,0.10500000000000004,0.3372864583333333,15.625,6.770833333333333,20.0,76.04203161723817,25.167933805884317,-6.0644418015019115,-2.218304928200931,3.09,-0.22029696267338678,0.8471298300069725,1.1454000000000004,-91.03200000000001,0.2365533027932672,-2.301939800610112,-0.5989264153030833,0.6825612877122644,9.0,22.0,0.0,131.0,2.0,1,2023
Tyler Linneweber,SS,0,7824131,A&M-Corpus Christi,Southland,Jr,0.18181818181818182,10,0,0,3,2,0,3,1,0,9,11,0,0,0,0,2,0,-52.10027067902432,0,0,0.0,0.0,0.182,0.0,0.14636363636363636,27.27272727272727,0.0,0.0,-43.102853488834306,-0.7571981640989597,-2.546553016605462,0.33016508017624036,0.37000000000000005,-0.0639952187133476,-0.10207823129251697,-0.08919999999999981,-6.154,-0.09816666666666629,-0.004899889244404904,0.4267667290700878,-0.09170175964944251,0.0,1.0,0.0,6.0,1.0,1,2023
Jake Johnson,OF,0,7995231,A&M-Corpus Christi,Southland,Sr,0.1323529411764706,36,13,2,29,2,0,35,9,1,120,136,31,6,1,0,18,0,61.81109446876949,0,1,0.258,0.325,0.338,0.067,0.31469852941176474,25.735294117647058,9.558823529411764,0.0,61.94609395834703,14.61057614915061,-7.512356572747967,-2.7036621728067725,0.18,-0.6117559908880759,-0.9504790187763371,-0.9361999999999989,-172.363,-0.042351368752479475,-1.2791442634603842,-1.5143423019269857,0.08982439258059749,18.0,45.0,2.0,206.0,2.0,1,2023
