Team,GP,Conference,AB,BB,IBB,SF,HBP,PA,H,2B,3B,HR,R,SB,Picked,Sac,wRC,Batting,Baserunning,Adjustment,WAR,K,CS,RBI,GS,Season,Division,PF,1B,SB%,BB%,K%,BA,SlgPct,OBPct,ISO,OPS+,R/PA,wOBA,bat_team,REA,WPA,WPA/LI,li,Clutch
AUM,50,Gulf South,1648,194,4,25,44,1915,473,80,3,25,314,43,1,23,284.3984583440586,-68.40981859903806,6.99905690110944,7.944411815812337,-2.8022085912775307,238,8,291,50,2023,2,105.88085036333308,365,84.31372549019608,10.130548302872063,12.428198433420365,0.28701456310679613,0.38470873786407767,0.3733681462140992,0.09769417475728154,83.57846826880282,0.1639686684073107,0.3527131620346093,AUM,-15.726999999999972,6.058900000000004,4.830965445357918,0.9228249818445896,1.7346348788651715
Academy of Art,48,PacWest,1493,165,3,20,59,1740,376,81,9,21,239,62,6,19,217.10502846406013,-59.65826332951419,-0.1173808142043451,8.174311902693312,-3.7349806157447163,384,13,204,48,2023,2,99.4201946036356,265,82.66666666666667,9.482758620689655,22.06896551724138,0.25184192900200936,0.3603482920294709,0.34655172413793106,0.10850636302746153,71.13951829488498,0.13735632183908045,0.33103056516724333,Academy of Art,-67.49199999999998,6.220600000000007,4.948426844529074,1.074053972561435,0.8432746517792911
Adams St.,49,RMAC,1584,169,0,19,43,1815,501,88,13,31,300,22,8,16,326.7954242398612,-94.56431785856967,-10.51832590322617,4.748151172893138,-7.284575737367657,337,15,270,49,2023,2,111.95002995938566,369,59.45945945945946,9.311294765840222,18.56749311294766,0.3162878787878788,0.44696969696969696,0.3928374655647383,0.13068181818181818,102.77975517177565,0.1652892561983471,0.38146997245179065,Adams St.,-7.381999999999976,12.353400000000004,9.182752420320872,0.9682225258044931,3.5760914102702444
Adelphi,45,NE10,1620,190,8,19,36,1873,495,89,14,33,330,31,5,10,328.78797674000776,-12.117605485346004,0.3039740436134156,11.190549087749783,1.7545022737626996,321,10,284,45,2023,2,105.45910890574709,359,75.60975609756098,10.144153764014948,17.138280832888412,0.3055555555555556,0.4388888888888889,0.38921516284036306,0.1333333333333333,100.00656795242655,0.1761879337960491,0.37706785137318255,Adelphi,15.157000000000021,8.302200000000003,8.468617244975883,0.9729270502945174,0.06460217521273393
Alabama Huntsville,49,Gulf South,1573,201,9,35,88,1906,498,79,8,41,348,41,6,28,380.32978185266757,36.992424972742306,4.5851083739773,13.464092093831452,4.965125523036809,232,14,324,49,2023,2,103.54019103157913,370,74.54545454545455,10.545645330535153,12.17208814270724,0.3165924984106802,0.4551811824539097,0.4176285414480588,0.1385886840432295,111.01441962848301,0.1825813221406086,0.3987139830508475,Alabama Huntsville,32.773000000000025,15.294600000000003,10.757194399239626,1.0624421296296296,3.6385073274339437
Albany St. (GA),49,SIAC,1620,331,6,39,124,2120,524,80,11,33,507,98,5,24,493.5640083735037,95.82860097503689,14.226835626637403,17.488512597741096,10.9561152516498,250,15,455,45,2023,2,100.18800690130116,400,86.72566371681415,15.61320754716981,11.79245283018868,0.3234567901234568,0.44753086419753085,0.46462264150943394,0.12407407407407406,121.32703578754347,0.23915094339622642,0.42910578747628086,Albany St. (GA),56.57100000000001,9.310899999999998,6.9647626058189624,0.9217399691358025,3.136676315973305
Alderson Broaddus,46,MEC,1343,192,2,18,81,1636,362,69,4,21,247,26,5,13,261.7744875251408,-34.343025625698516,-1.103707668125065,-2.0241598609904434,-0.4353023937001694,351,9,234,46,2023,2,112.09061647997258,268,74.28571428571429,11.7359413202934,21.454767726161368,0.2695457930007446,0.37379002233804914,0.3893643031784841,0.10424422933730454,85.19164279498135,0.15097799511002444,0.36323651960784314,Alderson Broaddus,-33.390999999999984,4.856000000000005,5.427170970806029,1.0710383899881617,-0.8932531902737368
Alliance,46,CACC,1273,151,1,11,41,1477,268,48,6,8,158,63,7,3,114.78049838804304,-117.91060715702787,-2.5640496854062063,2.048059079061686,-6.411570720439407,417,19,129,46,2023,2,94.08654864716482,206,76.82926829268293,10.223425863236288,28.23290453622207,0.21052631578947367,0.27651217596229377,0.3121191604603927,0.0659858601728201,43.17617078768481,0.1069735951252539,0.28856406779661015,Alliance,-128.38899999999998,-1.9045999999999912,-2.502642641909109,0.6676673567977917,-0.34997547789035055
American Int'l,47,NE10,1560,213,1,31,64,1869,486,81,13,32,365,97,7,12,354.8377501853885,45.68319466595473,6.12559895804044,10.419799304952216,7.41245992115601,354,25,321,46,2023,2,95.98086368430286,360,79.50819672131148,11.396468699839486,18.940609951845907,0.31153846153846154,0.44166666666666665,0.4087747458533975,0.1301282051282051,105.65911767740003,0.19529159978598182,0.390326191751473,American Int'l,52.954000000000015,11.810799999999997,10.448437300890483,0.8162271373883454,4.021554517551891
Anderson (SC),52,SAC,1686,226,1,27,63,2003,500,79,19,20,332,53,8,44,340.97978449698314,-0.3425836806211713,4.690772842961758,12.573326672458734,2.6801550089436974,302,7,296,52,2023,2,98.105919068146,382,88.33333333333333,11.28307538691962,15.07738392411383,0.29655990510083036,0.4015421115065243,0.3944083874188717,0.10498220640569395,92.81791328193405,0.16575137294058911,0.37247826086956526,Anderson (SC),-10.46299999999998,8.567999999999998,9.237429312149905,0.9894825410180901,-0.5783578835784784
