Player,Pos,B/T,player_id,Team,Conference,Yr,R/PA,GP,BB,CS,GS,HBP,IBB,K,RBI,SF,AB,PA,H,2B,3B,HR,R,SB,OPS+,Picked,Sac,BA,SlgPct,OBPct,ISO,wOBA,K%,BB%,SB%,wRC+,wRC,Batting,Baserunning,Adjustment,WAR,Clutch,WPA,REA,WPA/LI,wSB,wGDP,wTEB,EBT,Opportunities,OutsOB,GDPOpps,GDP,Division,Season
A. Angerstei,SS,0,7592307,Austin,SCAC,-,0.2857142857142857,8,3.0,0.0,2,0.0,0.0,2.0,5.0,0.0,11.0,14.0,4.0,1.0,0.0,0.0,4.0,2.0,136.37240211757512,0.0,0.0,0.364,0.455,0.5,0.091,0.4784285714285713,14.285714285714285,21.428571428571427,100.0,148.21870652314405,3.831566009974989,1.0669373682469765,0.4776583905326531,0.37,0.2084675803176062,-0.1267151784797283,0.0257999999999997,2.369,0.1611435145588053,0.3704017937144364,-0.1026606289877459,0.2099172258059626,1.0,1.0,0.0,9.0,0.0,3,2022
A. Blevins,P,0,7588630,Greensboro,USA South,-,0.0,12,0.0,0.0,3,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,-144.72442543778664,-0.2538013568241206,-0.4365402523666605,0.0,0.186,0.0,0.0,0.0,-0.484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2022
A. Braughton,C,0,7598601,Asbury,DIII Independent,-,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-148.03868701747777,-0.2538013568241206,-0.4057817593336811,0.0,0.07725,0.0,0.0,0.0,-0.652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2022
A. Catterall,2B,0,d3d-7591401,Oberlin,NCAC,-,0.0,5,0.0,0.0,0,0.0,0.0,2.0,1.0,1.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,-136.12644494011957,-1.2690067841206032,-2.1181022971242847,0.3856142419493433,0.0775,-0.0472473608028559,-0.0239999999999857,-0.0001999999999999,-2.4760000000000004,-0.0059999999999993,0.0,-0.0342202096625819,0.4198344516119253,2.0,2.0,0.0,3.0,0.0,3,2022
A. Jaworski,SS,0,d3d-7151829,Penn College,United East,Fr,1.0,11,1.0,1.0,0,0.0,0.0,2.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,5.0,2.0,-48.47113103658403,0.0,0.0,0.0,0.0,0.2,0.0,0.1672,40.0,20.0,66.66666666666666,-33.60471226478454,-0.3472868282220366,-1.292969556021271,-0.1616361044220476,0.50875,0.00549684150353,0.0286379588123348,0.0426,-4.782,-0.0006423399733424,-0.2472503463713909,-0.0342202096625819,0.1198344516119253,1.0,2.0,0.0,3.0,0.0,3,2022
A. Lush,P,0,7583198,Asbury,DIII Independent,-,0.1071428571428571,18,4.0,0.0,13,0.0,0.0,4.0,4.0,1.0,23.0,28.0,7.0,0.0,1.0,0.0,3.0,1.0,93.67651282351406,0.0,1.0,0.304,0.391,0.393,0.087,0.3811785714285713,14.285714285714285,14.285714285714285,100.0,89.48500745895149,4.660926948285149,0.405475678017455,-0.2564595050417126,0.279,0.1343159956930684,-0.097583903322978,-0.0596,-7.118000000000002,0.0414016566615484,0.1506696561907272,-0.1368808386503278,-0.270248322582112,0.0,3.0,0.0,12.0,0.0,3,2022
A. Pugh,1B,0,d3d-7144547,Valley Forge,CSAC,Fr,0.0,4,0.0,0.0,1,0.0,0.0,2.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.66666666666666,0.0,0.0,-158.05716219331566,-0.7614040704723619,-1.3918055313119695,0.0,-0.309,0.0,-0.0463553113553112,-0.0299999999999999,-3.884,-0.0459523809523808,0.0,-0.0342202096625819,0.0,0.0,0.0,0.0,3.0,0.0,3,2022
A. Rivera-Si,C,0,d3d-7593860,Albertus Magnus,Great Northeast,-,0.0,8,1.0,0.0,4,2.0,0.0,8.0,0.0,0.0,14.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,-22.67101565075218,0.0,0.0,0.071,0.071,0.235,0.0,0.2078235294117647,47.05882352941176,5.88235294117647,0.0,-26.177874998681936,-0.4193639700894334,-3.5197083186177425,0.0875244592945076,0.618,-0.1206367549801845,0.0159283908057356,-0.0763999999999996,-13.606,-0.141416313511049,-0.0197321375237091,-0.1026606289877459,0.2099172258059626,1.0,1.0,0.0,9.0,0.0,3,2022
A.J. Cook,INF,0,d3d-7154032,Elms,Great Northeast,So,0.1891891891891892,35,22.0,2.0,35,7.0,0.0,30.0,20.0,0.0,119.0,148.0,30.0,6.0,1.0,1.0,28.0,9.0,84.3491688558987,0.0,1.0,0.252,0.345,0.399,0.0929999999999999,0.3831554054054054,20.27027027027027,14.864864864864863,81.81818181818183,94.66514052583892,24.958898638762232,1.0022812085105062,-0.1935838233457463,0.5425,0.2291445082776593,0.0,0.0,0.0,0.0,0.2637806225917816,-0.0836399726484291,-0.3737244732890987,6.0,17.0,1.0,95.0,2.0,3,2022
A.J. Haines,INF,R/R,d3d-7575564,Hood,MAC Commonwealth,Fr,0.145631067961165,31,7.0,0.0,27,4.0,0.0,32.0,8.0,2.0,90.0,103.0,23.0,6.0,0.0,0.0,15.0,8.0,61.13510404526128,3.0,5.0,0.256,0.322,0.33,0.066,0.3250970873786408,31.06796116504854,6.796116504854369,100.0,62.23965476402875,10.776872595516895,-5.813366591941952,0.0923274140179714,0.4805,-0.2986434619490636,-0.0868995047063631,-0.1193999999999991,-57.745000000000005,-0.0528177064101643,1.4618750373340363,-0.7984715587935793,-0.5710760645224856,2.0,13.0,0.0,70.0,0.0,3,2022
A.J. Kinney,P,0,7354838,Fredonia,SUNYAC,Sr,0.0806451612903225,22,7.0,3.0,18,1.0,0.0,10.0,9.0,0.0,54.0,62.0,12.0,1.0,2.0,0.0,5.0,4.0,57.67697471294117,1.0,1.0,0.222,0.315,0.323,0.093,0.318758064516129,16.129032258064516,11.29032258064516,57.14285714285714,61.37062347050121,6.053731532913336,-4.812519282748349,-1.3775095578525338,0.341,-0.3759224394277392,0.172945879991766,0.4402000000000002,-32.778000000000006,0.3452074027704628,-1.2108135204471548,0.4638833819528825,-0.6305794193582615,0.0,7.0,0.0,47.0,2.0,3,2022
A.J. Kisting,C,R/R,d3d-7585459,St. Norbert,NACC,Fr,0.0,2,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,-144.6261537678059,-0.2538013568241206,-0.4252579627671223,0.0,0.1545,0.0,0.0,0.0,-0.652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2022
A.J. Luciano,SS,0,7346195,Mass. Maritime,MASCAC,Sr,0.1838235294117647,39,6.0,2.0,35,5.0,0.0,16.0,20.0,4.0,121.0,136.0,36.0,8.0,0.0,1.0,25.0,6.0,80.85810622342535,0.0,5.0,0.298,0.388,0.346,0.09,0.3491691176470588,11.76470588235294,4.411764705882353,75.0,74.86645022155713,17.83913454578949,-3.07972143017811,-1.8114278280387144,1.80375,-0.1195502313790058,-0.2594645801428278,0.3777999999999996,-61.73400000000001,0.621834885628429,-0.2720899304561637,-1.0151995533232652,-0.5241383442592853,7.0,22.0,1.0,89.0,0.0,3,2022
A.J. McGettigan,1B,L/R,7581504,Rutgers-Camden,NJAC,Fr,0.0,6,4.0,0.0,1,0.0,0.0,2.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,71.84877799299225,0.0,0.0,0.0,0.0,0.667,0.0,0.5573333333333333,33.33333333333333,66.66666666666666,0.0,198.7386797458076,2.164071682649543,1.0101445762390933,-0.8764352075648294,-0.4634999999999999,0.0488257977178301,0.1786974358974359,0.0711999999999999,-3.212,0.0513333333333329,-0.0197321375237091,-0.0342202096625819,-0.8224828603785383,0.0,2.0,1.0,3.0,0.0,3,2022
A.J. Naha,C,R/R,d3d-7564453,Occidental,SCIAC,So,0.0714285714285714,8,2.0,0.0,3,0.0,0.0,2.0,2.0,0.0,12.0,14.0,4.0,0.0,0.0,0.0,1.0,2.0,89.24200962566732,0.0,1.0,0.333,0.333,0.429,0.0,0.3957142857142857,14.285714285714285,14.285714285714285,100.0,106.55783462393708,2.5548295160389376,0.026728241634808,-0.4532521849036166,0.618,0.0871814264969238,0.187127456740272,0.6082,-4.923000000000002,0.2348888697903401,0.3704017937144364,-0.0912538924335519,-0.732400086184501,0.0,1.0,1.0,8.0,0.0,3,2022
A.J. Pietrafesa,C,0,d3d-7154444,Mass. Maritime,MASCAC,So,0.1409395973154362,40,7.0,3.0,36,4.0,0.0,18.0,20.0,1.0,137.0,149.0,39.0,6.0,2.0,0.0,21.0,3.0,71.19043883839511,1.0,2.0,0.285,0.358,0.336,0.073,0.3360872483221477,12.08053691275168,4.697986577181208,50.0,66.71474872095736,17.395284713029625,-5.523167790052527,0.0223725827111356,3.09,-0.0684503347964862,0.2050772464743453,0.3556000000000001,-78.65,0.1426238122759144,-1.534139379970337,1.870733081134795,-0.3142211184533228,8.0,23.0,1.0,99.0,6.0,3,2022
A.J. Smith,OF,0,d3d-4914771,Webster,SLIAC,Sr,0.154696132596685,46,17.0,1.0,45,2.0,0.0,20.0,33.0,3.0,159.0,181.0,53.0,10.0,1.0,4.0,28.0,9.0,116.9475287518638,1.0,1.0,0.333,0.484,0.398,0.1509999999999999,0.4088674033149171,11.049723756906078,9.392265193370166,90.0,115.72173164510112,35.6551186926732,4.805479894584995,-0.6106799163958975,0.2875,0.4728739883083267,-0.3248340825415921,1.4703999999999997,-70.25500000000001,1.9780947299010463,0.8764997282966817,-0.4828757520452187,-1.0043038926473604,6.0,24.0,1.0,130.0,2.0,3,2022
A.J. Wylie,UT,0,d3d-7582576,Berea,USA South,Fr,0.1057692307692307,31,10.0,2.0,28,1.0,0.0,36.0,4.0,0.0,93.0,104.0,18.0,2.0,0.0,0.0,11.0,6.0,22.703210418124776,0.0,0.0,0.194,0.215,0.279,0.0209999999999999,0.2622596153846154,34.61538461538461,9.615384615384617,75.0,10.076368354691107,3.6763237193984,-16.914887803846575,0.6684883889494266,0.4805,-1.0497707518839503,0.1082197898224959,-0.3041999999999992,-71.31600000000002,-0.4770459700800056,-0.2178265522659636,0.1673082315438387,0.7190067096715516,6.0,12.0,0.0,73.0,2.0,3,2022
A.T. DiPina,C,R/R,d3d-7145751,Wentworth,CCC,So,0.1875,10,3.0,0.0,10,1.0,0.0,4.0,12.0,1.0,27.0,32.0,11.0,2.0,2.0,0.0,6.0,0.0,169.75090039325923,0.0,1.0,0.407,0.63,0.469,0.223,0.4929375,12.5,9.375,0.0,162.80694600024574,9.269756802135303,3.5793314080576293,-0.2412396953019979,0.7725,0.357244293932078,0.0,0.0,0.0,0.0,-0.0542633781902,-0.2167279945296858,0.0297516774178879,1.0,3.0,0.0,19.0,0.0,3,2022
