Team,GP,Conference,AB,BB,IBB,SF,HBP,PA,H,2B,3B,HR,R,SB,Picked,Sac,wRC,Batting,Baserunning,Adjustment,WAR,K,CS,RBI,GS,Season,Division,PF,1B,SB%,BB%,K%,BA,SlgPct,OBPct,ISO,OPS+,R/PA,wOBA,bat_team,REA,WPA,WPA/LI,li,Clutch
Adrian,47,Michigan Intercol. Ath. Assn.,1632.0,217.0,3.0,26.0,94.0,1972.0,510.0,98.0,13.0,26.0,372.0,59.0,7.0,59.0,392.4820489490575,46.591747886165564,6.353829037279197,4.9348,4.3203702579850685,262.0,17.0,335.0,47,2024,3,99.1022884351396,373.0,77.63157894736842,11.004056795131847,13.28600405679513,0.3125,0.4362745098039216,0.4178498985801217,0.12377450980392157,110.6504873519174,0.18864097363083165,0.4004023397761953,Adrian,-862.6239999999999,13.633199999999997,10.690882587025925,1.0023819028609449,2.9099216185257184
Albertus Magnus,35,Great Northeast,1179.0,160.0,2.0,23.0,52.0,1416.0,329.0,71.0,7.0,14.0,229.0,52.0,6.0,8.0,226.62012837942314,-34.04139499911799,-10.939944592663426,9.584575000000001,-0.2622148091298711,280.0,14.0,198.0,32,2024,3,112.28770102622698,237.0,78.78787878787878,11.299435028248588,19.774011299435028,0.27905004240882103,0.38676844783715014,0.3834745762711864,0.10771840542832911,90.0630672368821,0.1617231638418079,0.36557932011331445,Albertus Magnus,-677.621,5.900600000000001,5.885087270714401,1.0301691216584834,-0.15728988682412837
Albion,38,Michigan Intercol. Ath. Assn.,1321.0,154.0,2.0,18.0,44.0,1539.0,410.0,84.0,12.0,30.0,267.0,78.0,10.0,14.0,290.74190970417646,19.34653985158522,3.9789935762523085,12.415650000000001,2.5782525854204184,238.0,13.0,239.0,38,2024,3,99.64216728006016,284.0,85.71428571428571,10.00649772579597,15.464587394411955,0.31037093111279335,0.46025738077214234,0.396361273554256,0.149886449659349,110.92460066909493,0.17348927875243664,0.39123127035830624,Albion,-705.425,3.289400000000001,6.328907863352564,1.0671473518615626,-3.2464844339527934
Albright,36,MAC Commonwealth,1272.0,137.0,2.0,14.0,45.0,1470.0,336.0,37.0,12.0,13.0,202.0,72.0,5.0,16.0,183.40978970507422,-72.8439614760044,-1.9422407774562997,5.449275,-3.2719644559522894,275.0,14.0,170.0,36,2024,3,99.7974298751119,274.0,83.72093023255815,9.319727891156463,18.70748299319728,0.2641509433962264,0.34276729559748426,0.35374149659863946,0.07861635220125784,71.97337892544446,0.13741496598639455,0.33415620736698504,Albright,-790.304,5.894500000000002,2.868872531535333,1.075703125,2.6107991948064506
Alfred,33,Empire 8,865.0,115.0,0.0,5.0,42.0,1027.0,165.0,33.0,4.0,7.0,88.0,6.0,7.0,1.0,78.50364955060047,-111.44352341415308,-7.881203353781857,6.338475000000001,-4.945237736877547,303.0,2.0,75.0,33,2024,3,101.7413900814802,121.0,75.0,11.197663096397275,29.503407984420644,0.1907514450867052,0.26242774566473986,0.31353456669912366,0.07167630057803467,42.5251386779653,0.08568646543330087,0.2911304771178189,Alfred,-618.356,-0.049799999999995626,-0.4845008445306735,0.5700272817460318,0.3971366049675163
Alfred St.,42,AMCC,1346.0,170.0,2.0,19.0,52.0,1589.0,360.0,57.0,9.0,18.0,243.0,73.0,7.0,33.0,224.4419075404795,-61.59220363010085,-3.7101311809739936,8.5241,-2.2368913451849384,296.0,21.0,206.0,42,2024,3,107.06527174824508,276.0,77.6595744680851,10.698552548772813,18.628067967275015,0.2674591381872214,0.36329866270430905,0.36752674638137195,0.09583952451708766,80.39169982839054,0.1529263687853996,0.3487627760252366,Alfred St.,-836.6719999999999,11.865500000000003,5.789137976937897,0.9478978978978978,6.7285604231888305
Allegheny,41,PAC,1380.0,146.0,4.0,23.0,91.0,1644.0,433.0,94.0,12.0,21.0,324.0,120.0,10.0,31.0,322.2849896387461,63.237076563501084,4.098285124462093,16.170375,7.440677377155165,266.0,29.0,269.0,41,2024,3,95.7935329749904,306.0,80.53691275167785,8.880778588807786,16.180048661800488,0.31376811594202897,0.4449275362318841,0.4099756690997567,0.1311594202898551,110.7185849549218,0.19708029197080293,0.3976601466992665,Allegheny,-733.3919999999999,10.793399999999998,9.53382221988352,0.8933317879771288,2.5483628599071615
Alma,42,Michigan Intercol. Ath. Assn.,1457.0,195.0,6.0,28.0,68.0,1754.0,448.0,96.0,13.0,20.0,315.0,38.0,4.0,35.0,336.3210694606002,14.852072355489623,1.0451810824243843,15.911675000000002,2.3065309737234663,252.0,12.0,292.0,42,2024,3,103.60469990577684,319.0,76.0,11.117445838084379,14.367160775370582,0.3074811256005491,0.43239533287577214,0.4087799315849487,0.12491420727522307,107.4157990849252,0.17958950969213228,0.3933794489092997,Alma,-820.0669999999999,12.213199999999997,8.420843269080203,1.086765601217656,2.8172746712703507
Alvernia,47,MAC Commonwealth,1501.0,215.0,2.0,27.0,76.0,1821.0,453.0,92.0,18.0,23.0,353.0,59.0,5.0,43.0,350.5387661917287,30.76370200259468,-5.907471174622323,11.751675,4.232524992377532,339.0,23.0,311.0,47,2024,3,100.53011484543173,320.0,71.95121951219512,11.806699615595827,18.616144975288304,0.301798800799467,0.4330446369087275,0.4096650192202087,0.1312458361092605,107.7962411289621,0.19384953322350357,0.39446119977985694,Alvernia,-876.3179999999999,13.4648,9.57421536439075,0.8230674846625767,6.785075035132209
Amherst,36,NESCAC,1214.0,172.0,3.0,26.0,56.0,1471.0,383.0,61.0,12.0,24.0,312.0,84.0,6.0,4.0,293.375231659339,15.109002679511548,0.49973188307644845,10.697375000000001,2.270475356164768,160.0,22.0,262.0,36,2024,3,99.21397636175834,286.0,79.24528301886792,11.692726036709722,10.876954452753228,0.3154859967051071,0.44481054365733114,0.4174031271244052,0.12932454695222406,112.57938060096096,0.21210061182868797,0.4007617747440273,Amherst,-601.217,11.268799999999997,8.541805310803461,0.8416889126179036,4.8465140920869345
