Player,player_id,B/T,Team,Conference,App,GS,ERA,IP,H,R,ER,BB,SO,HR-A,2B-A,3B-A,HB,BF,FO,GO,Pitches,gmLI,K9,BB9,HR9,RA9,H9,IR-A%,K%,BB%,K-BB%,HR/FB,FIP,xFIP,ERA+,WAR,Yr,Inh Run,Inh Run Score,Clutch,pWPA,pREA,pWPA/LI,Division,Season
Cole Kehoe,7808506?year_stat_category_id=15001,L/R,AUM,Gulf South,10,1,9.69,13.0,19,17,14,7,15,1,2,0,5,70,16,7,239,0.0,10.384615384615383,4.846153846153846,0.6923076923076923,11.76923076923077,13.153846153846153,0.0,21.428571428571427,10.0,11.428571428571427,5.88235294117647,6.067084320605742,6.614467508632353,54.9408676725031,-0.039375850262681256,So,0,0,,,,,2,2023
Mason Elmore,7808508?year_stat_category_id=15001,L/L,AUM,Gulf South,9,0,11.0,9.0,19,13,11,4,3,0,6,0,4,54,11,11,154,0.0,3.0,4.0,0.0,13.0,19.0,0.0,5.555555555555555,7.4074074074074066,-1.8518518518518512,0.0,6.605545859067281,8.051792891013722,35.33019034030278,-0.050933733715071476,So,0,0,,,,,2,2023
Luke Turner,7808510?year_stat_category_id=15001,R/R,AUM,Gulf South,6,6,7.14,29.0,39,27,23,8,19,7,3,0,8,140,40,24,458,0.0,5.896551724137931,2.4827586206896552,2.1724137931034484,8.379310344827585,12.10344827586207,0.0,13.571428571428571,5.714285714285714,7.857142857142857,14.893617021276595,8.088304479756935,6.86812421177369,93.11432354816016,-0.15418247728274728,Jr,0,0,,,,,2,2023
Jackson Gantt,7808511?year_stat_category_id=15001,R/R,AUM,Gulf South,1,0,0.0,1.0,1,0,0,0,1,0,0,0,0,4,2,0,16,0.0,9.0,0.0,0.0,0.0,9.0,0.0,25.0,0.0,25.0,0.0,2.6055458590672806,4.972131911343274,200.0,0.010484529060081096,So,0,0,,,,,2,2023
Clay Slagle,7808514?year_stat_category_id=15001,R/R,AUM,Gulf South,15,13,5.19,69.1,68,42,40,23,39,9,6,2,7,305,80,79,0,0.0,5.079594790159191,2.9956584659913172,1.1722141823444285,5.470332850940666,8.85672937771346,0.0,12.786885245901638,7.540983606557377,5.245901639344261,10.112359550561797,6.472405482801,6.303274937595236,122.30578980601558,0.3866793756926923,So,1,0,,,,,2,2023
Andrew Cronan,7808516?year_stat_category_id=15001,R/R,AUM,Gulf South,13,12,6.16,61.1,81,52,42,21,33,9,6,0,13,290,65,71,903,0.0,4.86088379705401,3.0932896890343695,1.32569558101473,7.659574468085107,11.931260229132569,0.0,11.379310344827587,7.241379310344828,4.137931034482759,12.162162162162163,7.109637512095103,6.627864745060927,107.78490659056956,0.07308428411174406,Sr,0,0,,,,,2,2023
Michael Myers,7808519?year_stat_category_id=15001,R/R,AUM,Gulf South,16,0,6.57,24.2,38,21,18,5,21,3,9,0,1,115,22,26,388,0.0,7.809917355371901,1.859504132231405,1.115702479338843,7.809917355371901,14.132231404958679,100.0,18.26086956521739,4.3478260869565215,13.91304347826087,12.0,5.225380569811082,4.836220472846203,101.64721368507175,-0.0037237887742865294,Jr,3,3,,,,,2,2023
Mario Galloway,7808493?year_stat_category_id=15001,R/R,AUM,Gulf South,11,0,8.22,7.2,9,11,7,11,2,1,2,0,3,48,7,13,141,0.0,2.5,13.75,1.25,13.75,11.25,0.0,4.166666666666666,22.916666666666664,-18.75,12.5,11.688879192400613,11.198093665887278,76.94674223611715,-0.1822066092758686,Sr,1,0,,,,,2,2023
Tommy Vickers,7808495?year_stat_category_id=15001,L/L,AUM,Gulf South,9,0,7.27,8.2,8,8,7,4,5,0,1,0,1,41,13,7,142,0.0,5.487804878048781,4.390243902439025,0.0,8.78048780487805,8.78048780487805,40.0,12.195121951219512,9.75609756097561,2.439024390243903,0.0,5.215301956628256,7.0912543151397145,91.16822579763647,-0.0011439082096418168,Jr,5,2,,,,,2,2023
Will Collins,7808499?year_stat_category_id=15001,L/L,AUM,Gulf South,11,1,6.14,14.2,14,12,10,8,9,2,1,0,7,76,14,20,198,0.0,5.704225352112676,5.070422535211268,1.267605633802817,7.605633802816902,8.873239436619718,33.33333333333333,11.842105263157894,10.526315789473683,1.3157894736842106,12.5,8.337940225264465,7.840242226546714,108.08430624449628,-0.16956851016438348,Sr,3,1,,,,,2,2023
Clayton Weatherly,7983979?year_stat_category_id=15001,R/R,AUM,Gulf South,12,8,4.97,25.1,21,14,14,21,25,3,4,1,3,114,34,10,391,0.0,8.96414342629482,7.529880478087649,1.0756972111553784,5.019920318725099,7.529880478087649,0.0,21.929824561403507,18.421052631578945,3.5087719298245617,8.108108108108109,7.035824743529432,7.226336375685046,125.59918599920951,-0.020769597401358975,So,0,0,,,,,2,2023
Daniel Swatek,7983981?year_stat_category_id=15001,R/R,AUM,Gulf South,13,1,3.24,16.2,24,12,6,8,11,1,2,0,4,84,12,22,267,0.0,6.111111111111112,4.444444444444445,0.5555555555555556,6.666666666666667,13.333333333333334,66.66666666666666,13.095238095238097,9.523809523809524,3.571428571428573,7.6923076923076925,6.272212525733948,6.419299522017525,151.497256063871,-0.06412072358275173,Jr,3,2,,,,,2,2023
Wade Chandler,7987288?year_stat_category_id=15001,L/L,AUM,Gulf South,14,1,5.55,24.1,22,20,15,12,17,5,3,0,5,115,28,26,415,0.0,6.348547717842323,4.481327800829875,1.867219917012448,7.468879668049792,8.215767634854771,40.0,14.782608695652174,10.434782608695652,4.3478260869565215,15.151515151515152,8.008035485623298,6.931216807720968,116.91659603533458,-0.25906019151981524,Sr,5,2,,,,,2,2023
Levi Clark,7983964?year_stat_category_id=15001,R/R,AUM,Gulf South,12,2,6.75,14.2,14,15,11,14,13,1,2,0,2,74,18,11,243,0.0,8.23943661971831,8.873239436619718,0.6338028169014085,9.507042253521128,8.873239436619718,33.33333333333333,17.56756756756757,18.91891891891892,-1.3513513513513509,5.263157894736842,7.070334591461647,7.738121034885728,98.95261679973125,-0.0944499869126689,So,3,1,,,,,2,2023
Brett Pitts,7983970?year_stat_category_id=15001,R/R,AUM,Gulf South,13,0,4.09,11.0,9,8,5,5,6,1,2,0,5,53,9,16,151,0.0,4.909090909090908,4.090909090909091,0.8181818181818182,6.545454545454546,7.363636363636364,0.0,11.320754716981133,9.433962264150944,1.8867924528301891,10.0,7.423727677249099,7.317630428283642,138.77277077198528,-0.09757458995339754,Jr,1,0,,,,,2,2023
Laiten Hudson,7983963?year_stat_category_id=15001,R/R,AUM,Gulf South,3,0,21.6,1.2,5,4,4,3,1,0,1,0,1,14,2,2,45,0.0,7.5,22.5,0.0,30.0,37.5,0.0,7.142857142857142,21.428571428571427,-14.285714285714285,0.0,12.938879192400615,14.911034235963943,-123.35162624086004,-0.036304053039332214,So,0,0,,,,,2,2023
Grant Hickman,7983968?year_stat_category_id=15001,R/R,AUM,Gulf South,14,3,5.16,45.1,58,31,26,17,48,6,5,1,7,211,38,39,723,0.0,9.57871396895787,3.3924611973392462,1.1973392461197339,6.1862527716186255,11.574279379157426,75.0,22.748815165876778,8.056872037914692,14.691943127962086,13.636363636363635,5.8028851051870145,5.227827303636501,122.75488928690565,0.2001914693306137,Jr,4,3,,,,,2,2023
Lucas Baggett,7983961?year_stat_category_id=15001,R/R,AUM,Gulf South,15,2,2.15,29.1,26,9,7,10,15,1,6,0,3,127,42,26,378,0.0,4.639175257731958,3.0927835051546393,0.3092783505154639,2.783505154639175,8.041237113402062,33.33333333333333,11.811023622047244,7.874015748031496,3.937007874015748,2.3255813953488373,5.361559604771748,6.663332804906933,167.81453720287735,-0.0006270445473232078,Fr,6,2,,,,,2,2023
Joseph Anderson,7808625?year_stat_category_id=15001,R/R,Academy of Art,PacWest,3,0,3.86,4.2,7,4,2,3,2,0,1,0,2,27,8,3,91,0.0,4.285714285714286,6.428571428571429,0.0,8.571428571428571,14.999999999999998,0.0,7.4074074074074066,11.11111111111111,-3.703703703703704,0.0,7.224593478114899,9.478484956472988,138.46086113643227,-0.04405038823960444,So,0,0,,,,,2,2023
Andrew McAlpin,7808626?year_stat_category_id=15001,R/R,Academy of Art,PacWest,14,1,6.0,24.0,24,23,16,11,10,2,7,1,7,113,36,20,320,0.0,3.75,4.125,0.75,8.625,9.0,60.0,8.849557522123893,9.734513274336283,-0.8849557522123899,5.263157894736842,7.105545859067281,7.895759817119108,104.34330746595694,-0.23086617797795017,So,10,6,,,,,2,2023
Brian Kraft,7808628?year_stat_category_id=15001,L/L,Academy of Art,PacWest,14,12,7.92,44.1,48,52,39,46,49,0,7,0,12,234,35,36,705,0.0,10.0,9.387755102040817,0.0,10.612244897959183,9.795918367346937,0.0,20.94017094017094,19.65811965811966,1.282051282051281,0.0,6.328901868137575,7.268023317453446,73.73316585506315,0.10624118043812036,So,0,0,,,,,2,2023
Cole Shafer,7808630?year_stat_category_id=15001,R/R,Academy of Art,PacWest,10,2,9.35,26.0,30,30,27,20,22,1,3,2,8,134,28,22,432,0.0,7.615384615384615,6.923076923076923,0.34615384615384615,10.384615384615383,10.384615384615383,25.0,16.417910447761194,14.925373134328357,1.4925373134328375,3.4482758620689653,6.644007397528819,7.463834234375046,50.93498746778289,-0.18244883530369368,So,4,1,,,,,2,2023
Fernando Duenas,7987995?year_stat_category_id=15001,R/R,Academy of Art,PacWest,21,1,6.33,42.2,58,38,30,17,30,4,11,0,12,207,51,35,675,0.0,6.398104265402843,3.625592417061611,0.8530805687203791,8.104265402843602,12.369668246445498,55.55555555555556,14.492753623188406,8.212560386473431,6.280193236714975,7.2727272727272725,6.477583773759224,6.787562836261352,99.08218937658458,-0.29867545062782186,Jr,18,10,,,,,2,2023
