Team,GP,Conference,AB,BB,IBB,SF,HBP,PA,H,2B,3B,HR,R,SB,Picked,Sac,wRC,Batting,Baserunning,Adjustment,WAR,K,CS,RBI,GS,Season,Division,PF,1B,SB%,BB%,K%,BA,SlgPct,OBPct,ISO,OPS+,R/PA,wOBA,bat_team,REA,WPA,WPA/LI,li,Clutch
Ark.-Fort Smith,33,Lone Star,1085,162,0,21,49,1317,286,45,7,17,224,25,3,17,197.96434801009974,-28.940707264550472,-3.5960429425840217,11.083092794469557,-0.5634061393513748,258,6,193,33,2021,2,93.65117584741192,217,80.64516129032258,12.300683371298406,19.58997722095672,0.26359447004608294,0.3649769585253456,0.3773728170083523,0.10138248847926268,80.62248967871808,0.170083523158694,0.36434548215641605,Ark.-Fort Smith,-611.9509999999999,5.932100000000002,4.32359241580828,1.1142401809582563,1.0003046230674357
Ark.-Monticello,40,GAC,1347,166,1,23,31,1568,417,91,4,56,282,28,5,4,308.42920787651695,15.826689648590165,-1.2523737554048693,12.16576905838113,0.974725810364576,296,5,266,40,2021,2,105.11048345137348,266,84.84848484848484,10.58673469387755,18.877551020408163,0.30957683741648107,0.5077951002227171,0.39221938775510207,0.19821826280623606,116.75359594101718,0.1798469387755102,0.40817752234993615,Ark.-Monticello,-672.588,9.437600000000003,9.339605429291074,0.9591909023117077,0.4995204186030424
Arkansas Tech,45,GAC,1500,147,4,20,65,1736,491,97,15,57,322,62,3,22,370.60002619595906,51.259596356094974,0.4514625383026645,16.50851171800813,5.107611143010798,262,22,282,45,2021,2,103.5947991020436,322,73.80952380952381,8.46774193548387,15.092165898617512,0.3273333333333333,0.526,0.40725806451612906,0.1986666666666667,124.77859529169253,0.18548387096774194,0.4237471064814815,Arkansas Tech,-743.174,7.8645000000000005,11.901057214934953,0.9105795768169272,-3.264250284241882
Ashland,43,GLIAC,1500,187,1,22,62,1772,456,100,13,33,325,44,0,19,332.37084577516634,12.22900439353306,-7.325751347920655,9.45837030425039,2.6078353630294755,282,18,285,42,2021,2,103.3153521454799,310,70.96774193548387,10.553047404063205,15.914221218961625,0.304,0.454,0.3984198645598194,0.15000000000000002,106.21149585858909,0.18340857787810383,0.39961299435028247,Ashland,-728.3499999999999,8.7702,11.019884044911354,0.9065696241528034,-1.3458339043103784
Assumption,23,NE10,709,100,2,10,26,847,187,45,1,19,137,15,3,5,133.90826362024237,-12.981981180661062,1.4803040231893727,6.977915789873515,0.7665890914846859,162,2,125,23,2021,2,101.82780145530664,122,88.23529411764706,11.80637544273908,19.126328217237308,0.2637517630465444,0.4104372355430183,0.371900826446281,0.1466854724964739,89.4708390300861,0.1617473435655254,0.37120521945432977,Assumption,-378.697,4.2426,5.5442265094114,0.7657323990657324,-0.00364861930725624
Augusta,36,Peach Belt,1206,174,2,11,14,1407,307,58,5,30,189,23,5,16,194.23802341984316,-82.30267567174153,-7.040711251862895,3.660493751661793,-5.3490764156141335,295,9,170,36,2021,2,111.91772023929876,214,71.875,12.366737739872068,20.966595593461264,0.25456053067993367,0.3855721393034826,0.35323383084577115,0.13101160862354894,78.99723755195691,0.13432835820895522,0.35235210263720596,Augusta,-728.0089999999999,5.692600000000004,4.255403005939329,0.9429678188319428,1.7814944218556565
Augustana (Sd),49,NSIC,1669,174,1,22,62,1928,545,99,14,71,402,126,10,14,410.62300550837205,88.22637797562196,7.684101861614538,18.050033121890078,9.597030578589486,291,19,354,49,2021,2,,361,86.89655172413792,9.024896265560166,15.093360995850622,0.32654284002396644,0.530257639304973,0.40560165975103735,0.2037147992810066,125.30975890449847,0.20850622406639005,0.4236853582554517,,,,,,
Aum,41,Gulf South,1409,144,4,20,78,1655,391,61,5,20,259,39,4,30,245.30279161179652,-26.237062608753675,1.847938291397655,9.58759752345501,-0.30888512904779675,271,13,236,41,2021,2,,305,75.0,8.700906344410877,16.37462235649547,0.27750177430801987,0.37047551454932576,0.37280966767371604,0.09297374024130589,80.67797499089497,0.1564954682779456,0.3622531876138434,,,,,,
Azusa Pacific,43,PacWest,1454,169,10,27,65,1725,481,74,4,103,391,56,6,10,416.37690236503795,130.9177340034153,3.735892500055011,16.436640141299808,11.374327064345863,297,9,366,42,2021,2,104.1282434510248,300,86.15384615384616,9.797101449275363,17.217391304347824,0.33081155433287485,0.5997248968363136,0.42028985507246375,0.26891334250343873,144.82620763497013,0.22666666666666666,0.45051730205278595,Azusa Pacific,-624.5559999999999,12.436399999999999,14.556563094268888,0.8166129279901735,0.6726839256235628
Barry,25,Sunshine State,790,98,2,5,33,928,216,33,1,13,146,58,4,4,139.6935520968367,-14.521211623464527,1.888557235825425,6.998450526075891,0.8034756653113176,196,13,123,25,2021,2,108.14445960925968,169,81.69014084507043,10.560344827586206,21.120689655172413,0.27341772151898736,0.3670886075949367,0.3760775862068966,0.09367088607594937,80.76271511915283,0.15732758620689655,0.3644101731601732,Barry,-440.12699999999995,4.489200000000001,5.119404466145129,0.973197219808862,-0.5065676139378343
Barton,37,Conference Carolinas,1314,136,4,19,71,1544,392,74,5,23,256,46,5,17,265.9109265348348,-20.026301460917338,-5.685325337479711,13.066111026702627,0.94020322753513,228,11,227,37,2021,2,104.46634960396877,290,80.7017543859649,8.808290155440414,14.766839378238341,0.2983257229832572,0.4147640791476408,0.3905440414507772,0.11643835616438358,95.29768420194848,0.16580310880829016,0.3849895833333334,Barton,-681.1139999999999,7.752000000000001,8.173146783221586,1.0096573208722741,-0.4952942685656154
Belmont Abbey,41,Conference Carolinas,1272,181,7,24,45,1529,341,69,6,47,262,51,2,4,257.50966607104425,-19.90121508288054,0.5836089873373006,-1.165877350248794,0.2707176686426076,314,10,238,41,2021,2,102.32158599461992,219,83.60655737704919,11.8378024852845,20.53629823413996,0.26808176100628933,0.44261006289308175,0.3754087638979725,0.17452830188679241,97.6526494226228,0.17135382603008503,0.3809023102310231,Belmont Abbey,-687.944,7.2436000000000025,8.12839301813351,0.9467928216062544,-0.47772242294344647
Bemidji St.,39,NSIC,1203,144,0,16,35,1398,304,56,4,23,201,34,7,8,176.38377686051635,-74.56241506418485,-3.8163758752804386,10.637347400007597,-3.6575087514267794,306,10,177,39,2021,2,107.00857818420567,221,77.27272727272727,10.300429184549357,21.888412017167383,0.25270157938487114,0.3632585203657523,0.34549356223175964,0.11055694098088115,71.94223948983914,0.14377682403433475,0.3414792560801145,Bemidji St.,-723.125,4.699400000000003,3.4285410965592145,0.9038619075482739,1.770704452738387
Benedict,8,SIAC,216,58,0,2,8,284,53,14,2,3,64,76,4,0,52.30379952888056,-1.7562137175871904,10.717228282470497,0.5144305465871537,2.228592030835798,70,2,42,7,2021,2,105.42461181018878,34,97.43589743589743,20.422535211267608,24.647887323943664,0.24537037037037038,0.37037037037037035,0.41901408450704225,0.12499999999999997,92.67224598609671,0.22535211267605634,0.39640492957746476,Benedict,-90.884,3.194799999999998,2.1403022670446714,1.084715821812596,0.8049852780944615
Bentley,28,NE10,909,132,1,22,30,1094,261,52,11,14,201,27,3,14,184.5327393686482,9.940260587766248,3.13409224044383,2.444695749610666,2.267289981510352,178,4,163,28,2021,2,93.93632392062348,184,87.09677419354838,12.065813528336381,16.270566727605118,0.2871287128712871,0.41474147414741475,0.3875685557586837,0.12761276127612764,94.5186361297282,0.18372943327239488,0.3817912087912088,Bentley,-439.67499999999995,8.0924,8.327813815287492,1.034236641221374,-0.5032989243401538
Biola,33,PacWest,1059,141,18,9,34,1261,284,45,2,40,193,43,10,18,218.38070500968757,10.4463577910946,-5.122445308963486,7.816653549587876,-1.5064421755763542,290,10,175,32,2021,2,103.79326923076924,197,81.13207547169812,11.181601903251389,22.997620935765266,0.26817752596789424,0.42776203966005666,0.3782712133227597,0.15958451369216242,95.0423119566671,0.15305313243457574,0.3799910204081633,Biola,-626.198,4.821200000000006,4.392148346389467,1.0858138062064597,0.048023598784059374
Bloomfield,24,CACC,709,115,1,12,22,859,180,39,2,28,133,47,6,2,139.5524255160346,-39.236206697181984,2.2214323431373377,8.863925095909144,-1.147556032270097,210,12,121,24,2021,2,106.75944127118076,111,79.66101694915254,13.38766006984866,24.447031431897557,0.2538787023977433,0.4330042313117066,0.370197904540163,0.17912552891396333,94.12686016128269,0.1548311990686845,0.37549474912485414,Bloomfield,-402.44199999999995,2.035400000000003,3.8319888216378026,0.7983158563711471,-1.2823714192575095
Bloomsburg,42,PSAC,1219,200,0,8,41,1468,346,65,2,58,271,25,3,5,289.73770725140787,-0.09573910815622977,8.086730348634886,-14.401222927033086,0.12474547282200055,372,6,248,42,2021,2,112.04508967704444,221,80.64516129032258,13.623978201634879,25.340599455040874,0.2838392124692371,0.4831829368334701,0.39986376021798364,0.19934372436423298,113.18087852872046,0.1846049046321526,0.40890599455040866,Bloomsburg,-635.012,11.7036,9.911106505236827,0.8839346110484779,3.329239391070807
Bluefield St.,23,DII Independent,659,100,1,5,40,805,186,36,7,13,141,30,2,5,149.6235321500533,25.545650714105733,-1.417059202363968,7.995093326243022,1.7219302768518896,161,11,133,19,2021,2,104.18436433287712,130,73.17073170731707,12.422360248447205,20.0,0.2822458270106222,0.417298937784522,0.4062111801242236,0.1350531107738998,99.94554034804968,0.17515527950310558,0.3977123287671233,Bluefield St.,-172.362,0.4302000000000009,0.6324933699712335,0.8381708238851096,-0.11923284151961366
Bridgeport,21,ECC,673,87,2,9,27,798,199,41,9,6,142,32,5,7,138.92992981221596,8.890931151693849,5.310606993481781,9.941644699358074,2.6473510988157383,170,6,125,21,2021,2,96.70393434332468,143,84.21052631578947,10.902255639097744,21.303258145363408,0.29569093610698366,0.4101040118870728,0.39473684210526316,0.11441307578008914,95.33532372324727,0.17794486215538846,0.38647607052896726,Bridgeport,-345.013,3.899800000000001,3.485651923696266,0.9033056420906889,0.831602190840167
Caldwell,30,CACC,941,112,1,11,44,1109,281,37,22,18,207,60,8,13,202.9439643522894,-15.381810476461187,-3.2608601938058976,6.696448285030577,0.12416202033632207,237,14,179,30,2021,2,100.33104282754076,204,81.08108108108108,10.099188458070333,21.37060414788097,0.29861849096705634,0.44208289054197664,0.39495040577096485,0.1434643995749203,102.61642674809667,0.18665464382326422,0.39496386630532976,Caldwell,-475.549,6.424,5.704719072854558,0.8848150782361308,1.5555550318839986
California (Pa),41,PSAC,1171,156,6,10,33,1376,303,59,20,37,256,52,1,13,217.77621412605342,-24.8401476143959,-3.988567172706858,10.794190298932655,-1.343552408906318,302,17,215,41,2021,2,,187,75.36231884057972,11.337209302325581,21.947674418604652,0.2587532023911187,0.4380871050384287,0.36191860465116277,0.17933390264730997,93.12183140537651,0.18604651162790697,0.3712763929618768,,,,,,
Cameron,39,Lone Star,1321,154,0,4,50,1529,328,68,6,44,202,13,4,0,215.83501449066915,-59.527280379690616,-5.674096758678929,7.94765100467201,-3.974142023444207,450,2,193,39,2021,2,98.10299582150644,210,86.66666666666667,10.071942446043165,29.431000654022238,0.24829674489023468,0.408781226343679,0.34793982995421846,0.16048448145344435,82.86427793152123,0.13211249182472204,0.35567691301504256,Cameron,-798.0659999999999,3.0204000000000075,3.984450349108249,0.954304080491895,-0.8194214429726427
Carson-Newman,43,SAC,1311,122,2,18,61,1514,394,85,11,39,266,37,3,40,273.82224418644887,-10.067483827612564,-12.633377038022473,9.840387207049798,0.5845412163205543,226,16,236,43,2021,2,105.01392523386264,259,69.81132075471697,8.058124174372523,14.927344782034346,0.3005339435545385,0.47139588100686497,0.38243064729194187,0.17086193745232647,105.98316994267232,0.17569352708058125,0.3932059602649007,Carson-Newman,-694.66,10.503700000000006,12.040107348807135,0.8948150078165712,-0.3017034236986653
Catawba,44,SAC,1388,195,7,30,75,1695,455,92,13,42,386,61,3,9,381.0293032015194,70.19952002221285,-8.39177128408611,8.3739238044593,6.457405972108626,254,14,362,44,2021,2,102.65825493154588,308,81.33333333333333,11.504424778761061,14.985250737463126,0.32780979827089335,0.5036023054755043,0.431858407079646,0.17579250720461098,126.1165749811084,0.22772861356932153,0.43389946460440215,Catawba,-557.524,16.354499999999998,14.986384179120146,0.7678104575163398,6.313794582318456
Cedarville,40,G-MAC,1264,179,1,9,53,1506,334,60,15,24,246,46,11,7,237.05949265540906,-16.64298778724783,-4.471280466770679,11.960775743533256,0.6446478390666318,332,15,205,40,2021,2,98.49635651197988,235,75.40983606557377,11.885790172642762,22.045152722443557,0.26424050632911394,0.3924050632911392,0.37649402390438247,0.12816455696202528,86.59122770817234,0.16334661354581673,0.3709913563829787,Cedarville,-666.6669999999999,7.474800000000001,9.710282195280437,0.912167026637869,-1.5157303405053764
Central Mo.,54,Mid-America Intercollegiate,1818,172,2,30,109,2131,620,122,26,86,477,91,12,40,507.8150665067221,149.5011317069983,5.801490389198709,15.500893455388006,13.646374597917712,279,30,438,54,2021,2,96.50593449239892,386,75.20661157024794,8.071328015016425,13.09244486156734,0.341034103410341,0.5786578657865786,0.4237447207883623,0.2376237623762376,140.96479048984048,0.22383857343969968,0.44758015984955335,Central Mo.,-818.016,17.950499999999995,19.027064491580717,0.7365025252525252,5.345560699141192
Central Okla.,45,Mid-America Intercollegiate,1497,200,1,14,66,1778,408,82,9,34,302,53,1,16,290.3229772679938,-26.374904980863096,-6.070229721222518,17.506570706878872,-0.19753764048074118,371,27,264,45,2021,2,102.1973942379628,283,66.25,11.24859392575928,20.866141732283463,0.2725450901803607,0.4074816299265197,0.3796400449943757,0.134936539746159,90.81604092462972,0.16985376827896512,0.3765,Central Okla.,-832.3299999999999,5.701000000000002,6.102634033143357,0.8920532843362425,0.2882398082572637
Central Wash.,30,Great Northwest,956,122,1,13,39,1131,299,77,11,11,215,20,5,16,218.48114352627076,-22.160063020306186,3.2263246761306412,9.823746989782354,1.736640239224692,202,6,191,30,2021,2,114.36450922133145,200,76.92307692307693,10.786914235190096,17.86030061892131,0.3127615062761506,0.45083682008368203,0.40760389036251105,0.1380753138075314,107.88559929257869,0.1900972590627763,0.40488662533215236,Central Wash.,-473.71099999999996,7.568,6.52152602283659,1.097505502567865,0.3741113860811174
Charleston (Wv),46,MEC,1331,222,3,42,61,1659,430,92,17,31,334,120,13,9,361.5718531599546,74.61421322046897,5.036325576763568,13.345100201314242,8.08693136658209,262,28,299,46,2021,2,,290,81.08108108108108,13.381555153707053,15.792646172393008,0.3230653643876784,0.48760330578512395,0.43158529234478604,0.16453794139744554,122.43059920557977,0.20132610006027726,0.4284307320024199,,,,,,
Chestnut Hill,33,CACC,999,168,5,23,58,1253,304,55,9,25,268,85,6,21,260.5680102642502,14.743706186491938,-10.169792107208336,3.5949950241197257,1.5433959757685585,244,31,234,33,2021,2,99.94388845235363,215,73.27586206896551,13.40782122905028,19.4732641660016,0.30430430430430433,0.45245245245245247,0.42697525937749403,0.14814814814814814,113.28924947929382,0.21388667198723066,0.4186548672566371,Chestnut Hill,-474.24299999999994,11.2564,10.005821697609868,0.9381701285855588,1.99242857387428
Chowan,31,Conference Carolinas,938,93,0,12,15,1058,217,43,5,14,122,28,4,4,94.5074982776343,-116.280129349959,-3.627924578543785,12.954232119117258,-6.329026130307227,307,8,111,31,2021,2,112.47560160798568,155,77.77777777777779,8.790170132325143,29.017013232514177,0.23134328358208955,0.3326226012793177,0.30718336483931946,0.10127931769722814,55.05542688406817,0.11531190926275993,0.30658979206049153,Chowan,-614.966,0.7118000000000047,0.3616614604235528,0.69256038647343,0.6661189525228823
Christian Brothers,37,Gulf South,1251,118,2,10,42,1423,291,58,3,12,141,14,5,18,132.21710491004748,-104.55791689492719,-5.82907490069171,11.142572720021272,-6.239487240100804,369,8,117,37,2021,2,101.32294078817289,218,63.63636363636363,8.292340126493324,25.931131412508783,0.23261390887290168,0.31254996003197444,0.31834153197470133,0.07993605115907276,53.42236174649353,0.09908643710470837,0.31002959830866805,Christian Brothers,-838.41,-4.449799999999991,-1.4772977423867695,1.0023602244147805,-2.962024460963796
Claflin,32,Peach Belt,1000,85,1,8,34,1128,216,39,3,18,113,25,4,7,88.95293870020478,-137.9512912278167,-6.340234133322907,7.2530104455501965,-7.784988887039843,332,13,103,32,2021,2,114.54754200880345,156,65.78947368421053,7.535460992907801,29.432624113475175,0.216,0.315,0.2978723404255319,0.099,48.65179105119986,0.10017730496453901,0.2966634103019538,Claflin,-701.121,0.28980000000000633,-0.883193418196779,0.6676934635612322,1.3172249248919612
Clarion,34,PSAC,949,111,1,12,30,1103,247,36,1,16,141,21,3,18,141.72229116948563,-40.387738939568386,-3.1674135837265114,8.794531849432143,-1.0558150770868906,276,12,129,34,2021,2,93.60171667437326,194,63.63636363636363,10.063463281958295,25.022665457842248,0.2602739726027397,0.35089567966280294,0.3526745240253853,0.09062170706006323,71.01669258704464,0.12783318223028106,0.3434623069936421,Clarion,-583.424,3.2134000000000045,3.3348200162483415,0.8816829207301825,0.3098008836765045
Clark Atlanta,9,SIAC,233,30,0,4,19,286,48,14,2,0,46,23,2,3,29.613202819879938,-20.772865422888028,-0.4775236900713978,-0.08320108633722034,0.21363943194851567,86,8,30,7,2021,2,97.33695479121424,32,74.19354838709677,10.48951048951049,30.069930069930066,0.20600858369098712,0.2832618025751073,0.33916083916083917,0.07725321888412018,52.21998870189495,0.16083916083916083,0.3200524475524476,Clark Atlanta,-86.07799999999999,-1.1896000000000002,-0.06501335354580998,0.9981971153846154,-1.126735231643835
Coker,38,SAC,1120,135,1,19,35,1310,287,51,7,26,184,44,5,18,175.87680648591598,-60.93943811469616,-9.238066344166334,6.897547080943519,-3.6090814994492537,280,14,163,38,2021,2,101.17237470929932,203,75.86206896551724,10.305343511450381,21.374045801526716,0.25625,0.38392857142857145,0.34961832061068704,0.12767857142857147,77.68546267977825,0.14045801526717558,0.3490642201834862,Coker,-664.4449999999999,5.789600000000005,5.294106905381542,0.9033333333333333,1.1150443861313786
Colo. Christian,41,RMAC,1297,128,2,10,44,1481,327,56,6,28,194,30,7,14,181.79913315921573,-126.6405752701299,-4.96189780677454,11.29835347741862,-8.03928481980457,341,9,169,41,2021,2,100.82343207603284,237,76.92307692307693,8.642808912896692,23.02498311951384,0.25212027756360833,0.36931380107941403,0.33828494260634706,0.1171935235158057,71.43541379546971,0.13099257258609048,0.3382247799593771,Colo. Christian,-786.0169999999999,4.7548000000000075,3.360207033515139,0.8576020223907547,2.1840895934272213
Colo. Sch. Of Mines,30,RMAC,984,117,1,8,37,1147,271,62,5,25,176,27,4,9,185.14733323611682,-52.07643459328583,0.43120362008020074,8.042535647814033,-1.962392670521824,251,10,160,29,2021,2,,179,72.97297297297297,10.20052310374891,21.883173496076722,0.27540650406504064,0.4247967479674797,0.3714036617262424,0.14939024390243905,92.58602242868565,0.15344376634699217,0.3747703056768559,,,,,,
Colorado Mesa,47,RMAC,1761,220,5,28,75,2089,656,151,16,109,612,45,1,29,593.1847431674202,174.41317036926634,18.576385934855807,17.280688608652717,12.017767691047188,286,9,555,47,2021,2,96.37408164707196,380,83.33333333333334,10.531354715174725,13.690761129727141,0.37251561612720047,0.6621237932992617,0.45763523216850166,0.2896081771720613,168.6388365887373,0.2929631402584969,0.49046127946127943,Colorado Mesa,-522.459,20.572199999999995,20.614780405895633,0.6082000507743082,13.209945477979634
Columbus St.,47,Peach Belt,1683,226,10,18,68,2005,508,102,11,89,416,50,4,19,430.0375168945988,84.88021598057189,-0.8606685653589361,14.25039883009838,6.813984306592807,344,9,373,47,2021,2,97.99927443999869,306,84.7457627118644,11.271820448877804,17.1571072319202,0.3018419489007724,0.5341651812240048,0.4049875311720698,0.23232323232323238,126.03292070438572,0.20748129675810473,0.42437732997481115,Columbus St.,-792.8939999999999,17.241,17.298733014015557,0.8764783271015095,2.3720328987201604
Concord,40,MEC,1209,140,3,22,52,1426,370,68,5,31,250,48,6,35,263.3026829915009,5.005675813355645,-3.5995781277293823,15.698097732366014,2.6781176439237298,245,13,217,40,2021,2,104.65717379046602,266,78.68852459016394,9.817671809256662,17.18092566619916,0.30603804797353185,0.44747725392886684,0.3962131837307153,0.141439205955335,104.16372635374876,0.1753155680224404,0.39635281690140844,Concord,-631.1239999999999,6.971000000000004,10.202690730451625,0.9977133562954459,-3.2157140041064585
Concordia-St. Paul,38,NSIC,1171,114,1,17,35,1338,314,64,3,34,199,29,5,10,187.61450588906095,-59.443718851101785,0.1861937052131391,8.941815474607818,-2.2149634472475115,314,5,176,38,2021,2,109.94291624484649,213,85.29411764705883,8.520179372197308,23.467862481315397,0.2681468830059778,0.4150298889837746,0.34678624813153963,0.1468830059777968,83.97609574611482,0.14872944693572496,0.35462649700598803,Concordia-St. Paul,-679.0849999999999,4.534500000000006,4.034761410451596,0.9544664268585131,0.7160604858456372
Csu Pueblo,39,RMAC,1309,126,3,15,38,1491,394,73,21,30,251,37,7,13,257.3837679861147,-50.98644808506166,-3.979565593999169,15.249874007672734,-1.9984732523392121,264,19,224,39,2021,2,,270,66.07142857142857,8.450704225352112,17.706237424547282,0.3009931245225363,0.45760122230710465,0.3762575452716298,0.15660809778456836,101.26064013382256,0.16834339369550638,0.3854026936026936,,,,,,
Cui,36,PacWest,1159,155,4,10,32,1360,339,57,9,45,250,33,0,18,254.98086189440008,39.76486760664567,-1.7791355250853342,8.340997417100317,3.730611015223798,264,9,228,36,2021,2,,228,78.57142857142857,11.397058823529411,19.411764705882355,0.2924935289042278,0.47368421052631576,0.3897058823529412,0.18119068162208796,108.39254218481295,0.18382352941176472,0.3992781065088758,,,,,,
D'Youville,27,ECC,780,71,0,7,28,886,139,27,6,2,60,40,4,2,32.848128873652186,-125.63300125223293,-6.232448285949706,9.997938200326661,-7.009237227428176,271,13,53,27,2021,2,105.7838576215184,104,75.47169811320755,8.01354401805869,30.58690744920993,0.1782051282051282,0.2358974358974359,0.2686230248306998,0.05769230769230768,23.170837923146582,0.06772009029345373,0.25710722347629794,D'Youville,-582.496,-2.6819999999999946,-2.213633151949121,0.722515666965085,-1.4983970816175654
Davenport,49,GLIAC,1748,213,4,27,43,2035,586,123,26,55,439,61,6,13,446.6573348800053,87.23481306184866,-2.79141250138973,-0.5424002734834942,7.550874003298858,282,16,412,49,2021,2,101.00690295260746,382,79.22077922077922,10.466830466830466,13.857493857493857,0.3352402745995423,0.5297482837528604,0.41572481572481573,0.19450800915331812,127.82776086334415,0.21572481572481572,0.4295772076961026,Davenport,-641.8149999999999,11.579399999999998,14.597350885697663,0.7792559801180491,0.26220784139204234
Davis & Elkins,30,MEC,791,106,2,7,35,941,198,31,2,14,130,34,7,4,128.27065813009483,-33.834242977152805,1.1394171717295638,4.507020549246022,-0.9782408999346407,200,15,114,30,2021,2,99.59981896851066,151,69.38775510204081,11.26461211477152,21.253985122210413,0.2503160556257901,0.347661188369153,0.36238044633368754,0.09734513274336287,72.81043158927636,0.1381509032943677,0.35047812166488795,Davis & Elkins,-102.345,0.25360000000000055,0.3914682973459267,0.5911985018726592,0.03749084107662726
