Team,App,Conference,IP,H,2B-A,3B-A,Inh Run,Inh Run Score,HR-A,R,ER,WAR,FO,BB,HB,SO,BF,Pitches,Season,ERA,IR-A%,RA9,K9,H9,BB9,HR9,BB%,K%,K-BB%,HR/FB,FIP,xFIP,iPF,PF,ERA+,pitch_team,pREA,pWPA,pWPA/LI,li,Clutch,Division
Duke,247,ACC,473.1,485,90,7,167,66,72,351,316,-1.0674472562159634,434,252,67,563,2229,7052,2022,6.01141407736208,39.52095808383233,6.677235256816741,10.710209258084971,9.226379201014584,4.793912492073558,1.3696892834495877,11.305518169582772,25.25796321220278,13.95244504262001,14.229249011857709,5.864221847708041,5.362106918080293,,100.0,96.49869351495938,Duke,-4.827,-7.953000000000005,-9.362261093678542,0.9107391145261617,0.6297932846751024,1
ETSU,191,SoCon,444.1,469,108,11,122,48,44,321,256,2.6276220210207897,402,212,55,420,2069,4518,2022,5.188020716054942,39.34426229508197,6.505291600990768,8.51159648727764,9.504616077460032,4.2963296554829995,0.8916910605719433,10.246495891735139,20.29966167230546,10.053165780570323,9.865470852017937,5.443180258294889,5.541422403441347,,100.0,110.67543921067345,ETSU,7.070000000000004,-7.413400000000006,-5.955007040377248,0.9206313947226709,-2.097510006614403,1
East Carolina,346,AAC,593.6,559,87,6,252,86,75,313,283,2.707463792562434,553,217,51,647,2567,5184,2022,4.290768194070081,34.12698412698413,4.745619946091644,9.809636118598382,8.475404312668463,3.2900943396226414,1.1371293800539084,8.453447604207245,25.204518893650175,16.75107128944293,11.94267515923567,5.060048636206909,4.877855706172159,,100.0,126.12385235894594,East Carolina,120.092,-0.4832000000000103,-2.0128562353890054,0.998646054359907,1.529001121867606,1
Eastern Ill.,194,OVC,451.9,521,93,11,77,28,72,313,280,3.628426442586392,453,174,25,483,2043,4008,2022,5.576454967913255,36.36363636363637,6.233680017703032,9.619384819650366,10.376189422438593,3.4653684443460944,1.4339455631776943,8.516886930983848,23.641703377386197,15.124816446402349,13.714285714285715,5.497702486467175,5.030067586420137,,100.0,103.9875863970944,Eastern Ill.,13.316000000000004,-4.818000000000006,-6.931096045587707,1.003185096153846,2.128393116216108,1
Eastern Ky.,313,ASUN,506.6,505,89,5,195,71,57,319,287,0.9162956787228957,486,270,64,504,2327,6878,2022,5.098697196999605,36.41025641025641,5.667193051717332,8.953809711804183,8.971575207264113,4.7966837741808135,1.0126332412159493,11.602922217447357,21.658788139235067,10.05586592178771,10.497237569060774,5.693848914580889,5.7106705010570336,,100.0,112.21336369950284,Eastern Ky.,50.512,-4.267800000000007,-6.217295787153355,1.04406015917603,2.129600300939087,1
Eastern Mich.,171,MAC,450.5,524,102,8,91,55,50,383,335,1.9029114747296378,475,255,69,416,2163,5226,2022,6.692563817980022,60.43956043956044,7.65149833518313,8.310765815760266,10.468368479467259,5.09433962264151,0.9988901220865705,11.789181692094314,19.232547387887195,7.443365695792881,9.523809523809524,5.996607221905339,6.162369238928077,,100.0,84.7710222618022,Eastern Mich.,-55.123999999999995,-12.697200000000002,-10.224649598354874,0.9487275843881856,-3.158749608055002,1
Elon,229,CAA,485.3,526,101,5,121,51,50,283,223,3.4194383267312176,476,138,43,442,2159,6116,2022,4.1355862353183594,42.14876033057851,5.24830002060581,8.196991551617556,9.754790851019987,2.559241706161137,0.9272614877395426,6.391848077813803,20.47244094488189,14.080592867068086,9.505703422053232,4.879719673601179,5.036439483006295,,100.0,128.79569217350735,Elon,68.56,-3.8698000000000072,-5.622194905124927,0.9180496590762897,1.4069545183536185,1
Evansville,193,MVC,478.3,545,110,15,108,38,60,321,283,1.634745186804074,466,193,46,431,2190,4978,2022,5.325109763746602,35.18518518518518,6.040142170186075,8.109972820405602,10.255070039724023,3.6316119590215346,1.1289985364833786,8.812785388127855,19.680365296803654,10.867579908675799,11.406844106463879,5.5706187680699255,5.45783625396644,,100.0,108.3151134440107,Evansville,25.17300000000001,-7.455600000000005,-8.69771984341103,0.9070913770913771,0.47848175087544753,1
FDU,223,NEC,469.0,526,112,4,48,29,75,375,328,0.7900914910705759,491,231,65,407,2198,6853,2022,6.294243070362473,60.416666666666664,7.196162046908315,7.810234541577826,10.093816631130064,4.432835820895522,1.439232409381663,10.509554140127388,18.51683348498635,8.007279344858961,13.250883392226148,6.479673892673899,6.066602500193481,,100.0,91.62909546187788,FDU,-33.82399999999999,-12.393200000000006,-11.585358314069662,0.8392713819914722,-3.181259809608875,1
FGCU,223,ASUN,509.1,551,85,6,127,48,66,342,282,1.1732474412472347,494,221,27,478,2328,6318,2022,4.9852681202121385,37.79527559055118,6.045963464938126,8.45020624631703,9.740718915733648,3.9068945197407183,1.1667648791985856,9.493127147766323,20.532646048109964,11.03951890034364,11.785714285714285,5.511906031081114,5.344920189229467,,100.0,114.16632476487108,FGCU,28.260000000000005,-8.746000000000008,-6.951457523037775,0.9003968253968254,-2.762037408650202,1
FIU,234,C-USA,439.8,512,105,10,123,53,63,403,350,-2.8513312597328127,422,302,79,506,2188,6343,2022,7.162346521145976,43.08943089430895,8.246930422919508,10.354706684856753,10.4774897680764,6.180081855388813,1.2892223738062756,13.802559414990858,23.12614259597806,9.323583180987201,12.989690721649486,6.403072879032305,6.063060135163189,,100.0,76.68255540258913,FIU,-76.61999999999999,-9.303400000000002,-10.297119290458236,0.919557015942558,0.1798564794471158,1
Fairfield,228,MAAC,454.9,470,94,8,106,43,58,322,283,2.355196045400461,457,220,59,422,2096,5312,2022,5.599032754451528,40.56603773584906,6.370630907891845,8.349087711584964,9.298746977357663,4.352604968124862,1.1475049461420093,10.49618320610687,20.13358778625954,9.637404580152669,11.262135922330096,5.885119265751982,5.790312583652946,,100.0,103.59885416634494,Fairfield,8.567000000000002,-8.934800000000005,-8.150842737228722,1.087610038102746,-0.0642340706187774,1
Fla. Atlantic,228,C-USA,508.90000000000003,542,106,8,118,51,79,358,325,-2.312898769004741,557,226,80,470,2351,7264,2022,5.747691098447632,43.22033898305085,6.331302809982315,8.312045588524267,9.585380231872666,3.996855963843584,1.3971310670072705,9.612930667800935,19.99149298170991,10.378562313908976,12.421383647798741,6.2178478294353665,5.924849117342321,,100.0,101.03933445509405,Fla. Atlantic,15.748000000000005,-7.71600000000001,-7.943209007874863,0.8702214242968282,-0.9234998372157168,1
Florida,256,SEC,583.5,527,83,9,158,50,71,298,275,-1.8709564463376192,567,220,83,575,2550,7549,2022,4.241645244215938,31.645569620253166,4.596401028277635,8.868894601542417,8.12853470437018,3.393316195372751,1.095115681233933,8.627450980392156,22.54901960784314,13.921568627450982,11.128526645768025,5.411809030426196,5.339235980018258,,100.0,126.96962498796005,Florida,123.368,-1.7964000000000144,-1.8602326437364773,0.988800967139246,0.04348684786890544,1
Florida A&M,216,SWAC,499.8,605,106,13,117,38,47,381,305,6.8951448745037895,511,229,60,484,2386,4027,2022,5.492196878751501,32.47863247863248,6.860744297719088,8.71548619447779,10.89435774309724,4.1236494597839135,0.8463385354141656,9.597652975691535,20.284995808885164,10.687342833193629,8.422939068100359,5.263408281951999,5.5819893908799845,,100.0,105.43829702822786,Florida A&M,-23.505999999999997,-9.236600000000003,-10.976629434685861,0.9013926630434782,0.7295968386878169,1
Florida St.,253,ACC,531.2,480,90,9,169,50,74,293,251,4.396729019475534,421,210,69,702,2362,5870,2022,4.252635542168674,29.585798816568047,4.964231927710843,11.893825301204819,8.132530120481928,3.557981927710843,1.2537650602409638,8.890770533446233,29.720575783234548,20.829805249788315,14.949494949494948,4.986599516277054,4.461873882997608,,100.0,126.78039992674664,Florida St.,87.732,-2.540200000000011,-3.5577349984907274,1.0546732136810024,1.1492164478638003,1
Fordham,193,Atlantic 10,447.5,536,112,13,78,38,66,413,377,-2.793423020770692,509,284,99,374,2234,7071,2022,7.582122905027933,48.717948717948715,8.306145251396648,7.5217877094972065,10.779888268156425,5.711731843575419,1.3273743016759778,12.712623097582812,16.74127126230976,4.028648164726947,11.478260869565217,7.0564079399157436,6.91270409733858,,100.0,69.45507055389709,Fordham,-84.628,-14.158399999999997,-13.839164702522277,0.7946647440519107,-3.977656926946052,1
Fresno St.,229,Mountain West,491.1,535,110,14,67,19,56,320,280,4.236889024526524,444,181,69,495,2237,5489,2022,5.131337813072694,28.35820895522388,5.864386072083079,9.071472205253512,9.804520464263897,3.317043372021991,1.0262675626145388,8.09119356280733,22.12784979883773,14.0366562360304,11.200000000000001,5.236687758678547,5.159651346094056,,100.0,111.65137506179383,Fresno St.,41.284,-9.338000000000008,-8.471872569041539,0.9516690768859966,-1.3403617745974703,1
Ga. Southern,247,Sun Belt,535.5,506,90,8,150,62,66,319,289,-1.059099843138203,550,250,70,438,2383,5178,2022,4.857142857142857,41.333333333333336,5.361344537815126,7.361344537815126,8.504201680672269,4.201680672268908,1.1092436974789917,10.49097775912715,18.380193033990768,7.889215274863618,10.714285714285714,6.002103760143275,5.987699014493712,,100.0,116.37231689097487,Ga. Southern,70.708,-7.82920000000001,-7.029437551911834,1.0401290025339782,-0.49770569755663807,1
Gardner-Webb,245,Big South,509.8,592,103,13,171,78,77,413,359,1.0599198270635175,531,261,95,482,2461,6386,2022,6.337779521380933,45.614035087719294,7.291094546881129,8.509219301686937,10.451157316594742,4.607689289917614,1.3593566104354649,10.605444941080862,19.58553433563592,8.980089394555058,12.664473684210526,6.410516791891871,6.093222911978538,,100.0,90.87950817640011,Gardner-Webb,-37.157999999999994,-10.9928,-10.587344726084876,0.8281170058947838,-2.6871079439484316,1
George Mason,216,Atlantic 10,484.8,516,85,16,155,80,45,395,350,0.6927172462459625,521,326,72,413,2343,5435,2022,6.497524752475248,51.61290322580645,7.332920792079208,7.667079207920792,9.57920792079208,6.051980198019802,0.8353960396039604,13.913785744771658,17.626973965002136,3.713188220230478,7.950530035335689,6.2087591945942835,6.613605557891898,,100.0,88.12910038378443,George Mason,-40.849999999999994,-11.335999999999997,-10.493764979543169,1.0218177575545444,-0.6001898046541339,1
George Washington,189,Atlantic 10,450.6,513,94,15,116,48,38,315,274,3.8696204461895807,492,214,59,382,2124,5069,2022,5.472703062583222,41.37931034482759,6.29161118508655,7.629826897470039,10.246338215712385,4.274300932090546,0.758988015978695,10.07532956685499,17.984934086629,7.90960451977401,7.169811320754717,5.461375618020914,5.988622539562283,,100.0,105.77393110963213,George Washington,11.611000000000004,-7.009800000000003,-7.111028573304199,0.8957649726557291,-0.7144616099272589,1
Georgetown,282,Big East,490.09999999999997,520,98,4,211,97,52,358,319,0.308069459791369,500,254,71,453,2297,6637,2022,5.8579881656804735,45.97156398104265,6.574168537033259,8.31871046725158,9.549071618037136,4.664354213425832,0.9549071618037136,11.05790161079669,19.721375707444494,8.663474096647803,9.420289855072465,5.763098057882775,5.938459880426849,,100.0,99.14029865201111,Georgetown,2.3850000000000033,-10.983000000000006,-9.294337471494266,0.9977415966386556,-1.7135227169565468,1
Georgia,275,SEC,512.7,518,87,4,160,58,80,355,328,-5.954974058533792,491,288,78,563,2400,7118,2022,5.757753071971913,36.25,6.231714452896431,9.882972498537157,9.09303686366296,5.05558806319485,1.4043300175541251,12.0,23.458333333333332,11.458333333333332,14.010507880910684,6.2168639766933245,5.7256823716698815,,100.0,100.86609278646523,Georgia,20.691000000000003,-7.2172000000000045,-8.509310645913933,0.8983847529622176,0.4757816081570674,1
Georgia St.,257,Sun Belt,492.3,526,93,11,149,62,62,343,288,0.6617772884013902,485,234,50,505,2272,8227,2022,5.2650822669104205,41.61073825503356,6.270566727605119,9.23217550274223,9.616087751371115,4.2778793418647165,1.13345521023766,10.299295774647888,22.227112676056336,11.927816901408448,11.3345521023766,5.5592706854142975,5.455762976803801,,100.0,109.34863471997276,Georgia St.,12.796000000000005,-7.5566000000000075,-8.448836156175908,1.0216892655367231,1.0526539167253395,1
Georgia Tech,289,ACC,525.9,635,127,12,174,64,89,447,387,-4.596427904826024,541,289,78,547,2587,6199,2022,6.622932116371934,36.7816091954023,7.649743297204792,9.361095265259555,10.867084997147748,4.945807187678266,1.5231032515687395,11.171240819482026,21.144182450715114,9.972941631233088,14.126984126984127,6.45634866403752,5.909877750180308,,100.0,85.96990358930114,Georgia Tech,-58.04,-12.444000000000004,-13.453502355830407,0.8912,-0.5096933353724697,1
Gonzaga,170,WCC,501.3,468,82,15,79,31,41,270,242,4.193715807491392,424,245,35,596,2223,4356,2022,4.344703770197486,39.24050632911392,4.847396768402154,10.700179533213644,8.402154398563734,4.3985637342908435,0.7360861759425493,11.021142600089968,26.810616284300494,15.789473684210526,8.817204301075268,4.6040613594606805,4.821208174811115,,100.0,125.19521850951074,Gonzaga,88.141,-1.6642000000000094,-3.46410157258065,1.1140996168582376,1.970339278062449,1
Grambling,217,SWAC,463.8,530,92,18,102,61,49,453,373,3.689416842190009,462,287,107,470,2326,4858,2022,7.2380336351875805,59.80392156862745,8.790426908150065,9.120310478654593,10.284605433376456,5.56921086675291,0.9508408796895214,12.33877901977644,20.206362854686155,7.8675838349097145,9.58904109589041,6.138213572761725,6.285585502410088,,100.0,75.37941522848453,Grambling,-111.458,-14.648999999999997,-11.084053855218059,0.8263640531866117,-6.642999909416016,1
Grand Canyon,242,WAC,536.1,548,110,12,140,45,56,315,275,5.491607848006859,500,199,62,597,2398,4154,2022,4.616675993284835,32.142857142857146,5.288192501398993,10.022383883603805,9.19977616116396,3.3407946278679352,0.9401231113598209,8.29858215179316,24.895746455379484,16.597164303586325,10.071942446043165,4.834307710553881,4.907924887519165,,100.0,120.51254650340364,Grand Canyon,82.634,-3.9764000000000124,-4.103454705108339,1.1070971793993376,0.5117194229739987,1
Hartford,187,America East,426.4,563,124,16,108,49,56,459,377,-0.41684299701472144,464,257,85,305,2169,3779,2022,7.957317073170732,45.370370370370374,9.688086303939963,6.4376172607879925,11.883208255159476,5.424484052532834,1.1819887429643527,11.848778238819731,14.061779621945597,2.2130013831258655,10.76923076923077,6.925926947954986,6.901945040100731,1.1094199791755988,106.56519875053591,71.43568144284076,Hartford,-144.494,-15.796199999999994,-14.23737672907652,0.8193137623886588,-5.042416587158211,1
Harvard,154,Ivy League,354.2,361,66,14,76,34,40,287,239,0.6583736415380659,367,260,43,388,1701,5579,2022,6.072840203274986,44.73684210526316,7.292490118577075,9.858836815358554,9.17278373800113,6.60643704121965,1.0163749294184077,15.285126396237509,22.810111699000586,7.524985302763078,9.828009828009828,6.086591310103971,6.204593224482066,,100.0,95.4410913929824,Harvard,-35.22599999999999,-4.698200000000002,-6.327587152647147,0.9363209760675739,1.3098634018327315,1
Hawaii,211,Big West,461.4,500,89,9,205,63,30,295,239,1.028842253394401,400,217,69,454,2157,6185,2022,4.661898569570871,30.73170731707317,5.754226267880364,8.855656697009103,9.752925877763328,4.232769830949285,0.5851755526657998,10.060268891979602,21.0477515067223,10.987482614742698,6.976744186046512,4.979887851673255,5.421032150092393,,100.0,119.73392841654609,Hawaii,46.213,-4.5674000000000055,-4.944580526563607,1.0668051160337553,0.6631987340005816,1
High Point,216,Big South,485.8,561,105,14,138,61,60,403,348,1.4294269403360853,485,274,80,405,2331,6029,2022,6.447097571016879,44.20289855072464,7.466035405516672,7.503087690407575,10.3931659118979,5.07616303005352,1.1115685467270482,11.754611754611755,17.374517374517374,5.619905619905619,11.009174311926607,6.367331119098385,6.31027571642225,,100.0,88.99732857371303,High Point,-46.35499999999999,-8.955200000000001,-10.34687027489297,0.8737135701275045,0.09728699476475455,1
Hofstra,193,CAA,465.4,459,84,12,139,62,56,333,296,-2.475080126908036,506,270,69,387,2169,4490,2022,5.724108293940697,44.60431654676259,6.439621830683284,7.483884830253546,8.87623549634723,5.221314997851311,1.0829394069617533,12.448132780082988,17.842323651452283,5.394190871369295,9.9644128113879,6.32937742852769,6.431973426775317,,100.0,101.44537054670866,Hofstra,13.066000000000006,-6.6136000000000035,-6.122473569142294,0.9937052137385719,-0.5330213488303688,1
Holy Cross,210,Patriot,440.5,583,128,20,122,56,53,439,355,-0.21073688426908738,485,245,65,341,2216,6614,2022,7.2531214528944385,45.90163934426229,8.969353007945516,6.967082860385926,11.911464245175935,5.005675368898979,1.0828603859250852,11.055956678700362,15.388086642599278,4.332129963898916,9.851301115241636,6.370128382023809,6.4918540154653925,,100.0,75.11964126772068,Holy Cross,-119.60199999999999,-11.041399999999998,-13.756064150150616,0.8022874594864123,-0.006334687627798985,1
Houston,262,AAC,535.5,548,122,20,134,45,68,330,306,-0.6691799299993264,497,211,71,488,2395,4879,2022,5.142857142857143,33.582089552238806,5.546218487394958,8.201680672268907,9.210084033613445,3.546218487394958,1.1428571428571428,8.810020876826723,20.37578288100209,11.565762004175365,12.035398230088495,5.651029997304807,5.456612036690659,,100.0,111.45304141397338,Houston,54.17,-8.77620000000001,-9.16544524517682,1.061659192825112,0.8989506306044763,1
Houston Christian,271,Southland,441.2,534,114,29,209,104,54,452,401,-2.022230726189515,518,294,82,358,2236,6161,2022,8.179963735267453,49.760765550239235,9.220308250226655,7.302810516772439,10.893019038984589,5.997280145058931,1.101541251133273,13.148479427549194,16.010733452593918,2.8622540250447237,9.44055944055944,6.767932122313166,6.966371664335016,,100.0,59.16176748018091,Houston Christian,-127.368,-13.014999999999997,-13.547291055560917,0.9310181945416375,-0.4320275832199201,1
Illinois,211,Big Ten,464.0,479,90,9,138,69,62,323,291,0.25135165521407654,465,213,61,421,2127,5543,2022,5.644396551724138,50.0,6.265086206896552,8.16594827586207,9.29094827586207,4.131465517241379,1.2025862068965516,10.01410437235543,19.793135872120356,9.779031499764926,11.76470588235294,5.936965635928072,5.767647658212258,,100.0,102.81780461221108,Illinois,15.096000000000004,-6.832600000000005,-5.843882999270482,0.9214646464646464,-1.571051503332976,1
Illinois St.,216,MVC,443.6,446,102,7,116,49,56,289,255,-0.2716243451055207,521,206,54,391,2024,6769,2022,5.173579801623084,42.241379310344826,5.863390441839495,7.932822362488728,9.048692515779981,4.179440937781785,1.1361587015329127,10.17786561264822,19.318181818181817,9.140316205533596,9.705372616984402,5.879609676847197,6.033922571612387,,100.0,110.92407513747887,Illinois St.,34.88400000000001,-5.625000000000004,-4.593033694593821,1.0388576402839158,-0.8215676731765633,1
Indiana,223,Big Ten,509.4,560,112,15,148,66,66,445,401,-1.3019196495883216,448,332,111,600,2524,6337,2022,7.084805653710248,44.5945945945946,7.862190812720849,10.60070671378092,9.89399293286219,5.865724381625442,1.1660777385159011,13.153724247226625,23.771790808240887,10.618066561014261,12.840466926070038,6.180573734705538,5.8890388023882805,,100.0,78.01761250933612,Indiana,-72.496,-15.394700000000002,-11.450881792930652,0.9310935441370225,-5.083117499555552,1
Indiana St.,183,MVC,428.5,440,79,8,126,51,61,296,254,0.8879979046322222,411,181,47,428,1934,5225,2022,5.334889148191365,40.476190476190474,6.217036172695449,8.989498249708285,9.24154025670945,3.8016336056009337,1.2812135355892649,9.358841778697,22.13029989658738,12.771458117890381,12.923728813559322,5.692241658943402,5.362062061239993,,100.0,108.14673724273318,Indiana St.,17.110000000000003,-6.620600000000006,-6.609415688473203,1.0032736827155233,0.010418710818735022,1
Iona,200,MAAC,383.9,535,110,28,89,53,57,500,430,-2.5034542833842446,429,321,103,339,2132,7165,2022,10.080750195363377,59.55056179775281,11.721802552748112,7.94738213076322,12.54232873144048,7.525397238864288,1.3362854910132849,15.056285178236397,15.900562851782363,0.8442776735459656,11.728395061728394,7.7204682093353,7.537719394753175,,100.0,26.435044709598742,Iona,-218.30599999999998,-16.010599999999993,-13.671176158925029,0.7354970090365279,-8.097233234028515,1
Iowa,243,Big Ten,484.20000000000005,374,70,10,172,64,29,246,202,6.322418749874827,397,255,61,609,2136,4426,2022,3.7546468401486983,37.2093023255814,4.572490706319702,11.319702602230482,6.951672862453531,4.739776951672862,0.5390334572490706,11.938202247191011,28.51123595505618,16.573033707865168,6.807511737089202,4.4639831835359285,4.899800283801008,,100.0,135.35450256059397,Iowa,106.308,0.03719999999998964,-0.14041664081772073,1.0533209417596034,0.17573351198696374,1
Jackson St.,183,SWAC,463.9,471,80,17,126,65,31,349,289,5.62970055795396,489,264,96,481,2221,4681,2022,5.60681181289071,51.587301587301596,6.770855787885321,9.331752532873464,9.137745203707695,5.121793489976289,0.6014227204138823,11.886537595677622,21.65691130121567,9.770373705538047,5.961538461538462,5.366086990857419,6.044625715778622,,100.0,103.46491850639583,Jackson St.,2.2100000000000035,-7.701200000000003,-6.1030252872627875,0.9695288661052117,-1.8402142275514946,1
Jacksonville,213,ASUN,487.8,458,92,7,122,61,33,294,263,4.36862922492722,451,251,74,530,2226,4584,2022,4.85239852398524,50.0,5.424354243542435,9.778597785977858,8.450184501845017,4.6309963099631,0.6088560885608856,11.275831087151841,23.809523809523807,12.533692722371965,6.8181818181818175,4.948207170757214,5.438330295830611,,100.0,116.45400227712432,Jacksonville,60.15000000000001,-5.313400000000006,-6.076649753292369,1.1260138838143954,1.3578802279995248,1
Jacksonville St.,206,ASUN,483.70000000000005,530,88,14,134,53,43,317,264,2.0251871469874336,410,245,64,450,2240,6046,2022,4.912135621252842,39.55223880597015,5.898284060367996,8.372958445317344,9.861484391151539,4.558610709117222,0.8000826958858795,10.9375,20.089285714285715,9.151785714285715,9.492273730684326,5.454494846823968,5.5915460779764565,,100.0,115.42548094532914,Jacksonville St.,40.393,-7.168600000000004,-7.7563588728186454,0.978019145802651,0.4266455121289603,1
James Madison,229,CAA,457.2,476,99,10,99,41,44,299,250,1.4410799474454885,461,173,62,402,2065,6466,2022,4.921259842519685,41.41414141414141,5.885826771653543,7.913385826771654,9.37007874015748,3.405511811023622,0.8661417322834646,8.377723970944311,19.46731234866828,11.089588377723969,8.712871287128712,5.2775582989141645,5.551112743265768,,100.0,115.26838499259262,James Madison,31.616,-8.246800000000004,-6.3102747261670205,0.8775205963122794,-3.0875673696841988,1
Kansas,213,Big 12,470.7,596,116,12,62,28,99,466,420,-8.132448991188308,490,262,73,364,2326,4195,2022,8.030592734225621,45.16129032258064,8.910133843212238,6.959847036328872,11.395793499043977,5.009560229445507,1.8929254302103249,11.263972484952708,15.649183147033535,4.385210662080826,16.808149405772497,7.5657109748583515,6.558736719801102,,100.0,61.73355733858177,Kansas,-122.416,-13.3826,-15.772381488562601,0.8514920194309508,0.055733892800580165,1
Kansas St.,198,Big 12,502.7,529,120,19,121,53,59,372,329,-0.5649691206248565,429,280,68,540,2357,5250,2022,5.890192958026656,43.80165289256198,6.660035806644122,9.6677939128705,9.470857370200914,5.0129301770439625,1.0562960015914065,11.879507848960543,22.910479422995333,11.03097157403479,12.09016393442623,5.697147721630794,5.511357786785045,,100.0,98.58581379370435,Kansas St.,-1.739999999999995,-7.660600000000007,-8.100359915600436,0.9071396166496541,-0.34442615635281015,1
Kennesaw St.,240,ASUN,551.4,581,91,6,128,66,77,432,381,-1.8856106740032026,562,277,89,506,2582,6791,2022,6.218715995647443,51.5625,7.051142546245919,8.258977149075083,9.483133841131664,4.521218715995647,1.2568008705114255,10.728117738187452,19.59721146398141,8.869093725793958,12.050078247261347,6.2143457842652206,5.998593081912169,,100.0,92.92948016461145,Kennesaw St.,-31.970999999999997,-14.760000000000003,-12.066223269041549,1.1049390774586596,-1.2919792790552602,1
Kent St.,186,MAC,440.6,510,120,16,111,50,64,371,325,0.938549550692626,437,206,60,398,2084,6510,2022,6.638674534725374,45.04504504504504,7.578302315024965,8.129822968679074,10.417612346799817,4.207898320472083,1.3073082160689966,9.884836852207293,19.0978886756238,9.213051823416507,12.77445109780439,6.135873473203261,5.8170985131835495,,100.0,85.69885906535943,Kent St.,-42.03,-16.000000000000004,-11.711864193206786,0.9939576634512326,-4.385400900001105,1
Kentucky,250,SEC,508.8,512,88,14,161,64,51,327,280,-0.3041470732857914,448,254,76,593,2351,8685,2022,4.952830188679245,39.75155279503105,5.784198113207547,10.48938679245283,9.056603773584905,4.492924528301886,0.9021226415094339,10.80391322841344,25.223309230114843,14.419396001701402,10.220440881763528,5.160846030636378,5.211528190510978,,100.0,114.72482368877155,Kentucky,49.24400000000001,-3.51500000000001,-4.752478227605394,0.9139948210922787,0.9067233952099829,1
LIU,198,NEC,512.7,540,95,13,71,20,44,324,257,6.17788853399175,568,248,57,481,2383,4818,2022,4.511410181392627,28.169014084507044,5.687536571094206,8.443534230544177,9.479227618490345,4.353423054417788,0.7723815096547688,10.407049937054133,20.184641208560638,9.777591271506505,7.18954248366013,5.266990756486575,5.799007373148212,,100.0,122.32495684793162,LIU,45.895,-4.705200000000007,-6.449167126152574,1.07602495543672,2.0764060891278016,1
LMU (CA),201,WCC,491.5,595,152,16,119,49,65,390,333,-3.085661506921805,526,220,70,405,2349,5719,2022,6.09766022380468,41.17647058823529,7.1414038657171925,7.416073245167853,10.895218718209563,4.028484231943032,1.1902339776195319,9.365687526607067,17.24137931034483,7.8756917837377625,10.998307952622675,6.084302255004088,6.024847296338109,,100.0,95.01375357882603,LMU (CA),-37.456999999999994,-13.093800000000005,-12.47702962031874,1.0107319862752573,-0.477739970236307,1
LSU,284,SEC,542.5,504,86,13,201,69,72,318,266,-0.6759960039575372,578,220,41,610,2410,6856,2022,4.412903225806452,34.32835820895522,5.27557603686636,10.119815668202765,8.361290322580645,3.6497695852534564,1.1944700460829494,9.12863070539419,25.311203319502074,16.182572614107883,11.076923076923077,5.162815786889458,5.091327571430807,,100.0,124.02099682618362,LSU,81.281,-6.697200000000009,-5.550082672634262,0.8667215273206056,-2.1769666608509954,1
Lafayette,162,Patriot,399.5,502,90,11,81,52,47,404,334,1.5982278014249116,427,254,56,397,2015,3819,2022,7.524405506883604,64.19753086419753,9.101376720901126,8.943679599499374,11.309136420525657,5.72215269086358,1.0588235294117647,12.605459057071961,19.702233250620345,7.096774193548384,9.915611814345992,6.112837415307469,6.221169610689717,,100.0,70.4488177884041,Lafayette,-117.825,-9.366999999999996,-10.004196322864589,0.7752224075618571,-2.078787745488178,1
Lamar University,295,WAC,507.8,524,94,14,163,68,39,303,254,4.531499102444659,511,208,43,466,2289,5125,2022,4.501772351319417,41.717791411042946,5.370224497833793,8.259157148483654,9.28712091374557,3.686490744387554,0.6912170145726664,9.0869375273045,20.358235037134122,11.271297509829623,7.090909090909091,4.888923710652033,5.385544741683407,,100.0,122.49089584188889,Lamar University,68.756,-0.6266000000000119,-2.889693451045171,1.0659225671433554,2.3018458725111284,1
Lehigh,178,Patriot,406.8,465,91,10,120,60,25,307,249,3.1045312648399297,364,219,68,345,1953,5310,2022,5.508849557522124,50.0,6.792035398230088,7.632743362831858,10.287610619469026,4.845132743362832,0.5530973451327433,11.213517665130567,17.665130568356375,6.451612903225808,6.426735218508997,5.46227248840154,5.983290804607661,,100.0,105.15158012816839,Lehigh,-11.495999999999997,-5.869200000000004,-7.975858444330896,0.9831339883240782,2.005970240175662,1
Liberty,251,ASUN,531.5,535,78,4,50,14,64,302,255,3.745226676932191,425,222,62,620,2403,5232,2022,4.317968015051741,28.000000000000004,5.113828786453434,10.498588899341486,9.059266227657572,3.759172154280339,1.0837253057384761,9.238451935081148,25.80108198085726,16.56263004577611,13.0879345603272,5.078371708526769,4.782950701167598,,100.0,125.65554041577727,Liberty,88.456,-3.202200000000009,-5.769859566340438,0.9720490367775831,2.475581316124228,1
Lipscomb,304,ASUN,506.8,453,68,5,173,59,44,306,272,-0.04235812658987259,427,331,98,525,2355,6679,2022,4.830307813733228,34.104046242774565,5.434096290449881,9.323204419889503,8.044593528018941,5.878058405682715,0.7813733228097868,14.0552016985138,22.29299363057325,8.23779193205945,9.341825902335456,5.839290568568303,5.993469154891368,,100.0,116.83434828936727,Lipscomb,60.52000000000001,-4.732400000000006,-5.8846343534729755,0.9527052655064704,0.9173058717896065,1
