Team,GP,Conference,AB,BB,IBB,SF,HBP,PA,H,2B,3B,HR,R,SB,Picked,Sac,wRC,Batting,Baserunning,Adjustment,WAR,K,CS,RBI,GS,Season,Division,PF,1B,SB%,BB%,K%,BA,SlgPct,OBPct,ISO,OPS+,R/PA,wOBA,bat_team,REA,WPA,WPA/LI,li,Clutch
A&M-Corpus Christi,56,Southland,1917,210,3,29,50,2209,535,85,14,35,315,63,9,43,307.3912442809776,-73.9954511771085,-15.660286083339576,11.2888,-2.789033037969799,417,31,279,55,2024,1,102.09648874202534,401,67.02127659574468,9.506564056133996,18.877320054323224,0.27908189880020867,0.39280125195618154,0.3612494341330919,0.11371935315597287,81.92391684153569,0.14259846084200997,0.34593191103041304,A&M-Corpus Christi,-1131.143,6.864200000000007,6.0363873362448,1.0805595930232557,0.3160619357059762
Abilene Christian,58,WAC,1900,274,8,40,87,2309,536,110,4,35,371,76,6,31,374.4011412466309,-22.44862783762823,9.596672784079775,10.433399999999999,1.5647150268780299,452,17,327,58,2024,1,109.30383256889591,387,81.72043010752688,11.866608921611087,19.57557384148982,0.28210526315789475,0.3994736842105263,0.3919445647466436,0.11736842105263157,91.41983668293085,0.1606756171502815,0.3677278674225905,Abilene Christian,-1074.143,14.338600000000001,9.190027794068456,0.9153979238754325,6.473761281720622
Air Force,55,Mountain West,1854,224,10,20,83,2191,531,105,20,64,367,93,12,30,391.34739891362364,-69.25553028718736,4.251938584359191,7.3916,-1.154733243009989,500,21,332,55,2024,1,123.01132412971086,342,81.57894736842105,10.223642172523961,22.82062984938384,0.28640776699029125,0.46817691477885653,0.38703788224554997,0.1817691477885653,105.47918690252817,0.1675034230944774,0.3825545831414095,Air Force,-1031.888,12.735600000000005,9.65132451534723,0.9774513404333456,3.3780708859151733
Akron,53,MAC,1797,234,1,22,114,2168,449,91,12,43,321,74,6,22,313.0685299837853,-40.629840821018355,-2.060580249165951,9.5094,-0.9006313245155431,472,22,303,52,2024,1,97.57861840987758,303,77.08333333333334,10.793357933579335,21.771217712177123,0.2498608792431831,0.38564273789649417,0.36808118081180813,0.13578185865331108,82.10757678927708,0.14806273062730627,0.3509187442289935,Akron,-1077.8319999999999,4.402400000000006,4.808861619411345,0.9768211504647073,-0.30199769871753723
Alabama,57,SEC,1961,225,4,31,107,2328,592,105,11,90,424,29,2,14,449.7403659825111,-0.5127118637939745,-1.49094535787081,10.3448,1.9548492642781827,400,2,387,57,2024,1,106.87555847030536,386,93.54838709677419,9.664948453608249,17.18213058419244,0.3018867924528302,0.5043345232024478,0.39862542955326463,0.20244773074961758,116.57435434769847,0.18213058419243985,0.3971573275862069,Alabama,-972.871,14.213799999999999,14.983869550489018,0.9792023300047551,-0.46817696637213224
Alabama A&M,50,SWAC,1597,240,1,22,98,1958,414,80,10,31,311,63,10,17,302.148268201089,-73.31076303934118,5.443093244792444,5.662,-2.6959881402688275,383,16,273,50,2024,1,107.7390448835881,293,79.74683544303798,12.257405515832483,19.560776302349336,0.25923606762680024,0.3800876643706951,0.38457609805924414,0.12085159674389484,85.16966905784882,0.1588355464759959,0.3603179959100205,Alabama A&M,-936.982,7.513500000000003,5.6374887760299845,0.8373360655737705,3.335610925404115
Alabama St.,56,SWAC,1927,245,4,28,52,2256,618,120,13,67,425,63,11,46,447.5660806469365,28.08830469131062,2.3058584784223957,2.5405999999999995,4.411729122821546,310,12,382,56,2024,1,104.28921932122674,418,84.0,10.859929078014185,13.741134751773048,0.32070576024909186,0.5007784120394395,0.4073581560283688,0.18007265179034765,118.0581426305733,0.18838652482269502,0.40219261565836306,Alabama St.,-966.3829999999999,12.8961,13.28472642415505,0.9309576427255986,0.5677835163011231
Alcorn,48,SWAC,1511,157,2,20,45,1735,393,60,11,15,212,96,10,21,200.07316651622656,-98.87020745291412,1.1371678774639427,10.04,-2.6584545886491284,406,21,180,47,2024,1,96.20255744360568,307,82.05128205128204,9.048991354466859,23.40057636887608,0.2600926538716082,0.3441429516876241,0.3440922190201729,0.08405029781601592,66.58502680260479,0.12219020172910663,0.3232461005199307,Alcorn,-937.6619999999999,3.2850000000000055,3.5638622315068034,0.9304659498207886,-0.03337301733114284
App State,55,Sun Belt,1948,273,12,25,124,2382,576,104,11,96,480,71,3,11,488.71796639856825,27.124151162717524,3.014878728243139,8.0572,4.996988777701461,409,16,452,55,2024,1,111.83831313953898,365,81.60919540229885,11.460957178841308,17.170445004198154,0.29568788501026694,0.5082135523613963,0.41351805205709485,0.21252566735112938,121.32484407171331,0.20151133501259447,0.40805555555555556,App State,-911.664,19.1826,17.244968402341858,0.9109799955046078,3.8121350408291654
Arizona,59,Pac-12,2050,232,3,25,55,2365,569,108,26,57,383,46,5,22,363.8209172326949,-38.999073851722784,-6.057107368557503,12.4102,-1.612523253046717,497,13,351,59,2024,1,104.93987688306645,378,77.96610169491525,9.809725158562369,21.01479915433404,0.2775609756097561,0.43902439024390244,0.36321353065539114,0.16146341463414632,92.75630672802117,0.16194503171247357,0.35983128444256035,Arizona,-1140.585,11.352000000000007,9.06674272501847,0.9773922187171399,2.5478371566383426
Arizona St.,58,Pac-12,2080,273,4,22,52,2431,652,143,12,102,482,53,8,8,501.81782855665057,63.84046703264889,-3.8829463955219072,12.3072,4.630384972711813,427,21,450,58,2024,1,110.77365001553308,395,71.62162162162163,11.229946524064172,17.564788153023446,0.31346153846153846,0.5408653846153846,0.4035376388317565,0.22740384615384612,126.01173368041697,0.19827231591937475,0.4096566240198102,Arizona St.,-979.064,20.0242,16.003944647981577,0.9881001608086377,4.261409811239105
Ark.-Pine Bluff,46,SWAC,1616,216,1,18,70,1921,472,94,14,22,369,90,15,21,323.5943985346975,-41.43323552623641,5.247821861608903,7.101999999999999,1.5077605806890269,373,21,303,42,2024,1,106.70913272369688,342,81.08108108108108,11.244143675169182,19.416970327954193,0.29207920792079206,0.4084158415841584,0.39510671525247265,0.11633663366336633,94.24110553150497,0.19208745445080688,0.3737040125065138,Ark.-Pine Bluff,-804.117,6.9567000000000005,6.328735496192322,0.9256844132617967,1.1864607200720938
Arkansas,60,SEC,1977,300,3,28,68,2376,535,93,3,87,401,44,3,15,397.84821128734586,-67.53856865177153,5.711973733853703,11.4442,-2.7360787347873314,463,11,370,60,2024,1,108.33560745268248,352,80.0,12.626262626262626,19.486531986531986,0.270612038442084,0.4527061203844208,0.3813131313131313,0.18209408194233684,100.53188855217456,0.16877104377104377,0.3728021097046414,Arkansas,-1031.019,13.337,12.34282681691951,0.9616427989288625,1.5261482483080133
Arkansas St.,54,Sun Belt,1768,236,4,21,79,2108,450,65,11,50,308,53,6,37,297.9745916233332,-93.2194967518613,-5.785823836629308,6.1202,-3.444272580727893,437,16,268,53,2024,1,106.9709280628623,324,76.81159420289855,11.195445920303605,20.73055028462998,0.25452488687782804,0.38857466063348417,0.36480075901328274,0.13404977375565613,81.90654822210028,0.1461100569259962,0.34807095238095237,Arkansas St.,-1045.577,8.177800000000003,6.5933528974409885,0.972936006931551,1.8119275544472888
Army West Point,54,Patriot,1672,270,5,24,82,2053,458,95,10,60,356,71,5,34,368.27020074848843,26.458825501033385,-0.49446767784314116,11.093,3.7027159771074585,382,15,320,54,2024,1,102.93165028148846,293,82.55813953488372,13.151485630784219,18.606916707257675,0.27392344497607657,0.4503588516746411,0.3969800292255236,0.17643540669856456,104.09420578352622,0.1734047735021919,0.3839197258932942,Army West Point,-896.986,8.462200000000005,10.109498908437219,0.9522606735613894,-1.2230666163716872
