Team,App,Conference,IP_float,H,2B-A,3B-A,Inh Run,Inh Run Score,HR-A,R,ER,WAR,FO,BB,HB,SO,BF,Pitches,Season,Division,IP,ERA,IR-A%,RA9,K9,H9,BB9,HR9,BB%,K%,K-BB%,HR/FB,FIP,xFIP,PF,ERA+,pitch_team,pREA,pWPA,pWPA/LI,li,Clutch
A&M-Corpus Christi,47,Southland,96.0,110,11,5,27,9,7,80,73,-0.15970826535614308,114,61,23,73,473,1782,2025,1,96.0,6.84375,33.33333333333333,7.5,6.84375,10.3125,5.71875,0.65625,12.896405919661733,15.433403805496829,2.5369978858350954,5.785123966942149,6.403776868588178,7.157880938273605,102.09648874202534,88.76620281377046,A&M-Corpus Christi,202.716,-1.8254,-1.5732307148882083,0.858078231292517,-0.5540811471670883
Abilene Christian,47,WAC,95.0,114,21,3,34,15,7,72,69,2.0166833948307437,80,52,9,105,449,1654,2025,1,95.0,6.536842105263158,44.11764705882353,6.821052631578947,9.947368421052632,10.799999999999999,4.926315789473684,0.6631578947368421,11.58129175946548,23.385300668151448,11.804008908685969,8.045977011494253,5.02537774578116,5.3041317423024905,109.30383256889591,100.76016408153501,Abilene Christian,200.872,-2.4339999999999993,-2.4836063849726777,1.1819073083778966,0.424223231364353
Air Force,36,Mountain West,83.0,84,16,5,26,12,8,61,51,1.3169918528041797,65,49,15,78,384,303,2025,1,83.0,5.530120481927711,46.15384615384615,6.614457831325302,8.457831325301205,9.108433734939759,5.313253012048193,0.8674698795180723,12.760416666666666,20.3125,7.552083333333334,10.95890410958904,6.038440523206651,5.973097629684346,123.01132412971086,125.39929486443695,Air Force,181.20200000000003,-1.4937999999999991,-2.056198902977049,0.8927653820148749,0.38297094175317814
Akron,50,MAC,87.33333333333333,91,30,4,26,15,11,78,69,0.4305119215420219,70,60,24,99,438,1159,2025,1,87.1,7.1106870229007635,57.692307692307686,8.038167938931299,10.202290076335878,9.377862595419849,6.183206106870229,1.133587786259542,13.698630136986301,22.602739726027394,8.904109589041093,13.580246913580247,6.607418726094538,6.222450577006836,97.57861840987758,79.07660505927213,Akron,171.144,-4.6991,-2.721116540761545,1.0407634032634034,-1.7939346084867527
Alabama,62,SEC,95.0,77,9,0,33,16,7,50,43,-0.41036702616833254,80,43,15,107,416,1676,2025,1,95.0,4.073684210526316,48.484848484848484,4.7368421052631575,10.136842105263158,7.294736842105263,4.073684210526316,0.6631578947368421,10.336538461538462,25.721153846153843,15.384615384615381,8.045977011494253,4.888535640518002,5.167289637039333,106.87555847030536,136.74972831059526,Alabama,200.17800000000003,0.9539999999999987,0.6905868748586276,0.6487592219986587,0.7799124531678358
Alabama A&M,37,SWAC,79.0,109,28,6,31,15,10,119,96,0.2858597177040868,99,95,17,59,455,1318,2025,1,79.0,10.936708860759493,48.38709677419355,13.556962025316455,6.7215189873417724,12.417721518987342,10.822784810126581,1.139240506329114,20.87912087912088,12.967032967032969,-7.912087912087911,9.174311926605505,8.756756826394085,8.974347053948046,107.7390448835881,31.551571861302573,Alabama A&M,103.45000000000002,-4.301599999999995,-5.115711456810271,0.7115254237288136,-0.9298912111268356
Alabama St.,44,SWAC,94.0,110,22,6,27,12,3,89,74,1.6748767871287382,76,62,22,86,474,1485,2025,1,94.0,7.085106382978723,44.44444444444444,8.52127659574468,8.23404255319149,10.53191489361702,5.936170212765957,0.28723404255319146,13.080168776371309,18.143459915611814,5.063291139240505,3.79746835443038,5.6176509820633544,6.33763737774599,104.28921932122674,87.26457878402121,Alabama St.,183.872,-2.0778000000000008,-2.190926753795071,0.7007134703196347,-0.774336635607447
Alcorn,45,SWAC,64.33333333333333,110,22,4,33,18,7,111,98,-0.04744666478418843,92,81,11,43,389,628,2025,1,64.1,13.709844559585493,54.54545454545454,15.528497409326427,6.015544041450777,15.388601036269431,11.331606217616581,0.9792746113989639,20.822622107969153,11.053984575835475,-9.768637532133678,7.07070707070707,8.719569182923237,9.383082017885382,96.20255744360568,-36.48268415528575,Alcorn,79.59200000000001,-5.728699999999996,-4.022066456863858,0.7212997512437811,-3.9201239987985064
App State,49,Sun Belt,88.0,121,26,4,34,14,19,93,83,-0.16699838676881984,74,47,17,93,447,1671,2025,1,88.0,8.488636363636363,41.17647058823529,9.511363636363637,9.511363636363637,12.375,4.806818181818182,1.9431818181818181,10.51454138702461,20.80536912751678,10.29082774049217,20.43010752688172,7.226693535254844,5.84696411509627,111.83831313953898,74.04925101903719,App State,169.008,-3.0117999999999996,-3.233323992408176,1.0021565003080715,0.22800496381918167
Arizona,44,Big 12,84.0,96,15,3,20,9,5,56,53,1.3213100961825028,65,24,18,96,381,1243,2025,1,84.0,5.678571428571429,45.0,6.0,10.285714285714285,10.285714285714285,2.571428571428571,0.5357142857142857,6.299212598425196,25.196850393700785,18.89763779527559,7.142857142857142,4.339788773350082,4.691282215723762,104.93987688306645,110.20503709616322,Arizona,184.246,-0.5648000000000024,-0.9399337566300929,1.1102930402930402,0.43123922329235853
