team_name,Years,iPF,PF,H,R,total_home_games,total_away_games
York (PA),2021-2024,1.1773175780572886,110.63905468343731,8.954545454545455,6.604395604395604,66.0,91.0
Maryville (TN),2021-2024,1.175744752523356,110.54468515140137,7.701298701298701,5.693333333333333,77.0,75.0
Caltech,2021-2024,1.175617016269269,110.53702097615614,4.75,3.5121951219512195,72.0,41.0
Blackburn,2021-2024,1.1733032748569832,110.398196491419,5.76,4.273684210526316,50.0,95.0
Covenant,2021-2024,1.1720108993623601,110.3206539617416,7.435897435897436,5.527777777777778,78.0,72.0
Muhlenberg,2021-2024,1.1697835120310012,110.18701072186008,7.095238095238095,5.292134831460674,42.0,89.0
Wis.-Superior,2021-2024,1.1684514771865522,110.10708863119314,8.179487179487179,6.113043478260869,39.0,115.0
Berea,2021-2024,1.1657383176522669,109.94429905913601,5.685714285714286,4.266666666666667,70.0,45.0
Stevenson,2021-2024,1.163555372454103,109.81332234724619,7.2153846153846155,5.4324324324324325,65.0,74.0
East. Mennonite,2021-2024,1.163231295851161,109.79387775106966,7.984848484848484,6.014705882352941,66.0,68.0
Sul Ross St.,2021-2024,1.1629507489039783,109.7770449342387,8.151515151515152,6.142857142857143,66.0,70.0
WPI,2021-2024,1.1611429380342806,109.66857628205685,7.840909090909091,5.925,44.0,80.0
Mary Baldwin,2021-2024,1.1601447656747776,109.60868594048665,5.476923076923077,4.144927536231884,65.0,69.0
Ferrum,2021-2024,1.158817217567512,109.52903305405073,7.7974683544303796,5.913043478260869,79.0,69.0
Bluffton,2021-2024,1.157965736808564,109.47794420851385,7.875,5.979591836734694,64.0,98.0
Wis.-Stevens Point,2021-2024,1.154504604075603,109.27027624453618,9.855263157894736,7.522935779816514,76.0,109.0
SUNY Poly,2021-2024,1.1494411482333753,108.96646889400252,7.193548387096774,5.534090909090909,31.0,88.0
MUW,2021-2024,1.1485442911860426,108.91265747116256,7.111111111111111,5.478260869565218,18.0,69.0
Plymouth St.,2021-2024,1.146345973637541,108.78075841825246,7.315789473684211,5.655172413793103,38.0,87.0
St. Lawrence,2021-2024,1.146306905776397,108.77841434658382,7.777777777777778,6.012658227848101,45.0,79.0
Maranatha Baptist,2021-2024,1.1456408059748333,108.73844835849,3.1875,2.466666666666667,32.0,60.0
Lesley,2021-2024,1.145627109746626,108.73762658479755,6.614035087719298,5.118421052631579,57.0,76.0
Union (NY),2021-2024,1.1450089351706847,108.70053611024109,8.81132075471698,6.825396825396825,53.0,63.0
Delaware Valley,2021-2024,1.1440259267324557,108.64155560394735,6.491525423728813,5.036144578313253,59.0,83.0
SUNY Canton,2021-2024,1.1423173890855032,108.53904334513018,5.588235294117647,4.346938775510204,34.0,98.0
Neb. Wesleyan,2021-2024,1.1414841210114037,108.48904726068423,6.967741935483871,5.427083333333333,62.0,96.0
Cal Lutheran,2021-2024,1.141215754898266,108.47294529389595,7.7176470588235295,6.013698630136986,85.0,73.0
Cornell College,2021-2024,1.1411516299615623,108.46909779769373,7.966101694915254,6.207920792079208,59.0,101.0
SUNY New Paltz,2021-2024,1.1390315866978682,108.34189520187209,7.979591836734694,6.239130434782608,49.0,92.0
Norwich,2021-2024,1.1388657294272106,108.33194376563264,6.28125,4.9125,32.0,80.0
Framingham St.,2021-2024,1.1356340191040633,108.1380411462438,6.903846153846154,5.426966292134831,52.0,89.0
Manhattanville,2021-2024,1.1353676702996403,108.12206021797842,7.835820895522388,6.162162162162162,67.0,74.0
McMurry,2021-2024,1.1335357823026122,108.01214693815673,7.466666666666667,5.888888888888889,75.0,81.0
Vassar,2021-2024,1.1323769459747688,107.94261675848614,7.957446808510638,6.2875,47.0,80.0
DeSales,2021-2024,1.1315257192676547,107.89154315605929,8.272727272727273,6.545454545454546,66.0,88.0
Penn St.-Brandywine,2021-2024,1.1311379203094813,107.86827521856888,9.071428571428571,7.181818181818182,14.0,22.0
Penn St.-Altoona,2021-2024,1.1310321891635302,107.86193134981181,7.744186046511628,6.132075471698113,43.0,106.0
Emory & Henry,2021-2024,1.129219752627174,107.75318515763044,6.0,4.764705882352941,16.0,17.0
Whitworth,2021-2024,1.1280463283390245,107.68277970034148,6.711864406779661,5.34,59.0,100.0
Marian (WI),2021-2024,1.1279618805839258,107.67771283503555,7.673469387755102,6.105882352941176,49.0,85.0
Cabrini,2021-2024,1.123718997717513,107.42313986305079,9.626865671641792,7.7125,67.0,80.0
Oglethorpe,2021-2024,1.1235155980298421,107.41093588179054,5.728571428571429,4.590909090909091,70.0,88.0
Pitt.-Greensburg,2021-2024,1.122940079679719,107.37640478078315,8.016666666666667,6.430555555555555,60.0,72.0
Louisiana Col.,2021-2024,1.1210496107902572,107.26297664741544,8.7,7.0,20.0,21.0
Colby,2021-2024,1.1205178030825045,107.23106818495027,8.507936507936508,6.851351351351352,63.0,74.0
Bridgewater St.,2021-2024,1.1201674808757685,107.21004885254611,7.506329113924051,6.048192771084337,79.0,83.0
Rhode Island Col.,2021-2024,1.1197110082299622,107.18266049379773,9.27027027027027,7.475,74.0,80.0
Franciscan,2021-2024,1.1192152172342504,107.15291303405503,6.709677419354839,5.414634146341464,62.0,82.0
Alfred St.,2021-2024,1.1177545291374178,107.06527174824507,7.4772727272727275,6.048387096774194,44.0,124.0
Western New Eng.,2021-2024,1.1173822425914186,107.04293455548512,8.415094339622641,6.811111111111111,53.0,90.0
Penn St.-Berks,2021-2024,1.1160380278558641,106.96228167135185,6.6875,5.424657534246576,48.0,73.0
Neumann,2021-2024,1.1158828606760025,106.95297164056015,7.379310344827586,5.987341772151899,58.0,79.0
Me.-Farmington,2021-2024,1.1144800827612826,106.86880496567697,4.777777777777778,3.8854166666666665,36.0,96.0
Salve Regina,2021-2024,1.1142344741303738,106.85406844782244,9.11111111111111,7.412371134020619,72.0,97.0
Fontbonne,2021-2024,1.1128001171955144,106.76800703173086,8.164556962025317,6.657894736842105,79.0,76.0
Clarkson,2021-2024,1.1114206685171153,106.68524011102691,7.40625,6.053191489361702,32.0,94.0
Wittenberg,2021-2024,1.1111035473867332,106.666212843204,9.333333333333334,7.632183908045977,69.0,87.0
Hartford,2021-2024,1.1094199791755988,106.56519875053591,6.666666666666667,5.466666666666667,21.0,15.0
North Park,2021-2024,1.1092113410151998,106.552680460912,7.395833333333333,6.066666666666666,48.0,105.0
Howard Payne,2021-2024,1.1090903632958717,106.54542179775231,6.426666666666667,5.2727272727272725,75.0,77.0
John Carroll,2021-2024,1.1090316796422637,106.54190077853582,7.9,6.482142857142857,50.0,112.0
Misericordia,2021-2024,1.1090174769007146,106.54104861404288,9.73972602739726,7.991869918699187,73.0,123.0
Ohio Northern,2021-2024,1.1086882821225705,106.52129692735424,7.60655737704918,6.244897959183674,61.0,98.0
Carroll (WI),2021-2024,1.1085573152525603,106.51343891515361,7.39622641509434,6.073529411764706,53.0,68.0
Widener,2021-2024,1.108384052738114,106.50304316428682,8.03225806451613,6.597701149425287,62.0,87.0
