team_name,Years,iPF,PF,H,R,total_home_games,total_away_games,PF_singles,PF_doubles,PF_triples,PF_home_runs,PF_walks,PF_stolen_bases,PF_strikeouts,PF_ground_balls,PF_line_drives,PF_fly_balls,PF_infield_flys,PF_FIP
Sul Ross St.,2021-2024,1.3704326496434405,122.2259589786064,6.9,3.952380952380953,20.0,21.0,110.42643791077754,102.10946632422069,114.88510539900561,161.07539008391697,99.98054891342242,85.30928257294565,96.92933942762856,112.94792638671916,102.8180759870136,114.20913848344433,95.990030137278,77.95211622049277
Thomas More,2021-2024,1.3178382978723404,119.07029787234042,7.0,4.269230769230769,24.0,26.0,100.51060405964517,114.43719161076791,153.6185716508158,137.70360220625432,104.24048724460901,93.02781438734861,100.61394786610987,100.73411685697306,88.37703246237083,99.42472606882188,102.4216524482728,85.25629463727846
CSUSB,2021-2024,1.2642294623948451,115.85376774369072,8.588235294117647,5.6075949367088604,85.0,79.0,101.44023416605434,99.99428130071102,88.258395383332,120.88701312267216,104.14081455786612,116.8693924818937,100.30021899796205,100.17871779478857,103.60317913218309,100.23002846002105,99.8112781428171,87.95478300373483
Eastern N.M.,2021-2024,1.2603960396039604,115.62376237623762,7.896103896103896,5.181818181818182,77.0,110.0,104.58405571365334,103.99008951951656,152.80462722474627,95.45898032982394,104.27008781279983,98.9364023167066,100.28554821485538,102.92044113531504,107.01209425586669,98.33491883464936,96.4733102080555,98.39072453182305
Slippery Rock,2021-2024,1.2475611843231218,114.85367105938732,6.7407407407407405,4.5,108.0,76.0,101.14026015615877,109.65017534533328,106.67984152105375,104.38038844310293,103.35171164522134,98.79869475926675,100.01736723209078,99.10859985256386,98.15452419134361,103.04486571974967,101.35323860856546,95.06028304832097
Cal St. Dom. Hills,2021-2024,1.2462762223253958,114.77657333952376,7.653846153846154,5.118421052631579,78.0,76.0,100.66489803144619,111.11583981793747,110.14108160431763,97.69108433362868,103.78840499341737,108.93884603041401,98.90382449926548,101.13988428153706,99.90316484884498,105.08072006039187,97.74767760077034,96.3532819902826
Lincoln (PA),2021-2024,1.2440901605350363,114.64540963210216,6.222222222222222,4.173333333333333,54.0,75.0,105.22682329616269,106.49484315383684,98.0850741494367,112.61608621238601,106.19398505478735,101.99633438852045,109.59107574980823,98.4082901985663,113.44329697851636,101.78038130731599,108.57836371351495,95.6174481668006
Claflin,2021-2024,1.2424590334800572,114.54754200880345,4.282051282051282,2.8783783783783785,78.0,74.0,101.58243175558128,106.59172093844337,90.05244152507544,111.637091326411,102.13784189933011,97.57355414582028,103.89453870854378,102.3087506690507,104.13135101761178,103.28789628015542,109.83910808852553,94.57777229198136
Central Wash.,2021-2024,1.2394084870221906,114.36450922133145,7.726027397260274,5.214953271028038,73.0,107.0,99.26431433659283,103.79057062779269,122.02198504935784,112.8321963128188,102.0623977469614,92.56089751501084,97.2147643303119,96.5007708841281,104.37284587747718,102.92729020556826,94.57079891136642,90.99012778981408
Emory & Henry,2021-2024,1.231628267455788,113.89769604734728,7.224489795918367,4.928571428571429,49.0,84.0,103.27930249873332,103.87147616397773,91.06464148238264,151.2034189820072,102.91856471183695,97.41603671407262,104.17199783327446,99.22607865662208,105.86046826096658,106.70273388959967,101.12169348149342,84.09854922063728
