"","year","team_name","conference","division","Jersey","player_name","Yr","Pos","App","GS","ERA","IP","H","R","ER","BB","SO","SHO","BF","P-OAB","2B-A","3B-A","Bk","HR-A","WP","HB","IBB","Inh Run","Inh Run Score","SHA","SFA","Pitches","GO","FO","W","L","SV","KL","Ht","B/T","team_id","conference_id","player_id","player_url"
"2114",2024,"Long Beach St.","Big West",1,"38","Collin Miskelly","Fr","P",10,0,4.6,15.2,12,8,8,12,21,0,74,56,2,0,0,0,3,6,0,9,1,0,0,276,7,16,0,0,0,5,"6-1","L/L",574027,904,8397661,"http://stats.ncaa.org/players/8397661?year_stat_category_id=15081"
"2115",2024,"Long Beach St.","Big West",1,"47","Owen Geiss","Fr","P",14,5,5.33,50.2,59,34,30,11,36,0,221,199,17,0,1,5,1,8,0,5,2,0,3,669,44,62,4,3,0,16,"6-4","R/R",574027,904,8397692,"http://stats.ncaa.org/players/8397692?year_stat_category_id=15081"
"2116",2024,"Long Beach St.","Big West",1,"32","CJ Hood","Jr","P",9,8,6.99,28.1,20,27,22,32,34,0,143,99,6,0,1,1,3,9,0,0,0,2,1,489,25,20,1,2,0,14,"6-4","R/R",574027,904,8397653,"http://stats.ncaa.org/players/8397653?year_stat_category_id=15081"
"2117",2024,"Long Beach St.","Big West",1,"46","Mike Villani","Jr","P",22,0,3.24,25,17,12,9,11,29,0,106,92,5,0,0,1,4,1,1,3,2,1,1,393,22,22,1,3,10,7,"6-2","R/R",574027,904,8397689,"http://stats.ncaa.org/players/8397689?year_stat_category_id=15081"
"2118",2024,"Long Beach St.","Big West",1,"36","Josh Donegan","Fr","P",7,2,3.63,22.1,22,10,9,5,20,0,96,84,1,0,0,2,2,3,0,5,1,2,2,342,23,22,2,1,0,6,"6-1","R/R",574027,904,8397660,"http://stats.ncaa.org/players/8397660?year_stat_category_id=15081"
"2119",2024,"Long Beach St.","Big West",1,"41","Mason Dillow","Jr","P",7,0,7.11,12.2,17,10,10,4,11,0,60,50,3,1,0,0,3,1,0,1,0,4,1,184,19,8,2,0,0,2,"6-1","R/R",574027,904,8397669,"http://stats.ncaa.org/players/8397669?year_stat_category_id=15081"
"2120",2024,"Long Beach St.","Big West",1,"55","Cristien Banda","Fr","P",13,1,3.38,16,11,12,6,4,11,0,72,56,2,0,0,1,3,8,0,6,2,3,1,228,17,17,1,1,0,2,"6-1","L/L",574027,904,8397696,"http://stats.ncaa.org/players/8397696?year_stat_category_id=15081"
"2121",2024,"Long Beach St.","Big West",1,"13","Kellan Montgomery","So","P",15,15,3.95,86.2,88,43,38,20,73,0,379,338,16,1,0,8,2,11,0,0,0,8,2,0,92,86,3,4,0,17,"6-0","R/R",574027,904,8272965,"http://stats.ncaa.org/players/8272965?year_stat_category_id=15081"
"2122",2024,"Long Beach St.","Big West",1,"22","Myles Patton","So","P",11,11,3.26,66.1,52,29,24,24,85,0,284,241,10,1,1,6,3,10,0,0,0,8,1,961,51,56,4,3,0,27,"6-3","R/L",574027,904,8262668,"http://stats.ncaa.org/players/8262668?year_stat_category_id=15081"
"2123",2024,"Long Beach St.","Big West",1,"26","Nathen Morris","Jr","P",22,1,3.48,31,28,15,12,12,29,0,135,114,7,0,0,1,1,3,0,12,3,3,3,469,23,37,1,2,0,10,"6-4","R/R",574027,904,8279615,"http://stats.ncaa.org/players/8279615?year_stat_category_id=15081"
"2124",2024,"Long Beach St.","Big West",1,"35","Grant Cherry","Jr","P",22,1,3.62,32.1,25,20,13,18,38,0,142,118,7,0,0,4,4,3,0,9,3,2,1,543,28,26,2,1,2,6,"6-3","R/R",574027,904,8287251,"http://stats.ncaa.org/players/8287251?year_stat_category_id=15081"
"2125",2024,"Long Beach St.","Big West",1,"37","Nick Wallerstedt","Sr","P",6,0,4.5,2,2,1,1,0,2,0,8,8,0,0,0,1,1,0,0,9,4,0,0,31,0,4,0,0,0,0,"6-3","R/R",574027,904,8278811,"http://stats.ncaa.org/players/8278811?year_stat_category_id=15081"
"2126",2024,"Longwood","Big South",1,"22","Josiah Harrison","So","OF",7,0,28.8,5,10,17,16,14,8,0,43,26,0,0,0,4,9,3,0,1,1,0,0,155,3,4,0,0,0,3,"6-0","R/R",574107,826,8261074,"http://stats.ncaa.org/players/8261074?year_stat_category_id=15081"
"2127",2024,"Longwood","Big South",1,"17","Andrew Potojecki","Sr","P",19,8,8.92,38.1,55,40,38,25,28,0,194,161,10,0,1,4,1,2,0,6,4,1,5,662,41,41,0,5,0,5,"6-0","R/R",574107,826,8262325,"http://stats.ncaa.org/players/8262325?year_stat_category_id=15081"
"2128",2024,"Longwood","Big South",1,"40","Dallas Hairfield","So","P",12,2,11.45,22,28,28,28,24,24,0,114,87,6,0,1,5,3,1,0,2,2,2,0,408,20,17,2,3,0,9,"5-9","R/R",574107,826,8260079,"http://stats.ncaa.org/players/8260079?year_stat_category_id=15081"
"2129",2024,"Longwood","Big South",1,"11","Brenton Fisher","Sr","P",15,15,3.63,44.2,47,24,18,18,42,0,199,177,10,0,0,4,3,4,0,0,0,0,0,700,40,43,2,3,0,17,"6-3","R/R",574107,826,8277293,"http://stats.ncaa.org/players/8277293?year_stat_category_id=15081"
"2130",2024,"Longwood","Big South",1,"38","Kevin Warunek","Jr","P",12,0,2.08,21.2,23,6,5,13,25,0,102,85,4,1,0,2,3,2,0,2,0,1,1,386,13,26,2,0,0,2,"6-4","L/L",574107,826,8272108,"http://stats.ncaa.org/players/8272108?year_stat_category_id=15081"
"2131",2024,"Longwood","Big South",1,"46","Ethan Walker","So","P",15,9,4.5,42,29,24,21,31,59,0,189,152,8,2,0,6,3,6,1,9,4,0,0,734,18,46,1,4,0,22,"6-2","L/L",574107,826,8265353,"http://stats.ncaa.org/players/8265353?year_stat_category_id=15081"
"2132",2024,"Longwood","Big South",1,"39","Ried Dittner","Sr","P",18,1,6,21,14,14,14,21,32,0,100,73,2,0,0,3,4,4,0,10,5,1,1,418,13,17,1,2,1,6,"6-4","R/R",574107,826,8272356,"http://stats.ncaa.org/players/8272356?year_stat_category_id=15081"
"2133",2024,"Longwood","Big South",1,"31","Guillermo Garcia, Jr.","Sr","P",17,7,7.36,33,35,27,27,27,44,0,161,126,9,3,0,6,6,4,1,15,12,1,3,585,18,33,1,3,0,8,"6-1","R/R",574107,826,8259412,"http://stats.ncaa.org/players/8259412?year_stat_category_id=15081"
"2134",2024,"Longwood","Big South",1,"5","Dylan Saale","Sr","P",17,0,6.11,35.1,42,29,24,14,26,0,163,138,11,0,0,4,6,5,0,4,2,3,3,484,35,39,3,1,0,8,"6-4","R/R",574107,826,8263184,"http://stats.ncaa.org/players/8263184?year_stat_category_id=15081"
"2135",2024,"Longwood","Big South",1,"34","Sean Gibbons","Sr","P",15,1,4.91,47.2,53,31,26,23,52,0,219,183,11,2,0,2,2,7,0,8,4,4,2,733,32,48,2,1,1,16,"6-3","L/L",574107,826,8282856,"http://stats.ncaa.org/players/8282856?year_stat_category_id=15081"
"2136",2024,"Longwood","Big South",1,"43","Wyatt Bunch","So","P",15,0,7.15,11.1,15,10,9,10,12,0,60,48,3,1,0,3,0,1,0,21,7,0,1,232,13,8,1,1,0,0,"6-4","R/R",574107,826,8283731,"http://stats.ncaa.org/players/8283731?year_stat_category_id=15081"
"2137",2024,"Longwood","Big South",1,"28","Corbin McCloud","Sr","C",2,0,0,1.1,2,0,0,0,1,0,6,6,0,0,0,0,0,0,0,3,0,0,0,23,1,2,0,0,0,0,"6-0","R/R",574107,826,8283779,"http://stats.ncaa.org/players/8283779?year_stat_category_id=15081"
"2138",2024,"Longwood","Big South",1,"26","Dominick D'Ercole","Sr","P",19,6,5.65,51,65,44,32,23,51,0,249,212,18,3,1,3,5,9,2,8,3,4,1,761,64,31,5,2,0,10,"6-0","R/R",574107,826,8286303,"http://stats.ncaa.org/players/8286303?year_stat_category_id=15081"
"2139",2024,"Longwood","Big South",1,"35","Caleb Ketchie","So","P",9,0,19.73,8.2,11,20,19,15,6,0,56,34,1,0,0,2,4,5,0,7,4,0,2,205,8,11,1,0,0,0,"5-11","R/R",574107,826,8423016,"http://stats.ncaa.org/players/8423016?year_stat_category_id=15081"
"2140",2024,"Longwood","Big South",1,"37","Sam DiLella","Jr","P",1,0,0,1,0,0,0,1,1,0,4,3,0,0,0,0,0,0,0,0,0,0,0,18,0,2,0,0,0,0,"6-2","R/R",574107,826,8423019,"http://stats.ncaa.org/players/8423019?year_stat_category_id=15081"
"2141",2024,"Longwood","Big South",1,"44","Johnny Sayres","Fr","P",10,0,36.45,6.2,18,29,27,14,8,0,57,38,2,0,0,3,1,4,0,8,7,0,1,177,2,10,0,0,0,1,"6-5","R/R",574107,826,8423030,"http://stats.ncaa.org/players/8423030?year_stat_category_id=15081"
"2142",2024,"Longwood","Big South",1,"32","Owen Simmons","Fr","P",18,3,8.8,29.2,45,39,29,29,26,0,165,125,11,1,0,4,6,5,1,5,1,2,4,596,28,26,1,4,0,8,"6-1","R/R",574107,826,8423000,"http://stats.ncaa.org/players/8423000?year_stat_category_id=15081"
"2143",2024,"Longwood","Big South",1,"47","Kyle Miller","Fr","P",9,0,7.15,11.1,10,10,9,16,12,0,61,43,3,0,0,1,5,2,0,12,10,0,0,260,13,6,1,0,0,6,"6-5","R/R",574107,826,8423036,"http://stats.ncaa.org/players/8423036?year_stat_category_id=15081"
"2144",2024,"Louisiana","Sun Belt",1,"13","Jack Martinez","Jr","P",22,4,4.4,45,32,23,22,29,50,0,201,161,8,2,2,4,1,7,1,7,4,0,4,813,31,51,4,3,2,17,"6-4","R/R",574220,818,8397948,"http://stats.ncaa.org/players/8397948?year_stat_category_id=15081"
"2145",2024,"Louisiana","Sun Belt",1,"39","Andrew Herrmann","Jr","P",14,12,3.09,67,55,33,23,26,61,0,276,245,15,2,1,10,3,3,1,2,0,2,0,948,58,64,6,3,0,14,"6-3","L/L",574220,818,8397951,"http://stats.ncaa.org/players/8397951?year_stat_category_id=15081"
"2146",2024,"Louisiana","Sun Belt",1,"53","Murphy Brooks","Fr","P",10,4,4.8,15,17,8,8,10,19,0,73,59,4,0,0,1,4,2,0,3,2,1,1,258,13,11,2,0,0,6,"6-3","R/R",574220,818,8397950,"http://stats.ncaa.org/players/8397950?year_stat_category_id=15081"
"2147",2024,"Louisiana","Sun Belt",1,"18","Chase Morgan","Fr","P",20,13,3.18,73.2,59,31,26,20,69,0,302,272,11,4,0,2,4,4,0,7,0,5,1,0,93,52,5,3,1,19,"6-3","L/L",574220,818,8397958,"http://stats.ncaa.org/players/8397958?year_stat_category_id=15081"
"2148",2024,"Louisiana","Sun Belt",1,"26","Maddox Mandino","Fr","UT",4,0,0,2.1,2,0,0,3,3,0,11,7,1,0,0,0,0,1,0,7,0,0,0,52,2,0,0,0,0,1,"5-9","L/L",574220,818,8397961,"http://stats.ncaa.org/players/8397961?year_stat_category_id=15081"
"2149",2024,"Louisiana","Sun Belt",1,"27","Matthew Holzhammer","Jr","P",21,0,4.78,26.1,27,14,14,13,30,0,123,106,8,0,0,3,1,3,1,22,15,0,1,471,28,21,3,1,4,8,"6-4","R/R",574220,818,8397962,"http://stats.ncaa.org/players/8397962?year_stat_category_id=15081"
"2150",2024,"Louisiana","Sun Belt",1,"42","Riley Marcotte","Fr","P",1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,"6-2","L/L",574220,818,8397970,"http://stats.ncaa.org/players/8397970?year_stat_category_id=15081"
"2151",2024,"Louisiana","Sun Belt",1,"45","LP Langevin","Jr","P",23,3,3.73,62.2,40,27,26,33,106,0,271,226,8,0,0,5,3,10,1,18,3,2,0,0,28,50,6,1,7,31,"6-2","R/R",574220,818,8397967,"http://stats.ncaa.org/players/8397967?year_stat_category_id=15081"
"2152",2024,"Louisiana","Sun Belt",1,"46","JR Tollett","Fr","P",5,0,12.46,4.1,8,6,6,3,5,0,26,21,0,1,1,1,1,2,0,6,2,0,0,94,7,1,0,0,0,2,"6-2","R/R",574220,818,8397968,"http://stats.ncaa.org/players/8397968?year_stat_category_id=15081"
"2153",2024,"Louisiana","Sun Belt",1,"48","Tate Hess","Fr","P",5,0,9,4,8,4,4,3,7,0,23,20,3,0,0,0,1,0,1,4,2,0,0,84,2,3,0,0,0,2,"6-2","R/R",574220,818,8397972,"http://stats.ncaa.org/players/8397972?year_stat_category_id=15081"
"2154",2024,"Louisiana","Sun Belt",1,"38","Phil Brennaman","Jr","P",4,0,36,1,3,4,4,3,1,0,9,5,0,0,0,1,0,1,1,3,0,0,0,39,0,1,0,0,0,0,"6-0","R/R",574220,818,8397978,"http://stats.ncaa.org/players/8397978?year_stat_category_id=15081"
"2155",2024,"Louisiana","Sun Belt",1,"23","Brendan Moody","Sr","P",7,0,12.27,7.1,14,11,10,4,5,0,40,34,1,0,0,1,4,1,0,9,3,1,0,135,7,8,0,1,0,1,"6-3","R/R",574220,818,8276775,"http://stats.ncaa.org/players/8276775?year_stat_category_id=15081"
"2156",2024,"Louisiana","Sun Belt",1,"20","Steven Cash","So","P",20,0,3.79,19,13,8,8,13,21,0,92,67,2,0,1,1,2,10,0,16,3,2,0,365,20,13,3,0,0,6,"6-0","L/L",574220,818,8275265,"http://stats.ncaa.org/players/8275265?year_stat_category_id=15081"
"2157",2024,"Louisiana","Sun Belt",1,"5","Blake Marshall","Sr","P",22,3,6.91,28.2,27,24,22,26,36,0,142,108,4,0,0,2,4,3,1,11,0,3,2,577,26,22,1,1,1,11,"6-0","L/L",574220,818,8260004,"http://stats.ncaa.org/players/8260004?year_stat_category_id=15081"
"2158",2024,"Louisiana","Sun Belt",1,"32","Carson Fluno","Sr","P",18,14,3.63,57,47,26,23,21,48,0,243,215,14,1,0,8,8,7,0,3,3,0,0,969,58,56,4,1,0,10,"6-1","R/R",574220,818,8273028,"http://stats.ncaa.org/players/8273028?year_stat_category_id=15081"
"2159",2024,"Louisiana","Sun Belt",1,"29","Blake McGehee","Jr","P",18,5,5.12,38.2,37,23,22,16,33,0,169,143,11,1,0,1,4,8,0,9,5,0,1,606,47,25,3,2,0,14,"6-0","R/R",574220,818,8273314,"http://stats.ncaa.org/players/8273314?year_stat_category_id=15081"
"2160",2024,"Louisiana","Sun Belt",1,"40","JT Etheridge","Sr","P",20,3,5.51,32.2,26,26,20,21,52,0,151,120,8,0,0,4,5,8,0,14,3,2,0,605,26,16,3,2,1,13,"6-5","R/R",574220,818,8279132,"http://stats.ncaa.org/players/8279132?year_stat_category_id=15081"
"2161",2024,"Louisiana","Sun Belt",1,"6","David Christie","Sr","P",26,1,4.88,55.1,53,40,30,26,51,0,248,208,8,0,0,7,7,10,2,23,4,2,2,865,61,42,2,2,4,9,"6-5","R/R",574220,818,8279681,"http://stats.ncaa.org/players/8279681?year_stat_category_id=15081"
"2162",2024,"Louisiana Tech","CUSA",1,"46","Hayden Harmon","Fr","P",1,0,0,0,0,2,2,2,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"5-11","R/R",574109,24312,8448399,"http://stats.ncaa.org/players/8448399?year_stat_category_id=15081"
"2163",2024,"Louisiana Tech","CUSA",1,"26","Blake  Hooks","Jr","P",25,0,5.06,32,33,21,18,17,30,0,155,123,11,0,0,0,4,12,1,20,9,2,1,546,46,16,1,0,0,14,"6-0","R/R",574109,24312,0,NA
"2164",2024,"Louisiana Tech","CUSA",1,"31","Sam Brodersen","Sr","P",33,0,3.05,56,31,21,19,40,96,0,240,194,5,2,2,5,2,4,0,26,10,2,0,898,35,33,8,1,1,18,"6-1","R/R",574109,24312,8448273,"http://stats.ncaa.org/players/8448273?year_stat_category_id=15081"
"2165",2024,"Louisiana Tech","CUSA",1,"20","Grant Hubka","Sr","P",28,5,4.08,57.1,44,29,26,34,68,0,251,205,8,2,0,9,1,6,0,18,6,2,4,930,29,67,4,0,1,26,"6-4","R/R",574109,24312,8264896,"http://stats.ncaa.org/players/8264896?year_stat_category_id=15081"
"2166",2024,"Louisiana Tech","CUSA",1,"29","Isaac Crabb","Sr","P",8,0,6.48,8.1,8,6,6,6,8,0,40,31,1,1,0,3,1,3,0,7,3,0,0,121,8,7,0,0,0,4,"6-2","R/R",574109,24312,8265035,"http://stats.ncaa.org/players/8265035?year_stat_category_id=15081"
"2167",2024,"Louisiana Tech","CUSA",1,"45","Jacob Havern","So","P",18,2,4.61,27.1,28,15,14,13,28,0,126,106,4,0,1,1,4,6,1,15,7,0,1,408,37,14,3,3,0,8,"6-6","R/R",574109,24312,8266390,"http://stats.ncaa.org/players/8266390?year_stat_category_id=15081"
"2168",2024,"Louisiana Tech","CUSA",1,"39","Ryan Harland","Jr","P",20,0,8.65,26,32,25,25,13,22,0,123,107,4,1,0,6,1,1,1,12,3,1,1,371,24,29,0,0,0,10,"5-8","L/L",574109,24312,8275940,"http://stats.ncaa.org/players/8275940?year_stat_category_id=15081"
"2169",2024,"Louisiana Tech","CUSA",1,"40","Reed Smith","Sr","P",19,17,5.99,76.2,91,55,51,18,78,0,343,314,15,3,0,15,6,8,0,2,0,3,0,0,74,68,7,5,0,17,"6-2","R/R",574109,24312,8287457,"http://stats.ncaa.org/players/8287457?year_stat_category_id=15081"
"2170",2024,"Louisiana Tech","CUSA",1,"36","Greg Martinez","Sr","P",10,1,5.68,19,19,13,12,11,18,0,87,72,2,0,0,4,5,4,0,7,6,0,0,251,21,13,0,0,0,9,"6-3","R/R",574109,24312,8283182,"http://stats.ncaa.org/players/8283182?year_stat_category_id=15081"
"2171",2024,"Louisiana Tech","CUSA",1,"28","Caden Copeland","Jr","P",18,5,7.58,29.2,38,28,25,14,31,0,149,122,8,0,0,1,0,11,1,9,2,1,1,406,30,21,3,2,0,10,"6-2","L/L",574109,24312,8287810,"http://stats.ncaa.org/players/8287810?year_stat_category_id=15081"
"2172",2024,"Louisiana Tech","CUSA",1,"16","Ethan Bates","Sr","UT",36,0,3.43,44.2,29,19,17,20,52,0,191,161,5,1,0,1,1,9,1,17,7,1,0,653,52,25,2,1,17,11,"5-11","L/R",574109,24312,8281070,"http://stats.ncaa.org/players/8281070?year_stat_category_id=15081"
"2173",2024,"Louisiana Tech","CUSA",1,"37","Reece  Tarini","Fr","P",2,0,9,2,2,2,2,1,1,0,8,7,0,0,0,2,0,0,0,2,0,0,0,19,1,3,0,0,0,0,"5-10","L/L",574109,24312,8448384,"http://stats.ncaa.org/players/8448384?year_stat_category_id=15081"
"2174",2024,"Louisiana Tech","CUSA",1,"52","Brenton Thiels","Sr","P",2,0,4.5,2,2,1,1,2,2,0,10,8,1,0,0,0,0,0,0,0,0,0,0,37,0,4,0,0,0,2,"6-10","R/R",574109,24312,8448269,"http://stats.ncaa.org/players/8448269?year_stat_category_id=15081"
"2175",2024,"Louisiana Tech","CUSA",1,"34","Turner Swistak","Sr","P",16,13,7.98,53,68,52,47,17,53,0,243,216,19,2,1,14,2,5,1,0,0,3,2,739,38,57,5,3,1,18,"6-3","R/R",574109,24312,8448272,"http://stats.ncaa.org/players/8448272?year_stat_category_id=15081"
"2176",2024,"Louisiana Tech","CUSA",1,"32","Luke  Nichols","Jr","P",17,16,4.46,78.2,74,47,39,29,82,0,346,297,9,2,0,7,7,12,0,0,0,5,3,0,93,49,4,4,0,17,"6-1","L/L",574109,24312,0,NA
"2177",2024,"Louisiana Tech","CUSA",1,"33","Connor Nation","Jr","P",23,5,4.15,39,44,23,18,12,37,0,175,155,3,1,0,7,2,6,0,8,6,2,0,628,41,31,5,0,0,10,"5-11","L/L",574109,24312,8448429,"http://stats.ncaa.org/players/8448429?year_stat_category_id=15081"
"2178",2024,"Louisiana Tech","CUSA",1,"38","Nate Crider","Jr","P",15,0,4.7,15.1,13,8,8,8,13,0,65,55,4,0,0,3,1,1,0,13,3,0,1,216,12,18,3,0,0,4,"6-2","R/R",574109,24312,8448434,"http://stats.ncaa.org/players/8448434?year_stat_category_id=15081"
"2179",2024,"Louisville","ACC",1,"49","Kayden Campbell","So","P",23,0,7.65,20,24,19,17,17,22,0,104,81,5,0,0,3,6,3,0,30,17,1,2,400,22,16,3,1,1,8,"6-2","R/L",574110,821,8259505,"http://stats.ncaa.org/players/8259505?year_stat_category_id=15081"
"2180",2024,"Louisville","ACC",1,"46","Justin West","So","P",12,2,5.4,16.2,26,12,10,5,23,0,80,73,2,1,0,5,0,2,0,7,5,0,0,302,14,10,2,1,1,10,"6-3","R/L",574110,821,8265952,"http://stats.ncaa.org/players/8265952?year_stat_category_id=15081"
"2181",2024,"Louisville","ACC",1,"27","Evan Webster","Sr","P",16,15,4.18,71,75,36,33,20,62,0,307,280,11,1,0,10,3,5,0,1,1,2,0,0,65,75,5,3,0,15,"6-3","R/L",574110,821,8272159,"http://stats.ncaa.org/players/8272159?year_stat_category_id=15081"
"2182",2024,"Louisville","ACC",1,"54","Kaleb Corbett","Sr","P",19,1,7.59,32,31,28,27,12,37,0,140,122,5,0,1,9,3,1,0,15,7,3,2,507,30,28,1,1,2,7,"6-0","R/R",574110,821,8265379,"http://stats.ncaa.org/players/8265379?year_stat_category_id=15081"
"2183",2024,"Louisville","ACC",1,"41","Riley Phillips","Sr","P",14,2,8.53,25.1,30,27,24,18,32,0,128,105,7,0,1,8,11,3,0,9,6,2,0,512,29,13,2,2,0,8,"6-4","L/L",574110,821,8277519,"http://stats.ncaa.org/players/8277519?year_stat_category_id=15081"
"2184",2024,"Louisville","ACC",1,"44","Dan Snyder","So","P",10,0,10.38,13,14,18,15,11,7,0,67,52,5,0,0,2,0,2,0,6,4,1,1,248,19,12,2,0,0,2,"6-2","R/R",574110,821,8268684,"http://stats.ncaa.org/players/8268684?year_stat_category_id=15081"
"2185",2024,"Louisville","ACC",1,"7","Kade Grundy","Jr","P",9,0,8.74,11.1,16,14,11,5,11,0,56,46,3,0,0,3,4,1,0,7,1,1,3,196,10,11,0,0,0,2,"6-1","R/R",574110,821,8269855,"http://stats.ncaa.org/players/8269855?year_stat_category_id=15081"
"2186",2024,"Louisville","ACC",1,"18","Will Koger","Jr","P",13,1,11.25,16,26,23,20,12,10,0,84,68,4,0,0,3,4,2,0,5,2,2,0,316,19,12,1,3,0,2,"6-2","L/R",574110,821,8286427,"http://stats.ncaa.org/players/8286427?year_stat_category_id=15081"
"2187",2024,"Louisville","ACC",1,"20","Korbyn Dickerson","So","OF",1,0,0,0,0,2,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,"6-1","R/R",574110,821,8285332,"http://stats.ncaa.org/players/8285332?year_stat_category_id=15081"
"2188",2024,"Louisville","ACC",1,"22","Tucker Biven","So","UT",24,0,3.82,35.1,39,16,15,10,40,0,160,144,1,0,0,4,4,4,0,24,5,1,1,567,34,28,4,2,5,6,"6-1","R/R",574110,821,8279565,"http://stats.ncaa.org/players/8279565?year_stat_category_id=15081"
"2189",2024,"Louisville","ACC",1,"10","Carson Liggett","Jr","P",16,6,6.75,33.1,42,29,25,10,29,0,158,142,7,0,0,10,2,4,0,8,5,1,1,579,26,43,2,2,0,6,"6-1","R/R",574110,821,8287045,"http://stats.ncaa.org/players/8287045?year_stat_category_id=15081"
"2190",2024,"Louisville","ACC",1,"1","Patrick Forbes","So","UT",12,4,3.72,29,25,14,12,15,32,0,123,103,1,0,0,5,2,3,0,8,5,0,2,500,24,22,0,1,1,15,"6-3","R/R",574110,821,8282541,"http://stats.ncaa.org/players/8282541?year_stat_category_id=15081"
"2191",2024,"Louisville","ACC",1,"11","Ty Starke","Fr","P",16,0,4.19,19.1,19,11,9,11,17,0,89,69,3,0,0,1,3,5,0,10,5,2,2,349,25,9,1,0,0,5,"6-6","L/L",574110,821,8586366,"http://stats.ncaa.org/players/8586366?year_stat_category_id=15081"
"2192",2024,"Louisville","ACC",1,"33","Mitchell Dean","Fr","P",3,0,24.92,4.1,11,12,12,1,5,0,27,23,3,0,0,2,3,2,0,2,2,0,1,90,1,7,0,0,1,3,"6-7","B/L",574110,821,8586374,"http://stats.ncaa.org/players/8586374?year_stat_category_id=15081"
"2193",2024,"Louisville","ACC",1,"34","Jared Lessman","Jr","P",17,0,6,21,19,14,14,15,15,0,103,78,5,0,0,4,1,8,0,10,4,2,0,377,20,25,1,1,0,4,"6-2","L/L",574110,821,8586375,"http://stats.ncaa.org/players/8586375?year_stat_category_id=15081"
"2194",2024,"Louisville","ACC",1,"39","Jake Karaba","Sr","P",7,0,18,8,15,16,16,9,11,0,45,36,2,0,0,2,1,0,1,5,3,0,0,188,3,7,0,0,0,3,"6-1","R/R",574110,821,8586385,"http://stats.ncaa.org/players/8586385?year_stat_category_id=15081"
"2195",2024,"Louisville","ACC",1,"28","Parker Detmers","Fr","P",14,2,7.23,18.2,21,17,15,14,17,0,88,67,5,0,0,1,2,2,0,5,0,2,2,354,18,15,2,1,0,6,"6-4","R/R",574110,821,8586372,"http://stats.ncaa.org/players/8586372?year_stat_category_id=15081"
"2196",2024,"Louisville","ACC",1,"50","Josh Klug","Fr","P",3,0,0,2,0,1,0,1,0,0,9,6,0,0,0,0,0,1,0,1,0,1,0,36,3,3,0,0,0,0,"6-1","R/R",574110,821,8586381,"http://stats.ncaa.org/players/8586381?year_stat_category_id=15081"
"2197",2024,"Louisville","ACC",1,"26","Sebastian Gongora","Sr","P",15,15,6.14,77.2,86,61,53,29,89,0,351,311,13,2,1,14,7,7,0,0,0,2,1,0,60,77,5,4,0,22,"6-5","L/L",574110,821,8586383,"http://stats.ncaa.org/players/8586383?year_stat_category_id=15081"
"2198",2024,"Louisville","ACC",1,"15","Colton Hartman","Fr","P",12,8,5.9,29,25,19,19,18,37,0,131,110,2,1,0,5,2,2,0,2,0,1,0,568,11,36,1,2,0,14,"6-3","L/L",574110,821,8586369,"http://stats.ncaa.org/players/8586369?year_stat_category_id=15081"
"2199",2024,"Maine","America East",1,"34","Jason Krieger","Fr","P",16,13,5.26,65,70,47,38,43,54,0,316,262,15,2,0,2,18,5,1,0,0,1,5,541,63,73,1,4,0,21,"6-4","R/R",574113,845,8426704,"http://stats.ncaa.org/players/8426704?year_stat_category_id=15081"
"2200",2024,"Maine","America East",1,"13","Tyler Nielsen","Sr","P",11,1,22.37,11.2,26,33,29,19,11,0,86,57,4,1,0,2,5,8,0,8,5,2,0,135,13,8,0,1,0,4,"6-3","R/L",574113,845,8265921,"http://stats.ncaa.org/players/8265921?year_stat_category_id=15081"
"2201",2024,"Maine","America East",1,"11","Colton Carson","Sr","P",14,0,8.02,21.1,31,20,19,11,18,0,105,91,4,0,0,2,3,2,0,3,3,1,0,160,23,17,0,0,1,6,"6-6","R/R",574113,845,8426688,"http://stats.ncaa.org/players/8426688?year_stat_category_id=15081"
"2202",2024,"Maine","America East",1,"36","Geoff Mosseau","Sr","P",13,4,6.48,33.1,39,26,24,22,37,0,164,136,11,0,0,5,8,4,0,3,3,1,1,124,22,39,2,3,0,8,"6-6","L/L",574113,845,8269596,"http://stats.ncaa.org/players/8269596?year_stat_category_id=15081"
"2203",2024,"Maine","America East",1,"38","Ryan Scott","Jr","P",15,0,7,27,33,27,21,25,18,0,142,108,6,1,0,2,7,4,0,2,2,2,3,236,27,32,1,3,1,2,"6-3","R/R",574113,845,8270826,"http://stats.ncaa.org/players/8270826?year_stat_category_id=15081"
"2204",2024,"Maine","America East",1,"30","Blaine Cockburn","So","P",13,2,14.26,17.2,24,29,28,30,14,0,116,77,6,0,2,5,6,8,0,5,3,0,1,226,10,28,1,1,0,6,"6-1","L/L",574113,845,8274462,"http://stats.ncaa.org/players/8274462?year_stat_category_id=15081"
