"","year","team_name","conference","division","Jersey","player_name","Yr","Pos","App","GS","ERA","IP","H","R","ER","BB","SO","SHO","BF","P-OAB","2B-A","3B-A","Bk","HR-A","WP","HB","IBB","Inh Run","Inh Run Score","SHA","SFA","Pitches","GO","FO","W","L","SV","KL","Ht","B/T","team_id","conference_id","player_id","player_url"
"1477",2024,"Gonzaga","WCC",1,"17","Michael Cunneely","So","P",18,4,7.46,44.2,51,37,37,14,38,0,200,174,10,3,1,10,3,6,2,17,10,1,5,620,40,52,2,2,0,13,"6-5","R/R",574077,922,8417835,"http://stats.ncaa.org/players/8417835?year_stat_category_id=15081"
"1478",2024,"Gonzaga","WCC",1,"38","Daniel Sotelo","So","P",20,2,6.61,31.1,35,28,23,11,34,0,150,129,6,1,0,4,1,9,1,15,5,1,0,354,36,22,1,1,3,12,"5-10","L/L",574077,922,8417853,"http://stats.ncaa.org/players/8417853?year_stat_category_id=15081"
"1479",2024,"Gonzaga","WCC",1,"39","Erik Hoffberg","Fr","P",17,1,3.9,27.2,31,15,12,12,48,0,130,111,8,0,3,2,6,5,0,24,8,0,2,491,16,19,0,3,5,10,"6-3","R/R",574077,922,8417862,"http://stats.ncaa.org/players/8417862?year_stat_category_id=15081"
"1480",2024,"Gonzaga","WCC",1,"40","Trey Peters","Jr","P",10,0,13.24,17,38,27,25,9,15,0,100,89,11,0,0,7,4,2,1,13,8,0,0,368,17,18,1,0,1,2,"6-7","R/R",574077,922,8417881,"http://stats.ncaa.org/players/8417881?year_stat_category_id=15081"
"1481",2024,"Grambling","SWAC",1,"55","Charles Jackson","Sr","P",19,4,12.13,29.2,26,43,40,41,32,0,162,110,7,1,3,6,14,9,0,5,3,1,1,262,25,28,1,3,1,7,"6-0","R/R",574078,916,8447695,"http://stats.ncaa.org/players/8447695?year_stat_category_id=15081"
"1482",2024,"Grambling","SWAC",1,"29","Mike Edwards","Jr","1B",2,0,10.8,1.2,1,2,2,3,1,0,9,5,0,0,0,0,1,1,0,3,1,0,0,0,1,2,0,0,0,0,"5-11","L/R",574078,916,8264871,"http://stats.ncaa.org/players/8264871?year_stat_category_id=15081"
"1483",2024,"Grambling","SWAC",1,"26","Rafael Capistran","Jr","P",4,0,15.75,4,8,9,7,5,3,0,26,19,1,0,0,1,1,1,0,0,0,0,1,57,2,7,0,1,0,2,"6-0","R/R",574078,916,8447686,"http://stats.ncaa.org/players/8447686?year_stat_category_id=15081"
"1484",2024,"Grambling","SWAC",1,"35","Carlos  Peguero","Jr","P",19,13,12.74,41.2,59,66,59,45,28,0,231,171,20,2,2,6,13,5,0,10,6,5,5,544,37,53,1,9,0,7,"6-4","R/R",574078,916,8447688,"http://stats.ncaa.org/players/8447688?year_stat_category_id=15081"
"1485",2024,"Grambling","SWAC",1,"17","Esteban Tavares","Jr","P",11,0,14.29,11.1,13,20,18,20,9,0,69,42,3,0,1,1,5,5,0,9,2,0,2,222,6,15,0,0,0,1,"-","",574078,916,8265239,"http://stats.ncaa.org/players/8265239?year_stat_category_id=15081"
"1486",2024,"Grambling","SWAC",1,"20","Mohamed Harati","Jr","P",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-0","R/R",574078,916,8447681,"http://stats.ncaa.org/players/8447681?year_stat_category_id=15081"
"1487",2024,"Grambling","SWAC",1,"15","Ethan  Bates","Sr","",1,0,6.75,1.1,3,1,1,0,1,0,7,7,3,0,0,0,0,0,0,0,0,0,0,14,1,2,0,1,0,0,"6-1","R/L",574078,916,8259323,"http://stats.ncaa.org/players/8259323?year_stat_category_id=15081"
"1488",2024,"Grambling","SWAC",1,"12","Phillip Bryant","Jr","P",17,11,8.74,57.2,57,60,56,50,43,0,292,216,6,1,0,4,12,18,1,8,4,5,3,457,56,62,5,3,1,17,"5-10","R/R",574078,916,8277528,"http://stats.ncaa.org/players/8277528?year_stat_category_id=15081"
"1489",2024,"Grambling","SWAC",1,"40","Javier  Martinez","Sr","P",17,0,4.73,40,38,23,21,15,39,0,176,153,8,2,1,5,4,3,2,13,4,2,3,292,34,40,4,1,2,11,"6-2","R/R",574078,916,8282816,"http://stats.ncaa.org/players/8282816?year_stat_category_id=15081"
"1490",2024,"Grambling","SWAC",1,"18","Randy Reyes","Sr","P",7,7,3.41,37,30,16,14,13,43,1,154,136,3,2,0,2,2,1,1,0,0,3,1,290,35,29,3,3,0,17,"5-11","L/L",574078,916,8447678,"http://stats.ncaa.org/players/8447678?year_stat_category_id=15081"
"1491",2024,"Grambling","SWAC",1,"19","Courtland Posey","Sr","P",13,0,19.38,13,32,32,28,16,7,0,93,68,7,1,2,3,4,7,0,18,12,1,0,178,8,21,0,0,0,1,"5-9","L/L",574078,916,8447680,"http://stats.ncaa.org/players/8447680?year_stat_category_id=15081"
"1492",2024,"Grambling","SWAC",1,"34","Miguel Baez","Sr","P",24,2,10.38,39,54,46,45,35,21,0,212,159,8,0,1,6,12,11,0,14,14,4,3,521,47,42,0,2,1,5,"6-3","R/R",574078,916,8287080,"http://stats.ncaa.org/players/8287080?year_stat_category_id=15081"
"1493",2024,"Grambling","SWAC",1,"22","Jeremiah Newman","Jr","P",13,0,13.5,16.2,23,29,25,27,10,0,100,67,5,2,0,2,7,3,0,2,1,2,1,315,19,16,0,1,0,3,"6-0","R/R",574078,916,8282392,"http://stats.ncaa.org/players/8282392?year_stat_category_id=15081"
"1494",2024,"Grambling","SWAC",1,"16","Brett Washington","Jr","P",22,0,9,32,39,34,32,20,13,0,156,125,8,2,0,7,5,5,0,22,7,1,5,304,23,53,0,0,0,4,"-","",574078,916,0,NA
"1495",2024,"Grambling","SWAC",1,"5","Mason Martinez","Jr","P",19,17,4.74,114,116,64,60,41,85,1,490,426,15,3,0,4,19,9,1,0,0,10,4,823,142,92,12,3,0,32,"6-1","R/R",574078,916,8447673,"http://stats.ncaa.org/players/8447673?year_stat_category_id=15081"
"1496",2024,"Grand Canyon","WAC",1,"9","Isaac Lyon","So","UT",17,11,3.97,81.2,94,42,36,16,79,0,367,329,16,2,0,6,10,16,0,3,3,4,2,0,87,65,6,1,1,21,"6-3","R/R",573978,923,8270388,"http://stats.ncaa.org/players/8270388?year_stat_category_id=15081"
"1497",2024,"Grand Canyon","WAC",1,"22","Grant Richardson","So","P",14,9,3.73,50.2,45,26,21,30,70,0,222,184,4,0,3,1,5,4,0,0,0,2,2,781,37,33,5,1,0,18,"6-0","R/R",573978,923,8276968,"http://stats.ncaa.org/players/8276968?year_stat_category_id=15081"
"1498",2024,"Grand Canyon","WAC",1,"31","Carter Young","Sr","P",13,10,4.88,51.2,56,33,28,22,52,0,235,206,13,0,0,9,3,4,0,1,0,1,2,746,33,65,3,3,0,10,"5-11","L/R",573978,923,8269554,"http://stats.ncaa.org/players/8269554?year_stat_category_id=15081"
"1499",2024,"Grand Canyon","WAC",1,"13","Daniel Avitia","Jr","P",11,6,4.63,35,40,24,18,9,45,0,159,142,8,2,0,3,3,6,0,5,2,0,2,578,29,28,2,3,1,8,"6-4","R/R",573978,923,8261510,"http://stats.ncaa.org/players/8261510?year_stat_category_id=15081"
"1500",2024,"Grand Canyon","WAC",1,"48","Walt Quinn","So","P",22,0,2.22,44.2,41,17,11,16,34,0,192,167,11,1,0,1,3,6,2,17,6,1,2,649,52,38,3,3,1,16,"6-4","R/R",573978,923,8285571,"http://stats.ncaa.org/players/8285571?year_stat_category_id=15081"
"1501",2024,"Grand Canyon","WAC",1,"39","Bryan Webb","Sr","UT",10,0,6,12,18,8,8,2,13,0,57,49,2,0,0,1,0,2,0,10,5,1,3,197,11,11,3,0,0,3,"6-0","L/L",573978,923,8279957,"http://stats.ncaa.org/players/8279957?year_stat_category_id=15081"
"1502",2024,"Grand Canyon","WAC",1,"14","Nathan Ward","Sr","P",20,0,4.37,22.2,25,11,11,16,25,0,110,87,3,1,0,2,1,5,0,9,2,2,0,405,15,24,1,2,7,6,"6-8","R/R",573978,923,8282480,"http://stats.ncaa.org/players/8282480?year_stat_category_id=15081"
"1503",2024,"Grand Canyon","WAC",1,"57","Ben Smith","Fr","P",11,6,6,27,30,19,18,12,27,0,126,109,5,1,0,4,6,5,0,2,2,0,0,498,26,24,1,2,0,6,"6-7","L/L",573978,923,8412194,"http://stats.ncaa.org/players/8412194?year_stat_category_id=15081"
"1504",2024,"Grand Canyon","WAC",1,"32","Garrett Ahern","Fr","P",11,1,5.64,22.1,30,16,14,11,15,0,110,95,7,0,1,1,2,4,0,3,0,0,0,392,19,29,4,0,0,4,"6-5","R/R",573978,923,8412185,"http://stats.ncaa.org/players/8412185?year_stat_category_id=15081"
"1505",2024,"Grand Canyon","WAC",1,"15","Barrett Skaugrud","Jr","P",8,1,7.94,17,22,15,15,3,23,0,77,70,4,0,0,5,2,4,0,2,0,0,0,286,15,10,0,1,0,1,"6-1","R/R",573978,923,8412179,"http://stats.ncaa.org/players/8412179?year_stat_category_id=15081"
"1506",2024,"Grand Canyon","WAC",1,"21","David Case","Jr","P",6,0,11.91,11.1,16,16,15,9,12,0,60,49,3,1,0,2,3,2,0,3,3,0,0,230,10,10,0,2,0,3,"6-0","L/L",573978,923,8412180,"http://stats.ncaa.org/players/8412180?year_stat_category_id=15081"
"1507",2024,"Grand Canyon","WAC",1,"33","Shawn Triplett","Sr","P",18,0,3.9,30,25,17,13,9,28,0,126,108,3,0,0,7,5,4,1,11,9,4,1,435,32,26,0,0,2,10,"6-0","R/R",573978,923,8412186,"http://stats.ncaa.org/players/8412186?year_stat_category_id=15081"
"1508",2024,"Grand Canyon","WAC",1,"46","Brock Toney","So","P",9,0,6.91,14.1,20,13,11,11,11,0,72,55,3,0,0,1,0,3,0,7,5,0,3,292,7,19,0,1,0,5,"6-0","R/R",573978,923,8412193,"http://stats.ncaa.org/players/8412193?year_stat_category_id=15081"
"1509",2024,"Grand Canyon","WAC",1,"77","Hunter Watkins","Fr","P",18,4,3.83,47,53,23,20,13,47,0,212,190,10,0,1,4,2,5,1,6,4,2,2,688,50,41,2,1,2,10,"6-8","R/R",573978,923,8412196,"http://stats.ncaa.org/players/8412196?year_stat_category_id=15081"
"1510",2024,"Grand Canyon","WAC",1,"12","Connor Mattison","Fr","P",15,13,5.67,60.1,55,44,38,27,80,1,270,226,7,0,1,5,6,11,0,0,0,4,2,971,53,44,6,5,1,14,"6-2","R/R",573978,923,8412178,"http://stats.ncaa.org/players/8412178?year_stat_category_id=15081"
"1511",2024,"Harvard","Ivy League",1,"40","Cole Cleary","Jr","P",16,0,8.2,26.1,34,29,24,22,25,0,140,107,8,0,0,6,7,7,0,6,2,2,2,570,22,26,2,2,2,10,"6-1","R/R",574080,865,8270181,"http://stats.ncaa.org/players/8270181?year_stat_category_id=15081"
"1512",2024,"Harvard","Ivy League",1,"32","Sawyer Feller","Jr","C",1,0,27,1,2,3,3,3,1,0,8,5,1,0,0,0,0,0,0,1,1,0,0,40,0,2,0,0,0,1,"6-2","R/R",574080,865,8275061,"http://stats.ncaa.org/players/8275061?year_stat_category_id=15081"
"1513",2024,"Harvard","Ivy League",1,"25","Callan Fang","So","OF",12,11,4.64,64,56,36,33,20,83,0,271,237,13,4,0,8,4,7,2,3,3,5,2,0,51,50,3,3,0,20,"6-3","R/R",574080,865,8263855,"http://stats.ncaa.org/players/8263855?year_stat_category_id=15081"
"1514",2024,"Harvard","Ivy League",1,"31","Brian Dowling","So","P",10,5,11.29,36.2,60,53,46,27,21,0,205,167,12,2,0,9,7,7,0,4,4,1,3,656,44,39,1,3,0,5,"6-6","L/L",574080,865,8260304,"http://stats.ncaa.org/players/8260304?year_stat_category_id=15081"
"1515",2024,"Harvard","Ivy League",1,"22","Tanner Smith","Jr","P",13,4,8.49,23.1,20,24,22,30,29,0,118,85,5,0,1,2,6,0,0,6,4,1,2,497,22,14,2,2,1,13,"6-6","R/R",574080,865,8262717,"http://stats.ncaa.org/players/8262717?year_stat_category_id=15081"
"1516",2024,"Harvard","Ivy League",1,"28","Sean Matson","Jr","P",11,11,3.25,63.2,53,27,23,27,77,0,272,234,8,1,1,4,8,2,0,0,0,6,3,0,43,65,3,3,0,19,"6-2","B/R",574080,865,8279048,"http://stats.ncaa.org/players/8279048?year_stat_category_id=15081"
"1517",2024,"Harvard","Ivy League",1,"10","Nate Baxter","Jr","P",3,0,34.71,2.1,3,10,9,10,4,0,24,10,2,0,0,0,3,4,0,5,4,0,0,98,2,1,0,0,0,1,"6-3","R/R",574080,865,8284538,"http://stats.ncaa.org/players/8284538?year_stat_category_id=15081"
"1518",2024,"Harvard","Ivy League",1,"30","Uday Narottam","Sr","P",13,0,14.09,15.1,27,28,24,22,13,0,102,74,5,0,1,1,1,3,1,9,8,3,0,370,13,17,0,4,0,7,"5-9","R/L",574080,865,8282253,"http://stats.ncaa.org/players/8282253?year_stat_category_id=15081"
"1519",2024,"Harvard","Ivy League",1,"17","Porter Jordheim","Sr","P",3,0,27,1,0,3,3,5,2,0,9,3,0,0,0,0,0,1,0,4,1,0,0,41,1,0,0,0,0,1,"6-5","R/R",574080,865,8279891,"http://stats.ncaa.org/players/8279891?year_stat_category_id=15081"
"1520",2024,"Harvard","Ivy League",1,"13","Jordan Kang","So","INF",3,0,4.15,4.1,6,2,2,2,1,0,21,16,1,0,0,0,0,1,0,5,4,0,2,75,2,9,0,0,0,0,"5-10","R/R",574080,865,8282439,"http://stats.ncaa.org/players/8282439?year_stat_category_id=15081"
"1521",2024,"Harvard","Ivy League",1,"24","Andrew Abler","Fr","P",9,1,4.7,15.1,9,12,8,13,14,0,69,53,4,1,0,1,1,1,0,8,3,2,0,260,18,12,1,1,0,7,"6-1","R/R",574080,865,8408718,"http://stats.ncaa.org/players/8408718?year_stat_category_id=15081"
"1522",2024,"Harvard","Ivy League",1,"36","Truman Pauley","Fr","P",15,4,6.14,44,37,35,30,41,41,0,210,163,12,0,2,7,8,4,0,8,6,1,1,870,32,51,1,4,1,10,"6-2","R/R",574080,865,8408719,"http://stats.ncaa.org/players/8408719?year_stat_category_id=15081"
"1523",2024,"Harvard","Ivy League",1,"42","Will Burns","Fr","P",14,3,6.75,34.2,37,30,26,21,21,0,169,136,12,0,0,4,5,6,0,11,4,2,4,605,31,48,0,4,0,8,"6-1","R/R",574080,865,8408720,"http://stats.ncaa.org/players/8408720?year_stat_category_id=15081"
"1524",2024,"Hawaii","Big West",1,"18","Nainoa Cardinez","Sr","P",10,4,4.76,11.1,12,8,6,3,7,0,50,43,3,0,0,1,1,2,1,0,0,0,2,162,9,16,1,0,0,2,"6-2","R/R",574081,904,8260803,"http://stats.ncaa.org/players/8260803?year_stat_category_id=15081"
"1525",2024,"Hawaii","Big West",1,"12","Tai Atkins","Sr","P",10,0,4.91,7.1,7,5,4,3,7,0,33,29,3,1,0,0,0,1,0,5,3,0,0,133,7,7,0,0,0,4,"5-10","L/L",574081,904,8263946,"http://stats.ncaa.org/players/8263946?year_stat_category_id=15081"
"1526",2024,"Hawaii","Big West",1,"50","Alex Giroux","Jr","P",21,5,3.43,65.2,63,26,25,14,66,0,277,254,11,1,0,4,2,8,2,13,4,1,0,929,55,67,7,3,1,23,"6-0","R/R",574081,904,8259196,"http://stats.ncaa.org/players/8259196?year_stat_category_id=15081"
"1527",2024,"Hawaii","Big West",1,"41","Harrison Bodendorf","So","P",20,11,4.61,56.2,53,29,29,28,64,0,253,215,13,1,0,5,0,7,6,10,3,3,0,933,55,46,4,3,2,9,"6-5","R/L",574081,904,8282854,"http://stats.ncaa.org/players/8282854?year_stat_category_id=15081"
"1528",2024,"Hawaii","Big West",1,"15","Rylen Bayne","Jr","P",2,0,6.75,1.1,1,2,1,3,1,0,8,5,1,0,0,0,3,0,0,0,0,0,0,32,3,0,0,0,0,0,"6-1","R/R",574081,904,8456550,"http://stats.ncaa.org/players/8456550?year_stat_category_id=15081"
"1529",2024,"Hawaii","Big West",1,"26","Isaiah Magdaleno","Fr","P",12,4,7.61,23.2,41,25,20,8,28,0,124,111,8,0,0,1,2,2,0,1,0,3,0,373,19,22,1,2,1,6,"6-3","R/R",574081,904,8456553,"http://stats.ncaa.org/players/8456553?year_stat_category_id=15081"
"1530",2024,"Hawaii","Big West",1,"28","Danny Veloz","Jr","P",22,2,4.24,34,28,17,16,14,27,0,149,126,4,0,0,2,4,7,0,10,3,0,2,467,36,34,5,1,2,8,"6-1","R/R",574081,904,8456554,"http://stats.ncaa.org/players/8456554?year_stat_category_id=15081"
"1531",2024,"Hawaii","Big West",1,"36","Sebastian Gonzalez","Fr","P",13,2,3.19,31,25,14,11,8,35,0,133,115,4,0,1,2,1,7,2,6,2,1,1,464,23,33,0,0,1,8,"5-10","L/L",574081,904,8456557,"http://stats.ncaa.org/players/8456557?year_stat_category_id=15081"
"1532",2024,"Hawaii","Big West",1,"52","Zacary Tenn","Fr","P",13,0,1.02,17.2,11,2,2,5,12,0,68,57,4,1,0,0,1,2,1,15,6,3,1,225,23,13,4,0,1,1,"6-0","R/R",574081,904,8456562,"http://stats.ncaa.org/players/8456562?year_stat_category_id=15081"
"1533",2024,"Hawaii","Big West",1,"35","Tyler Dyball","Sr","P",14,0,2.37,19,18,6,5,3,10,0,80,69,2,0,0,0,0,5,1,10,6,2,1,235,30,12,1,0,0,2,"6-2","R/R",574081,904,8285798,"http://stats.ncaa.org/players/8285798?year_stat_category_id=15081"
"1534",2024,"Hawaii","Big West",1,"7","Connor Harrison","Sr","P",25,3,3.02,41.2,38,16,14,2,35,0,169,157,3,1,0,4,0,5,0,29,6,2,3,552,44,44,0,1,2,8,"6-0","L/L",574081,904,8279944,"http://stats.ncaa.org/players/8279944?year_stat_category_id=15081"
"1535",2024,"Hawaii","Big West",1,"54","Brayden Marx","Fr","P",14,1,4.15,17.1,14,8,8,15,24,0,85,67,4,0,0,1,5,1,1,9,1,2,0,326,7,21,4,0,1,10,"6-0","R/R",574081,904,8456563,"http://stats.ncaa.org/players/8456563?year_stat_category_id=15081"
"1536",2024,"Hawaii","Big West",1,"33","Hunter Gotschall","Fr","P",7,0,3.12,8.2,5,3,3,3,8,0,34,28,1,0,0,0,0,2,0,3,0,1,0,97,11,5,1,1,0,3,"6-0","R/R",574081,904,8456556,"http://stats.ncaa.org/players/8456556?year_stat_category_id=15081"
"1537",2024,"Hawaii","Big West",1,"43","Kyle Dobyns","Jr","P",4,0,2.45,3.2,4,1,1,1,1,0,13,12,1,0,0,0,0,0,0,3,0,0,0,39,5,2,0,0,0,0,"6-5","R/R",574081,904,8456558,"http://stats.ncaa.org/players/8456558?year_stat_category_id=15081"
"1538",2024,"Hawaii","Big West",1,"48","Myles Standish","Fr","P",6,0,0,5,0,0,0,1,7,0,17,14,0,0,1,0,0,2,0,2,0,0,0,66,1,6,0,0,0,2,"6-0","L/L",574081,904,8456559,"http://stats.ncaa.org/players/8456559?year_stat_category_id=15081"
"1539",2024,"Hawaii","Big West",1,"49","Dylan Waite","Jr","P",6,0,1.5,6,4,1,1,4,5,0,27,22,0,0,0,0,0,1,0,2,1,0,0,127,1,12,0,0,0,3,"6-2","L/L",574081,904,8456560,"http://stats.ncaa.org/players/8456560?year_stat_category_id=15081"
"1540",2024,"Hawaii","Big West",1,"13","Randy Abshier","Sr","P",15,15,4,81,72,42,36,24,90,0,344,308,12,1,4,9,3,7,2,0,0,2,3,0,65,82,5,4,0,35,"6-4","L/L",574081,904,8456543,"http://stats.ncaa.org/players/8456543?year_stat_category_id=15081"
"1541",2024,"Hawaii","Big West",1,"44","Cory Ronan","So","P",5,3,3.6,5,5,3,2,5,5,0,24,19,2,0,0,0,0,0,0,0,0,0,0,108,3,6,1,0,0,2,"6-2","L/L",574081,904,8456545,"http://stats.ncaa.org/players/8456545?year_stat_category_id=15081"
"1542",2024,"Hawaii","Big West",1,"17","Itsuki Takemoto","Fr","UT",20,3,4.1,37.1,30,19,17,18,37,0,164,138,8,1,0,1,5,5,4,16,2,1,2,565,37,35,3,1,5,9,"6-3","L/R",574081,904,8456551,"http://stats.ncaa.org/players/8456551?year_stat_category_id=15081"
"1543",2024,"Hawaii","Big West",1,"38","Charlie Adamson","Jr","P",3,0,0,3,1,0,0,0,2,0,11,9,0,0,0,0,0,2,0,0,0,0,0,31,3,3,0,0,0,0,"6-4","R/R",574081,904,8456565,"http://stats.ncaa.org/players/8456565?year_stat_category_id=15081"
"1544",2024,"High Point","Big South",1,"23","Sean Duffy","Sr","P",12,0,10.45,10.1,11,12,12,14,11,0,58,40,3,0,0,1,2,2,0,9,6,2,0,221,11,9,1,0,0,2,"6-4","R/R",573988,826,8265585,"http://stats.ncaa.org/players/8265585?year_stat_category_id=15081"
"1545",2024,"High Point","Big South",1,"29","Lucas Glover","So","P",8,0,10.38,8.2,13,10,10,3,9,0,43,38,4,0,0,3,1,2,1,2,1,0,0,101,3,13,0,2,0,5,"6-5","R/R",573988,826,8272460,"http://stats.ncaa.org/players/8272460?year_stat_category_id=15081"
"1546",2024,"High Point","Big South",1,"35","Bryan Rivera","Fr","P",9,7,8.05,19,20,17,17,21,10,0,93,69,4,1,0,4,3,2,0,2,0,0,1,352,12,28,2,2,0,2,"6-1","R/R",573988,826,8589895,"http://stats.ncaa.org/players/8589895?year_stat_category_id=15081"
"1547",2024,"High Point","Big South",1,"21","David Keith","Sr","P",13,0,7.71,11.2,7,10,10,13,22,0,58,41,2,1,0,0,2,4,0,2,2,0,0,216,4,8,1,0,0,8,"6-0","R/R",573988,826,8272585,"http://stats.ncaa.org/players/8272585?year_stat_category_id=15081"
"1548",2024,"High Point","Big South",1,"31","Brett Wozniak","Jr","P",15,15,4.57,86.2,102,51,44,39,51,0,387,339,15,0,1,9,6,3,1,0,0,6,0,0,121,65,8,2,0,8,"6-0","L/L",573988,826,8266622,"http://stats.ncaa.org/players/8266622?year_stat_category_id=15081"
"1549",2024,"High Point","Big South",1,"47","Howell Polk","So","P",14,2,12.39,20.1,34,33,28,15,15,0,111,94,6,0,0,9,1,2,0,11,7,0,0,387,18,23,0,2,1,7,"6-1","R/R",573988,826,8283415,"http://stats.ncaa.org/players/8283415?year_stat_category_id=15081"
"1550",2024,"High Point","Big South",1,"30","Braden Halladay","Sr","P",9,0,9.82,11,15,13,12,5,6,0,53,44,3,1,0,2,1,2,0,4,2,0,2,182,10,16,0,1,0,2,"6-3","R/R",573988,826,8287057,"http://stats.ncaa.org/players/8287057?year_stat_category_id=15081"
"1551",2024,"High Point","Big South",1,"36","Dalton Williams","So","P",3,0,27,3,4,9,9,4,4,0,19,12,1,0,0,1,0,2,0,8,3,0,1,41,1,3,0,0,0,4,"6-5","R/R",573988,826,8278528,"http://stats.ncaa.org/players/8278528?year_stat_category_id=15081"
"1552",2024,"High Point","Big South",1,"28","Noah Carter","Sr","P",21,0,6.16,19,18,14,13,8,21,0,84,71,5,0,0,6,0,4,0,26,13,0,1,294,5,28,1,2,0,6,"6-5","R/R",573988,826,8589882,"http://stats.ncaa.org/players/8589882?year_stat_category_id=15081"
"1553",2024,"High Point","Big South",1,"26","Gus Hughes","Sr","P",16,16,3.77,102.2,80,58,43,41,111,0,445,382,12,1,0,22,6,16,1,0,0,4,2,0,81,107,6,4,0,33,"6-0","R/R",573988,826,8286254,"http://stats.ncaa.org/players/8286254?year_stat_category_id=15081"
"1554",2024,"High Point","Big South",1,"33","Adam Grintz","Sr","P",23,0,5.31,39,46,24,23,19,33,0,182,155,7,0,0,3,2,2,1,13,4,1,5,544,41,38,2,2,2,8,"6-2","R/R",573988,826,8589889,"http://stats.ncaa.org/players/8589889?year_stat_category_id=15081"
"1555",2024,"High Point","Big South",1,"39","Liam Diehl","Fr","P",2,0,0,2,0,0,0,3,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,30,3,1,0,0,0,0,"6-4","R/R",573988,826,8589902,"http://stats.ncaa.org/players/8589902?year_stat_category_id=15081"
"1556",2024,"High Point","Big South",1,"25","Christian Baker","Sr","P",18,0,7.71,18.2,18,17,16,10,19,0,83,68,5,0,0,2,2,4,0,13,3,0,1,242,19,12,2,0,0,2,"6-4","R/R",573988,826,8589944,"http://stats.ncaa.org/players/8589944?year_stat_category_id=15081"
"1557",2024,"High Point","Big South",1,"27","Dalton Olsovsky","Fr","P",19,6,6.62,34,35,30,25,22,36,0,161,134,6,0,0,8,5,4,0,7,0,0,1,608,21,41,3,3,0,12,"5-11","R/R",573988,826,8589869,"http://stats.ncaa.org/players/8589869?year_stat_category_id=15081"
"1558",2024,"High Point","Big South",1,"44","Tyler Romanias","Sr","P",17,1,7.5,18,18,15,15,14,11,0,85,68,4,0,0,4,4,2,0,8,2,1,0,332,23,16,0,0,0,1,"6-0","L/L",573988,826,8589917,"http://stats.ncaa.org/players/8589917?year_stat_category_id=15081"
"1559",2024,"High Point","Big South",1,"6","Cael Chatham","Sr","INF",16,0,1.86,19.1,20,4,4,4,12,0,81,75,2,0,0,2,2,0,0,13,3,1,1,306,17,27,2,0,7,2,"6-1","L/R",573988,826,8589932,"http://stats.ncaa.org/players/8589932?year_stat_category_id=15081"
"1560",2024,"High Point","Big South",1,"32","Joey Tuttoilmondo","Fr","P",13,1,8.84,19.1,22,21,19,12,19,0,98,79,5,0,0,4,1,5,0,1,0,2,0,307,23,14,1,2,0,5,"5-10","R/R",573988,826,8589885,"http://stats.ncaa.org/players/8589885?year_stat_category_id=15081"
"1561",2024,"High Point","Big South",1,"37","Jake Potts","Jr","P",14,1,10.8,16.2,21,24,20,18,20,0,94,67,2,0,0,2,3,8,0,8,7,1,0,299,16,9,0,3,2,6,"6-3","R/R",573988,826,8589898,"http://stats.ncaa.org/players/8589898?year_stat_category_id=15081"
"1562",2024,"High Point","Big South",1,"45","Zach Oswald","Jr","P",2,0,27,1,0,3,3,2,0,0,7,2,0,0,0,0,1,2,0,0,0,1,0,30,1,2,0,0,0,0,"6-1","L/L",573988,826,8589920,"http://stats.ncaa.org/players/8589920?year_stat_category_id=15081"
"1563",2024,"High Point","Big South",1,"46","Matt Little","Sr","P",19,13,4.39,82,95,46,40,21,55,0,359,329,18,0,0,14,3,4,1,6,4,2,2,0,111,66,6,2,0,8,"6-1","L/L",573988,826,8589925,"http://stats.ncaa.org/players/8589925?year_stat_category_id=15081"
"1564",2024,"Hofstra","CAA",1,"44","Danny Kelleher","Sr","P",23,0,7.09,33,51,31,26,20,19,0,167,138,9,0,0,2,3,4,0,18,14,2,3,566,41,29,2,2,0,5,"6-4","R/R",574082,837,8277666,"http://stats.ncaa.org/players/8277666?year_stat_category_id=15081"
"1565",2024,"Hofstra","CAA",1,"35","Russell Hunter","So","P",21,0,7.64,33,29,32,28,25,29,0,158,117,4,1,1,5,8,7,1,21,9,3,6,562,33,33,2,0,1,9,"6-1","R/R",574082,837,8276632,"http://stats.ncaa.org/players/8276632?year_stat_category_id=15081"
"1566",2024,"Hofstra","CAA",1,"8","Penn Sealey","Sr","UT",11,6,12.08,25.1,43,35,34,10,21,0,134,114,7,1,0,8,2,6,0,8,7,1,3,366,31,22,0,5,0,10,"6-4","R/R",574082,837,8270086,"http://stats.ncaa.org/players/8270086?year_stat_category_id=15081"
"1567",2024,"Hofstra","CAA",1,"18","Cade Henry","Sr","P",15,2,9.93,22.2,31,29,25,19,15,0,123,92,14,1,0,4,6,5,1,11,2,2,5,406,18,33,2,2,1,5,"6-5","R/R",574082,837,8267481,"http://stats.ncaa.org/players/8267481?year_stat_category_id=15081"
"1568",2024,"Hofstra","CAA",1,"17","Jake DesLaurier","So","P",12,0,11.57,11.2,16,15,15,9,8,0,63,49,5,0,0,3,1,4,0,12,7,1,0,186,20,6,0,1,0,2,"6-0","R/R",574082,837,8269751,"http://stats.ncaa.org/players/8269751?year_stat_category_id=15081"
