year,team_name,conference,division,Jersey,player_name,Yr,Pos,GP,GS,BA,OBPct,SlgPct,R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,DP,CS,Picked,SB,IBB,RBI2out,Ht,B/T,team_id,conference_id,player_url,player_id.1,player_id.2,player_id
2023,Whittier,SCIAC,3.0,22.0,Aaron  Cazares,Fr,P,14.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,,548669.0,910.0,http://stats.ncaa.org/players/7984905?year_stat_category_id=15000,,,
2023,Neb. Wesleyan,American Rivers,3.0,2.0,Aaron  Chazin,So,OF,27.0,19.0,0.282,0.313,0.346,9.0,78.0,22.0,2.0,0.0,27.0,1.0,11.0,4.0,0.0,1.0,1.0,13.0,1.0,0.0,0.0,1.0,0.0,0.0,-,,548572.0,864.0,http://stats.ncaa.org/players/7810872?year_stat_category_id=15000,,,
2023,Elizabethtown,Landmark,3.0,50.0,Aaron  Hess,Fr,3B,11.0,0.0,0.273,0.333,0.273,2.0,11.0,3.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5-10,R/R,548870.0,30101.0,http://stats.ncaa.org/players/7972498?year_stat_category_id=15000,,,
2023,Millikin,CCIW,3.0,3.0,Aaron Agee,Sr,P,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5-10,R/R,548934.0,836.0,http://stats.ncaa.org/players/7821925?year_stat_category_id=15000,,,
2023,Geneva,PAC,3.0,0.0,Aaron Babu,Fr,OF,18.0,14.0,0.346,0.417,0.442,7.0,52.0,18.0,5.0,0.0,23.0,0.0,9.0,6.0,1.0,1.0,0.0,10.0,0.0,1.0,0.0,3.0,0.0,0.0,-,,548795.0,907.0,http://stats.ncaa.org/players/7970704?year_stat_category_id=15000,,,
2023,Pacific Lutheran,NWC,3.0,2.0,Aaron Barber,Jr,INF,36.0,36.0,0.284,0.307,0.374,24.0,155.0,44.0,11.0,0.0,58.0,1.0,26.0,2.0,5.0,4.0,0.0,7.0,5.0,0.0,0.0,1.0,0.0,0.0,5-10,B/R,548722.0,25300.0,http://stats.ncaa.org/players/7995102?year_stat_category_id=15000,,,
2023,Carleton,MIAC,3.0,31.0,Aaron Berkowitz,Sr,C,11.0,7.0,0.083,0.214,0.083,1.0,12.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,-,,548838.0,882.0,http://stats.ncaa.org/players/7818966?year_stat_category_id=15000,,,
2023,Martin Luther,UMAC,3.0,13.0,Aaron Bode,Jr,P,11.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-,,548748.0,30115.0,http://stats.ncaa.org/players/7816282?year_stat_category_id=15000,,,
2023,Juniata,Landmark,3.0,11.0,Aaron Bollinger,Jr,INF,25.0,19.0,0.203,0.325,0.219,9.0,64.0,13.0,1.0,0.0,14.0,0.0,4.0,12.0,0.0,1.0,0.0,12.0,2.0,1.0,1.0,2.0,0.0,0.0,6-0,R/R,548907.0,30101.0,http://stats.ncaa.org/players/7821112?year_stat_category_id=15000,,,
2023,Wilmington (OH),OAC,3.0,39.0,Aaron Boster,Jr,P,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6-3,L/L,548734.0,901.0,http://stats.ncaa.org/players/7815810?year_stat_category_id=15000,,,
2023,Old Westbury,Skyline,3.0,39.0,Aaron Castillo,Sr,SS,15.0,7.0,0.133,0.235,0.133,8.0,30.0,4.0,0.0,0.0,4.0,0.0,2.0,4.0,0.0,0.0,2.0,7.0,1.0,0.0,0.0,2.0,0.0,0.0,-,,548588.0,13054.0,http://stats.ncaa.org/players/7811380?year_stat_category_id=15000,,,
2023,Whitworth,NWC,3.0,35.0,Aaron Clogston,Jr,C,25.0,22.0,0.19,0.275,0.241,11.0,79.0,15.0,4.0,0.0,19.0,0.0,11.0,9.0,1.0,2.0,2.0,15.0,4.0,0.0,0.0,2.0,0.0,0.0,6-0,R/R,548733.0,25300.0,http://stats.ncaa.org/players/7993602?year_stat_category_id=15000,,,
2023,Western New Eng.,CCC,3.0,6.0,Aaron Cole,Jr,UT,42.0,41.0,0.272,0.356,0.371,39.0,151.0,41.0,7.0,4.0,56.0,0.0,25.0,20.0,1.0,2.0,4.0,33.0,1.0,1.0,0.0,7.0,0.0,0.0,5-10,R/R,548664.0,839.0,http://stats.ncaa.org/players/7813683?year_stat_category_id=15000,,,
2023,Salisbury,C2C,3.0,33.0,Aaron Combs,Jr,P,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6-2,R/R,548625.0,15810.0,http://stats.ncaa.org/players/7812510?year_stat_category_id=15000,,,
2023,SUNY Canton,North Atlantic,3.0,11.0,Aaron D'Agnese,Fr,INF,8.0,4.0,0.273,0.429,0.273,0.0,11.0,3.0,0.0,0.0,3.0,0.0,1.0,2.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5-6,R/R,548801.0,30026.0,http://stats.ncaa.org/players/8016243?year_stat_category_id=15000,,,
2023,Wartburg,American Rivers,3.0,10.0,Aaron Eybers,Sr,P,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,,548653.0,864.0,http://stats.ncaa.org/players/7993332?year_stat_category_id=15000,,,
2023,Moravian,Landmark,3.0,19.0,Aaron Flyte,Jr,P,9.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6-0,L/R,548567.0,30101.0,http://stats.ncaa.org/players/7810711?year_stat_category_id=15000,,,
2023,Grove City,PAC,3.0,12.0,Aaron Gault,So,C,3.0,0.0,0.0,0.333,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6-0,R/R,548887.0,907.0,http://stats.ncaa.org/players/7820492?year_stat_category_id=15000,,,
2023,Concordia (TX),ASC,3.0,1.0,Aaron Gomez,Jr,INF,40.0,38.0,0.336,0.487,0.379,36.0,116.0,39.0,5.0,0.0,44.0,0.0,19.0,31.0,6.0,3.0,11.0,16.0,1.0,1.0,0.0,6.0,0.0,0.0,-,L/R,548773.0,14825.0,http://stats.ncaa.org/players/7817059?year_stat_category_id=15000,,,
2023,Me.-Farmington,North Atlantic,3.0,31.0,Aaron Goschke,Jr,P,11.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5-8,R/L,548921.0,30026.0,http://stats.ncaa.org/players/7821504?year_stat_category_id=15000,,,
2023,Marywood,Atlantic East,3.0,30.0,Aaron Gutierrez,Jr,P,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6-0,R/R,548927.0,30233.0,http://stats.ncaa.org/players/7821714?year_stat_category_id=15000,,,
2023,Pitt.-Bradford,AMCC,3.0,19.0,Aaron Hair,Jr,OF,6.0,3.0,0.231,0.286,0.231,1.0,13.0,3.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,-,R/R,548724.0,30022.0,http://stats.ncaa.org/players/8007685?year_stat_category_id=15000,,,
2023,Hood,MAC Commonwealth,3.0,30.0,Aaron Heller,Fr,P,18.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5-10,R/R,548743.0,28744.0,http://stats.ncaa.org/players/8001057?year_stat_category_id=15000,,,
2023,York (PA),MAC Commonwealth,3.0,15.0,Aaron Hershberger,Fr,2B,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5-10,R/R,548687.0,28744.0,http://stats.ncaa.org/players/8010493?year_stat_category_id=15000,,,
2023,Claremont-M-S,SCIAC,3.0,26.0,Aaron Herst,Fr,P,14.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5-2,L/L,548850.0,910.0,http://stats.ncaa.org/players/7993633?year_stat_category_id=15000,,,
2023,Medaille,Empire 8,3.0,6.0,Aaron Huddleston,So,OF,24.0,21.0,0.271,0.405,0.339,10.0,59.0,16.0,4.0,0.0,20.0,0.0,9.0,10.0,4.0,1.0,0.0,15.0,3.0,0.0,0.0,2.0,0.0,0.0,-,R/R,548771.0,863.0,http://stats.ncaa.org/players/7817027?year_stat_category_id=15000,,,
2023,Wis.-Oshkosh,WIAC,3.0,4.0,Aaron Huibregtse,So,P,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5-9,-/R,548676.0,1473.0,http://stats.ncaa.org/players/7814049?year_stat_category_id=15000,,,
2023,Wells,United East,3.0,27.0,Aaron Izquierdo,Jr,1B,32.0,30.0,0.315,0.367,0.389,20.0,108.0,34.0,3.0,1.0,42.0,1.0,16.0,9.0,1.0,2.0,0.0,6.0,5.0,1.0,3.0,8.0,0.0,0.0,-,,548659.0,30071.0,http://stats.ncaa.org/players/7813558?year_stat_category_id=15000,,,
2023,Skidmore,Liberty League,3.0,16.0,Aaron Kats,Jr,P,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,R/R,548630.0,24197.0,http://stats.ncaa.org/players/7812683?year_stat_category_id=15000,,,
2023,Plymouth St.,Little East,3.0,27.0,Aaron Kent,So,P,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5-10,R/L,548596.0,867.0,http://stats.ncaa.org/players/8010476?year_stat_category_id=15000,,,
2023,SUNY Poly,North Atlantic,3.0,25.0,Aaron Kifer,So,P,11.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6-4,R/R,548753.0,30026.0,http://stats.ncaa.org/players/7816473?year_stat_category_id=15000,,,
2023,William Peace,USA South,3.0,53.0,Aaron Kimbel,Fr,1B,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,,548760.0,842.0,http://stats.ncaa.org/players/7991129?year_stat_category_id=15000,,,
2023,Gettysburg,Centennial,3.0,20.0,Aaron Kirby,Sr,INF,33.0,20.0,0.247,0.351,0.416,14.0,77.0,19.0,5.0,1.0,32.0,2.0,18.0,11.0,3.0,3.0,0.0,17.0,2.0,1.0,1.0,1.0,0.0,0.0,5-9,R/R,548883.0,9683.0,http://stats.ncaa.org/players/7820338?year_stat_category_id=15000,,,
2023,Randolph-Macon,ODAC,3.0,16.0,Aaron Lautenschlager,So,INF,43.0,43.0,0.325,0.411,0.433,23.0,157.0,51.0,9.0,1.0,68.0,2.0,39.0,18.0,7.0,3.0,0.0,24.0,5.0,1.0,1.0,3.0,0.0,0.0,6-1,R/R,548601.0,903.0,http://stats.ncaa.org/players/7811744?year_stat_category_id=15000,,,
2023,Centre,SAA,3.0,3.0,Aaron Lopez,Fr,INF,22.0,18.0,0.194,0.324,0.29,9.0,62.0,12.0,4.0,1.0,18.0,0.0,10.0,9.0,3.0,0.0,1.0,13.0,3.0,0.0,0.0,1.0,0.0,0.0,-,,548846.0,30169.0,http://stats.ncaa.org/players/7981950?year_stat_category_id=15000,,,
2023,Wentworth,CCC,3.0,2.0,Aaron Lundgren,Sr,C,12.0,11.0,0.229,0.386,0.229,5.0,35.0,8.0,0.0,0.0,8.0,0.0,2.0,8.0,1.0,0.0,0.0,6.0,2.0,0.0,1.0,0.0,0.0,0.0,5-8,R/R,548660.0,839.0,http://stats.ncaa.org/players/7813586?year_stat_category_id=15000,,,
2023,Ill. Wesleyan,CCIW,3.0,8.0,Aaron Miranda,Jr,C,12.0,5.0,0.389,0.5,0.389,4.0,18.0,7.0,0.0,0.0,7.0,0.0,1.0,4.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5-11,R/R,548900.0,836.0,http://stats.ncaa.org/players/7987700?year_stat_category_id=15000,,,
2023,Emory,UAA,3.0,28.0,Aaron Mishoulam,Sr,P,12.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6-7,R/R,548874.0,1471.0,http://stats.ncaa.org/players/7820110?year_stat_category_id=15000,,,
2023,Rockford,NACC,3.0,24.0,Aaron Monti,Jr,P,17.0,13.0,0.091,0.167,0.091,3.0,22.0,2.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,6-1,R/R,548610.0,30097.0,http://stats.ncaa.org/players/7812010?year_stat_category_id=15000,,,
2023,Sul Ross St.,ASC,3.0,3.0,Aaron Morales,So,OF,35.0,35.0,0.331,0.39,0.459,31.0,133.0,44.0,4.0,2.0,61.0,3.0,30.0,12.0,4.0,5.0,2.0,15.0,0.0,0.0,1.0,3.0,0.0,0.0,6-0,L/R,548728.0,14825.0,http://stats.ncaa.org/players/7997210?year_stat_category_id=15000,,,
2023,Martin Luther,UMAC,3.0,21.0,Aaron Neyhart,So,OF,8.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5-10,R/R,548748.0,30115.0,http://stats.ncaa.org/players/7816288?year_stat_category_id=15000,,,
2023,Widener,MAC Commonwealth,3.0,3.0,Aaron Nuble,Sr,INF,35.0,33.0,0.348,0.492,0.489,26.0,92.0,32.0,2.0,1.0,45.0,3.0,22.0,12.0,15.0,1.0,1.0,19.0,0.0,2.0,2.0,11.0,0.0,0.0,6-1,R/R,548670.0,28744.0,http://stats.ncaa.org/players/7813861?year_stat_category_id=15000,,,
2023,Dominican (IL),NACC,3.0,25.0,Aaron O'Grady,,p,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6-2,R/R,548725.0,30097.0,http://stats.ncaa.org/players/8021037?year_stat_category_id=15000,,,
2023,Capital,OAC,3.0,31.0,Aaron Olech,Sr,P,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,,548837.0,901.0,http://stats.ncaa.org/players/7818934?year_stat_category_id=15000,,,
2023,Arcadia,MAC Freedom,3.0,20.0,Aaron Oswalt,So,UT,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-,,548693.0,28745.0,http://stats.ncaa.org/players/8022650?year_stat_category_id=15000,,,
2023,Messiah,MAC Commonwealth,3.0,23.0,Aaron Renniger,So,P,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,,548931.0,28744.0,http://stats.ncaa.org/players/7821827?year_stat_category_id=15000,,,
2023,Carleton,MIAC,3.0,13.0,Aaron Rice,So,cf,26.0,25.0,0.27,0.36,0.311,13.0,74.0,20.0,3.0,0.0,23.0,0.0,11.0,8.0,3.0,1.0,1.0,17.0,2.0,3.0,0.0,3.0,0.0,0.0,-,R/R,548838.0,882.0,http://stats.ncaa.org/players/7818980?year_stat_category_id=15000,,,
2023,New England Col.,NECC,3.0,30.0,Aaron Robertson,Jr,C,19.0,14.0,0.263,0.378,0.316,5.0,38.0,10.0,2.0,0.0,12.0,0.0,9.0,4.0,3.0,0.0,2.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,-,,548573.0,888.0,http://stats.ncaa.org/players/7810891?year_stat_category_id=15000,,,
2023,Medaille,Empire 8,3.0,48.0,Aaron Rodgers,Fr,P,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,R/R,548771.0,863.0,http://stats.ncaa.org/players/8003746?year_stat_category_id=15000,,,
2023,Concordia (TX),ASC,3.0,5.0,Aaron San Miguel,Jr,INF,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,R/R,548773.0,14825.0,http://stats.ncaa.org/players/7817069?year_stat_category_id=15000,,,
2023,FDU-Florham,MAC Freedom,3.0,4.0,Aaron Santos,So,INF,21.0,20.0,0.333,0.397,0.406,9.0,69.0,23.0,1.0,2.0,28.0,0.0,8.0,7.0,1.0,1.0,0.0,18.0,0.0,0.0,0.0,1.0,0.0,0.0,5-11,R/R,548876.0,28745.0,http://stats.ncaa.org/players/8010028?year_stat_category_id=15000,,,
2023,Northwestern-St. Paul,UMAC,3.0,6.0,Aaron Severson,Jr,INF,34.0,34.0,0.322,0.46,0.467,15.0,90.0,29.0,6.0,2.0,42.0,1.0,21.0,18.0,5.0,0.0,2.0,15.0,1.0,0.0,0.0,11.0,0.0,0.0,-,,548779.0,30115.0,http://stats.ncaa.org/players/7817230?year_stat_category_id=15000,,,
2023,Worcester St.,MASCAC,3.0,25.0,Aaron Siegal,Fr,INF,11.0,7.0,0.24,0.333,0.32,5.0,25.0,6.0,2.0,0.0,8.0,0.0,5.0,4.0,1.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5-8,R/R,548685.0,870.0,http://stats.ncaa.org/players/7975081?year_stat_category_id=15000,,,
2023,Utica,Empire 8,3.0,14.0,Aaron Simons,Sr,INF,3.0,0.0,0.0,0.333,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5-10,L/R,548649.0,863.0,http://stats.ncaa.org/players/7999818?year_stat_category_id=15000,,,
2023,Wis.-Eau Claire,WIAC,3.0,37.0,Aaron Skrypek,Fr,P,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6-3,L/L,548942.0,1473.0,http://stats.ncaa.org/players/7998410?year_stat_category_id=15000,,,
2023,Saint Vincent,PAC,3.0,1.0,Aaron Stephan,Sr,P,7.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,R/R,548790.0,907.0,http://stats.ncaa.org/players/7817560?year_stat_category_id=15000,,,
2023,Huntingdon,CCS,3.0,37.0,Aaron Threat,Fr,OF,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-,R/R,548708.0,30251.0,http://stats.ncaa.org/players/7979453?year_stat_category_id=15000,,,
2023,Rochester (NY),Liberty League,3.0,15.0,Aaron Whitley,Sr,OF,42.0,42.0,0.377,0.448,0.587,51.0,167.0,63.0,12.0,4.0,98.0,5.0,25.0,18.0,6.0,3.0,5.0,13.0,2.0,2.0,2.0,23.0,2.0,0.0,5-11,R/R,548609.0,24197.0,http://stats.ncaa.org/players/7811996?year_stat_category_id=15000,,,
2023,Elms,Great Northeast,3.0,21.0,Aaron Young,So,C,34.0,33.0,0.317,0.393,0.46,32.0,126.0,40.0,9.0,0.0,58.0,3.0,24.0,13.0,4.0,2.0,1.0,16.0,2.0,1.0,0.0,14.0,0.0,0.0,-,,548593.0,23257.0,http://stats.ncaa.org/players/7811536?year_stat_category_id=15000,,,
2023,Thomas (ME),North Atlantic,3.0,33.0,Aaron Young,Jr,C,27.0,22.0,0.338,0.425,0.465,17.0,71.0,24.0,3.0,0.0,33.0,2.0,20.0,12.0,1.0,3.0,1.0,14.0,0.0,0.0,1.0,5.0,0.0,0.0,-,,548740.0,30026.0,http://stats.ncaa.org/players/7816009?year_stat_category_id=15000,,,
