"year","team_name","conference","division","Jersey","player_name","Yr","Pos","GP","GS","BA","OBPct","SlgPct","R","AB","H","2B","3B","TB","HR","RBI","BB","HBP","SF","SH","K","DP","CS","Picked","SB","IBB","RBI2out","Ht","B/T","team_id","conference_id","player_id","player_url"
2025,"AUM","Gulf South",2,"39","Clay Slagle","Sr","P",5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-2","R/R",596813,858,8897279,"http://stats.ncaa.org/players/8897279"
2025,"AUM","Gulf South",2,"3","Lucas Baggett","Jr","P",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5-10","R/R",596813,858,8897513,"http://stats.ncaa.org/players/8897513"
2025,"AUM","Gulf South",2,"6","JC Tunnell","Sr","INF",9,8,0.296,0.345,0.444,4,27,8,4,0,12,0,2,2,0,0,1,7,0,0,0,1,0,0,"6-2","R/R",596813,858,8893187,"http://stats.ncaa.org/players/8893187"
2025,"AUM","Gulf South",2,"10","Tucker Burns","Jr","INF",15,15,0.182,0.25,0.218,7,55,10,2,0,12,0,2,4,1,0,3,9,2,0,0,3,0,0,"-","R/R",596813,858,9211939,"http://stats.ncaa.org/players/9211939"
2025,"AUM","Gulf South",2,"14","Landon Baeder","Jr","OF",10,9,0.222,0.3,0.389,6,36,8,3,0,14,1,4,4,0,0,0,5,1,0,0,0,0,0,"-","R/R",596813,858,9211943,"http://stats.ncaa.org/players/9211943"
2025,"AUM","Gulf South",2,"18","Liam Gilbert","Jr","C",9,4,0.389,0.45,0.389,1,18,7,0,0,7,0,0,1,1,0,1,4,0,0,0,0,0,0,"-","R/R",596813,858,9211948,"http://stats.ncaa.org/players/9211948"
2025,"AUM","Gulf South",2,"31","Riley Orr","Jr","UT",17,15,0.327,0.415,0.582,14,55,18,5,0,32,3,15,6,3,1,1,8,1,0,0,1,1,0,"-","R/R",596813,858,9211953,"http://stats.ncaa.org/players/9211953"
2025,"AUM","Gulf South",2,"33","Carter Borden","Jr","P",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","R/L",596813,858,9211955,"http://stats.ncaa.org/players/9211955"
2025,"AUM","Gulf South",2,"35","Sellers Neuendorf","Fr","P",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","R/R",596813,858,9211957,"http://stats.ncaa.org/players/9211957"
2025,"AUM","Gulf South",2,"38","Charlie Bagwell","Jr","P",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","R/R",596813,858,9211960,"http://stats.ncaa.org/players/9211960"
2025,"AUM","Gulf South",2,"4","Brendan York","Sr","INF",16,16,0.324,0.403,0.382,9,68,22,2,1,26,0,12,5,4,0,2,10,0,2,0,4,1,0,"5-10","R/R",596813,858,8899761,"http://stats.ncaa.org/players/8899761"
2025,"AUM","Gulf South",2,"37","Heath Henley","Fr","P",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","R/R",596813,858,9211959,"http://stats.ncaa.org/players/9211959"
2025,"AUM","Gulf South",2,"40","Lawrence Gallo","Sr","P",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-2","B/L",596813,858,9211961,"http://stats.ncaa.org/players/9211961"
2025,"AUM","Gulf South",2,"32","Huston Wynne","Jr","P",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-0","R/L",596813,858,9211954,"http://stats.ncaa.org/players/9211954"
2025,"AUM","Gulf South",2,"5","Brett Pitts","Sr","UT",8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5-11","R/R",596813,858,9211937,"http://stats.ncaa.org/players/9211937"
2025,"AUM","Gulf South",2,"21","Zach Dew","Sr","INF",16,16,0.269,0.342,0.478,9,67,18,3,1,32,3,12,6,2,1,0,11,0,0,0,0,0,0,"6-2","R/R",596813,858,9211944,"http://stats.ncaa.org/players/9211944"
2025,"AUM","Gulf South",2,"15","Kyle Hipp","Jr","INF",15,14,0.345,0.426,0.603,11,58,20,4,1,35,3,17,6,3,1,0,13,2,0,1,0,2,0,"-","R/R",596813,858,9211945,"http://stats.ncaa.org/players/9211945"
2025,"AUM","Gulf South",2,"16","Jackson Reed","Jr","P",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","R/R",596813,858,9211946,"http://stats.ncaa.org/players/9211946"
2025,"AUM","Gulf South",2,"17","Grant Hickman","Sr","P",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-1","R/R",596813,858,9211947,"http://stats.ncaa.org/players/9211947"
2025,"AUM","Gulf South",2,"19","Cliff Wysinger","Fr","OF",2,1,0.2,0.333,0.8,1,5,1,0,0,4,1,1,1,0,0,0,3,0,0,0,1,0,0,"-","R/R",596813,858,9211949,"http://stats.ncaa.org/players/9211949"
2025,"AUM","Gulf South",2,"20","Alec Hotaling","Fr","C",5,4,0.273,0.467,0.545,4,11,3,0,0,6,1,2,2,2,0,0,4,0,1,0,0,0,0,"-","R/R",596813,858,9211950,"http://stats.ncaa.org/players/9211950"
2025,"AUM","Gulf South",2,"24","Griffin Stewart","Jr","P",4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","R/R",596813,858,9211951,"http://stats.ncaa.org/players/9211951"
2025,"AUM","Gulf South",2,"34","Will Passeau","Jr","P",5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-2","R/R",596813,858,9211956,"http://stats.ncaa.org/players/9211956"
2025,"Adams St.","RMAC",2,"45","Ricardo Santiago","Jr","P",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"6-1","R/R",596951,13128,8890168,"http://stats.ncaa.org/players/8890168"
2025,"Adams St.","RMAC",2,"38","Nolan Marthaler","Sr","OF",15,13,0.244,0.354,0.293,5,41,10,2,0,12,0,5,7,0,0,0,15,0,0,0,0,0,0,"6-4","R/R",596951,13128,8883817,"http://stats.ncaa.org/players/8883817"
2025,"Adams St.","RMAC",2,"21","Ty Addington","Sr","P",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-2","L/R",596951,13128,8874738,"http://stats.ncaa.org/players/8874738"
2025,"Adams St.","RMAC",2,"28","Braden Thomson","So","OF",5,2,0,0.1,0,0,9,0,0,0,0,0,1,1,0,0,0,8,0,0,0,0,0,0,"6-1","R/R",596951,13128,8883982,"http://stats.ncaa.org/players/8883982"
2025,"Adams St.","RMAC",2,"8","Ayden Tausher","Jr","OF",15,15,0.288,0.393,0.365,8,52,15,1,0,19,1,5,9,0,0,0,7,1,1,0,3,0,0,"6-1","L/L",596951,13128,8876889,"http://stats.ncaa.org/players/8876889"
2025,"Adams St.","RMAC",2,"42","Seth Reker","So","INF",13,13,0.25,0.32,0.364,4,44,11,5,0,16,0,2,4,1,1,1,11,1,0,0,0,0,0,"6-1","R/R",596951,13128,8877873,"http://stats.ncaa.org/players/8877873"
2025,"Adams St.","RMAC",2,"6","Gunner Martinez","Jr","2B",10,4,0,0.067,0,1,14,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,"5-10","R/R",596951,13128,8885107,"http://stats.ncaa.org/players/8885107"
2025,"Adams St.","RMAC",2,"4","Ethan Abegg","Jr","1B",13,11,0.231,0.474,0.462,4,26,6,0,0,12,2,4,12,0,0,1,9,3,1,0,0,0,0,"5-7","L/R",596951,13128,8889413,"http://stats.ncaa.org/players/8889413"
2025,"Adams St.","RMAC",2,"34","CJ Pino","Sr","P",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5-8","R/R",596951,13128,8886329,"http://stats.ncaa.org/players/8886329"
2025,"Adams St.","RMAC",2,"17","Brian Walter","Sr","P",4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-0","R/R",596951,13128,8881574,"http://stats.ncaa.org/players/8881574"
2025,"Adams St.","RMAC",2,"14","Wilhelm Lorenz","Sr","P",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-2","R/R",596951,13128,8888684,"http://stats.ncaa.org/players/8888684"
2025,"Adams St.","RMAC",2,"5","Connor Murray","Sr","1B",4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5-7","R/R",596951,13128,8875490,"http://stats.ncaa.org/players/8875490"
2025,"Adams St.","RMAC",2,"44","Isaiah Pruitt","Jr","OF",6,2,0,0.091,0,0,10,0,0,0,0,0,0,0,1,0,0,4,0,0,0,2,0,0,"6-3","R/R",596951,13128,8883744,"http://stats.ncaa.org/players/8883744"
2025,"Adams St.","RMAC",2,"7","Austin Yi","Fr","C",2,0,0,0.25,0,1,3,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,"5-11","R/R",596951,13128,8892170,"http://stats.ncaa.org/players/8892170"
2025,"Adams St.","RMAC",2,"10","Caleb Eiguren","Sr","C",8,6,0.368,0.381,0.421,2,19,7,1,0,8,0,3,1,0,1,0,5,1,0,0,0,0,0,"6-3","R/R",596951,13128,8893002,"http://stats.ncaa.org/players/8893002"
2025,"Adams St.","RMAC",2,"2","Josh Parks","Sr","OF",13,8,0.314,0.351,0.486,4,35,11,3,0,17,1,8,2,0,0,0,8,0,0,0,2,0,0,"5-11","R/R",596951,13128,8893279,"http://stats.ncaa.org/players/8893279"
2025,"Adams St.","RMAC",2,"3","Christian Altamirano","So","OF",14,14,0.423,0.475,0.596,7,52,22,4,1,31,1,11,4,2,1,1,8,3,1,2,2,0,0,"5-10","L/L",596951,13128,8901045,"http://stats.ncaa.org/players/8901045"
2025,"Adams St.","RMAC",2,"37","Phil Carter","Sr","OF",12,10,0.167,0.333,0.292,3,24,4,0,0,7,1,1,3,3,0,0,10,1,0,0,0,0,0,"6-4","R/R",596951,13128,8902418,"http://stats.ncaa.org/players/8902418"
2025,"Adams St.","RMAC",2,"12","Payton Brown","Sr","P",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-1","R/R",596951,13128,8901314,"http://stats.ncaa.org/players/8901314"
2025,"Adams St.","RMAC",2,"29","Braden Watkins","Jr","OF",13,3,0.313,0.421,0.5,6,16,5,3,0,8,0,2,3,0,0,0,2,0,0,1,2,0,0,"5-11","L/R",596951,13128,9112854,"http://stats.ncaa.org/players/9112854"
2025,"Adams St.","RMAC",2,"32","Alex Hernandez","Jr","UT",7,3,0.25,0.4,0.5,4,12,3,0,0,6,1,1,3,0,0,0,5,0,0,0,0,0,0,"6-1","R/R",596951,13128,9112856,"http://stats.ncaa.org/players/9112856"
2025,"Adams St.","RMAC",2,"41","Jorden Rico","Fr","C",6,5,0.231,0.375,0.538,1,13,3,1,0,7,1,4,2,1,0,0,5,0,0,0,0,0,0,"5-10","L/R",596951,13128,9112866,"http://stats.ncaa.org/players/9112866"
2025,"Adams St.","RMAC",2,"9","Macs Carillo","Jr","INF",12,11,0.148,0.343,0.259,3,27,4,3,0,7,0,3,7,1,0,0,6,0,1,0,1,0,0,"5-9","R/R",596951,13128,9112845,"http://stats.ncaa.org/players/9112845"
2025,"Adams St.","RMAC",2,"22","Tyler Smith","Jr","P",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-0","R/R",596951,13128,9112850,"http://stats.ncaa.org/players/9112850"
2025,"Adams St.","RMAC",2,"25","Luke Mariscal","Jr","1B",11,5,0.111,0.261,0.278,4,18,2,0,0,5,1,4,4,0,1,0,10,1,0,0,1,0,0,"6-4","R/R",596951,13128,9112852,"http://stats.ncaa.org/players/9112852"
2025,"Adams St.","RMAC",2,"35","Josiah Hall","Fr","OF",12,7,0.414,0.469,0.655,6,29,12,4,0,19,1,4,2,1,0,0,6,1,0,1,1,0,0,"6-2","R/R",596951,13128,9112864,"http://stats.ncaa.org/players/9112864"
2025,"Adams St.","RMAC",2,"33","Joseph Marek","Fr","P",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-1","R/R",596951,13128,9112860,"http://stats.ncaa.org/players/9112860"
2025,"Adams St.","RMAC",2,"18","Logan Martin","Jr","P",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-1","R/R",596951,13128,9112847,"http://stats.ncaa.org/players/9112847"
2025,"Adams St.","RMAC",2,"15","Cory Apker","So","p",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-6","R/R",596951,13128,9093412,"http://stats.ncaa.org/players/9093412"
2025,"Adams St.","RMAC",2,"11","Cesar Loma","Sr","P",5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5-8","R/R",596951,13128,9093409,"http://stats.ncaa.org/players/9093409"
2025,"Adams St.","RMAC",2,"24","Chris Gracia","So","INF",9,5,0.188,0.35,0.25,4,16,3,1,0,4,0,0,4,0,0,1,6,0,0,1,0,0,0,"5-10","L/R",596951,13128,9093410,"http://stats.ncaa.org/players/9093410"
2025,"Adelphi","NE10",2,"8","Albert Ramos","Jr","INF",6,6,0.368,0.455,0.579,5,19,7,1,0,11,1,3,3,0,0,0,1,0,0,0,0,0,0,"6-0","R/R",596850,899,8879626,"http://stats.ncaa.org/players/8879626"
2025,"Adelphi","NE10",2,"19","Jake Sekinski","So","P",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5-8","R/R",596850,899,8883870,"http://stats.ncaa.org/players/8883870"
2025,"Adelphi","NE10",2,"37","C.J. Picone","Sr","C",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5-6","R/R",596850,899,8877037,"http://stats.ncaa.org/players/8877037"
2025,"Adelphi","NE10",2,"23","Johnny Catuosco","Sr","OF",6,6,0.25,0.4,0.3,3,20,5,1,0,6,0,0,5,0,0,0,7,0,0,0,0,0,0,"6-1","R/L",596850,899,8877913,"http://stats.ncaa.org/players/8877913"
2025,"Adelphi","NE10",2,"25","Billy Kind","So","P",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-2","R/R",596850,899,8881308,"http://stats.ncaa.org/players/8881308"
2025,"Adelphi","NE10",2,"15","Evan Carway","So","C",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"5-11","R/R",596850,899,8888395,"http://stats.ncaa.org/players/8888395"
2025,"Adelphi","NE10",2,"45","Jack Wishner","Sr","INF",6,6,0.1,0.1,0.1,0,20,2,0,0,2,0,2,0,0,0,0,4,0,0,0,0,0,0,"5-10","R/R",596850,899,8887502,"http://stats.ncaa.org/players/8887502"
2025,"Adelphi","NE10",2,"48","Justin Wilkinson","So","INF",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-0","L/L",596850,899,8876293,"http://stats.ncaa.org/players/8876293"
2025,"Adelphi","NE10",2,"29","Jonathan Fallacaro","Sr","P",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5-10","L/L",596850,899,8889723,"http://stats.ncaa.org/players/8889723"
2025,"Adelphi","NE10",2,"1","Dawson Montesa","So","P",2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-1","R/R",596850,899,8874440,"http://stats.ncaa.org/players/8874440"
2025,"Adelphi","NE10",2,"28","Bryan McCleary","So","C",3,3,0,0.1,0,1,9,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,"5-11","R/R",596850,899,8880470,"http://stats.ncaa.org/players/8880470"
2025,"Adelphi","NE10",2,"30","Jacob Lee","Jr","INF",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-1","R/R",596850,899,8878482,"http://stats.ncaa.org/players/8878482"
2025,"Adelphi","NE10",2,"56","Zach Rovner","Sr","P",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-2","R/R",596850,899,8880550,"http://stats.ncaa.org/players/8880550"
2025,"Adelphi","NE10",2,"17","James Eden","So","OF",4,4,0.167,0.333,0.25,2,12,2,1,0,3,0,0,1,2,0,0,2,0,0,0,0,0,0,"5-10","R/R",596850,899,8883721,"http://stats.ncaa.org/players/8883721"
2025,"Adelphi","NE10",2,"21","Michael Tufo","Jr","P",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-3","R/R",596850,899,8891395,"http://stats.ncaa.org/players/8891395"
2025,"Adelphi","NE10",2,"55","Phillip D'Aguanno","Sr","UT",2,2,0,0.167,0,1,5,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,"5-11","R/R",596850,899,8892301,"http://stats.ncaa.org/players/8892301"
2025,"Adelphi","NE10",2,"36","Cam Letourneau","So","P",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-0","R/R",596850,899,8892424,"http://stats.ncaa.org/players/8892424"
2025,"Adelphi","NE10",2,"34","Erick Duignan","So","INF",4,2,0.182,0.182,0.182,1,11,2,0,0,2,0,0,0,0,0,0,2,0,0,0,1,0,0,"6-3","R/R",596850,899,8894992,"http://stats.ncaa.org/players/8894992"
2025,"Adelphi","NE10",2,"4","Anthony Rigogliosi","So","OF",3,3,0,0.3,0,2,7,0,0,0,0,0,1,3,0,0,0,3,0,0,0,0,0,0,"5-10","L/L",596850,899,8901436,"http://stats.ncaa.org/players/8901436"
2025,"Adelphi","NE10",2,"7","Michael Robinson","So","INF",3,2,0,0.286,0,0,5,0,0,0,0,0,0,2,0,0,1,3,0,0,0,0,0,0,"6-0","L/R",596850,899,8900739,"http://stats.ncaa.org/players/8900739"
2025,"Adelphi","NE10",2,"6","John Carver","Sr","P",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-2","R/R",596850,899,8902152,"http://stats.ncaa.org/players/8902152"
2025,"Adelphi","NE10",2,"52","Gavin Graff","Sr","P",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-4","R/R",596850,899,8902181,"http://stats.ncaa.org/players/8902181"
2025,"Adelphi","NE10",2,"9","L.J. Bohne","Jr","OF",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"5-9","L/R",596850,899,8899894,"http://stats.ncaa.org/players/8899894"
2025,"Adelphi","NE10",2,"39","Alex Rende","Sr","INF",5,4,0.071,0.188,0.071,2,14,1,0,0,1,0,0,2,0,0,0,8,0,0,1,0,0,0,"5-10","L/R",596850,899,9103631,"http://stats.ncaa.org/players/9103631"
2025,"Adelphi","NE10",2,"32","Carlos Acosta","Sr","P",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-4","R/L",596850,899,9103619,"http://stats.ncaa.org/players/9103619"
2025,"Adelphi","NE10",2,"20","Matt Ryan","Fr","C",3,3,0.333,0.4,0.556,2,9,3,2,0,5,0,4,0,1,0,0,1,1,0,0,0,0,0,"6-2","R/R",596850,899,9103651,"http://stats.ncaa.org/players/9103651"
2025,"Adelphi","NE10",2,"26","Joe Pellegrino","Sr","INF",6,6,0.4,0.52,0.9,7,20,8,1,0,18,3,7,5,0,0,0,3,0,0,0,1,0,0,"5-10","R/R",596850,899,9103621,"http://stats.ncaa.org/players/9103621"
2025,"Adelphi","NE10",2,"16","Giancarlo Rengifo","Fr","3B",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"5-1","R/R",596850,899,9103650,"http://stats.ncaa.org/players/9103650"
2025,"Adelphi","NE10",2,"53","Matthew Curto","Fr","P",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-8","R/R",596850,899,9103669,"http://stats.ncaa.org/players/9103669"
2025,"Adelphi","NE10",2,"33","Bobby Molinaro","Sr","P",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-0","L/L",596850,899,9103625,"http://stats.ncaa.org/players/9103625"
2025,"Adelphi","NE10",2,"12","Greyson Pizzonia","Sr","INF",6,6,0.318,0.423,0.5,3,22,7,0,2,11,0,2,3,1,0,1,7,0,1,0,1,0,0,"6-1","L/R",596850,899,9103622,"http://stats.ncaa.org/players/9103622"
2025,"Adelphi","NE10",2,"22","Jack Carr","Sr","P",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-1","R/R",596850,899,9103620,"http://stats.ncaa.org/players/9103620"
2025,"Adelphi","NE10",2,"24","Jack Tate","Fr","OF",2,1,0.25,0.5,0.25,2,4,1,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,"6-3","R/R",596850,899,9103655,"http://stats.ncaa.org/players/9103655"
2025,"Adelphi","NE10",2,"40","Tyler Bonsignore","Fr","P",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-0","L/L",596850,899,9103662,"http://stats.ncaa.org/players/9103662"
2025,"Alabama Huntsville","Gulf South",2,"6","Jacob Peters","Sr","P",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","R/R",596851,858,8899039,"http://stats.ncaa.org/players/8899039"
2025,"Alabama Huntsville","Gulf South",2,"7","Joey Caruso","So","INF",7,2,0.182,0.231,0.273,1,11,2,1,0,3,0,1,1,0,1,1,4,0,0,0,0,0,0,"-","",596851,858,8885821,"http://stats.ncaa.org/players/8885821"
2025,"Alabama Huntsville","Gulf South",2,"23","Logan Mooney","So","P",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","L/L",596851,858,8875622,"http://stats.ncaa.org/players/8875622"
2025,"Alabama Huntsville","Gulf South",2,"2","Caleb Mahan","Jr","INF",7,5,0.143,0.2,0.143,1,14,2,0,0,2,0,2,0,1,0,1,4,0,1,1,0,0,0,"-","",596851,858,8875643,"http://stats.ncaa.org/players/8875643"
2025,"Alabama Huntsville","Gulf South",2,"45","Connor Wilson","Fr","INF",6,0,0.4,0.571,1,3,5,2,0,0,5,1,2,2,0,0,0,2,0,0,0,0,0,0,"-","R/R",596851,858,8889071,"http://stats.ncaa.org/players/8889071"
2025,"Alabama Huntsville","Gulf South",2,"5","Jackson Lindsey","Sr","UT",17,17,0.229,0.415,0.271,9,48,11,2,0,13,0,11,14,2,1,0,10,0,0,1,0,0,0,"-","",596851,858,8887057,"http://stats.ncaa.org/players/8887057"
2025,"Alabama Huntsville","Gulf South",2,"15","Ramie Harrison","Sr","UT",3,2,0.571,0.571,1,3,7,4,3,0,7,0,1,0,0,0,1,2,0,0,0,0,0,0,"-","L/R",596851,858,8880128,"http://stats.ncaa.org/players/8880128"
2025,"Alabama Huntsville","Gulf South",2,"1","Brodee Bartlett","Fr","INF",8,5,0.167,0.286,0.167,3,18,3,0,0,3,0,3,2,1,0,0,1,0,0,1,1,0,0,"-","R/R",596851,858,8881351,"http://stats.ncaa.org/players/8881351"
2025,"Alabama Huntsville","Gulf South",2,"11","Presley Walker","Sr","UT",14,14,0.404,0.5,0.745,14,47,19,5,1,35,3,7,6,3,0,0,9,0,0,0,6,0,0,"-","R/R",596851,858,8887379,"http://stats.ncaa.org/players/8887379"
2025,"Alabama Huntsville","Gulf South",2,"30","Aubry Cleghorn","Jr","P",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","",596851,858,8886460,"http://stats.ncaa.org/players/8886460"
2025,"Alabama Huntsville","Gulf South",2,"28","Connor Edwards","Sr","P",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","L/L",596851,858,8878388,"http://stats.ncaa.org/players/8878388"
2025,"Alabama Huntsville","Gulf South",2,"10","Cross Cacioppo","Jr","OF",3,0,0,0.25,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,"-","R/R",596851,858,8886588,"http://stats.ncaa.org/players/8886588"
2025,"Alabama Huntsville","Gulf South",2,"38","Hunter Nolan","Jr","C",1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"-","",596851,858,8893448,"http://stats.ncaa.org/players/8893448"
