year,team_name,conference,division,Jersey,player_name,Yr,Pos,GP,GS,BA,OBPct,SlgPct,R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,DP,CS,Picked,SB,IBB,RBI2out,Ht,B/T,team_id,conference_id,player_url,player_id.1,player_id.2,player_id
2024,Northwestern-St. Paul,UMAC,3.0,20.0,A. Simon,Fr,p,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,,574694.0,30115.0,http://stats.ncaa.org/players/8596251?year_stat_category_id=15080,,,d3d-8596251
2024,Oswego St.,SUNYAC,3.0,46.0,A. Small,,p,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,,574506.0,917.0,http://stats.ncaa.org/players/8714571?year_stat_category_id=15080,,,8714571
2024,Anderson (IN),HCAC,3.0,30.0,A.J. Bunnell,Sr,P,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,L/L,574604.0,9174.0,http://stats.ncaa.org/players/8278088?year_stat_category_id=15080,,,8278088
2024,Elms,Great Northeast,3.0,11.0,A.J. Cook,Sr,INF,36.0,36.0,0.256,0.43,0.304,29.0,125.0,32.0,2.0,2.0,38.0,0.0,18.0,33.0,6.0,1.0,1.0,40.0,1.0,4.0,5.0,17.0,0.0,0.0,-,,574508.0,23257.0,http://stats.ncaa.org/players/8286315?year_stat_category_id=15080,,,d3d-7154032
2024,St. Norbert,NACC,3.0,23.0,A.J. Kisting,Jr,C,25.0,23.0,0.273,0.448,0.348,15.0,66.0,18.0,2.0,0.0,23.0,1.0,18.0,16.0,5.0,0.0,1.0,18.0,1.0,1.0,0.0,1.0,0.0,0.0,-,R/R,574536.0,30097.0,http://stats.ncaa.org/players/8285486?year_stat_category_id=15080,,,d3d-7585459
2024,MSOE,NACC,3.0,13.0,A.J. Lee,So,UT,20.0,5.0,0.333,0.371,0.367,4.0,30.0,10.0,1.0,0.0,11.0,0.0,8.0,0.0,3.0,2.0,0.0,7.0,0.0,1.0,0.0,3.0,0.0,0.0,-,,574677.0,30097.0,http://stats.ncaa.org/players/8274673?year_stat_category_id=15080,,,d3d-8017450
2024,Occidental,SCIAC,3.0,10.0,A.J. Naha,Sr,C,17.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6-2,R/R,574500.0,910.0,http://stats.ncaa.org/players/8268406?year_stat_category_id=15080,,,d3d-7564453
2024,Mass. Maritime,MASCAC,3.0,17.0,A.J. Pietrafesa,Sr,C,38.0,38.0,0.4,0.497,0.614,30.0,140.0,56.0,11.0,2.0,86.0,5.0,31.0,24.0,4.0,1.0,0.0,24.0,4.0,1.0,0.0,0.0,2.0,0.0,5-10,,574844.0,870.0,http://stats.ncaa.org/players/8281196?year_stat_category_id=15080,,,d3d-7154444
2024,Mary Washington,C2C,3.0,43.0,A.J. Poole,Fr,1B,10.0,0.0,0.429,0.556,0.571,2.0,7.0,3.0,1.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-,,574839.0,15810.0,http://stats.ncaa.org/players/8418263?year_stat_category_id=15080,,,d3d-8418263
2024,Susquehanna,Landmark,3.0,47.0,A.J. Sferlazza,Jr,OF,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5-8,L/L,574553.0,30101.0,http://stats.ncaa.org/players/8275865?year_stat_category_id=15080,,,d3d-7812937
2024,Berea,CCS,3.0,21.0,A.J. Wylie,Jr,UT,29.0,26.0,0.189,0.313,0.232,13.0,95.0,18.0,4.0,0.0,22.0,0.0,9.0,15.0,3.0,2.0,2.0,30.0,0.0,3.0,0.0,8.0,0.0,0.0,5-7,,574719.0,30251.0,http://stats.ncaa.org/players/8261822?year_stat_category_id=15080,,,d3d-7582576
2024,Amherst,NESCAC,3.0,51.0,A.J. Zaccareo,Jr,UT,2.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6-4,R/R,574728.0,12817.0,http://stats.ncaa.org/players/8282958?year_stat_category_id=15080,,,d3d-7584797
2024,Wentworth,CCC,3.0,3.0,A.T. DiPina,Sr,C,37.0,34.0,0.415,0.49,0.515,31.0,130.0,54.0,13.0,0.0,67.0,0.0,26.0,16.0,4.0,1.0,0.0,14.0,3.0,2.0,2.0,13.0,0.0,0.0,5-7,R/R,574575.0,839.0,http://stats.ncaa.org/players/8265784?year_stat_category_id=15080,,,d3d-7145751
2024,MSOE,NACC,3.0,11.0,Aagam Shah,So,P,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,,574677.0,30097.0,http://stats.ncaa.org/players/8259822?year_stat_category_id=15080,,,d3d-8046651
2024,Whittier,SCIAC,3.0,22.0,Aaron  Cazares,So,P,14.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,,574584.0,910.0,http://stats.ncaa.org/players/8286536?year_stat_category_id=15080,,,d3d-7984905
2024,Neb. Wesleyan,American Rivers,3.0,2.0,Aaron  Chazin,Jr,OF,33.0,32.0,0.344,0.376,0.405,23.0,131.0,45.0,5.0,0.0,53.0,1.0,16.0,7.0,1.0,2.0,5.0,9.0,3.0,1.0,0.0,8.0,0.0,0.0,-,,574487.0,864.0,http://stats.ncaa.org/players/8263261?year_stat_category_id=15080,,,d3d-7555527
2024,Elizabethtown,Landmark,3.0,5.0,Aaron  Hess,So,3B,7.0,2.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5-10,R/R,574785.0,30101.0,http://stats.ncaa.org/players/8268839?year_stat_category_id=15080,,,d3d-7972498
2024,Southern Me.,Little East,3.0,7.0,Aaron  Whitman,Fr,OF,20.0,10.0,0.171,0.261,0.171,8.0,41.0,7.0,0.0,0.0,7.0,0.0,4.0,5.0,0.0,0.0,0.0,20.0,1.0,1.0,0.0,2.0,0.0,0.0,6-1,R/R,574548.0,867.0,http://stats.ncaa.org/players/8597368?year_stat_category_id=15080,,,8597368
2024,Bluffton,HCAC,3.0,25.0,Aaron Archer,Jr,C,7.0,0.0,0.0,0.2,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6-0,R/R,574610.0,9174.0,http://stats.ncaa.org/players/8274853?year_stat_category_id=15080,,,d3d-8274853
2024,Geneva,PAC,3.0,0.0,Aaron Babu,So,OF,33.0,32.0,0.255,0.364,0.3,20.0,110.0,28.0,3.0,1.0,33.0,0.0,14.0,13.0,7.0,2.0,1.0,35.0,1.0,0.0,3.0,5.0,0.0,0.0,-,,574710.0,907.0,http://stats.ncaa.org/players/8259392?year_stat_category_id=15080,,,8259392
2024,Pacific Lutheran,NWC,3.0,2.0,Aaron Barber,Sr,INF,38.0,38.0,0.349,0.418,0.436,26.0,149.0,52.0,10.0,0.0,65.0,1.0,19.0,13.0,6.0,2.0,0.0,11.0,2.0,1.0,0.0,2.0,0.0,0.0,5-10,B/R,574637.0,25300.0,http://stats.ncaa.org/players/8267525?year_stat_category_id=15080,,,d3d-7995102
2024,Asbury,DIII Independent,3.0,5.0,Aaron Beaman,Fr,C,16.0,7.0,0.333,0.45,0.455,6.0,33.0,11.0,2.0,1.0,15.0,0.0,5.0,4.0,3.0,0.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,6-1,R/R,574863.0,99020.0,http://stats.ncaa.org/players/8424831?year_stat_category_id=15080,,,8424831
2024,Endicott,CCC,3.0,43.0,Aaron Blinn,So,P,1.0,1.0,0.0,0.2,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,-,,574667.0,839.0,http://stats.ncaa.org/players/8278006?year_stat_category_id=15080,,,d3d-8278006
2024,Martin Luther,UMAC,3.0,26.0,Aaron Bode,Sr,P,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,,574663.0,30115.0,http://stats.ncaa.org/players/8261925?year_stat_category_id=15080,,,d3d-7151472
2024,Alfred,Empire 8,3.0,21.0,Aaron Buck,Sr,P,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5-10,R/R,575837.0,863.0,http://stats.ncaa.org/players/8411086?year_stat_category_id=15080,,,8411086
2024,Brevard,USA South,3.0,40.0,Aaron Burchett,Fr,OF,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6-1,R/R,574867.0,842.0,http://stats.ncaa.org/players/8526999?year_stat_category_id=15080,,,d3d-8526999
2024,Luther,American Rivers,3.0,42.0,Aaron Clark,So,P,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6-6,R/R,574833.0,864.0,http://stats.ncaa.org/players/8260237?year_stat_category_id=15080,,,d3d-8260237
2024,Whitworth,NWC,3.0,35.0,Aaron Clogston,Sr,C,31.0,29.0,0.298,0.437,0.532,23.0,94.0,28.0,7.0,0.0,50.0,5.0,25.0,17.0,7.0,1.0,1.0,18.0,1.0,0.0,0.0,2.0,0.0,0.0,6-0,R/R,574648.0,25300.0,http://stats.ncaa.org/players/8259985?year_stat_category_id=15080,,,d3d-7095895
2024,Western New Eng.,CCC,3.0,6.0,Aaron Cole,Sr,UT,43.0,42.0,0.291,0.425,0.372,29.0,148.0,43.0,7.0,1.0,55.0,1.0,20.0,34.0,2.0,2.0,2.0,30.0,2.0,2.0,0.0,17.0,0.0,0.0,5-10,R/R,574579.0,839.0,http://stats.ncaa.org/players/8286749?year_stat_category_id=15080,,,8286749
2024,Moravian,Landmark,3.0,19.0,Aaron Flyte,Sr,P,10.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6-0,L/R,574868.0,30101.0,http://stats.ncaa.org/players/8274430?year_stat_category_id=15080,,,8274430
2024,Hobart,Liberty League,3.0,21.0,Aaron Forgues,So,P,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6-2,R/R,574873.0,24197.0,http://stats.ncaa.org/players/8279753?year_stat_category_id=15080,,,d3d-8001502
2024,Grove City,PAC,3.0,12.0,Aaron Gault,Jr,C,15.0,13.0,0.237,0.396,0.316,8.0,38.0,9.0,3.0,0.0,12.0,0.0,9.0,3.0,7.0,0.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,6-0,R/R,574802.0,907.0,http://stats.ncaa.org/players/8282116?year_stat_category_id=15080,,,d3d-7576242
2024,Concordia (TX),ASC,3.0,1.0,Aaron Gomez,Sr,INF,43.0,41.0,0.324,0.469,0.346,32.0,136.0,44.0,3.0,0.0,47.0,0.0,15.0,31.0,7.0,1.0,7.0,12.0,2.0,4.0,1.0,4.0,0.0,0.0,-,L/R,574688.0,14825.0,http://stats.ncaa.org/players/8264010?year_stat_category_id=15080,,,8264010
2024,Valley Forge,CSAC,3.0,5.0,Aaron Gonzales,Fr,,20.0,20.0,0.293,0.438,0.379,15.0,58.0,17.0,5.0,0.0,22.0,0.0,9.0,14.0,1.0,0.0,0.0,10.0,1.0,2.0,1.0,7.0,0.0,0.0,-,,574717.0,21062.0,http://stats.ncaa.org/players/8585297?year_stat_category_id=15080,,,d3d-8585297
2024,Me.-Farmington,North Atlantic,3.0,31.0,Aaron Goschke,Sr,P,10.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5-8,R/L,574836.0,30026.0,http://stats.ncaa.org/players/8261126?year_stat_category_id=15080,,,d3d-7153795
2024,Marywood,Atlantic East,3.0,30.0,Aaron Gutierrez,Sr,P,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6-0,R/R,574842.0,30233.0,http://stats.ncaa.org/players/8274254?year_stat_category_id=15080,,,d3d-6713068
2024,Pitt.-Bradford,AMCC,3.0,19.0,Aaron Hair,Sr,OF,8.0,7.0,0.217,0.308,0.217,4.0,23.0,5.0,0.0,0.0,5.0,0.0,3.0,2.0,1.0,0.0,0.0,8.0,2.0,0.0,1.0,0.0,0.0,0.0,-,R/R,574639.0,30022.0,http://stats.ncaa.org/players/8273723?year_stat_category_id=15080,,,d3d-8007685
2024,York (PA),MAC Commonwealth,3.0,15.0,Aaron Hershberger,So,2B,5.0,0.0,0.25,0.333,0.375,1.0,8.0,2.0,1.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5-10,R/R,574602.0,28744.0,http://stats.ncaa.org/players/8263475?year_stat_category_id=15080,,,8263475
2024,Claremont-M-S,SCIAC,3.0,16.0,Aaron Herst,So,P,12.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5-2,L/L,574765.0,910.0,http://stats.ncaa.org/players/8287880?year_stat_category_id=15080,,,8287880
2024,Wis.-Whitewater,WIAC,3.0,4.0,Aaron Holland,Fr,C,50.0,50.0,0.32,0.417,0.459,59.0,194.0,62.0,7.0,1.0,89.0,6.0,39.0,25.0,11.0,5.0,6.0,32.0,2.0,3.0,0.0,17.0,0.0,0.0,5-9,R/R,574596.0,1473.0,http://stats.ncaa.org/players/8594685?year_stat_category_id=15080,,,d3d-8594685
2024,Wis.-Oshkosh,WIAC,3.0,4.0,Aaron Huibregtse,Jr,P,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5-9,-/R,574591.0,1473.0,http://stats.ncaa.org/players/8266377?year_stat_category_id=15080,,,d3d-7585162
2024,Wells,United East,3.0,27.0,Aaron Izquierdo,Sr,1B,35.0,34.0,0.35,0.423,0.533,22.0,120.0,42.0,7.0,3.0,64.0,3.0,22.0,15.0,1.0,1.0,0.0,12.0,1.0,6.0,0.0,12.0,1.0,0.0,-,,574574.0,30071.0,http://stats.ncaa.org/players/8273608?year_stat_category_id=15080,,,8273608
2024,Augsburg,MIAC,3.0,19.0,Aaron Jones,Fr,INF,14.0,8.0,0.226,0.25,0.258,2.0,31.0,7.0,1.0,0.0,8.0,0.0,4.0,1.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,6-1,R/R,574730.0,882.0,http://stats.ncaa.org/players/8589375?year_stat_category_id=15080,,,d3d-8589375
2024,Skidmore,Liberty League,3.0,16.0,Aaron Kats,Sr,P,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,R/R,574545.0,24197.0,http://stats.ncaa.org/players/8267578?year_stat_category_id=15080,,,d3d-7147339
2024,SUNY Poly,North Atlantic,3.0,25.0,Aaron Kifer,Jr,P,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6-4,R/R,574668.0,30026.0,http://stats.ncaa.org/players/8277590?year_stat_category_id=15080,,,8277590
2024,William Peace,USA South,3.0,53.0,Aaron Kimbel,So,1B,19.0,12.0,0.279,0.404,0.372,4.0,43.0,12.0,2.0,1.0,16.0,0.0,12.0,7.0,2.0,0.0,0.0,16.0,1.0,0.0,1.0,0.0,0.0,0.0,-,,574675.0,842.0,http://stats.ncaa.org/players/8264472?year_stat_category_id=15080,,,8264472
2024,Albright,MAC Commonwealth,3.0,13.0,Aaron Kirby,Fr,,4.0,0.0,0.0,0.25,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-,,574724.0,28744.0,http://stats.ncaa.org/players/8456249?year_stat_category_id=15080,,,8456249
2024,Randolph-Macon,ODAC,3.0,16.0,Aaron Lautenschlager,Jr,INF,22.0,22.0,0.355,0.413,0.516,24.0,93.0,33.0,9.0,0.0,48.0,2.0,26.0,10.0,2.0,4.0,0.0,13.0,1.0,1.0,1.0,2.0,0.0,0.0,6-1,R/R,574516.0,903.0,http://stats.ncaa.org/players/8286858?year_stat_category_id=15080,,,d3d-7575656
2024,Centre,SAA,3.0,3.0,Aaron Lopez,So,INF,46.0,44.0,0.274,0.368,0.382,26.0,157.0,43.0,9.0,1.0,60.0,2.0,23.0,22.0,3.0,3.0,1.0,20.0,4.0,1.0,1.0,3.0,0.0,0.0,-,,574761.0,30169.0,http://stats.ncaa.org/players/8266723?year_stat_category_id=15080,,,d3d-7981950
2024,Wentworth,CCC,3.0,2.0,Aaron Lundgren,Sr,C,16.0,13.0,0.271,0.314,0.313,8.0,48.0,13.0,2.0,0.0,15.0,0.0,12.0,3.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,5-8,R/R,574575.0,839.0,http://stats.ncaa.org/players/8453885?year_stat_category_id=15080,,,d3d-6628751
2024,Chris. Newport,C2C,3.0,27.0,Aaron Maxie,Fr,1b,29.0,14.0,0.237,0.387,0.254,16.0,59.0,14.0,1.0,0.0,15.0,0.0,10.0,13.0,2.0,1.0,1.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,-,,574764.0,15810.0,http://stats.ncaa.org/players/8591788?year_stat_category_id=15080,,,8591788
2024,Albertus Magnus,Great Northeast,3.0,28.0,Aaron McIntyre,Fr,P,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5-7,L/R,574656.0,23257.0,http://stats.ncaa.org/players/8595907?year_stat_category_id=15080,,,d3d-8595907
2024,Greensboro,USA South,3.0,9.0,Aaron McInvale,Jr,P,11.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,,574800.0,842.0,http://stats.ncaa.org/players/8424766?year_stat_category_id=15080,,,d3d-8424766
2024,Rockford,NACC,3.0,24.0,Aaron Monti,Sr,P,12.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6-1,R/R,574525.0,30097.0,http://stats.ncaa.org/players/8283636?year_stat_category_id=15080,,,d3d-7092147
2024,Dominican (IL),NACC,3.0,25.0,Aaron O'Grady,So,P,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6-2,R/R,574640.0,30097.0,http://stats.ncaa.org/players/8281059?year_stat_category_id=15080,,,d3d-8021037
