"","year","team_name","conference","division","Jersey","player_name","Yr","Pos","GP","GS","BA","OBPct","SlgPct","R","AB","H","2B","3B","TB","HR","RBI","BB","HBP","SF","SH","K","DP","CS","Picked","SB","IBB","RBI2out","Ht","B/T","team_id","conference_id","player_id","player_url"
"3354",2024,"Indiana St.","MVC",1,"4","Joe Kido","Sr","INF",35,17,0.224,0.415,0.313,20,67,15,3,0,21,1,10,14,10,3,3,8,2,0,0,3,0,0,"5-7","L/R",574089,884,8276952,"http://stats.ncaa.org/players/8276952?year_stat_category_id=15080"
"3355",2024,"Indiana St.","MVC",1,"25","Mike Sears","Sr","INF",57,56,0.274,0.395,0.726,55,208,57,20,1,151,24,77,33,10,2,0,75,3,0,0,1,2,0,"5-10","R/R",574089,884,8268333,"http://stats.ncaa.org/players/8268333?year_stat_category_id=15080"
"3356",2024,"Indiana St.","MVC",1,"28","Cameron Edmonson","Sr","P",22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5-9","L/L",574089,884,8268372,"http://stats.ncaa.org/players/8268372?year_stat_category_id=15080"
"3357",2024,"Indiana St.","MVC",1,"20","Parker Stinson","Sr","OF",59,58,0.295,0.442,0.604,57,207,61,15,2,125,15,51,44,12,2,1,68,0,1,0,6,6,0,"6-0","L/L",574089,884,8275738,"http://stats.ncaa.org/players/8275738?year_stat_category_id=15080"
"3358",2024,"Indiana St.","MVC",1,"31","Aaron Moss","So","P",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5-10","R/R",574089,884,8269698,"http://stats.ncaa.org/players/8269698?year_stat_category_id=15080"
"3359",2024,"Indiana St.","MVC",1,"9","Adam Pottinger","Sr","OF",59,59,0.296,0.418,0.491,47,216,64,12,0,106,10,43,34,12,1,0,45,2,1,1,4,1,0,"6-0","L/L",574089,884,8262916,"http://stats.ncaa.org/players/8262916?year_stat_category_id=15080"
"3360",2024,"Indiana St.","MVC",1,"32","Cole Gilley","Sr","P",15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-1","R/R",574089,884,8274623,"http://stats.ncaa.org/players/8274623?year_stat_category_id=15080"
"3361",2024,"Indiana St.","MVC",1,"46","Cameron Holycross","Sr","P",13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5-10","R/R",574089,884,8282758,"http://stats.ncaa.org/players/8282758?year_stat_category_id=15080"
"3362",2024,"Indiana St.","MVC",1,"24","Connor Hicks","Sr","UT",12,8,0.188,0.316,0.375,9,32,6,0,0,12,2,5,2,4,0,0,6,2,0,0,0,0,0,"6-1","L/R",574089,884,8287543,"http://stats.ncaa.org/players/8287543?year_stat_category_id=15080"
"3363",2024,"Indiana St.","MVC",1,"39","Zach Davidson","Sr","P",23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5-9","L/L",574089,884,8280300,"http://stats.ncaa.org/players/8280300?year_stat_category_id=15080"
"3364",2024,"Indiana St.","MVC",1,"2","Josue Urdaneta","Sr","INF",57,57,0.25,0.366,0.321,43,196,49,4,2,63,2,17,25,12,2,4,38,5,1,0,4,2,0,"5-9","B/R",574089,884,8279549,"http://stats.ncaa.org/players/8279549?year_stat_category_id=15080"
"3365",2024,"Indiana St.","MVC",1,"5","Grant Magill","Sr","C",58,57,0.281,0.327,0.407,34,231,65,9,1,94,6,46,11,5,1,1,40,7,1,0,1,0,0,"6-0","R/R",574089,884,8282119,"http://stats.ncaa.org/players/8282119?year_stat_category_id=15080"
"3366",2024,"Indiana St.","MVC",1,"30","Brayden Lybarger","So","P",8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-6","R/R",574089,884,8279762,"http://stats.ncaa.org/players/8279762?year_stat_category_id=15080"
"3367",2024,"Indiana St.","MVC",1,"40","Simon Gregersen","Sr","P",24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-3","R/L",574089,884,8287297,"http://stats.ncaa.org/players/8287297?year_stat_category_id=15080"
"3368",2024,"Indiana St.","MVC",1,"8","Randal Diaz","Jr","INF",59,59,0.36,0.437,0.632,55,253,91,15,0,160,18,55,31,6,3,0,35,4,2,0,7,2,0,"6-1","R/R",574089,884,8280044,"http://stats.ncaa.org/players/8280044?year_stat_category_id=15080"
"3369",2024,"Indiana St.","MVC",1,"1","Jordan  Austin","Fr","OF",6,3,0.182,0.25,0.273,0,11,2,1,0,3,0,2,1,0,0,0,3,0,0,0,0,0,0,"5-11","L/L",574089,884,8282650,"http://stats.ncaa.org/players/8282650?year_stat_category_id=15080"
"3370",2024,"Indiana St.","MVC",1,"42","Matt Parenteau","Sr","P",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-6","R/R",574089,884,8586844,"http://stats.ncaa.org/players/8586844?year_stat_category_id=15080"
"3371",2024,"Indiana St.","MVC",1,"19","Carter Murphy","Fr","INF",4,1,0.2,0.2,0.2,0,5,1,0,0,1,0,1,0,0,0,0,1,2,0,0,0,0,0,"6-0","R/R",574089,884,8586856,"http://stats.ncaa.org/players/8586856?year_stat_category_id=15080"
"3372",2024,"Indiana St.","MVC",1,"23","Carlos Pena","Jr","OF",5,3,0.182,0.182,0.364,0,11,2,2,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,"6-2","L/-",574089,884,8586859,"http://stats.ncaa.org/players/8586859?year_stat_category_id=15080"
"3373",2024,"Indiana St.","MVC",1,"33","Luke Hayden","So","P",16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-1","R/R",574089,884,8586846,"http://stats.ncaa.org/players/8586846?year_stat_category_id=15080"
"3374",2024,"Indiana St.","MVC",1,"26","Dominic Listi","Sr","OF",59,59,0.324,0.464,0.431,57,216,70,14,0,93,3,31,34,25,3,3,35,3,2,0,3,0,0,"6-1","L/L",574089,884,8586847,"http://stats.ncaa.org/players/8586847?year_stat_category_id=15080"
"3375",2024,"Indiana St.","MVC",1,"35","Jacob Spencer","Jr","P",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-3","R/-",574089,884,8586862,"http://stats.ncaa.org/players/8586862?year_stat_category_id=15080"
"3376",2024,"Indiana St.","MVC",1,"44","Adam Berghorst","Jr","P",7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-7","-/R",574089,884,8586843,"http://stats.ncaa.org/players/8586843?year_stat_category_id=15080"
"3377",2024,"Indiana St.","MVC",1,"21","Keegan Garis","Jr","OF",4,1,0.167,0.167,0.167,0,6,1,0,0,1,0,2,0,0,0,0,2,0,0,0,0,0,0,"6-3","L/R",574089,884,8586857,"http://stats.ncaa.org/players/8586857?year_stat_category_id=15080"
"3378",2024,"Indiana St.","MVC",1,"45","Riley Iffrig","Fr","INF",10,6,0.286,0.429,0.333,3,21,6,1,0,7,0,3,4,2,1,0,4,2,0,0,0,0,0,"6-3","L/L",574089,884,8586863,"http://stats.ncaa.org/players/8586863?year_stat_category_id=15080"
"3379",2024,"Iona","MAAC",1,"43","Joey Kasper","Jr","P",12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-0","R/R",574092,871,8274834,"http://stats.ncaa.org/players/8274834?year_stat_category_id=15080"
"3380",2024,"Iona","MAAC",1,"25","Anthony Febo","Jr","C",26,25,0.202,0.275,0.326,6,89,18,5,0,29,2,8,9,1,3,1,20,1,0,1,1,0,0,"5-10","R/R",574092,871,8265715,"http://stats.ncaa.org/players/8265715?year_stat_category_id=15080"
"3381",2024,"Iona","MAAC",1,"36","Christian Mote","So","INF",8,1,0.111,0.2,0.222,1,9,1,1,0,2,0,0,1,0,0,1,4,0,0,0,0,0,0,"5-11","R/R",574092,871,8268971,"http://stats.ncaa.org/players/8268971?year_stat_category_id=15080"
"3382",2024,"Iona","MAAC",1,"24","Andrew  Gaines","So","P",13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-5","R/R",574092,871,0,NA
"3383",2024,"Iona","MAAC",1,"8","Julian Velazquez","So","SS",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-0","R/R",574092,871,8261215,"http://stats.ncaa.org/players/8261215?year_stat_category_id=15080"
"3384",2024,"Iona","MAAC",1,"11","Anthony Zollo","So","UT",49,49,0.26,0.29,0.309,27,204,53,6,2,63,0,21,8,2,3,1,22,4,3,0,4,0,0,"5-10","R/R",574092,871,8271943,"http://stats.ncaa.org/players/8271943?year_stat_category_id=15080"
"3385",2024,"Iona","MAAC",1,"15","Carl Kuentzel","Jr","P",18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5-7","L/L",574092,871,0,NA
"3386",2024,"Iona","MAAC",1,"12","Matt Wessels","Jr","OF",16,8,0.2,0.351,0.267,3,30,6,2,0,8,0,1,6,1,0,1,9,0,0,0,0,0,0,"6-1","R/R",574092,871,8277258,"http://stats.ncaa.org/players/8277258?year_stat_category_id=15080"
"3387",2024,"Iona","MAAC",1,"37","Nick Chiaia","Jr","P",19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5-10","R/R",574092,871,8266516,"http://stats.ncaa.org/players/8266516?year_stat_category_id=15080"
"3388",2024,"Iona","MAAC",1,"3","Nickolas Mora","So","INF",37,35,0.2,0.336,0.25,15,120,24,3,0,30,1,10,23,2,1,4,33,2,1,0,3,0,0,"5-10","R/R",574092,871,8265387,"http://stats.ncaa.org/players/8265387?year_stat_category_id=15080"
"3389",2024,"Iona","MAAC",1,"55","Michael Lorenzetti","So","P",13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-9","R/R",574092,871,8268665,"http://stats.ncaa.org/players/8268665?year_stat_category_id=15080"
"3390",2024,"Iona","MAAC",1,"13","Jayson Gonzalez","Jr","INF",48,48,0.245,0.341,0.375,31,192,47,11,1,72,4,34,17,12,2,0,30,6,1,0,6,0,0,"5-11","R/R",574092,871,8264137,"http://stats.ncaa.org/players/8264137?year_stat_category_id=15080"
"3391",2024,"Iona","MAAC",1,"16","Eric Gialloreto","Jr","P",33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5-9","R/R",574092,871,8271160,"http://stats.ncaa.org/players/8271160?year_stat_category_id=15080"
"3392",2024,"Iona","MAAC",1,"4","Josiah Ragsdale","So","OF",50,50,0.385,0.47,0.646,44,192,74,13,8,124,7,37,28,6,4,0,41,2,9,0,22,3,0,"6-0","L/L",574092,871,0,NA
"3393",2024,"Iona","MAAC",1,"35","Matt Zguro","Jr","P",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-1","R/R",574092,871,8285131,"http://stats.ncaa.org/players/8285131?year_stat_category_id=15080"
"3394",2024,"Iona","MAAC",1,"21","Jordan Overton","So","C",19,13,0.185,0.237,0.241,5,54,10,3,0,13,0,4,4,0,1,0,20,0,0,0,0,0,0,"6-0","R/R",574092,871,0,NA
"3395",2024,"Iona","MAAC",1,"34","Cooper Haseley","Sr","P",8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-3","R/R",574092,871,8278258,"http://stats.ncaa.org/players/8278258?year_stat_category_id=15080"
"3396",2024,"Iona","MAAC",1,"20","Alex Hunt","Sr","P",14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-1","R/R",574092,871,8282263,"http://stats.ncaa.org/players/8282263?year_stat_category_id=15080"
"3397",2024,"Iona","MAAC",1,"31","Jim Kemp","Sr","INF",42,39,0.295,0.407,0.443,22,149,44,10,0,66,4,26,20,8,0,1,36,2,0,0,1,0,0,"6-2","R/R",574092,871,8283426,"http://stats.ncaa.org/players/8283426?year_stat_category_id=15080"
"3398",2024,"Iona","MAAC",1,"41","Tyler Lender","Jr","OF",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-2","R/R",574092,871,8284857,"http://stats.ncaa.org/players/8284857?year_stat_category_id=15080"
"3399",2024,"Iona","MAAC",1,"7","Nick Forney","Sr","OF",13,13,0.098,0.245,0.195,5,41,4,1,0,8,1,2,6,2,0,2,16,0,1,0,2,0,0,"6-0","R/R",574092,871,8418508,"http://stats.ncaa.org/players/8418508?year_stat_category_id=15080"
"3400",2024,"Iona","MAAC",1,"14","Jim Pasquale","Sr","INF",47,46,0.251,0.33,0.413,25,179,45,7,2,74,6,25,16,6,2,0,50,3,0,3,0,0,0,"6-1","R/R",574092,871,8418510,"http://stats.ncaa.org/players/8418510?year_stat_category_id=15080"
"3401",2024,"Iona","MAAC",1,"30","Teo Torrado","Sr","P",12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-1","R/R",574092,871,0,NA
"3402",2024,"Iona","MAAC",1,"5","Carter Groen","Fr","OF",45,45,0.314,0.393,0.506,27,172,54,13,4,87,4,29,15,8,1,0,34,8,1,0,0,0,0,"6-4","R/R",574092,871,8423753,"http://stats.ncaa.org/players/8423753?year_stat_category_id=15080"
"3403",2024,"Iona","MAAC",1,"6","Brendan  Callanan","Fr","UT",15,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-0","R/R",574092,871,8423754,"http://stats.ncaa.org/players/8423754?year_stat_category_id=15080"
"3404",2024,"Iona","MAAC",1,"29","Bruce Wadiak","Fr","P",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-1","R/R",574092,871,8423764,"http://stats.ncaa.org/players/8423764?year_stat_category_id=15080"
"3405",2024,"Iona","MAAC",1,"9","Garret Gray","Sr","C",29,28,0.218,0.344,0.327,16,101,22,8,0,33,1,14,19,1,1,1,30,3,0,1,1,0,0,"6-1","L/R",574092,871,8423827,"http://stats.ncaa.org/players/8423827?year_stat_category_id=15080"
"3406",2024,"Iona","MAAC",1,"19","Robert Lasbury","Jr","P",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5-9","R/R",574092,871,8423864,"http://stats.ncaa.org/players/8423864?year_stat_category_id=15080"
"3407",2024,"Iona","MAAC",1,"42","Andrelys Payamps","Jr","P",14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5-11","R/R",574092,871,8423841,"http://stats.ncaa.org/players/8423841?year_stat_category_id=15080"
"3408",2024,"Iona","MAAC",1,"10","Brandon Pettrey","Jr","P",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5-11","L/L",574092,871,8423871,"http://stats.ncaa.org/players/8423871?year_stat_category_id=15080"
"3409",2024,"Iona","MAAC",1,"1","Carson Cahoy","Jr","OF",29,26,0.264,0.35,0.322,15,87,23,5,0,28,0,9,7,5,1,4,26,2,1,0,3,0,0,"6-3","R/R",574092,871,8423877,"http://stats.ncaa.org/players/8423877?year_stat_category_id=15080"
"3410",2024,"Iona","MAAC",1,"2","JC Frias","Fr","INF",21,18,0.2,0.333,0.308,9,65,13,4,0,20,1,5,4,9,0,1,23,1,0,0,0,0,0,"5-8","R/R",574092,871,8423752,"http://stats.ncaa.org/players/8423752?year_stat_category_id=15080"
"3411",2024,"Iona","MAAC",1,"18","Saul Mata","Fr","P",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5-10","L/L",574092,871,8423757,"http://stats.ncaa.org/players/8423757?year_stat_category_id=15080"
"3412",2024,"Iona","MAAC",1,"22","Kyle Hard","Fr","P",17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-2","R/R",574092,871,8423759,"http://stats.ncaa.org/players/8423759?year_stat_category_id=15080"
"3413",2024,"Iona","MAAC",1,"23","Kyle McSorley","Fr","C",8,6,0.118,0.4,0.176,3,17,2,1,0,3,0,1,6,2,0,0,10,0,0,0,0,0,0,"6-5","L/R",574092,871,8423761,"http://stats.ncaa.org/players/8423761?year_stat_category_id=15080"
"3414",2024,"Iowa","Big Ten",1,"2","Gable Mitchell","So","INF",54,54,0.293,0.39,0.444,41,198,58,14,2,88,4,43,29,5,4,4,31,4,1,0,2,1,0,"-","",574093,827,8265751,"http://stats.ncaa.org/players/8265751?year_stat_category_id=15080"
"3415",2024,"Iowa","Big Ten",1,"13","Ben Swails","So","UT",20,0,0.25,0.625,0.25,12,4,1,0,0,1,0,0,2,2,0,0,2,0,0,0,2,0,0,"-","",574093,827,8277830,"http://stats.ncaa.org/players/8277830?year_stat_category_id=15080"
"3416",2024,"Iowa","Big Ten",1,"18","Aaron Savary","So","P",18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","",574093,827,8277836,"http://stats.ncaa.org/players/8277836?year_stat_category_id=15080"
"3417",2024,"Iowa","Big Ten",1,"45","Blake Guerin","So","1B",40,19,0.184,0.303,0.316,10,76,14,7,0,24,1,13,13,0,0,0,26,1,2,1,0,0,0,"-","",574093,827,8263534,"http://stats.ncaa.org/players/8263534?year_stat_category_id=15080"
"3418",2024,"Iowa","Big Ten",1,"10","Michael Seegers","Sr","UT",54,54,0.286,0.389,0.372,45,199,57,9,1,74,2,32,25,9,1,5,24,6,0,1,10,1,0,"-","",574093,827,8265977,"http://stats.ncaa.org/players/8265977?year_stat_category_id=15080"
"3419",2024,"Iowa","Big Ten",1,"14","Brody Brecht","Jr","P",15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","",574093,827,8270412,"http://stats.ncaa.org/players/8270412?year_stat_category_id=15080"
"3420",2024,"Iowa","Big Ten",1,"40","Cade Moss","Sr","C",34,19,0.233,0.413,0.3,14,60,14,1,0,18,1,14,12,7,1,6,12,0,1,0,1,0,0,"-","",574093,827,8262460,"http://stats.ncaa.org/players/8262460?year_stat_category_id=15080"
"3421",2024,"Iowa","Big Ten",1,"42","Will Mulflur","Sr","UT",28,16,0.299,0.453,0.343,16,67,20,3,0,23,0,3,17,2,0,1,7,1,0,0,0,0,0,"-","",574093,827,8269641,"http://stats.ncaa.org/players/8269641?year_stat_category_id=15080"
"3422",2024,"Iowa","Big Ten",1,"32","Reese Moore","So","C",51,49,0.287,0.424,0.474,40,171,49,15,1,81,5,32,32,11,3,1,47,8,1,0,4,0,0,"-","",574093,827,8268668,"http://stats.ncaa.org/players/8268668?year_stat_category_id=15080"
"3423",2024,"Iowa","Big Ten",1,"19","Ben Wilmes","Jr","INF",48,37,0.273,0.422,0.441,40,143,39,5,2,63,5,25,27,10,0,2,35,4,0,1,4,0,0,"-","",574093,827,8272288,"http://stats.ncaa.org/players/8272288?year_stat_category_id=15080"
"3424",2024,"Iowa","Big Ten",1,"28","Raider Tello","Jr","INF",54,54,0.357,0.434,0.575,51,221,79,19,4,127,7,60,27,6,4,0,31,3,1,0,6,2,0,"-","",574093,827,8265441,"http://stats.ncaa.org/players/8265441?year_stat_category_id=15080"
"3425",2024,"Iowa","Big Ten",1,"9","Kyle  Huckstorf","Sr","OF",43,39,0.311,0.398,0.523,41,151,47,8,3,79,6,40,16,7,2,3,34,2,1,0,13,0,0,"-","",574093,827,8266718,"http://stats.ncaa.org/players/8266718?year_stat_category_id=15080"
"3426",2024,"Iowa","Big Ten",1,"33","Cade Obermueller","So","P",13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","",574093,827,8268679,"http://stats.ncaa.org/players/8268679?year_stat_category_id=15080"
"3427",2024,"Iowa","Big Ten",1,"26","Chas Wheatley","Jr","P",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","",574093,827,8281537,"http://stats.ncaa.org/players/8281537?year_stat_category_id=15080"
"3428",2024,"Iowa","Big Ten",1,"6","Zach Voelker","Jr","P",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","",574093,827,8280500,"http://stats.ncaa.org/players/8280500?year_stat_category_id=15080"
"3429",2024,"Iowa","Big Ten",1,"17","Andy Nelson","Sr","UT",46,43,0.325,0.442,0.527,45,169,55,7,0,89,9,44,32,5,2,1,48,1,3,1,9,0,0,"-","",574093,827,8283019,"http://stats.ncaa.org/players/8283019?year_stat_category_id=15080"
"3430",2024,"Iowa","Big Ten",1,"11","Sam Petersen","Jr","INF",33,33,0.333,0.459,0.571,47,126,42,11,2,72,5,27,20,11,2,0,29,4,1,1,17,1,0,"-","",574093,827,8283049,"http://stats.ncaa.org/players/8283049?year_stat_category_id=15080"
"3431",2024,"Iowa","Big Ten",1,"20","Marcus Morgan","Jr","P",16,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","",574093,827,8286805,"http://stats.ncaa.org/players/8286805?year_stat_category_id=15080"
"3432",2024,"Iowa","Big Ten",1,"29","Jack Young","Sr","P",28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","",574093,827,8280725,"http://stats.ncaa.org/players/8280725?year_stat_category_id=15080"
"3433",2024,"Iowa","Big Ten",1,"25","Jack Whitlock","So","P",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","",574093,827,8282062,"http://stats.ncaa.org/players/8282062?year_stat_category_id=15080"
"3434",2024,"Iowa","Big Ten",1,"44","Kellen Strohmeyer","So","UT",17,3,0.167,0.286,0.167,5,18,3,0,0,3,0,1,2,1,0,0,7,0,0,0,2,0,0,"-","",574093,827,8287362,"http://stats.ncaa.org/players/8287362?year_stat_category_id=15080"
"3435",2024,"Iowa","Big Ten",1,"50","Benjamin DeTaeye","Sr","P",19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","",574093,827,8280159,"http://stats.ncaa.org/players/8280159?year_stat_category_id=15080"
"3436",2024,"Iowa","Big Ten",1,"51","Sam Hart","Jr","P",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","",574093,827,8423107,"http://stats.ncaa.org/players/8423107?year_stat_category_id=15080"
"3437",2024,"Iowa","Big Ten",1,"41","Merrick Mathews","Jr","OF",9,1,0.3,0.467,0.7,3,10,3,1,0,7,1,6,3,1,1,0,3,1,0,0,0,0,0,"-","",574093,827,8423100,"http://stats.ncaa.org/players/8423100?year_stat_category_id=15080"
"3438",2024,"Iowa","Big Ten",1,"7","Connor Hennings","Jr","OF",28,14,0.24,0.361,0.36,10,50,12,1,1,18,1,3,3,7,1,0,17,2,1,1,0,0,0,"-","",574093,827,8423105,"http://stats.ncaa.org/players/8423105?year_stat_category_id=15080"
"3439",2024,"Iowa","Big Ten",1,"5","Reece Beuter","Jr","P",16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-1","R/R",574093,827,8423082,"http://stats.ncaa.org/players/8423082?year_stat_category_id=15080"
"3440",2024,"Iowa","Big Ten",1,"22","Anthony Watts","Fr","P",21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-4","R/R",574093,827,8423086,"http://stats.ncaa.org/players/8423086?year_stat_category_id=15080"
"3441",2024,"Iowa","Big Ten",1,"23","Justin Hackett","Fr","P",7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-3","R/R",574093,827,8423088,"http://stats.ncaa.org/players/8423088?year_stat_category_id=15080"
"3442",2024,"Iowa","Big Ten",1,"24","Davis Cop","Sr","INF",51,51,0.335,0.388,0.483,23,209,70,10,0,101,7,59,18,2,3,0,31,4,1,0,0,0,0,"6-0","R/R",574093,827,8423089,"http://stats.ncaa.org/players/8423089?year_stat_category_id=15080"
"3443",2024,"Iowa","Big Ten",1,"34","Brant Hogue","Jr","P",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","L/L",574093,827,8423090,"http://stats.ncaa.org/players/8423090?year_stat_category_id=15080"
"3444",2024,"Iowa","Big Ten",1,"35","Ganon Archer","So","P",14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","",574093,827,8423093,"http://stats.ncaa.org/players/8423093?year_stat_category_id=15080"
"3445",2024,"Iowa","Big Ten",1,"30","Caleb Strack","Sr","P",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","",574093,827,8423132,"http://stats.ncaa.org/players/8423132?year_stat_category_id=15080"
"3446",2024,"Iowa","Big Ten",1,"16","Elliot Cadieux-Lanoue","Fr","P",15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","",574093,827,8423072,"http://stats.ncaa.org/players/8423072?year_stat_category_id=15080"
"3447",2024,"Iowa","Big Ten",1,"27","Drew Deremer","Fr","P",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","",574093,827,8423073,"http://stats.ncaa.org/players/8423073?year_stat_category_id=15080"
"3448",2024,"Jackson St.","SWAC",1,"2","Arjun Huerta","Sr","P",15,10,0.463,0.542,0.732,5,41,19,5,0,30,2,13,6,1,0,2,3,1,0,0,2,1,0,"6-1","L/L",574094,916,8587313,"http://stats.ncaa.org/players/8587313?year_stat_category_id=15080"
"3449",2024,"Jackson St.","SWAC",1,"28","Erick Gonzalez","Jr","P",11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5-10","R/R",574094,916,8262053,"http://stats.ncaa.org/players/8262053?year_stat_category_id=15080"
"3450",2024,"Jackson St.","SWAC",1,"32","Darrell Hardrick Jr.","Fr","P",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5-6","R/R",574094,916,8587418,"http://stats.ncaa.org/players/8587418?year_stat_category_id=15080"
"3451",2024,"Jackson St.","SWAC",1,"17","Myles White","Sr","INF",52,48,0.329,0.453,0.435,42,170,56,10,4,74,0,40,31,9,2,7,25,2,2,0,6,0,0,"5-11","L/R",574094,916,8276891,"http://stats.ncaa.org/players/8276891?year_stat_category_id=15080"
"3452",2024,"Jackson St.","SWAC",1,"25","Brandon Haston","Jr","P",19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-0","L/L",574094,916,8275432,"http://stats.ncaa.org/players/8275432?year_stat_category_id=15080"
"3453",2024,"Jackson St.","SWAC",1,"27","Steve Spurgeon Jr.","Sr","P",11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-1","L/L",574094,916,8286397,"http://stats.ncaa.org/players/8286397?year_stat_category_id=15080"
"3454",2024,"Jackson St.","SWAC",1,"20","Christian Womble","Sr","P",24,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5-11","R/R",574094,916,8284476,"http://stats.ncaa.org/players/8284476?year_stat_category_id=15080"
