"","year","team_name","conference","division","Jersey","player_name","Yr","Pos","GP","GS","BA","OBPct","SlgPct","R","AB","H","2B","3B","TB","HR","RBI","BB","HBP","SF","SH","K","DP","CS","Picked","SB","IBB","RBI2out","Ht","B/T","team_id","conference_id","player_id","player_url"
"4241",2024,"Louisiana","Sun Belt",1,"26","Maddox Mandino","Fr","UT",37,20,0.269,0.38,0.313,15,67,18,3,0,21,0,2,9,3,0,0,18,0,0,1,6,0,0,"5-9","L/L",574220,818,8397961,"http://stats.ncaa.org/players/8397961?year_stat_category_id=15080"
"4242",2024,"Louisiana","Sun Belt",1,"27","Matthew Holzhammer","Jr","P",21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-4","R/R",574220,818,8397962,"http://stats.ncaa.org/players/8397962?year_stat_category_id=15080"
"4243",2024,"Louisiana","Sun Belt",1,"30","Jackson Halter","Jr","C",18,6,0.179,0.226,0.25,3,28,5,2,0,7,0,5,0,2,1,1,8,1,0,0,0,0,0,"5-11","L/R",574220,818,8397964,"http://stats.ncaa.org/players/8397964?year_stat_category_id=15080"
"4244",2024,"Louisiana","Sun Belt",1,"42","Riley Marcotte","Fr","P",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-2","L/L",574220,818,8397970,"http://stats.ncaa.org/players/8397970?year_stat_category_id=15080"
"4245",2024,"Louisiana Tech","CUSA",1,"46","Hayden Harmon","Fr","P",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5-11","R/R",574109,24312,8448399,"http://stats.ncaa.org/players/8448399?year_stat_category_id=15080"
"4246",2024,"Louisiana Tech","CUSA",1,"26","Blake  Hooks","Jr","P",25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-0","R/R",574109,24312,0,NA
"4247",2024,"Louisiana Tech","CUSA",1,"31","Sam Brodersen","Sr","P",33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-1","R/R",574109,24312,8448273,"http://stats.ncaa.org/players/8448273?year_stat_category_id=15080"
"4248",2024,"Louisiana Tech","CUSA",1,"17","Slade Netterville","Jr","INF",6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,"5-9","R/R",574109,24312,8260788,"http://stats.ncaa.org/players/8260788?year_stat_category_id=15080"
"4249",2024,"Louisiana Tech","CUSA",1,"10","Logan McLeod","Sr","3B",41,37,0.246,0.388,0.322,22,118,29,4,1,38,1,14,18,10,1,0,30,1,1,0,1,0,0,"5-10","R/R",574109,24312,8271513,"http://stats.ncaa.org/players/8271513?year_stat_category_id=15080"
"4250",2024,"Louisiana Tech","CUSA",1,"44","Karson Evans","So","UT",14,9,0.176,0.317,0.294,5,34,6,1,0,10,1,4,6,1,0,0,4,2,0,0,0,0,0,"6-2","R/R",574109,24312,0,NA
"4251",2024,"Louisiana Tech","CUSA",1,"6","Adarius Myers","Sr","OF",64,64,0.297,0.372,0.405,35,259,77,19,0,105,3,35,28,5,4,2,43,3,5,0,8,0,0,"5-10","R/R",574109,24312,8272921,"http://stats.ncaa.org/players/8272921?year_stat_category_id=15080"
"4252",2024,"Louisiana Tech","CUSA",1,"20","Grant Hubka","Sr","P",28,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-4","R/R",574109,24312,8264896,"http://stats.ncaa.org/players/8264896?year_stat_category_id=15080"
"4253",2024,"Louisiana Tech","CUSA",1,"29","Isaac Crabb","Sr","P",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-2","R/R",574109,24312,8265035,"http://stats.ncaa.org/players/8265035?year_stat_category_id=15080"
"4254",2024,"Louisiana Tech","CUSA",1,"3","Will Safford","Jr","INF",46,39,0.198,0.329,0.389,24,131,26,4,0,51,7,24,22,5,3,9,37,5,1,1,3,0,0,"5-8","L/R",574109,24312,8272008,"http://stats.ncaa.org/players/8272008?year_stat_category_id=15080"
"4255",2024,"Louisiana Tech","CUSA",1,"45","Jacob Havern","So","P",18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-6","R/R",574109,24312,8266390,"http://stats.ncaa.org/players/8266390?year_stat_category_id=15080"
"4256",2024,"Louisiana Tech","CUSA",1,"12","Jorge Corona","Sr","C",58,57,0.316,0.388,0.57,45,244,77,14,0,139,16,51,26,4,2,0,47,5,0,0,0,0,0,"6-2","R/R",574109,24312,8268599,"http://stats.ncaa.org/players/8268599?year_stat_category_id=15080"
"4257",2024,"Louisiana Tech","CUSA",1,"39","Ryan Harland","Jr","P",20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5-8","L/L",574109,24312,8275940,"http://stats.ncaa.org/players/8275940?year_stat_category_id=15080"
"4258",2024,"Louisiana Tech","CUSA",1,"40","Reed Smith","Sr","P",19,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-2","R/R",574109,24312,8287457,"http://stats.ncaa.org/players/8287457?year_stat_category_id=15080"
"4259",2024,"Louisiana Tech","CUSA",1,"36","Greg Martinez","Sr","P",10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-3","R/R",574109,24312,8283182,"http://stats.ncaa.org/players/8283182?year_stat_category_id=15080"
"4260",2024,"Louisiana Tech","CUSA",1,"28","Caden Copeland","Jr","P",18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-2","L/L",574109,24312,8287810,"http://stats.ncaa.org/players/8287810?year_stat_category_id=15080"
"4261",2024,"Louisiana Tech","CUSA",1,"16","Ethan Bates","Sr","UT",64,64,0.337,0.436,0.609,68,258,87,21,2,157,15,74,37,13,6,1,22,0,0,0,2,2,0,"5-11","L/R",574109,24312,8281070,"http://stats.ncaa.org/players/8281070?year_stat_category_id=15080"
"4262",2024,"Louisiana Tech","CUSA",1,"24","Dalton Davis","Sr","INF",54,54,0.324,0.423,0.586,57,222,72,11,1,130,15,53,34,7,4,0,21,1,0,1,8,0,0,"6-0","R/R",574109,24312,8281147,"http://stats.ncaa.org/players/8281147?year_stat_category_id=15080"
"4263",2024,"Louisiana Tech","CUSA",1,"5","Cole McConnell","Sr","OF",60,60,0.378,0.461,0.671,67,249,94,17,1,167,18,71,29,13,4,0,71,2,1,0,1,2,0,"6-1","L/L",574109,24312,8281209,"http://stats.ncaa.org/players/8281209?year_stat_category_id=15080"
"4264",2024,"Louisiana Tech","CUSA",1,"4","Brody Drost","Jr","OF",17,11,0.186,0.327,0.279,7,43,8,1,0,12,1,4,7,2,0,0,17,0,0,0,0,1,0,"6-3","L/L",574109,24312,8281382,"http://stats.ncaa.org/players/8281382?year_stat_category_id=15080"
"4265",2024,"Louisiana Tech","CUSA",1,"2","Thaxton Berch","Jr","INF",13,3,0.091,0.167,0.091,4,11,1,0,0,1,0,1,1,0,0,1,4,0,0,0,1,0,0,"5-10","R/R",574109,24312,8278904,"http://stats.ncaa.org/players/8278904?year_stat_category_id=15080"
"4266",2024,"Louisiana Tech","CUSA",1,"9","Colton Coates","Fr","INF",5,0,0,0.2,0,0,4,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,"6-0","B/R",574109,24312,8448276,"http://stats.ncaa.org/players/8448276?year_stat_category_id=15080"
"4267",2024,"Louisiana Tech","CUSA",1,"37","Reece  Tarini","Fr","P",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5-10","L/L",574109,24312,8448384,"http://stats.ncaa.org/players/8448384?year_stat_category_id=15080"
"4268",2024,"Louisiana Tech","CUSA",1,"52","Brenton Thiels","Sr","P",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-10","R/R",574109,24312,8448269,"http://stats.ncaa.org/players/8448269?year_stat_category_id=15080"
"4269",2024,"Louisiana Tech","CUSA",1,"7","Michael Ballard","Sr","INF",64,64,0.312,0.392,0.409,33,247,77,12,0,101,4,38,31,3,2,4,42,5,1,1,2,0,0,"6-0","R/R",574109,24312,8448271,"http://stats.ncaa.org/players/8448271?year_stat_category_id=15080"
"4270",2024,"Louisiana Tech","CUSA",1,"34","Turner Swistak","Sr","P",16,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-3","R/R",574109,24312,8448272,"http://stats.ncaa.org/players/8448272?year_stat_category_id=15080"
"4271",2024,"Louisiana Tech","CUSA",1,"32","Luke  Nichols","Jr","P",17,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-1","L/L",574109,24312,0,NA
"4272",2024,"Louisiana Tech","CUSA",1,"33","Connor Nation","Jr","P",23,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5-11","L/L",574109,24312,8448429,"http://stats.ncaa.org/players/8448429?year_stat_category_id=15080"
"4273",2024,"Louisiana Tech","CUSA",1,"38","Nate Crider","Jr","P",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-2","R/R",574109,24312,8448434,"http://stats.ncaa.org/players/8448434?year_stat_category_id=15080"
"4274",2024,"Louisiana Tech","CUSA",1,"14","Grant  Comeaux","Fr","INF",55,50,0.261,0.329,0.342,28,199,52,7,0,68,3,28,10,12,4,1,53,3,2,0,0,0,0,"6-1","R/R",574109,24312,8448495,"http://stats.ncaa.org/players/8448495?year_stat_category_id=15080"
"4275",2024,"Louisiana Tech","CUSA",1,"18","Kasten Furr","Jr","INF",64,64,0.271,0.409,0.381,70,236,64,7,2,90,5,28,34,23,3,4,42,3,0,1,4,0,0,"5-10","R/R",574109,24312,8448268,"http://stats.ncaa.org/players/8448268?year_stat_category_id=15080"
"4276",2024,"Louisville","ACC",1,"49","Kayden Campbell","So","P",23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-2","R/L",574110,821,8259505,"http://stats.ncaa.org/players/8259505?year_stat_category_id=15080"
"4277",2024,"Louisville","ACC",1,"16","Michael Lippe","So","OF",31,12,0.345,0.415,0.448,14,58,20,3,0,26,1,8,7,0,0,2,22,0,0,0,2,0,0,"6-3","R/R",574110,821,8272762,"http://stats.ncaa.org/players/8272762?year_stat_category_id=15080"
"4278",2024,"Louisville","ACC",1,"46","Justin West","So","P",12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-3","R/L",574110,821,8265952,"http://stats.ncaa.org/players/8265952?year_stat_category_id=15080"
"4279",2024,"Louisville","ACC",1,"5","Gavin Kilen","So","INF",54,54,0.33,0.361,0.591,39,215,71,23,3,127,9,41,7,5,3,4,22,4,3,2,1,1,0,"5-11","L/R",574110,821,8276474,"http://stats.ncaa.org/players/8276474?year_stat_category_id=15080"
"4280",2024,"Louisville","ACC",1,"51","Isaac Humphrey","Sr","OF",54,50,0.31,0.412,0.565,46,184,57,13,2,104,10,39,27,7,3,0,32,3,1,0,9,0,0,"6-3","L/L",574110,821,8263662,"http://stats.ncaa.org/players/8263662?year_stat_category_id=15080"
"4281",2024,"Louisville","ACC",1,"4","Will Vierling","So","C",16,1,0.231,0.375,0.308,4,13,3,1,0,4,0,0,1,2,0,0,3,0,0,0,0,0,0,"6-1","L/R",574110,821,8264943,"http://stats.ncaa.org/players/8264943?year_stat_category_id=15080"
"4282",2024,"Louisville","ACC",1,"8","Brandon Anderson","Jr","INF",27,21,0.273,0.394,0.429,12,77,21,4,1,33,2,23,7,9,1,0,14,1,0,0,0,2,0,"6-4","L/R",574110,821,8277215,"http://stats.ncaa.org/players/8277215?year_stat_category_id=15080"
"4283",2024,"Louisville","ACC",1,"2","Logan Beard","Sr","INF",42,22,0.228,0.327,0.511,19,92,21,2,0,47,8,20,7,7,1,1,21,1,0,0,0,0,0,"6-1","R/R",574110,821,8265130,"http://stats.ncaa.org/players/8265130?year_stat_category_id=15080"
"4284",2024,"Louisville","ACC",1,"9","Dylan Hoy","Sr","INF",43,42,0.317,0.415,0.466,35,161,51,7,1,75,5,30,22,5,0,4,21,5,3,0,10,0,0,"5-7","L/R",574110,821,8586384,"http://stats.ncaa.org/players/8586384?year_stat_category_id=15080"
"4285",2024,"Louisville","ACC",1,"25","Matt Klein","So","C",44,33,0.297,0.388,0.492,24,118,35,10,2,58,3,24,15,4,2,0,21,6,0,0,0,0,0,"6-2","L/R",574110,821,8260339,"http://stats.ncaa.org/players/8260339?year_stat_category_id=15080"
"4286",2024,"Louisville","ACC",1,"27","Evan Webster","Sr","P",16,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-3","R/L",574110,821,8272159,"http://stats.ncaa.org/players/8272159?year_stat_category_id=15080"
"4287",2024,"Louisville","ACC",1,"54","Kaleb Corbett","Sr","P",19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-0","R/R",574110,821,8265379,"http://stats.ncaa.org/players/8265379?year_stat_category_id=15080"
"4288",2024,"Louisville","ACC",1,"30","Ryan McCoy","Sr","INF",54,49,0.29,0.413,0.549,39,162,47,8,2,89,10,37,28,8,3,2,64,3,1,1,8,0,0,"6-5","L/R",574110,821,8274724,"http://stats.ncaa.org/players/8274724?year_stat_category_id=15080"
"4289",2024,"Louisville","ACC",1,"41","Riley Phillips","Sr","P",14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-4","L/L",574110,821,8277519,"http://stats.ncaa.org/players/8277519?year_stat_category_id=15080"
"4290",2024,"Louisville","ACC",1,"44","Dan Snyder","So","P",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-2","R/R",574110,821,8268684,"http://stats.ncaa.org/players/8268684?year_stat_category_id=15080"
"4291",2024,"Louisville","ACC",1,"7","Kade Grundy","Jr","P",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-1","R/R",574110,821,8269855,"http://stats.ncaa.org/players/8269855?year_stat_category_id=15080"
"4292",2024,"Louisville","ACC",1,"42","Eddie King Jr.","Jr","OF",49,38,0.322,0.409,0.664,33,143,46,7,0,95,14,43,11,10,0,1,34,3,4,2,8,0,0,"6-2","R/R",574110,821,8263119,"http://stats.ncaa.org/players/8263119?year_stat_category_id=15080"
"4293",2024,"Louisville","ACC",1,"18","Will Koger","Jr","P",13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-2","L/R",574110,821,8286427,"http://stats.ncaa.org/players/8286427?year_stat_category_id=15080"
"4294",2024,"Louisville","ACC",1,"13","JT Benson","Sr","OF",52,50,0.302,0.438,0.525,52,179,54,13,0,94,9,41,39,9,6,2,39,2,6,3,34,0,0,"6-0","R/R",574110,821,8280356,"http://stats.ncaa.org/players/8280356?year_stat_category_id=15080"
"4295",2024,"Louisville","ACC",1,"20","Korbyn Dickerson","So","OF",21,1,0.235,0.364,0.294,6,17,4,1,0,5,0,3,4,0,1,0,3,0,0,0,1,0,0,"6-1","R/R",574110,821,8285332,"http://stats.ncaa.org/players/8285332?year_stat_category_id=15080"
"4296",2024,"Louisville","ACC",1,"22","Tucker Biven","So","UT",24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-1","R/R",574110,821,8279565,"http://stats.ncaa.org/players/8279565?year_stat_category_id=15080"
"4297",2024,"Louisville","ACC",1,"10","Carson Liggett","Jr","P",16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-1","R/R",574110,821,8287045,"http://stats.ncaa.org/players/8287045?year_stat_category_id=15080"
"4298",2024,"Louisville","ACC",1,"1","Patrick Forbes","So","UT",13,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"6-3","R/R",574110,821,8282541,"http://stats.ncaa.org/players/8282541?year_stat_category_id=15080"
"4299",2024,"Louisville","ACC",1,"11","Ty Starke","Fr","P",16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-6","L/L",574110,821,8586366,"http://stats.ncaa.org/players/8586366?year_stat_category_id=15080"
"4300",2024,"Louisville","ACC",1,"33","Mitchell Dean","Fr","P",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-7","B/L",574110,821,8586374,"http://stats.ncaa.org/players/8586374?year_stat_category_id=15080"
"4301",2024,"Louisville","ACC",1,"34","Jared Lessman","Jr","P",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-2","L/L",574110,821,8586375,"http://stats.ncaa.org/players/8586375?year_stat_category_id=15080"
"4302",2024,"Louisville","ACC",1,"53","Lucas Moore","Fr","OF",48,22,0.318,0.434,0.409,30,88,28,6,1,36,0,14,10,8,0,4,23,0,4,1,17,2,0,"6-0","L/R",574110,821,8586382,"http://stats.ncaa.org/players/8586382?year_stat_category_id=15080"
"4303",2024,"Louisville","ACC",1,"39","Jake Karaba","Sr","P",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-1","R/R",574110,821,8586385,"http://stats.ncaa.org/players/8586385?year_stat_category_id=15080"
"4304",2024,"Louisville","ACC",1,"35","Luke Napleton","Sr","C",41,30,0.32,0.406,0.68,33,122,39,7,2,83,11,32,16,3,2,0,38,2,0,0,1,0,0,"6-1","R/R",574110,821,8586386,"http://stats.ncaa.org/players/8586386?year_stat_category_id=15080"
"4305",2024,"Louisville","ACC",1,"0","Alex Alicea","Fr","INF",47,36,0.291,0.397,0.433,27,127,37,11,2,55,1,25,18,5,1,3,18,3,0,1,4,0,0,"5-8","B/R",574110,821,8586364,"http://stats.ncaa.org/players/8586364?year_stat_category_id=15080"
"4306",2024,"Louisville","ACC",1,"28","Parker Detmers","Fr","P",14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-4","R/R",574110,821,8586372,"http://stats.ncaa.org/players/8586372?year_stat_category_id=15080"
"4307",2024,"Louisville","ACC",1,"50","Josh Klug","Fr","P",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-1","R/R",574110,821,8586381,"http://stats.ncaa.org/players/8586381?year_stat_category_id=15080"
"4308",2024,"Louisville","ACC",1,"26","Sebastian Gongora","Sr","P",15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-5","L/L",574110,821,8586383,"http://stats.ncaa.org/players/8586383?year_stat_category_id=15080"
"4309",2024,"Louisville","ACC",1,"15","Colton Hartman","Fr","P",12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-3","L/L",574110,821,8586369,"http://stats.ncaa.org/players/8586369?year_stat_category_id=15080"
"4310",2024,"Louisville","ACC",1,"32","Zion Rose","Fr","C",44,43,0.38,0.455,0.584,42,166,63,9,5,97,5,32,19,4,0,3,18,4,3,1,10,0,0,"6-1","R/R",574110,821,8586373,"http://stats.ncaa.org/players/8586373?year_stat_category_id=15080"
"4311",2024,"Maine","America East",1,"34","Jason Krieger","Fr","P",16,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-4","R/R",574113,845,8426704,"http://stats.ncaa.org/players/8426704?year_stat_category_id=15080"
"4312",2024,"Maine","America East",1,"26","Jeph Hadson-Taylor","So","INF",34,28,0.188,0.314,0.188,13,85,16,0,0,16,0,9,14,3,3,4,28,0,0,0,6,0,0,"5-11","R/R",574113,845,8264403,"http://stats.ncaa.org/players/8264403?year_stat_category_id=15080"
"4313",2024,"Maine","America East",1,"41","Chase Trolaro","Fr","OF",4,1,0.5,0.5,0.5,1,6,3,0,0,3,0,1,0,0,0,0,2,0,0,0,0,0,0,"6-0","L/L",574113,845,8426714,"http://stats.ncaa.org/players/8426714?year_stat_category_id=15080"
"4314",2024,"Maine","America East",1,"13","Tyler Nielsen","Sr","P",11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-3","R/L",574113,845,8265921,"http://stats.ncaa.org/players/8265921?year_stat_category_id=15080"
"4315",2024,"Maine","America East",1,"11","Colton Carson","Sr","P",14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-6","R/R",574113,845,8426688,"http://stats.ncaa.org/players/8426688?year_stat_category_id=15080"
"4316",2024,"Maine","America East",1,"19","Will Burns","Fr","INF",27,24,0.244,0.368,0.337,16,86,21,5,0,29,1,7,15,3,2,2,20,2,1,0,1,0,0,"5-10","L/R",574113,845,8426693,"http://stats.ncaa.org/players/8426693?year_stat_category_id=15080"
"4317",2024,"Maine","America East",1,"9","Camden MacDonald","Jr","C",11,10,0.229,0.357,0.229,8,35,8,0,0,8,0,2,6,1,0,0,16,0,0,0,0,0,0,"5-10","R/R",574113,845,8272851,"http://stats.ncaa.org/players/8272851?year_stat_category_id=15080"
"4318",2024,"Maine","America East",1,"6","Jake Marquez","Sr","INF",49,49,0.28,0.36,0.473,35,182,51,12,1,86,7,34,19,6,4,2,38,5,3,1,10,0,0,"6-2","R/R",574113,845,8276562,"http://stats.ncaa.org/players/8276562?year_stat_category_id=15080"
"4319",2024,"Maine","America East",1,"44","Dean O'Neill","So","C",37,35,0.272,0.381,0.509,19,114,31,6,0,58,7,22,13,9,3,0,20,4,0,0,1,0,0,"6-0","R/R",574113,845,8268193,"http://stats.ncaa.org/players/8268193?year_stat_category_id=15080"
"4320",2024,"Maine","America East",1,"2","Myles Sargent","Jr","INF",30,30,0.324,0.388,0.435,18,108,35,7,1,47,1,14,8,4,1,0,33,1,0,0,2,0,0,"5-9","R/R",574113,845,8268388,"http://stats.ncaa.org/players/8268388?year_stat_category_id=15080"
"4321",2024,"Maine","America East",1,"36","Geoff Mosseau","Sr","P",13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-6","L/L",574113,845,8269596,"http://stats.ncaa.org/players/8269596?year_stat_category_id=15080"
"4322",2024,"Maine","America East",1,"38","Ryan Scott","Jr","P",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-3","R/R",574113,845,8270826,"http://stats.ncaa.org/players/8270826?year_stat_category_id=15080"
"4323",2024,"Maine","America East",1,"30","Blaine Cockburn","So","P",13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-1","L/L",574113,845,8274462,"http://stats.ncaa.org/players/8274462?year_stat_category_id=15080"
"4324",2024,"Maine","America East",1,"33","Noah Lewis","Sr","P",17,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-2","R/R",574113,845,8265319,"http://stats.ncaa.org/players/8265319?year_stat_category_id=15080"
"4325",2024,"Maine","America East",1,"24","Logan Burrill","Sr","OF",31,19,0.088,0.244,0.279,9,68,6,1,0,19,4,9,12,2,0,3,34,1,0,2,1,0,0,"6-1","R/R",574113,845,8268662,"http://stats.ncaa.org/players/8268662?year_stat_category_id=15080"
"4326",2024,"Maine","America East",1,"10","Luc Lavigueur","So","P",17,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-3","R/R",574113,845,8263185,"http://stats.ncaa.org/players/8263185?year_stat_category_id=15080"
"4327",2024,"Maine","America East",1,"14","Nick White","Sr","UT",33,33,0.25,0.327,0.445,24,128,32,4,0,57,7,36,14,2,3,0,21,1,3,1,5,1,0,"6-2","L/R",574113,845,8280415,"http://stats.ncaa.org/players/8280415?year_stat_category_id=15080"
"4328",2024,"Maine","America East",1,"7","Gianni Gambradella","So","P",10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-2","R/R",574113,845,8281888,"http://stats.ncaa.org/players/8281888?year_stat_category_id=15080"
"4329",2024,"Maine","America East",1,"28","Jeremiah Jenkins","Jr","1B",49,49,0.341,0.451,0.762,47,185,63,12,0,141,22,50,35,3,1,1,34,6,3,1,0,12,0,"6-4","L/L",574113,845,8282235,"http://stats.ncaa.org/players/8282235?year_stat_category_id=15080"
"4330",2024,"Maine","America East",1,"4","Colin Plante","Sr","OF",41,40,0.27,0.385,0.355,17,141,38,7,1,50,1,10,18,9,1,4,32,3,2,1,10,1,0,"5-9","L/R",574113,845,8288034,"http://stats.ncaa.org/players/8288034?year_stat_category_id=15080"
"4331",2024,"Maine","America East",1,"15","Marshall Smaracko","Sr","P",20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-3","R/R",574113,845,8287341,"http://stats.ncaa.org/players/8287341?year_stat_category_id=15080"
"4332",2024,"Maine","America East",1,"17","Charlie Taub","Fr","C",8,3,0.25,0.368,0.25,1,16,4,0,0,4,0,1,3,0,0,0,4,0,0,0,0,0,0,"5-10","R/R",574113,845,8426692,"http://stats.ncaa.org/players/8426692?year_stat_category_id=15080"
"4333",2024,"Maine","America East",1,"37","Owen Wheeler","Fr","P",14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-0","R/R",574113,845,8426708,"http://stats.ncaa.org/players/8426708?year_stat_category_id=15080"
"4334",2024,"Maine","America East",1,"27","Tyler Annis","Fr","UT",6,2,0.167,0.375,0.333,4,6,1,1,0,2,0,0,2,0,0,0,4,0,0,0,0,0,0,"5-11","R/R",574113,845,8426700,"http://stats.ncaa.org/players/8426700?year_stat_category_id=15080"
"4335",2024,"Maine","America East",1,"31","Connor Goodman","Sr","INF",38,37,0.226,0.335,0.241,11,133,30,2,0,32,0,11,14,9,2,3,14,6,0,0,0,0,0,"5-10","R/R",574113,845,8426689,"http://stats.ncaa.org/players/8426689?year_stat_category_id=15080"
"4336",2024,"Maine","America East",1,"16","Jack Friend","Fr","INF",23,18,0.197,0.272,0.254,15,71,14,1,0,18,1,13,6,2,2,3,20,1,0,0,0,0,0,"6-0","R/R",574113,845,8426690,"http://stats.ncaa.org/players/8426690?year_stat_category_id=15080"
"4337",2024,"Maine","America East",1,"35","Gabe Gifford","Fr","P",16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5-10","L/L",574113,845,8426706,"http://stats.ncaa.org/players/8426706?year_stat_category_id=15080"
"4338",2024,"Maine","America East",1,"40","Jonathan Gonzalez","Fr","INF",19,15,0.232,0.317,0.304,7,56,13,2,1,17,0,5,6,1,0,2,17,1,0,0,0,0,0,"6-1","R/R",574113,845,8426711,"http://stats.ncaa.org/players/8426711?year_stat_category_id=15080"
"4339",2024,"Maine","America East",1,"1","Zach Martin","Jr","OF",48,48,0.286,0.407,0.399,25,168,48,10,0,67,3,21,23,12,1,0,46,2,0,1,0,0,0,"6-0","R/R",574113,845,8426724,"http://stats.ncaa.org/players/8426724?year_stat_category_id=15080"
"4340",2024,"Manhattan","MAAC",1,"20","Brandon Padre","Fr","C",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5-7","",574114,871,8732161,"http://stats.ncaa.org/players/8732161?year_stat_category_id=15080"
