Unnamed: 0,year,team_name,conference,division,Jersey,player_name,Yr,Pos,App,GS,ERA,IP,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,KL,Ht,B/T,team_id,conference_id,player_url,player_id
29,2024,Adams St.,RMAC,2,27,Brandon Vidal,Sr,P,5,1,41.73,3.2,14,19,17,10,4,0,41,25,1,0,0,3,3,6,0,0,0,0,0,129,4,2,0,1,0,0,6-3,R/R,574467,13128,http://stats.ncaa.org/players/8426037?year_stat_category_id=15081,8426037.0
30,2024,Adams St.,RMAC,2,17,Brian Walter,Jr,P,12,12,7.71,53.2,64,59,46,28,60,0,261,220,15,2,2,12,6,5,1,0,0,4,4,883,49,51,3,4,0,18,6-0,R/R,574467,13128,http://stats.ncaa.org/players/8426041?year_stat_category_id=15081,8426041.0
31,2024,Adams St.,RMAC,2,9,Kamden Kautz,Sr,p,18,0,10.35,20.0,29,26,23,11,15,0,102,79,7,1,0,3,3,6,2,4,4,1,5,326,22,18,1,2,0,1,-,,574467,13128,http://stats.ncaa.org/players/8684439?year_stat_category_id=15081,8684439.0
32,2024,Adams St.,RMAC,2,12,Payton Brown,Jr,P,15,1,11.39,27.2,41,37,35,19,25,0,148,119,12,4,0,3,6,3,0,10,8,3,4,511,25,30,0,1,0,9,-,,574467,13128,http://stats.ncaa.org/players/8684438?year_stat_category_id=15081,8684438.0
33,2024,Adelphi,NE10,2,21,Michael Tufo,So,P,6,0,0.0,6.2,4,1,0,4,7,0,30,22,1,1,0,0,1,3,0,5,3,0,1,84,4,7,0,0,0,2,6-3,R/R,574365,899,http://stats.ncaa.org/players/8264384?year_stat_category_id=15081,8264384.0
34,2024,Adelphi,NE10,2,31,Brendan Kenneally,So,P,8,8,6.0,33.0,37,24,22,20,22,0,155,130,4,0,0,4,5,2,0,0,0,1,2,336,25,48,1,3,0,6,5-10,R/R,574365,899,http://stats.ncaa.org/players/8261279?year_stat_category_id=15081,8261279.0
35,2024,Adelphi,NE10,2,56,Zach Rovner,Jr,P,13,0,4.94,27.1,26,15,15,16,20,0,128,101,7,0,0,3,1,7,0,8,4,3,1,367,31,25,2,1,4,4,6-2,R/R,574365,899,http://stats.ncaa.org/players/8268308?year_stat_category_id=15081,8268308.0
36,2024,Adelphi,NE10,2,30,Jacob Lee,So,INF,9,0,7.98,14.2,20,15,13,11,13,0,77,57,3,1,1,1,3,4,0,7,4,1,4,137,14,14,2,0,0,7,6-1,R/R,574365,899,http://stats.ncaa.org/players/8268444?year_stat_category_id=15081,8268444.0
37,2024,Adelphi,NE10,2,33,Bobby Molinaro,Sr,P,11,2,10.53,19.2,32,27,23,13,11,0,106,84,6,0,1,1,1,6,0,8,1,2,1,139,25,16,0,2,1,4,6-0,L/L,574365,899,http://stats.ncaa.org/players/8259180?year_stat_category_id=15081,8259180.0
38,2024,Adelphi,NE10,2,32,Carlos Acosta,Sr,P,11,8,5.61,43.1,40,29,27,26,48,0,203,166,9,0,1,3,4,9,0,2,2,1,1,542,45,32,3,2,0,20,6-4,R/L,574365,899,http://stats.ncaa.org/players/8263108?year_stat_category_id=15081,8263108.0
39,2024,Adelphi,NE10,2,6,John Carver,Jr,P,10,5,12.83,13.1,16,20,19,29,19,0,83,52,5,1,1,2,5,1,0,5,1,0,1,265,11,7,1,1,0,5,6-2,R/R,574365,899,http://stats.ncaa.org/players/8284272?year_stat_category_id=15081,8284272.0
40,2024,Adelphi,NE10,2,52,Gavin Graff,Jr,P,16,4,5.98,40.2,59,29,27,21,38,0,202,176,10,1,0,3,5,5,0,14,6,0,0,630,39,35,6,1,1,15,6-4,R/R,574365,899,http://stats.ncaa.org/players/8279369?year_stat_category_id=15081,8279369.0
41,2024,Adelphi,NE10,2,29,Jonathan Fallacaro,Jr,P,3,0,16.2,1.2,3,7,3,4,1,0,15,9,2,0,0,0,2,2,0,0,0,0,0,34,2,2,0,0,0,0,5-10,L/L,574365,899,http://stats.ncaa.org/players/8279759?year_stat_category_id=15081,8279759.0
42,2024,Adelphi,NE10,2,20,Coleton Reitan,Sr,P,19,3,2.83,57.1,43,21,18,21,62,0,240,202,8,0,0,0,6,10,0,12,2,6,1,633,65,35,4,1,6,26,6-2,R/R,574365,899,http://stats.ncaa.org/players/8422092?year_stat_category_id=15081,8422092.0
43,2024,Adelphi,NE10,2,1,Dawson Montesa,Fr,P,10,9,7.36,44.0,56,41,36,29,50,0,218,180,14,1,0,4,5,8,1,0,0,0,1,516,36,33,2,5,0,21,6-1,R/R,574365,899,http://stats.ncaa.org/players/8422093?year_stat_category_id=15081,8422093.0
44,2024,Adelphi,NE10,2,19,Jake Sekinski,Fr,P,6,1,27.0,5.0,9,15,15,9,4,0,31,21,2,0,1,2,0,0,0,2,0,0,1,104,5,4,1,1,1,3,5-8,R/R,574365,899,http://stats.ncaa.org/players/8422098?year_stat_category_id=15081,8422098.0
45,2024,Adelphi,NE10,2,36,Cam Letourneau,Fr,P,9,0,7.63,15.1,22,14,13,13,6,0,77,58,2,0,0,1,6,2,0,6,3,0,4,223,19,14,0,0,0,5,6-0,R/R,574365,899,http://stats.ncaa.org/players/8422102?year_stat_category_id=15081,8422102.0
46,2024,Adelphi,NE10,2,44,Jacob Dannenberg,Sr,P,15,0,5.63,32.0,26,21,20,26,20,0,147,109,1,1,0,2,6,4,0,6,4,5,3,420,33,36,1,2,1,8,6-0,R/R,574365,899,http://stats.ncaa.org/players/8422086?year_stat_category_id=15081,8422086.0
47,2024,Adelphi,NE10,2,18,Tommy O'Sullivan,Sr,P,3,0,4.5,2.0,3,1,1,3,0,0,10,6,0,0,0,0,2,0,0,0,0,1,0,41,2,2,0,0,0,0,6-2,R/R,574365,899,http://stats.ncaa.org/players/8422090?year_stat_category_id=15081,8422090.0
48,2024,Adelphi,NE10,2,0,Steven Proko,Sr,P,11,6,8.54,26.1,30,28,25,18,28,0,135,104,8,1,0,0,2,9,0,3,0,4,0,412,28,19,0,4,0,9,6-0,R/R,574365,899,http://stats.ncaa.org/players/8422091?year_stat_category_id=15081,8422091.0
49,2024,Alabama Huntsville,Gulf South,2,18,Collin Hollingsworth,Jr,P,4,1,6.0,3.0,0,2,2,5,8,0,15,9,0,0,0,0,0,1,0,3,1,0,0,53,1,0,0,0,0,1,-,,574366,858,http://stats.ncaa.org/players/8268802?year_stat_category_id=15081,8268802.0
50,2024,Alabama Huntsville,Gulf South,2,12,Payton Lemons,Jr,P,5,0,9.0,4.0,5,6,4,6,4,0,25,18,3,0,0,0,3,1,0,5,3,0,0,46,3,5,1,0,0,1,-,,574366,858,http://stats.ncaa.org/players/8264266?year_stat_category_id=15081,8264266.0
51,2024,Alabama Huntsville,Gulf South,2,34,Carson Herring,Jr,P,14,3,4.88,31.1,40,28,17,26,23,0,162,132,5,2,0,1,3,2,1,9,5,1,1,407,32,34,3,3,0,7,-,,574366,858,http://stats.ncaa.org/players/8276254?year_stat_category_id=15081,8276254.0
52,2024,Alabama Huntsville,Gulf South,2,19,Will Tarpley,Jr,P,13,11,4.62,62.1,70,35,32,38,58,0,290,239,16,1,1,3,7,9,0,5,4,2,2,881,56,54,3,3,0,7,-,L/L,574366,858,http://stats.ncaa.org/players/8454593?year_stat_category_id=15081,8454593.0
53,2024,Alabama Huntsville,Gulf South,2,20,Will Hotalen,Sr,P,10,5,9.64,23.1,44,30,25,18,32,0,133,111,6,0,1,8,0,2,0,2,2,1,1,220,12,24,1,1,0,7,-,,574366,858,http://stats.ncaa.org/players/8270475?year_stat_category_id=15081,8270475.0
54,2024,Alabama Huntsville,Gulf South,2,10,Justin Perreault,Sr,P,9,0,12.91,7.2,17,15,11,3,3,0,48,39,3,0,0,4,1,5,0,8,5,0,1,136,4,14,1,0,0,1,-,,574366,858,http://stats.ncaa.org/players/8264859?year_stat_category_id=15081,8264859.0
55,2024,Alabama Huntsville,Gulf South,2,37,Logan Mooney,Fr,P,10,2,4.91,14.2,15,11,8,13,13,0,75,60,1,1,0,0,2,1,0,3,2,0,1,148,11,19,1,2,0,6,-,L/L,574366,858,http://stats.ncaa.org/players/8454633?year_stat_category_id=15081,8454633.0
56,2024,Alabama Huntsville,Gulf South,2,44,Will Griffith,Sr,P,6,0,12.27,3.2,6,7,5,4,6,0,22,18,0,0,0,0,1,0,0,4,1,0,0,41,5,1,1,1,0,0,-,,574366,858,http://stats.ncaa.org/players/8258973?year_stat_category_id=15081,8258973.0
57,2024,Alabama Huntsville,Gulf South,2,45,Cole Loftis,So,P,10,1,10.5,18.0,22,23,21,14,17,0,91,75,4,2,0,1,4,0,0,9,4,1,1,170,13,23,0,0,0,3,-,,574366,858,http://stats.ncaa.org/players/8259042?year_stat_category_id=15081,8259042.0
58,2024,Alabama Huntsville,Gulf South,2,27,Landon Singley,Jr,P,8,3,11.91,11.1,22,16,15,7,12,0,65,53,6,0,0,1,2,2,0,1,1,2,1,135,12,9,2,1,0,2,-,,574366,858,http://stats.ncaa.org/players/8274464?year_stat_category_id=15081,8274464.0
59,2024,Alabama Huntsville,Gulf South,2,30,Aubry Cleghorn,So,P,13,0,9.64,9.1,18,11,10,3,4,0,49,44,2,0,0,2,3,1,0,20,8,0,1,99,9,15,1,0,0,0,-,,574366,858,http://stats.ncaa.org/players/8267886?year_stat_category_id=15081,8267886.0
60,2024,Alabama Huntsville,Gulf South,2,23,Trey Wright,Sr,P,15,1,5.88,26.0,21,22,17,20,21,0,119,95,4,0,1,3,3,2,0,14,6,2,0,297,22,28,1,1,0,6,-,,574366,858,http://stats.ncaa.org/players/8285255?year_stat_category_id=15081,8285255.0
61,2024,Alabama Huntsville,Gulf South,2,41,Cory Hagood,Jr,P,18,5,5.89,44.1,51,36,29,10,35,0,200,180,12,1,0,9,2,6,0,7,2,2,2,513,22,73,3,3,7,10,-,,574366,858,http://stats.ncaa.org/players/8286508?year_stat_category_id=15081,8286508.0
62,2024,Alabama Huntsville,Gulf South,2,39,Luka Boylan,So,P,2,0,5.4,1.2,0,1,1,1,2,0,7,5,0,0,0,0,0,1,0,0,0,0,0,31,2,1,0,0,0,1,-,,574366,858,http://stats.ncaa.org/players/8280596?year_stat_category_id=15081,8280596.0
63,2024,Alabama Huntsville,Gulf South,2,25,John Emerson,Sr,P,3,0,40.5,0.2,2,3,3,4,1,0,9,4,1,0,0,0,4,1,0,2,0,0,0,22,0,1,0,0,0,0,-,,574366,858,http://stats.ncaa.org/players/8282070?year_stat_category_id=15081,8282070.0
64,2024,Alabama Huntsville,Gulf South,2,28,Connor Edwards,Jr,P,11,1,6.48,16.2,25,13,12,7,6,0,83,71,0,1,0,3,2,5,0,0,0,0,0,148,17,22,0,0,0,1,-,L/L,574366,858,http://stats.ncaa.org/players/8454613?year_stat_category_id=15081,8454613.0
65,2024,Alabama Huntsville,Gulf South,2,29,Jonah Smith,Sr,P,11,1,11.88,8.1,17,11,11,5,8,0,50,41,3,1,0,1,5,3,0,4,3,0,1,97,8,9,1,0,0,3,6-4,-/R,574366,858,http://stats.ncaa.org/players/8454526?year_stat_category_id=15081,8454526.0
66,2024,Alabama Huntsville,Gulf South,2,6,Jacob Peters,Jr,P,13,13,7.2,60.0,71,56,48,23,46,0,273,238,14,5,0,9,3,4,0,0,0,4,4,657,47,76,4,4,0,10,-,R/R,574366,858,http://stats.ncaa.org/players/8454577?year_stat_category_id=15081,8454577.0
67,2024,Alabama Huntsville,Gulf South,2,21,Tanner Giles,Sr,P,23,0,5.86,27.2,39,24,18,13,10,0,140,114,8,0,0,4,6,5,4,22,10,5,3,304,44,22,2,2,1,4,-,,574366,858,http://stats.ncaa.org/players/8454598?year_stat_category_id=15081,8454598.0
68,2024,Alabama Huntsville,Gulf South,2,26,Cason Henry,Jr,P,9,0,21.21,4.2,9,13,11,7,2,0,32,21,0,1,0,1,4,4,0,2,1,0,0,72,7,3,0,0,0,1,-,R/R,574366,858,http://stats.ncaa.org/players/8454609?year_stat_category_id=15081,8454609.0
69,2024,Albany St. (GA),SIAC,2,11,William Beasley,Jr,P,19,0,5.14,21.0,25,19,12,11,13,0,99,81,6,0,1,3,3,3,0,9,4,1,0,59,15,27,0,0,1,5,-,,574367,913,http://stats.ncaa.org/players/8263211?year_stat_category_id=15081,8263211.0
70,2024,Albany St. (GA),SIAC,2,1,Brady Davis,Jr,P,14,11,3.65,61.2,68,32,25,15,50,0,271,223,8,0,0,6,2,5,1,1,1,3,1,66,39,78,9,2,0,16,-,,574367,913,http://stats.ncaa.org/players/8277683?year_stat_category_id=15081,8277683.0
71,2024,Albany St. (GA),SIAC,2,13,Tyler Bullock,Jr,INF,24,0,6.83,29.0,41,28,22,11,22,0,138,111,5,0,0,7,4,1,0,12,9,2,0,55,27,25,2,1,0,6,-,,574367,913,http://stats.ncaa.org/players/8261992?year_stat_category_id=15081,8261992.0
72,2024,Albany St. (GA),SIAC,2,8,Landon Kiefer,So,INF,14,13,3.4,55.2,48,28,21,23,52,0,233,189,7,0,0,5,5,3,0,0,0,1,2,169,45,49,10,1,0,17,-,,574367,913,http://stats.ncaa.org/players/8267094?year_stat_category_id=15081,8267094.0
73,2024,Albany St. (GA),SIAC,2,25,Calvin Baker,So,P,21,5,4.84,44.2,52,31,24,23,34,0,209,162,10,1,0,6,4,6,1,5,4,1,4,224,34,51,4,1,1,13,-,,574367,913,http://stats.ncaa.org/players/8275180?year_stat_category_id=15081,8275180.0
74,2024,Albany St. (GA),SIAC,2,30,Keith Taylor,So,P,4,0,4.5,2.0,1,1,1,3,1,0,11,7,0,0,0,0,0,1,0,2,0,0,0,0,2,3,0,0,0,0,-,,574367,913,http://stats.ncaa.org/players/8258846?year_stat_category_id=15081,8258846.0
75,2024,Albany St. (GA),SIAC,2,35,Chandler Walker,So,P,8,0,2.45,7.1,6,4,2,3,6,0,34,27,0,0,1,1,0,4,0,9,5,0,0,15,9,6,0,0,0,0,-,,574367,913,http://stats.ncaa.org/players/8266271?year_stat_category_id=15081,8266271.0
76,2024,Albany St. (GA),SIAC,2,14,Luke Addison,So,UT,11,0,1.74,10.1,7,2,2,1,10,0,39,36,1,0,0,0,0,1,0,3,0,0,1,9,10,10,0,0,4,3,-,,574367,913,http://stats.ncaa.org/players/8281961?year_stat_category_id=15081,8281961.0
77,2024,Albany St. (GA),SIAC,2,17,Jeremiah Reddell,Jr,P,12,12,3.98,54.1,55,27,24,9,33,0,224,195,12,2,0,8,3,1,0,0,0,2,2,135,50,63,6,1,0,5,-,,574367,913,http://stats.ncaa.org/players/8286311?year_stat_category_id=15081,8286311.0
78,2024,Albany St. (GA),SIAC,2,35,Kaleb King,Sr,p,17,0,2.89,9.1,7,8,3,15,11,0,52,32,3,0,0,0,1,3,0,13,9,0,2,92,4,12,2,0,0,5,-,,574367,913,http://stats.ncaa.org/players/8503293?year_stat_category_id=15081,8503293.0
79,2024,Albany St. (GA),SIAC,2,8,Andrew Mcbride,Jr,p,16,5,5.02,37.2,51,26,21,10,32,0,177,158,7,1,0,1,5,5,0,4,2,1,3,108,36,38,2,3,1,10,-,,574367,913,http://stats.ncaa.org/players/8503294?year_stat_category_id=15081,8503294.0
80,2024,Albany St. (GA),SIAC,2,16,Gercal Reyes,Jr,p,22,0,2.35,23.0,16,14,6,15,19,0,100,77,2,0,2,0,4,3,0,9,1,1,1,72,15,27,0,0,0,4,-,,574367,913,http://stats.ncaa.org/players/8503295?year_stat_category_id=15081,8503295.0
81,2024,Albany St. (GA),SIAC,2,32,Thomas Willis,Fr,p,14,0,4.09,11.0,11,12,5,12,8,0,58,44,1,0,1,0,1,1,0,8,3,0,1,23,13,10,0,0,0,3,-,,574367,913,http://stats.ncaa.org/players/8597655?year_stat_category_id=15081,8597655.0
82,2024,Albany St. (GA),SIAC,2,29,Chase Ledger,Fr,p,3,0,3.86,2.1,2,1,1,1,0,0,10,9,0,0,0,0,0,0,0,0,0,0,0,12,2,5,0,0,0,0,-,,574367,913,http://stats.ncaa.org/players/8597658?year_stat_category_id=15081,8597658.0
83,2024,Albany St. (GA),SIAC,2,26,Sebastian Griffeth,Fr,p,13,3,6.14,14.2,14,13,10,11,12,0,70,53,3,0,0,2,2,1,0,2,2,1,1,22,15,12,2,2,0,6,-,,574367,913,http://stats.ncaa.org/players/8597654?year_stat_category_id=15081,8597654.0
84,2024,Albany St. (GA),SIAC,2,31,Greyson Holley,Fr,p,1,0,0.0,0.0,1,4,4,3,0,0,4,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,-,,574367,913,http://stats.ncaa.org/players/8597656?year_stat_category_id=15081,8597656.0
85,2024,Albany St. (GA),SIAC,2,34,Jordan Ackerman,Jr,P,6,0,13.5,4.0,7,10,6,5,2,0,28,18,1,0,0,1,1,2,0,0,0,2,1,17,5,5,0,0,0,1,-,,574367,913,http://stats.ncaa.org/players/8678629?year_stat_category_id=15081,8678629.0
86,2024,Albany St. (GA),SIAC,2,2,Tyler Turner,Fr,p,1,0,0.0,1.0,1,0,0,1,0,0,6,4,0,0,0,0,0,1,1,0,0,0,0,0,1,2,0,0,0,0,-,,574367,913,http://stats.ncaa.org/players/8689234?year_stat_category_id=15081,8689234.0
87,2024,American Int'l,NE10,2,26,Tim Krol,Sr,P,13,5,6.08,40.0,56,32,27,25,35,0,201,170,17,1,0,2,7,3,0,4,1,2,1,757,39,40,2,6,1,13,6-2,R/R,574368,899,http://stats.ncaa.org/players/8590120?year_stat_category_id=15081,8590120.0
88,2024,American Int'l,NE10,2,20,Daniel Provost,So,P,8,0,11.91,11.1,18,15,15,15,12,0,70,50,1,1,0,3,4,3,0,1,1,1,1,259,5,17,1,0,0,4,5-11,L/L,574368,899,http://stats.ncaa.org/players/8263577?year_stat_category_id=15081,8263577.0
89,2024,American Int'l,NE10,2,22,Ethan Teixeira,Sr,P,6,6,5.91,32.0,37,30,21,18,22,0,157,134,8,0,0,3,2,4,0,0,0,0,1,395,29,42,0,1,0,10,6-2,R/R,574368,899,http://stats.ncaa.org/players/8590117?year_stat_category_id=15081,8590117.0
90,2024,American Int'l,NE10,2,5,Anderson Cuello Batista,Sr,P,3,0,6.23,4.1,6,3,3,4,1,0,22,17,3,0,0,0,0,0,1,3,2,1,0,58,8,3,0,0,0,0,6-1,R/R,574368,899,http://stats.ncaa.org/players/8277220?year_stat_category_id=15081,8277220.0
91,2024,American Int'l,NE10,2,13,Jayden Maynard,So,P,1,0,27.0,1.0,4,3,3,1,0,0,9,7,2,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,6-1,R/R,574368,899,http://stats.ncaa.org/players/8273542?year_stat_category_id=15081,8273542.0
92,2024,American Int'l,NE10,2,33,Vaughn O'Leary,So,P,5,5,8.84,18.1,28,19,18,9,17,0,92,81,7,0,0,1,0,0,0,0,0,1,1,291,16,21,1,3,0,4,6-4,L/R,574368,899,http://stats.ncaa.org/players/8261777?year_stat_category_id=15081,8261777.0
93,2024,American Int'l,NE10,2,7,Kaden Paterson,So,P,10,10,6.75,41.1,45,39,31,34,23,0,212,163,10,1,0,3,9,8,0,0,0,4,3,752,45,51,2,4,0,5,6-0,R/R,574368,899,http://stats.ncaa.org/players/8280323?year_stat_category_id=15081,8280323.0
