Unnamed: 0,year,team_name,conference,division,Jersey,player_name,Yr,Pos,App,GS,ERA,IP,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,KL,Ht,B/T,team_id,conference_id,player_url,player_id
1,2021,AUM,Gulf South,2,4,Quinterrious Arrington,Sr,OF,36,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,509411,858,http://stats.ncaa.org/players/7090512?year_stat_category_id=14841,7090512
2,2021,AUM,Gulf South,2,15,Casey Henderson,Sr,UT,41,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,509411,858,http://stats.ncaa.org/players/7090516?year_stat_category_id=14841,7090516
3,2021,AUM,Gulf South,2,24,P. Hope,Jr,C,3,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,509411,858,http://stats.ncaa.org/players/7090530?year_stat_category_id=14841,7090530
4,2021,AUM,Gulf South,2,5,Ethan Wells,So,OF,27,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,509411,858,http://stats.ncaa.org/players/7090538?year_stat_category_id=14841,7090538
5,2021,AUM,Gulf South,2,26,Tommy Vickers,Fr,P,12,0,10.8,10.0,16,13,12,4,9,0,53,42,8,1,0,2,2,2,1,1,0,2,3,194,11,9,0,0,1,3,,,509411,858,http://stats.ncaa.org/players/6913800?year_stat_category_id=14841,6913800
6,2021,AUM,Gulf South,2,39,Logan Coleman,Jr,P,17,0,8.82,16.1,22,17,16,9,17,0,85,72,5,2,0,2,2,3,1,12,8,0,1,295,8,23,2,1,0,3,,,509411,858,http://stats.ncaa.org/players/6913801?year_stat_category_id=14841,6913801
7,2021,AUM,Gulf South,2,21,Reid Whitaker,Jr,C,12,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,509411,858,http://stats.ncaa.org/players/6913802?year_stat_category_id=14841,6913802
8,2021,AUM,Gulf South,2,20,Matthew Marfice,Jr,INF,27,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,509411,858,http://stats.ncaa.org/players/6913804?year_stat_category_id=14841,6913804
9,2021,AUM,Gulf South,2,36,Blake Sheffer,Fr,P,3,0,5.4,3.1,3,2,2,3,4,0,17,13,0,0,0,0,1,1,0,0,0,0,0,66,2,4,0,0,0,3,,,509411,858,http://stats.ncaa.org/players/6913806?year_stat_category_id=14841,6913806
10,2021,AUM,Gulf South,2,3,Sam Steigert,Jr,P,22,0,3.42,23.2,27,15,9,7,14,0,105,95,9,1,2,1,0,1,2,8,2,1,1,260,33,18,1,1,3,3,,,509411,858,http://stats.ncaa.org/players/6913807?year_stat_category_id=14841,6913807
