"","year","team_name","conference","division","Jersey","player_name","Yr","Pos","App","GS","ERA","IP","H","R","ER","BB","SO","SHO","BF","P-OAB","2B-A","3B-A","Bk","HR-A","WP","HB","IBB","Inh Run","Inh Run Score","SHA","SFA","Pitches","GO","FO","W","L","SV","KL","Ht","B/T","team_id","conference_id","player_id","player_url"
"2110",2021,"FGCU","ASUN",1,"16","Mason Miller","Fr","P",12,4,7.77,22,16,23,19,28,17,0,111,74,3,0,0,1,4,4,0,10,4,3,1,291,26,15,2,3,0,6,NA,NA,508950,920,7084318,"http://stats.ncaa.org/players/7084318?year_stat_category_id=14841"
"2111",2021,"FGCU","ASUN",1,"38","Zac Calhoon","Fr","OF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,508950,920,7084324,"http://stats.ncaa.org/players/7084324?year_stat_category_id=14841"
"2112",2021,"FGCU","ASUN",1,"17","Jake Lister","Sr","P",5,1,7.36,3.2,5,6,3,6,4,0,24,16,1,0,0,0,1,2,0,3,0,0,0,118,4,3,1,0,0,1,NA,NA,508950,920,7084313,"http://stats.ncaa.org/players/7084313?year_stat_category_id=14841"
"2113",2021,"FGCU","ASUN",1,"15","Richie Garcia","Sr","2B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,508950,920,7084287,"http://stats.ncaa.org/players/7084287?year_stat_category_id=14841"
"2114",2021,"FGCU","ASUN",1,"31","Hunter McGarry","Sr","P",20,0,5.92,24.1,31,16,16,19,17,0,119,98,3,0,1,2,4,1,2,23,14,1,0,407,38,10,2,3,5,1,NA,NA,508950,920,7084310,"http://stats.ncaa.org/players/7084310?year_stat_category_id=14841"
"2115",2021,"FGCU","ASUN",1,"8","Marc Coffers","Sr","OF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,508950,920,7084286,"http://stats.ncaa.org/players/7084286?year_stat_category_id=14841"
"2116",2021,"FGCU","ASUN",1,"12","Mason Studstill","Sr","P",13,13,3.02,83.1,70,38,28,32,73,0,353,314,12,3,1,3,5,3,0,0,0,2,2,0,51,117,7,3,0,25,NA,NA,508950,920,7084328,"http://stats.ncaa.org/players/7084328?year_stat_category_id=14841"
"2117",2021,"FGCU","ASUN",1,"7","Alejandro Rodriguez","So","INF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,508950,920,7084339,"http://stats.ncaa.org/players/7084339?year_stat_category_id=14841"
"2118",2021,"FGCU","ASUN",1,"34","Alejandro Figueredo","So","INF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,508950,920,7084341,"http://stats.ncaa.org/players/7084341?year_stat_category_id=14841"
"2119",2021,"FGCU","ASUN",1,"35","David Mata","So","P",1,0,0,1,1,0,0,2,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,16,1,2,0,0,0,0,NA,NA,508950,920,7084342,"http://stats.ncaa.org/players/7084342?year_stat_category_id=14841"
"2120",2021,"FIU","C-USA",1,"12","Tyler Myrick","Jr","P",14,14,5.43,71.1,78,49,43,27,67,0,323,286,20,1,0,8,9,6,2,0,0,1,3,0,75,63,7,4,0,16,NA,NA,509026,24312,6901882,"http://stats.ncaa.org/players/6901882?year_stat_category_id=14841"
"2121",2021,"FIU","C-USA",1,"44","Zac Lampton","Fr","P",9,0,5.79,9.1,8,11,6,8,8,0,48,33,3,0,0,2,3,5,0,14,6,1,1,156,5,12,0,0,0,6,NA,NA,509026,24312,6901884,"http://stats.ncaa.org/players/6901884?year_stat_category_id=14841"
"2122",2021,"FIU","C-USA",1,"22","Humberto Torres","Fr","C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,509026,24312,6901886,"http://stats.ncaa.org/players/6901886?year_stat_category_id=14841"
"2123",2021,"FIU","C-USA",1,"43","Dalton Plattner","Fr","P",6,0,12.27,3.2,9,5,5,8,3,0,29,18,2,0,0,1,2,2,0,7,5,1,0,118,3,4,0,0,0,1,NA,NA,509026,24312,6901887,"http://stats.ncaa.org/players/6901887?year_stat_category_id=14841"
"2124",2021,"FIU","C-USA",1,"7","Francis Villaman","Jr","INF",2,0,63,1,3,7,7,2,3,0,10,6,0,1,0,1,2,2,0,3,0,0,0,47,0,0,0,0,0,2,NA,NA,509026,24312,6901888,"http://stats.ncaa.org/players/6901888?year_stat_category_id=14841"
"2125",2021,"FIU","C-USA",1,"34","JJ Teixeira","Fr","P",6,0,7.94,5.2,6,5,5,6,5,0,28,19,1,0,0,0,3,1,0,10,6,0,2,103,4,7,0,0,0,1,NA,NA,509026,24312,6901889,"http://stats.ncaa.org/players/6901889?year_stat_category_id=14841"
"2126",2021,"FIU","C-USA",1,"4","Alec Sanchez","So","INF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,509026,24312,6901890,"http://stats.ncaa.org/players/6901890?year_stat_category_id=14841"
"2127",2021,"FIU","C-USA",1,"8","Mario Fernandez","Fr","P",8,0,23.14,4.2,14,17,12,8,2,0,40,25,2,0,0,3,3,6,0,4,4,0,1,123,3,7,0,1,0,0,NA,NA,509026,24312,6901891,"http://stats.ncaa.org/players/6901891?year_stat_category_id=14841"
"2128",2021,"FIU","C-USA",1,"38","Justin Farmer","Jr","OF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,509026,24312,6901892,"http://stats.ncaa.org/players/6901892?year_stat_category_id=14841"
"2129",2021,"FIU","C-USA",1,"19","Seth Cannady","Jr","OF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,509026,24312,6901894,"http://stats.ncaa.org/players/6901894?year_stat_category_id=14841"
"2130",2021,"FIU","C-USA",1,"32","Will Saxton","Jr","P",16,1,9,24,35,25,24,18,29,0,126,103,7,0,1,5,4,2,0,17,6,1,2,515,20,22,2,0,0,7,NA,NA,509026,24312,6901896,"http://stats.ncaa.org/players/6901896?year_stat_category_id=14841"
"2131",2021,"FIU","C-USA",1,"36","Jan Figueroa","Jr","P",14,1,5.72,28.1,34,19,18,14,25,0,136,111,6,0,0,1,1,8,0,14,10,1,2,568,33,21,3,3,1,6,NA,NA,509026,24312,6901897,"http://stats.ncaa.org/players/6901897?year_stat_category_id=14841"
"2132",2021,"FIU","C-USA",1,"6","Everett Hurst","Jr","P",18,0,7.2,20,21,18,16,9,22,0,92,77,5,1,0,2,3,4,0,11,3,0,2,376,12,24,0,0,0,6,NA,NA,509026,24312,6901898,"http://stats.ncaa.org/players/6901898?year_stat_category_id=14841"
"2133",2021,"FIU","C-USA",1,"31","Steven Casey","Jr","P",12,7,3.99,38.1,32,18,17,14,29,1,157,138,6,0,0,1,2,2,0,7,6,1,2,493,28,53,3,3,0,11,NA,NA,509026,24312,6901900,"http://stats.ncaa.org/players/6901900?year_stat_category_id=14841"
"2134",2021,"FIU","C-USA",1,"16","Christian Santana","Jr","P",1,1,0,5,3,0,0,1,5,0,18,17,0,0,0,0,1,0,0,0,0,0,0,65,5,4,0,0,0,2,NA,NA,509026,24312,6901901,"http://stats.ncaa.org/players/6901901?year_stat_category_id=14841"
"2135",2021,"FIU","C-USA",1,"40","Cody Cortelli","Jr","P",14,0,8.38,9.2,11,10,9,13,10,0,55,36,1,1,0,1,4,4,0,13,4,1,1,184,8,9,0,1,0,3,NA,NA,509026,24312,6901905,"http://stats.ncaa.org/players/6901905?year_stat_category_id=14841"
"2136",2021,"FIU","C-USA",1,"41","Greyson Fletcher","Jr","P",13,0,12.75,12,20,20,17,12,12,0,69,53,5,1,0,3,3,3,0,2,0,1,0,235,11,9,0,1,1,3,NA,NA,509026,24312,6901906,"http://stats.ncaa.org/players/6901906?year_stat_category_id=14841"
"2137",2021,"FIU","C-USA",1,"33","Angel Tiburcio","So","P",19,1,3.23,30.2,33,17,11,20,29,0,138,113,3,1,2,2,1,1,3,11,4,2,2,463,30,24,1,3,4,4,NA,NA,509026,24312,6901910,"http://stats.ncaa.org/players/6901910?year_stat_category_id=14841"
"2138",2021,"FIU","C-USA",1,"10","Ben Rozenblum","Fr","INF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,509026,24312,6901912,"http://stats.ncaa.org/players/6901912?year_stat_category_id=14841"
"2139",2021,"FIU","C-USA",1,"35","Robert Sotolongo","Fr","INF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,509026,24312,6901915,"http://stats.ncaa.org/players/6901915?year_stat_category_id=14841"
"2140",2021,"FIU","C-USA",1,"42","David Judge","Fr","INF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,509026,24312,6901916,"http://stats.ncaa.org/players/6901916?year_stat_category_id=14841"
"2141",2021,"FIU","C-USA",1,"9","Luis Chavez","Sr","C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,509026,24312,7098020,"http://stats.ncaa.org/players/7098020?year_stat_category_id=14841"
"2142",2021,"FIU","C-USA",1,"11","Dante Girardi","Fr","INF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,509026,24312,7098028,"http://stats.ncaa.org/players/7098028?year_stat_category_id=14841"
"2143",2021,"FIU","C-USA",1,"29","Shawn Perez","Fr","P",7,0,11.25,8,10,15,10,5,5,0,43,36,1,0,0,3,1,2,0,4,3,0,0,172,7,11,0,0,0,3,NA,NA,509026,24312,7098092,"http://stats.ncaa.org/players/7098092?year_stat_category_id=14841"
"2144",2021,"FIU","C-USA",1,"48","Orlando Hernandez","Fr","P",9,3,5.14,21,30,23,12,12,22,0,110,93,7,1,1,2,1,3,1,3,2,1,1,398,18,20,0,3,0,4,NA,NA,509026,24312,7098122,"http://stats.ncaa.org/players/7098122?year_stat_category_id=14841"
"2145",2021,"FIU","C-USA",1,"52","Ruben Carpio","Fr","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,509026,24312,7098131,"http://stats.ncaa.org/players/7098131?year_stat_category_id=14841"
"2146",2021,"FIU","C-USA",1,"5","Derek Cartaya","Sr","INF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,509026,24312,7098017,"http://stats.ncaa.org/players/7098017?year_stat_category_id=14841"
"2147",2021,"FIU","C-USA",1,"18","RJ Ibanez","Fr","OF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,509026,24312,7098031,"http://stats.ncaa.org/players/7098031?year_stat_category_id=14841"
"2148",2021,"FIU","C-USA",1,"30","Christian Eiroa","Fr","C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,509026,24312,7098095,"http://stats.ncaa.org/players/7098095?year_stat_category_id=14841"
"2149",2021,"FIU","C-USA",1,"20","Mario Zabala","Fr","OF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,509026,24312,7098037,"http://stats.ncaa.org/players/7098037?year_stat_category_id=14841"
"2150",2021,"FIU","C-USA",1,"2","Steven Ondina","Fr","INF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,509026,24312,7098013,"http://stats.ncaa.org/players/7098013?year_stat_category_id=14841"
"2151",2021,"FIU","C-USA",1,"37","Garrett Rukes","Sr","P",13,9,4.53,53.2,46,34,27,24,44,0,230,196,6,1,0,8,2,6,0,3,2,2,2,797,45,58,3,6,0,12,NA,NA,509026,24312,7098105,"http://stats.ncaa.org/players/7098105?year_stat_category_id=14841"
"2152",2021,"FIU","C-USA",1,"25","Juan Teixeira","Sr","OF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,509026,24312,7098038,"http://stats.ncaa.org/players/7098038?year_stat_category_id=14841"
"2153",2021,"FIU","C-USA",1,"26","Adrian Figueroa","Fr","INF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,509026,24312,7098075,"http://stats.ncaa.org/players/7098075?year_stat_category_id=14841"
"2154",2021,"FIU","C-USA",1,"28","Jermaine Vanheyningen","Jr","P",10,4,8.56,13.2,10,14,13,18,10,0,70,45,2,0,2,1,4,5,0,0,0,2,0,276,17,9,0,3,0,3,NA,NA,509026,24312,7098088,"http://stats.ncaa.org/players/7098088?year_stat_category_id=14841"
"2155",2021,"FIU","C-USA",1,"49","Richie Pena","Fr","P",9,0,13.5,10.2,16,17,16,6,8,0,57,45,1,1,0,3,1,5,0,5,1,0,1,196,10,11,0,0,0,1,NA,NA,509026,24312,7098125,"http://stats.ncaa.org/players/7098125?year_stat_category_id=14841"
"2156",2021,"FIU","C-USA",1,"14","Rey Hernandez","Fr","INF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,509026,24312,7098030,"http://stats.ncaa.org/players/7098030?year_stat_category_id=14841"
"2157",2021,"FIU","C-USA",1,"27","Matt Fernandez","Fr","P",13,10,7.08,40.2,52,40,32,24,37,0,198,167,10,0,1,7,4,3,0,4,1,2,2,684,32,44,1,3,0,16,NA,NA,509026,24312,7098079,"http://stats.ncaa.org/players/7098079?year_stat_category_id=14841"
"2158",2021,"FIU","C-USA",1,"45","Miguel Alba","So","P",9,0,14.73,7.1,9,14,12,9,8,0,45,29,2,0,0,2,2,4,0,12,7,2,1,198,6,7,0,0,0,1,NA,NA,509026,24312,7098117,"http://stats.ncaa.org/players/7098117?year_stat_category_id=14841"
"2159",2021,"Fairfield","MAAC",1,"33","Peter Ostensen","Fr","P",7,0,1.93,9.1,6,2,2,4,13,0,39,33,1,0,0,0,1,2,0,3,1,0,0,133,7,7,1,0,0,3,NA,NA,509022,871,7146909,"http://stats.ncaa.org/players/7146909?year_stat_category_id=14841"
"2160",2021,"Fairfield","MAAC",1,"34","Colin McVeigh","Fr","P",6,0,2.79,9.2,5,3,3,1,9,0,34,32,1,0,0,1,0,1,1,4,0,0,0,104,8,11,1,0,1,2,NA,NA,509022,871,7146910,"http://stats.ncaa.org/players/7146910?year_stat_category_id=14841"
"2161",2021,"Fairfield","MAAC",1,"42","John Signore","Sr","P",12,8,4.5,48,48,25,24,11,43,1,207,191,8,1,1,6,1,4,0,3,0,1,0,664,49,50,5,2,2,15,NA,NA,509022,871,7146915,"http://stats.ncaa.org/players/7146915?year_stat_category_id=14841"
"2162",2021,"Fairfield","MAAC",1,"23","Eli Oliphant","Sr","P",12,0,1.93,18.2,12,4,4,7,16,0,80,67,3,0,0,0,4,6,0,11,4,0,0,270,20,19,2,0,3,6,NA,NA,509022,871,7146907,"http://stats.ncaa.org/players/7146907?year_stat_category_id=14841"
"2163",2021,"Fairfield","MAAC",1,"12","Bryson Cafaro","Sr","P",12,5,1.66,38,28,9,7,18,26,0,158,137,5,1,1,1,3,2,1,8,3,1,0,549,42,41,4,0,2,12,NA,NA,509022,871,6901761,"http://stats.ncaa.org/players/6901761?year_stat_category_id=14841"
"2164",2021,"Fairfield","MAAC",1,"19","Mike Caruso","Sr","C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,509022,871,6901762,"http://stats.ncaa.org/players/6901762?year_stat_category_id=14841"
"2165",2021,"Fairfield","MAAC",1,"22","Chris Polletta","Sr","UT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,509022,871,6901763,"http://stats.ncaa.org/players/6901763?year_stat_category_id=14841"
"2166",2021,"Fairfield","MAAC",1,"29","Giacomo Brancato","Sr","OF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,509022,871,6901764,"http://stats.ncaa.org/players/6901764?year_stat_category_id=14841"
"2167",2021,"Fairfield","MAAC",1,"36","Jason Hebner","Sr","P",9,0,5,9,3,6,5,3,9,0,36,31,0,0,0,0,1,2,0,7,1,0,0,120,12,6,0,0,0,2,NA,NA,509022,871,6901765,"http://stats.ncaa.org/players/6901765?year_stat_category_id=14841"
"2168",2021,"Fairfield","MAAC",1,"32","Trey McLoughlin","Sr","P",5,5,4.94,23.2,22,14,13,4,32,0,96,89,4,0,1,2,2,1,0,0,0,0,2,134,13,25,2,0,0,6,NA,NA,509022,871,6901768,"http://stats.ncaa.org/players/6901768?year_stat_category_id=14841"
"2169",2021,"Fairfield","MAAC",1,"27","Nick Weyant","Sr","C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,509022,871,6901771,"http://stats.ncaa.org/players/6901771?year_stat_category_id=14841"
"2170",2021,"Fairfield","MAAC",1,"4","Nick Grabek","Sr","P",13,3,4.33,27,28,15,13,10,16,0,123,106,3,1,0,2,4,5,1,7,4,1,1,355,40,20,3,0,4,7,NA,NA,509022,871,6901772,"http://stats.ncaa.org/players/6901772?year_stat_category_id=14841"
"2171",2021,"Fairfield","MAAC",1,"1","Griffin Watson","Jr","INF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,509022,871,6901773,"http://stats.ncaa.org/players/6901773?year_stat_category_id=14841"
"2172",2021,"Fairfield","MAAC",1,"6","Justin Guerrera","Jr","INF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,509022,871,6901774,"http://stats.ncaa.org/players/6901774?year_stat_category_id=14841"
"2173",2021,"Fairfield","MAAC",1,"41","Jake Noviello","Jr","P",10,10,1.47,67.1,50,14,11,9,59,2,268,246,5,1,0,4,3,9,0,0,0,2,1,756,72,64,9,0,0,17,NA,NA,509022,871,6901775,"http://stats.ncaa.org/players/6901775?year_stat_category_id=14841"
"2174",2021,"Fairfield","MAAC",1,"18","Michael Sansone","Jr","P",12,9,2.58,66.1,52,20,19,15,73,1,275,249,12,1,1,2,1,9,3,1,0,1,1,864,46,77,9,2,1,16,NA,NA,509022,871,6901776,"http://stats.ncaa.org/players/6901776?year_stat_category_id=14841"
"2175",2021,"Fairfield","MAAC",1,"7","Mike Handal","Jr","OF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,509022,871,6901778,"http://stats.ncaa.org/players/6901778?year_stat_category_id=14841"
"2176",2021,"Fairfield","MAAC",1,"3","Mike Becchetti","So","INF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,509022,871,6901779,"http://stats.ncaa.org/players/6901779?year_stat_category_id=14841"
"2177",2021,"Fairfield","MAAC",1,"30","Jack Erbeck","So","P",1,1,13.5,0.2,0,1,1,4,1,0,6,2,0,0,0,0,0,0,0,0,0,0,0,27,0,1,0,1,0,1,NA,NA,509022,871,6901780,"http://stats.ncaa.org/players/6901780?year_stat_category_id=14841"
"2178",2021,"Fairfield","MAAC",1,"35","Mike Marella","So","P",1,0,9,2,2,2,2,1,0,0,9,6,1,0,0,0,0,0,0,0,0,2,0,31,3,3,0,0,0,0,NA,NA,509022,871,6901781,"http://stats.ncaa.org/players/6901781?year_stat_category_id=14841"
"2179",2021,"Fairfield","MAAC",1,"9","Matt Venuto","So","C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,509022,871,6901783,"http://stats.ncaa.org/players/6901783?year_stat_category_id=14841"
"2180",2021,"Fairfield","MAAC",1,"15","Ryan Strollo","So","OF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,509022,871,6901784,"http://stats.ncaa.org/players/6901784?year_stat_category_id=14841"
"2181",2021,"Fairfield","MAAC",1,"13","Billy Fitzgerald","So","P",5,2,5.4,11.2,10,7,7,5,12,0,51,46,2,0,1,3,1,0,0,2,0,0,0,177,9,14,1,0,0,1,NA,NA,509022,871,6901785,"http://stats.ncaa.org/players/6901785?year_stat_category_id=14841"
"2182",2021,"Fairfield","MAAC",1,"8","Charlie Pagliarini","So","INF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,509022,871,6901786,"http://stats.ncaa.org/players/6901786?year_stat_category_id=14841"
"2183",2021,"Fairfield","MAAC",1,"31","Ethan Hibbard","So","C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,509022,871,6901787,"http://stats.ncaa.org/players/6901787?year_stat_category_id=14841"
"2184",2021,"Fairfield","MAAC",1,"2","Josh Arnold","Sr","P",7,0,7.04,7.2,5,6,6,7,4,0,36,25,0,0,0,0,2,3,0,5,3,1,0,114,8,9,0,0,0,1,NA,NA,509022,871,7146887,"http://stats.ncaa.org/players/7146887?year_stat_category_id=14841"
"2185",2021,"Fairfield","MAAC",1,"16","Tristan Amone","Sr","P",7,0,4.91,7.1,7,4,4,2,6,0,31,29,2,0,0,2,0,0,0,2,2,0,0,108,6,11,1,0,0,0,NA,NA,509022,871,7146891,"http://stats.ncaa.org/players/7146891?year_stat_category_id=14841"
"2186",2021,"Fairfield","MAAC",1,"21","Sean Cullen","Sr","INF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,509022,871,7146892,"http://stats.ncaa.org/players/7146892?year_stat_category_id=14841"
"2187",2021,"Fairfield","MAAC",1,"37","Paul Catalano","Fr","OF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,509022,871,7146912,"http://stats.ncaa.org/players/7146912?year_stat_category_id=14841"
"2188",2021,"Fairfield","MAAC",1,"10","Dan Ryan","Sr","OF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,509022,871,7146888,"http://stats.ncaa.org/players/7146888?year_stat_category_id=14841"
"2189",2021,"Fairfield","MAAC",1,"11","Owen Wosleger","Sr","OF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,509022,871,7146889,"http://stats.ncaa.org/players/7146889?year_stat_category_id=14841"
"2190",2021,"Fla. Atlantic","C-USA",1,"4","Wilfredo Alvarez","Sr","INF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,509025,24312,7090932,"http://stats.ncaa.org/players/7090932?year_stat_category_id=14841"
"2191",2021,"Fla. Atlantic","C-USA",1,"10","Bobby Morgensen","Sr","OF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,509025,24312,7090934,"http://stats.ncaa.org/players/7090934?year_stat_category_id=14841"
"2192",2021,"Fla. Atlantic","C-USA",1,"16","Adrien Reese","Jr","P",11,1,10.45,20.2,30,25,24,11,20,0,108,85,2,1,1,2,3,10,0,7,2,2,0,389,15,19,3,1,0,7,NA,NA,509025,24312,6901848,"http://stats.ncaa.org/players/6901848?year_stat_category_id=14841"
"2193",2021,"Fla. Atlantic","C-USA",1,"13","Steven Loden","Fr","INF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,509025,24312,6901849,"http://stats.ncaa.org/players/6901849?year_stat_category_id=14841"
"2194",2021,"Fla. Atlantic","C-USA",1,"35","Mike Entenza","Jr","P",18,0,10.8,23.1,28,28,28,14,28,0,116,95,1,1,0,7,5,7,3,23,9,0,0,444,22,17,2,3,2,7,NA,NA,509025,24312,6901850,"http://stats.ncaa.org/players/6901850?year_stat_category_id=14841"
"2195",2021,"Fla. Atlantic","C-USA",1,"11","Jackson Wenstrom","Jr","OF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,509025,24312,6901853,"http://stats.ncaa.org/players/6901853?year_stat_category_id=14841"
"2196",2021,"Fla. Atlantic","C-USA",1,"15","Brycen Allen","Jr","P",7,0,6.23,8.2,6,6,6,2,0,0,34,32,1,0,0,4,1,0,0,2,0,0,0,126,11,15,0,0,0,0,NA,NA,509025,24312,6901854,"http://stats.ncaa.org/players/6901854?year_stat_category_id=14841"
"2197",2021,"Fla. Atlantic","C-USA",1,"26","Jack Stroud","Fr","P",6,0,5.06,5.1,4,3,3,5,5,0,26,18,1,0,1,0,0,2,0,5,4,0,1,100,5,4,0,0,0,2,NA,NA,509025,24312,6901856,"http://stats.ncaa.org/players/6901856?year_stat_category_id=14841"
"2198",2021,"Fla. Atlantic","C-USA",1,"23","Victor Castillo","Fr","OF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,509025,24312,6901857,"http://stats.ncaa.org/players/6901857?year_stat_category_id=14841"
"2199",2021,"Fla. Atlantic","C-USA",1,"37","Dante Visconti","Fr","P",19,6,7.34,41.2,52,36,34,17,38,0,190,167,10,0,0,10,4,3,0,10,3,1,2,647,35,43,5,2,4,12,NA,NA,509025,24312,6901860,"http://stats.ncaa.org/players/6901860?year_stat_category_id=14841"
"2200",2021,"Fla. Atlantic","C-USA",1,"1","Cade Parker","Fr","INF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,509025,24312,6901862,"http://stats.ncaa.org/players/6901862?year_stat_category_id=14841"
"2201",2021,"Fla. Atlantic","C-USA",1,"18","Hunter Cooley","So","P",17,10,4.23,76.2,81,40,36,18,57,1,331,297,16,1,0,7,5,8,1,8,8,5,3,0,75,91,8,4,0,14,NA,NA,509025,24312,6901867,"http://stats.ncaa.org/players/6901867?year_stat_category_id=14841"
"2202",2021,"Fla. Atlantic","C-USA",1,"27","Dylan O'Connell","Jr","P",18,0,9.19,15.2,20,19,16,16,12,0,85,62,3,1,0,1,7,4,0,20,10,0,3,327,15,17,1,1,0,7,NA,NA,509025,24312,6901868,"http://stats.ncaa.org/players/6901868?year_stat_category_id=14841"
