year,team_name,conference,division,Jersey,player_name,Yr,Pos,App,GS,ERA,IP,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,KL,Ht,B/T,team_id,conference_id,player_url,player_id.1,player_id.2,player_id
2023,Austin,SCAC,3.0,45.0,A. Jezek,,rf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,,548690.0,835.0,http://stats.ncaa.org/players/8019378?year_stat_category_id=15001,,,d3-playerid-5299
2023,Centenary (NJ),Atlantic East,3.0,9.0,A. Pitshone,So,p,6.0,0.0,11.05,7.1,13.0,9.0,9.0,4.0,3.0,0.0,44.0,34.0,1.0,1.0,0.0,0.0,4.0,4.0,0.0,4.0,1.0,1.0,1.0,125.0,6.0,12.0,0.0,0.0,0.0,2.0,-,,548758.0,30233.0,http://stats.ncaa.org/players/8015771?year_stat_category_id=15001,,,d3-playerid-18292
2023,Elms,Great Northeast,3.0,11.0,A.J. Cook,Jr,INF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,,548593.0,23257.0,http://stats.ncaa.org/players/7811510?year_stat_category_id=15001,,,d3-playerid-22963
2023,Valley Forge,CSAC,3.0,3.0,A.J. Costantini,Fr,OF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,,548802.0,21062.0,http://stats.ncaa.org/players/8016304?year_stat_category_id=15001,,,d3-playerid-9966
2023,Mary Washington,C2C,3.0,30.0,A.J. Johnson,Fr,INF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,,548924.0,15810.0,http://stats.ncaa.org/players/8002089?year_stat_category_id=15001,,,d3-playerid-22649
2023,St. Norbert,NACC,3.0,23.0,A.J. Kisting,So,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,R/R,548621.0,30097.0,http://stats.ncaa.org/players/7812382?year_stat_category_id=15001,,,d3-playerid-29642
2023,MSOE,NACC,3.0,13.0,A.J. Lee,Fr,UT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,,548762.0,30097.0,http://stats.ncaa.org/players/8017450?year_stat_category_id=15001,,,d3-playerid-3137
2023,Occidental,SCIAC,3.0,10.0,A.J. Naha,Jr,C,3.0,0.0,7.2,5.0,3.0,5.0,4.0,1.0,1.0,0.0,21.0,17.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,66.0,4.0,9.0,0.0,0.0,0.0,1.0,6-2,R/R,548585.0,910.0,http://stats.ncaa.org/players/7811304?year_stat_category_id=15001,,,d3-playerid-8196
2023,Mass. Maritime,MASCAC,3.0,17.0,A.J. Pietrafesa,Jr,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5-10,,548929.0,870.0,http://stats.ncaa.org/players/7821759?year_stat_category_id=15001,,,d3-playerid-14404
2023,Susquehanna,Landmark,3.0,47.0,A.J. Sferlazza,So,OF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5-8,L/L,548638.0,30101.0,http://stats.ncaa.org/players/7812937?year_stat_category_id=15001,,,d3-playerid-32051
2023,Berea,CCS,3.0,21.0,A.J. Wylie,So,UT,3.0,1.0,36.82,3.2,14.0,15.0,15.0,4.0,2.0,0.0,31.0,24.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,106.0,4.0,4.0,0.0,1.0,0.0,1.0,5-7,,548804.0,30251.0,http://stats.ncaa.org/players/7817965?year_stat_category_id=15001,,,d3-playerid-23087
2023,Amherst,NESCAC,3.0,51.0,A.J. Zaccareo,So,UT,2.0,0.0,27.0,2.0,7.0,7.0,6.0,1.0,1.0,0.0,14.0,12.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,30.0,3.0,1.0,0.0,0.0,0.0,0.0,6-4,R/R,548813.0,12817.0,http://stats.ncaa.org/players/7818263?year_stat_category_id=15001,,,d3-playerid-36066
2023,Yeshiva,Skyline,3.0,2.0,A.J. Zimbalist,So,OF,6.0,0.0,27.0,5.2,12.0,18.0,17.0,13.0,3.0,0.0,45.0,28.0,2.0,2.0,1.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,56.0,5.0,8.0,0.0,0.0,0.0,1.0,5-11,R/R,548686.0,13054.0,http://stats.ncaa.org/players/8010459?year_stat_category_id=15001,,,d3-playerid-36583
2023,Wentworth,CCC,3.0,3.0,A.T. DiPina,Jr,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5-7,R/R,548660.0,839.0,http://stats.ncaa.org/players/7813581?year_stat_category_id=15001,,,d3-playerid-32553
2023,MSOE,NACC,3.0,11.0,Aagam Shah,Fr,P,10.0,0.0,5.27,13.2,17.0,9.0,8.0,2.0,7.0,0.0,62.0,56.0,3.0,0.0,0.0,3.0,2.0,3.0,0.0,2.0,0.0,0.0,1.0,202.0,10.0,22.0,0.0,0.0,0.0,3.0,-,,548762.0,30097.0,http://stats.ncaa.org/players/8046651?year_stat_category_id=15001,,,d3-playerid-9996
2023,Whittier,SCIAC,3.0,22.0,Aaron  Cazares,Fr,P,14.0,12.0,8.04,56.0,69.0,62.0,50.0,33.0,38.0,0.0,277.0,237.0,13.0,2.0,0.0,5.0,8.0,4.0,0.0,0.0,0.0,1.0,2.0,984.0,53.0,69.0,3.0,6.0,0.0,10.0,-,,548669.0,910.0,http://stats.ncaa.org/players/7984905?year_stat_category_id=15001,,,d3-playerid-30489
2023,Neb. Wesleyan,American Rivers,3.0,2.0,Aaron  Chazin,So,OF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,,548572.0,864.0,http://stats.ncaa.org/players/7810872?year_stat_category_id=15001,,,d3-playerid-7937
2023,Elizabethtown,Landmark,3.0,50.0,Aaron  Hess,Fr,3B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5-10,R/R,548870.0,30101.0,http://stats.ncaa.org/players/7972498?year_stat_category_id=15001,,,d3-playerid-35481
2023,Millikin,CCIW,3.0,3.0,Aaron Agee,Sr,P,20.0,0.0,7.07,28.0,36.0,22.0,22.0,16.0,21.0,0.0,140.0,111.0,6.0,0.0,0.0,2.0,5.0,5.0,3.0,4.0,3.0,3.0,5.0,226.0,29.0,32.0,1.0,3.0,6.0,4.0,5-10,R/R,548934.0,836.0,http://stats.ncaa.org/players/7821925?year_stat_category_id=15001,,,d3-playerid-26451
2023,Geneva,PAC,3.0,0.0,Aaron Babu,Fr,OF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,,548795.0,907.0,http://stats.ncaa.org/players/7970704?year_stat_category_id=15001,,,d3-playerid-6446
2023,Pacific Lutheran,NWC,3.0,2.0,Aaron Barber,Jr,INF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5-10,B/R,548722.0,25300.0,http://stats.ncaa.org/players/7995102?year_stat_category_id=15001,,,d3-playerid-243
2023,Carleton,MIAC,3.0,31.0,Aaron Berkowitz,Sr,C,3.0,0.0,16.88,2.2,3.0,6.0,5.0,5.0,4.0,0.0,18.0,12.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,40.0,1.0,3.0,0.0,0.0,0.0,3.0,-,,548838.0,882.0,http://stats.ncaa.org/players/7818966?year_stat_category_id=15001,,,d3-playerid-423
2023,Martin Luther,UMAC,3.0,13.0,Aaron Bode,Jr,P,11.0,0.0,10.19,17.2,15.0,22.0,20.0,25.0,10.0,0.0,102.0,65.0,3.0,0.0,0.0,1.0,4.0,8.0,0.0,1.0,0.0,0.0,4.0,82.0,13.0,21.0,0.0,0.0,0.0,3.0,-,,548748.0,30115.0,http://stats.ncaa.org/players/7816282?year_stat_category_id=15001,,,d3-playerid-12777
2023,Juniata,Landmark,3.0,11.0,Aaron Bollinger,Jr,INF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6-0,R/R,548907.0,30101.0,http://stats.ncaa.org/players/7821112?year_stat_category_id=15001,,,d3-playerid-6438
2023,Wilmington (OH),OAC,3.0,39.0,Aaron Boster,Jr,P,12.0,12.0,5.01,73.2,82.0,42.0,41.0,30.0,94.0,1.0,336.0,292.0,20.0,0.0,1.0,5.0,4.0,3.0,3.0,0.0,0.0,7.0,4.0,0.0,57.0,69.0,4.0,5.0,0.0,26.0,6-3,L/L,548734.0,901.0,http://stats.ncaa.org/players/7815810?year_stat_category_id=15001,,,d3-playerid-36191
2023,Old Westbury,Skyline,3.0,39.0,Aaron Castillo,Sr,SS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,,548588.0,13054.0,http://stats.ncaa.org/players/7811380?year_stat_category_id=15001,,,d3-playerid-6973
