year,team_name,conference,division,Jersey,player_name,Yr,Pos,App,GS,ERA,IP,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,KL,Ht,B/T,team_id,conference_id,player_url,player_id.1,player_id.2,player_id
2024,Carthage,CCIW,3.0,9.0,A. Boyle,,p,4.0,0.0,18.0,4.0,11.0,8.0,8.0,4.0,3.0,0.0,28.0,22.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,117.0,5.0,3.0,0.0,0.0,0.0,1.0,-,,574755.0,836.0,http://stats.ncaa.org/players/8681295?year_stat_category_id=15081,,,d3-playerid-5299
2024,Fontbonne,SLIAC,3.0,26.0,A. Fischer,Fr,p,6.0,3.0,4.8,15.0,15.0,11.0,8.0,7.0,9.0,0.0,69.0,58.0,4.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,222.0,19.0,15.0,0.0,2.0,0.0,4.0,-,,574670.0,12974.0,http://stats.ncaa.org/players/8588048?year_stat_category_id=15081,,,d3-playerid-18292
2024,Adrian,Michigan Intercol. Ath. Assn.,3.0,34.0,A. Horwath,,p,10.0,0.0,5.68,12.2,14.0,11.0,8.0,7.0,3.0,0.0,59.0,49.0,4.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,191.0,12.0,22.0,2.0,0.0,0.0,1.0,-,,574722.0,873.0,http://stats.ncaa.org/players/8595836?year_stat_category_id=15081,,,d3-playerid-22963
2024,Va. Wesleyan,ODAC,3.0,17.0,A. Jackson,,p,3.0,1.0,12.27,3.2,2.0,5.0,5.0,6.0,2.0,0.0,20.0,11.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,43.0,5.0,3.0,0.0,0.0,0.0,0.0,-,,574566.0,903.0,http://stats.ncaa.org/players/8678810?year_stat_category_id=15081,,,d3-playerid-9966
2024,Oswego St.,SUNYAC,3.0,17.0,A. Kerr,,p,8.0,0.0,6.1,10.1,11.0,10.0,7.0,9.0,8.0,0.0,51.0,39.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,228.0,7.0,13.0,1.0,0.0,0.0,2.0,-,,574506.0,917.0,http://stats.ncaa.org/players/8679845?year_stat_category_id=15081,,,d3-playerid-22649
2024,Centenary (NJ),Atlantic East,3.0,9.0,A. Pitshone,Jr,p,5.0,0.0,7.71,4.2,5.0,6.0,4.0,0.0,1.0,0.0,23.0,20.0,1.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,55.0,6.0,7.0,0.0,0.0,0.0,0.0,-,,574673.0,30233.0,http://stats.ncaa.org/players/8276082?year_stat_category_id=15081,,,d3-playerid-29642
2024,St. Joseph's (ME),Great Northeast,3.0,41.0,A. Sayers,,p,3.0,1.0,9.0,5.0,8.0,7.0,5.0,6.0,6.0,0.0,29.0,22.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,117.0,3.0,5.0,0.0,1.0,0.0,2.0,-,,574532.0,23257.0,http://stats.ncaa.org/players/8682133?year_stat_category_id=15081,,,d3-playerid-3137
2024,Northwestern-St. Paul,UMAC,3.0,20.0,A. Simon,Fr,p,12.0,4.0,5.53,40.2,44.0,33.0,25.0,17.0,24.0,0.0,188.0,161.0,5.0,2.0,0.0,0.0,12.0,4.0,1.0,5.0,2.0,3.0,3.0,235.0,62.0,31.0,3.0,1.0,0.0,8.0,-,,574694.0,30115.0,http://stats.ncaa.org/players/8596251?year_stat_category_id=15081,,,d3-playerid-8196
2024,Oswego St.,SUNYAC,3.0,46.0,A. Small,,p,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,-,,574506.0,917.0,http://stats.ncaa.org/players/8714571?year_stat_category_id=15081,,,d3-playerid-14404
2024,Anderson (IN),HCAC,3.0,30.0,A.J. Bunnell,Sr,P,2.0,0.0,27.0,0.1,0.0,1.0,1.0,4.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-,L/L,574604.0,9174.0,http://stats.ncaa.org/players/8278088?year_stat_category_id=15081,,,d3-playerid-32051
