"year","team_name","conference","division","Jersey","player_name","Yr","Pos","App","GS","ERA","IP","H","R","ER","BB","SO","SHO","BF","P-OAB","2B-A","3B-A","Bk","HR-A","WP","HB","IBB","Inh Run","Inh Run Score","SHA","SFA","Pitches","GO","FO","W","L","SV","KL","Ht","B/T","team_id","conference_id","player_id","player_url"
2025,"Col. of Charleston","CAA",1,"10","Hayden Thomas","So","P",1,1,6.75,4,3,3,3,1,3,0,17,14,1,0,0,1,0,1,0,0,0,0,1,57,3,6,0,0,0,1,"6-0","L/L",596459,837,8886569,"http://stats.ncaa.org/players/8886569?year_stat_category_id=15688"
2025,"Col. of Charleston","CAA",1,"22","Derek Duval","Jr","P",2,0,0,2,2,0,0,1,1,0,9,7,0,0,0,0,0,1,0,0,0,0,0,41,0,4,0,0,0,0,"6-1","R/R",596459,837,9115673,"http://stats.ncaa.org/players/9115673?year_stat_category_id=15688"
2025,"Col. of Charleston","CAA",1,"38","Kevin Samonsky","Fr","P",1,0,21.6,1.2,5,4,4,1,0,0,11,10,0,0,0,1,0,0,0,0,0,0,0,33,3,2,0,1,0,0,"6-0","R/R",596459,837,9115686,"http://stats.ncaa.org/players/9115686?year_stat_category_id=15688"
2025,"Col. of Charleston","CAA",1,"44","Hunter Phipps","Fr","P",1,0,0,0.2,0,0,0,2,0,0,4,1,0,0,0,0,0,0,0,3,3,0,1,15,0,2,0,0,0,0,"6-3","R/R",596459,837,9115698,"http://stats.ncaa.org/players/9115698?year_stat_category_id=15688"
2025,"Col. of Charleston","CAA",1,"27","Ricky Williams","Jr","P",1,0,54,0.1,0,3,2,0,0,0,4,1,0,0,0,0,0,3,0,0,0,0,0,13,0,1,0,0,0,0,"6-2","R/R",596459,837,9115699,"http://stats.ncaa.org/players/9115699?year_stat_category_id=15688"
2025,"Col. of Charleston","CAA",1,"18","Davis Aiken","Sr","P",1,0,0,1.1,0,0,0,1,1,0,4,3,0,0,0,0,0,0,0,0,0,0,0,19,1,1,0,0,0,0,"5-10","R/R",596459,837,8892937,"http://stats.ncaa.org/players/8892937?year_stat_category_id=15688"
2025,"Col. of Charleston","CAA",1,"21","Jake Brink","Jr","P",1,1,0,5,3,0,0,1,5,0,19,18,0,0,0,0,0,0,0,0,0,0,0,48,4,5,1,0,0,0,"6-2","R/R",596459,837,8897843,"http://stats.ncaa.org/players/8897843?year_stat_category_id=15688"
2025,"Coppin St.","NEC",1,"18","Keith Wallace","Sr","P",1,0,0,0.1,0,0,0,0,0,0,2,1,0,0,0,0,1,1,0,3,2,0,0,4,1,0,0,0,0,0,"6-2","R/R",596527,846,9298305,"http://stats.ncaa.org/players/9298305?year_stat_category_id=15688"
2025,"Coppin St.","NEC",1,"50","Jaedin Hurd","So","UT",1,0,0,1,0,0,0,1,1,0,4,3,0,0,0,0,0,0,0,0,0,0,0,19,2,0,0,0,0,0,"6-3","R/R",596527,846,8879545,"http://stats.ncaa.org/players/8879545?year_stat_category_id=15688"
2025,"Coppin St.","NEC",1,"7","Reagan Rivera","Sr","P",1,1,9,5,6,6,5,2,7,0,27,22,1,0,0,0,1,2,0,0,0,0,1,91,5,3,0,0,0,1,"5-10","R/R",596527,846,8893479,"http://stats.ncaa.org/players/8893479?year_stat_category_id=15688"
2025,"Coppin St.","NEC",1,"13","Brandon Stephens","So","P",2,0,8.1,3.1,5,3,3,5,2,0,18,13,1,0,0,0,3,0,0,1,0,0,0,72,1,5,0,0,0,0,"6-3","R/R",596527,846,8896259,"http://stats.ncaa.org/players/8896259?year_stat_category_id=15688"
2025,"Coppin St.","NEC",1,"55","Justin Ritz","Jr","P",1,0,0,3.1,2,0,0,1,2,0,13,12,0,0,0,0,0,0,0,2,0,0,0,52,2,6,1,0,0,2,"6-2","R/R",596527,846,8897592,"http://stats.ncaa.org/players/8897592?year_stat_category_id=15688"
2025,"Coppin St.","NEC",1,"29","Park Roeder","Jr","UT",1,0,67.5,0.2,1,5,5,4,0,0,7,2,0,0,0,0,2,1,0,1,1,0,0,39,1,0,0,0,0,0,"5-8","L/R",596527,846,9102009,"http://stats.ncaa.org/players/9102009?year_stat_category_id=15688"
2025,"Coppin St.","NEC",1,"22","Tyrone Lake","Fr","P",1,0,27,1.1,2,4,4,4,0,0,11,6,1,0,0,0,3,1,0,3,3,0,0,40,2,2,0,0,0,0,"6-2","R/R",596527,846,9102000,"http://stats.ncaa.org/players/9102000?year_stat_category_id=15688"
2025,"Coppin St.","NEC",1,"14","Luke Corcoran","Jr","P",1,0,16.2,1.2,4,3,3,2,1,0,11,9,1,0,0,0,0,0,0,0,0,0,0,50,0,4,0,0,0,1,"6-0","L/L",596527,846,9102007,"http://stats.ncaa.org/players/9102007?year_stat_category_id=15688"
2025,"Coppin St.","NEC",1,"99","Jeremiah Eneix","Jr","P",1,1,47.25,1.1,5,7,7,1,3,0,13,9,1,1,0,0,2,3,0,0,0,0,0,48,1,0,0,1,0,2,"6-2","R/L",596527,846,9102049,"http://stats.ncaa.org/players/9102049?year_stat_category_id=15688"
2025,"Creighton","Big East",1,"39","Henry Prindl","Fr","p",1,0,0,0.1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"-","",596529,30184,9300442,"http://stats.ncaa.org/players/9300442?year_stat_category_id=15688"
2025,"Creighton","Big East",1,"32","Braden Gluth","Sr","P",1,0,0,2,1,0,0,1,5,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"6-3","R/R",596529,30184,8886049,"http://stats.ncaa.org/players/8886049?year_stat_category_id=15688"
2025,"Creighton","Big East",1,"14","Shea Wendt","So","P",1,1,0,3,2,0,0,4,6,0,14,10,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,"6-1","R/R",596529,30184,8879568,"http://stats.ncaa.org/players/8879568?year_stat_category_id=15688"
2025,"Creighton","Big East",1,"38","Noah Klein","So","P",1,0,0,1,1,0,0,1,0,0,6,4,0,0,0,0,1,1,0,3,3,0,0,0,2,1,0,0,0,0,"6-0","R/R",596529,30184,8880620,"http://stats.ncaa.org/players/8880620?year_stat_category_id=15688"
2025,"Creighton","Big East",1,"31","James Burke","Sr","P",1,0,0,1,0,0,0,0,1,0,4,3,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,"6-5","R/R",596529,30184,8900526,"http://stats.ncaa.org/players/8900526?year_stat_category_id=15688"
2025,"Creighton","Big East",1,"30","Shane Curtin","Jr","P",1,0,0,1.2,0,0,0,0,1,0,5,4,0,0,0,0,0,1,0,1,0,0,0,0,1,2,0,0,0,1,"6-0","L/L",596529,30184,8902363,"http://stats.ncaa.org/players/8902363?year_stat_category_id=15688"
2025,"Creighton","Big East",1,"35","Brendan Strenke","So","P",1,0,0,0.2,0,0,0,1,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"6-1","R/R",596529,30184,9096484,"http://stats.ncaa.org/players/9096484?year_stat_category_id=15688"
2025,"Creighton","Big East",1,"33","Wilson Magers","Fr","P",1,1,0,5,1,0,0,1,6,0,19,15,0,0,0,0,0,3,0,0,0,0,0,0,5,3,1,0,0,1,"6-2","R/R",596529,30184,9096483,"http://stats.ncaa.org/players/9096483?year_stat_category_id=15688"
2025,"Creighton","Big East",1,"24","Ian Koosman","Jr","P",1,1,13.5,3.1,4,5,5,3,3,0,18,13,1,0,0,1,0,2,0,0,0,0,0,0,2,4,0,1,0,2,"6-1","R/R",596529,30184,9096475,"http://stats.ncaa.org/players/9096475?year_stat_category_id=15688"
2025,"Creighton","Big East",1,"50","Matthew Aukerman","Sr","P",1,0,0,3,1,0,0,0,4,0,10,10,0,0,0,0,0,0,0,2,0,0,0,0,1,2,0,0,0,1,"6-4","R/R",596529,30184,9096486,"http://stats.ncaa.org/players/9096486?year_stat_category_id=15688"
2025,"Creighton","Big East",1,"27","Anthony Unga","Fr","P",1,0,0,1,0,0,0,0,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"6-4","R/R",596529,30184,9096478,"http://stats.ncaa.org/players/9096478?year_stat_category_id=15688"
2025,"Creighton","Big East",1,"45","Garrett Langrell","Sr","P",1,0,9,1,2,1,1,0,2,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"6-7","R/R",596529,30184,9096487,"http://stats.ncaa.org/players/9096487?year_stat_category_id=15688"
2025,"Creighton","Big East",1,"18","Joe Hauser","Jr","INF",1,0,0,0,0,3,3,3,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"6-2","R/R",596529,30184,9096489,"http://stats.ncaa.org/players/9096489?year_stat_category_id=15688"
2025,"DBU","CUSA",1,"25","Tyler Schott","Sr","P",1,0,0,1,1,0,0,0,1,0,4,4,0,0,0,0,1,0,0,0,0,0,0,12,0,2,0,0,0,1,"6-0","L/L",596703,24312,8886097,"http://stats.ncaa.org/players/8886097?year_stat_category_id=15688"
2025,"DBU","CUSA",1,"50","Jerrod Jenkins","Jr","P",2,1,5.4,5,1,3,3,4,8,0,20,15,1,0,0,0,1,1,0,0,0,0,0,87,5,1,0,0,0,4,"6-2","R/R",596703,24312,8885549,"http://stats.ncaa.org/players/8885549?year_stat_category_id=15688"
2025,"DBU","CUSA",1,"17","Dillon Haines","Sr","P",1,0,0,0.2,0,0,0,2,1,0,5,2,0,0,0,0,0,1,0,1,1,0,0,22,1,0,0,0,0,1,"5-9","L/L",596703,24312,8880503,"http://stats.ncaa.org/players/8880503?year_stat_category_id=15688"
2025,"DBU","CUSA",1,"32","Luke Pettitte","So","UT",1,0,0,4,0,1,0,1,5,0,13,12,0,0,0,0,0,0,0,0,0,0,0,42,3,4,1,0,0,0,"6-2","R/R",596703,24312,8880597,"http://stats.ncaa.org/players/8880597?year_stat_category_id=15688"
2025,"DBU","CUSA",1,"6","James Ellwanger","So","P",1,1,3,3,2,1,1,0,4,0,11,11,1,0,0,0,0,0,0,0,0,0,0,49,3,2,0,0,0,2,"6-4","R/R",596703,24312,8895126,"http://stats.ncaa.org/players/8895126?year_stat_category_id=15688"
2025,"DBU","CUSA",1,"47","Zach Todd","So","P",1,0,0,0.2,2,2,0,1,0,0,5,4,1,0,0,0,2,0,0,3,3,0,0,18,0,2,0,0,0,0,"6-3","R/R",596703,24312,8893252,"http://stats.ncaa.org/players/8893252?year_stat_category_id=15688"
2025,"DBU","CUSA",1,"26","Mason Peters","Jr","P",2,0,15,3,4,6,5,3,4,0,18,14,0,0,0,0,0,1,0,0,0,0,0,73,3,2,0,1,1,0,"5-11","L/L",596703,24312,9104815,"http://stats.ncaa.org/players/9104815?year_stat_category_id=15688"
2025,"DBU","CUSA",1,"40","Ryan Borberg","Jr","P",1,0,3,3,4,1,1,0,4,0,13,13,0,0,0,0,1,0,0,0,0,0,0,48,4,1,0,0,0,1,"6-1","R/R",596703,24312,9104764,"http://stats.ncaa.org/players/9104764?year_stat_category_id=15688"
2025,"DBU","CUSA",1,"45","Nick Bonn","Jr","P",1,0,6,3,2,3,2,2,6,0,14,11,0,0,0,1,0,1,0,0,0,0,0,63,1,1,1,0,0,1,"6-0","R/R",596703,24312,9104759,"http://stats.ncaa.org/players/9104759?year_stat_category_id=15688"
2025,"DBU","CUSA",1,"54","Rian Schwede","Sr","P",1,1,1.8,5,3,1,1,1,8,0,19,18,0,0,0,1,0,0,0,0,0,0,0,88,3,4,1,0,0,1,"6-2","R/R",596703,24312,9104856,"http://stats.ncaa.org/players/9104856?year_stat_category_id=15688"
2025,"DBU","CUSA",1,"30","Ashton Branson","Jr","P",1,0,0,1,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,2,"5-11","R/R",596703,24312,9104772,"http://stats.ncaa.org/players/9104772?year_stat_category_id=15688"
2025,"DBU","CUSA",1,"27","Micah Bucknam","Jr","P",1,1,6.23,4.1,4,3,3,3,7,0,21,17,2,0,0,0,0,1,0,0,0,0,0,89,5,1,0,0,0,2,"6-1","R/R",596703,24312,9104775,"http://stats.ncaa.org/players/9104775?year_stat_category_id=15688"
2025,"DBU","CUSA",1,"37","Avery Duncan","Fr","P",2,0,20.25,1.1,0,3,3,1,2,0,9,4,0,0,0,0,0,4,0,2,2,0,0,25,1,1,0,0,0,1,"6-2","R/R",596703,24312,9104781,"http://stats.ncaa.org/players/9104781?year_stat_category_id=15688"
2025,"DBU","CUSA",1,"42","Athan Kroll","Fr","P",1,0,0,1,0,0,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0,"6-4","R/R",596703,24312,9104805,"http://stats.ncaa.org/players/9104805?year_stat_category_id=15688"
2025,"Davidson","Atlantic 10",1,"38","Jed Howard","So","UT",1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,3,0,0,0,0,0,0,"6-3","L/L",596531,820,8882857,"http://stats.ncaa.org/players/8882857?year_stat_category_id=15688"
2025,"Davidson","Atlantic 10",1,"43","Jason Ban","So","P",1,0,0,2,0,0,0,0,1,0,6,6,0,0,0,0,0,0,0,0,0,0,0,21,2,3,1,0,0,0,"6-2","L/L",596531,820,8878032,"http://stats.ncaa.org/players/8878032?year_stat_category_id=15688"
2025,"Davidson","Atlantic 10",1,"20","Will Banks","Jr","UT",1,0,0,0,1,4,4,1,1,0,4,1,0,0,0,0,0,1,0,0,0,1,0,11,0,0,0,0,0,0,"6-6","R/R",596531,820,8881248,"http://stats.ncaa.org/players/8881248?year_stat_category_id=15688"
2025,"Davidson","Atlantic 10",1,"15","Isaac Fix","Sr","P",1,1,0,5,2,0,0,0,5,0,17,16,0,0,0,0,0,1,0,0,0,0,0,57,7,2,0,0,0,2,"6-1","R/L",596531,820,8889426,"http://stats.ncaa.org/players/8889426?year_stat_category_id=15688"
2025,"Davidson","Atlantic 10",1,"39","Wilson Perkins","Jr","P",1,1,13.5,4,9,6,6,2,7,0,24,21,1,0,0,2,0,1,0,0,0,0,0,75,2,2,0,1,0,2,"6-2","R/R",596531,820,8874233,"http://stats.ncaa.org/players/8874233?year_stat_category_id=15688"
2025,"Davidson","Atlantic 10",1,"28","Matt Weber","Jr","P",1,0,9,2,3,2,2,0,3,0,9,9,2,0,0,0,0,0,0,0,0,0,0,30,2,1,0,0,0,1,"6-1","R/L",596531,820,8886443,"http://stats.ncaa.org/players/8886443?year_stat_category_id=15688"
2025,"Davidson","Atlantic 10",1,"21","Ed Hall","Jr","UT",2,0,5.4,1.2,1,1,1,1,1,0,7,4,0,0,0,0,2,1,0,3,1,0,1,31,2,1,0,0,0,1,"6-3","R/R",596531,820,8892964,"http://stats.ncaa.org/players/8892964?year_stat_category_id=15688"
2025,"Davidson","Atlantic 10",1,"14","Brycen Champey","Jr","P",2,0,9.82,3.2,3,4,4,4,4,0,18,13,0,0,0,1,1,1,0,2,0,0,0,81,2,4,0,1,0,0,"6-3","R/R",596531,820,8900543,"http://stats.ncaa.org/players/8900543?year_stat_category_id=15688"
2025,"Davidson","Atlantic 10",1,"32","Will Marenghi","Fr","P",1,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,0,1,0,3,3,0,0,5,0,0,0,0,0,0,"6-1","R/R",596531,820,9096913,"http://stats.ncaa.org/players/9096913?year_stat_category_id=15688"
2025,"Davidson","Atlantic 10",1,"36","Daniel Smith","Fr","P",1,1,10.8,1.2,4,2,2,1,1,0,10,9,0,0,0,0,0,0,0,0,0,0,0,40,2,2,0,0,0,0,"6-5","R/R",596531,820,9096929,"http://stats.ncaa.org/players/9096929?year_stat_category_id=15688"
2025,"Davidson","Atlantic 10",1,"4","Jacob Vokal","Fr","UT",1,0,0,2,1,0,0,0,1,0,8,7,0,0,0,0,0,1,0,0,0,0,0,29,1,4,0,0,0,0,"5-10","R/R",596531,820,9096863,"http://stats.ncaa.org/players/9096863?year_stat_category_id=15688"
2025,"Dayton","Atlantic 10",1,"7","Ayden Tran","So","P",1,0,0,3,0,0,0,1,4,0,10,9,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,"5-11","L/L",596532,820,8889027,"http://stats.ncaa.org/players/8889027?year_stat_category_id=15688"
2025,"Dayton","Atlantic 10",1,"23","J.J. Gatti","Jr","P",1,1,9,2,1,5,2,3,2,0,14,7,0,0,0,0,0,2,0,0,0,2,0,44,2,2,0,1,0,1,"6-3","R/R",596532,820,8889540,"http://stats.ncaa.org/players/8889540?year_stat_category_id=15688"
2025,"Dayton","Atlantic 10",1,"21","Jacob McGovern","Sr","P",1,0,18,1,3,2,2,0,0,0,6,5,1,0,0,0,0,0,0,3,3,0,1,27,0,3,0,0,0,0,"5-11","R/L",596532,820,8878246,"http://stats.ncaa.org/players/8878246?year_stat_category_id=15688"
2025,"Dayton","Atlantic 10",1,"26","Bennett LaPalm","So","P",1,0,9,2,2,3,2,2,0,0,12,6,0,0,0,0,1,2,0,0,0,0,2,36,1,5,1,0,0,0,"6-1","R/L",596532,820,8893672,"http://stats.ncaa.org/players/8893672?year_stat_category_id=15688"
2025,"Dayton","Atlantic 10",1,"16","Chris Peguero","Sr","P",1,1,1.8,5,5,4,1,1,3,0,25,22,0,1,0,0,0,1,0,0,0,1,0,89,5,6,0,1,0,1,"6-1","R/R",596532,820,8901022,"http://stats.ncaa.org/players/8901022?year_stat_category_id=15688"
2025,"Dayton","Atlantic 10",1,"45","Ben Dean","Fr","P",1,0,0,1,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,9,1,2,0,0,1,0,"6-3","R/R",596532,820,9105990,"http://stats.ncaa.org/players/9105990?year_stat_category_id=15688"
2025,"Dayton","Atlantic 10",1,"40","Carson Samuels","Fr","P",1,0,6.75,1.1,2,1,1,1,2,0,8,6,0,0,0,0,1,1,0,2,0,0,0,0,1,1,1,0,0,0,"6-0","L/L",596532,820,9105980,"http://stats.ncaa.org/players/9105980?year_stat_category_id=15688"
2025,"Dayton","Atlantic 10",1,"32","Jackson Duncan","Jr","P",1,1,6.75,2.2,4,3,2,2,0,0,15,11,1,0,0,0,1,1,0,0,0,1,0,0,3,4,0,0,0,0,"6-8","R/R",596532,820,9105906,"http://stats.ncaa.org/players/9105906?year_stat_category_id=15688"
2025,"Dayton","Atlantic 10",1,"35","Riley Cahill","Fr","P",1,0,0,0,1,3,3,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,"6-0","R/R",596532,820,9105909,"http://stats.ncaa.org/players/9105909?year_stat_category_id=15688"
2025,"Dayton","Atlantic 10",1,"36","James Heller","Fr","P",1,0,3,3,3,1,1,0,2,0,13,12,0,0,0,0,0,1,0,0,0,0,0,47,3,4,0,0,0,1,"6-3","R/R",596532,820,9105918,"http://stats.ncaa.org/players/9105918?year_stat_category_id=15688"
2025,"Dayton","Atlantic 10",1,"10","Peyton Malecha","Jr","P",1,1,4.5,4,2,2,2,1,9,0,18,13,0,0,0,0,0,3,0,0,0,1,0,73,1,1,0,0,0,2,"6-5","R/R",596532,820,9105885,"http://stats.ncaa.org/players/9105885?year_stat_category_id=15688"
2025,"Dayton","Atlantic 10",1,"15","Devin Grazzal","Fr","P",1,0,9,2,3,2,2,1,0,0,10,7,0,0,0,0,0,1,0,3,3,0,1,31,1,4,0,0,0,0,"6-3","R/R",596532,820,9105887,"http://stats.ncaa.org/players/9105887?year_stat_category_id=15688"
2025,"Dayton","Atlantic 10",1,"18","Jackson Judy","Jr","P",2,0,4.5,4,3,2,2,0,2,0,14,13,2,0,0,0,0,0,0,0,0,0,1,46,3,5,0,0,0,0,"6-3","R/R",596532,820,9105889,"http://stats.ncaa.org/players/9105889?year_stat_category_id=15688"
2025,"Delaware","CAA",1,"20","Doug Marose","Sr","P",1,1,0,1,0,0,0,0,0,0,5,3,0,0,0,0,2,2,0,0,0,0,0,22,1,2,0,0,0,0,"6-5","",596534,837,8885958,"http://stats.ncaa.org/players/8885958?year_stat_category_id=15688"
2025,"Delaware","CAA",1,"37","Evan Lewis","Sr","P",1,0,0,1.2,0,0,0,2,1,0,9,5,0,0,0,0,0,2,0,1,0,0,0,35,1,3,0,0,0,0,"6-2","-/R",596534,837,8874827,"http://stats.ncaa.org/players/8874827?year_stat_category_id=15688"
2025,"Delaware","CAA",1,"40","Dylan Bryan","So","P",1,0,0,2,3,0,0,1,1,0,11,9,1,0,0,0,0,1,0,0,0,0,0,43,3,2,0,0,0,0,"6-2","L/L",596534,837,8875100,"http://stats.ncaa.org/players/8875100?year_stat_category_id=15688"
2025,"Delaware","CAA",1,"25","Elias Conway","So","P",1,0,6,3,3,2,2,1,5,0,15,12,1,0,0,1,0,2,0,3,3,0,0,54,1,3,0,0,0,1,"6-0","L/-",596534,837,8877336,"http://stats.ncaa.org/players/8877336?year_stat_category_id=15688"
2025,"Delaware","CAA",1,"12","Carter Welch","Sr","P",1,0,0,2,2,0,0,0,1,0,7,7,1,0,0,0,0,0,0,1,0,0,0,27,1,3,0,0,0,0,"6-2","L/L",596534,837,8874443,"http://stats.ncaa.org/players/8874443?year_stat_category_id=15688"
2025,"Delaware","CAA",1,"33","Ryan McLaughlin","So","P",1,1,9,2,4,2,2,2,2,0,13,10,1,0,0,0,1,1,0,0,0,0,0,53,2,2,0,1,0,1,"6-2","-/R",596534,837,8892581,"http://stats.ncaa.org/players/8892581?year_stat_category_id=15688"
2025,"Delaware","CAA",1,"24","Ethan Shaub","Sr","P",1,1,15.43,2.1,3,5,4,3,0,0,14,10,2,0,0,0,0,1,0,0,0,0,0,47,2,5,0,1,0,0,"5-11","-/L",596534,837,8900166,"http://stats.ncaa.org/players/8900166?year_stat_category_id=15688"
2025,"Delaware","CAA",1,"10","Andrew Callaway","So","P",1,0,27,1.1,6,4,4,0,1,0,10,10,3,0,0,0,0,0,0,1,1,0,0,40,1,2,0,0,0,0,"5-11","R/L",596534,837,9094929,"http://stats.ncaa.org/players/9094929?year_stat_category_id=15688"
2025,"Delaware","CAA",1,"38","Justin Needles","Sr","P",1,0,45,1,2,5,5,3,1,0,9,4,0,0,0,0,2,1,0,0,0,0,1,51,0,2,0,0,0,1,"6-3","R/R",596534,837,9095095,"http://stats.ncaa.org/players/9095095?year_stat_category_id=15688"
2025,"Delaware","CAA",1,"32","Jonah Richardson","Fr","P",1,0,27,2,8,6,6,1,3,0,16,14,1,0,0,0,0,1,0,0,0,0,0,64,2,1,0,0,0,1,"6-0","",596534,837,9095079,"http://stats.ncaa.org/players/9095079?year_stat_category_id=15688"
2025,"Delaware","CAA",1,"18","Matthew Minckler","Fr","INF",1,0,0,1,0,0,0,0,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,22,0,1,0,0,0,0,"6-0","",596534,837,9095042,"http://stats.ncaa.org/players/9095042?year_stat_category_id=15688"
2025,"Delaware","CAA",1,"28","Tim Hartman","Jr","P",1,0,27,2,5,6,6,1,2,0,13,11,1,0,0,3,0,1,0,0,0,0,0,45,0,4,0,0,0,2,"5-11","",596534,837,9095059,"http://stats.ncaa.org/players/9095059?year_stat_category_id=15688"
2025,"Delaware","CAA",1,"3","Dom Velazquez","Sr","P",1,0,13.5,2,2,3,3,2,1,0,11,7,1,0,0,0,0,2,0,0,0,0,0,50,3,1,0,1,0,0,"5-10","R/R",596534,837,9094923,"http://stats.ncaa.org/players/9094923?year_stat_category_id=15688"
2025,"Delaware","CAA",1,"36","Ben Moyzan","So","P",1,0,27,0.2,3,2,2,0,0,0,6,5,2,0,0,0,0,1,0,2,2,0,0,25,1,1,0,0,0,0,"6-1","R/R",596534,837,9095088,"http://stats.ncaa.org/players/9095088?year_stat_category_id=15688"
2025,"Delaware St.","NEC",1,"14","Hunter Thompson","Jr","1B",1,0,18,1,2,2,2,1,0,0,6,4,0,1,0,0,2,0,0,0,0,0,1,0,1,2,0,0,0,0,"6-0","",596533,846,8885199,"http://stats.ncaa.org/players/8885199?year_stat_category_id=15688"
2025,"Delaware St.","NEC",1,"23","Eddie Del Valle","So","P",1,1,7.2,5,5,4,4,2,4,0,22,18,1,1,1,1,2,1,0,0,0,0,1,0,3,7,0,1,0,0,"6-0","",596533,846,8888185,"http://stats.ncaa.org/players/8888185?year_stat_category_id=15688"
2025,"Delaware St.","NEC",1,"10","Amari Gordon","Jr","P",1,0,40.5,0.2,1,3,3,2,1,0,8,3,1,0,0,0,2,3,0,0,0,0,0,0,1,0,0,0,0,0,"6-0","",596533,846,8874351,"http://stats.ncaa.org/players/8874351?year_stat_category_id=15688"
2025,"Delaware St.","NEC",1,"22","Michael Lane","So","P",1,1,1.5,6,4,5,1,4,1,0,27,22,0,1,0,0,2,1,0,0,0,0,0,0,3,13,0,1,0,0,"6-1","",596533,846,8900786,"http://stats.ncaa.org/players/8900786?year_stat_category_id=15688"
2025,"Delaware St.","NEC",1,"34","Ethan Johnson","Fr","P",1,0,0,0.1,0,0,0,1,0,0,2,1,0,0,0,0,2,0,0,2,1,0,0,0,0,1,0,0,0,0,"6-0","",596533,846,9106409,"http://stats.ncaa.org/players/9106409?year_stat_category_id=15688"
2025,"Delaware St.","NEC",1,"36","Chase Snavely","Fr","P",1,0,0,0.1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,"6-4","",596533,846,9106412,"http://stats.ncaa.org/players/9106412?year_stat_category_id=15688"
2025,"Delaware St.","NEC",1,"29","Ryan Mejia","So","P",1,0,54,0.2,4,4,4,2,0,0,7,5,2,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"6-0","",596533,846,9106385,"http://stats.ncaa.org/players/9106385?year_stat_category_id=15688"
2025,"Delaware St.","NEC",1,"42","Jeremy Vest","Fr","P",1,0,36,2,10,8,8,1,0,0,16,14,3,2,0,0,0,0,0,0,0,0,1,0,3,2,0,0,0,0,"6-2","",596533,846,9106413,"http://stats.ncaa.org/players/9106413?year_stat_category_id=15688"
2025,"Duke","ACC",1,"2","Andrew Healy","Jr","P",1,1,4.5,2,3,1,1,2,2,0,11,9,0,0,0,0,0,0,0,0,0,0,0,40,2,2,0,0,0,0,"6-6","L/L",596708,821,8877630,"http://stats.ncaa.org/players/8877630?year_stat_category_id=15688"
2025,"Duke","ACC",1,"10","Aidan Weaver","Jr","P",2,0,2.7,3.1,1,1,1,3,2,0,13,10,0,0,0,0,0,0,0,3,0,0,0,58,4,3,1,0,0,1,"6-5","R/R",596708,821,8884246,"http://stats.ncaa.org/players/8884246?year_stat_category_id=15688"
2025,"Duke","ACC",1,"9","Owen Proksch","Jr","P",1,0,0,2.2,0,0,0,2,6,0,11,8,0,0,0,0,0,1,0,0,0,0,0,53,2,0,0,0,0,2,"6-3","L/L",596708,821,8876084,"http://stats.ncaa.org/players/8876084?year_stat_category_id=15688"
2025,"Duke","ACC",1,"4","Gabriel Nard","Jr","INF",2,0,9,3,7,5,3,1,1,0,18,16,1,0,0,0,0,0,0,0,0,1,0,70,3,5,0,0,0,0,"5-11","R/R",596708,821,8877399,"http://stats.ncaa.org/players/8877399?year_stat_category_id=15688"
2025,"Duke","ACC",1,"27","Ryan Higgins","Sr","P",1,1,2.25,4,3,1,1,1,4,0,15,14,0,2,0,1,0,0,0,0,0,0,0,73,2,5,0,0,0,2,"6-2","R/R",596708,821,8893598,"http://stats.ncaa.org/players/8893598?year_stat_category_id=15688"
2025,"Duke","ACC",1,"11","Edward Hart","Jr","P",1,0,0,0.2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,"6-5","L/L",596708,821,8898587,"http://stats.ncaa.org/players/8898587?year_stat_category_id=15688"
