"year","team_name","conference","division","Jersey","player_name","Yr","Pos","App","GS","ERA","IP","H","R","ER","BB","SO","SHO","BF","P-OAB","2B-A","3B-A","Bk","HR-A","WP","HB","IBB","Inh Run","Inh Run Score","SHA","SFA","Pitches","GO","FO","W","L","SV","KL","Ht","B/T","team_id","conference_id","player_id","player_url"
2025,"Endicott","CNE",3,"33","Kyan Bagshaw","Jr","P",1,0,0,1.2,1,0,0,3,4,0,9,6,0,0,0,0,0,0,0,0,0,0,0,40,0,1,0,0,0,1,"-","",597157,839,8890239,"http://stats.ncaa.org/players/8890239"
2025,"Endicott","CNE",3,"23","Matt Pappalardo","So","INF",1,0,20.25,1.1,5,3,3,2,1,0,11,9,0,1,0,0,0,0,0,0,0,0,0,44,0,3,0,0,0,1,"-","",597157,839,8883942,"http://stats.ncaa.org/players/8883942"
2025,"Endicott","CNE",3,"50","Chris Jenkins","Sr","P",1,0,2.7,3.1,3,2,1,2,1,0,16,14,1,0,0,0,1,0,0,0,0,0,0,52,5,3,0,0,0,0,"-","",597157,839,8874090,"http://stats.ncaa.org/players/8874090"
2025,"Endicott","CNE",3,"11","Charlie Hale","So","P",1,1,18.9,3.1,8,7,7,0,4,0,19,17,1,0,0,0,0,1,0,0,0,0,1,65,4,2,0,1,0,0,"-","",597157,839,8880572,"http://stats.ncaa.org/players/8880572"
2025,"Endicott","CNE",3,"1","Pat Hart","Sr","P",1,0,7.71,2.1,2,2,2,1,0,0,11,9,0,1,0,0,0,1,0,0,0,0,0,38,6,1,0,0,0,0,"-","R/R",597157,839,8891775,"http://stats.ncaa.org/players/8891775"
2025,"Endicott","CNE",3,"10","John Connolly","Sr","P",1,1,5.4,5,6,3,3,1,6,0,22,19,1,0,0,1,1,1,0,0,0,1,0,97,5,3,0,0,0,4,"-","",597157,839,8901177,"http://stats.ncaa.org/players/8901177"
2025,"Endicott","CNE",3,"25","Grady Vanidestine","Fr","P",1,0,0,1,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,"-","",597157,839,9108140,"http://stats.ncaa.org/players/9108140"
2025,"Endicott","CNE",3,"16","Ben Gill","Fr","P",1,0,3,3,2,1,1,4,2,0,14,8,0,0,0,0,0,0,0,0,0,2,0,50,5,1,1,0,0,1,"-","",597157,839,9108138,"http://stats.ncaa.org/players/9108138"
2025,"FDU-Florham","MAC Freedom",3,"29","Eddie Appollina","So","INF",1,0,0,2,2,0,0,2,1,0,10,8,0,0,0,0,1,0,0,0,0,0,0,40,2,3,0,0,0,0,"6-0","R/R",597278,28745,8890197,"http://stats.ncaa.org/players/8890197"
2025,"FDU-Florham","MAC Freedom",3,"23","Chris Kaponis","Jr","P",1,1,0,5,2,1,0,1,6,0,19,17,1,0,0,0,0,1,0,0,0,0,0,74,1,7,1,0,0,1,"6-3","L/L",597278,28745,8885444,"http://stats.ncaa.org/players/8885444"
2025,"FDU-Florham","MAC Freedom",3,"42","Tyler Gaetano","Fr","UT",1,0,0,2,1,0,0,1,1,0,8,7,0,0,0,0,0,0,0,0,0,0,0,39,2,3,0,0,0,0,"-","R/R",597278,28745,9110477,"http://stats.ncaa.org/players/9110477"
2025,"Ferrum","ODAC",3,"29","Dylan Heil","Jr","P",2,2,21.94,5.1,11,15,13,8,2,0,35,24,5,0,0,0,1,1,0,0,0,1,1,0,4,8,0,1,0,1,"-","",597279,903,9296366,"http://stats.ncaa.org/players/9296366"
2025,"Ferrum","ODAC",3,"38","Braydon Weeks","Fr","P",2,0,9,2,2,2,2,0,0,0,8,7,0,0,0,0,0,1,0,0,0,0,0,0,1,4,0,0,0,0,"-","",597279,903,9296379,"http://stats.ncaa.org/players/9296379"
2025,"Ferrum","ODAC",3,"37","Matthew Sheppard","Sr","P",2,0,15,3,6,5,5,1,4,0,19,12,2,0,0,0,1,5,0,0,0,0,1,0,2,1,1,1,0,2,"5-10","R/R",597279,903,9296375,"http://stats.ncaa.org/players/9296375"
2025,"Ferrum","ODAC",3,"24","Jorge Garcia","Sr","P",3,0,3.86,4.2,2,2,2,3,5,0,21,17,0,0,0,0,0,1,0,0,0,0,0,0,2,7,1,0,0,2,"-","",597279,903,9296362,"http://stats.ncaa.org/players/9296362"
2025,"Ferrum","ODAC",3,"27","Elias Rosario","Jr","P",2,0,0,3.1,1,2,0,3,2,0,16,12,0,0,0,0,1,1,0,0,0,0,0,0,1,6,0,0,0,1,"-","",597279,903,9296364,"http://stats.ncaa.org/players/9296364"
2025,"Ferrum","ODAC",3,"47","Carter Liverman","Fr","P",1,0,5.4,1.2,2,2,1,0,2,0,9,7,1,0,0,0,3,0,0,0,0,0,2,0,0,3,0,0,0,1,"-","",597279,903,9296413,"http://stats.ncaa.org/players/9296413"
2025,"Ferrum","ODAC",3,"49","Kaleb Tischler","So","P",2,0,2.25,4,1,5,1,5,5,0,22,17,0,0,0,0,1,0,0,0,0,0,0,0,3,3,0,0,0,2,"-","",597279,903,8878677,"http://stats.ncaa.org/players/8878677"
2025,"Ferrum","ODAC",3,"54","Wyatt Chaffin","Jr","P",1,0,9,1,2,1,1,1,0,0,6,5,1,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,"6-0","R/R",597279,903,8882981,"http://stats.ncaa.org/players/8882981"
2025,"Ferrum","ODAC",3,"10","Matthew Wright","Jr","P",1,1,16.2,1.2,1,3,3,2,2,0,11,5,1,0,0,0,1,3,0,0,0,0,1,0,2,1,0,1,0,2,"-","R/R",597279,903,8877126,"http://stats.ncaa.org/players/8877126"
2025,"Ferrum","ODAC",3,"11","Slade Keyser","So","P",2,0,6.75,4,4,4,3,3,5,0,21,14,0,0,0,2,3,1,0,0,0,1,2,0,3,5,0,1,0,2,"-","",597279,903,8885463,"http://stats.ncaa.org/players/8885463"
2025,"Ferrum","ODAC",3,"42","Steven Ritchie","Jr","P",3,0,4.5,4,4,3,2,2,3,0,18,16,2,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,2,"6-0","R/R",597279,903,8895331,"http://stats.ncaa.org/players/8895331"
2025,"Ferrum","ODAC",3,"33","Tyler Smith","Jr","P",2,1,10.13,5.1,12,9,6,1,6,0,31,27,3,0,0,1,0,2,0,0,0,1,0,0,4,4,0,0,0,3,"6-0","R/R",597279,903,8899044,"http://stats.ncaa.org/players/8899044"
2025,"Ferrum","ODAC",3,"2","Jai Penn","So","P",2,2,7.71,7,5,6,6,7,8,0,33,24,1,0,0,1,3,2,0,0,0,0,0,0,6,5,0,0,0,0,"-","",597279,903,8900124,"http://stats.ncaa.org/players/8900124"
2025,"Fontbonne","SLIAC",3,"31","Derek Morganthaler","Sr","P",1,1,36,2,9,9,8,1,1,0,16,14,0,1,0,1,0,0,0,0,0,0,1,61,0,5,0,1,0,0,"-","",597160,12974,9299485,"http://stats.ncaa.org/players/9299485"
2025,"Fontbonne","SLIAC",3,"28","TJ Schwartz","Fr","p",1,0,0,1,0,0,0,1,1,0,4,3,0,0,0,0,0,0,0,0,0,0,0,22,1,1,0,0,0,1,"-","",597160,12974,8902778,"http://stats.ncaa.org/players/8902778"
2025,"Fontbonne","SLIAC",3,"42","Ben Swift","Sr","",1,0,13.5,4,5,6,6,2,3,0,20,18,3,0,0,0,2,0,0,0,0,0,0,64,4,5,0,0,0,2,"-","R/R",597160,12974,9105820,"http://stats.ncaa.org/players/9105820"
2025,"Fontbonne","SLIAC",3,"9","Camden Coleman","Sr","P",1,0,4.5,6,9,3,3,2,6,0,29,27,1,0,1,0,0,0,0,0,0,0,0,73,5,6,0,0,0,2,"-","",597160,12974,9105824,"http://stats.ncaa.org/players/9105824"
2025,"Fontbonne","SLIAC",3,"18","Vonner Panek","Sr","P",1,1,54,1,4,6,6,2,0,0,11,9,1,0,0,0,1,0,0,0,0,0,0,45,2,1,0,1,0,0,"-","",597160,12974,9105822,"http://stats.ncaa.org/players/9105822"
2025,"Franklin & Marshall","Centennial",3,"21","Will O'Connor","So","P",1,0,0,1.2,4,3,0,2,1,0,12,9,0,0,0,0,0,1,0,0,0,0,0,47,2,1,0,0,0,0,"6-2","L/L",597282,9683,8875093,"http://stats.ncaa.org/players/8875093"
2025,"Franklin & Marshall","Centennial",3,"26","Dan Galef","Sr","P",1,1,3.6,5,5,2,2,4,2,0,24,18,1,0,0,0,0,1,0,0,0,1,0,82,4,8,1,0,0,0,"5-11","R/R",597282,9683,8889579,"http://stats.ncaa.org/players/8889579"
2025,"Franklin & Marshall","Centennial",3,"22","Dax Bush","So","P",1,0,0,0,0,2,2,2,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,13,0,0,0,0,0,0,"6-0","R/R",597282,9683,8900819,"http://stats.ncaa.org/players/8900819"
2025,"Franklin & Marshall","Centennial",3,"12","Jack Boesen","Fr","P",1,0,0,0.1,0,0,0,1,1,0,3,1,0,0,0,0,0,1,0,0,0,0,0,12,0,0,0,0,0,0,"6-0","R/R",597282,9683,9094073,"http://stats.ncaa.org/players/9094073"
2025,"Franklin & Marshall","Centennial",3,"23","Garrett Stowe","Fr","P",1,0,9,1,1,1,1,1,1,0,6,4,1,0,0,0,0,1,0,0,0,0,0,25,1,1,0,0,0,1,"6-1","R/R",597282,9683,9094080,"http://stats.ncaa.org/players/9094080"
2025,"Franklin & Marshall","Centennial",3,"30","Anders Snow","Fr","P",1,0,0,1,0,0,0,0,1,0,3,2,0,0,0,0,1,0,0,0,0,0,1,14,0,2,0,0,0,0,"6-0","R/R",597282,9683,9094082,"http://stats.ncaa.org/players/9094082"
2025,"Geneva","PAC",3,"23","Jake McFarland","Jr","P",1,0,15,3,3,5,5,5,2,0,17,12,0,0,0,2,0,0,0,0,0,0,0,0,4,3,0,0,0,1,"-","",597197,907,8885900,"http://stats.ncaa.org/players/8885900"
2025,"Geneva","PAC",3,"45","Cayden Cribbs","So","P",1,0,54,0.1,1,2,2,1,1,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"-","",597197,907,8879356,"http://stats.ncaa.org/players/8879356"
2025,"Geneva","PAC",3,"28","Dylan Rowe","So","P",1,1,3,3,2,2,1,3,1,0,14,11,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,"-","",597197,907,8879465,"http://stats.ncaa.org/players/8879465"
2025,"Geneva","PAC",3,"32","Caleb Graft","Sr","P",1,0,16.88,2.2,2,7,5,7,4,0,19,10,0,0,0,1,2,1,0,0,0,0,1,0,1,2,0,0,0,1,"-","",597197,907,8874604,"http://stats.ncaa.org/players/8874604"
2025,"Geneva","PAC",3,"39","Eric Keaton","Jr","P",1,0,0,2,1,0,0,1,3,0,8,7,1,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,2,"-","",597197,907,8898195,"http://stats.ncaa.org/players/8898195"
2025,"Geneva","PAC",3,"11","Kaden Peeples","So","P",1,0,0,0.1,1,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"5-11","R/R",597197,907,9111303,"http://stats.ncaa.org/players/9111303"
2025,"George Fox","NWC",3,"18","Austin Stalwick","Jr","UT",1,0,0,0.2,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"6-2","R/R",597108,25300,9279741,"http://stats.ncaa.org/players/9279741"
2025,"George Fox","NWC",3,"35","Lucas Plenert","Fr","P",2,1,6.23,4.1,5,4,3,1,4,0,25,19,0,0,0,0,1,3,0,0,0,2,0,89,4,3,0,0,0,1,"6-2","R/R",597108,25300,9279745,"http://stats.ncaa.org/players/9279745"
2025,"George Fox","NWC",3,"15","Jack Galanida","So","P",3,0,4.7,7.2,9,4,4,1,9,0,35,30,0,1,0,1,1,2,0,0,0,2,0,80,7,7,0,0,0,6,"6-2","R/R",597108,25300,8890060,"http://stats.ncaa.org/players/8890060"
2025,"George Fox","NWC",3,"6","Ryder Edwards","Jr","P",3,0,4.91,3.2,2,3,2,4,4,0,17,12,0,0,0,0,1,0,0,0,0,0,1,50,3,3,0,1,1,3,"6-2","R/R",597108,25300,8878714,"http://stats.ncaa.org/players/8878714"
2025,"George Fox","NWC",3,"9","Caleb Debban","Sr","P",2,2,5.4,10,18,11,6,1,11,0,54,49,4,0,0,1,2,1,0,0,0,2,1,72,11,8,0,2,0,6,"6-0","L/L",597108,25300,8891309,"http://stats.ncaa.org/players/8891309"
2025,"George Fox","NWC",3,"16","Spencer Johnson","Sr","P",2,0,12,3,4,4,4,1,2,0,14,12,0,0,0,1,0,1,0,2,0,0,0,23,4,2,1,0,0,2,"6-1","R/R",597108,25300,8895450,"http://stats.ncaa.org/players/8895450"
2025,"George Fox","NWC",3,"21","Grant Baskin","So","P",1,0,54,0.1,2,2,2,2,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,25,0,1,0,0,0,0,"6-0","L/L",597108,25300,8898021,"http://stats.ncaa.org/players/8898021"
2025,"George Fox","NWC",3,"4","Michael Singleton","Jr","P",1,1,10.8,3.1,7,7,4,0,1,0,20,18,0,0,0,0,1,2,0,0,0,0,0,51,2,6,0,1,0,0,"6-3","R/R",597108,25300,8898056,"http://stats.ncaa.org/players/8898056"
2025,"George Fox","NWC",3,"17","Braeden Munger","Jr","P",1,0,18,1,0,2,2,3,2,0,8,4,0,0,0,0,0,1,0,0,0,0,0,39,0,1,0,0,0,1,"5-11","L/L",597108,25300,8897440,"http://stats.ncaa.org/players/8897440"
2025,"George Fox","NWC",3,"26","Austin McQuilliams","So","P",1,0,0,1,0,0,0,1,2,0,4,3,0,0,0,0,1,0,0,0,0,0,0,18,1,0,0,0,0,0,"6-0","R/R",597108,25300,8897559,"http://stats.ncaa.org/players/8897559"
2025,"George Fox","NWC",3,"72","Spencer Simon","Jr","P",1,0,0,0.2,0,0,0,0,0,0,4,2,0,0,0,0,0,2,0,0,0,0,0,10,2,0,0,0,0,0,"5-8","R/R",597108,25300,8902762,"http://stats.ncaa.org/players/8902762"
2025,"George Fox","NWC",3,"24","Luke Vrable","Sr","P",3,0,15,3,5,5,5,4,3,0,18,11,1,0,0,0,2,2,0,3,2,0,1,36,1,3,1,0,0,2,"6-4","R/R",597108,25300,8902107,"http://stats.ncaa.org/players/8902107"
2025,"George Fox","NWC",3,"22","Aidan Rady","Jr","P",2,2,3.86,9.1,9,5,4,1,4,0,41,36,0,1,0,1,2,3,0,0,0,0,1,68,9,13,0,0,0,1,"6-5","L/R",597108,25300,8902277,"http://stats.ncaa.org/players/8902277"
2025,"George Fox","NWC",3,"74","Blane Peal","Jr","P",1,0,0,2,4,0,0,0,1,0,11,9,0,1,0,0,0,1,0,0,0,1,0,33,2,3,0,0,0,1,"6-0","R/R",597108,25300,8901118,"http://stats.ncaa.org/players/8901118"
2025,"Greensboro","USA South",3,"15","Hunter Anderson","Sr","P",2,0,3.68,7.1,8,3,3,1,7,0,31,29,1,0,0,0,2,0,0,0,0,1,0,20,7,8,0,0,0,3,"-","",597286,842,8876892,"http://stats.ncaa.org/players/8876892"
2025,"Greensboro","USA South",3,"16","Ian Bast","So","P",2,2,4.22,10.2,12,5,5,5,17,0,50,44,3,0,0,0,2,1,0,0,0,0,0,92,7,8,1,0,0,5,"-","",597286,842,8877847,"http://stats.ncaa.org/players/8877847"
2025,"Greensboro","USA South",3,"45","Michael Richards","Jr","P",2,2,3.24,8.1,7,8,3,4,5,0,37,32,1,0,0,1,1,1,0,0,0,0,0,78,10,8,1,0,0,2,"-","",597286,842,8888363,"http://stats.ncaa.org/players/8888363"
2025,"Greensboro","USA South",3,"26","Jacob Howell","Jr","P",2,0,13.5,0.2,1,1,1,2,1,0,5,3,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,1,"-","",597286,842,8874422,"http://stats.ncaa.org/players/8874422"
2025,"Greensboro","USA South",3,"33","Nick Stegura","Sr","P",1,0,81,0.1,1,3,3,1,0,0,4,2,1,0,0,0,1,1,0,0,0,0,0,17,1,0,0,0,0,0,"-","",597286,842,8887641,"http://stats.ncaa.org/players/8887641"
2025,"Greensboro","USA South",3,"35","Stephen Dunlow","Jr","P",3,0,2.25,4,3,1,1,0,9,0,15,15,0,0,0,0,0,0,0,0,0,0,0,31,2,1,1,0,0,3,"-","",597286,842,8895244,"http://stats.ncaa.org/players/8895244"
2025,"Greensboro","USA South",3,"37","Brett Sutterby","Sr","P",1,0,9,1,1,1,1,1,1,0,6,5,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,"-","",597286,842,8901068,"http://stats.ncaa.org/players/8901068"
2025,"Greensboro","USA South",3,"29","Tyler LaMarr","Sr","P",1,0,27,0.1,0,1,1,3,1,0,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"-","",597286,842,8902572,"http://stats.ncaa.org/players/8902572"
2025,"Greensboro","USA South",3,"6","Zack Bird","Fr","P",1,1,9,4,10,7,4,2,1,0,25,22,3,0,0,0,2,0,0,0,0,0,1,0,3,7,0,1,0,1,"-","-/L",597286,842,9092912,"http://stats.ncaa.org/players/9092912"
2025,"Greensboro","USA South",3,"17","Isaiah Faudoa","Jr","P",1,1,1.5,6,2,1,1,0,9,0,19,19,0,0,0,1,0,0,0,0,0,0,0,76,4,4,1,0,0,2,"-","",597286,842,9092915,"http://stats.ncaa.org/players/9092915"
2025,"Greensboro","USA South",3,"19","Dolan Ramsey","So","P",2,0,9,2,2,2,2,2,0,0,9,6,0,0,0,2,0,0,0,0,0,0,1,9,3,2,0,1,0,0,"-","",597286,842,9092917,"http://stats.ncaa.org/players/9092917"
2025,"Greensboro","USA South",3,"36","Nick Neubauer","Fr","UT",3,0,1.69,5.1,7,3,1,0,5,0,23,23,1,0,0,0,1,0,0,0,0,0,0,38,2,8,0,0,0,1,"-","",597286,842,9092923,"http://stats.ncaa.org/players/9092923"
2025,"Greensboro","USA South",3,"24","Trey Wilson","Fr","P",2,0,22.5,2,2,5,5,8,2,0,17,6,0,0,1,0,1,2,0,0,0,1,0,36,2,1,0,0,0,0,"-","",597286,842,9092921,"http://stats.ncaa.org/players/9092921"
2025,"Greensboro","USA South",3,"12","Garrett Brust","So","P",2,0,10.8,1.2,3,2,2,2,2,0,10,7,0,0,0,0,0,0,0,0,0,0,1,47,0,3,0,0,0,0,"-","",597286,842,9092914,"http://stats.ncaa.org/players/9092914"
2025,"Greensboro","USA South",3,"21","Matthew Nelson","Fr","P",1,0,54,0.1,1,3,2,1,0,0,6,3,0,0,0,0,0,2,0,0,0,0,0,25,0,1,0,0,0,0,"-","",597286,842,9092930,"http://stats.ncaa.org/players/9092930"
2025,"Greensboro","USA South",3,"13","Luke Rossi","Fr","UT",1,0,0,1,0,0,0,0,1,0,5,3,0,0,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,1,"-","",597286,842,9092931,"http://stats.ncaa.org/players/9092931"
2025,"Greenville","SLIAC",3,"24","Terry Millikan","Sr","P",1,0,0,1,2,0,0,0,1,0,5,5,0,0,0,0,0,0,0,0,0,0,0,20,1,1,0,0,0,1,"6-0","R/R",597110,12974,9298934,"http://stats.ncaa.org/players/9298934"
2025,"Greenville","SLIAC",3,"35","Brady Salzman","Sr","P",1,0,18,1,3,3,2,1,2,0,8,7,1,0,0,0,2,0,0,0,0,0,0,36,0,1,0,0,0,0,"6-1","R/R",597110,12974,8888943,"http://stats.ncaa.org/players/8888943"
2025,"Greenville","SLIAC",3,"27","Austin Moses","Jr","P",1,0,18,1,3,2,2,1,1,0,5,4,2,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,"6-1","L/L",597110,12974,8883836,"http://stats.ncaa.org/players/8883836"
2025,"Greenville","SLIAC",3,"16","Ty Kueper","So","P",1,0,0,1,1,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,16,1,2,0,0,0,0,"6-0","R/R",597110,12974,8889150,"http://stats.ncaa.org/players/8889150"
2025,"Greenville","SLIAC",3,"1","Luke McBee","So","P",1,0,13.5,0.2,3,2,1,0,1,0,5,5,0,0,0,0,0,0,0,0,0,0,0,23,1,0,0,0,0,0,"5-8","R/R",597110,12974,8887099,"http://stats.ncaa.org/players/8887099"
2025,"Greenville","SLIAC",3,"44","Stephen Hardwick","So","P",1,0,13.5,2,4,3,3,0,1,0,11,10,1,0,0,0,0,1,0,0,0,0,0,24,1,4,0,0,0,0,"6-5","R/R",597110,12974,8889477,"http://stats.ncaa.org/players/8889477"
2025,"Greenville","SLIAC",3,"39","Jacob Hammer","Sr","P",1,0,0,2.1,2,0,0,0,0,0,9,8,0,0,0,0,1,1,0,0,0,0,0,32,4,2,0,0,1,0,"6-0","R/R",597110,12974,9091686,"http://stats.ncaa.org/players/9091686"
2025,"Greenville","SLIAC",3,"29","Ian Wilson","Sr","1B",1,1,4.5,2,2,1,1,0,2,0,8,8,1,0,0,0,0,0,0,0,0,0,0,28,2,2,0,0,0,0,"6-0","R/R",597110,12974,9091684,"http://stats.ncaa.org/players/9091684"
2025,"Greenville","SLIAC",3,"10","Da'mari Dabney","Fr","P",1,0,3.38,2.2,3,1,1,0,2,0,12,11,0,0,0,0,0,1,0,0,0,0,0,43,1,5,1,0,0,1,"5-9","L/L",597110,12974,9098459,"http://stats.ncaa.org/players/9098459"
2025,"Greenville","SLIAC",3,"21","Dawson Hope","Jr","P",1,1,12.46,4.1,5,7,6,1,5,0,21,17,2,0,0,0,1,2,0,0,0,0,1,76,2,6,0,1,0,0,"6-2","R/R",597110,12974,9098481,"http://stats.ncaa.org/players/9098481"
2025,"Greenville","SLIAC",3,"40","Dax Bailey","So","P",1,1,12.6,5,8,7,7,0,5,0,24,22,2,0,0,0,0,1,0,0,0,0,1,65,5,5,0,1,0,2,"6-3","R/R",597110,12974,9098490,"http://stats.ncaa.org/players/9098490"
2025,"Grove City","PAC",3,"20","David Leslie","Sr","P",1,1,0,5,3,0,0,1,8,0,18,17,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,0,1,"6-3","R/R",597288,907,8886119,"http://stats.ncaa.org/players/8886119"
2025,"Grove City","PAC",3,"13","Sam Bevin","So","3B",1,0,0,1.1,1,0,0,0,2,0,5,5,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,"-","R/R",597288,907,8883746,"http://stats.ncaa.org/players/8883746"
2025,"Grove City","PAC",3,"28","Jack Houston","So","P",1,0,13.5,0.2,1,1,1,1,0,0,5,3,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,"-","R/R",597288,907,8898696,"http://stats.ncaa.org/players/8898696"
2025,"Grove City","PAC",3,"15","Evan Umland","Sr","P",1,0,0,3.2,5,0,0,1,3,0,18,17,0,0,0,0,1,0,0,2,1,0,0,0,4,4,0,0,0,2,"6-0","R/R",597288,907,8891811,"http://stats.ncaa.org/players/8891811"
2025,"Grove City","PAC",3,"47","Dash Lanzilotta","Fr","P",1,1,4.15,4.1,4,5,2,5,3,0,24,17,0,0,0,0,0,1,0,0,0,1,0,0,4,6,0,1,0,1,"-","R/R",597288,907,9211578,"http://stats.ncaa.org/players/9211578"
2025,"Guilford","ODAC",3,"43","Jack Ratliff","Sr","P",2,0,0,2.1,1,0,0,0,1,0,9,7,0,0,0,0,0,1,0,0,0,0,1,32,3,3,0,0,0,1,"6-4","R/R",597111,903,8874717,"http://stats.ncaa.org/players/8874717"
2025,"Guilford","ODAC",3,"27","Jacob Ray","Sr","P",1,0,0,1,1,0,0,1,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,15,2,0,0,0,0,0,"6-3","R/R",597111,903,8889530,"http://stats.ncaa.org/players/8889530"
2025,"Guilford","ODAC",3,"34","Jacob Phillips","Sr","P",1,1,6,3,6,5,2,1,2,0,18,17,2,0,0,0,0,0,0,0,0,0,0,65,6,1,0,0,0,1,"6-0","R/R",597111,903,8878406,"http://stats.ncaa.org/players/8878406"
2025,"Guilford","ODAC",3,"38","Marcello Ricigliano","Jr","P",1,1,0,1,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,1,"6-3","R/R",597111,903,8895920,"http://stats.ncaa.org/players/8895920"
2025,"Guilford","ODAC",3,"17","Reese Baker","Jr","P",1,0,0,0.1,2,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,"5-9","R/R",597111,903,8892652,"http://stats.ncaa.org/players/8892652"
2025,"Guilford","ODAC",3,"20","Tanner Royals","So","P",1,0,20.25,2.2,5,6,6,2,2,0,15,13,0,0,0,1,0,0,0,0,0,0,0,48,3,3,0,0,0,1,"5-11","R/R",597111,903,8901804,"http://stats.ncaa.org/players/8901804"
2025,"Guilford","ODAC",3,"35","Stratton Barwick","So","P",1,0,7.71,2.1,3,2,2,1,4,0,11,8,1,0,0,0,0,0,0,0,0,2,0,41,3,0,0,0,0,0,"6-1","R/L",597111,903,8899713,"http://stats.ncaa.org/players/8899713"
2025,"Guilford","ODAC",3,"29","Jackson Marcellus","Sr","P",1,0,13.5,2,5,3,3,1,0,0,12,10,1,1,0,0,0,1,0,0,0,0,0,42,1,4,0,0,0,0,"6-4","R/R",597111,903,9102772,"http://stats.ncaa.org/players/9102772"
2025,"Guilford","ODAC",3,"37","Hayden Sekanick","Fr","P",1,0,54,0.1,1,2,2,2,0,0,5,2,0,0,1,0,0,1,0,0,0,0,0,17,1,0,0,0,0,0,"5-11","R/R",597111,903,9102688,"http://stats.ncaa.org/players/9102688"
2025,"Guilford","ODAC",3,"3","Chase Wade","Sr","UT",1,0,0,2,2,2,0,2,2,0,10,7,0,0,0,0,0,0,0,0,0,0,1,44,0,4,1,0,0,1,"5-9","R/R",597111,903,9102781,"http://stats.ncaa.org/players/9102781"
2025,"Guilford","ODAC",3,"14","Sam Melton","Jr","INF",1,0,0,2,1,0,0,1,1,0,8,7,1,0,0,0,0,0,0,0,0,0,0,21,1,4,1,0,0,0,"5-11","R/R",597111,903,9102690,"http://stats.ncaa.org/players/9102690"
2025,"Gwynedd Mercy","Atlantic East",3,"38","C. Hafto","N/A","p",1,0,19.29,2.1,3,5,5,2,2,0,12,10,1,0,1,0,1,0,0,0,0,0,0,46,3,2,0,0,0,1,"-","",597162,30233,9304334,"http://stats.ncaa.org/players/9304334"
2025,"Gwynedd Mercy","Atlantic East",3,"4","Cooper Root","Sr","P",1,1,5.4,5,8,3,3,0,4,0,23,23,1,1,0,0,0,0,0,0,0,0,0,83,4,7,0,0,0,2,"5-8","L/L",597162,30233,8889349,"http://stats.ncaa.org/players/8889349"
2025,"Gwynedd Mercy","Atlantic East",3,"13","Michael Inglisa","So","P",1,0,10.8,1.2,2,2,2,2,2,0,10,6,0,1,0,0,0,1,0,0,0,1,0,46,2,1,0,1,0,0,"6-2","R/R",597162,30233,8892522,"http://stats.ncaa.org/players/8892522"
2025,"Hampden-Sydney","ODAC",3,"58","Reed Little","Fr","P",1,0,54,0.2,1,4,4,3,0,0,6,3,0,0,0,1,0,0,0,0,0,0,0,22,1,1,0,0,0,0,"-","R/R",597292,903,9298071,"http://stats.ncaa.org/players/9298071"
2025,"Hampden-Sydney","ODAC",3,"28","Brady Wilson","Fr","P",1,1,2.25,4,5,6,1,1,3,0,20,19,2,0,0,1,0,0,0,0,0,0,0,68,7,2,0,1,0,0,"-","R/R",597292,903,9298049,"http://stats.ncaa.org/players/9298049"
2025,"Hampden-Sydney","ODAC",3,"1","Justin Reynolds","Sr","P",1,0,40.5,0.2,4,3,3,1,0,0,7,6,0,0,0,1,1,0,0,0,0,0,0,25,2,0,0,0,0,0,"-","R/R",597292,903,8875636,"http://stats.ncaa.org/players/8875636"
