"year","team_name","conference","division","Jersey","player_name","Yr","Pos","App","GS","ERA","IP","H","R","ER","BB","SO","SHO","BF","P-OAB","2B-A","3B-A","Bk","HR-A","WP","HB","IBB","Inh Run","Inh Run Score","SHA","SFA","Pitches","GO","FO","W","L","SV","KL","Ht","B/T","team_id","conference_id","player_id","player_url"
2025,"Luther","American Rivers",3,"44","Charles Running","Jr","P",1,0,3.86,4.2,7,2,2,1,4,0,21,20,2,0,1,0,0,0,0,0,0,0,0,76,7,1,0,0,0,2,"6-1","R/R",597319,864,8887810,"http://stats.ncaa.org/players/8887810"
2025,"Luther","American Rivers",3,"42","Aaron Clark","Jr","P",1,0,0,3,1,1,0,1,3,0,12,9,0,0,0,0,0,1,0,0,0,1,0,77,4,1,0,0,0,1,"6-6","R/R",597319,864,8887865,"http://stats.ncaa.org/players/8887865"
2025,"Luther","American Rivers",3,"46","CJ Boudreaux","Sr","P",1,0,0,3,2,0,0,0,2,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,"6-1","R/R",597319,864,8886231,"http://stats.ncaa.org/players/8886231"
2025,"Luther","American Rivers",3,"34","Josh Stratton","Jr","P",1,0,12,3,4,4,4,0,3,0,13,13,0,0,0,2,0,0,0,0,0,0,0,44,2,4,0,1,0,1,"6-0","L/L",597319,864,8889531,"http://stats.ncaa.org/players/8889531"
2025,"Luther","American Rivers",3,"24","Brody Von Berge","Jr","P",1,1,18,2,4,4,4,2,2,0,15,9,2,0,0,0,1,4,1,0,0,0,0,57,2,1,0,1,0,0,"6-2","R/R",597319,864,9108362,"http://stats.ncaa.org/players/9108362"
2025,"Luther","American Rivers",3,"45","Blake Jondle","Sr","P",1,0,7.71,2.1,6,4,2,1,1,0,15,12,2,0,0,0,1,1,0,0,0,1,0,39,4,2,0,1,0,1,"5-11","L/L",597319,864,9108157,"http://stats.ncaa.org/players/9108157"
2025,"Luther","American Rivers",3,"14","Zach Gwost","Jr","INF",1,0,27,0.2,2,3,2,0,1,0,5,3,2,0,0,0,0,0,0,0,0,1,1,15,0,1,0,0,0,0,"6-3","L/R",597319,864,9108354,"http://stats.ncaa.org/players/9108354"
2025,"Luther","American Rivers",3,"5","Kaleb Thiesse","Sr","P",1,1,0,5.2,2,1,0,1,3,0,20,19,0,0,0,0,1,0,0,0,0,0,0,63,4,9,0,0,0,0,"6-1","R/R",597319,864,9108155,"http://stats.ncaa.org/players/9108155"
2025,"Luther","American Rivers",3,"13","Nolan Klocke","Jr","P",1,1,108,0.1,2,4,4,3,0,0,6,2,0,0,0,0,0,0,0,0,0,0,1,25,0,1,0,0,0,0,"5-11","R/R",597319,864,9108158,"http://stats.ncaa.org/players/9108158"
2025,"Luther","American Rivers",3,"49","Sam Amundson","Fr","P",1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,"6-3","L/L",597319,864,9108407,"http://stats.ncaa.org/players/9108407"
2025,"Lycoming","Landmark",3,"15","Grayson Rinker","So","P",2,0,0,1.2,3,0,0,1,2,0,9,8,0,0,0,0,1,0,0,0,0,0,0,40,3,0,0,0,0,1,"5-11","L/R",597359,30101,8887893,"http://stats.ncaa.org/players/8887893"
2025,"Lycoming","Landmark",3,"27","Sammy Polott","Jr","P",1,0,0,1.1,1,0,0,2,1,0,7,5,0,0,0,0,0,0,0,0,0,0,0,7,2,1,0,0,0,0,"6-1","L/L",597359,30101,8885139,"http://stats.ncaa.org/players/8885139"
2025,"Lycoming","Landmark",3,"6","Landon Evans","Jr","P",2,2,29.45,3.2,13,13,12,4,4,0,28,21,2,2,0,1,1,0,0,0,0,1,2,119,2,4,0,2,0,1,"6-0","R/R",597359,30101,8885279,"http://stats.ncaa.org/players/8885279"
2025,"Lycoming","Landmark",3,"14","Mason Drozal","Jr","P",1,0,0,1.1,2,0,0,0,0,0,5,5,1,0,0,0,0,0,0,0,0,0,0,13,1,2,0,0,0,0,"6-1","R/R",597359,30101,8878111,"http://stats.ncaa.org/players/8878111"
2025,"Lycoming","Landmark",3,"9","Rick Trapanese","Jr","INF",1,0,40.5,0.2,3,5,3,2,1,0,9,6,0,0,0,0,0,1,0,0,0,0,0,31,0,1,0,0,0,1,"6-1","R/R",597359,30101,8881545,"http://stats.ncaa.org/players/8881545"
2025,"Lycoming","Landmark",3,"18","Joel Inman","Jr","P",3,0,0,1.2,3,3,0,4,3,0,13,9,1,0,0,0,0,0,0,0,0,0,0,40,0,2,0,0,0,1,"6-1","R/R",597359,30101,8898651,"http://stats.ncaa.org/players/8898651"
2025,"Lycoming","Landmark",3,"5","Hunter Daab","So","P",1,0,0,1.1,1,0,0,1,1,0,7,5,0,0,0,0,1,1,0,0,0,0,0,22,0,3,0,0,0,0,"5-10","R/R",597359,30101,8892678,"http://stats.ncaa.org/players/8892678"
2025,"Lycoming","Landmark",3,"33","Jack Wilber","Jr","P",1,1,12,3,8,4,4,2,1,0,17,14,1,0,0,0,0,1,0,0,0,0,0,57,2,3,0,1,0,0,"6-1","R/R",597359,30101,8894843,"http://stats.ncaa.org/players/8894843"
2025,"Lycoming","Landmark",3,"45","Treyson Green","Jr","P",1,0,0,1,2,3,0,1,0,0,6,4,0,0,0,1,0,0,0,0,0,1,0,29,1,1,0,0,0,0,"6-2","R/R",597359,30101,8891576,"http://stats.ncaa.org/players/8891576"
2025,"Lycoming","Landmark",3,"12","Zachary Pleska","Jr","P",1,0,9,1,2,1,1,0,0,0,5,5,1,0,0,0,1,0,0,0,0,0,0,19,1,2,0,0,0,0,"6-0","R/R",597359,30101,8893037,"http://stats.ncaa.org/players/8893037"
2025,"Lycoming","Landmark",3,"37","Matt Guido","Jr","P",1,0,27,0.1,2,3,1,0,0,0,4,4,0,0,0,1,0,0,0,0,0,0,0,25,0,1,0,0,0,0,"5-10","L/L",597359,30101,8891286,"http://stats.ncaa.org/players/8891286"
2025,"Lycoming","Landmark",3,"31","Alex Halbert","So","P",2,0,4.76,5.2,5,3,3,0,7,0,24,22,1,0,0,0,0,2,0,0,0,0,0,70,7,3,0,1,0,2,"5-11","R/R",597359,30101,8900555,"http://stats.ncaa.org/players/8900555"
2025,"Lycoming","Landmark",3,"20","Jake Schilling","Sr","INF",1,0,54,0.2,3,4,4,1,0,0,7,5,0,2,0,0,2,1,0,0,0,0,0,28,0,2,0,0,0,0,"6-0","R/R",597359,30101,8900094,"http://stats.ncaa.org/players/8900094"
2025,"Lycoming","Landmark",3,"4","Aaron Perna","Fr","P",2,1,11.57,4.2,7,6,6,3,3,0,25,21,1,0,1,0,0,1,0,0,0,0,0,97,1,10,0,0,0,0,"6-0","R/R",597359,30101,9109708,"http://stats.ncaa.org/players/9109708"
2025,"Lycoming","Landmark",3,"21","Zac Zaller","Sr","P",2,0,6.43,7,11,7,5,2,2,0,34,31,3,0,0,0,0,0,0,0,0,0,1,114,8,10,0,0,0,0,"6-1","R/R",597359,30101,9109730,"http://stats.ncaa.org/players/9109730"
2025,"Lycoming","Landmark",3,"23","A.J. Llorente","Jr","1B",1,1,36,1,4,4,4,1,1,0,9,6,1,0,0,0,0,1,0,0,0,0,1,27,1,1,0,1,0,0,"6-1","L/R",597359,30101,9109735,"http://stats.ncaa.org/players/9109735"
2025,"Lycoming","Landmark",3,"36","Lex Nelson","Fr","P",2,0,32.4,1.2,5,6,6,2,1,0,14,9,0,0,0,0,2,2,0,0,0,0,1,21,0,4,0,0,0,0,"6-0","L/R",597359,30101,9109783,"http://stats.ncaa.org/players/9109783"
2025,"Lycoming","Landmark",3,"46","Eddie Weindel","Fr","P",1,0,0,1,0,0,0,0,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,1,"6-1","R/R",597359,30101,9216975,"http://stats.ncaa.org/players/9216975"
2025,"Lynchburg","ODAC",3,"11","Thomas Mooring","So","P",1,0,0,0.1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,"6-2","",597320,903,8884579,"http://stats.ncaa.org/players/8884579"
2025,"Lynchburg","ODAC",3,"39","Matt Cassidy","Jr","UT",1,0,36,1,3,4,4,1,1,0,7,6,1,0,0,0,0,0,0,0,0,0,0,32,2,0,0,0,0,0,"6-2","R/R",597320,903,8878369,"http://stats.ncaa.org/players/8878369"
2025,"Lynchburg","ODAC",3,"24","Logan Tapman","Jr","P",1,1,5.4,3.1,3,2,2,1,4,0,16,12,2,0,0,0,1,2,0,0,0,0,1,56,3,3,0,0,0,0,"6-2","R/R",597320,903,8881653,"http://stats.ncaa.org/players/8881653"
2025,"Lynchburg","ODAC",3,"31","Austin Riney","Jr","UT",1,0,13.5,1.1,3,2,2,0,2,0,8,7,0,0,0,1,0,1,0,0,0,0,0,45,1,1,0,0,0,0,"5-9","L/L",597320,903,8891318,"http://stats.ncaa.org/players/8891318"
2025,"Lynchburg","ODAC",3,"28","Colin McGuire","So","P",2,0,0,6,1,0,0,2,9,0,22,18,0,0,0,0,0,0,0,0,0,2,0,26,5,4,0,0,2,6,"6-0","",597320,903,8891344,"http://stats.ncaa.org/players/8891344"
2025,"Lynchburg","ODAC",3,"12","Tyler Kaltreider","Sr","P",2,2,0.75,12,3,1,1,1,14,0,41,40,1,0,0,0,0,0,0,0,0,0,0,85,16,6,2,0,0,3,"6-3","",597320,903,8893610,"http://stats.ncaa.org/players/8893610"
2025,"Lynchburg","ODAC",3,"13","Mason McDowell","Jr","UT",1,0,18,1,3,2,2,1,0,0,6,5,3,0,0,0,1,0,0,0,0,0,0,26,0,2,0,0,1,0,"5-10","R/R",597320,903,8898364,"http://stats.ncaa.org/players/8898364"
2025,"Lynchburg","ODAC",3,"44","Conner Moore","So","UT",1,0,0,1.1,0,0,0,1,2,0,5,4,0,0,0,0,0,0,0,0,0,0,0,22,1,1,1,0,0,1,"5-11","",597320,903,8901209,"http://stats.ncaa.org/players/8901209"
2025,"Lynchburg","ODAC",3,"33","Nick Mattfield","Sr","P",1,1,3,6,4,2,2,1,4,0,23,21,2,0,0,0,0,1,0,0,0,0,0,80,6,6,0,0,0,1,"5-10","R/R",597320,903,9113186,"http://stats.ncaa.org/players/9113186"
2025,"Lynchburg","ODAC",3,"35","Brock Duff","So","P",1,0,0,3,1,1,0,0,7,0,11,10,0,0,0,0,0,0,0,0,0,0,1,53,1,1,1,0,0,1,"6-0","R/R",597320,903,9113240,"http://stats.ncaa.org/players/9113240"
2025,"Lynchburg","ODAC",3,"25","Michael Rowlands","Fr","P",1,0,13.5,0.2,1,1,1,2,1,0,5,2,0,0,0,0,0,0,0,0,0,1,0,19,1,0,0,0,0,1,"5-10","R/R",597320,903,9113175,"http://stats.ncaa.org/players/9113175"
2025,"Lyon","SLIAC",3,"20","Brayden Anderson","Sr","P",2,0,5.4,1.2,2,1,1,2,0,0,9,7,0,0,0,1,0,0,0,0,0,0,0,11,2,3,0,0,0,0,"5-10","R/R",597361,12974,8878751,"http://stats.ncaa.org/players/8878751"
2025,"Lyon","SLIAC",3,"5","Patrick Babcock","Sr","P",2,1,4.35,10.1,8,5,5,6,10,0,47,40,4,0,1,1,1,0,0,0,0,1,0,99,12,6,0,1,0,3,"5-9","L/L",597361,12974,8874520,"http://stats.ncaa.org/players/8874520"
2025,"Lyon","SLIAC",3,"34","Blair Francis","So","P",1,1,3.6,5,5,2,2,0,2,0,19,18,3,0,0,0,0,1,0,0,0,0,0,72,6,5,1,0,0,2,"5-10","R/R",597361,12974,8892355,"http://stats.ncaa.org/players/8892355"
2025,"Lyon","SLIAC",3,"32","Kenny Jennings","So","P",2,0,7.71,2.1,0,2,2,4,4,0,9,5,0,0,2,0,0,0,0,0,0,0,0,44,0,1,0,0,0,0,"6-0","L/R",597361,12974,8899695,"http://stats.ncaa.org/players/8899695"
2025,"Lyon","SLIAC",3,"45","Parker Paschal","Fr","P",1,0,0,0.2,0,0,0,3,2,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5-11","R/R",597361,12974,9104774,"http://stats.ncaa.org/players/9104774"
2025,"Lyon","SLIAC",3,"13","Nick Dennington","Fr","P",2,0,6,3,6,2,2,2,3,0,17,15,3,0,0,0,0,0,0,0,0,0,0,41,3,3,0,0,0,2,"5-9","R/R",597361,12974,9104556,"http://stats.ncaa.org/players/9104556"
2025,"MUW","SLIAC",3,"21","Walker Smith","Sr","P",2,0,0,1.2,1,0,0,2,2,0,8,5,0,0,0,0,0,0,0,2,0,0,1,42,0,3,0,0,0,1,"-","R/R",597344,12974,9217485,"http://stats.ncaa.org/players/9217485"
2025,"MUW","SLIAC",3,"35","Robby Canten","Jr","P",2,2,9,6,10,9,6,6,2,0,33,26,3,0,0,1,0,0,0,0,0,1,0,113,8,6,0,2,0,1,"-","R/R",597344,12974,8886244,"http://stats.ncaa.org/players/8886244"
2025,"MUW","SLIAC",3,"2","Campbell McCluney","Sr","SS",2,0,6.75,4,6,3,3,3,2,0,20,16,2,1,0,0,0,0,0,0,0,1,0,62,5,4,0,0,0,0,"-","R/R",597344,12974,8889584,"http://stats.ncaa.org/players/8889584"
2025,"MUW","SLIAC",3,"13","Jackson Gantt","Sr","P",1,0,12,3,5,6,4,1,1,0,18,15,1,0,0,1,0,2,0,0,0,0,0,36,4,4,0,0,0,0,"5-11","R/R",597344,12974,8888595,"http://stats.ncaa.org/players/8888595"
2025,"MUW","SLIAC",3,"6","Landon Clark","Sr","P",1,1,7.71,4.2,6,4,4,3,6,0,23,18,1,0,0,0,1,1,0,0,0,1,0,90,3,4,0,0,0,0,"-","R/R",597344,12974,8875427,"http://stats.ncaa.org/players/8875427"
2025,"MUW","SLIAC",3,"11","Conner Reilly","Jr","C",1,0,0,0.2,3,5,0,2,0,0,9,7,1,0,0,0,0,0,0,0,0,0,0,43,2,0,0,0,0,0,"-","",597344,12974,8888771,"http://stats.ncaa.org/players/8888771"
2025,"MUW","SLIAC",3,"30","Chris Ellis","Jr","P",2,1,13.5,4,8,8,6,6,3,0,27,20,4,0,0,0,0,1,0,0,0,0,0,108,4,4,0,1,0,1,"-","R/R",597344,12974,8893577,"http://stats.ncaa.org/players/8893577"
2025,"MUW","SLIAC",3,"37","Joseph Gantt","Jr","OF",1,0,0,2,0,0,0,0,1,0,6,6,0,0,0,0,0,0,0,0,0,0,0,12,4,1,0,0,0,1,"-","R/R",597344,12974,8897196,"http://stats.ncaa.org/players/8897196"
2025,"MUW","SLIAC",3,"8","Loren Cox","Sr","P",1,0,6,3,2,2,2,1,3,0,15,12,1,0,0,0,0,2,0,0,0,0,0,54,3,2,0,0,0,1,"-","R/R",597344,12974,8902286,"http://stats.ncaa.org/players/8902286"
2025,"MUW","SLIAC",3,"25","Will Carter","Fr","P",2,0,14.73,3.2,9,6,6,3,2,0,24,18,2,0,0,0,1,3,0,0,0,0,0,70,4,3,0,0,0,0,"-","R/R",597344,12974,9217487,"http://stats.ncaa.org/players/9217487"
2025,"Marietta","OAC",3,"75","UNKNOWN Ziance","So","p",1,1,10.13,2.2,4,8,3,5,3,0,20,13,1,0,0,0,1,2,0,0,0,0,0,0,4,2,0,1,0,0,"-","",597324,901,8882076,"http://stats.ncaa.org/players/8882076"
2025,"Marietta","OAC",3,"9","Jacob Rocky","Sr","P",1,1,0,7,5,0,0,2,4,0,28,25,1,0,0,0,0,1,0,0,0,0,0,92,7,9,1,0,0,2,"6-0","L/L",597324,901,8877526,"http://stats.ncaa.org/players/8877526"
2025,"Marietta","OAC",3,"26","Forrest Havanis","Sr","P",1,0,6.23,4.1,5,3,3,3,6,0,21,17,1,1,0,0,0,0,0,1,1,0,1,0,4,3,0,0,0,3,"6-1","R/R",597324,901,8881690,"http://stats.ncaa.org/players/8881690"
2025,"Marietta","OAC",3,"48","M. Farmer","Fr","p",1,0,0,0.2,0,0,0,1,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"-","",597324,901,8892732,"http://stats.ncaa.org/players/8892732"
2025,"Marietta","OAC",3,"58","Brennan Stobbs","So","ph",1,0,0,1.1,0,0,0,1,1,0,5,4,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,"-","",597324,901,8891876,"http://stats.ncaa.org/players/8891876"
2025,"Marietta","OAC",3,"30","Cooper Fiehrer","Jr","UT",1,0,0,2,2,1,0,2,1,0,11,8,1,0,0,0,0,0,0,0,0,0,1,0,2,3,0,0,0,0,"6-1","R/R",597324,901,8893333,"http://stats.ncaa.org/players/8893333"
2025,"Mary Hardin-Baylor","ASC",3,"26","Bryce Farlander","Jr","P",1,1,15,3,8,5,5,0,1,0,17,15,0,0,0,0,2,1,0,0,0,0,1,55,3,4,0,0,0,0,"-","",597124,14825,8886682,"http://stats.ncaa.org/players/8886682"
2025,"Mary Hardin-Baylor","ASC",3,"19","Nicklas Fenner","Sr","P",1,0,0,1.1,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,1,0,"-","",597124,14825,8889081,"http://stats.ncaa.org/players/8889081"
2025,"Mary Hardin-Baylor","ASC",3,"25","James McGlumphy","Sr","P",2,2,4.5,8,10,5,4,1,10,0,37,33,0,0,0,0,0,2,0,0,0,1,0,137,9,5,0,1,0,2,"-","",597124,14825,8884009,"http://stats.ncaa.org/players/8884009"
2025,"Mary Hardin-Baylor","ASC",3,"12","Romen Filla","Sr","P",1,0,9,1,3,3,1,1,0,0,8,7,0,0,0,0,0,0,0,0,0,0,0,21,1,2,0,0,0,0,"-","",597124,14825,8873918,"http://stats.ncaa.org/players/8873918"
2025,"Mary Hardin-Baylor","ASC",3,"20","Jacob Haynes","Jr","P",2,0,0,1.1,1,0,0,2,1,0,7,5,0,0,0,0,1,0,0,0,0,0,0,31,0,3,0,0,0,1,"-","",597124,14825,8874177,"http://stats.ncaa.org/players/8874177"
2025,"Mary Hardin-Baylor","ASC",3,"27","Reid Cromie","Sr","P",1,0,0,1,1,0,0,1,1,0,5,4,0,0,0,0,0,0,0,0,0,0,0,24,0,2,0,0,0,1,"-","",597124,14825,8902502,"http://stats.ncaa.org/players/8902502"
2025,"Mary Hardin-Baylor","ASC",3,"39","Kolby McBee","Fr","P",1,1,1.8,5,6,4,1,0,2,0,22,21,1,0,0,0,0,0,0,0,0,0,1,77,5,7,1,0,0,2,"-","",597124,14825,9100896,"http://stats.ncaa.org/players/9100896"
2025,"Mary Hardin-Baylor","ASC",3,"29","Preston Blake","Fr","P",1,0,0,3,0,0,0,1,3,0,10,9,0,0,0,0,0,0,0,0,0,0,0,36,0,6,0,0,1,1,"-","",597124,14825,9100892,"http://stats.ncaa.org/players/9100892"
2025,"Mary Hardin-Baylor","ASC",3,"33","Alex Hill","Fr","P",1,0,2.08,4.1,1,2,1,2,4,0,18,14,0,0,0,0,0,2,0,0,0,0,0,79,3,6,1,0,0,1,"-","",597124,14825,9100894,"http://stats.ncaa.org/players/9100894"
2025,"Mary Hardin-Baylor","ASC",3,"23","Carter Kammlah","Fr","P",1,0,9,3,2,3,3,1,5,0,12,11,0,0,0,1,0,0,0,0,0,0,0,47,2,2,1,0,0,1,"-","",597124,14825,9100887,"http://stats.ncaa.org/players/9100887"
2025,"Mary Washington","C2C",3,"8","Ryan Northup","Jr","P",1,0,4.5,2,1,1,1,1,2,0,8,6,0,0,0,1,0,1,0,0,0,0,0,50,2,1,0,0,0,0,"-","R/R",597325,15810,8874821,"http://stats.ncaa.org/players/8874821"
2025,"Mary Washington","C2C",3,"5","Gavin Riley","Sr","P",2,1,0,4,1,0,0,2,5,0,15,13,0,0,0,0,0,0,0,0,0,0,0,16,3,4,0,0,0,2,"-","",597325,15810,8888646,"http://stats.ncaa.org/players/8888646"
2025,"Mary Washington","C2C",3,"11","Jackson Beale","Jr","P",1,0,0,1,1,1,0,2,2,0,6,4,0,0,0,0,1,0,0,0,0,0,0,10,0,1,0,0,0,0,"-","",597325,15810,8888725,"http://stats.ncaa.org/players/8888725"
2025,"Mary Washington","C2C",3,"23","Jackson Myers","Jr","P",1,1,0,3,5,5,0,0,7,0,17,15,1,0,0,0,1,1,0,0,0,1,0,0,2,1,0,1,0,1,"-","",597325,15810,8878542,"http://stats.ncaa.org/players/8878542"
2025,"Mary Washington","C2C",3,"18","Andrew Poon","Jr","P",1,0,0,1,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"-","",597325,15810,8892430,"http://stats.ncaa.org/players/8892430"
2025,"Mary Washington","C2C",3,"19","Griffin Graham","Sr","UT",1,0,0,1,1,0,0,2,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,"-","",597325,15810,8892500,"http://stats.ncaa.org/players/8892500"
2025,"Mary Washington","C2C",3,"2","Connor Hassan","So","P",1,0,0,1,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"-","",597325,15810,8895143,"http://stats.ncaa.org/players/8895143"
2025,"Mary Washington","C2C",3,"30","Matthew Caldwell","Jr","P",1,0,54,0.1,2,2,2,2,1,0,6,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"-","",597325,15810,9100055,"http://stats.ncaa.org/players/9100055"
2025,"Mary Washington","C2C",3,"41","Nick Jordan","Fr","P",1,0,0,2,1,0,0,1,3,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,"-","",597325,15810,9100068,"http://stats.ncaa.org/players/9100068"
2025,"Mary Washington","C2C",3,"29","Justin Ritz","Sr","C",2,1,0,9,0,0,0,3,10,0,31,28,0,0,0,0,0,0,0,0,0,0,0,68,3,14,2,0,0,3,"-","",597325,15810,9100046,"http://stats.ncaa.org/players/9100046"
2025,"Mary Washington","C2C",3,"36","Ryan Henson","Fr","1B",1,0,0,2.2,1,0,0,1,5,0,10,9,1,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,1,"-","",597325,15810,9100060,"http://stats.ncaa.org/players/9100060"
2025,"Mary Washington","C2C",3,"40","Daniel Jones","Fr","INF",1,0,0,2,1,0,0,1,3,0,7,6,0,0,0,0,0,0,0,0,0,0,0,29,0,2,0,0,0,0,"-","",597325,15810,9100067,"http://stats.ncaa.org/players/9100067"
2025,"Marymount (VA)","Atlantic East",3,"45","J. Wandell","N/A","p",2,0,1.17,7.2,5,1,1,2,6,0,31,25,1,0,0,0,1,3,0,0,0,1,0,107,10,5,2,0,0,2,"-","",597326,30233,9299947,"http://stats.ncaa.org/players/9299947"
2025,"Marymount (VA)","Atlantic East",3,"10","Liam Progulske","Jr","C",1,0,0,4.1,1,0,0,1,7,0,15,14,1,0,0,0,0,0,0,0,0,0,0,61,3,3,1,0,0,1,"6-0","",597326,30233,9300296,"http://stats.ncaa.org/players/9300296"
2025,"Marymount (VA)","Atlantic East",3,"31","J. Murray","N/A","p",1,0,4.5,2,1,1,1,3,4,0,10,7,0,0,0,0,2,0,0,0,0,0,0,40,2,0,0,0,0,2,"-","",597326,30233,9300235,"http://stats.ncaa.org/players/9300235"
2025,"Marymount (VA)","Atlantic East",3,"47","J. Bourdeau","N/A","p",1,0,0,1,0,0,0,0,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,1,"-","",597326,30233,9300226,"http://stats.ncaa.org/players/9300226"
2025,"Marymount (VA)","Atlantic East",3,"18","Owen Mead","Jr","P",1,0,0,1,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,1,"6-0","R/R",597326,30233,8888230,"http://stats.ncaa.org/players/8888230"
2025,"Marymount (VA)","Atlantic East",3,"4","Andrew Schaeb","Sr","UT",1,0,0,1.2,1,1,0,4,2,0,9,5,0,0,0,0,3,0,0,0,0,0,0,3,0,2,0,0,0,2,"6-1","R/L",597326,30233,8883186,"http://stats.ncaa.org/players/8883186"
2025,"Marymount (VA)","Atlantic East",3,"56","Ben Smallwood","So","P",1,0,0,1,0,0,0,1,1,0,4,3,0,0,0,0,1,0,0,0,0,0,0,19,1,1,0,0,0,0,"6-0","R/R",597326,30233,8881461,"http://stats.ncaa.org/players/8881461"
2025,"Marymount (VA)","Atlantic East",3,"35","Parker Casselberry","Sr","P",2,2,3,9,7,3,3,2,8,0,36,32,3,0,0,1,1,2,0,0,0,0,0,145,5,12,2,0,0,4,"6-2","R/R",597326,30233,8888656,"http://stats.ncaa.org/players/8888656"
2025,"Marymount (VA)","Atlantic East",3,"8","David Muirhead","Sr","P",2,2,9,5,5,5,5,3,6,0,25,20,3,0,0,2,0,2,0,0,0,0,0,104,5,4,0,0,0,2,"5-11","R/R",597326,30233,8879530,"http://stats.ncaa.org/players/8879530"
2025,"Marymount (VA)","Atlantic East",3,"34","Ryan Mariani","Sr","P",1,0,16.2,1.2,2,3,3,2,1,0,8,6,0,0,0,1,0,0,0,0,0,0,0,70,0,3,0,0,0,1,"5-10","R/R",597326,30233,8897200,"http://stats.ncaa.org/players/8897200"
2025,"Marymount (VA)","Atlantic East",3,"9","Michael Arce","Jr","P",1,1,10.13,2.2,4,3,3,1,6,0,15,12,0,0,0,0,0,2,0,0,0,0,0,55,0,2,0,0,0,1,"6-2","R/R",597326,30233,8894282,"http://stats.ncaa.org/players/8894282"
2025,"Maryville (TN)","CCS",3,"41","Kyle Timko","Jr","P",1,1,0,4,1,0,0,1,8,0,13,12,0,0,0,0,1,0,0,0,0,0,0,67,2,0,1,0,0,5,"5-10","L/L",597327,30251,8889969,"http://stats.ncaa.org/players/8889969"
2025,"Maryville (TN)","CCS",3,"37","Xavier Resto","Jr","INF",3,0,16.88,2.2,6,5,5,3,5,0,16,12,2,1,0,1,2,0,0,0,0,0,1,47,1,1,0,0,0,1,"5-11","R/R",597327,30251,8878995,"http://stats.ncaa.org/players/8878995"
2025,"Maryville (TN)","CCS",3,"44","Austin Suttle","Sr","P",1,0,0,3,0,0,0,1,4,0,10,9,0,0,0,0,0,0,0,0,0,0,0,45,2,3,0,0,0,2,"6-1","R/R",597327,30251,8874231,"http://stats.ncaa.org/players/8874231"
2025,"Maryville (TN)","CCS",3,"3","Mitchell Grannan","Sr","P",3,0,0,3,0,0,0,1,7,0,13,11,0,0,0,0,1,1,0,0,0,0,0,56,1,2,1,0,1,2,"6-1","R/L",597327,30251,8895016,"http://stats.ncaa.org/players/8895016"
2025,"Maryville (TN)","CCS",3,"42","Nic Mirabella","Sr","P",2,2,3.27,11,8,5,4,3,12,0,43,40,2,0,0,0,1,0,0,0,0,0,0,148,12,7,1,0,0,5,"6-0","R/R",597327,30251,8902223,"http://stats.ncaa.org/players/8902223"
2025,"Maryville (TN)","CCS",3,"26","Kaden Wimsatt","Fr","P",1,0,0,1,1,0,0,2,1,0,5,3,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,1,"5-8","R/R",597327,30251,9109943,"http://stats.ncaa.org/players/9109943"
2025,"Maryville (TN)","CCS",3,"15","Pete Pappas","Fr","P",1,0,0,3.1,2,0,0,2,0,0,13,11,1,0,0,0,0,0,0,0,0,0,0,41,2,7,1,0,0,0,"6-0","R/R",597327,30251,9109930,"http://stats.ncaa.org/players/9109930"
2025,"Maryville (TN)","CCS",3,"33","Caleb Jinks","Fr","P",1,1,10.8,3.1,6,4,4,1,4,0,18,16,1,0,0,2,0,1,0,0,0,0,0,55,2,4,0,0,0,1,"6-0","R/L",597327,30251,9109889,"http://stats.ncaa.org/players/9109889"
2025,"Maryville (TN)","CCS",3,"40","Johnny Ruggiero Jr","Jr","P",1,0,0,1,2,0,0,0,2,0,5,5,0,0,0,0,0,0,0,0,0,0,0,30,0,1,0,0,0,0,"6-3","R/R",597327,30251,9109637,"http://stats.ncaa.org/players/9109637"
