year,team_name,conference,division,Jersey,player_name,Yr,Pos,GP,GS,BA,OBPct,SlgPct,R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,DP,CS,Picked,SB,IBB,RBI2out,Ht,B/T,team_id,conference_id,player_url,player_id.1,player_id.2,player_id
2022,Otterbein,OAC,3.0,15.0,A. Spurgeon,,p,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,,526863.0,901.0,http://stats.ncaa.org/players/7591397?year_stat_category_id=14940,,,7591397
2022,Catholic,Landmark,3.0,0.0,A. Varona,Fr,p,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,,527119.0,30101.0,http://stats.ncaa.org/players/7341585?year_stat_category_id=14940,,,d3d-7154281
2022,Albertus Magnus,Great Northeast,3.0,20.0,A. Vazquez,,p,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,,527015.0,23257.0,http://stats.ncaa.org/players/7594268?year_stat_category_id=14940,,,7594268
2022,Anderson (IN),HCAC,3.0,30.0,A.J. Bunnell,So,P,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,L/L,526962.0,9174.0,http://stats.ncaa.org/players/7341985?year_stat_category_id=14940,,,d3d-7081537
2022,Elms,Great Northeast,3.0,11.0,A.J. Cook,So,INF,35.0,35.0,0.252,0.399,0.345,28.0,119.0,30.0,6.0,1.0,41.0,1.0,20.0,22.0,7.0,0.0,1.0,30.0,2.0,2.0,0.0,9.0,0.0,0.0,-,,526864.0,23257.0,http://stats.ncaa.org/players/7356994?year_stat_category_id=14940,,,d3d-7154032
2022,Hood,MAC Commonwealth,3.0,5.0,A.J. Haines,Fr,INF,31.0,27.0,0.256,0.33,0.322,15.0,90.0,23.0,6.0,0.0,29.0,0.0,8.0,7.0,4.0,2.0,5.0,32.0,0.0,0.0,3.0,8.0,0.0,0.0,5-9,R/R,527017.0,28744.0,http://stats.ncaa.org/players/7575564?year_stat_category_id=14940,,,d3d-7575564
2022,Monmouth (IL),MWC,3.0,13.0,A.J. Hatlestad,Sr,P,10.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,,527213.0,23119.0,http://stats.ncaa.org/players/7333536?year_stat_category_id=14940,,,d3d-6102956
2022,Fredonia,SUNYAC,3.0,15.0,A.J. Kinney,Sr,P,22.0,18.0,0.222,0.323,0.315,5.0,54.0,12.0,1.0,2.0,17.0,0.0,9.0,7.0,1.0,0.0,1.0,10.0,2.0,3.0,1.0,4.0,0.0,0.0,-,,527158.0,917.0,http://stats.ncaa.org/players/7354838?year_stat_category_id=14940,,,7354838
2022,St. Norbert,NACC,3.0,23.0,A.J. Kisting,Fr,C,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-,R/R,526892.0,30097.0,http://stats.ncaa.org/players/7585459?year_stat_category_id=14940,,,d3d-7585459
2022,Mass. Maritime,MASCAC,3.0,8.0,A.J. Luciano,Sr,SS,39.0,35.0,0.298,0.346,0.388,25.0,121.0,36.0,8.0,0.0,47.0,1.0,20.0,6.0,5.0,4.0,5.0,16.0,0.0,2.0,0.0,6.0,0.0,0.0,-,,527206.0,870.0,http://stats.ncaa.org/players/7346195?year_stat_category_id=14940,,,7346195
2022,Rutgers-Camden,NJAC,3.0,40.0,A.J. McGettigan,Fr,1B,6.0,1.0,0.0,0.667,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5-11,L/R,526884.0,891.0,http://stats.ncaa.org/players/7581504?year_stat_category_id=14940,,,7581504
2022,Occidental,SCIAC,3.0,10.0,A.J. Naha,So,C,8.0,3.0,0.333,0.429,0.333,1.0,12.0,4.0,0.0,0.0,4.0,0.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,6-2,R/R,526856.0,910.0,http://stats.ncaa.org/players/7564453?year_stat_category_id=14940,,,d3d-7564453
2022,Mass. Maritime,MASCAC,3.0,17.0,A.J. Pietrafesa,So,C,40.0,36.0,0.285,0.336,0.358,21.0,137.0,39.0,6.0,2.0,49.0,0.0,20.0,7.0,4.0,1.0,2.0,18.0,6.0,3.0,1.0,3.0,0.0,0.0,5-10,,527206.0,870.0,http://stats.ncaa.org/players/7356456?year_stat_category_id=14940,,,d3d-7154444
2022,Webster,SLIAC,3.0,22.0,A.J. Smith,Sr,OF,46.0,45.0,0.333,0.398,0.484,28.0,159.0,53.0,10.0,1.0,77.0,4.0,33.0,17.0,2.0,3.0,1.0,20.0,2.0,1.0,1.0,9.0,0.0,0.0,-,,526930.0,12974.0,http://stats.ncaa.org/players/7550833?year_stat_category_id=14940,,,d3d-4914771
2022,Berea,USA South,3.0,21.0,A.J. Wylie,Fr,UT,31.0,28.0,0.194,0.279,0.215,11.0,93.0,18.0,2.0,0.0,20.0,0.0,4.0,10.0,1.0,0.0,0.0,36.0,2.0,2.0,0.0,6.0,0.0,0.0,5-7,,527079.0,842.0,http://stats.ncaa.org/players/7582576?year_stat_category_id=14940,,,d3d-7582576
2022,Amherst,NESCAC,3.0,51.0,A.J. Zaccareo,Fr,INF,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6-4,R/R,527089.0,12817.0,http://stats.ncaa.org/players/7584797?year_stat_category_id=14940,,,d3d-7584797
2022,Wentworth,CCC,3.0,13.0,A.T. DiPina,So,C,10.0,10.0,0.407,0.469,0.63,6.0,27.0,11.0,2.0,2.0,17.0,0.0,12.0,3.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5-7,R/R,526932.0,839.0,http://stats.ncaa.org/players/7351042?year_stat_category_id=14940,,,d3d-7145751
2022,Ohio Northern,OAC,3.0,5.0,Aaron  Brown,So,OF,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5-9,L/R,526857.0,901.0,http://stats.ncaa.org/players/7569919?year_stat_category_id=14940,,,7569919
2022,Neb. Wesleyan,American Rivers,3.0,2.0,Aaron  Chazin,Fr,OF,9.0,2.0,0.182,0.25,0.182,0.0,11.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-,,526843.0,864.0,http://stats.ncaa.org/players/7555527?year_stat_category_id=14940,,,d3d-7555527
2022,Millikin,CCIW,3.0,3.0,Aaron Agee,Jr,INF,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5-10,R/R,527211.0,836.0,http://stats.ncaa.org/players/7569868?year_stat_category_id=14940,,,d3d-7569868
2022,Rutgers-Newark,NJAC,3.0,1.0,Aaron Alvarez,So,P,10.0,9.0,0.222,0.405,0.259,5.0,27.0,6.0,1.0,0.0,7.0,0.0,5.0,7.0,2.0,1.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,-,,526885.0,891.0,http://stats.ncaa.org/players/7346651?year_stat_category_id=14940,,,d3d-7154254
2022,Carleton,MIAC,3.0,31.0,Aaron Berkowitz,Jr,C,16.0,16.0,0.204,0.283,0.367,5.0,49.0,10.0,2.0,0.0,18.0,2.0,8.0,4.0,3.0,4.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,-,,527114.0,882.0,http://stats.ncaa.org/players/7336953?year_stat_category_id=14940,,,d3d-6733989
2022,Spalding,SLIAC,3.0,14.0,Aaron Blake,Sr,P,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,,527043.0,12974.0,http://stats.ncaa.org/players/7581699?year_stat_category_id=14940,,,d3d-5668802
2022,Martin Luther,UMAC,3.0,13.0,Aaron Bode,So,P,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,,527022.0,30115.0,http://stats.ncaa.org/players/7350654?year_stat_category_id=14940,,,d3d-7151472
2022,Juniata,Landmark,3.0,11.0,Aaron Bollinger,So,INF,33.0,29.0,0.276,0.353,0.314,20.0,105.0,29.0,1.0,0.0,33.0,1.0,15.0,12.0,1.0,1.0,0.0,14.0,4.0,1.0,2.0,7.0,0.0,0.0,6-0,R/R,527184.0,30101.0,http://stats.ncaa.org/players/7331999?year_stat_category_id=14940,,,7331999
2022,Wilmington (OH),OAC,3.0,39.0,Aaron Boster,So,P,13.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6-3,L/L,527008.0,901.0,http://stats.ncaa.org/players/7332258?year_stat_category_id=14940,,,d3d-7114760
2022,Wilmington (OH),OAC,3.0,25.0,Aaron Burns,Sr,C,38.0,38.0,0.31,0.452,0.566,30.0,129.0,40.0,12.0,0.0,73.0,7.0,32.0,24.0,11.0,2.0,0.0,21.0,3.0,0.0,0.0,1.0,0.0,0.0,-,,527008.0,901.0,http://stats.ncaa.org/players/7336201?year_stat_category_id=14940,,,d3d-6115259
2022,Old Westbury,Skyline,3.0,39.0,Aaron Castillo,Jr,SS,21.0,14.0,0.31,0.412,0.357,8.0,42.0,13.0,0.0,1.0,15.0,0.0,3.0,7.0,1.0,1.0,1.0,7.0,0.0,1.0,0.0,2.0,0.0,0.0,-,,526859.0,13054.0,http://stats.ncaa.org/players/7354594?year_stat_category_id=14940,,,d3d-6916035
2022,Crown (MN),UMAC,3.0,41.0,Aaron Clogston,So,C,34.0,26.0,0.198,0.336,0.349,16.0,86.0,17.0,4.0,0.0,30.0,3.0,15.0,16.0,3.0,2.0,1.0,12.0,1.0,0.0,0.0,1.0,0.0,0.0,6-0,R/R,527056.0,30115.0,http://stats.ncaa.org/players/7354285?year_stat_category_id=14940,,,d3d-7095895
2022,Western New Eng.,CCC,3.0,6.0,Aaron Cole,So,UT,37.0,34.0,0.297,0.374,0.359,28.0,128.0,38.0,6.0,1.0,46.0,0.0,17.0,16.0,1.0,2.0,0.0,24.0,3.0,0.0,1.0,8.0,0.0,0.0,5-10,R/R,526937.0,839.0,http://stats.ncaa.org/players/7351734?year_stat_category_id=14940,,,d3d-7152551
2022,Salisbury,C2C,3.0,33.0,Aaron Combs,So,P,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6-2,R/R,526897.0,15810.0,http://stats.ncaa.org/players/7346379?year_stat_category_id=14940,,,d3d-7122351
2022,Wartburg,American Rivers,3.0,10.0,Aaron Eybers,Sr,P,20.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,,526925.0,864.0,http://stats.ncaa.org/players/7336130?year_stat_category_id=14940,,,d3d-6116739
2022,Moravian,Landmark,3.0,27.0,Aaron Flyte,So,P,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6-0,L/R,526838.0,30101.0,http://stats.ncaa.org/players/7338693?year_stat_category_id=14940,,,d3d-7137620
2022,Grove City,PAC,3.0,12.0,Aaron Gault,Fr,C,5.0,0.0,0.2,0.2,0.2,0.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,6-0,R/R,527164.0,907.0,http://stats.ncaa.org/players/7576242?year_stat_category_id=14940,,,d3d-7576242
2022,Concordia (TX),ASC,3.0,43.0,Aaron Gomez,So,INF,37.0,32.0,0.235,0.415,0.245,19.0,98.0,23.0,1.0,0.0,24.0,0.0,15.0,26.0,5.0,1.0,12.0,16.0,1.0,1.0,0.0,5.0,0.0,0.0,-,L/R,527047.0,14825.0,http://stats.ncaa.org/players/7333835?year_stat_category_id=14940,,,7333835
2022,Me.-Farmington,North Atlantic,3.0,31.0,Aaron Goschke,So,P,16.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5-8,R/L,527198.0,30026.0,http://stats.ncaa.org/players/7352921?year_stat_category_id=14940,,,d3d-7153795
2022,Marywood,Atlantic East,3.0,30.0,Aaron Gutierrez,So,P,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6-0,R/R,527204.0,30233.0,http://stats.ncaa.org/players/7338035?year_stat_category_id=14940,,,d3d-6713068
2022,Medaille,AMCC,3.0,6.0,Aaron Huddleston,Fr,OF,21.0,21.0,0.288,0.329,0.37,12.0,73.0,21.0,3.0,0.0,27.0,1.0,8.0,4.0,1.0,1.0,0.0,20.0,1.0,0.0,1.0,0.0,0.0,0.0,-,R/R,527045.0,30022.0,http://stats.ncaa.org/players/7572385?year_stat_category_id=14940,,,d3d-7572385
2022,Wis.-Oshkosh,WIAC,3.0,4.0,Aaron Huibregtse,Fr,P,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5-9,-/R,526949.0,1473.0,http://stats.ncaa.org/players/7585162?year_stat_category_id=14940,,,d3d-7585162
2022,Wells,United East,3.0,27.0,Aaron Izquierdo,So,1B,36.0,36.0,0.261,0.403,0.365,17.0,115.0,30.0,5.0,2.0,42.0,1.0,27.0,18.0,10.0,1.0,1.0,34.0,2.0,0.0,0.0,11.0,0.0,0.0,-,,526931.0,30071.0,http://stats.ncaa.org/players/7331063?year_stat_category_id=14940,,,7331063
2022,Grove City,PAC,3.0,8.0,Aaron Jenks,Jr,OF,11.0,2.0,0.25,0.333,0.25,4.0,8.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5-10,R/R,527164.0,907.0,http://stats.ncaa.org/players/7335665?year_stat_category_id=14940,,,d3d-6639184
2022,Skidmore,Liberty League,3.0,12.0,Aaron Kats,So,P,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,R/R,526902.0,24197.0,http://stats.ncaa.org/players/7336561?year_stat_category_id=14940,,,d3d-7147339
2022,SUNY Poly,North Atlantic,3.0,25.0,Aaron Kifer,Fr,P,9.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6-4,R/R,527027.0,30026.0,http://stats.ncaa.org/players/7590537?year_stat_category_id=14940,,,d3d-7590537
2022,Gettysburg,Centennial,3.0,20.0,Aaron Kirby,Jr,INF,22.0,17.0,0.3,0.367,0.357,10.0,70.0,21.0,4.0,0.0,25.0,0.0,14.0,7.0,1.0,1.0,1.0,13.0,3.0,1.0,1.0,0.0,0.0,0.0,5-9,R/R,527160.0,9683.0,http://stats.ncaa.org/players/7348363?year_stat_category_id=14940,,,d3d-6926034
2022,Greenville,SLIAC,3.0,5.0,Aaron Klar,Sr,INF,7.0,5.0,0.083,0.143,0.083,1.0,12.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,-,,526977.0,12974.0,http://stats.ncaa.org/players/7345259?year_stat_category_id=14940,,,d3d-6100272
2022,Randolph-Macon,ODAC,3.0,35.0,Aaron Lautenschlager,Fr,INF,24.0,21.0,0.376,0.419,0.471,16.0,85.0,32.0,8.0,0.0,40.0,0.0,14.0,7.0,0.0,1.0,1.0,21.0,1.0,1.0,0.0,0.0,0.0,0.0,6-1,R/R,526872.0,903.0,http://stats.ncaa.org/players/7575656?year_stat_category_id=14940,,,d3d-7575656
2022,Wentworth,CCC,3.0,2.0,Aaron Lundgren,Jr,C,5.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5-8,R/R,526932.0,839.0,http://stats.ncaa.org/players/7337064?year_stat_category_id=14940,,,d3d-6628751
2022,King's (PA),MAC Freedom,3.0,5.0,Aaron Mason,So,OF,7.0,3.0,0.143,0.455,0.143,4.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,-,,527189.0,28745.0,http://stats.ncaa.org/players/7577545?year_stat_category_id=14940,,,d3d-7577545
2022,Emory,UAA,3.0,28.0,Aaron Mishoulam,Jr,P,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6-7,R/R,527151.0,1471.0,http://stats.ncaa.org/players/7331703?year_stat_category_id=14940,,,d3d-6601667
2022,Rockford,NACC,3.0,24.0,Aaron Monti,So,P,26.0,18.0,0.371,0.418,0.581,12.0,62.0,23.0,5.0,1.0,36.0,2.0,17.0,4.0,1.0,0.0,0.0,14.0,0.0,0.0,0.0,2.0,1.0,0.0,6-1,R/R,526881.0,30097.0,http://stats.ncaa.org/players/7332934?year_stat_category_id=14940,,,d3d-7092147
2022,Covenant,USA South,3.0,27.0,Aaron Northcutt,Jr,P,15.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-,,527072.0,842.0,http://stats.ncaa.org/players/7348591?year_stat_category_id=14940,,,d3d-6641111
2022,Widener,MAC Commonwealth,3.0,3.0,Aaron Nuble,Jr,INF,31.0,29.0,0.333,0.477,0.475,28.0,99.0,33.0,6.0,1.0,47.0,2.0,17.0,15.0,13.0,1.0,2.0,28.0,1.0,2.0,2.0,14.0,0.0,0.0,6-1,R/R,526943.0,28744.0,http://stats.ncaa.org/players/7356562?year_stat_category_id=14940,,,d3d-6719369
2022,Capital,OAC,3.0,31.0,Aaron Olech,Jr,P,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,,527113.0,901.0,http://stats.ncaa.org/players/7339723?year_stat_category_id=14940,,,d3d-6924527
2022,Arcadia,MAC Freedom,3.0,20.0,Aaron Oswalt,So,UT,17.0,5.0,0.3,0.364,0.6,3.0,20.0,6.0,1.0,1.0,12.0,1.0,7.0,2.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,2.0,0.0,0.0,-,,526966.0,28745.0,http://stats.ncaa.org/players/7353919?year_stat_category_id=14940,,,d3d-7136610
2022,Schreiner,SCAC,3.0,35.0,Aaron Recio,Sr,OF,18.0,7.0,0.143,0.294,0.214,5.0,28.0,4.0,2.0,0.0,6.0,0.0,5.0,3.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5-8,R/R,527001.0,835.0,http://stats.ncaa.org/players/7332563?year_stat_category_id=14940,,,d3d-6103170
2022,Messiah,MAC Commonwealth,3.0,23.0,Aaron Renniger,Fr,P,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,,527208.0,28744.0,http://stats.ncaa.org/players/7574204?year_stat_category_id=14940,,,d3d-7574204
2022,Carleton,MIAC,3.0,13.0,Aaron Rice,Fr,cf,28.0,26.0,0.214,0.327,0.25,14.0,84.0,18.0,1.0,1.0,21.0,0.0,6.0,10.0,4.0,0.0,5.0,28.0,0.0,1.0,0.0,2.0,0.0,0.0,-,R/R,527114.0,882.0,http://stats.ncaa.org/players/7592733?year_stat_category_id=14940,,,d3d-7592733
2022,New England Col.,NECC,3.0,31.0,Aaron Robertson,So,C,10.0,3.0,0.417,0.563,0.417,4.0,12.0,5.0,0.0,0.0,5.0,0.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-,,526844.0,888.0,http://stats.ncaa.org/players/7561720?year_stat_category_id=14940,,,d3d-6719658
2022,Plattsburgh St.,SUNYAC,3.0,1.0,Aaron Roman,Sr,OF,20.0,13.0,0.369,0.408,0.508,13.0,65.0,24.0,9.0,0.0,33.0,0.0,14.0,4.0,1.0,1.0,0.0,12.0,0.0,1.0,0.0,1.0,0.0,0.0,5-11,R/R,526866.0,917.0,http://stats.ncaa.org/players/7341033?year_stat_category_id=14940,,,d3d-7136905
2022,Concordia (TX),ASC,3.0,2.0,Aaron San Miguel,So,INF,25.0,8.0,0.121,0.31,0.152,7.0,33.0,4.0,1.0,0.0,5.0,0.0,4.0,8.0,1.0,0.0,1.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,-,R/R,527047.0,14825.0,http://stats.ncaa.org/players/7346157?year_stat_category_id=14940,,,d3d-7144550
2022,Eastern,MAC Commonwealth,3.0,8.0,Aaron Santos,Fr,INF,13.0,10.0,0.216,0.268,0.27,6.0,37.0,8.0,2.0,0.0,10.0,0.0,3.0,3.0,0.0,1.0,1.0,9.0,3.0,0.0,0.0,1.0,0.0,0.0,5-11,R/R,527025.0,28744.0,http://stats.ncaa.org/players/7550722?year_stat_category_id=14940,,,d3d-7550722
2022,Northwestern-St. Paul,UMAC,3.0,6.0,Aaron Severson,So,INF,40.0,39.0,0.241,0.355,0.353,22.0,133.0,32.0,6.0,0.0,47.0,3.0,31.0,23.0,4.0,6.0,0.0,32.0,3.0,0.0,0.0,6.0,0.0,0.0,-,,527054.0,30115.0,http://stats.ncaa.org/players/7344999?year_stat_category_id=14940,,,d3d-7082380
2022,Centre,SAA,3.0,36.0,Aaron Shaffer,Fr,OF,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,,527122.0,30169.0,http://stats.ncaa.org/players/7570450?year_stat_category_id=14940,,,d3d-7570450
