year,team_name,conference,division,Jersey,player_name,Yr,Pos,App,GS,ERA,IP,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,KL,Ht,B/T,team_id,conference_id,player_url,player_id.1,player_id.2,player_id
2021,UMass Dartmouth,Little East,3.0,1.0,A. Camacho,,2b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,509524.0,867.0,http://stats.ncaa.org/players/7158773?year_stat_category_id=14841,P6,d3-playerid-6,d3-playerid-5299
2021,Penn College,United East,3.0,8.0,A. Jaworski,,ss,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,510277.0,30071.0,http://stats.ncaa.org/players/7151829?year_stat_category_id=14841,P16,d3-playerid-16,d3-playerid-18292
2021,Susquehanna,Landmark,3.0,15.0,A. Mancini,,ph,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,509530.0,30101.0,http://stats.ncaa.org/players/7159313?year_stat_category_id=14841,P20,d3-playerid-20,d3-playerid-22963
2021,Valley Forge,CSAC,3.0,32.0,A. Pugh,,1b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,510272.0,21062.0,http://stats.ncaa.org/players/7144547?year_stat_category_id=14841,P28,d3-playerid-28,d3-playerid-9966
2021,Albion,Michigan Intercol. Ath. Assn.,3.0,37.0,A. Stoll,,p,8.0,0.0,12.19,10.1,22.0,18.0,14.0,5.0,5.0,0.0,61.0,54.0,9.0,2.0,0.0,1.0,2.0,2.0,0.0,3.0,3.0,0.0,0.0,151.0,12.0,13.0,0.0,0.0,0.0,0.0,,,510279.0,873.0,http://stats.ncaa.org/players/7142378?year_stat_category_id=14841,P35,d3-playerid-35,d3-playerid-22649
2021,Catholic,Landmark,3.0,0.0,A. Varona,,p,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,0.0,0.0,0.0,0.0,1.0,,,510314.0,30101.0,http://stats.ncaa.org/players/7154281?year_stat_category_id=14841,P36,d3-playerid-36,d3-playerid-29642
2021,Anderson (IN),HCAC,3.0,30.0,A.J. Bunnell,Fr,P,3.0,0.0,19.29,2.1,2.0,5.0,5.0,9.0,3.0,0.0,18.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,32.0,1.0,3.0,0.0,0.0,0.0,1.0,,,509582.0,9174.0,http://stats.ncaa.org/players/7081537?year_stat_category_id=14841,P38,d3-playerid-38,d3-playerid-3137
2021,Elms,NECC,3.0,11.0,A.J. Cook,Fr,INF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,509484.0,888.0,http://stats.ncaa.org/players/7154032?year_stat_category_id=14841,P39,d3-playerid-39,d3-playerid-8196
2021,SUNY Maritime,Skyline,3.0,71.0,A.J. Corso,Sr,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,509466.0,13054.0,http://stats.ncaa.org/players/6915606?year_stat_category_id=14841,P40,d3-playerid-40,d3-playerid-14404
2021,Monmouth (IL),MWC,3.0,13.0,A.J. Hatlestad,Jr,P,5.0,3.0,6.75,14.2,19.0,15.0,11.0,7.0,9.0,0.0,71.0,57.0,4.0,0.0,0.0,0.0,2.0,3.0,0.0,3.0,0.0,2.0,2.0,96.0,21.0,9.0,0.0,2.0,0.0,2.0,,,510409.0,23119.0,http://stats.ncaa.org/players/6927727?year_stat_category_id=14841,P43,d3-playerid-43,d3-playerid-32051
